Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119)
9.793834852305583e-10,0.11224540184063249,0.9,0.0,0.0,0.0,0.0,0.09999973673682531,6.765723707347953e-08,6.428946744039414e-08,4.6425658007981597e-08,4.674126726245408e-08,3.836339539204925e-08,4.042574796200782e-08,4.023959651927976e-08,4.022851315198965e-08,3.597769668353657e-08,3.597769668353657e-08,3.2462416828290474e-08,3.268731971887497e-08,2.8945429598210153e-10,1.956082137880452e-09,1.0215228269794789e-09,1.8108371711074649e-10,1.5072380903971038e-09,6.291629401103561e-10,1.0822507950558913e-09,6.655256147639489e-10,8.502756830597447e-11,7.302026128669453e-12,2.1342139809814148e-10,2.0976425327093852e-15,8.718625753426818e-13,1.3995914758425422e-15
9.999999999999999e-10,0.1122454029408397,0.9,0.0,0.0,0.0,0.0,0.09999973119498025,6.908644730634235e-08,6.562069062244661e-08,4.739949213299397e-08,4.7728451660429124e-08,3.914962123976026e-08,4.127834726467927e-08,4.108428099445041e-08,4.1072759851101166e-08,3.6735044269359507e-08,3.6735044269359507e-08,3.314335540457338e-08,3.337781641746096e-08,2.9544802885021363e-10,2.000603097020119e-09,1.0451930031741122e-09,1.851720783767483e-10,1.5733947540516203e-09,6.580473027142919e-10,1.1281330580381155e-09,6.936439273479622e-10,8.864731593258963e-11,7.457539094639896e-12,2.226240772999986e-10,2.1419540177822664e-15,9.205533106324863e-13,1.4291513043937055e-15
1.015119956721182e-09,0.1122454029408397,0.9,0.0,0.0,0.0,0.0,0.0999997271306428,7.013474710598769e-08,6.65965254636872e-08,4.8113602672908155e-08,4.845252732181699e-08,3.97257546265495e-08,4.190367762196148e-08,4.17037014017952e-08,4.1691854789334e-08,3.7290475791058854e-08,3.7290475791058854e-08,3.3642686254207635e-08,3.3884283257755046e-08,2.998416522790975e-10,2.0332386297219873e-09,1.0625384139149975e-09,1.8816796497020975e-10,1.622811676542945e-09,6.79640541677366e-10,1.1623848172897186e-09,7.146318456465062e-10,9.135002489214516e-11,7.571579205700599e-12,2.294964938942715e-10,2.1744556854525697e-15,9.57204675198776e-13,1.4508327148709692e-15
1.0508564282118056e-09,0.11224540404184252,0.9,0.0,0.0,0.0,0.0,0.09999971752445673,7.261287418073696e-08,6.890135510050752e-08,4.9801121072040773e-08,5.016418400649765e-08,4.108586003750714e-08,4.3381806233507186e-08,4.3167507405861566e-08,4.315487691979538e-08,3.860325477247281e-08,3.860325477247281e-08,3.482265765275979e-08,3.508154504347382e-08,3.1021897543241174e-10,2.1103208176875415e-09,1.1034873481706035e-09,1.9524050266105016e-10,1.7426289719574544e-09,7.320533995557522e-10,1.2453644573377562e-09,7.654683992464756e-10,9.789949093004843e-11,7.841077290817645e-12,2.4615418507992406e-10,2.2512879528570447e-15,1.0470119246978837e-12,1.5020858194571973e-15
1.0865928997024292e-09,0.11224540514364029,0.9,0.0,0.0,0.0,0.0,0.0999997079182671,7.509161816294723e-08,7.120395857763636e-08,5.1488213312984904e-08,5.187623666011725e-08,4.2443715683330236e-08,4.486013365849239e-08,4.463101414914635e-08,4.4617579602927076e-08,3.991603362777841e-08,3.991603362777841e-08,3.600233109917212e-08,3.627910501507921e-08,3.2058627546801696e-10,2.187328698562751e-09,1.1443694106637778e-09,2.0230134655139736e-10,1.866684963499803e-09,7.863983144297714e-10,1.3311881485023997e-09,8.180336042731539e-10,1.0467599696590866e-10,8.110520311136702e-12,2.633943527087583e-10,2.3281393307363473e-15,1.1413079118805929e-12,1.553350769941979e-15
1.1223293711930528e-09,0.11224540624623218,0.9,0.0,0.0,0.0,0.0,0.09999969831207386,7.757097891786344e-08,7.350433809369983e-08,5.317487950331883e-08,5.358868462746442e-08,4.3799325522062313e-08,4.633865975881288e-08,4.609422125010509e-08,4.607996289827627e-08,4.1228812356975595e-08,4.1228812356975595e-08,3.71817066686508e-08,3.7476963111541305e-08,3.3094356228509966e-10,2.264262295196423e-09,1.1851844753662468e-09,2.0935051447699314e-10,1.9949746470871062e-09,8.426720916589365e-10,1.4198543257842662e-09,8.723257910960409e-10,1.116795735247351e-10,8.379908195843088e-12,2.812168776806937e-10,2.4050098149047995e-15,1.2401133485649476e-12,1.604627546701035e-15
1.1938023141743003e-09,0.11224540845379553,0.9,0.0,0.0,0.0,0.0,0.09999967909967658,8.253155020691952e-08,7.809843394068354e-08,5.654693416233346e-08,5.701476388820653e-08,4.650382324078914e-08,4.9296307433284863e-08,4.901973500277561e-08,4.900377156378515e-08,4.3854369437044535e-08,4.3854369437044535e-08,3.953956447753702e-08,3.987357343452767e-08,3.516281354261123e-10,2.4179068130442695e-09,1.266613442093922e-09,2.2341389807181592e-10,2.2642351191144893e-09,9.609934794457075e-10,1.6057078870378831e-09,9.86084439821343e-10,1.2636806020529347e-10,8.918518279095127e-12,3.1860852249215474e-10,2.558808085370345e-15,1.4513226447155474e-12,1.7072165007158913e-15
1.2652752571555477e-09,0.11224541066452673,0.9,0.0,0.0,0.0,0.0,0.09999965988726477,8.749458697036759e-08,8.268365993536302e-08,5.991728590916793e-08,6.044241656957789e-08,4.919938368982006e-08,5.225474815305672e-08,5.1944045627085056e-08,5.19263033925766e-08,4.647992601267925e-08,4.647992601267925e-08,4.189623168068837e-08,4.227137552264278e-08,3.7227277272006504e-10,2.5712548067950928e-09,1.3477742726759456e-09,2.374308073655583e-10,2.550370534287899e-09,1.0869921076804293e-09,1.8029126540898824e-09,1.1067310210470034e-09,1.4196519474777958e-10,9.456906990001555e-12,3.583281636722736e-10,2.7126827307838844e-15,1.680758111807745e-12,1.8098525251827877e-15
1.3367482001367952e-09,0.1122454128784199,0.9,0.0,0.0,0.0,0.0,0.09999964067483834,9.246008813107178e-08,8.726003326887658e-08,6.328593560347134e-08,6.38716374700277e-08,5.188603686497241e-08,5.52139808150352e-08,5.4867150098590174e-08,5.484755886080692e-08,4.9105482083879367e-08,4.9105482083879367e-08,4.4251708879071205e-08,4.4670368884861214e-08,3.9287755156882443e-10,2.7243067807000833e-09,1.4286673885000746e-09,2.514013968672386e-10,2.8533411777682637e-09,1.2206426061929423e-09,2.011456165787733e-09,1.2342522362434248e-09,1.584712205892841e-10,9.995073766333086e-12,4.0037484297698517e-10,2.866633717688121e-15,1.928507645089047e-12,1.9125354643097614e-15
1.4082211431180427e-09,0.11224541509546927,0.9,0.0,0.0,0.0,0.0,0.0999996214623972,9.742805261229812e-08,9.182757106790291e-08,6.665288410445884e-08,6.730242140537325e-08,5.456381244965311e-08,5.817400431689969e-08,5.778904540513284e-08,5.776753844453401e-08,5.17310376506445e-08,5.17310376506445e-08,4.660599667334864e-08,4.707055302892775e-08,4.134425490840085e-10,2.8770632693823896e-09,1.5092934218467014e-09,2.6532582042452413e-10,3.1731074670835288e-09,1.3619196896239788e-09,2.231325986572221e-09,1.3686348126045099e-09,1.7588638082819197e-10,1.0533018049076805e-11,4.4474759975828914e-10,3.020661012638263e-15,2.1946349032491407e-12,2.015265162825056e-15
1.4796940860992901e-09,0.11224541731566891,0.9,0.0,0.0,0.0,0.0,0.09999960224994135,1.023984793377141e-07,9.63862903943056e-08,7.00181322709118e-08,7.073476320871022e-08,5.723273986770172e-08,6.113481755710192e-08,6.070972854681523e-08,6.068624261971736e-08,5.435659271297427e-08,5.435659271297427e-08,4.895909566388049e-08,4.9471927461361146e-08,4.3396784208538653e-10,3.0295248382437435e-09,1.5896531632969819e-09,2.792042320797661e-10,3.5096299477943808e-09,1.51079815640792e-09,2.462509706378633e-09,1.5098655030102503e-09,1.9421091822436532e-10,1.1070739288759897e-11,4.914454709663866e-10,3.174764582202023e-15,2.479182590176498e-12,2.118041465974443e-15
1.5511670290805376e-09,0.11224541953901306,0.9,0.0,0.0,0.0,0.0,0.09999958303747074,1.073713672313889e-07,1.0093620826824763e-07,7.338168096117807e-08,7.41686577302577e-08,5.989284838865508e-08,6.409641943486534e-08,6.362919653595264e-08,6.360367186221793e-08,5.6982147270868276e-08,5.6982147270868276e-08,5.1311006450723566e-08,5.187449168745974e-08,4.544535072049675e-10,3.1816920603744325e-09,1.6697474576679738e-09,2.930367851616235e-10,3.8628692887393845e-09,1.6672528886362414e-09,2.704994940454859e-09,1.65793108593086e-09,2.1344507519940616e-10,1.160823693599867e-11,5.404674911685084e-10,3.3289443929596038e-15,2.7821769962255874e-12,2.2208642195165687e-15
1.622639972061785e-09,0.11224542176549597,0.9,0.0,0.0,0.0,0.0,0.09999956382498534,1.123467152177931e-07,1.0547734168267353e-07,7.674353103317221e-08,7.760409983724774e-08,6.25441671840975e-08,6.70588088501848e-08,6.65474463970308e-08,6.651982664779814e-08,5.960770132432614e-08,5.960770132432614e-08,5.366172963363182e-08,5.4278245211306874e-08,4.74899620952215e-10,3.333565502111324e-09,1.7495771485076876e-09,3.06823631666748e-10,4.232786278219696e-09,1.8312588519409915e-09,2.958769329229608e-09,1.8128183653476415e-09,2.3358909383691356e-10,1.2145510442079e-11,5.918126925589492e-10,3.4832004115037048e-15,3.103631627885837e-12,2.3237332697196603e-15
1.6941129150430325e-09,0.11224542399511184,0.9,0.0,0.0,0.0,0.0,0.0999995446124852,1.1732452222179874e-07,1.1000970760088979e-07,8.010368334437567e-08,8.104108441387249e-08,6.518672532571198e-08,7.002198470382596e-08,6.946447516667672e-08,6.943470745212168e-08,6.223325487334745e-08,6.223325487334745e-08,5.601126581205645e-08,5.6683187535775645e-08,4.95306259703153e-10,3.48514572552723e-09,1.8291430802404498e-09,3.205649226145079e-10,4.619341821131446e-09,2.002791094996458e-09,3.2238205382492293e-09,1.9745141707091537e-09,2.546432158827153e-10,1.2682559260442316e-11,6.454801049672798e-10,3.637532604439521e-15,3.443549541446607e-12,2.4266484633599298e-15
1.8370588010055275e-09,0.11224542846371938,0.9,0.0,0.0,0.0,0.0,0.0999995061874406,1.2728750898410862e-07,1.1904820462064801e-07,8.68188981121729e-08,8.791966059720589e-08,7.04456753721911e-08,7.595069133298672e-08,7.529485763865756e-08,7.526064901916006e-08,6.748436045807894e-08,6.748436045807894e-08,6.07067795517473e-08,6.149663659205892e-08,5.360014169040173e-10,3.787428778039491e-09,1.9874871122718436e-09,3.479114400116673e-10,5.4422127523606635e-09,2.368335026357968e-09,3.787704204334148e-09,2.318278804065202e-09,2.994827354955433e-10,1.3755980661812334e-11,7.597776704062797e-10,3.946425379969503e-15,4.178748468785828e-12,2.6326166705851498e-15
1.980004686968022e-09,0.11224543294478992,0.9,0.0,0.0,0.0,0.0,0.09999946776233708,1.3726031892531921e-07,1.2805183434756077e-07,9.35273321157681e-08,9.480434569101088e-08,7.566992898796808e-08,8.18825305438732e-08,8.112032048662561e-08,8.108150036666742e-08,7.273546402505965e-08,7.273546402505965e-08,6.539755245935702e-08,6.631483485527561e-08,5.765395867251969e-10,4.08854572551669e-09,2.1447864507818893e-09,3.750775355439158e-10,6.3311715754983336e-09,2.7636867168268494e-09,4.396547763064258e-09,2.6891201292618214e-09,3.4796556125796605e-10,1.4828496817222185e-11,8.833523791832388e-10,4.255622452640821e-15,4.98764977357635e-12,2.83876762550225e-15
2.122950572930517e-09,0.11224543743827775,0.9,0.0,0.0,0.0,0.0,0.0999994293371748,1.4724294345884862e-07,1.3702073126835867e-07,1.0022899219944406e-07,1.0169509937394938e-07,8.085971506048057e-08,8.781749357031642e-08,8.694084043768982e-08,8.689726529639543e-08,7.798656557428648e-08,7.798656557428648e-08,7.008358931961241e-08,7.113777830533302e-08,6.169213746831402e-10,4.38850107060344e-09,2.3010479984287152e-09,4.0206439988780196e-10,7.2859095347064355e-09,3.1886495069142365e-09,5.0502534365342775e-09,3.086933694119102e-09,4.00093615000344e-10,1.5900103439046676e-11,1.0161963857538171e-09,4.565123555744466e-15,5.870052080719475e-12,3.045100120445676e-15
2.265896458893012e-09,0.11224544194413748,0.9,0.0,0.0,0.0,0.0,0.09999939091195408,1.5723537400452908e-07,1.4595502935266694e-07,1.0692388520057501e-07,1.0859188159068546e-07,8.601526097434227e-08,9.375557165843805e-08,9.275639441029388e-08,9.27079476085108e-08,8.323766510575635e-08,8.323766510575635e-08,7.476489491241119e-08,7.596546290324385e-08,6.571473839660679e-10,4.68729929692963e-09,2.456278605204034e-09,4.288732157660315e-10,8.30611958427346e-09,3.6430280345735574e-09,5.7487238422700215e-09,3.511615449352195e-09,4.5586881317124604e-10,1.6970796274529088e-11,1.1583018076524281e-09,4.874928422771039e-15,6.8257073047183594e-12,3.2516129557171896e-15
2.408842344855507e-09,0.11224544646232398,0.9,0.0,0.0,0.0,0.0,0.0999993524866751,1.672376019886045e-07,1.5485486205794327e-07,1.1361201794963403e-07,1.154946525500819e-07,9.113679262642502e-08,9.969675606663511e-08,9.856695951320732e-08,9.851355110159298e-08,8.848876261946619e-08,8.848876261946619e-08,7.944147401282707e-08,8.079788459128576e-08,6.972182154562085e-10,4.98494486628634e-09,2.6104850639671393e-09,4.5550515778778916e-10,9.391496361068017e-09,4.126628226547568e-09,6.49186199103927e-09,3.963061746972905e-09,5.152930668451849e-10,1.8040571106129954e-11,1.3096607258033899e-09,5.18503678741067e-15,7.854338255845727e-12,3.4583049395318344e-15
2.694734116780497e-09,0.11224545553549771,0.9,0.0,0.0,0.0,0.0,0.09999927563594374,1.872714160089523e-07,1.7255166259054924e-07,1.2696802997897832e-07,1.2931800283933135e-07,1.01278709286009e-07,1.1158840893810445e-07,1.1017303248879855e-07,1.1010953681702177e-07,9.899095159359367e-08,9.899095159359367e-08,8.878047181272414e-08,9.047692291444587e-08,7.768967370127386e-10,5.576795798584251e-09,2.9158525124763834e-09,5.082430799777892e-10,1.175653691247548e-08,5.180723685257465e-09,8.111755509995138e-09,4.945835371461228e-09,6.450963581908576e-10,2.0177350061564465e-11,1.6401071939477126e-09,5.806162945286619e-15,1.0129338190926123e-11,3.872221624798814e-15
2.9806258887054867e-09,0.11224546465744224,0.9,0.0,0.0,0.0,0.0,0.09999919878498327,2.073443170579737e-07,1.9011219026103674e-07,1.4029708279350076e-07,1.4316483713096494e-07,1.1128724253870957e-07,1.2349238249686078e-07,1.2175888000417824e-07,1.2168525279948998e-07,1.0949313249664471e-07,1.0949313249664471e-07,9.810062082359754e-08,1.001748604441889e-07,8.559617001940518e-10,6.164089224742682e-09,3.217203846572842e-09,5.602874089725467e-10,1.437862128472885e-08,6.349408748739493e-09,9.909165864695567e-09,6.034433351139572e-09,7.895186704385923e-10,2.2310407259577016e-11,2.007471716821416e-09,6.428499902880769e-15,1.2692531971627052e-11,4.286840798267666e-15
3.2665176606304766e-09,0.1122454738278045,0.9,0.0,0.0,0.0,0.0,0.09999912193379626,2.2745623677616946e-07,2.0753749431008138e-07,1.535992307892372e-07,1.5703484643452573e-07,1.2116414646268922e-07,1.3540860725054948e-07,1.333243256840344e-07,1.3324072938027504e-07,1.1999530532859537e-07,1.1999530532859537e-07,1.0740195907285875e-07,1.0989166405966156e-07,9.34417829127858e-10,6.746860239416911e-09,3.5145918955381577e-09,6.116472662098943e-10,1.7255365515788565e-08,7.631176378142565e-09,1.1883331088404312e-08,7.2280407949013026e-09,9.485750994720908e-10,2.443971020408795e-11,2.4116896539213215e-09,7.052045536888754e-15,1.5541311176620596e-11,4.702153205369998e-15
3.5524094325554664e-09,0.11224548304623484,0.9,0.0,0.0,0.0,0.0,0.09999904508238536,2.4760710690636916e-07,2.248286159009364e-07,1.6687452825246738e-07,1.7092772582310142e-07,1.3091115207479388e-07,1.47337013901842e-07,1.4486919610593547e-07,1.4477599686505168e-07,1.3049747008942197e-07,1.3049747008942197e-07,1.1668452451119874e-07,1.196273003548464e-07,1.0122698115738751e-09,7.3251436656526996e-09,3.80806878726495e-09,6.623316531411456e-10,2.038441118482121e-08,9.024539353766588e-09,1.4033495307313737e-08,8.525849086029917e-09,1.1222806559082533e-09,2.6565226942973166e-11,2.852695807499656e-09,7.676797727190552e-15,1.867306247495116e-11,5.118149713248712e-15
3.838301204480456e-09,0.11224549231238722,0.9,0.0,0.0,0.0,0.0,0.09999896823075313,2.677968592936426e-07,2.4198658818548335e-07,1.8012302935994197e-07,1.8484317437854747e-07,1.4052996764731998e-07,1.5927753334796437e-07,1.563933207691855e-07,1.56291085533822e-07,1.4099962677910114e-07,1.4099962677910114e-07,1.2594835501274668e-07,1.293817356434698e-07,1.089522299221224e-09,7.898974054694405e-09,4.097685951863711e-09,7.123494526843388e-10,2.376342508403433e-08,1.0528030008011873e-08,1.6358908673793307e-08,9.92705583269704e-09,1.3106502653423221e-09,2.868692606228451e-11,3.330424432151984e-09,8.302754356847658e-15,2.2085188826567832e-11,5.5348213091172765e-15
4.124192976405446e-09,0.11224550162591904,0.9,0.0,0.0,0.0,0.0,0.09999889137890221,2.880254258852135e-07,2.5901243636151894e-07,1.9334478817910187e-07,1.987808951391561e-07,1.5002227899162983e-07,1.7123009668023978e-07,1.678965320649173e-07,1.6778602564084822e-07,1.5150177539760982e-07,1.5150177539760982e-07,1.351934883752232e-07,1.3915493596370838e-07,1.1661799079463515e-09,8.46838569204979e-09,4.383494144001231e-09,7.617094309815062e-10,2.7390098925954935e-08,1.2140199969999002e-08,1.885882730252914e-08,1.1430864820366345e-08,1.5136987685850802e-09,3.080477668071973e-11,3.844809244010488e-09,8.929913312100353e-15,2.577510842089833e-11,5.952159098692248e-15
4.410084748330436e-09,0.11224551098649113,0.9,0.0,0.0,0.0,0.0,0.09999881452683515,3.082927387303816e-07,2.7590717772675254e-07,2.0653985866827703e-07,2.127405950528226e-07,1.5938974971988683e-07,1.8319463518367596e-07,1.793786652492166e-07,1.7926084741459222e-07,1.6200391594492514e-07,1.6200391594492514e-07,1.444199623200793e-07,1.4894686708241147e-07,1.242247218056152e-09,9.0334126004821e-09,4.665543455020637e-09,8.104202388363287e-10,3.126214907847704e-08,1.3859619937109712e-08,2.1532513213304157e-08,1.3036485968968592e-08,1.7314409218773897e-09,3.291874844468619e-11,4.395783428993431e-09,9.558272482365217e-15,2.9740256594703374e-11,6.3701543047904056e-15
4.981868292180416e-09,0.11224552984741651,0.9,0.0,0.0,0.0,0.0,0.09999866082206266,3.489433318884704e-07,3.093073701490045e-07,2.3285014994598446e-07,2.407247793196304e-07,1.7775671484657766e-07,2.0715936380926603e-07,2.022790524252983e-07,2.0215025674661192e-07,1.8300817282588575e-07,1.8300817282588575e-07,1.6281708246246784e-07,1.6858678345848915e-07,1.3926290877626889e-09,1.015044701442184e-08,5.218562517998669e-09,9.059283799382522e-10,3.9733365004166095e-08,1.761458626541696e-08,2.739826404589931e-08,1.655003477010879e-08,2.2110647823939283e-09,3.7134936595206804e-11,5.607230074452715e-09,1.0818583041459787e-14,3.84861058123749e-11,7.208082432562905e-15
5.496473481645397e-09,0.11224554697979343,0.9,0.0,0.0,0.0,0.0,0.09999852248705339,3.856606983232312e-07,3.389292041538916e-07,2.564386770917384e-07,2.6598285206761004e-07,1.938762745301435e-07,2.2876788925700223e-07,2.2281571856756177e-07,2.2268222316675783e-07,2.019119764150454e-07,2.019119764150454e-07,1.7931105224823654e-07,1.8632641872146058e-07,1.5259991811286176e-09,1.1141118198222227e-08,5.703913468626742e-09,9.897500231991428e-10,4.81742306268359e-08,2.1346893146946126e-08,3.326443900654594e-08,2.0052624006030484e-08,2.693124852165346e-09,4.0915946338967123e-11,6.82198692053749e-09,1.1956946171540869e-14,4.727344667819471e-11,7.964380398704429e-15
6.011078671110378e-09,0.11224556425945874,0.9,0.0,0.0,0.0,0.0,0.0999983841513825,4.225025505060608e-07,3.681417188008607e-07,2.799415682457187e-07,2.913077527794407e-07,2.0961624072046009e-07,2.504141544054258e-07,2.4328165721559897e-07,2.431494751135385e-07,2.208157538531956e-07,2.208157538531956e-07,1.9574514869603714e-07,2.0412619748722408e-07,1.6575263446823956e-09,1.211810012881682e-08,6.177835075376763e-09,1.0715977827608906e-09,5.737569522936234e-08,2.540530556861442e-08,3.968240588628078e-08,2.3873072490357036e-08,3.2230179981853718e-09,4.468394005395309e-11,8.154231007207887e-09,1.3099165319334649e-14,5.691383681701061e-11,8.722677074935826e-15
6.5256838605753595e-09,0.11224558168455288,0.9,0.0,0.0,0.0,0.0,0.099998245815064,4.5946849582752156e-07,3.9695056947689884e-07,3.033591341772763e-07,3.166979069531802e-07,2.2498555163508835e-07,2.720977654503673e-07,2.6367600723654365e-07,2.6355218793755996e-07,2.397195051402125e-07,2.397195051402125e-07,2.121195890603079e-07,2.2198591091378995e-07,1.7872360413811903e-09,1.3081581943439349e-08,6.640596457477359e-09,1.1515181372924335e-09,6.732529364187917e-08,2.978214421460965e-08,4.664806598414197e-08,2.8006987992129618e-08,3.800827252929651e-09,4.843875907370841e-11,9.603554707361472e-09,1.4245228290393123e-14,6.73932722215826e-11,9.482925303589187e-15
7.040289050040341e-09,0.11224559925325012,0.9,0.0,0.0,0.0,0.0,0.09999810747811161,4.965581427426137e-07,4.2536133343788883e-07,3.266916845280316e-07,3.4215177715369097e-07,2.3999293505696225e-07,2.93818330584142e-07,2.8399793525073147e-07,2.8389053671334205e-07,2.58623230275975e-07,2.58623230275975e-07,2.2843458980719136e-07,2.3990534767350935e-07,1.915153382402724e-09,1.4031750169414091e-08,7.092460410255794e-09,1.2295564713910763e-09,7.801079704337347e-08,3.4469910554946124e-08,5.415737770706021e-08,3.245003895817874e-08,4.426634780151623e-09,5.2180249843783364e-11,1.1169545536300987e-08,1.5395122923386653e-14,7.869800605238722e-11,1.0245079037215479e-14
7.554894239505322e-09,0.112245616963756,0.9,0.0,0.0,0.0,0.0,0.09999796914053885,5.337711007691094e-07,4.533795108833963e-07,3.499395278159326e-07,3.6766786214743067e-07,2.5464691326257904e-07,3.155754599871226e-07,3.042466351159397e-07,3.041646962381489e-07,2.775269292603647e-07,2.775269292603647e-07,2.446903666173701e-07,2.57884294033058e-07,2.0413031319844105e-09,1.4968788755282224e-08,7.533683536580732e-09,1.3057571008898397e-09,8.942020806518275e-08,3.946128262573246e-08,6.220635550081589e-08,3.7197953681997585e-08,5.100521879250837e-09,5.5908263826727967e-11,1.2851786307980364e-08,1.6548837090051196e-14,9.081455052766848e-11,1.1009093312668872e-14
8.069499428970303e-09,0.1122456348143084,0.9,0.0,0.0,0.0,0.0,0.09999783080235895,5.711069804858633e-07,4.810105260212702e-07,3.7310297143933164e-07,3.932446960501817e-07,2.689558078631151e-07,3.3736876581927534e-07,3.2442132741550745e-07,3.2437484103082694e-07,2.964306020932654e-07,2.964306020932654e-07,2.6088713438891654e-07,2.7592253393260326e-07,2.1657097122166266e-09,1.5892879106308766e-08,7.964516389631546e-09,1.3801632980679645e-09,1.0154175596058012e-07,4.474911087234641e-08,7.079106879455486e-08,4.2246519476992803e-08,5.8225689896599174e-09,5.962265740782206e-11,1.4649855289658607e-08,1.7706358695134713e-14,1.0372967841772074e-10,1.1774924225578473e-14
9.098709807900266e-09,0.11224567092865698,0.9,0.0,0.0,0.0,0.0,0.09999755412422946,6.4614595260081e-07,5.351323924641472e-07,4.1917788371232816e-07,4.4457491887787857e-07,2.965706571981279e-07,3.8106236525856274e-07,3.645457022916355e-07,3.646037830962991e-07,3.3423786930414815e-07,3.3423786930414815e-07,2.9310449851231486e-07,3.1217601893980554e-07,2.4093893702516535e-09,1.7702928235000358e-08,8.795984148326887e-09,1.523760412681572e-09,1.278752846406785e-07,5.618637575040408e-08,8.955224840626014e-08,5.322904379122695e-08,7.411460728393505e-09,6.701003296899564e-11,1.8591769117163977e-08,2.003277600429027e-14,1.3190401811648981e-10,1.3311865492950998e-14
9.999999999999999e-09,0.11224570389347369,0.9,0.0,0.0,0.0,0.0,0.0999973118324524,7.122584637719052e-07,5.813061198344428e-07,4.592518197507563e-07,4.897115091288615e-07,3.196956112880058e-07,4.1944046973431e-07,3.994329406056206e-07,3.9962405295605266e-07,3.673459989950921e-07,3.673459989950921e-07,3.211257683428984e-07,3.441162467485451e-07,2.6172831262385483e-09,1.924716019068616e-08,9.492263670619411e-09,1.6440100930737082e-09,1.5316676320925668e-07,6.711071785607308e-08,1.0770495174376459e-07,6.379499062122501e-08,8.961837214915144e-09,7.343320554423976e-11,2.242013282099054e-08,2.2082436510435575e-14,1.5907808903198566e-10,1.4663347861429574e-14
1.0024999148937233e-08,0.11224570389347369,0.9,0.0,0.0,0.0,0.0,0.09999730511196424,7.14097534677019e-07,5.825708736509587e-07,4.603597189458481e-07,4.909658697290594e-07,3.2032337380278025e-07,4.2050647756432726e-07,4.0039724427452594e-07,4.0059264560391546e-07,3.6826432035473665e-07,3.6826432035473665e-07,3.21900455245318e-07,3.4500472691877703e-07,2.62297758575675e-09,1.9289458557533526e-08,9.51116525081362e-09,1.6472744560078903e-09,1.5389736011966426e-07,6.742545861753475e-08,1.0823118371846707e-07,6.410046050825827e-08,9.006960046926467e-09,7.361074600258752e-11,2.2531305423892033e-08,2.213945235636247e-14,1.5986443002081196e-10,1.470090589513442e-14
1.09512884899742e-08,0.11224573728600937,0.9,0.0,0.0,0.0,0.0,0.09999705609792657,7.824413750695625e-07,6.288359423005565e-07,5.012728291815583e-07,5.375323793875133e-07,3.4307875283442216e-07,4.6006185940336267e-07,4.35998049396894e-07,4.363768016521343e-07,4.022906866728071e-07,4.022906866728071e-07,3.505085293172871e-07,3.7802208752466067e-07,2.831282599026614e-09,2.083674533735824e-08,1.0196317084251627e-08,1.765602352195789e-09,1.820535709609328e-07,7.952133078188772e-08,1.2858717999002995e-07,7.588308355993856e-08,1.0759709950544928e-08,8.016531078864126e-11,2.6839374268038954e-08,2.4258278206710202e-14,1.902176489324862e-10,1.6095195221228016e-14
1.1877577831011167e-08,0.11224577109704818,0.9,0.0,0.0,0.0,0.0,0.09999680708218517,8.51175240816385e-07,6.73956619610008e-07,5.419189672158675e-07,5.84267071758227e-07,3.6487866727124494e-07,4.997263193680331e-07,4.7134447393693735e-07,4.7195725882083105e-07,4.3631696825776816e-07,4.3631696825776816e-07,3.789299460876678e-07,4.112267664758168e-07,3.0344350758317924e-09,2.2345759160840115e-08,1.0852700429839295e-08,1.878961841101321e-09,2.1228286656086478e-07,9.243801682737252e-08,1.5059917107038732e-07,8.855437375192024e-08,1.2670149038396933e-08,8.667305588065344e-11,3.15133710468332e-08,2.6389184202384086e-14,2.2289506526124749e-10,1.749451255250565e-14
1.2803867172048133e-08,0.11224580531765549,0.9,0.0,0.0,0.0,0.0,0.09999655806480627,9.20296909957201e-07,7.17961209008231e-07,5.82299874412334e-07,6.311628804509326e-07,3.8576323195985387e-07,5.394976861678289e-07,5.064331166562823e-07,5.073350216803653e-07,4.703431651090516e-07,4.703431651090516e-07,4.0716592292418086e-07,4.446174108847139e-07,3.23256245024534e-09,2.381744660479076e-08,1.1481523116076485e-08,1.987561520030322e-09,2.445262256254528e-07,1.0614105186025501e-07,1.7424659120574767e-07,1.0209234934369781e-07,1.4738707225631624e-08,9.313335449671371e-11,3.655065479139113e-08,2.8532101332656105e-14,2.578303698911206e-10,1.889864624637758e-14
