Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887)
1.3035207834073663e-05,0.11350421681805324,0.9,0.0,0.0,0.0,0.0,0.09598497824473087,0.0013624386384543893,2.3776202689056397e-06,1.039172621196656e-05,3.16517806190182e-05,8.309027418976162e-07,2.6486322525188238e-05,3.351883547687984e-06,6.126709996721266e-06,0.0004655556554443486,0.0023502781634469733,4.562541231274487e-06,4.452442862953403e-05,1.0705062506642926e-08,7.93289838647532e-08,2.4889294053949867e-08,4.340774931318304e-09,3.0754281202643945e-05,0.00043529598835729074,0.005349664946160763,0.0006542453887892045,0.0013131910623312864,6.238304735376142e-10,0.0004923131889824772,4.009585029049657e-11,3.2378241294896196e-08,8.996302705484062e-13,1.3465030684096743e-12,8.691605621907612e-13,4.0544843147438715e-11,1.0336620844903011e-13,3.8713073193555815e-06,0.0005985952400836916,1.89838324164398e-13,0.0005139216242770273,1.512125275940441e-11,5.033934045085625e-13,0.0005120675687339075,4.154695597711182e-11,1.1260327473215782e-14,0.0005227015163850517,2.422804504742974e-15,0.00029966367487524833,1.2778639109415283e-15,4.0747682808500206e-15,1.5366922700813573e-15,8.546081691686193e-14,8.632577198821665e-14,0.0001951227469573521,4.9686890643334394e-15,3.471288751870583e-14
1.313742013967993e-05,0.11351289229043648,0.9,0.0,0.0,0.0,0.0,0.09595591832168933,0.0013716294504666437,2.3769705075820032e-06,1.0370999002710483e-05,3.164217269557524e-05,8.306619980267342e-07,2.6449928528833852e-05,3.3509187605994323e-06,6.1256997676816194e-06,0.00046903204194760395,0.00236716925273781,4.561499148627054e-06,4.451104088105381e-05,1.0702137031579459e-08,7.930730466224706e-08,2.4882082683806274e-08,4.339634885482892e-09,3.060783605736976e-05,0.00043864629377610707,0.005387052037591028,0.0006592820016916486,0.0013201540468147134,6.236722175592269e-10,0.0004961201541605519,4.035102577671403e-11,3.2211832544758616e-08,8.990161959344637e-13,1.3455878168319558e-12,8.676371681031114e-13,4.074437123614226e-11,1.0284171665487034e-13,3.852662649264892e-06,0.0006014323422490177,1.8978338337820842e-13,0.0005169627463021781,1.520496520884328e-11,5.032453830016794e-13,0.0005147579959355265,4.174940996635586e-11,1.1347013274134239e-14,0.0005289348331996369,2.4415393250869494e-15,0.0003029380815059521,1.287699069956112e-15,4.131422601189632e-15,1.5567759741825409e-15,8.669304307936825e-14,8.744490609068357e-14,0.0001975436072346684,5.040503001416085e-15,3.521333829249733e-14
1.3239632445286196e-05,0.11352155593138083,0.9,0.0,0.0,0.0,0.0,0.09592687999316049,0.0013808040167368313,2.376320978553032e-06,1.0350524737748103e-05,3.163257214705246e-05,8.304213997598541e-07,2.6413978392417115e-05,3.3499545286419865e-06,6.124694420826229e-06,0.0004725064639823914,0.0023840424400679524,4.560458262888469e-06,4.449766290018737e-05,1.0699212602234245e-08,7.928563321228495e-08,2.487487567566999e-08,4.338495051239078e-09,3.046329602662199e-05,0.000441995584966597,0.005424403261695013,0.0006643170356068227,0.0013270796657423095,6.235139634211357e-10,0.0004999259997830104,4.060553415414682e-11,3.2047558968327544e-08,8.984028655832551e-13,1.3446736771895033e-12,8.661295980383173e-13,4.094259929698863e-11,1.0232398447288785e-13,3.834262222242337e-06,0.0006042556244130887,1.897284951435249e-13,0.0005199867679401616,1.5288112977686347e-11,5.030974746369019e-13,0.0005174204159649839,4.194944404743142e-11,1.1433671899846363e-14,0.000535194284200717,2.4602686372277565e-15,0.0003062193859491198,1.2975312519356345e-15,4.188382961341122e-15,1.5769237089761086e-15,8.793272050228057e-14,8.856822273041951e-14,0.00019997354653835962,5.112753135853244e-15,3.571681778985163e-14
1.3341844750892463e-05,0.11353020784647029,0.9,0.0,0.0,0.0,0.0,0.09589786307876894,0.0013899623920579822,2.3756716814159873e-06,1.0330298173491375e-05,3.162297890784867e-05,8.301809460485573e-07,2.6378462814337002e-05,3.348990848151075e-06,6.123693931931832e-06,0.0004759789272964603,0.0024008979031358902,4.5594185642266736e-06,4.448429461844121e-05,1.0696289216875174e-08,7.926396949830495e-08,2.4867672997422005e-08,4.337355505389398e-09,3.032062219419941e-05,0.0004453438626993086,0.0054617191558412725,0.0006693504918910591,0.0013339681957109278,6.233557272324584e-10,0.0005037307265846587,4.0859377743965193e-11,3.188537496606448e-08,8.977903055644505e-13,1.3437606596258211e-12,8.64637482751683e-13,4.113953740656361e-11,1.0181286009729644e-13,3.816101013885474e-06,0.0006070652569052748,1.896736589435383e-13,0.0005229937483774454,1.537069840383831e-11,5.029496783920327e-13,0.000520054943294778,4.2147070150370326e-11,1.1520303373677766e-14,0.0005414797764770448,2.478992444748693e-15,0.00030950754400300664,1.3073604591341097e-15,4.245648189118119e-15,1.5971345305515194e-15,8.917982523732612e-14,8.969567664452817e-14,0.00020241248315317425,5.1854380789038096e-15,3.622331632899419e-14
1.344405705649873e-05,0.11353884813962699,0.9,0.0,0.0,0.0,0.0,0.09586886740173059,0.0013991046306405434,2.3750226157568694e-06,1.0310314213636704e-05,3.1613392913733535e-05,8.299406358836564e-07,2.6343372758559833e-05,3.3480277155252996e-06,6.122698277059939e-06,0.00047944943751970895,0.0024177358160689857,4.558380042940291e-06,4.447093596701247e-05,1.0693366873646897e-08,7.924231350614807e-08,2.486047461873174e-08,4.336216257516263e-09,3.0179776718295015e-05,0.0004486911277382962,0.00549900024533163,0.0006743823718884209,0.0013408199099538632,6.231975109735019e-10,0.0005075343352947403,4.111255886680722e-11,3.172523790526583e-08,8.971785136294663e-13,1.3428487588097952e-12,8.631605021211801e-13,4.133519542103881e-11,1.0130820825480323e-13,3.7981741393797217e-06,0.0006098614066027496,1.8961887426228423e-13,0.0005259837469487525,1.5452723853112512e-11,5.028019932339329e-13,0.0005226616950267421,4.2342300446630455e-11,1.1606907718742133e-14,0.0005477912165355886,2.4977107512107646e-15,0.0003128025119644147,1.317186693787628e-15,4.30321705056858e-15,1.6174074354558402e-15,9.043433211269268e-14,9.082722599329457e-14,0.00020486033519139996,5.258556371247179e-15,3.6732823734111e-14
1.3546269362104997e-05,0.11354747691305736,0.9,0.0,0.0,0.0,0.0,0.09583989278875382,0.0014082307861243881,2.374373781156651e-06,1.0290567903611894e-05,3.1603814101809907e-05,8.297004683015699e-07,2.630869944477387e-05,3.3470651272324677e-06,6.1217074325500726e-06,0.0004829180001677449,0.0024345563495210827,4.557342689455177e-06,4.445758687697579e-05,1.069044557057984e-08,7.922066522518517e-08,2.4853280511511144e-08,4.335077227688465e-09,3.0040722786150732e-05,0.000452037380841265,0.005536247043735744,0.0006794126769309359,0.001347635078441154,6.230392985821034e-10,0.0005113368266370511,4.1365079848191366e-11,3.1567108981564724e-08,8.965674517348474e-13,1.3419379498422434e-12,8.616983954336252e-13,4.1529582951462634e-11,1.0080991343769979e-13,3.7804768481065092e-06,0.0006126442370256205,1.8956414058221208e-13,0.0005289568231334619,1.5534191726292433e-11,5.026544181175735e-13,0.0005252407908160169,4.253514735604337e-11,1.1693484957944832e-14,0.0005541285103186772,2.516423560154358e-15,0.00031610424661472186,1.3270099581150228e-15,4.36108823293824e-15,1.6377413429953658e-15,9.169621439384429e-14,9.196283321168219e-14,0.0002073170206054729,5.332106463425932e-15,3.7245329198588615e-14
1.3648481667711264e-05,0.11355609426734149,0.9,0.0,0.0,0.0,0.0,0.09581093906995278,0.0014173409115965775,2.3737251771898027e-06,1.0271054425851105e-05,3.1594242410475397e-05,8.294604423181749e-07,2.627443433944598e-05,3.3461030797954705e-06,6.1207213750131695e-06,0.0004863846206454137,0.002451359670764358,4.556306494321197e-06,4.4444247279430314e-05,1.0687525305804181e-08,7.919902463952035e-08,2.4846090645910548e-08,4.333938457999157e-09,2.990342459327086e-05,0.0004553826227595541,0.0055734600532028515,0.0006844414083388556,0.001354413967974694,6.228810992208701e-10,0.0005151382013299987,4.161694295577717e-11,3.1410947134610915e-08,8.959571325253299e-13,1.3410282355959377e-12,8.602508395045057e-13,4.1722709676429724e-11,1.0031784101879691e-13,3.7630045195958485e-06,0.0006154139084256067,1.8950945740969665e-13,0.0005319130365523482,1.56151043753176e-11,5.025069520220703e-13,0.000527792352798895,4.2725623393466505e-11,1.1780035113991423e-14,0.0005604915632139133,2.535130875086406e-15,0.000319412705203707,1.3368302543149335e-15,4.4192605531711394e-15,1.6581353018181992e-15,9.296544778211123e-14,9.310245566178337e-14,0.00020978245719788333,5.4060869464426436e-15,3.776082289885734e-14
1.3750693973317531e-05,0.11356470030126403,0.9,0.0,0.0,0.0,0.0,0.09578200607920831,0.0014264350595154665,2.3730768035129128e-06,1.0251769112649415e-05,3.1584677779564144e-05,8.292205569805663e-07,2.624056917928777e-05,3.3451415698360273e-06,6.119740081350984e-06,0.0004898493042349296,0.002468145943328082,4.555271448225491e-06,4.443091710566937e-05,1.0684606077822407e-08,7.917739173576208e-08,2.483890499291964e-08,4.332799996462567e-09,2.976784740064867e-05,0.000458726854237477,0.005610639763247508,0.0006894685674191784,0.0013611568418527176,6.227229227194866e-10,0.000518938460086003,4.1868150434240125e-11,3.125671209896452e-08,8.953475697352995e-13,1.3401196195820727e-12,8.588175190341995e-13,4.191458515610146e-11,9.983185963804687e-14,3.745752674797052e-06,0.0006181705774390173,1.894548242610512e-13,0.0005348524469819866,1.5695464151941905e-11,5.023595939330775e-13,0.0005303165058522715,4.291374127357086e-11,1.1866558209359985e-14,0.0005668802800091876,2.553832699484968e-15,0.0003227278455065925,1.3466475845655299e-15,4.477732836055528e-15,1.678588370873942e-15,9.424200810931906e-14,9.424605091389034e-14,0.00021225656261905507,5.480496418809878e-15,3.827929506377944e-14
1.3852906278923798e-05,0.11357329511357306,0.9,0.0,0.0,0.0,0.0,0.09575309365303349,0.00143551328194382,2.372428659497828e-06,1.0232707400598439e-05,3.157512014989882e-05,8.289808113382268e-07,2.620709588784949e-05,3.3441805939391036e-06,6.11876352869638e-06,0.0004933120561346752,0.0024849153281222515,4.554237541951576e-06,4.4417596287266056e-05,1.0681687883747167e-08,7.91557664953699e-08,2.4831723524626166e-08,4.331661785150089e-09,2.9633957310614802e-05,0.00046207007601450846,0.0056477866545437665,0.0006944941554699577,0.0013678639609498945,6.225647575566791e-10,0.0005227376036132832,4.2118704541981094e-11,3.1104367699552924e-08,8.947387350143037e-13,1.3392120823082313e-12,8.57398184772645e-13,4.210521870727723e-11,9.935185997185273e-14,3.728716935475707e-06,0.0006209143981669784,1.8940024064714197e-13,0.0005377751143094764,1.5775273447785143e-11,5.022123428258389e-13,0.0005328133767659578,4.3099513920564775e-11,1.195305426637307e-14,0.0005732945650250683,2.572529036814473e-15,0.0003260496256401819,1.3564619510323397e-15,4.536503815598794e-15,1.699099517431359e-15,9.552586936540492e-14,9.53935815849261e-14,0.00021473925440631514,5.55533337280014e-15,3.8800735178783475e-14
1.3955118584530065e-05,0.11358187879794392,0.9,0.0,0.0,0.0,0.0,0.09572420163100548,0.0014445756303983212,2.3717807449613277e-06,1.0213864846331549e-05,3.1565569463475954e-05,8.287412045089903e-07,2.617400660453278e-05,3.343220148862433e-06,6.117791694408063e-06,0.000496772881442897,0.0025016679830139246,4.553204766395325e-06,4.4404284756176135e-05,1.067877072276716e-08,7.913414891173863e-08,2.482454621449658e-08,4.330523837430491e-09,2.9501721200707387e-05,0.00046541228882421434,0.005684901197494122,0.0006995181737779023,0.0013745355832827694,6.224066067161797e-10,0.0005265356326150478,4.2368607498494905e-11,3.095387658594838e-08,8.94130628470515e-13,1.3383056198953494e-12,8.559925546887226e-13,4.2294619651456594e-11,9.887772247312244e-14,3.7118930359089848e-06,0.0006236455217761473,1.8934570609525853e-13,0.0005406810985483312,1.5854534626958126e-11,5.020651976960749e-13,0.0005352830945284882,4.328295435705553e-11,1.2039523307159718e-14,0.0005797343221325275,2.591219890510896e-15,0.00032937800416362037,1.366273355862727e-15,4.595572295265862e-15,1.7196677837674455e-15,9.681700692572204e-14,9.654500741453781e-14,0.00021723045000296833,5.630596380572713e-15,3.932513328831842e-14
1.4057330890136332e-05,0.11359045144973727,0.9,0.0,0.0,0.0,0.0,0.09569532985585291,0.0014536221558999786,2.371133059410254e-06,1.0195237129239984e-05,3.155602566348405e-05,8.28501735571003e-07,2.6141293689487364e-05,3.3422602313688486e-06,6.116824556106198e-06,0.0005002317851572168,0.002518404062738196,4.552173112568319e-06,4.439098244483267e-05,1.0675854592674519e-08,7.911253896798341e-08,2.4817373034814013e-08,4.32938616454027e-09,2.9371106898968532e-05,0.0004687534933942376,0.0057219838519399335,0.0007045406236188349,0.0013811719639634584,6.222484727486535e-10,0.0005303325477894286,4.261786150328795e-11,3.080520250680107e-08,8.935232500294106e-13,1.3374002284082817e-12,8.5460035514975e-13,4.248279720076224e-11,9.840933130734129e-14,3.695276827014175e-06,0.0006263640964051202,1.8929122014091257e-13,0.0005435704598442699,1.5933250053693336e-11,5.019181575476093e-13,0.0005377257903874301,4.3464075776709035e-11,1.2125965353662072e-14,0.0005861994546716938,2.6099052639859985e-15,0.00033271294005456016,1.3760818011868573e-15,4.6549370889924104e-15,1.7402922204026215e-15,9.811539625091003e-14,9.770028867171273e-14,0.00021973006673851807,5.7062840191883104e-15,3.985247947113972e-14
1.4159543195742599e-05,0.11359901316209703,0.9,0.0,0.0,0.0,0.0,0.0956664781733589,0.001462652908968406,2.370485602375257e-06,1.0176820046551085e-05,3.154648869426588e-05,8.282624036332975e-07,2.6108949714699347e-05,3.3413008382671427e-06,6.115862091667147e-06,0.000503688772177527,0.0025351237189941665,4.551142571594452e-06,4.437768928622985e-05,1.0672939491350893e-08,7.909093664869443e-08,2.4810203958946673e-08,4.328248761196042e-09,2.9242083099178477e-05,0.0004720936904463803,0.005759035067483923,0.0007095615062576145,0.0013877733552830475,6.220903548172782e-10,0.0005341283498295579,4.286646874183884e-11,3.0658310651189767e-08,8.929165927181247e-13,1.3364959001797963e-12,8.532213297072803e-13,4.2669760441001376e-11,9.794657674282524e-14,3.6788642718417307e-06,0.0006290702672596758,1.892367823255173e-13,0.0005464432584694879,1.601142209875986e-11,5.017712213916377e-13,0.0005401415977673405,4.3642891539600854e-11,1.2212380427633704e-14,0.0005926898654897116,2.6285851606286062e-15,0.0003360543927056185,1.3858872891181338e-15,4.714597001107632e-15,1.7609718693228088e-15,9.942101258356102e-14,9.885938674841972e-14,0.00022223802184893657,5.782394853114085e-15,4.038276371784712e-14
1.4261755501348866e-05,0.11360756402546238,0.9,0.0,0.0,0.0,0.0,0.09563764643184697,0.0014716679396984346,2.369838373490652e-06,1.015860949273462e-05,3.153695850112511e-05,8.280232078350396e-07,2.6076967426635396e-05,3.3403419664303707e-06,6.114904279164885e-06,0.0005071438473224294,0.002551827100956662,4.550113134691459e-06,4.4364405213901215e-05,1.067002541715146e-08,7.90693419416524e-08,2.480303896110546e-08,4.327111628819935e-09,2.9114619192156356e-05,0.000475432880697526,0.00579605528521641,0.0007145808229498309,0.0013943400071836285,6.219322534460724e-10,0.0005379230394243574,4.311443138273396e-11,3.0513166800169145e-08,8.923106522713963e-13,1.3355926290627253e-12,8.518552240698293e-13,4.285551838480138e-11,9.748935029106658e-14,3.6626514260260423e-06,0.000631764177108377,1.8918239219801558e-13,0.0005492995548015354,1.6089053129649073e-11,5.016243882508075e-13,0.0005425306518844469,4.381941511830287e-11,1.2298768550669108e-14,0.0005992054570348211,2.6472595838069173e-15,0.00033940232185782467,1.395689821755556e-15,4.774550845255538e-15,1.781705786373782e-15,1.0073383135530836e-13,1.000222630102833e-13,0.00022475423250463888,5.858927457712794e-15,4.091597609527645e-14
1.4363967806955132e-05,0.11361610413324014,0.9,0.0,0.0,0.0,0.0,0.0956088344829732,0.0014806672976874396,2.36919137202281e-06,1.014060149028352e-05,3.1527435030607015e-05,8.27784147273292e-07,2.60453397997024e-05,3.3393836126788897e-06,6.113951096977725e-06,0.0005105970153063188,0.002568514354488839,4.5490847932001424e-06,4.435113016213845e-05,1.0667112366776215e-08,7.904775482232283e-08,2.4795878014228456e-08,4.325974768940162e-09,2.8988685620127686e-05,0.0004787710648581623,0.005833044935058544,0.0007195985749394514,0.0014008721665569807,6.217741692367923e-10,0.0005417166172572238,4.3361751572237844e-11,3.036973790910871e-08,8.917054252296658e-13,1.3346904094063555e-12,8.505017913959131e-13,4.304007993121071e-11,9.703754705847235e-14,3.6466344699144753e-06,0.0006344459655146382,1.891280493162283e-13,0.0005521394093556667,1.6166145513057516e-11,5.014776571589964e-13,0.0005448930903058576,4.3993660166586157e-11,1.2385129744163345e-14,0.0006057461311684128,2.6659285368626278e-15,0.0003427566876762368,1.4054894011795182e-15,4.834797451640031e-15,1.8024930384958845e-15,1.0205382816052429e-13,1.0118887934558342e-13,0.00022727861577651292,5.935880417707629e-15,4.145210673577881e-14
1.44661801125614e-05,0.11362463357148415,0.9,0.0,0.0,0.0,0.0,0.09558004218117848,0.0014896510320303686,2.3685445977073184e-06,1.0122792167549602e-05,3.151791823031895e-05,8.275452211373472e-07,2.6014059996791662e-05,3.3384257740162408e-06,6.1130025236850215e-06,0.0005140482807540928,0.0025851856226866616,4.5480575385646004e-06,4.4337864065970676e-05,1.0664200339034343e-08,7.902617528192698e-08,2.4788721094041034e-08,4.324838181631117e-09,2.886425349017738e-05,0.00048210824363324235,0.005870004437595235,0.0007246147634597227,0.0014073700777050193,6.216161023819231e-10,0.0005455090840067992,4.360843144154213e-11,3.022799169889251e-08,8.911009067035828e-13,1.3337892348213126e-12,8.491607930761695e-13,4.322345388728961e-11,9.659106492655874e-14,3.63080968334142e-06,0.0006371157693743146,1.8907375324474027e-13,0.0005549628827592962,1.6242701616958756e-11,5.013310271625579e-13,0.0005472290525329099,4.4165640465711e-11,1.2471464029327208e-14,0.0006123117893543377,2.6845920231146995e-15,0.0003461174507254703,1.4152860294543294e-15,4.895335646367022e-15,1.823332695529543e-15,1.0338097858780817e-13,1.0235919794631769e-13,0.00022981108869663748,6.013252317482228e-15,4.1991145769264453e-14
1.4568392418167666e-05,0.11363315242947582,0.9,0.0,0.0,0.0,0.0,0.09555126938359174,0.0014986191914171348,2.3678980500878315e-06,1.010517775638267e-05,3.150840804886684e-05,8.273064286019717e-07,2.5983121362734578e-05,3.337468447429222e-06,6.112058538076461e-06,0.0005174976482072174,0.002601841045975141,4.547031362328923e-06,4.4324606861172016e-05,1.0661289331871955e-08,7.900460330524814e-08,2.478156817582651e-08,4.323701867328258e-09,2.8741294732350116e-05,0.00048544441772244346,0.00590693420439396,0.0007296293897342629,0.0014138339824657537,6.2145805319349e-10,0.0005493004403471371,4.3854473107260283e-11,3.0087896808344186e-08,8.904970923621068e-13,1.3328890992695283e-12,8.478319959840343e-13,4.3405648975043015e-11,9.614980454234601e-14,3.615173447025621e-06,0.0006397737229983665,1.8901950355527536e-13,0.0005577700357489742,1.6318723808176895e-11,5.011844973207079e-13,0.0005495386799304746,4.433536991976942e-11,1.2557771427206203e-14,0.0006189023325891834,2.7032500458600354e-15,0.00034948457191420664,1.4250797086289423e-15,4.956164259590052e-15,1.844223836219083e-15,1.0471525830443073e-13,1.0353318122699995e-13,0.00023235156824180457,6.09104174595499e-15,4.253308335739512e-14
1.4670604723773933e-05,0.11364166079254166,0.9,0.0,0.0,0.0,0.0,0.09552251594983703,0.0015075718240697244,2.3672517288948725e-06,1.0087754580377722e-05,3.149890443582169e-05,8.27067768870686e-07,2.595251740840261e-05,3.3365116300886443e-06,6.111119119140287e-06,0.0005209451221271771,0.0026184807623002844,4.546006256130173e-06,4.431135848434817e-05,1.0658379344079244e-08,7.89830388832304e-08,2.477441923571144e-08,4.322565828752173e-09,2.861978182159311e-05,0.0004887795878204448,0.005943834638679739,0.0007346424549770676,0.0014202641203547451,6.213000224634607e-10,0.0005530906869480261,4.409987866417148e-11,2.9949422429424616e-08,8.898939790627881e-13,1.3319899974143134e-12,8.465151716813853e-13,4.358667382845525e-11,9.571366806492368e-14,3.599722223465141e-06,0.0006424199583103091,1.8896529982687567e-13,0.0005605609291587038,1.6394214451151344e-11,5.01038066704956e-13,0.0005518221155513572,4.4502862555965854e-11,1.2644051958680587e-14,0.0006255176615396869,2.7219026083748012e-15,0.00035285801251579927,1.4348704407377014e-15,5.017282139036597e-15,1.8651655511928456e-15,1.060566431719109e-13,1.047107920660124e-13,0.0002348999713844644,6.169247303218812e-15,4.3077909740014697e-14
1.47728170293802e-05,0.11365015874603271,0.9,0.0,0.0,0.0,0.0,0.09549378174203105,0.0015165089778368024,2.36660563356849e-06,1.0070519055749342e-05,3.14894073416765e-05,8.26829241122579e-07,2.592224181066604e-05,3.3355553190976406e-06,6.110184246074764e-06,0.0005243907068987001,0.0026351049071313675,4.544982211698952e-06,4.429811887290517e-05,1.0655470373135228e-08,7.896148199722983e-08,2.4767274249112433e-08,4.3214300653413764e-09,2.8499687994064442e-05,0.000492113754616984,0.00598070613533394,0.0007396539603931898,0.0014266607286041104,6.211420103120893e-10,0.0005568798244749891,4.434465019404486e-11,2.981253868286337e-08,8.892915624447857e-13,1.331091923297971e-12,8.45210099253941e-13,4.376653699512341e-11,9.52825609227522e-14,3.584452564475194e-06,0.0006450546048368569,1.8891114164468189e-13,0.000563335623922321,1.646917591086772e-11,5.008917343990206e-13,0.0005540795041271396,4.466813251646137e-11,1.2730305644477013e-14,0.0006321576764479614,2.740549713914911e-15,0.00035623773411994953,1.444658227800624e-15,5.078688133884499e-15,1.886156935331473e-15,1.0740510906566727e-13,1.0589199378149706e-13,0.00023745621506856906,6.247867590154095e-15,4.362561516246902e-14
1.4875029334986467e-05,0.1136586463737498,0.9,0.0,0.0,0.0,0.0,0.09546506662476008,0.0015254307001191722,2.3659597637615556e-06,1.005346768541518e-05,3.147991671786216e-05,8.265908445896351e-07,2.5892288406616692e-05,3.3345995116527374e-06,6.109253898289692e-06,0.000527834406828294,0.0026517136134841285,4.543959220858562e-06,4.428488796512922e-05,1.0652562417476472e-08,7.893993263570325e-08,2.476013319303319e-08,4.32029457691678e-09,2.8380987056974945e-05,0.000495446918796788,0.006017549080997497,0.0007446639071781035,0.001433024042155457,6.209840168869924e-10,0.0005606678535893023,4.4588789764468125e-11,2.9677216310741383e-08,8.886898378318234e-13,1.3301948708366112e-12,8.439165634825146e-13,4.3945246943943246e-11,9.485639056532088e-14,3.569361101518637e-06,0.0006476777897402553,1.888570286002325e-13,0.0005660941810683979,1.654361055180425e-11,5.00745499501206e-13,0.0005563109920163781,4.4831194042357424e-11,1.2816532505157526e-14,0.0006388222772247994,2.759191365715817e-15,0.00035962369866720904,1.454443071823128e-15,5.140381092000951e-15,1.907197089433886e-15,1.0876063190171344e-13,1.0707674989010939e-13,0.00024002021624900592,6.326901209985576e-15,4.4176189886461495e-14
1.4977241640592734e-05,0.11366712375837275,0.9,0.0,0.0,0.0,0.0,0.09543637046504035,0.0015343370379593735,2.365314118927634e-06,1.0036597060554536e-05,3.147043251670183e-05,8.263525784843867e-07,2.5862651190803372e-05,3.3336442049019444e-06,6.10832805539731e-06,0.0005312762261482709,0.0026683070119600458,4.5429372755242956e-06,4.427166570011854e-05,1.0649655474645695e-08,7.891839078036312e-08,2.4752996043873443e-08,4.319159365252317e-09,2.826365356652999e-05,0.0004987790810397043,0.006054363854181102,0.000749672296518422,0.0014393542937225666,6.208260427941136e-10,0.0005644547749479874,4.48322994256828e-11,2.9543426855868734e-08,8.880888021450793e-13,1.3292988348698948e-12,8.426343528633737e-13,4.4122812062296393e-11,9.443506662277049e-14,3.554444554162591e-06,0.0006502896378458181,1.8880296029203536e-13,0.0005688366617205834,1.661752073563441e-11,5.005993611223399e-13,0.000558516727169106,4.499206148626609e-11,1.290273256113215e-14,0.0006455113633718344,2.777827566992379e-15,0.0003630158684026333,1.4642249747963947e-15,5.202359876706924e-15,1.928285126896545e-15,1.1012318777266553e-13,1.0826502426640869e-13,0.0002425918918727181,6.406346776104307e-15,4.472962424486724e-14
1.5079453946199001e-05,0.11367559098158037,0.9,0.0,0.0,0.0,0.0,0.09540769313226846,0.0015432280379747238,2.364668698704102e-06,1.001990385594697e-05,3.146095469142097e-05,8.261144420540447e-07,2.583332430838923e-05,3.332689396126417e-06,6.107406697209678e-06,0.0005347161690162553,0.0026848852307958817,4.541916367701576e-06,4.425845201785302e-05,1.0646749543011867e-08,7.889685641910239e-08,2.474586277908061e-08,4.318024431359451e-09,2.8147662636731215e-05,0.0005021102420207039,0.006091150825448589,0.0007546791295914589,0.001445651713807056,6.206680884425955e-10,0.0005682405892038701,4.507518121040629e-11,2.9411142495218226e-08,8.874884518236258e-13,1.3284038100231489e-12,8.413632621303763e-13,4.429924065170449e-11,9.401850090128894e-14,3.5396997206637596e-06,0.0006528902716990736,1.887489363248897e-13,0.0005715631270910046,1.6690908823361623e-11,5.004533183858849e-13,0.0005606968590599151,4.5150749308440683e-11,1.2988905832651117e-14,0.0006522248340743775,2.7964583209392915e-15,0.0003664142059055314,1.4740039386974108e-15,5.264623360269474e-15,1.949420167832042e-15,1.1149275286689415e-13,1.0945678128692886e-13,0.0002451711589175328,6.486202907398252e-15,4.528590860899905e-14
1.5181666251805268e-05,0.11368404812366789,0.9,0.0,0.0,0.0,0.0,0.09537903449814523,0.0015521037464378694,2.3640235025508332e-06,1.0003384830765316e-05,3.145148319609144e-05,8.258764345362909e-07,2.580430205146622e-05,3.3317350825862516e-06,6.10648980372856e-06,0.0005381542395198998,0.0027014483959392913,4.540896489483859e-06,4.424524685914281e-05,1.0643844620141836e-08,7.887532953396615e-08,2.4738733375833516e-08,4.316889773843448e-09,2.803299007124991e-05,0.000505440402410057,0.0061279103576511096,0.0007596844075659848,0.0014519165307860448,6.20510153745156e-10,0.0005720252970056657,4.5317437142035505e-11,2.928033623009806e-08,8.86888782158846e-13,1.327509790336242e-12,8.401030923481846e-13,4.447454093921854e-11,9.360660808307211e-14,3.525123482708943e-06,0.0006554798116301701,1.8869495630912227e-13,0.0005742736384784144,1.6763777176260755e-11,5.003073704290146e-13,0.0005628515386237081,4.530727205487018e-11,1.3075052339817889e-14,0.0006589625881456466,2.8150836307316816e-15,0.0003698186740464162,1.4837799654895186e-15,5.327170409258744e-15,1.970601335711188e-15,1.128693033489631e-13,1.1065198555809929e-13,0.0002477579343801432,6.5664682213875676e-15,4.5845033340571706e-14
