Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189)
1.328762486604142e-07,0.11225209781223314,0.9,0.0,0.0,0.0,0.0,0.09996427590710463,1.2462062291240647e-05,2.3851343614733917e-06,4.098743595653101e-06,7.102374429961283e-06,8.602555929249428e-07,5.99734671934143e-06,2.9697214796289264e-06,3.7099564004300156e-06,4.880349557701111e-06,4.880349557701111e-06,2.8661057240901302e-06,5.835462763288539e-06,1.0738884978746781e-08,7.957434730941256e-08,2.5768259576389476e-08,4.455049903298002e-09,1.1544200840851716e-05,3.800009379481719e-06,1.2665082449737584e-05,4.991293308075068e-06,1.6967724021851447e-06,5.466987730665938e-10,2.7656527726089128e-06,3.862170484258894e-13,1.2754619313980092e-08,2.1258299946136795e-13,1.858417737131053e-13,2.072509621795791e-13
1.3357987782426953e-07,0.1122521409087833,0.9,0.0,0.0,0.0,0.0,0.0999640867450115,1.2541353423152595e-05,2.386403040509904e-06,4.1117939486609074e-06,7.14076948379719e-06,8.60312870540471e-07,6.0285490780422105e-06,2.9753407698451522e-06,3.7223348664568646e-06,4.906188182555696e-06,4.906188182555696e-06,2.87523191593817e-06,5.87078564113129e-06,1.074459715755681e-08,7.961677723338974e-08,2.5769984405479946e-08,4.455349469507486e-09,1.1626627274639126e-05,3.823991369435947e-06,1.2777534722860847e-05,5.0265403714402616e-06,1.7149560363484552e-06,5.477335683587811e-10,2.78894147636895e-06,3.886735092290153e-13,1.2845942606028877e-08,2.1373172538361344e-13,1.8696627472741883e-13,2.0832875151692486e-13
1.3428350698812486e-07,0.11225218405015869,0.9,0.0,0.0,0.0,0.0,0.09996389758320638,1.2620747045446893e-05,2.387647743513234e-06,4.124779526008458e-06,7.179164797145099e-06,8.603682639887923e-07,6.059721780221711e-06,2.9809000354691363e-06,3.734655943779708e-06,4.932026758515922e-06,4.932026758515922e-06,2.884312814714438e-06,5.906130902757382e-06,1.075020128311834e-08,7.965840530028557e-08,2.5771652503223504e-08,4.455639250093215e-09,1.1709117556400877e-05,3.847974931978507e-06,1.2890322850483525e-05,5.0618059822618825e-06,1.7332339841104946e-06,5.487574923078721e-10,2.8122739789053423e-06,3.9113313431398656e-13,1.2937336744848729e-08,2.148804535588846e-13,1.8809148321666912e-13,2.0940551070709362e-13
1.349871361519802e-07,0.11225222723609427,0.9,0.0,0.0,0.0,0.0,0.09996370842169025,1.2700242682501292e-05,2.3888689221636055e-06,4.137700648871416e-06,7.217560359369778e-06,8.604218336675834e-07,6.09086459474838e-06,2.9863998660527736e-06,3.7469198834696496e-06,4.957865285581862e-06,4.957865285581862e-06,2.893348644969875e-06,5.941498308520162e-06,1.075569951040639e-08,7.969924662010677e-08,2.5773265688159746e-08,4.455919559125586e-09,1.1791670816380972e-05,3.871960015213741e-06,1.3003445352910316e-05,5.0970897896145385e-06,1.7516061554265466e-06,5.497705266848037e-10,2.835649812311054e-06,3.9359590972679457e-13,1.3028800758356513e-08,2.1602918389552913e-13,1.892173917590261e-13,2.104812321443882e-13
1.3569076531583552e-07,0.1122522704663297,0.9,0.0,0.0,0.0,0.0,0.09996351926046407,1.2779839860728085e-05,2.390067019862695e-06,4.150557636868735e-06,7.255956160169526e-06,8.60473638081164e-07,6.121977292727285e-06,2.9918408465361228e-06,3.7591269356515095e-06,4.983703763753592e-06,4.983703763753592e-06,2.902339630167164e-06,5.976887621076202e-06,1.0761093911731707e-08,7.973931602448157e-08,2.5774825721820392e-08,4.4561907008294925e-09,1.187428619747244e-05,3.8959465688726716e-06,1.311690075925733e-05,5.132391449037413e-06,1.7700724595720053e-06,5.507725650482061e-10,2.8590685132508923e-06,3.960618212706462e-13,1.3120333688532324e-08,2.1717791623634774e-13,1.9034399292314337e-13,2.1155590815689682e-13
1.3639439447969085e-07,0.11225231374060547,0.9,0.0,0.0,0.0,0.0,0.09996333009952878,1.2859538108643726e-05,2.391242471728114e-06,4.163350808011207e-06,7.29435218957766e-06,8.605237338320524e-07,6.153059647570465e-06,2.997223557020201e-06,3.7712773494701995e-06,5.009542193031186e-06,5.009542193031186e-06,2.911285992644757e-06,6.012298605453933e-06,1.0766386328309857e-08,7.97786280615334e-08,2.577633430847501e-08,4.4564529695404015e-09,1.195696285511594e-05,3.919934544320273e-06,1.3230687607700339e-05,5.167710622653294e-06,1.788632805123452e-06,5.517638387653355e-10,2.882529622734105e-06,3.9853085352374337e-13,1.3211934591727372e-08,2.183266500603494e-13,1.914712790107308e-13,2.126295305564548e-13
1.3709802364354618e-07,0.11225235705866536,0.9,0.0,0.0,0.0,0.0,0.09996314093888531,1.2939336956807884e-05,2.3923957047140943e-06,4.1760804787497455e-06,7.332748437943636e-06,8.605721757281395e-07,6.184111434924297e-06,3.0025485729445574e-06,3.783371373117896e-06,5.035380573414722e-06,5.035380573414722e-06,2.920187953650623e-06,6.047731028975222e-06,1.0771578620204666e-08,7.981719700822155e-08,2.5777793098357924e-08,4.456706650261623e-09,1.2039699957005862e-05,3.943923894463381e-06,1.3344804445162488e-05,5.203046978882013e-06,1.8072870999830323e-06,5.527446373067868e-10,2.906032686198529e-06,4.010029915014616e-13,1.3303602538058317e-08,2.1947538495213503e-13,1.9259924249740334e-13,2.137020914068937e-13
1.378016528074015e-07,0.11225240042025507,0.9,0.0,0.0,0.0,0.0,0.09996295177853458,1.3019235937850905e-05,2.3935271375054586e-06,4.18874696395613e-06,7.371144895928288e-06,8.606190168096966e-07,6.215132432693615e-06,3.0078164650769167e-06,3.795409253820033e-06,5.061218904904272e-06,5.061218904904272e-06,2.9290457333288034e-06,6.083184661276304e-06,1.077667278619865e-08,7.98550368708023e-08,2.577920368848146e-08,4.45695201880477e-09,1.212249668340537e-05,3.967914573727491e-06,1.345924982738214e-05,5.238400192429746e-06,1.8260352513735613e-06,5.537149451192846e-10,2.9295772538595396e-06,4.0347822145479265e-13,1.339533661140006e-08,2.2062412084582077e-13,1.93727876243392e-13,2.1477358339108406e-13
1.3850528197125684e-07,0.11225244382512306,0.9,0.0,0.0,0.0,0.0,0.09996276261847752,1.3099234586443144e-05,2.394637180996076e-06,4.2013505769481174e-06,7.409541554490551e-06,8.606643084247996e-07,6.246122421002422e-06,3.0130277995401207e-06,3.8073912378484446e-06,5.0870571874999135e-06,5.0870571874999135e-06,2.9378595507369444e-06,6.118659274263655e-06,1.0781670726177731e-08,7.989216139284688e-08,2.5780567624906917e-08,4.457189342181989e-09,1.2205352226581978e-05,3.991906537991958e-06,1.3574022318733668e-05,5.273769944102805e-06,1.844877165852725e-06,5.546747099653565e-10,2.953162880396239e-06,4.0595652926993533e-13,1.3487135909019303e-08,2.217728575716239e-13,1.9485717306617194e-13,2.1584399906896642e-13
1.3920891113511217e-07,0.11225248727301956,0.9,0.0,0.0,0.0,0.0,0.09996257345871497,1.31793324393026e-05,2.395726238471731e-06,4.213891629485287e-06,7.447938404880155e-06,8.607081002707574e-07,6.277081182196415e-06,3.0181831377462503e-06,3.819317570516611e-06,5.112895421201722e-06,5.112895421201722e-06,2.9466296238434062e-06,6.154154642112679e-06,1.0786574146959903e-08,7.992858405819405e-08,2.5781886403991933e-08,4.457418878821367e-09,1.2288265790439606e-05,4.015899744554407e-06,1.3689120492212112e-05,5.309155920739064e-06,1.8638127493147014e-06,5.556241509053794e-10,2.9767891246876065e-06,4.084378998396855e-13,1.3578999541467524e-08,2.2292159466068373e-13,1.959871255751465e-13,2.1691333058934218e-13
1.399125402989675e-07,0.11225253076369732,0.9,0.0,0.0,0.0,0.0,0.09996238429924784,1.3259529035176955e-05,2.3967947055661304e-06,4.226370431784383e-06,7.486335438626902e-06,8.607504404549709e-07,6.308008500817703e-06,3.0232830364751654e-06,3.8311884961869e-06,5.138733606009775e-06,5.138733606009775e-06,2.9553561695379856e-06,6.189670541237909e-06,1.0791384791162949e-08,7.996431809710623e-08,2.578316147422291e-08,4.4576408788834e-09,1.237123659048194e-05,4.039894152078434e-06,1.3804542929310453e-05,5.344557815065019e-06,1.8828419070000943e-06,5.56563503163707e-10,3.000455549970779e-06,4.109223185906213e-13,1.3670926632287425e-08,2.240703317786158e-13,1.9711772657740965e-13,2.1798157039619798e-13
1.4090217955251148e-07,0.11225259200433058,0.9,0.0,0.0,0.0,0.0,0.09996211825103589,1.3372490042803377e-05,2.3982633788502024e-06,4.243816842939268e-06,7.540340333655208e-06,8.608076232686937e-07,6.351453487605169e-06,3.030363171726722e-06,3.847791397773476e-06,5.175074373304037e-06,5.175074373304037e-06,2.967556619564678e-06,6.2396572089800065e-06,1.079799739855242e-08,8.001343672724699e-08,2.578488354138693e-08,4.4579408253428265e-09,1.24880286138881e-05,4.0736437251004e-06,1.3967428153753986e-05,5.3943761770718155e-06,1.90976418205044e-06,5.578675423128968e-10,3.0338090375574266e-06,4.144217325281082e-13,1.3800325841533297e-08,2.2568600574309534e-13,1.9870897681140837e-13,2.1948216562368014e-13
1.4189181880605546e-07,0.11225265332842617,0.9,0.0,0.0,0.0,0.0,0.0999618522034124,1.3485644203217631e-05,2.3996931418893965e-06,4.261141575733959e-06,7.594345553311524e-06,8.608621507503943e-07,6.394835267853252e-06,3.037336249635912e-06,3.8642858495773455e-06,5.211415043877934e-06,5.211415043877934e-06,2.9796719879717757e-06,6.289683445507489e-06,1.0804434803726333e-08,8.00612540438563e-08,2.578652565772774e-08,4.458226987948822e-09,1.2604930222102661e-05,4.107395487969026e-06,1.4130948148125915e-05,5.444224612408806e-06,1.936871107410527e-06,5.591518614515638e-10,3.0672399682417442e-06,4.17927109531802e-13,1.3929846516912113e-08,2.2730167886849417e-13,2.0030147677586805e-13,2.2098056685126416e-13
1.4288145805959945e-07,0.11225271473533048,0.9,0.0,0.0,0.0,0.0,0.09996158615637968,1.3598990253198469e-05,2.40108502285317e-06,4.278345478029768e-06,7.648351076623116e-06,8.609141420245691e-07,6.43815326372405e-06,3.044203773502064e-06,3.880672522031217e-06,5.247755617731679e-06,5.247755617731679e-06,2.9917028675474654e-06,6.339748650694876e-06,1.0810701639823857e-08,8.010780443310323e-08,2.5788091410015988e-08,4.4584999861540056e-09,1.27219393444204e-05,4.141149338324886e-06,1.4295099048870903e-05,5.494102322448724e-06,1.9641624130555286e-06,5.604167570253671e-10,3.100747169991565e-06,4.214384104174677e-13,1.405948634477095e-08,2.2891735053063266e-13,2.0189520735197685e-13,2.224767541426611e-13
1.4387109731314343e-07,0.1122527762243831,0.9,0.0,0.0,0.0,0.0,0.09996132010994,1.3712526937408909e-05,2.4024400224781736e-06,4.2954293917250636e-06,7.702356883567624e-06,8.609637108207946e-07,6.4814069058063375e-06,3.050967228653907e-06,3.896952081852136e-06,5.2840960948654885e-06,5.2840960948654885e-06,3.0036498469113495e-06,6.3898522329321114e-06,1.081680242598613e-08,8.015312136401245e-08,2.578958422258438e-08,4.458760411356942e-09,1.2839053952677295e-05,4.17490517844363e-06,1.4459877024617272e-05,5.54400852986246e-06,1.9916378264969067e-06,5.61662490975264e-10,3.134329487430215e-06,4.2495559630880115e-13,1.4189243059004448e-08,2.305330201532597e-13,2.0349014970901086e-13,2.2397070788203814e-13
1.4486073656668742e-07,0.11225283779493377,0.9,0.0,0.0,0.0,0.0,0.09996105406409554,1.3826253008321826e-05,2.4037591149380978e-06,4.312394152820464e-06,7.756362955026133e-06,8.610109657400228e-07,6.52459563300468e-06,3.057628082622942e-06,3.913125192070338e-06,5.320436475279578e-06,5.320436475279578e-06,3.0155135105600157e-06,6.439993608989086e-06,1.082274154204555e-08,8.019723741658234e-08,2.579100736534567e-08,4.45900882828702e-09,1.2956272060066693e-05,4.208662915007192e-06,1.4625278275635463e-05,5.593942477966102e-06,2.0192970728281236e-06,5.628893364877822e-10,3.167985781533179e-06,4.284786284405029e-13,1.4319114439775952e-08,2.3214868715011267e-13,2.0508628524831326e-13,2.2546240868026013e-13
1.458503758202314e-07,0.11225289944634724,0.9,0.0,0.0,0.0,0.0,0.09996078801884856,1.394016722517323e-05,2.4050432518381803e-06,4.329240592216368e-06,7.810369272632764e-06,8.610560111085347e-07,6.567718891399825e-06,3.0641877875421126e-06,3.929192512518411e-06,5.356776758974164e-06,5.356776758974164e-06,3.0272944394245825e-06,6.49017220284818e-06,1.0828523272739377e-08,8.02401844162502e-08,2.5792363979504675e-08,4.459245779445363e-09,1.3073591715023862e-05,4.242422458370122e-06,1.4791299029409816e-05,5.64390342759835e-06,2.0471398750667002e-06,5.640975622305375e-10,3.201714927362049e-06,4.320074683008753e-13,1.4449098306656178e-08,2.337643509695991e-13,2.0668359561273406e-13,2.2695183741658232e-13
1.4782965432731938e-07,0.11225302298919833,0.9,0.0,0.0,0.0,0.0,0.09996025593015531,1.4168555178486117e-05,2.4075103202117214e-06,4.362581795759111e-06,7.91838257754302e-06,8.611398637264133e-07,6.653766833442171e-06,3.077009456801227e-06,3.961012402179668e-06,5.429457036205698e-06,5.429457036205698e-06,3.0506103929302934e-06,6.590638787285375e-06,1.0839631065045187e-08,8.032269370369304e-08,2.5794889380741913e-08,4.459687315233472e-09,1.3308528089408764e-05,4.3099466299137195e-06,1.5125184133808056e-05,5.7439034875460565e-06,2.103375025749715e-06,5.664592026754123e-10,3.269387366981032e-06,4.3908241856488857e-13,1.4709395032039269e-08,2.3699566701495496e-13,2.098816689019104e-13,2.2992380386330213e-13
1.4980893283440735e-07,0.11225314684798707,0.9,0.0,0.0,0.0,0.0,0.09995972384387684,1.4397681031782129e-05,2.409848325805786e-06,4.395459528818685e-06,8.026396667951502e-06,8.612160091646182e-07,6.739546469741629e-06,3.089443488747655e-06,3.992416953356467e-06,5.502136926561841e-06,5.502136926561841e-06,3.0736022704715954e-06,6.691247547192697e-06,1.0850157761718025e-08,8.040088661835367e-08,2.5797182722033414e-08,4.460088869300717e-09,1.3543848273173213e-05,4.377477056774635e-06,1.546150279509902e-05,5.844003196104786e-06,2.1603410142622827e-06,5.687494839643612e-10,3.337338136991144e-06,4.4618014397984413e-13,1.497011669734749e-08,2.402269643702956e-13,2.1308422810576505e-13,2.328864601011768e-13
1.5178821134149532e-07,0.11225327101778933,0.9,0.0,0.0,0.0,0.0,0.09995919176002903,1.4627535141616544e-05,2.412063992385973e-06,4.427880226297365e-06,8.134411425100748e-06,8.61285122124288e-07,6.825053665786319e-06,3.1015008590843515e-06,4.023411310459377e-06,5.574816430044353e-06,5.574816430044353e-06,3.09627457108123e-06,6.7919941703492446e-06,1.0860133636148634e-08,8.04749880294644e-08,2.5799264318245707e-08,4.460453950120326e-09,1.3779538058000923e-05,4.445013159176161e-06,1.58002259484095e-05,5.944197330481038e-06,2.2180355402044606e-06,5.709704270604119e-10,3.40555881577308e-06,4.5330034522060727e-13,1.5231247429349617e-08,2.434582394647531e-13,2.1629113579724248e-13,2.3583966342691983e-13
1.5376748984858329e-07,0.1122533954939492,0.9,0.0,0.0,0.0,0.0,0.09995865967862713,1.4858107983790508e-05,2.4141636944833385e-06,4.459850233963417e-06,8.242426740598835e-06,8.613478184652597e-07,6.910284410747481e-06,3.1131922744355984e-06,4.054000560965767e-06,5.647495546655008e-06,5.647495546655008e-06,3.1186317314796295e-06,6.892874466581302e-06,1.0869587389186754e-08,8.054521112647326e-08,2.58011527125673e-08,4.46078576018798e-09,1.4015583795072179e-05,4.512554407895473e-06,1.6141324988678367e-05,6.044480939112345e-06,2.2764562686276437e-06,5.731240033664626e-10,3.474041220044757e-06,4.604427266644924e-13,1.5492771980392225e-08,2.4668948903782275e-13,2.1950225843935408e-13,2.387832754147044e-13
1.5574676835567126e-07,0.112253520271778,0.9,0.0,0.0,0.0,0.0,0.09995812759968577,1.5089390151695436e-05,2.416153476955852e-06,4.49137580994245e-06,8.350442515459407e-06,8.614046606555571e-07,6.995234814833088e-06,3.1245281772576724e-06,4.0841897360328825e-06,5.720174276395589e-06,5.720174276395589e-06,3.1406781271173943e-06,6.993884364367781e-06,1.0878546237353538e-08,8.061175807326072e-08,2.5802864840589646e-08,4.461087224358944e-09,1.4251972368590563e-05,4.580100319581671e-06,1.6484771758156154e-05,6.144849326474926e-06,2.335600831189599e-06,5.752121356443904e-10,3.54277739823275e-06,4.676069963408755e-13,1.5754675698776814e-08,2.499207101108959e-13,2.2271746627730101e-13,2.4171716182511345e-13
1.5772604686275923e-07,0.11225364534676699,0.9,0.0,0.0,0.0,0.0,0.0999575955232191,1.5321372355351045e-05,2.418039070826352e-06,4.522463125668923e-06,8.458458659329039e-06,8.614561621575279e-07,7.079901107429626e-06,3.135518749290663e-06,4.11398381079472e-06,5.792852619267895e-06,5.792852619267895e-06,3.1624180728403997e-06,7.095019908269352e-06,1.088703598415092e-08,8.06748205378235e-08,2.5804416162371227e-08,4.4613610126564816e-09,1.4488691174717626e-05,4.64765045298741e-06,1.683053853725113e-05,6.245298040783224e-06,2.395466827061166e-06,5.77236698662271e-10,3.6117596254521693e-06,4.74792865901166e-13,1.6016944505171207e-08,2.531518999641006e-13,2.259366332563921e-13,2.446411925406927e-13
1.597053253698472e-07,0.11225377071448976,0.9,0.0,0.0,0.0,0.0,0.09995706344924063,1.555404542049816e-05,2.4198259070912176e-06,4.553118266768881e-06,8.566475089839384e-06,8.615027911055026e-07,7.164279635396786e-06,3.146173914871076e-06,4.143387704652176e-06,5.865530575273722e-06,5.865530575273722e-06,3.1838558235068235e-06,7.19627725658431e-06,1.089508108223415e-08,8.073458015409084e-08,2.5805820773169764e-08,4.46160955939579e-09,1.4725728103132101e-05,4.71520440580922e-06,1.7178598036344645e-05,6.3458228632655346e-06,2.4560518237488245e-06,5.791995197936869e-10,3.6809803989293174e-06,4.820000505906233e-13,1.6279564871964625e-08,2.5638305611690633e-13,2.291596369473214e-13,2.4755524150693537e-13
1.6366388238402316e-07,0.1122540223109551,0.9,0.0,0.0,0.0,0.0,0.09995599930879973,1.602142800784055e-05,2.4231236377982238e-06,4.613155946811487e-06,8.782508516514528e-06,8.61583104029537e-07,7.332159357107315e-06,3.166516468088617e-06,4.201044351813132e-06,6.0108853266932175e-06,6.0108853266932175e-06,3.2258414649381175e-06,7.399142548324195e-06,1.0909928871039684e-08,8.084487079033501e-08,2.5808240225561984e-08,4.462039626243703e-09,1.5200710207980149e-05,4.850322332187332e-06,1.7881488117041714e-05,6.547085039524294e-06,2.5793689381567557e-06,5.829470146416156e-10,3.820108645041014e-06,4.964772440278052e-13,1.6805808772484383e-08,2.628452584545424e-13,2.3561668223635135e-13,2.533529097640604e-13
1.6762243939819913e-07,0.11225427502771107,0.9,0.0,0.0,0.0,0.0,0.09995493517846125,1.649146678348974e-05,2.4260847181362755e-06,4.671535865401226e-06,8.998542269929699e-06,8.616485872979543e-07,7.498847018929686e-06,3.1856302599637353e-06,4.2571979361441004e-06,6.1562385306687e-06,6.1562385306687e-06,3.26666792302058e-06,7.602451667721888e-06,1.0923260916815976e-08,8.094390249254122e-08,2.5810213160836948e-08,4.462392961919001e-09,1.5676830855592375e-05,4.985451530845759e-06,1.859323189555622e-05,6.74860629811236e-06,2.705532120063326e-06,5.864683237698181e-10,3.960106335935717e-06,5.110363689193763e-13,1.7333309301454175e-08,2.693073012783789e-13,2.420876916144202e-13,2.5910923646389454e-13
1.711851407109575e-07,0.11225450340421292,0.9,0.0,0.0,0.0,0.0,0.09995397746986939,1.6916715358581208e-05,2.4284901878151275e-06,4.722698218851919e-06,9.192972563985677e-06,8.61696909378109e-07,7.647825823460573e-06,3.201840508916854e-06,4.3064819697776935e-06,6.2870550911941986e-06,6.2870550911941986e-06,3.3024470710786408e-06,7.78578705317041e-06,1.0934091366920592e-08,8.102435221786086e-08,2.581166925140902e-08,4.4626561046947045e-09,1.6106245639600137e-05,5.107075671317128e-06,1.9241202604441285e-05,6.9301749358128725e-06,2.821495438593659e-06,5.89454871462773e-10,4.08680409155106e-06,5.242078522818277e-13,1.7809059080919023e-08,2.7512299246787874e-13,2.479228288710014e-13,2.6425386324222927e-13
1.7474784202371584e-07,0.11225473263981675,0.9,0.0,0.0,0.0,0.0,0.09995301976959549,1.734400987214138e-05,2.4306732253012986e-06,4.772587289170312e-06,9.387402499278966e-06,8.617367653058024e-07,7.795801384686291e-06,3.2171616132377116e-06,4.354605501667411e-06,6.417870398312839e-06,6.417870398312839e-06,3.3373358755519453e-06,7.969441541816269e-06,1.0943920332779276e-08,8.109736291876367e-08,2.5812870427197288e-08,4.462875533812865e-09,1.6536461794531043e-05,5.228705894615582e-06,1.9896035164826218e-05,7.111914390163833e-06,2.939732242879592e-06,5.92277754628882e-10,4.214127201509891e-06,5.374424233916218e-13,1.8285691758262094e-08,2.809385356246826e-13,2.5376798967942223e-13,2.6936370393286025e-13
1.783105433364742e-07,0.11225496271301709,0.9,0.0,0.0,0.0,0.0,0.09995206207769684,1.7773302066186128e-05,2.4326542767930687e-06,4.8212347250502386e-06,9.581831848807773e-06,8.61769446982885e-07,7.942757540294799e-06,3.2316401683737657e-06,4.401594661867027e-06,6.548684452035555e-06,6.548684452035555e-06,3.371356464382406e-06,8.153397544235573e-06,1.0952839871871456e-08,8.116361839672902e-08,2.581385558662978e-08,4.4630579671736545e-09,1.6967428030470766e-05,5.350341090197246e-06,2.05575889013947e-05,7.293808776967974e-06,3.0602270465123978e-06,5.949455529570861e-10,4.342041313359597e-06,5.507385844824608e-13,1.8763150054045015e-08,2.867539238796929e-13,2.5962261351630554e-13,2.7443820124167773e-13
1.8187324464923256e-07,0.11225519360304083,0.9,0.0,0.0,0.0,0.0,0.09995110439422693,1.8204544770795827e-05,2.434451907546612e-06,4.868671388185199e-06,9.776260420330309e-06,8.617960490006017e-07,8.088679154789862e-06,3.245320531538004e-06,4.447475042558969e-06,6.679497252373336e-06,6.679497252373336e-06,3.4045304153209633e-06,8.337638395578142e-06,1.0960933572875267e-08,8.122373954711762e-08,2.5814657687224753e-08,4.463209096648928e-09,1.7399096489583122e-05,5.471980317039451e-06,2.12257267751005e-05,7.475843672852692e-06,3.182964123271497e-06,5.974664340142012e-10,4.47051388021501e-06,5.640948715763657e-13,1.9241380524029293e-08,2.925691514067684e-13,2.6548616932666285e-13,2.794768333821356e-13
1.8543594596199091e-07,0.11225542528988837,0.9,0.0,0.0,0.0,0.0,0.09995014671923563,1.8637691881602542e-05,2.4360829765283846e-06,4.914927372913714e-06,9.970688050969342e-06,8.61817499267937e-07,8.233552084298439e-06,3.2582449084966703e-06,4.4922717068344365e-06,6.81030879933725e-06,6.81030879933725e-06,3.436878769660173e-06,8.522148310714528e-06,1.096827734202694e-08,8.127829020023592e-08,2.581530466779276e-08,4.463333747350446e-09,1.7831422496843605e-05,5.593622777326212e-06,2.1900315246938234e-05,7.658005979627451e-06,3.3079275226715847e-06,5.99848169222806e-10,4.599514073170332e-06,5.77509853784162e-13,1.9720333280386975e-08,2.983842132611349e-13,2.7135815409403266e-13,2.844791128572159e-13
1.8899864727474927e-07,0.11225565775426359,0.9,0.0,0.0,0.0,0.0,0.09994918905276953,1.9072698337379954e-05,2.4375627951428856e-06,4.960032025570113e-06,1.0165114602671992e-05,8.618345847848135e-07,8.37736314213043e-06,3.270453440105912e-06,4.536009197576592e-06,6.941119092938421e-06,6.941119092938421e-06,3.46842204576094e-06,8.706912340877492e-06,1.0974940117780735e-08,8.132778242981804e-08,2.5815820224452835e-08,4.463436011652026e-09,1.8264364330208238e-05,5.7152677943050615e-06,2.2581224148370254e-05,7.840283801008928e-06,3.435101085051955e-06,6.020981497944888e-10,4.729012696628925e-06,5.909821326091178e-13,2.019996173467259e-08,3.0419910524336734e-13,2.772380914581988e-13,2.894445852673821e-13
1.9256134858750763e-07,0.11225589097754782,0.9,0.0,0.0,0.0,0.0,0.0999482313948721,1.950952009816136e-05,2.43890526995662e-06,5.004013963219955e-06,1.0359539958427263e-05,8.618479731138921e-07,8.52010006557105e-06,3.2819842870360484e-06,4.578711546245857e-06,7.071928133188039e-06,7.071928133188039e-06,3.499180252149119e-06,8.89191633233369e-06,1.0980984513412784e-08,8.137268132627796e-08,2.581622445713618e-08,4.463519360844821e-09,1.869788301084894e-05,5.836914793839423e-06,2.3268326559679798e-05,8.022666331775369e-06,3.564468456048557e-06,6.042234023300953e-10,4.858982107597401e-06,6.045103412669449e-13,2.068022236325372e-08,3.100138237860479e-13,2.8312553039757697e-13,2.94372828161148e-13
1.9612404990026599e-07,0.11225612494175799,0.9,0.0,0.0,0.0,0.0,0.09994727374558407,1.9948114123978587e-05,2.440123030893103e-06,5.046901091725746e-06,1.0553964019106076e-05,8.618582303184027e-07,8.6617514839633e-06,3.2928737121527283e-06,4.6204022815123795e-06,7.202735920097345e-06,7.202735920097345e-06,3.5291729001440028e-06,9.077146887134928e-06,1.0986467394209562e-08,8.141340928405492e-08,2.5816534409684187e-08,4.463586738414437e-09,1.9131942111748983e-05,5.958563288997227e-06,2.3961498695960917e-05,8.205143758204785e-06,3.6960131004456807e-06,6.062306039865102e-10,4.989396139040274e-06,6.180931440252375e-13,2.1161074493303188e-08,3.158283658591301e-13,2.890200439781114e-13,2.992634499304724e-13
1.9968675121302434e-07,0.11225635962951726,0.9,0.0,0.0,0.0,0.0,0.09994631610494333,2.038843835403068e-05,2.441227547732083e-06,5.088720623316064e-06,1.0748386700765458e-05,8.618658362652946e-07,8.802306887782408e-06,3.3031561609021987e-06,4.6611044378058934e-06,7.333542453677628e-06,7.333542453677628e-06,3.558419016139706e-06,9.26259132558053e-06,1.0991440401997072e-08,8.145034989780766e-08,2.581676453061733e-08,4.463640639618296e-09,1.9566507580970302e-05,6.0802128669031215e-06,2.4660619799117938e-05,8.387707167596551e-06,3.829718315532285e-06,6.081260972775879e-10,5.120230026575843e-06,6.317292355561822e-13,2.1642480105211266e-08,3.216427288891519e-13,2.9492122815663377e-13,3.041160887404117e-13
2.032494525257827e-07,0.11225659502402466,0.9,0.0,0.0,0.0,0.0,0.09994535847298548,2.083045168612753e-05,2.442229236589792e-06,5.129499093788839e-06,1.094280793233337e-05,8.618711977673759e-07,8.94175659849434e-06,3.312864339977845e-06,4.7008405638463145e-06,7.464347733940233e-06,7.464347733940233e-06,3.586937153630849e-06,9.448237650148551e-06,1.0995950434559982e-08,8.14838515235333e-08,2.581692706883756e-08,4.463683179826683e-09,2.000154757741284e-05,6.201863177447324e-06,2.536557203481068e-05,8.570348465574197e-06,3.965567244040057e-06,6.099159045599221e-10,5.251460338040291e-06,6.454173402977345e-13,2.212440364896961e-08,3.2745691068982174e-13,3.008287006309292e-13,3.089304114858187e-13
2.0681215383854106e-07,0.11225683110902801,0.9,0.0,0.0,0.0,0.0,0.09994440084974372,2.1274113956403213e-05,2.4431375570351647e-06,5.1692623793569835e-06,1.1137227653635062e-05,8.618746597867501e-07,9.080091739187821e-06,3.322029294142698e-06,4.739632731154586e-06,7.595151760896543e-06,7.595151760896543e-06,3.6147454049882577e-06,9.634074510880362e-06,1.100004008290024e-08,8.1514230526516e-08,2.5817032410957548e-08,4.4637161527807024e-09,2.043703231833674e-05,6.323513923660116e-06,2.6076240394103006e-05,8.753060300660682e-06,4.103542886665664e-06,6.116057421761624e-10,5.383064905889665e-06,6.591562118234007e-13,2.260681187372738e-08,3.3327090940291747e-13,3.0674209973642636e-13,3.137061127750682e-13
