Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011)
0.0001219238767877485,0.12043140857251503,0.9,0.0,0.0,0.0,0.0,0.07056626158533452,0.00447008057708297,1.7757392592645864e-06,6.198456692316763e-06,2.3266254815046515e-05,6.172747634182929e-07,1.833574660298931e-05,2.488132887055331e-06,5.681887589014943e-06,0.003314904767654595,0.01787088744676596,3.662841883198897e-06,3.278133551640578e-05,7.995147980512645e-09,5.924730427456375e-08,1.8490169912340067e-08,3.293966791176155e-09,1.042642340925836e-05,0.003504214159139994,0.03852720007077185,0.004008291775554661,0.0015399321692673577,4.755826788333832e-10,0.003989312405008167,9.115151642194944e-11,7.60551738394274e-09,4.582035645316352e-13,6.869129519856991e-13,4.1691067667478197e-13,3.2943927089172956e-11,2.493606141762423e-14,1.2265591476665903e-06,0.0021922530602582835,1.4239822902844934e-13,0.0010721339936532427,2.1857778339472538e-11,3.7183867404699443e-13,0.0003821134657131528,2.1481784310143285e-11,6.858525281089404e-14,0.008805953083944745,1.9632304032121314e-14,0.0031773461417852213,1.0287002678521946e-14,9.580769713513365e-14,2.2974081933570808e-14,1.6190353216206999e-12,5.845276108312385e-13,0.002523069218814772,1.2449990708661117e-13,8.641066493545757e-13,4.4893021183742653e-14,3.118656681851243e-13,8.447255495493743e-10,2.254299355107488e-14,0.0024556126756804437,3.882190129895119e-13,0.003179181913003152,4.827818959936924e-11,2.984791978131877e-14,2.0719015931348775e-13,3.370845846136089e-11,5.086186888508386e-09,1.7121001907358833e-10,2.0256147753849547e-10,3.808903778381779e-13,1.9906677775198983e-10,1.936995281152908e-14,2.0678195798249536e-15,2.1798924678293596e-11,2.927615952794551e-14,2.032719761383987e-13,8.787007587569568e-12,0.001244522981505663
0.00012356173573935435,0.12051958798391767,0.9,0.0,0.0,0.0,0.0,0.07024594555225738,0.004485541277492437,1.767866312013357e-06,6.168924042058989e-06,2.3160594562535715e-05,6.14544822705678e-07,1.8270133200038862e-05,2.4770572198046808e-06,5.6779808590471575e-06,0.003347136663161512,0.01807706632275924,3.6511146426501283e-06,3.263279990130176e-05,7.95970063104504e-09,5.8984624439105256e-08,1.8408395845008835e-08,3.280154732290914e-09,1.0352552633308595e-05,0.0035436016269146313,0.03895676902035382,0.004038351790827855,0.001538485252114751,4.736028604960679e-10,0.004034278392483706,9.09849758199952e-11,7.511853441627826e-09,4.537200459294876e-13,6.801985165852229e-13,4.1323054156908743e-13,3.2739601891787325e-11,2.4635704931849902e-14,1.2164730010455821e-06,0.0022072013323364494,1.417989922589788e-13,0.0010726308929512604,2.1752718128512164e-11,3.7017235906382886e-13,0.000381298332619464,2.1323043625201204e-11,6.909960495329628e-14,0.00892786903194056,1.9853591655116934e-14,0.0032149900159322213,1.0402628854480213e-14,9.71770848362579e-14,2.323289661430371e-14,1.6356213782717167e-12,5.879274330843939e-13,0.0025494742869979705,1.2624624731143463e-13,8.761999677449379e-13,4.532319565547155e-14,3.148441975620531e-13,8.533792623448969e-10,2.273778259981608e-14,0.00248968531962366,3.910254141400109e-13,0.003225668108457622,4.864024985058946e-11,3.0176248535120454e-14,2.0946272012888105e-13,3.3961253902936926e-11,5.124330574670163e-09,1.7220583800910693e-10,2.0402577669778034e-10,3.826480583609535e-13,1.9998540378056566e-10,1.956069440194493e-14,2.0833271056320503e-15,2.19624047965593e-11,2.952137713337757e-14,2.0496818372141574e-13,8.85323183303428e-12,0.0012733443717026882
0.00012519959469096018,0.12060739592123597,0.9,0.0,0.0,0.0,0.0,0.0699271608724856,0.004500564309233677,1.7600267461023274e-06,6.139647284433439e-06,2.3055440413229173e-05,6.118273008570926e-07,1.820493168234158e-05,2.466031457064834e-06,5.6740656141670175e-06,0.0033791047245027087,0.018282576685351486,3.6394318248860385e-06,3.2484967492198846e-05,7.924403576834201e-09,5.872305836754793e-08,1.832699377881926e-08,3.266398885953206e-09,1.027998690834392e-05,0.003582810437412177,0.039384569401735826,0.004067928893280126,0.001537031047544785,4.716307649420264e-10,0.004079041802540558,9.080925839058047e-11,7.4199422639822e-09,4.4928303169176853e-13,6.735535194310514e-13,4.09588809834329e-13,3.253651454984893e-11,2.4340884198527016e-14,1.2065568595847552e-06,0.00222198681730881,1.4120258110673955e-13,0.0010730975539261756,2.1647650466615632e-11,3.6851396133301737e-13,0.00038051132622730395,2.116704379783157e-11,6.960569405128742e-14,0.009049448388103417,2.007388235044026e-14,0.0032525028275912963,1.0517730562869703e-14,9.853922244941368e-14,2.3490129651273515e-14,1.6519153722272567e-12,5.912428882103197e-13,0.0025757032750530528,1.279813188742227e-13,8.882147544912944e-13,4.574944353076485e-14,3.1779541904926894e-13,8.618805925305025e-10,2.2932106084705072e-14,0.0025236413885492727,3.93773776314096e-13,0.003272031669961004,4.899649361983717e-11,3.050212816129054e-14,2.1171824195218883e-13,3.4209988198049725e-11,5.161861484370541e-09,1.73176945540608e-10,2.0545979279368576e-10,3.843749691987349e-13,2.0088794848314293e-10,1.9749982762498652e-14,2.0985855037203166e-15,2.2123258613932953e-11,2.9765644107593443e-14,2.066577854193381e-13,8.918403908684916e-12,0.0013023793270859573
0.000126837453642566,0.12069483467234984,0.9,0.0,0.0,0.0,0.0,0.06960989853819302,0.004515159242817585,1.752220455460346e-06,6.110620691298094e-06,2.2950789393288284e-05,6.09122134555971e-07,1.814013392133233e-05,2.455055360924534e-06,5.67014041409079e-06,0.0034108107345102714,0.018487420985156187,3.627793202183145e-06,3.2337834340919005e-05,7.889256340349198e-09,5.8462602520844316e-08,1.824596181715349e-08,3.2526990823090013e-09,1.0208685189698892e-05,0.00362184144217347,0.03981061093292004,0.004097027862228264,0.001535569938905669,4.69666376841488e-10,0.004123603568912817,9.06247017737819e-11,7.329732307949586e-09,4.448919863994236e-13,6.669771667504599e-13,4.0598489897936323e-13,3.233466384910615e-11,2.405143717314009e-14,1.196805501429734e-06,0.002236611667270976,1.4060897911873763e-13,0.001073535122190822,2.1542603146536038e-11,3.6686343705583105e-13,0.00037975154875205693,2.101370035408071e-11,7.010360188298101e-14,0.00917068801245915,2.0293180713172737e-14,0.0032898860226410654,1.0632310303472892e-14,9.989400250093559e-14,2.3745791487818505e-14,1.6679180770871666e-12,5.944751595678162e-13,0.002601758957419045,1.2970499119426098e-13,9.001501176235157e-13,4.617179773238289e-14,3.207195644207901e-13,8.702299437288558e-10,2.3125977086777435e-14,0.0025574809421336974,3.9646482686511807e-13,0.00331827146418769,4.9346978471974475e-11,3.082557605864823e-14,2.1395684791284954e-13,3.4454701539263735e-11,5.1987856821673114e-09,1.741236882777047e-10,2.0686390533821148e-10,3.8607162594899535e-13,2.0177468132921163e-10,1.9937828948914817e-14,2.113597239669951e-15,2.228151212252619e-11,3.000898160574322e-14,2.0834092875094838e-13,8.982534203461357e-12,0.0013316244059465754
0.00012847531259417184,0.12078190648591235,0.9,0.0,0.0,0.0,0.0,0.06929414964804108,0.004529335379530596,1.7444473332288226e-06,6.081838769579908e-06,2.2846638563340827e-05,6.064292610209658e-07,1.8075732129638424e-05,2.444128695088043e-06,5.6662038849771535e-06,0.003442256459493951,0.01869160161925663,3.616198549572428e-06,3.219139654062551e-05,7.854258440512329e-09,5.820325333367379e-08,1.8165298079425767e-08,3.2390551496802214e-09,1.0138608220153946e-05,0.003660695487703914,0.04023490322138253,0.004125653433826457,0.0015341022907753015,4.677096803360279e-10,0.004167964620496014,9.043163248190794e-11,7.241174190327907e-09,4.4054638222868796e-13,6.604686758570661e-13,4.024182427446021e-13,3.213404813213306e-11,2.3767208605904078e-14,1.1872139324164816e-06,0.002251077992549586,1.400181700025488e-13,0.0010739446769452762,2.1437602099835773e-11,3.6522074287168995e-13,0.0003790181425422216,2.0862932502706495e-11,7.059340948794318e-14,0.00929158491159497,2.0511491314585507e-14,0.003327141004707756,1.074637056129053e-14,1.0124132293513916e-13,2.399989221570621e-14,1.6836303779145216e-12,5.976254154286365e-13,0.0026276440357793363,1.3141714170920386e-13,9.120052205528334e-13,4.659029089595824e-14,3.236168633595949e-13,8.784277777181558e-10,2.3319408222042864e-14,0.0025912040568830935,3.990992814955607e-13,0.0033643864169978633,4.9691761451988076e-11,3.1146609239595734e-14,2.1617865838764125e-13,3.469543375615934e-11,5.235109177848482e-09,1.7504640841096556e-10,2.0823848776427279e-10,3.87738529933806e-13,2.0264586432742749e-10,2.0124243877238012e-14,2.1283647567941932e-15,2.243719107971264e-11,3.025141009938159e-14,2.1001775646875935e-13,9.045633012595705e-12,0.0013610762007553645
0.0001317510304973835,0.12095495810160489,0.9,0.0,0.0,0.0,0.0,0.06866715710334577,0.004556467196090925,1.7290001627322164e-06,6.024988059019137e-06,2.263982588066928e-05,6.010801436657598e-07,1.794808690190587e-05,2.4224227168344885e-06,5.658291661546865e-06,0.0035043740394950914,0.019097981230470348,3.593140267880225e-06,3.190059156361551e-05,7.784708709218775e-09,5.768786054884394e-08,1.8005067829581666e-08,3.211934201767858e-09,1.0001979812109827e-05,0.0037378760624073508,0.04107827796866028,0.0041815031173918,0.0015311487497424244,4.6381929611032595e-10,0.004256088271049197,9.002120916352544e-11,7.068826011452768e-09,4.3198942289678493e-13,6.476522026442609e-13,3.953945056644309e-13,3.173651306139822e-11,2.3213817537969103e-14,1.1684912413259353e-06,0.002279543311411994,1.3884486599490443e-13,0.0010746837636340227,2.1227834183907057e-11,3.6195867343506465e-13,0.0003776271974255653,2.0568817387974153e-11,7.154904454505602e-14,0.009532339251341101,2.09451674012794e-14,0.0034012717452222394,1.0972942496103783e-14,1.0391320282153415e-13,2.4503449120646554e-14,1.7141878336719565e-12,6.036844803463554e-13,0.0026789128407886708,1.3480642554658116e-13,9.35471565133085e-13,4.7415823278778745e-14,3.2933183067490886e-13,8.943710155938254e-10,2.3704999077090986e-14,0.0026583013533471953,4.0420121119924377e-13,0.0034562377788231757,5.03644474197557e-11,3.178149774486338e-14,2.2057236185815065e-13,3.516511235079814e-11,5.305977832754407e-09,1.768211281288914e-10,2.1090052750113713e-10,3.9098501505701064e-13,2.0434259231493856e-10,2.0492822974388062e-14,2.1571767983496117e-15,2.2740927215330167e-11,3.0733618606401963e-14,2.1335301269723988e-13,9.168776894159243e-12,0.001420586476409199
0.00013502674840059516,0.12112656805125463,0.9,0.0,0.0,0.0,0.0,0.06804611402555939,0.004582029198042214,1.7136843654214139e-06,5.9690554260976765e-06,2.2434979497676164e-05,5.957794565907497e-07,1.7821939862198323e-05,2.4009116625144195e-06,5.650319190741332e-06,0.00356547127812695,0.0195017337329234,3.5702552315913644e-06,3.161252208564293e-05,7.715750469820985e-09,5.7176851012629663e-08,1.7846288285646577e-08,3.185034634758053e-09,9.869819744095996e-06,0.0038143588355131867,0.041914768410669136,0.00423551498945673,0.001528173016618645,4.5995947555193427e-10,0.004343420090545785,8.958039447691116e-11,6.902541602304419e-09,4.2360807687954605e-13,6.350980512986947e-13,3.885133661362386e-13,3.134388862806266e-11,2.267959149141062e-14,1.1503529158077103e-06,0.0023073988756614977,1.376825418295591e-13,0.0010753223013898886,2.1018522110315978e-11,3.587274143853459e-13,0.00037633234081283515,2.028411776037506e-11,7.24732331018485e-14,0.009771690158935805,2.137494671409272e-14,0.0034749055002444777,1.119746595947779e-14,1.065541474973447e-13,2.5000875023467458e-14,1.743596844141464e-12,6.094291386251797e-13,0.002729529944686909,1.381483397980826e-13,9.586081306576567e-13,4.8226296383554596e-14,3.349421192748156e-13,9.097150564691859e-10,2.4088970636261475e-14,0.002724934189489562,4.090850770576421e-13,0.0035475782411365413,5.1014997720384205e-11,3.2406923045989186e-14,2.2490026735575266e-13,3.5619335522909804e-11,5.37451445673967e-09,1.7850375712693523e-10,2.1344878781515152e-10,3.941181636056145e-13,2.0598008659888616e-10,2.0855804867601398e-14,2.1850407396125916e-15,2.3034668491060175e-11,3.121242026599967e-14,2.166646045568257e-13,9.287916083310163e-12,0.0014808835634871713
0.00013830246630380682,0.12129675305906969,0.9,0.0,0.0,0.0,0.0,0.06743095270341903,0.004606087152171668,1.6984990624675595e-06,5.9140041550272935e-06,2.2232077034133873e-05,5.905267152977091e-07,1.7697239253324858e-05,2.379593695959213e-06,5.642277634347223e-06,0.0036255617455231374,0.01990287664950924,3.5475417310909944e-06,3.132715821959349e-05,7.647379765774338e-09,5.66701954030372e-08,1.768894493470462e-08,3.158355018581929e-09,9.74186898992543e-06,0.00389015040449525,0.04274444772992054,0.004287725434815833,0.0015251774587264797,4.5613007506076844e-10,0.004429967340869686,8.911144234929809e-11,6.741992658316671e-09,4.1539837905485744e-13,6.228003366916774e-13,3.8177080763053163e-13,3.0956149142284354e-11,2.2163498464435912e-14,1.132765998375943e-06,0.002334660201951923,1.3653107260951423e-13,0.0010758669878271998,2.0809819283487297e-11,3.5552663332324886e-13,0.00037512792673680763,2.000829959410154e-11,7.336659773266172e-14,0.010009618374265573,2.180086499017101e-14,0.003548052149095929,1.1419960318961715e-14,1.0916351792102346e-13,2.549224027668546e-14,1.771867956315039e-12,6.14868221045385e-13,0.0027795145880588844,1.4144216455393413e-13,9.814100235263476e-13,4.902196179372278e-14,3.4044949746149073e-13,9.244654031967321e-10,2.4471408304345984e-14,0.002791103689868311,4.137562309136059e-13,0.003638401074927824,5.164385059343268e-11,3.302300966933851e-14,2.291632552921975e-13,3.605840925727454e-11,5.440765219099704e-09,1.8009688196915126e-10,2.158860611435636e-10,3.971415139439024e-13,2.0756019645366932e-10,2.1213272527728407e-14,2.2119753509708347e-15,2.3318612784064557e-11,3.168795602135796e-14,2.1995351491894816e-13,9.403129675449667e-12,0.0015419413969286167
0.0001415781842070185,0.12146552943668167,0.9,0.0,0.0,0.0,0.0,0.06682160684677359,0.0046287034068140985,1.683443366948742e-06,5.859800247126706e-06,2.203109657170592e-05,5.85321442673134e-07,1.757393725896288e-05,2.358467003934803e-06,5.634159005684239e-06,0.003684658776790802,0.020301426877300296,3.5249980931628195e-06,3.1044470638580885e-05,7.579592604078468e-09,5.616786412804889e-08,1.753302348504638e-08,3.1318939035703663e-09,9.617889169711684e-06,0.00396525729194553,0.04356738760169398,0.004338170190064479,0.0015221642445776755,4.5233094485937087e-10,0.004515737210626109,8.861646520832179e-11,6.586875998950016e-09,4.073564717197857e-13,6.107533309621081e-13,3.751630115127668e-13,3.0573264654588765e-11,2.1664585464368542e-14,1.1157001562456945e-06,0.002361342254358965,1.3539033571794073e-13,0.0010763238294004764,2.0601859895683293e-11,3.5235600379052536e-13,0.00037400876188418004,1.9740870939765257e-11,7.422974992061338e-14,0.010246106483388612,2.2222957606055018e-14,0.0036207210422421576,1.164044472228492e-14,1.1174074575935819e-13,2.5977611503708856e-14,1.799013006966445e-12,6.200103398263905e-13,0.0028288850605449494,1.4468728285593777e-13,1.0038730605380403e-12,4.980306713502262e-14,3.4585570477142677e-13,9.386282315678014e-10,2.4852391241227074e-14,0.0028568111706697963,4.182198747984859e-13,0.0037287002715962153,5.225143647117308e-11,3.362987788965522e-14,2.333621756596901e-13,3.6482634087519e-11,5.504775466618712e-09,1.8160302520241224e-10,2.1821506175629473e-10,4.0005841760501554e-13,2.0908467350912423e-10,2.1565307225951866e-14,2.237999068415472e-15,2.359295444630127e-11,3.216035764035625e-14,2.2322066270288506e-13,9.514495358493008e-12,0.0016037344281534757
0.00014485390211023015,0.12163291295882456,0.9,0.0,0.0,0.0,0.0,0.0662180115132225,0.0046499371234868915,1.668516385263706e-06,5.806412143910049e-06,2.183201663089481e-05,5.801631687818392e-07,1.7451989604617523e-05,2.3375297956072013e-06,5.625956099412863e-06,0.003742775479912872,0.020697400745988564,3.502622679008364e-06,3.0764430550533e-05,7.512384961643711e-09,5.566982737279001e-08,1.7378509859985373e-08,3.1056498248443654e-09,9.497660405563823e-06,0.004039685947134664,0.044383658265645026,0.004386884355863377,0.0015191353658950662,4.485619298768049e-10,0.004600736816287825,8.809744428196782e-11,6.436910977410596e-09,3.994786004341871e-13,5.989514575750339e-13,3.686863402139851e-13,3.01952016242375e-11,2.1181970348909518e-14,1.0991274087527271e-06,0.0023874594740398956,1.3426021068383176e-13,0.0010766982265691335,2.0394761536572943e-11,3.4921520504476923e-13,0.000372970060160086,1.9481377549199566e-11,7.506329026745347e-14,0.010481138788573926,2.2641259583320012e-14,0.003692921040592767,1.185893810193757e-14,1.1428532760676911e-13,2.6457051627670782e-14,1.8250449710494025e-12,6.248638932825529e-13,0.0028776587597686377,1.4788317196376526e-13,1.0259937083668213e-12,5.056985603858577e-14,3.5116245179738657e-13,9.522103112149247e-10,2.523199335540558e-14,0.002922058120745265,4.224810655175562e-13,0.003818470484363689,5.2838178126311646e-11,3.422764365132727e-14,2.374978475524001e-13,3.689230519925743e-11,5.5665897391323715e-09,1.8302464672010838e-10,2.2043842814849496e-10,4.028720582252141e-13,2.1055518164622172e-10,2.191198858081613e-14,2.263129999868169e-15,2.385788437122461e-11,3.262974904462887e-14,2.2646691210918223e-13,9.622089439437286e-12,0.001666237616088233
0.0001481296200134418,0.12179891903461038,0.9,0.0,0.0,0.0,0.0,0.06562010303930783,0.0046698444933876,1.6537172181680447e-06,5.753810502760286e-06,2.1634816148972803e-05,5.750514304920126e-07,1.7331355207965743e-05,2.3167803016758434e-06,5.617662442976921e-06,0.0037999247433442686,0.021090814071742695,3.4804138823421995e-06,3.0487009673048415e-05,7.445752789957573e-09,5.517605513410241e-08,1.722539018662764e-08,3.0796213029717057e-09,9.380979662357406e-06,0.004113442747543153,0.04519332859395772,0.004433902409264174,0.0015160926569985748,4.4482287005393356e-10,0.004684973203338421,8.755623832097988e-11,6.291837538694658e-09,3.917611102846285e-13,5.873892859725944e-13,3.623373233032249e-13,2.982192341427635e-11,2.071483571435123e-14,1.0830219135595618e-06,0.0024130258069033285,1.3314057915115555e-13,0.0010769950494103758,2.018862716335849e-11,3.461039217648682e-13,0.0003720074014269243,1.9229399396050458e-11,7.586780870446483e-14,0.01071470118674648,2.305580559420079e-14,0.003764660552355517,1.207545917966534e-14,1.167968215224572e-13,2.6930620647400882e-14,1.8499778419012997e-12,6.294370722707718e-13,0.0029258522474719657,1.51029397618869e-13,1.0477690438121807e-12,5.132256836246141e-14,3.5637142179289706e-13,9.652189431085085e-10,2.5610283136914314e-14,0.0029868461842148444,4.265447263742258e-13,0.003907706973935992,5.3404490820445545e-11,3.4816419442583505e-14,2.4157106527713896e-13,3.728771253374606e-11,5.626251785168008e-09,1.8436414565066963e-10,2.2255872915787772e-10,4.05585458012695e-13,2.1197330037792955e-10,2.225339471057444e-14,2.2873859315397194e-15,2.4113590060817426e-11,3.309624617788225e-14,2.296930717362547e-13,9.725986871080473e-12,0.0017294264180453163
0.00015140533791665347,0.12196356265211582,0.9,0.0,0.0,0.0,0.0,0.06502781897719291,0.004688478936961737,1.6390449621444993e-06,5.701967979196017e-06,2.143947446020232e-05,5.699857714056558e-07,1.721199587797689e-05,2.2962167741267146e-06,5.609272240877357e-06,0.0038561192431325305,0.021481682205962794,3.458370127667936e-06,3.0212180211038005e-05,7.379692021255579e-09,5.4686517266262815e-08,1.7073650793786635e-08,3.0538068498017517e-09,9.267658991197485e-06,0.004186534000322827,0.04599646615493319,0.0044792582157544125,0.001513037811713354,4.411136014145291e-10,0.00476845334737558,8.699459233320119e-11,6.1514140317033145e-09,3.842004421988241e-13,5.760615262826303e-13,3.5611264410047497e-13,2.945339079536221e-11,2.0262422002402078e-14,1.0673597469058065e-06,0.0024380547292499086,1.320313247734517e-13,0.0010772187038913387,1.9983547091830183e-11,3.430218438430388e-13,0.00037111669503110304,1.8984547202552873e-11,7.664388469856142e-14,0.01094678105737389,2.3466629967019714e-14,0.0038359475669780653,1.2290026470759372e-14,1.1927484231066466e-13,2.7398375737726097e-14,1.873826507700693e-12,6.33737864825239e-13,0.002973481302034409,1.541256068624071e-13,1.069196704055832e-12,5.206144017710344e-14,3.614842706400114e-13,9.77661895099062e-10,2.5987324373627544e-14,0.003051177144786741,4.3041565238235166e-13,0.003996405558558525,5.3950782449139315e-11,3.5396314334303986e-14,2.455825986796429e-13,3.766914088917756e-11,5.683804577228653e-09,1.8562386171510154e-10,2.2457846668438083e-10,4.0820149180083176e-13,2.1334053219389497e-10,2.2589602275899965e-14,2.3107843341438702e-15,2.4360255691097122e-11,3.3559957969106906e-14,2.3289990127404685e-13,9.82626127812686e-12,0.0017932767807243733
0.00015468105581986513,0.12212685842892003,0.9,0.0,0.0,0.0,0.0,0.06444109803724707,0.004705891283543397,1.6244987097675882e-06,5.650859058171081e-06,2.1245971277072016e-05,5.649657413435041e-07,1.7093876036606853e-05,2.275837485040571e-06,5.6007803264004965e-06,0.003911371449529325,0.021870020078810004,3.436489868689423e-06,2.99399148352135e-05,7.3141985701637084e-09,5.420118349315211e-08,1.6923278196556667e-08,3.0282049651476774e-09,9.157524331081642e-06,0.004258965943662927,0.046793137272874166,0.004522985040782351,0.0015099723972482972,4.3743395572356104e-10,0.004851184155149087,8.641414515172532e-11,6.015415903580594e-09,3.7679312954692407e-13,5.649630244281954e-13,3.5000912830024056e-13,2.908956232000781e-11,1.982402339991026e-14,1.0521187473204173e-06,0.002462559270637989,1.3093233315247044e-13,0.0010773731866060303,1.977960050013881e-11,3.3996866615574935e-13,0.00037029414844346945,1.8746459629379712e-11,7.739208744948725e-14,0.011177367161828202,2.3873766691294182e-14,0.003906789686258833,1.2502658288066353e-14,1.2171905792838387e-13,2.786037164030149e-14,1.8966066452617657e-12,6.377740611953806e-13,0.0030205609671596573,1.5717152235462798e-13,1.0902748473219148e-12,5.2786703853443025e-14,3.665026275204363e-13,9.895473465047865e-10,2.6363176375737144e-14,0.0031150529119447767,4.3409851742642857e-13,0.004084562569107995,5.4477453680736556e-11,3.596743439179187e-14,2.4953319604417273e-13,3.8036870017601125e-11,5.7392903264170915e-09,1.8680607670261195e-10,2.2650007942612136e-10,4.1072289620273455e-13,2.1465830734497947e-10,2.2920686560670362e-14,2.333342368842805e-15,2.4598062174792938e-11,3.40209866804184e-14,2.3608811393658036e-13,9.92298498218253e-12,0.0018577651315267176
0.0001579567737230768,0.12228882063151343,0.9,0.0,0.0,0.0,0.0,0.06385988003626823,0.004722129934650037,1.6100775514032773e-06,5.6004598635062044e-06,2.105428667459006e-05,5.599908965771527e-07,1.6976962479432655e-05,2.2556407269991653e-06,5.592182117285847e-06,0.003965693633060441,0.022255842237660643,3.4147715868883046e-06,2.9670186664702842e-05,7.249268341352243e-09,5.3720023464958564e-08,1.677425910326227e-08,3.002814147071994e-09,9.050413935242463e-06,0.004330744748071314,0.047583407082054364,0.004565115560848366,0.001506897866217665,4.337837622026352e-10,0.004933172465543962,8.581643649570431e-11,5.88363360507434e-09,3.695357949690881e-13,5.540887575765217e-13,3.4402373374619806e-13,2.8730394664355255e-11,1.9398981229604055e-14,1.0372783186708009e-06,0.0024865520350143807,1.2984349176988933e-13,0.0010774621323936147,1.9576856801099943e-11,3.369440883905133e-13,0.0003695362399749876,1.851480074674434e-11,7.81129760795986e-14,0.011406449551520486,2.42772494225735e-14,0.0039771941522423505,1.2713372745749305e-14,1.241291858269392e-13,2.8316660861257417e-14,1.9183346195849815e-12,6.415532582717741e-13,0.0030671055964717996,1.6016693671093403e-13,1.111002113661854e-12,5.349858808672419e-14,3.714280951374909e-13,1.0008838357025501e-09,2.6737894348292397e-14,0.0031784755087172285,4.3759787941998983e-13,0.004172174808590371,5.4984898089951074e-11,3.6529882855324884e-14,2.5342358538887165e-13,3.839117471819781e-11,5.792750496509939e-09,1.879130157669787e-10,2.2832594557091908e-10,4.1315227977393176e-13,2.1592798915460827e-10,2.3246721517972513e-14,2.3550768929690395e-15,2.4827187221666e-11,3.447942843724592e-14,2.3925838015506743e-13,1.0016229025793402e-11,0.0019228683701185494
0.00016123249162628846,0.12244946319491781,0.9,0.0,0.0,0.0,0.0,0.06328410584933364,0.004737241013098398,1.5957805747849203e-06,5.550748054512687e-06,2.0864401073778337e-05,5.550607989789134e-07,1.6861224157397698e-05,2.235624811253405e-06,5.583473573790719e-06,0.004019097870336299,0.02263916288225654,3.393213790197912e-06,2.9402969247696386e-05,7.1848972276267495e-09,5.3243006744039006e-08,1.66265803899985e-08,2.977632881081685e-09,8.946177740072537e-06,0.004401876517605678,0.048367339578805055,0.004605681874358583,0.001503815566709931,4.301628460295126e-10,0.005014425050534239,8.520291340103614e-11,5.755872134590879e-09,3.6242514727975196e-13,5.434338296621179e-13,3.3815354071577045e-13,2.837584289745425e-11,1.898668253951037e-14,1.0228193458099813e-06,0.0025100452197204196,1.2876468992545832e-13,0.001077488853948115,1.9375376729707034e-11,3.3394781484534906e-13,0.0003688396943348992,1.8289257788331254e-11,7.880709981957857e-14,0.011634019484306833,2.4677111487132288e-14,0.00404716787330755,1.2922187762901855e-14,1.2650498964862072e-13,2.876729395469381e-14,1.939027392604856e-12,6.450828640640123e-13,0.0031131288955275056,1.6311170736443443e-13,1.1313775893930422e-12,5.419731795456073e-14,3.7626225017125914e-13,1.0116802125173514e-09,2.711152968229518e-14,0.003241447060575988,4.4091818566177134e-13,0.004259239515452058,5.5473502288594426e-11,3.708376043279991e-14,2.5725447653181424e-13,3.8732324928556116e-11,5.844225817729998e-09,1.889468487381289e-10,2.3005838559097774e-10,4.154921317644925e-13,2.171508785929552e-10,2.3567779827333128e-14,2.3760044656246504e-15,2.504780539753641e-11,3.493537365069445e-14,2.4241133052257673e-13,1.0106063196004288e-11,0.001988563860113909
