Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65)
2.1586319942009617e-07,0.11225803287207209,0.9,0.0,0.0,0.0,0.0,0.09994027634316016,2.237764305007252e-05,2.4450284672892024e-06,5.6714367508177715e-06,9.793517087562985e-06,8.618631454831261e-07,9.55928214671337e-06,3.34302970747686e-06,4.834177780240423e-06,7.927838755853235e-06,1.2547210047497296e-05,3.6826859955142257e-06,9.018605521198657e-06,1.1008553766232566e-08,8.157747905570167e-08,2.5816691188089145e-08,4.463661625744251e-09,1.9819922539220578e-05,6.632543614893202e-06,2.8653482633747842e-05,9.217515761936259e-06,4.4886823267728764e-06,6.154741244246875e-10,5.718930461854562e-06,6.933118751797811e-13,2.1928454711234182e-08,2.9304642441478946e-13,2.8713108196104855e-13,3.3024439338996684e-13,1.4590103778445192e-13,6.969916483643002e-14,1.129227271480237e-06,1.6945047947593547e-06,5.867659778453936e-14,1.837809888263133e-06,5.692765207309628e-14,1.0191112688620169e-13,1.0889394095765222e-06,9.301380035757222e-14,1.5865399745571593e-16,3.075116895427818e-08
2.1972430890814055e-07,0.11225831551542281,0.9,0.0,0.0,0.0,0.0,0.09993916917442734,2.2862599663310553e-05,2.4457184888793836e-06,5.730802165488885e-06,9.940999194928848e-06,8.618611464602793e-07,9.713863191649611e-06,3.351102123565502e-06,4.872746204596443e-06,8.069679736512191e-06,1.2862007310011838e-05,3.710230878884536e-06,9.180288157870725e-06,1.1011660540331282e-08,8.16005575806796e-08,2.5816632300068708e-08,4.463666605945103e-09,2.0221815114392075e-05,6.764381790770243e-06,2.948979379256396e-05,9.415749819520759e-06,4.648596322508778e-06,6.169628939450965e-10,5.862831586596409e-06,7.083273387527079e-13,2.2373709794006904e-08,2.9745541235854303e-13,2.922747013733594e-13,3.3558014039597815e-13,1.5109686054091356e-13,7.11114652199016e-14,1.1672535749303793e-06,1.764013315506968e-06,5.95602180521025e-14,1.9010718599954236e-06,5.888644242241753e-14,1.0373815677310181e-13,1.1293264522866833e-06,9.646222422132509e-14,1.6206603814420096e-16,3.267691882980805e-08
2.2358541839618492e-07,0.11225859941712779,0.9,0.0,0.0,0.0,0.0,0.09993806062689618,2.3349207791295722e-05,2.4463382611851893e-06,5.789596097730285e-06,1.0087537397451798e-05,8.618581038645481e-07,9.867496669166114e-06,3.358682093121148e-06,4.910318796987804e-06,8.211525901793042e-06,1.3179852348349255e-05,3.737033599809671e-06,9.341425620463252e-06,1.1014451022455884e-08,8.162128668006072e-08,2.5816541955793974e-08,4.463666440897424e-09,2.062260977001923e-05,6.8962193669541245e-06,3.033397798935599e-05,9.614035990939006e-06,4.811067605877704e-06,6.183610398160837e-10,6.007069057951431e-06,7.233935421330886e-13,2.2817737778093033e-08,3.018360295464142e-13,2.974008168124323e-13,3.408829989743716e-13,1.5637565839916334e-13,7.251986504333041e-14,1.2056222200275384e-06,1.8349150924934686e-06,6.04381830450336e-14,1.96527980234298e-06,6.087447938174958e-14,1.0555902614828359e-13,1.1704298696344193e-06,9.997174062133788e-14,1.654789750286639e-16,3.468340947824602e-08
2.274465278842293e-07,0.11225888456152062,0.9,0.0,0.0,0.0,0.0,0.09993695070449958,2.3837420919619505e-05,2.446894761435217e-06,5.847842953826235e-06,1.023313769002524e-05,8.618541900788365e-07,1.0020183044821949e-05,3.3657988521558275e-06,4.946920409004351e-06,8.353377485596981e-06,1.350073280500441e-05,3.763114125154303e-06,9.502009825101714e-06,1.1016956626949167e-08,8.163989970418793e-08,2.5816425431752288e-08,4.4636620246617275e-09,2.1022282145990758e-05,7.02805619286258e-06,3.118593607177845e-05,9.812368849888479e-06,4.976080454003333e-06,6.19673945033794e-10,6.151622331679001e-06,7.385090411741967e-13,2.3260511492719656e-08,3.0618845626209226e-13,3.0250917129662926e-13,3.4615298621377777e-13,1.6173691655776432e-13,7.392427872213558e-14,1.2443199247159918e-06,1.907206265057049e-06,6.131052868162146e-14,2.0304278601776642e-06,6.289158025544516e-14,1.0737364366271206e-13,1.212247223348702e-06,1.035421385522858e-13,1.6889271467925034e-16,3.67723303730019e-08
2.3130763737227368e-07,0.11225917093343807,0.9,0.0,0.0,0.0,0.0,0.0999358394112494,2.4327193658476095e-05,2.4473942751507597e-06,5.905566129706314e-06,1.0377806034225322e-05,8.61849549382552e-07,1.0171923422998728e-05,3.3724799713216796e-06,4.982575310034872e-06,8.495234721756753e-06,1.3824636245216614e-05,3.7884918845566273e-06,9.662033347574376e-06,1.1019205653761564e-08,8.165660686240658e-08,2.5816287010672473e-08,4.463654106051953e-09,2.1420809747858618e-05,7.159892142189603e-06,3.20455716600745e-05,1.0010743507321273e-05,5.143619157038822e-06,6.209066859486978e-10,6.296472084655697e-06,7.536724266454633e-13,2.3702005850503987e-08,3.1051287174335524e-13,3.075995288675193e-13,3.513901412752129e-13,1.6718012065812328e-13,7.532462721488901e-14,1.2833336843054812e-06,1.980882891232994e-06,6.217729068005438e-14,2.0965102182215175e-06,6.493756359065919e-14,1.0918192542289842e-13,1.254776040731706e-06,1.0717320407270998e-13,1.7230717303467824e-16,3.8945365884270186e-08
2.3516874686031806e-07,0.11225945851819484,0.9,0.0,0.0,0.0,0.0,0.09993472675123048,2.4818481716657647e-05,2.447842464704214e-06,5.96278804558115e-06,1.0521548357712077e-05,8.618443024150885e-07,1.0322719509526343e-05,3.378751443398365e-06,5.017307199079887e-06,8.637097843901972e-06,1.415155016583973e-05,3.8131857848832384e-06,9.82148938479147e-06,1.1021223597568817e-08,8.167159752497924e-08,2.5816130281076984e-08,4.4636433110631965e-09,2.1818171814249392e-05,7.291727108934481e-06,3.291279104272975e-05,1.0209155558191526e-05,5.313668028454939e-06,6.220640483688875e-10,6.44160014515608e-06,7.688823234170012e-13,2.4142197699309804e-08,3.1480945421046037e-13,3.126716733536883e-13,3.565945240968617e-13,1.7270475711755298e-13,7.6720837583634e-14,1.3226507703014717e-06,2.0559409539996317e-06,6.303850455491724e-14,2.1635211007760923e-06,6.701224916647241e-14,1.1098379455366278e-13,1.2980138174983846e-06,1.108647205476195e-13,1.7572227424194166e-16,4.12041950169999e-08
2.390298563483624e-07,0.11225974730156049,0.9,0.0,0.0,0.0,0.0,0.09993361272859501,2.5311241876071803e-05,2.4482444310819255e-06,6.019530179608993e-06,1.0664370553767653e-05,8.618385499095666e-07,1.0472573575847668e-05,3.3846377669930036e-06,5.051139216418252e-06,8.77896708533002e-06,1.4481462003599542e-05,3.837214224295045e-06,9.980371718295387e-06,1.1023033425086778e-08,8.168504229464032e-08,2.5815958384790624e-08,4.463630161101306e-09,2.221434919430046e-05,7.423561004083099e-06,3.378750307713001e-05,1.0407601033483786e-05,5.4862114147207964e-06,6.231505429821281e-10,6.586989426813772e-06,7.841373896964242e-13,2.4581065685319638e-08,3.190783809059757e-13,3.177254072133502e-13,3.617662141670159e-13,1.7831031344524694e-13,7.811284258283605e-14,1.3622587288244526e-06,2.132376367081408e-06,6.389420561581384e-14,2.2314547714502786e-06,6.911545798486138e-14,1.1277918078507668e-13,1.3419580204496527e-06,1.146164688779296e-13,1.7913794992422733e-16,4.355049116171344e-08
2.428909658364068e-07,0.11226003726973735,0.9,0.0,0.0,0.0,0.0,0.09993249734755706,2.580543196677532e-05,2.448604769544835e-06,6.075813100608759e-06,1.0806278480948016e-05,8.618323762250896e-07,1.0621488424670824e-05,3.390162026519552e-06,5.084093955123858e-06,8.920842678882434e-06,1.4814359142781646e-05,3.860595105934718e-06,1.0138674679730363e-05,1.1024655825898109e-08,8.169709485224492e-08,2.5815773815755963e-08,4.463615093213913e-09,2.2609324234286755e-05,7.555393752826511e-06,3.466961909491156e-05,1.0606076356996214e-05,5.661233704402349e-06,6.241704200795576e-10,6.732623866101518e-06,7.994363162349936e-13,2.501859012639676e-08,3.233198279746927e-13,3.2276055043776186e-13,3.6690530932704566e-13,1.8399627853876625e-13,7.950058020734887e-14,1.4021453786625923e-06,2.210184980342594e-06,6.474442896380906e-14,2.3003055328873475e-06,7.124701226583568e-14,1.1456802006508296e-13,1.3866060899880893e-06,1.1842822771508315e-13,1.8255413864330045e-16,4.59859218575747e-08
2.4675207532445117e-07,0.11226032840934023,0.9,0.0,0.0,0.0,0.0,0.09993138061238796,2.6301010842517416e-05,2.4489276197520457e-06,6.131656499835878e-06,1.0947277962829823e-05,8.618258519379648e-07,1.0769467357058882e-05,3.3953459685380758e-06,5.116193472429115e-06,9.062724856826597e-06,1.5150228922389714e-05,3.8833458512458515e-06,1.0296393118182127e-05,1.1026109438854567e-08,8.170789364054451e-08,2.581557861570123e-08,4.463598473335722e-09,2.3003080672699078e-05,7.68722529223739e-06,3.555905281171843e-05,1.0804578306406255e-05,5.838719336702929e-06,6.251276836025517e-10,6.878488363171949e-06,8.147778255514345e-13,2.545475289487489e-08,3.27533970498169e-13,3.277769394994723e-13,3.7201192462700046e-13,1.8976214295960658e-13,8.08839933504543e-14,1.4422988089980302e-06,2.2893625848023052e-06,6.55892094896594e-14,2.370067726491808e-06,7.340673543612392e-14,1.1635025418853904e-13,1.4319554424846531e-06,1.2229977366294798e-13,1.8597078491176283e-16,4.851214856714136e-08
2.5061318481249555e-07,0.11226062070737673,0.9,0.0,0.0,0.0,0.0,0.09993026252741154,2.679793835678642e-05,2.4492167109136225e-06,6.187079221837907e-06,1.1087374787836724e-05,8.618190358653821e-07,1.091651414090834e-05,3.4002100745451745e-06,5.147459300932402e-06,9.204613850742603e-06,1.54890586428109e-05,3.9054834129337646e-06,1.0453522369300152e-05,1.1027411054392903e-08,8.171756338589336e-08,2.5815374681674077e-08,4.463580604923809e-09,2.3395603543093245e-05,7.819055569328708e-06,3.6455720241102445e-05,1.1003103978195004e-05,6.018652809469282e-06,6.260261045587121e-10,7.024568725904337e-06,8.301606712267882e-13,2.5889537309032718e-08,3.3172098258220703e-13,3.3277442637399025e-13,3.7708619125269986e-13,1.9560739919473942e-13,8.226302949996955e-14,1.482707376843411e-06,2.369904917298904e-06,6.642858187482213e-14,2.4407357321565556e-06,7.559445211907986e-14,1.1812583044670947e-13,1.478003472504519e-06,1.262308814692953e-13,1.8938783864946318e-16,5.1130826462266504e-08
2.5447429430053993e-07,0.11226091415122963,0.9,0.0,0.0,0.0,0.0,0.09992914309699992,2.729617533935289e-05,2.44947540249486e-06,6.242099294407338e-06,1.1226574709131397e-05,8.6181197729972e-07,1.1062632980768691e-05,3.4047736303147916e-06,5.177912459646989e-06,9.346509891415155e-06,1.583083557202231e-05,3.927024287577558e-06,1.0610058226117709e-05,1.1028575797881395e-08,8.172621644044025e-08,2.5815163481439894e-08,4.4635617424032605e-09,2.378687908408315e-05,7.950884539424232e-06,3.7359539612320985e-05,1.120165075604866e-05,6.201018686685717e-06,6.268692337888119e-10,7.170851617006837e-06,8.45583637157931e-13,2.6322928032575074e-08,3.358810372107156e-13,3.377528776173398e-13,3.8212825547264734e-13,2.0153154190155078e-13,8.363764035060381e-14,1.5233597042220605e-06,2.45180766482962e-06,6.726258058910028e-14,2.5123039679906768e-06,7.780998813130618e-14,1.1989470130140614e-13,1.5247475548997355e-06,1.302213242042596e-13,1.928052549692995e-16,5.384360422063952e-08
2.583354037885843e-07,0.11226120872863926,0.9,0.0,0.0,0.0,0.0,0.0999280223255697,2.7795683573302625e-05,2.449706720863698e-06,6.296733957649415e-06,1.1364883444563129e-05,8.618047175611628e-07,1.120782848895705e-05,3.409054791894409e-06,5.207573464889339e-06,9.488413208730356e-06,1.6175546951370188e-05,3.94798452790282e-06,1.0765996911487613e-05,1.1029617295745996e-08,8.173395401160765e-08,2.5814946129941302e-08,4.463542099834633e-09,2.4176894655923475e-05,8.082712164799426e-06,3.827043129180631e-05,1.1400216282392768e-05,6.385801605478239e-06,6.27660414104024e-10,7.317324504028154e-06,8.610455368143703e-13,2.675491098146306e-08,3.400143062712297e-13,3.4271217347307493e-13,3.871382776272492e-13,2.0753406813264728e-13,8.500778153357466e-14,1.5642446751223412e-06,2.535066468589205e-06,6.809123988950018e-14,2.5847668900482434e-06,8.005317047123243e-14,1.216568240716352e-13,1.5721850467760704e-06,1.3427087342764435e-13,1.9622299328915975e-16,5.6652123832482886e-08
2.621965132766287e-07,0.11226150442768768,0.9,0.0,0.0,0.0,0.0,0.09992690021757814,2.8296425772552487e-05,2.4499133922927358e-06,6.350999692183078e-06,1.1502306676661463e-05,8.617972909561923e-07,1.1352105657922672e-05,3.413070648365848e-06,5.23646234100501e-06,9.630324031577213e-06,1.652318000095103e-05,3.968379754724107e-06,1.0921335052054214e-05,1.1030547822856968e-08,8.17408672844519e-08,2.58147237929534e-08,4.4635218533604974e-09,2.45656386631657e-05,8.214538413549565e-06,3.9188317708095345e-05,1.1598798432748265e-05,6.5729862826498034e-06,6.284027918577291e-10,7.463975612137164e-06,8.765452125913032e-13,2.7185473237519593e-08,3.4412096070292043e-13,3.4765220704780717e-13,3.921164311963156e-13,2.136144775494497e-13,8.637341240833175e-14,1.6053514322540846e-06,2.619676927729603e-06,6.891459382309994e-14,2.6581189920583507e-06,8.232382730748024e-14,1.2341216063657666e-13,1.620313289341013e-06,1.3837929934844513e-13,1.9964101687879394e-16,5.955802041695029e-08
2.6605762276467307e-07,0.11226180123678355,0.9,0.0,0.0,0.0,0.0,0.09992577677751971,2.8798365559842147e-05,2.4500978727260893e-06,6.404912246493376e-06,1.1638850052667224e-05,8.617897262390842e-07,1.1495469833817674e-05,3.4168372814831206e-06,5.2645986309307095e-06,9.772242587753783e-06,1.6873721924621902e-05,3.988225168566105e-06,1.1076069653684969e-05,1.1031378436359494e-08,8.174703839588008e-08,2.5814497366218462e-08,4.463501150245158e-09,2.4953100482901825e-05,8.346363258635348e-06,4.011312328002284e-05,1.1797395292629239e-05,6.762557520767031e-06,6.290993279297187e-10,7.610793879533819e-06,8.920815351121064e-13,2.761460296830481e-08,3.482011703183903e-13,3.525728835410156e-13,3.970629018768952e-13,2.1977227262232836e-13,8.77344957186866e-14,1.646669373632579e-06,2.7056346028609047e-06,6.973267622538854e-14,2.7323548051565988e-06,8.462178797740725e-14,1.2516067716310894e-13,1.6691296096395958e-06,1.425463709729146e-13,2.0305929296117898e-16,6.256292204779051e-08
2.6991873225271745e-07,0.11226209914464781,0.9,0.0,0.0,0.0,0.0,0.09992465200992316,2.9301467445194575e-05,2.4502623745777787e-06,6.458486663453879e-06,1.1774519184595324e-05,8.61782047639184e-07,1.1637926691231327e-05,3.4203698223019087e-06,5.292001406591371e-06,9.91416910387772e-06,1.722715991466506e-05,4.007535560972084e-06,1.1230198078287807e-05,1.1032119097993042e-08,8.17525413285882e-08,2.5814267401461107e-08,4.4634801158712914e-09,2.5339270398174235e-05,8.47818667708575e-06,4.1044774347996655e-05,1.199600513673052e-05,6.954500213818094e-06,6.29752808131925e-10,7.757768915359515e-06,9.076534025102404e-13,2.8042289352756215e-08,3.522551038003445e-13,3.5747411948747443e-13,4.019778866894038e-13,2.2600695881070568e-13,8.909099737008188e-14,1.6881881490132936e-06,2.792935019312232e-06,7.054552071890125e-14,2.8074688976181964e-06,8.69468829760326e-14,1.2690234384232544e-13,1.7186313221843365e-06,1.467718562424923e-13,2.0647779187753085e-16,6.566844958786423e-08
2.737798417407618e-07,0.11226239814029998,0.9,0.0,0.0,0.0,0.0,0.09992352591934817,2.9805696804838263e-05,2.4504088908487314e-06,6.5117373060376755e-06,1.190931964932432e-05,8.617742751405589e-07,1.1779482209046648e-05,3.4236825049162377e-06,5.318689279131338e-06,1.0056103805301177e-05,1.7583481156130347e-05,4.0263253255081e-06,1.1383718021943278e-05,1.1032778781276424e-08,8.175744274436011e-08,2.5814034623312332e-08,4.463458852206249e-09,2.5724139536162687e-05,8.61000864933891e-06,4.1983199108185717e-05,1.219462641017831e-05,7.148799352460706e-06,6.303658531205763e-10,7.904890959979965e-06,9.23259739840123e-13,2.846852251214473e-08,3.562829289286346e-13,3.6235584206315604e-13,4.068615931728225e-13,2.3231804473440834e-13,9.044288631242124e-14,1.7298976561984858e-06,2.8815736701698137e-06,7.135316071773075e-14,2.8834558745927937e-06,8.929894394212452e-14,1.286371346376134e-13,1.76881573048529e-06,1.5105552216653533e-13,2.098964866229694e-16,6.887621653212574e-08
2.776409512288062e-07,0.11226269821304584,0.9,0.0,0.0,0.0,0.0,0.09992239851038297,3.0311019860583808e-05,2.4505392168964934e-06,6.564677882235638e-06,1.2043256988706931e-05,8.617664254499569e-07,1.1920142647379045e-05,3.4267887174178367e-06,5.344680408979098e-06,1.0198046916029866e-05,1.7942672830877156e-05,4.044608468471093e-06,1.15366274942834e-05,1.1033365568867917e-08,8.176180269063076e-08,2.581379962893201e-08,4.463437443447094e-09,2.6107699810769117e-05,8.741829158683226e-06,4.2928327549461715e-05,1.2393257711639346e-05,7.345440028878496e-06,6.309409277887971e-10,8.052150847518713e-06,9.388994984323355e-13,2.8893293445969686e-08,3.6028481236902703e-13,3.6721798844828187e-13,4.117142385825478e-13,2.3870504233519886e-13,9.179013422497049e-14,1.7717880372349752e-06,2.9715460191081263e-06,7.215562942640842e-14,2.96031037784115e-06,9.167780365902729e-14,1.3036502705822722e-13,1.8196801284858935e-06,1.553971349450238e-13,2.1331535327894143e-16,7.218782885869655e-08
2.815020607168506e-07,0.11226299935246468,0.9,0.0,0.0,0.0,0.0,0.09992126978764143,3.081740365964773e-05,2.450654970036476e-06,6.617321469200562e-06,1.2176336709698492e-05,8.617585128181213e-07,1.2059914525558102e-05,3.4297010501930373e-06,5.369992515745153e-06,1.0339998658646147e-05,1.8304722121335987e-05,4.062398619308871e-06,1.168892479905195e-05,1.103388674317845e-08,8.176567524454495e-08,2.5813562624216058e-08,4.463415963152855e-09,2.6489943869275144e-05,8.873648190788266e-06,4.388009139294724e-05,1.2591897778104429e-05,7.544407441263435e-06,6.314803501295035e-10,8.199539970524398e-06,9.545716551910878e-13,2.9316593972406817e-08,3.642609196134606e-13,3.7206050518449325e-13,4.1653604909707617e-13,2.4516746701764505e-13,9.31327153169975e-14,1.8138496745206672e-06,3.0628475030288493e-06,7.295295983756056e-14,3.0380270854737157e-06,9.408329604463445e-14,1.320860019390184e-13,1.8712218019099857e-06,1.597964600815128e-13,2.1673437021293247e-16,7.560488488767512e-08
2.867099382668506e-07,0.1122634072020608,0.9,0.0,0.0,0.0,0.0,0.09991974528971896,3.1502039377809794e-05,2.4507905673674214e-06,6.687878833895456e-06,1.23544862593574e-05,8.617477607825714e-07,1.2247043778878568e-05,3.433342924072066e-06,5.403088477894166e-06,1.0531477713608005e-05,1.8797559343123105e-05,4.085636513264117e-06,1.1893371752016008e-05,1.1034497266776715e-08,8.177021190917586e-08,2.581324053477014e-08,4.463386979565424e-09,2.7003419322503344e-05,9.05144378606304e-06,4.517422689013157e-05,1.2859836061297818e-05,7.816435036011217e-06,6.321552837165588e-10,8.39852941826398e-06,9.757598721951475e-13,2.988520097003961e-08,3.695833670277604e-13,3.7856093634701604e-13,4.2299129550260113e-13,2.540026366594749e-13,9.493615998837337e-14,1.870837277461877e-06,3.188092537645848e-06,7.402032048434256e-14,3.1442080666119272e-06,9.73697279319805e-14,1.3439627311660124e-13,1.9418094022067622e-06,1.6582128747637151e-13,2.21346155052208e-16,8.038365952265765e-08
2.9191781581685057e-07,0.11226381694956655,0.9,0.0,0.0,0.0,0.0,0.0999182184215603,3.2188469861621674e-05,2.4509054497835087e-06,6.7579474317775906e-06,1.2531098848516587e-05,8.61736937867714e-07,1.2432586023417024e-05,3.4366805537988212e-06,5.4350217265657256e-06,1.0722973412297529e-05,1.929554061099243e-05,4.1080331262273525e-06,1.2096699706450838e-05,1.1035014521743364e-08,8.177405580126932e-08,2.5812916892868802e-08,4.463358082381021e-09,2.751447362341316e-05,9.22923664607262e-06,4.6480154210972106e-05,1.3127785758672468e-05,8.092633157842806e-06,6.327742807345709e-10,8.597720914187878e-06,9.970028386456972e-13,3.04511033171333e-08,3.7485962107495314e-13,3.8502548948823573e-13,4.293914689256061e-13,2.629729844542428e-13,9.673102163661916e-14,1.92809705126205e-06,3.3157359606941497e-06,7.507847266096795e-14,3.251935151605185e-06,1.0070391029268635e-13,1.3669389951609457e-13,2.0136175047807827e-06,1.7195010331906912e-13,2.2595813462894904e-16,8.536103742625988e-08
2.9712569336685056e-07,0.1122642285715694,0.9,0.0,0.0,0.0,0.0,0.09991668919466531,3.287662100278267e-05,2.4510023673344435e-06,6.827554348843841e-06,1.2706187691686539e-05,8.617260634579573e-07,1.2616559097849273e-05,3.439738802492224e-06,5.4658321216101155e-06,1.0914486287208837e-05,1.979863454287734e-05,4.129618840809926e-06,1.2298906697723087e-05,1.1035450890687204e-08,8.177729882553193e-08,2.5812591186845184e-08,4.463329371611473e-09,2.8023094146411742e-05,9.407026749581928e-06,4.7797719677254134e-05,1.3395744717765584e-05,8.372966477945245e-06,6.333419185555671e-10,8.797097537322183e-06,1.0182982536531016e-12,3.1014286983303595e-08,3.8009007841999106e-13,3.9145410347561155e-13,4.3573718788410823e-13,2.720773537087269e-13,9.851725580705239e-14,1.985607394271325e-06,3.445766389561039e-06,7.612749553210179e-14,3.3611955905503855e-06,1.0408544523766933e-13,1.3897885895686099e-13,2.086639401869147e-06,1.7818232821123725e-13,2.305702734763952e-16,9.054087188159304e-08
3.0233357091685055e-07,0.11226464204539757,0.9,0.0,0.0,0.0,0.0,0.09991515762058613,3.3566421129916675e-05,2.451083710334629e-06,6.896724926700031e-06,1.2879765890395509e-05,8.61715152097427e-07,1.2798981398245703e-05,3.4425405389945187e-06,5.495558210525955e-06,1.1106016865092095e-05,2.0306809806601356e-05,4.150422942561003e-06,1.2499991477977317e-05,1.1035817140486547e-08,8.178002092682012e-08,2.5812263719116593e-08,4.463300922854405e-09,2.8529270013725125e-05,9.584814078750784e-06,4.9126774505018974e-05,1.3663711065568117e-05,8.657400073382557e-06,6.338624072885899e-10,8.99664374798966e-06,1.0396438919699926e-12,3.157473988906321e-08,3.852751332202343e-13,3.9784673991148927e-13,4.4202909012325207e-13,2.813146009646377e-13,1.0029482467431103e-13,2.043347437254875e-06,3.578172386919474e-06,7.71674675915993e-14,3.4719767498749734e-06,1.0751393846292543e-13,1.4125113732943894e-13,2.1608683760533266e-06,1.8451738195462753e-13,2.3518253758390847e-16,9.592698893506858e-08
3.0754144846685054e-07,0.11226505734907578,0.9,0.0,0.0,0.0,0.0,0.09991362371091993,3.425780093120533e-05,2.4511515516718102e-06,6.965482848992968e-06,1.3051846434040214e-05,8.617042131370616e-07,1.297987180730664e-05,3.445106785224235e-06,5.524237267624674e-06,1.1297565666718556e-05,2.0820035130056447e-05,4.170473658598545e-06,1.269995345863312e-05,1.103612260060359e-08,8.17822915430268e-08,2.5811936652217642e-08,4.4632727736910815e-09,2.9032991950828822e-05,9.762598618571974e-06,5.046717459979306e-05,1.3931683175646211e-05,8.945899437577799e-06,6.343396170657508e-10,9.196345283024087e-06,1.061037601957765e-12,3.213245174436878e-08,3.9041517727368717e-13,4.0420338143302524e-13,4.482678303221275e-13,2.906835963652311e-13,1.0206369649079975e-13,2.10129702477662e-06,3.712942468030504e-06,7.81984666813285e-14,3.584266111231614e-06,1.1098899923253383e-13,1.4351072795452358e-13,2.236297704105006e-06,1.909546838909327e-13,2.3979489711584727e-16,1.0152318696914682e-07
3.1274932601685054e-07,0.11226547446132733,0.9,0.0,0.0,0.0,0.0,0.09991208747730151,3.495069337589241e-05,2.4512076934981195e-06,7.033850229752049e-06,1.3222442200706683e-05,8.616932572138207e-07,1.315924962113738e-05,3.447456869629083e-06,5.5519053336445505e-06,1.1489133206634189e-05,2.1338279311971543e-05,4.189798196945364e-06,1.2898792650267618e-05,1.10363753780167e-08,8.178417080336495e-08,2.5811608394039572e-08,4.463244974015926e-09,2.9534252133482186e-05,9.940380356106747e-06,5.1818780346001125e-05,1.4199659632146669e-05,9.238430491646227e-06,6.347771062564923e-10,9.396189046256464e-06,1.0824773025684302e-12,3.268741387803253e-08,3.955105959923993e-13,4.1052402998264723e-13,4.5445407726818576e-13,3.001832240547102e-13,1.0382384306036109e-13,2.1594366966933004e-06,3.850065108445006e-06,7.922056994514258e-14,3.698051270386352e-06,1.1451024048351367e-13,1.4575763101106597e-13,2.312920661025404e-06,1.974936532307541e-13,2.4440733440895346e-16,1.0733323624960664e-07
3.1795720356685053e-07,0.11226589336147888,0.9,0.0,0.0,0.0,0.0,0.09991054893139685,3.5645033640327965e-05,2.451253701799526e-06,7.101847694348375e-06,1.3391565958042453e-05,8.616822911770991e-07,1.3337134485107794e-05,3.4496085590247073e-06,5.578597253473242e-06,1.1680719992949787e-05,2.186151123075202e-05,4.20842278314919e-06,1.3096509611477498e-05,1.1036582533897435e-08,8.178571110862128e-08,2.5811279175719518e-08,4.463217563467099e-09,3.0033044061346994e-05,1.0118159280087965e-05,5.318145641679057e-05,1.4467639202615169e-05,9.534959592713716e-06,6.351781454551823e-10,9.596163015259558e-06,1.1039609810480468e-12,3.3239619096502536e-08,4.0056177404603293e-13,4.168087046044332e-13,4.605885117188586e-13,3.098123823406883e-13,1.0557524228613086e-13,2.217747669636345e-06,3.989528750416862e-06,8.023385387685185e-14,3.8133199361307187e-06,1.1807727854934543e-13,1.479918527818936e-13,2.390730523430178e-06,2.0413370934189822e-13,2.4901982343475514e-16,1.133608785400771e-07
3.226442933618505e-07,0.11226627188368343,0.9,0.0,0.0,0.0,0.0,0.09990916227274074,3.627112590985501e-05,2.4512875719865546e-06,7.1627450417826934e-06,1.3542529235831393e-05,8.616724157232266e-07,1.3495970862546336e-05,3.4513889717297574e-06,5.60181324080286e-06,1.1853164970925844e-05,2.23366588209974e-05,4.224607362954762e-06,1.3273496236567293e-05,1.1036735041353649e-08,8.178684538644566e-08,2.581098399517206e-08,4.463193233641976e-09,3.047984204484307e-05,1.0278157897890262e-05,5.441722147569748e-05,1.4708822589902544e-05,9.805226664550266e-06,6.355104048592485e-10,9.77624177580869e-06,1.1233322830387532e-12,3.37342417775587e-08,4.050703246423879e-13,4.2243418275614417e-13,4.66065773931856e-13,3.18588474555553e-13,1.0714400813824267e-13,2.270359014027647e-06,4.117038009702687e-06,8.113833159798837e-14,3.918320064984406e-06,1.213264547816444e-13,1.4999181963490293e-13,2.461768650583179e-06,2.1019570948479828e-13,2.5317108901649613e-16,1.1897486795447528e-07
3.273313831568505e-07,0.11226665182361631,0.9,0.0,0.0,0.0,0.0,0.09990777375914056,3.689829584408969e-05,2.451315201910887e-06,7.223371413941053e-06,1.3692319592971503e-05,8.616625393842306e-07,1.3653628793496265e-05,3.453032900092198e-06,5.624289626850678e-06,1.2025626305661866e-05,2.2815798780598676e-05,4.240263262309328e-06,1.344957580064509e-05,1.103685944576446e-08,8.178777090340183e-08,2.581068831799216e-08,4.4631692431305845e-09,3.092463336023397e-05,1.0438154222225906e-05,5.566175423871565e-05,1.495000694649464e-05,1.0078681363654136e-05,6.35817597674096e-10,9.956409645670694e-06,1.1427362557780675e-12,3.422662321319273e-08,4.0954362320895244e-13,4.2803058632753386e-13,4.715021368553253e-13,3.274678232902119e-13,1.0870566273547016e-13,2.323081653565328e-06,4.246425635065776e-06,8.20357819368109e-14,4.0245031657134445e-06,1.246121438025841e-13,1.519815366632007e-13,2.533757835971946e-06,2.1633869742846925e-13,2.5732237448135405e-16,1.247708020760936e-07
