Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370)
7.045342482714504e-08,0.11224854265209147,0.9,0.0,0.0,0.0,0.0,0.09998094824603028,5.89842160826888e-06,2.0878660460701943e-06,2.651940319186936e-06,3.4960606106237258e-06,8.292041265960727e-07,3.1474268721781723e-06,2.148426078707841e-06,2.3504115408613854e-06,2.5877548307091142e-06,3.0084142362350053e-06,1.8458774628914405e-06,2.7213588443574306e-06,9.400456582686267e-09,6.963249506869319e-08,2.4833296662028256e-08,4.293475854103916e-09,4.531055112745401e-06,1.6945632143334479e-06,4.249127415532176e-06,2.0075026404379377e-06,4.675004239106523e-07,3.954611601791685e-10,9.448142736915354e-07,1.8283674699576004e-13,4.9879407602307235e-09,1.0466225230444675e-13,8.668421169325363e-14,1.0878754955716506e-13,1.5203194609596913e-14,1.5943705185834133e-14,9.684428186890729e-08,1.1034773109980684e-07,2.0946195378576856e-14,2.0433391700024289e-07,6.332518817321807e-15,3.07516176934954e-14,1.0587924912403962e-07,9.048315133916217e-15,3.455337108690807e-17,5.648988965446853e-10,4.6516504364573365e-18,2.2953869813671767e-11,4.9753494447450165e-18,2.2833444486800935e-20
7.269485998085459e-08,0.11224866636197567,0.9,0.0,0.0,0.0,0.0,0.09998033626421253,6.115606155228639e-06,2.109324602932115e-06,2.71762001938316e-06,3.6046455172499544e-06,8.324545920170369e-07,3.251449066767618e-06,2.1920702581156175e-06,2.409346014341887e-06,2.67007134383697e-06,3.1204220720792495e-06,1.8908351324140447e-06,2.8165088863340167e-06,9.497072131348415e-09,7.035015493593401e-08,2.4931167124657138e-08,4.310380393647401e-09,4.748104293401111e-06,1.7683355486895709e-06,4.492788413560988e-06,2.1062764539728323e-06,4.98318061190212e-07,4.0349746500430065e-10,9.989765214944669e-07,1.8956757215318286e-13,5.2282625600202615e-09,1.0791220095198515e-13,8.971440525076862e-14,1.1238215777165546e-13,1.6205272594833722e-14,1.670722229642541e-14,1.0460038865815547e-07,1.1969893370784435e-07,2.1596767858509765e-14,2.1753444522263045e-07,6.741568163307324e-15,3.1826822509023675e-14,1.1301390809745422e-07,9.65796510216632e-15,3.6253496024856746e-17,6.340210954124847e-10,4.918333894094868e-18,2.6454960908886337e-11,5.191956450141613e-18,2.4555588997635212e-20
7.493629513456414e-08,0.11224879105457901,0.9,0.0,0.0,0.0,0.0,0.09997972384475101,6.334332163349248e-06,2.1295205609806957e-06,2.7823915978578578e-06,3.712883038678677e-06,8.353841044458467e-07,3.3555013005177298e-06,2.2344209003846044e-06,2.4674378909033753e-06,2.752387240563631e-06,3.2335172355944397e-06,1.935086246875587e-06,2.9119626485118072e-06,9.588002923256521e-09,7.102558851737065e-08,2.501937387487771e-08,4.325616084582374e-09,4.967034111188939e-06,1.8423831602525361e-06,4.741800210341634e-06,2.206030136168566e-06,5.301375348055705e-07,4.112956193790595e-10,1.0542120718197782e-06,1.9634607835406125e-13,5.47068763155281e-09,1.1115170159159321e-13,9.275422815715888e-14,1.1597775078497834e-13,1.7239915305732334e-14,1.747734487854626e-14,1.1267033933660209e-07,1.294895365549519e-07,2.2245259025629243e-14,2.311380205293744e-07,7.163102173387182e-15,3.290545939408353e-14,1.2039412169788016e-07,1.0288590647222753e-14,3.79704870789356e-17,7.08995506133498e-10,5.1903027627147336e-18,3.0353682152718986e-11,5.409371848292914e-18,2.6355607821321733e-20
7.717773028827369e-08,0.11224891670771289,0.9,0.0,0.0,0.0,0.0,0.09997911098412293,6.5545772005130235e-06,2.148528164220619e-06,2.846274241060988e-06,3.820768900562697e-06,8.380243061707439e-07,3.4595691255803595e-06,2.2755068802275897e-06,2.524698220051261e-06,2.8347025364339685e-06,3.3477028470702483e-06,1.9786419050401865e-06,3.0077030198663157e-06,9.673583236492787e-09,7.16612788251527e-08,2.5098869643903097e-08,4.339347467285458e-09,5.187723913038469e-06,1.9166788629061452e-06,4.9960791765321274e-06,2.3067060243382255e-06,5.629590339361283e-07,4.188609391622705e-10,1.1104889955789754e-06,2.0317156900116496e-13,5.715080876641018e-09,1.1438062638100214e-13,9.580313506772401e-14,1.1957382908831133e-13,1.8307128149320634e-14,1.8253648298888672e-14,1.2105281975410086e-07,1.3972320708422517e-07,2.2891643270759976e-14,2.45143350539581e-07,7.597080509685558e-15,3.398733499242109e-14,1.2802064985907154e-07,1.0940256232218428e-14,3.9703351686253026e-17,7.901044896547513e-10,5.467399760362525e-18,3.4680254895948087e-11,5.627515803887987e-18,2.823502140409156e-20
7.941916544198324e-08,0.1122490433002506,0.9,0.0,0.0,0.0,0.0,0.09997849767903373,6.77631912220645e-06,2.166417290804476e-06,2.9092868116628693e-06,3.928299393067789e-06,8.404037190280846e-07,3.563638532423517e-06,2.3153571223313517e-06,2.5811379348058205e-06,2.917017247938322e-06,3.462981732334123e-06,2.0215130313200272e-06,3.1037133023730755e-06,9.754127692216163e-09,7.225956286012837e-08,2.517051320793198e-08,4.3517228557180556e-09,5.410060061043566e-06,1.9911981514841986e-06,5.255544348873779e-06,2.4082498464961676e-06,5.967826095241032e-07,4.2619874948003737e-10,1.167776085043153e-06,2.1004335643150347e-13,5.9613150655818766e-09,1.1759886438322484e-13,9.886059380917879e-14,1.2316990833825867e-13,1.940691203509815e-14,1.9035732615574306e-14,1.297463012415446e-07,1.5040337664166622e-07,2.3535898366935233e-14,2.5954912877279933e-07,8.043462397795147e-15,3.5072260614725514e-14,1.3589420898063863e-07,1.1613022596834147e-14,4.1451155649083013e-17,8.776336332712132e-10,5.74947115680022e-18,3.946607245573383e-11,5.846316354561441e-18,3.019535209017627e-20
8.166060059569279e-08,0.11224917081200655,0.9,0.0,0.0,0.0,0.0,0.0999778839264039,6.999536068588606e-06,2.1832537099226e-06,2.971447850402116e-06,4.035471314574829e-06,8.425480526596194e-07,3.6676959405411267e-06,2.354000533599873e-06,2.6367678520409885e-06,2.9993313925061223e-06,3.579356439482255e-06,2.0637103785146835e-06,3.1999772101594116e-06,9.829932411289243e-09,7.282264020327853e-08,2.5235078669728307e-08,4.362875940371706e-09,5.633935455577573e-06,2.0659189369297238e-06,5.520117298976889e-06,2.5106105218470466e-06,6.316081784549933e-07,4.333143722444756e-10,1.2260428542717815e-06,2.169607618250367e-13,6.209270301378167e-09,1.208063198800082e-13,1.0192608535217504e-13,1.2676551903514132e-13,2.0539263511169024e-14,1.9823220899353514e-14,1.387490575532657e-07,1.615332541456528e-07,2.4178005132090572e-14,2.743540366311377e-07,8.502206688250992e-15,3.6160052229038195e-14,1.4401547299032334e-07,1.2306946848217052e-14,4.321301970185343e-17,9.718716047266518e-10,6.0363667762555e-18,4.474369765471344e-11,6.0657086341258355e-18,3.2238123741346655e-20
8.390203574940234e-08,0.11224929922370873,0.9,0.0,0.0,0.0,0.0,0.09997726972335685,7.224206461562759e-06,2.199099323690905e-06,3.0327755781600093e-06,4.142281920909161e-06,8.444804825166868e-07,3.771728189281748e-06,2.391465941738617e-06,2.691598672856501e-06,3.0816449884981286e-06,3.696829254491093e-06,2.105244530507713e-06,3.2964788678393387e-06,9.901276103362669e-09,7.335258110535501e-08,2.529326382890368e-08,4.372927233891559e-09,5.859249095322071e-06,2.140821307446621e-06,5.78972201078737e-06,2.613739972926051e-06,6.674355276504165e-07,4.402131148412852e-10,1.2852595379394087e-06,2.2392311511383795e-13,6.458833525491326e-09,1.2400291085237693e-13,1.0499910375779912e-13,1.3036020620558656e-13,2.170417489750705e-14,2.0615757685590337e-14,1.4805918063533578e-07,1.7311583883832735e-07,2.4817947124884276e-14,2.8955674518354797e-07,8.973271911812726e-15,3.725053044194241e-14,1.52385074403097e-07,1.302208255162664e-14,4.498811627512108e-17,1.0731100124619419e-09,6.327939991476264e-18,5.054685976119036e-11,6.285634168801125e-18,3.436486152725754e-20
8.614347090311189e-08,0.11224942851692774,0.9,0.0,0.0,0.0,0.0,0.09997665506720742,7.450309001852295e-06,2.2140123944768873e-06,3.093287898247755e-06,4.248728879747722e-06,8.4622189952349e-07,3.875722528800839e-06,2.4277820399172296e-06,2.745640982982798e-06,3.1639580551973474e-06,3.815402215761682e-06,2.1461259049201955e-06,3.393202808083385e-06,9.968421090391449e-09,7.38513340895663e-08,2.5345697699206577e-08,4.3819853693299365e-09,6.0859056722822795e-06,2.2158873140002738e-06,6.064284766326494e-06,2.7175929490484145e-06,7.042643180723846e-07,4.4690025993603676e-10,1.3453970886579236e-06,2.3092975489110004e-13,6.709898062935471e-09,1.2718856761490443e-13,1.080791560997351e-13,1.339535290892551e-13,2.2901634416351128e-14,2.141300754862606e-14,1.5767459527111412e-07,1.8515393216042286e-07,2.545571037153334e-14,3.051559167648142e-07,9.456616329055005e-15,3.834352047110402e-14,1.610036053752763e-07,1.3758479820651898e-14,4.677566645774818e-17,1.1816432718038842e-09,6.624047711031374e-18,5.691045084308942e-11,6.506040248451891e-18,3.657709159213729e-20
8.838490605682144e-08,0.1122495586740318,0.9,0.0,0.0,0.0,0.0,0.09997603995545107,7.677822666082274e-06,2.228047758834583e-06,3.153002398880459e-06,4.354810229540346e-06,8.477911350316656e-07,3.979666611137217e-06,2.4629773369218297e-06,2.7989052532165117e-06,3.2462706127987867e-06,3.93507712770826e-06,2.1863647557225645e-06,3.4901339685212486e-06,1.0031614269860074e-08,7.432073310644748e-08,2.539294728200379e-08,4.3901482699176655e-09,6.313815197861411e-06,2.2911007770466174e-06,6.3437340388360265e-06,2.8221268601589352e-06,7.420940886415232e-07,4.533810562912467e-10,1.4064271729815736e-06,2.3798002832018487e-13,6.962363202310343e-09,1.303632315845832e-13,1.1116576236515605e-13,1.3754506082980537e-13,2.4131626319795715e-14,2.2214653785155486e-14,1.6759307271665018e-07,1.9765014883927752e-07,2.6091283119688427e-14,3.211502064130522e-07,9.952197974969898e-15,3.9438852110262855e-14,1.6987161875157452e-07,1.4516185406816843e-14,4.857493713890767e-17,1.2977684766357957e-09,6.924550360330024e-18,6.387052159616849e-11,6.726879360808766e-18,3.887634066874608e-20
9.062634121053099e-08,0.11224968967813655,0.9,0.0,0.0,0.0,0.0,0.09997542438575423,7.906726703867768e-06,2.2412570288940895e-06,3.211936355818101e-06,4.460524342457379e-06,8.492051637371242e-07,4.083548481415449e-06,2.4970801123608687e-06,2.851401839885012e-06,3.3285826823981506e-06,4.055855573472098e-06,2.2259711758054285e-06,3.587257688051926e-06,1.0091088021527246e-08,7.476250426907508e-08,2.5435523675729408e-08,4.397504204232179e-09,6.542892657123606e-06,2.3664471121954576e-06,6.628000392698076e-06,2.9273016204248424e-06,7.809242600704754e-07,4.5966071051554115e-10,1.4683221662370484e-06,2.4507329104438493e-13,7.216133807548861e-09,1.3352685417249862e-13,1.1425845533672927e-13,1.4113438817047135e-13,2.5394131014598638e-14,2.302039719805439e-14,1.7781224340773925e-07,2.106069272552628e-07,2.6724655616446538e-14,3.375382631632164e-07,1.0459974699021481e-14,4.053635968754266e-14,1.7898962910331676e-07,1.5295242788430597e-14,5.038523831260768e-17,1.4217852761840876e-09,7.22931185572594e-18,7.14642766819063e-11,6.948108676376246e-18,4.126413592973686e-20
9.286777636424054e-08,0.11224982151306262,0.9,0.0,0.0,0.0,0.0,0.09997480835594455,8.13700063491008e-06,2.2536887819917278e-06,3.270106735156078e-06,4.565869890948152e-06,8.504792868323621e-07,4.187356569175169e-06,2.5301183765270822e-06,2.903140985338518e-06,3.410894285979596e-06,4.177738926831414e-06,2.2649550995101567e-06,3.6845597026277975e-06,1.0147061061219357e-08,7.517827219503849e-08,2.5473887590463922e-08,4.40413273859188e-09,6.773057688753944e-06,2.4419131728543697e-06,6.917016389577599e-06,3.033079500961429e-06,8.207541386139289e-07,4.657443796695327e-10,1.5310551463056942e-06,2.5220890709661014e-13,7.471119958553528e-09,1.3667939578218706e-13,1.1735678045791673e-13,1.4472111115387982e-13,2.6689125184291726e-14,2.38299549698148e-14,1.883296088109155e-07,2.2402653914401338e-07,2.7355819907992125e-14,3.5431873121151383e-07,1.0979904201256888e-14,4.163588201781546e-14,1.8835811375637028e-07,1.6095692258556626e-14,5.2205920543466803e-17,1.5539957566059886e-09,7.538199574204591e-18,7.973006961439343e-11,7.1696895872501e-18,4.374200470304922e-20
9.510921151795009e-08,0.11224995416329393,0.9,0.0,0.0,0.0,0.0,0.09997419186400253,8.368624246101757e-06,2.265388739152729e-06,3.32753019625162e-06,4.670845817597193e-06,8.5162729710813e-07,4.291079679828602e-06,2.5621198346033316e-06,2.9541328184685647e-06,3.4932054464026154e-06,4.300728363361008e-06,2.303326305119718e-06,3.7820261405654706e-06,1.019973924443335e-08,7.556956597566127e-08,2.5508454319362263e-08,4.410105595592655e-09,7.004234288827089e-06,2.517487108380619e-06,7.210716500369141e-06,3.139424991215217e-06,8.615829197361584e-07,4.716371646710537e-10,1.5945998864586401e-06,2.5938624880906573e-13,7.727236618600653e-09,1.3982082490547586e-13,1.2046029568318288e-13,1.483048428261683e-13,2.801658190860783e-14,2.4643059619098166e-14,1.9914255247343066e-07,2.379110986780742e-07,2.7984769658983702e-14,3.7149025096195796e-07,1.1511944064807075e-14,4.273726234970181e-14,1.9797751380759113e-07,1.691757101199124e-14,5.403637258382496e-17,1.6947043271257848e-09,7.851084318949779e-18,8.870739722364976e-11,7.39158729350732e-18,4.631147406303353e-20
9.735064667165964e-08,0.11225008761394019,0.9,0.0,0.0,0.0,0.0,0.09997357490805299,8.601577588641352e-06,2.2763999330496992e-06,3.384223094772516e-06,4.775451307972043e-06,8.526616276806656e-07,4.394706986247098e-06,2.5931118548992655e-06,3.004387355251606e-06,3.575516187388169e-06,4.424824870894885e-06,2.3410944173103146e-06,3.879643517435364e-06,1.0249316322561844e-08,7.593782479315552e-08,2.5539598216527823e-08,4.4154874274894245e-09,7.236350536519484e-06,2.5931582363016963e-06,7.5090370225324325e-06,3.246304668520724e-06,9.034096916971994e-07,4.773441044445613e-10,1.6589308473442447e-06,2.6660469672391325e-13,7.984403326428396e-09,1.4295111731096375e-13,1.235685713147582e-13,1.5188520894591218e-13,2.937647078022871e-14,2.545945803622535e-14,2.1024835032712197e-07,2.522625709713685e-07,2.8611499989883527e-14,3.890514599660349e-07,1.2056051784958225e-14,4.384034830782873e-14,2.0784823512868657e-07,1.776091323116668e-14,5.587601912426694e-17,1.8442176104841176e-09,8.1678402791946e-18,9.84368937245172e-11,7.613770423955833e-18,4.8974070741509625e-20
9.959208182536919e-08,0.1122502218507014,0.9,0.0,0.0,0.0,0.0,0.09997295748635775,8.835840975158782e-06,2.2867628660592936e-06,3.4402014858548247e-06,4.879685766163717e-06,8.535934859805464e-07,4.498228020477324e-06,2.6231214408087083e-06,3.053914499316464e-06,3.6578265335040913e-06,4.550029259344448e-06,2.3782689095644707e-06,3.97739873058102e-06,1.0295974654529435e-08,7.628440320662942e-08,2.556765673118121e-08,4.420336512938113e-09,7.46933833993242e-06,2.668916927198347e-06,7.811916002407455e-06,3.353687075347348e-06,9.462334390588699e-07,4.828701707550414e-10,1.7240231682254112e-06,2.738636395039511e-13,8.242543910933572e-09,1.460702553117108e-13,1.266811898276772e-13,1.5546184769738748e-13,3.0768758018944136e-14,2.6278910588613298e-14,2.216441803004089e-07,2.670827800493173e-07,2.923600733041606e-14,4.07000993766205e-07,1.2612184795301378e-14,4.4944991830905853e-14,2.179706493564611e-07,1.8625750170890623e-14,5.772431868081551e-17,2.0028443374659438e-09,8.488344987144338e-18,1.0896032441849012e-10,7.836210698427558e-18,5.17313209058966e-20
9.999999999999998e-08,0.11225035685983499,0.9,0.0,0.0,0.0,0.0,0.09997284507173006,8.87861388301242e-06,2.288582108426688e-06,3.450313366622729e-06,4.898615426359643e-06,8.537528599615199e-07,4.51705555830625e-06,2.6284792998997378e-06,3.0628504638684535e-06,3.6728061305337966e-06,4.572934382872381e-06,2.384971170326506e-06,3.995202998703094e-06,1.0304165657434339e-08,7.634524603944965e-08,2.5572455535026877e-08,4.421165892223595e-09,7.51182836645449e-06,2.682712955446793e-06,7.867522409078388e-06,3.37328129687961e-06,9.54134065179656e-07,4.838567887326386e-10,1.735949287022614e-06,2.75189000630291e-13,8.28962188556374e-09,1.4663670566623166e-13,1.2724808960947878e-13,1.5611233076937145e-13,3.1025621754795784e-14,2.6428353072931646e-14,2.2374907230744125e-07,2.6983045515421043e-07,2.93494219532288e-14,4.1030928399272295e-07,1.2714685338280808e-14,4.5146181811950695e-14,2.1983992259352694e-07,1.878545574229145e-14,5.806158053254503e-17,2.0327172460677752e-09,8.547067373675304e-18,1.1096420955599572e-10,7.876718165096894e-18,5.224341189956352e-20
1.0183351697907874e-07,0.11225035685983499,0.9,0.0,0.0,0.0,0.0,0.09997233959730799,9.071394976852147e-06,2.296515659027374e-06,3.4954811273567945e-06,4.983548792738386e-06,8.544329745427864e-07,4.601632665587401e-06,2.6521752061871954e-06,3.1027240425343644e-06,3.7401365101499105e-06,4.6763421699223736e-06,2.414859106546197e-06,4.07527905331683e-06,1.033988587659301e-08,7.661057612744957e-08,2.5592934044947683e-08,4.42470538511233e-09,7.703133200283193e-06,2.7447545009269455e-06,8.119293162117803e-06,3.4615426037623443e-06,9.900530461119595e-07,4.882202636705302e-10,1.7898526575601267e-06,2.811624738431323e-13,8.501586226508678e-09,1.4917822710281758e-13,1.297977456845594e-13,1.5903440940807985e-13,3.2193406583254476e-14,2.710119028960478e-14,2.3332713129049387e-07,2.823734163256376e-07,2.9858289287453376e-14,4.25337486653327e-07,1.3180300491295827e-14,4.6051049106143365e-14,2.2834509486851934e-07,1.9512110241831643e-14,5.958076161099126e-17,2.170895245284825e-09,8.812479272721488e-18,1.2032057905601908e-10,8.058882627596676e-18,5.458474970502586e-20
1.0407495213278829e-07,0.11225049262812545,0.9,0.0,0.0,0.0,0.0,0.0999717212394178,9.308220420636793e-06,2.3056941913002944e-06,3.5500774831975648e-06,5.087040164856684e-06,8.551891999327584e-07,4.70491114764315e-06,2.6802993538776257e-06,3.150825665630354e-06,3.822446143541109e-06,4.803764083816497e-06,2.450874186438865e-06,4.173272128847807e-06,1.0381211532828244e-08,7.691754350241407e-08,2.5615704351428475e-08,4.4286413981183785e-09,7.93767399293476e-06,2.8206631330354305e-06,8.431109830717317e-06,3.569843386676947e-06,1.0348673002258575e-06,4.933992076067307e-10,1.856395783008839e-06,2.8850060437836566e-13,8.761461907311855e-09,1.5227502616795733e-13,1.3291784514148974e-13,1.626025562711475e-13,3.3650376279406886e-14,2.7926082028829735e-14,2.4529421154200524e-07,2.9813604362213976e-07,3.047834452591137e-14,4.440595723467353e-07,1.376035625128011e-14,4.7158380500550015e-14,2.3897187774364083e-07,2.0420019092694715e-14,6.144486823676626e-17,2.3486829796208074e-09,9.14012721344209e-18,1.3256166488427296e-10,8.281763233238414e-18,5.753588123385542e-20
1.0631638728649784e-07,0.1122506291428558,0.9,0.0,0.0,0.0,0.0,0.09997110241131771,9.546298386307348e-06,2.3143322325300767e-06,3.604005726770457e-06,5.190159818350852e-06,8.558703709556172e-07,4.808054027814458e-06,2.7075196571386194e-06,3.1982289388149802e-06,3.904755460692913e-06,4.932295330352615e-06,2.4863231832463627e-06,4.271365963950192e-06,1.0420103668571132e-08,7.720643472178157e-08,2.563621481293597e-08,4.432187237681488e-09,8.172902763927322e-06,2.896635770386524e-06,8.747308879276746e-06,3.6785631954812314e-06,1.080674895121827e-06,4.984117479057169e-10,1.9236296609432408e-06,2.958774436014733e-13,9.022106138964462e-09,1.553606507434095e-13,1.3604110604636847e-13,1.6616596207226882e-13,3.513962386796806e-14,2.875338185644022e-14,2.5754235647300896e-07,3.1437210576356763e-07,3.1096172661376965e-14,4.631658846044936e-07,1.4352309455368993e-14,4.826685048953772e-14,2.498512727061725e-07,2.1349499691033807e-14,6.331618708148354e-17,2.5365220001306135e-09,9.471176082496034e-18,1.4572869940328015e-10,8.504831799699164e-18,6.058623839680996e-20
1.0855782244020739e-07,0.11225076639178104,0.9,0.0,0.0,0.0,0.0,0.09997048311174869,9.785610203713385e-06,2.3224615667269198e-06,3.6572807444215303e-06,5.292907831572539e-06,8.564838871731512e-07,4.911052194611626e-06,2.733861443748969e-06,3.2449433224351465e-06,3.9870644894036635e-06,5.061936094681525e-06,2.5212149890580965e-06,4.36954892244832e-06,1.0456705388949002e-08,7.74783127681508e-08,2.565468822606282e-08,4.435381381441845e-09,8.40876454080396e-06,2.9726660551077953e-06,9.06783465963502e-06,3.78767734369992e-06,1.127474434071134e-06,5.032625479053666e-10,1.9915320455245434e-06,3.0329241177072123e-13,9.28345744630555e-09,1.584351033312923e-13,1.3916715763076882e-13,1.6972431192057076e-13,3.666110316797342e-14,2.958289631556274e-14,2.7006843598576267e-07,3.31082932776666e-07,3.171177416331372e-14,4.826550577705276e-07,1.495611750253252e-14,4.937632758318896e-14,2.6098352405388154e-07,2.2300572402637678e-14,6.519429321855127e-17,2.7347284892629633e-09,9.805516296508707e-18,1.598679028514729e-10,8.728069657337438e-18,6.373734238368544e-20
1.1079925759391694e-07,0.11225090436310337,0.9,0.0,0.0,0.0,0.0,0.0999698633395565,1.0026137449949456e-05,2.330112109012307e-06,3.7099171389846148e-06,5.395284410837935e-06,8.570364186776497e-07,5.013896856251428e-06,2.759349582573464e-06,3.290978167643088e-06,4.06937325823783e-06,5.1926864250235285e-06,2.5555583562783938e-06,4.467809718520853e-06,1.0491151384560488e-08,7.773417812114306e-08,2.567132542363948e-08,4.438258513780096e-09,8.645207156601066e-06,3.048748256053611e-06,9.392632946556647e-06,3.897162596317239e-06,1.1752644330192404e-06,5.079561864649208e-10,2.060081317414951e-06,3.107449368239418e-13,9.545457495939669e-09,1.614983902657837e-13,1.4229564029628112e-13,1.732773019846187e-13,3.821476515861396e-14,3.041444182399192e-14,2.828692612974447e-07,3.4826974672093686e-07,3.2325150267866715e-14,5.025257272648511e-07,1.5571737825711507e-14,5.048668425061924e-14,2.723688465687933e-07,2.3273255069460726e-14,6.707878670481265e-17,2.9436202642220805e-09,1.0143041358867308e-17,1.7502659044063733e-10,8.95145997551684e-18,6.699071267581815e-20
1.1304069274762649e-07,0.11225104304544899,0.9,0.0,0.0,0.0,0.0,0.09996924309368639,1.0267861946559995e-05,2.3373120155052955e-06,3.7619292333645753e-06,5.497289877310561e-06,8.5753397799674e-07,5.1165795331524655e-06,2.7840084723872323e-06,3.3363427170824417e-06,4.1516817965087145e-06,5.324546239501449e-06,2.5893618998208805e-06,4.56613740986719e-06,1.0523568426230096e-08,7.797497243235085e-08,2.568630743932922e-08,4.440849899716875e-09,8.882181085951854e-06,3.1248772070281625e-06,9.721650883053186e-06,4.006997084434885e-06,1.2240433236373095e-06,5.12497155906507e-10,2.1292564721818e-06,3.182344542920416e-13,9.808050912401021e-09,1.645505213220115e-13,1.4542620539651152e-13,1.768246392328449e-13,3.98005580785776e-14,3.124784409822332e-14,2.9594159132397585e-07,3.659336671768384e-07,3.293630289928912e-14,5.227765300226037e-07,1.6199127905371934e-14,5.159779684277932e-14,2.840074264106059e-07,2.4267563086072e-14,6.896929110845587e-17,3.163516691931718e-09,1.0483647801872826e-17,1.9125316435935823e-10,9.174987578562145e-18,7.034786702860248e-20
1.1528212790133604e-07,0.11225118242784655,0.9,0.0,0.0,0.0,0.0,0.0999686223731782,1.0510765756759732e-05,2.344087786749033e-06,3.813331074161209e-06,5.598924655178032e-06,8.579819849147856e-07,5.219092050559256e-06,2.8078620327697503e-06,3.3810461055904194e-06,4.233990134260898e-06,5.457515332590729e-06,2.6226340992683805e-06,4.664521390762326e-06,1.0554075830669037e-08,7.820158198439972e-08,2.569979745969202e-08,4.443183721992177e-09,9.119639292342532e-06,3.201048251093632e-06,1.0054836928646717e-05,4.1171602249468014e-06,1.2738094563022506e-06,5.168898603345764e-10,2.1990371084488885e-06,3.2576040721167077e-13,1.007118510684419e-08,1.6759150935776472e-13,1.4855851501554422e-13,1.8036604117778236e-13,4.1418427523106245e-14,3.208293761347555e-14,3.0928213864750867e-07,3.840757164151474e-07,3.3545234599078036e-14,5.434061048870476e-07,1.683824528185029e-14,5.270954551394909e-14,2.958994219923543e-07,2.528350947457126e-14,7.086545213638263e-17,3.3947386068623956e-09,1.0827235130493926e-17,2.0859710556307051e-10,9.398638791840146e-18,7.381032085121909e-20
1.1752356305504559e-07,0.11225132249970675,0.9,0.0,0.0,0.0,0.0,0.09996800117716152,1.0754831182670174e-05,2.3504643650578676e-06,3.864136435326796e-06,5.7001892609951075e-06,8.583853249102037e-07,5.321426531294417e-06,2.8309336968943115e-06,3.425097360915109e-06,4.316298302252474e-06,5.591593381212539e-06,2.655383300998887e-06,4.762951385025756e-06,1.0582785898782778e-08,7.841484094664951e-08,2.5711942583885142e-08,4.445285384943061e-09,9.357537085654903e-06,3.2772571903633863e-06,1.0392140810373611e-05,4.227632644935475e-06,1.3245611030065355e-06,5.211386143076862e-10,2.269403415844526e-06,3.333222460397935e-13,1.0334810117286247e-08,1.706213699964391e-13,1.5169224174354606e-13,1.839012356254296e-13,4.30683165386944e-14,3.291956510349323e-14,3.228875750955252e-07,4.0269682426909077e-07,3.415194846213066e-14,5.644130929610978e-07,1.74890475661665e-14,5.382181414228294e-14,3.080449648380721e-07,2.632110495796403e-14,7.276693632659706e-17,3.6376082315944965e-09,1.1173705761868764e-17,2.2710896536767762e-10,9.622401288080521e-18,7.737958723105812e-20
1.1976499820875514e-07,0.11225146325080351,0.9,0.0,0.0,0.0,0.0,0.09996737950485127,1.1000040762572608e-05,2.356465226141062e-06,3.9143588218509265e-06,5.801084294079111e-06,8.587484018331274e-07,5.42357538863818e-06,2.8532464060519083e-06,3.4685054044470102e-06,4.398606331937115e-06,5.72677995049356e-06,2.6876177202781375e-06,4.861417438927674e-06,1.0609804328202065e-08,7.86155344393474e-08,2.572287540924924e-08,4.447177788419039e-09,9.595831989209032e-06,3.3535002407442e-06,1.0733513476344316e-05,4.338396110513366e-06,1.3762964601989872e-06,5.252476418306351e-10,2.340336162791362e-06,3.4091942856901464e-13,1.0598878459524359e-08,1.7364012134254863e-13,1.5482706845049933e-13,1.8742996042914492e-13,4.4750165715555236e-14,3.375757709426639e-14,3.367545369572065e-07,4.217978327290386e-07,3.475644807922654e-14,5.857961379214626e-07,1.815149244965326e-14,5.493449024968266e-14,3.2044416042226083e-07,2.738035803199454e-14,7.467342981706648e-17,3.8924490999985295e-09,1.1522964963712686e-17,2.4684035686260087e-10,9.8462639488454e-18,8.105717708327441e-20
