Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19)
7.990717868610812e-10,0.11224539610961301,0.9,0.0,0.0,0.0,0.0,0.09999978520617293,5.5011127371733524e-08,5.319048996038644e-08,3.80095562411728e-08,3.80095562411728e-08,3.1755789546911637e-08,3.292125806645174e-08,3.29203609858384e-08,3.29203609858384e-08,2.9353945391898678e-08,2.9353945391898678e-08,2.6577579007435437e-08,2.6577579007435437e-08,2.3949768036427205e-10,1.5811397309828444e-09,8.200425920478289e-10,3.4542592749227953e-10,0.0
8.273412101700361e-10,0.1122453969625578,0.9,0.0,0.0,0.0,0.0,0.09999977760724257,5.6957299346003e-08,5.506565824392715e-08,3.935425024485176e-08,3.935425024485176e-08,3.287005544757966e-08,3.4085939338576707e-08,3.408501052123427e-08,3.408501052123427e-08,3.039242303431652e-08,3.039242303431652e-08,2.7517834949844994e-08,2.7517834949844994e-08,2.479410134071598e-10,1.6437000886687208e-09,8.534184474177228e-10,3.624654435793149e-10,0.0
8.556106334789911e-10,0.11224539781550245,0.9,0.0,0.0,0.0,0.0,0.09999977000831277,5.8903471172370427e-08,5.6940825072605236e-08,4.0698944146341473e-08,4.0698944146341473e-08,3.398423445152973e-08,3.525062052219336e-08,3.524965996812406e-08,3.524965996812406e-08,3.1430900597821e-08,3.1430900597821e-08,2.845809082080175e-08,2.845809082080175e-08,2.563844554001011e-10,1.7062616443651327e-09,8.867943135754171e-10,3.795917570882093e-10,0.0
8.83880056787946e-10,0.11224539866844713,0.9,0.0,0.0,0.0,0.0,0.09999976240938356,6.084964285083537e-08,5.881599103109896e-08,4.2043637945641726e-08,4.2043637945641726e-08,3.509833570904078e-08,3.641530161730154e-08,3.641430932650758e-08,3.641430932650758e-08,3.246937808241212e-08,3.246937808241212e-08,2.9398346620305588e-08,2.9398346620305588e-08,2.6482776427252596e-10,1.768824055463927e-09,9.201696356424919e-10,3.9679627261828223e-10,0.0
9.12149480096901e-10,0.1122453995213917,0.9,0.0,0.0,0.0,0.0,0.09999975481045491,6.279581438139738e-08,6.069115630488549e-08,4.33883316427523e-08,4.33883316427523e-08,3.6212367336240146e-08,3.7579982623901107e-08,3.757895859638467e-08,3.757895859638467e-08,3.3507855488089886e-08,3.3507855488089886e-08,3.0338602348356405e-08,3.0338602348356405e-08,2.732709994869308e-10,1.8313870770249958e-09,9.535440411134815e-10,4.1407124654747177e-10,0.0
9.40418903405856e-10,0.11224540037433621,0.9,0.0,0.0,0.0,0.0,0.09999974721152685,6.4741985764056e-08,6.256632079301575e-08,4.473302523767296e-08,4.473302523767296e-08,3.732633655856354e-08,3.874466354199189e-08,3.874360777775517e-08,3.874360777775517e-08,3.4546332814854315e-08,3.4546332814854315e-08,3.127885800495411e-08,3.127885800495411e-08,2.8171443828419175e-10,1.893950532756069e-09,9.86917288977065e-10,4.3140969445126363e-10,0.0
9.68688326714811e-10,0.11224540122728063,0.9,0.0,0.0,0.0,0.0,0.09999973961259938,6.668815699881077e-08,6.444148488606662e-08,4.60777187304035e-08,4.60777187304035e-08,3.844024979636179e-08,3.990934437157373e-08,3.9908256870618935e-08,3.9908256870618935e-08,3.5584810062705395e-08,3.5584810062705395e-08,3.221911359009858e-08,3.221911359009858e-08,2.9015781295998545e-10,1.9565142997842093e-09,1.0202892438543665e-09,4.4880533135756e-10,0.0
9.969577500237659e-10,0.11224540208022502,0.9,0.0,0.0,0.0,0.0,0.09999973201367246,6.863432808566127e-08,6.631664871210382e-08,4.74224121209437e-08,4.74224121209437e-08,3.955411276729474e-08,4.107402511264649e-08,4.1072905874975776e-08,4.1072905874975776e-08,3.662328723164315e-08,3.662328723164315e-08,3.315936910378971e-08,3.315936910378971e-08,2.9860108245519235e-10,2.019078291102319e-09,1.0536598441271965e-09,4.662525012245348e-10,0.0
9.999999999999999e-10,0.1122454029331693,0.9,0.0,0.0,0.0,0.0,0.09999973119590432,6.884376775582425e-08,6.651844683495111e-08,4.756712300586451e-08,4.756712300586451e-08,3.967397977262683e-08,4.119936370795501e-08,4.119824105489735e-08,4.119824105489735e-08,3.673504426945173e-08,3.673504426945173e-08,3.326055589357782e-08,3.326055589357782e-08,2.9950971571495604e-10,2.0258112051582222e-09,1.0572509820268337e-09,4.681329533013252e-10,0.0
1.0252271733327208e-09,0.1122454029331693,0.9,0.0,0.0,0.0,0.0,0.09999972441474614,7.058049902460703e-08,6.819181212821429e-08,4.876710540929333e-08,4.876710540929333e-08,4.066793058080698e-08,4.223870576520999e-08,4.2237554790825536e-08,4.2237554790825536e-08,3.766176432166758e-08,3.766176432166758e-08,3.40996245460274e-08,3.40996245460274e-08,3.0704445325944464e-10,2.081642443133337e-09,1.0870290768534601e-09,4.837461075495334e-10,0.0
1.0534965966416758e-09,0.1122454037861136,0.9,0.0,0.0,0.0,0.0,0.0999997168158204,7.252666981564761e-08,7.006697529102115e-08,5.011179859545218e-08,5.011179859545218e-08,4.1781707811723035e-08,4.340338632926408e-08,4.340220361816805e-08,4.340220361816805e-08,3.870024133277869e-08,3.870024133277869e-08,3.503987991681155e-08,3.503987991681155e-08,3.154878157205641e-10,2.144206708905949e-09,1.1203969621142653e-09,5.012815554267661e-10,0.0
1.0817660199506307e-09,0.1122454046390578,0.9,0.0,0.0,0.0,0.0,0.09999970921689522,7.447284045878257e-08,7.194213829561014e-08,5.1456491679420025e-08,5.1456491679420025e-08,4.289544855868065e-08,4.456806680480862e-08,4.456685235700315e-08,4.456685235700315e-08,3.973871826497648e-08,3.973871826497648e-08,3.598013521614204e-08,3.598013521614204e-08,3.2393110894852706e-10,2.206771054223965e-09,1.1537635433820754e-09,5.188547027458689e-10,0.0
1.1100354432595856e-09,0.11224540549200188,0.9,0.0,0.0,0.0,0.0,0.09999970161797063,7.641901095401145e-08,7.381730104588826e-08,5.280118466119665e-08,5.280118466119665e-08,4.4009156494367806e-08,4.573274719184343e-08,4.573150100733069e-08,4.573150100733069e-08,4.077719511826097e-08,4.077719511826097e-08,3.692039044401877e-08,3.692039044401877e-08,3.3237445338143197e-10,2.269335454741798e-09,1.1871288804497691e-09,5.364618170258372e-10,0.0
1.1383048665685406e-09,0.11224540634494595,0.9,0.0,0.0,0.0,0.0,0.0999996940190466,7.83651813013338e-08,7.569246359992896e-08,5.414587754078183e-08,5.414587754078183e-08,4.512283491119703e-08,4.6897427490368364e-08,4.689614956915048e-08,4.689614956915048e-08,4.181567189263215e-08,4.181567189263215e-08,3.786064560044163e-08,3.786064560044163e-08,3.4081780808342917e-10,2.33189989332145e-09,1.2204930434721956e-09,5.540995356991241e-10,0.0
1.1665742898774955e-09,0.11224540719788999,0.9,0.0,0.0,0.0,0.0,0.09999968642012316,8.031135150074919e-08,7.756762602439457e-08,5.549057031817534e-08,5.549057031817534e-08,4.6236486762811906e-08,4.8062107700383276e-08,4.806079804246237e-08,4.806079804246237e-08,4.285414858809004e-08,4.285414858809004e-08,3.880090068541054e-08,3.880090068541054e-08,3.4926111851657055e-10,2.3944643578380845e-09,1.2538561080762913e-09,5.717648294950546e-10,0.0
1.1948437131864504e-09,0.11224540805083381,0.9,0.0,0.0,0.0,0.0,0.09999967882120031,8.225752155225715e-08,7.94427882618582e-08,5.683526299337697e-08,5.683526299337697e-08,4.735011470099032e-08,4.922678782188799e-08,4.922544642726619e-08,4.922544642726619e-08,4.389262520463463e-08,4.389262520463463e-08,3.974115569892536e-08,3.974115569892536e-08,3.57704450792961e-10,2.457028839606023e-09,1.2872181517407905e-09,5.894549691568601e-10,0.0
1.2332487952910854e-09,0.11224540920959038,0.9,0.0,0.0,0.0,0.0,0.09999966849777675,8.490146703010247e-08,8.199026690639938e-08,5.866207875130534e-08,5.866207875130534e-08,4.886298635633256e-08,5.0809049730613544e-08,5.0807665220485134e-08,5.0807665220485134e-08,4.5303434888025965e-08,4.5303434888025965e-08,4.1018527626980845e-08,4.1018527626980845e-08,3.691750498616125e-10,2.5420250738415003e-09,1.33254025293675e-09,6.135231213442144e-10,0.0
1.2716538773957204e-09,0.11224541036834679,0.9,0.0,0.0,0.0,0.0,0.09999965817435427,8.754541223496417e-08,8.453774531928067e-08,6.048889432062483e-08,6.048889432062483e-08,5.037582352786045e-08,5.239131147598178e-08,5.2389883850350643e-08,5.2389883850350643e-08,4.671424442577296e-08,4.671424442577296e-08,4.229589942315843e-08,4.229589942315843e-08,3.806455980158838e-10,2.6270213176676534e-09,1.3778607972024939e-09,6.376271509188182e-10,0.0
1.3100589595003554e-09,0.11224541152710305,0.9,0.0,0.0,0.0,0.0,0.09999964785093286,9.018935716684116e-08,8.708522342821038e-08,6.23157097013349e-08,6.23157097013349e-08,5.188863077341833e-08,5.397357305799231e-08,5.3972102316862315e-08,5.3972102316862315e-08,4.812505381787566e-08,4.812505381787566e-08,4.357327108745785e-08,4.357327108745785e-08,3.9211617418030026e-10,2.7120175644504867e-09,1.4231799594455006e-09,6.617623251284562e-10,0.0
1.3484640416049905e-09,0.11224541268585918,0.9,0.0,0.0,0.0,0.0,0.0999996375275125,9.283330182573227e-08,8.96327011936159e-08,6.414252489343503e-08,6.414252489343503e-08,5.3401412038082563e-08,5.5555834476644754e-08,5.555432062001975e-08,5.555432062001975e-08,4.953586306433406e-08,4.953586306433406e-08,4.485064261987884e-08,4.485064261987884e-08,4.0358682205910266e-10,2.7970138100572982e-09,1.4684979006525605e-09,6.859245379095964e-10,0.0
1.3868691237096255e-09,0.11224541384461527,0.9,0.0,0.0,0.0,0.0,0.09999962720409321,9.54772462116364e-08,9.218017876493103e-08,6.596933989692462e-08,6.596933989692462e-08,5.491417074014255e-08,5.713809573193869e-08,5.7136538759822523e-08,5.7136538759822523e-08,5.094667216514817e-08,5.094667216514817e-08,4.612801402042112e-08,4.612801402042112e-08,4.150573949380179e-10,2.88201005176739e-09,1.513814766464533e-09,7.101102253315773e-10,0.0
1.4252742058142605e-09,0.11224541500337117,0.9,0.0,0.0,0.0,0.0,0.09999961688067499,9.812119032455244e-08,9.472765614711207e-08,6.779615471180313e-08,6.779615471180313e-08,5.6426909846180515e-08,5.8720356823873756e-08,5.871875673627023e-08,5.871875673627023e-08,5.2357481120318014e-08,5.2357481120318014e-08,4.740538528908445e-08,4.740538528908445e-08,4.265278896574708e-10,2.9670062877829333e-09,1.5591306875864135e-09,7.34316290106809e-10,0.0
1.4636792879188955e-09,0.11224541616212698,0.9,0.0,0.0,0.0,0.0,0.09999960655725784,1.0076513416447924e-07,9.727513313466243e-08,6.962296933807003e-08,6.962296933807003e-08,5.793963192999543e-08,6.030261775244955e-08,6.030097454936244e-08,6.030097454936244e-08,5.376828992984362e-08,5.376828992984362e-08,4.868275642586854e-08,4.868275642586854e-08,4.3799851289791955e-10,3.0520025169189378e-09,1.6044457805043676e-09,7.585400419497186e-10,0.0
1.5020843700235305e-09,0.11224541732088258,0.9,0.0,0.0,0.0,0.0,0.09999959623384176,1.0340907773141569e-07,9.982260980738064e-08,7.144978377572475e-08,7.144978377572475e-08,5.9452339224686746e-08,6.188487851766566e-08,6.188319219909877e-08,6.188319219909877e-08,5.517909859372498e-08,5.517909859372498e-08,4.996012743077314e-08,4.996012743077314e-08,4.494691855980104e-10,3.1369987384370604e-09,1.649760148663474e-09,7.827791443154243e-10,0.0
1.5404894521281655e-09,0.11224541847963818,0.9,0.0,0.0,0.0,0.0,0.09999958591042672,1.0605302102536066e-07,1.0237008639659508e-07,7.327659802476674e-08,7.327659802476674e-08,6.096503362520925e-08,6.346713911952175e-08,6.34654096854788e-08,6.34654096854788e-08,5.658990711196211e-08,5.658990711196211e-08,5.123749830379798e-08,5.123749830379798e-08,4.609396768310106e-10,3.2219949519346025e-09,1.6950738818392654e-09,8.070316124732011e-10,0.0
1.5788945342328005e-09,0.11224541963839363,0.9,0.0,0.0,0.0,0.0,0.09999957558701277,1.0869696404631302e-07,1.0491756268084443e-07,7.510341208519547e-08,7.510341208519547e-08,6.247771682122592e-08,6.504939955801736e-08,6.504762700850209e-08,6.504762700850209e-08,5.8000715484555054e-08,5.8000715484555054e-08,5.251486904494279e-08,5.251486904494279e-08,4.724102083599833e-10,3.3069911571086607e-09,1.740387060733117e-09,8.312956760583138e-10,0.0
1.6172996163374355e-09,0.11224542079714894,0.9,0.0,0.0,0.0,0.0,0.09999956526359988,1.1134090679427168e-07,1.074650386033066e-07,7.693022595701035e-08,7.693022595701035e-08,6.399039029888667e-08,6.663165983315212e-08,6.662984416816828e-08,6.662984416816828e-08,5.9411523711503784e-08,5.9411523711503784e-08,5.3792239654207316e-08,5.3792239654207316e-08,4.838808371961658e-10,3.3919873537689397e-09,1.7856997571884382e-09,8.55569777077001e-10,0.0
1.6557046984420705e-09,0.11224542195590419,0.9,0.0,0.0,0.0,0.0,0.09999955494018806,1.1398484926923548e-07,1.1001251431474405e-07,7.875703964021085e-08,7.875703964021085e-08,6.550305533651714e-08,6.821391994492567e-08,6.821206116447691e-08,6.821206116447691e-08,6.082233179280834e-08,6.082233179280834e-08,5.5069610131591284e-08,5.5069610131591284e-08,4.953514126836736e-10,3.4769835418077844e-09,1.831012033711514e-09,8.798525746969927e-10,0.0
1.6941097805467055e-09,0.11224542311465924,0.9,0.0,0.0,0.0,0.0,0.0999995446167773,1.1662879147120329e-07,1.1255998980092876e-07,8.058385313479641e-08,8.058385313479641e-08,6.701571303486906e-08,6.979617989333758e-08,6.979427799742761e-08,6.979427799742761e-08,6.223313972846874e-08,6.223313972846874e-08,5.634698047709443e-08,5.634698047709443e-08,5.0682194910698e-10,3.5619797211675896e-09,1.8763239446139404e-09,9.041429138545417e-10,0.0
1.7325148626513405e-09,0.11224542427341418,0.9,0.0,0.0,0.0,0.0,0.0999995342933676,1.1927273340017404e-07,1.1510746498118576e-07,8.241066644076651e-08,8.241066644076651e-08,6.852836434335407e-08,7.137843967838745e-08,7.137649466701994e-08,7.137649466701994e-08,6.364394751848499e-08,6.364394751848499e-08,5.76243506907165e-08,5.76243506907165e-08,5.182925271722229e-10,3.6469758918160807e-09,1.9216355370400243e-09,9.28439797993344e-10,0.0
1.7709199447559755e-09,0.11224542543216907,0.9,0.0,0.0,0.0,0.0,0.09999952396995897,1.2191667505614656e-07,1.1765493989708043e-07,8.423747955812056e-08,8.423747955812056e-08,7.004101010491625e-08,7.296069930007494e-08,7.295871117325349e-08,7.295871117325349e-08,6.505475516285713e-08,6.505475516285713e-08,5.89017207724572e-08,5.89017207724572e-08,5.297631053352966e-10,3.7319720537308486e-09,1.966946853003865e-09,9.527423421548134e-10,0.0
1.8093250268606105e-09,0.1122454265909238,0.9,0.0,0.0,0.0,0.0,0.09999951364655141,1.2456061643911976e-07,1.2020241458592961e-07,8.606429248685802e-08,8.606429248685802e-08,7.155365102219352e-08,7.45429587583996e-08,7.454092751612789e-08,7.454092751612789e-08,6.646556266158514e-08,6.646556266158514e-08,6.017909072231629e-08,6.017909072231629e-08,5.41233646291355e-10,3.816968206898771e-09,2.0122579276811025e-09,9.770498085249676e-10,0.0
1.8477301089652455e-09,0.11224542774967837,0.9,0.0,0.0,0.0,0.0,0.09999950332314492,1.2720455754909243e-07,1.2274988898131578e-07,8.789110522697836e-08,8.789110522697836e-08,7.306628770718191e-08,7.612521805336106e-08,7.612314369564267e-08,7.612314369564267e-08,6.787637001466905e-08,6.787637001466905e-08,6.14564605402935e-08,6.14564605402935e-08,5.527042164653485e-10,3.901964351311287e-09,2.0575687917863277e-09,1.0013615543928452e-09,0.0
1.8861351910698805e-09,0.11224542890843282,0.9,0.0,0.0,0.0,0.0,0.0999994929997395,1.2984849838606355e-07,1.2529736307362858e-07,8.9717917778481e-08,8.9717917778481e-08,7.457892068504737e-08,7.770747718495895e-08,7.770535971179745e-08,7.770535971179745e-08,6.928717722210887e-08,6.928717722210887e-08,6.273383022638855e-08,6.273383022638855e-08,5.641748254730544e-10,3.986960486961899e-09,2.1028794717216242e-09,1.0256770281899548e-09,0.0
1.9245402731745155e-09,0.11224543006718721,0.9,0.0,0.0,0.0,0.0,0.09999948267633511,1.324924389500319e-07,1.278448369654665e-07,9.154473014136538e-08,9.154473014136538e-08,7.609155042283942e-08,7.928973615319284e-08,7.928757556459182e-08,7.928757556459182e-08,7.069798428390462e-08,7.069798428390462e-08,6.401119978060118e-08,6.401119978060118e-08,5.75645370720536e-10,4.071956613844869e-09,2.148189990987218e-09,1.0499957393661862e-09,0.0
1.9629453552791505e-09,0.11224543122594147,0.9,0.0,0.0,0.0,0.0,0.09999947235293181,1.3513637924099646e-07,1.303923106276622e-07,9.3371542315631e-08,9.3371542315631e-08,7.760417732600832e-08,8.087199495806235e-08,8.086979125402533e-08,8.086979125402533e-08,7.210879120005631e-08,7.210879120005631e-08,6.528856920293112e-08,6.528856920293112e-08,5.871158813774892e-10,4.1569527319567766e-09,2.1935003700088456e-09,1.0743172620451973e-09,0.0
2.0013504373837855e-09,0.11224543238469557,0.9,0.0,0.0,0.0,0.0,0.09999946202952958,1.3778031925895605e-07,1.329397839343206e-07,9.519835430127726e-08,9.519835430127726e-08,7.911680174366891e-08,8.24542535995671e-08,8.245200678009762e-08,8.245200678009762e-08,7.351959797056396e-08,7.351959797056396e-08,6.656593849337814e-08,6.656593849337814e-08,5.985864833392656e-10,4.241948841296208e-09,2.2388106263995377e-09,1.0986412294986576e-09,0.0
2.0397555194884205e-09,0.1122454335434496,0.9,0.0,0.0,0.0,0.0,0.09999945170612842,1.4042425900390956e-07,1.3548725699673387e-07,9.702516609830364e-08,9.702516609830364e-08,8.062942398483743e-08,8.403651207770669e-08,8.403422214280827e-08,8.403422214280827e-08,7.493040459542757e-08,7.493040459542757e-08,6.784330765194193e-08,6.784330765194193e-08,6.100570653144909e-10,4.326944941861208e-09,2.2841207757657455e-09,1.1229673171035396e-09,0.0
2.0781606015930555e-09,0.11224543470220348,0.9,0.0,0.0,0.0,0.0,0.09999944138272833,1.4306819847585583e-07,1.3803472984715913e-07,9.885197770670956e-08,9.885197770670956e-08,8.214204432101861e-08,8.561877039248073e-08,8.561643734215683e-08,8.561643734215683e-08,7.634121107464721e-08,7.634121107464721e-08,6.912067667862227e-08,6.912067667862227e-08,6.215275950460151e-10,4.411941033650737e-09,2.329430831832288e-09,1.1472952396298522e-09,0.0
2.1165656836976905e-09,0.11224543586095724,0.9,0.0,0.0,0.0,0.0,0.09999943105932928,1.4571213767479374e-07,1.4058220240857389e-07,1.0067878912649448e-07,1.0067878912649448e-07,8.365466298560724e-08,8.720102854388881e-08,8.719865237814292e-08,8.719865237814292e-08,7.775201740822283e-08,7.775201740822283e-08,7.039804557341886e-08,7.039804557341886e-08,6.329981495551989e-10,4.496937116664708e-09,2.374740806407762e-09,1.171624751873828e-09,0.0
2.1549707658023255e-09,0.11224543701971085,0.9,0.0,0.0,0.0,0.0,0.09999942073593131,1.4835607660072224e-07,1.4312967468668177e-07,1.0250560035765787e-07,1.0250560035765787e-07,8.516728017970703e-08,8.878328653193055e-08,8.878086725076613e-08,8.878086725076613e-08,7.916282359615445e-08,7.916282359615445e-08,7.167541433633143e-08,7.167541433633143e-08,6.444687231376912e-10,4.581933190902779e-09,2.420050709673534e-09,1.1959556425500147e-09,0.0
2.1933758479069605e-09,0.11224543817846439,0.9,0.0,0.0,0.0,0.0,0.0999994104125344,1.5100001525364012e-07,1.456771467234187e-07,1.0433241140019914e-07,1.0433241140019914e-07,8.667989607687414e-08,9.036554435660557e-08,9.036308196002603e-08,9.036308196002603e-08,8.057362963844212e-08,8.057362963844212e-08,7.295278296735973e-08,7.295278296735973e-08,6.55939273856957e-10,4.666929256364531e-09,2.465360550420342e-09,1.2202877293111064e-09,0.0
2.2701860121162306e-09,0.11224544049597109,0.9,0.0,0.0,0.0,0.0,0.0999993897657438,1.5628789174043965e-07,1.5077209000261853e-07,1.0798603291941319e-07,1.0798603291941319e-07,8.970512453241776e-08,9.353005951585384e-08,9.352751088845434e-08,9.352751088845434e-08,8.339524128608563e-08,8.339524128608563e-08,7.550751983376245e-08,7.550751983376245e-08,6.788803768621954e-10,4.8369213609589515e-09,2.5559800723293073e-09,1.2689549111067983e-09,0.0
2.3469961763255006e-09,0.1122454428134773,0.9,0.0,0.0,0.0,0.0,0.09999936911895745,1.6157576713518335e-07,1.5586703222631774e-07,1.1163965368413222e-07,1.1163965368413222e-07,9.273034935378064e-08,9.669457402163049e-08,9.66919391634245e-08,9.66919391634245e-08,8.621685235115345e-08,8.621685235115345e-08,7.806225617262488e-08,7.806225617262488e-08,7.018214784184613e-10,5.006913430447215e-09,2.6465994228911094e-09,1.3176252449587633e-09,0.0
2.4238063405347706e-09,0.11224544513098304,0.9,0.0,0.0,0.0,0.0,0.09999934847217536,1.6686364143786222e-07,1.6096197339778535e-07,1.1529327369435181e-07,1.1529327369435181e-07,9.575557129937254e-08,9.985908787393235e-08,9.985636678493325e-08,9.985636678493325e-08,8.90384628336457e-08,8.90384628336457e-08,8.06169919839449e-08,8.06169919839449e-08,7.247625752481883e-10,5.176905464828764e-09,2.737218640555302e-09,1.3662979340045255e-09,0.0
2.5006165047440406e-09,0.1122454474484883,0.9,0.0,0.0,0.0,0.0,0.09999932782539755,1.7215151464846733e-07,1.6605691351702602e-07,1.1894689295006758e-07,1.1894689295006758e-07,9.878079093065708e-08,1.030236010727563e-07,1.0302079375297728e-07,1.0302079375297728e-07,9.186007273356251e-08,9.186007273356251e-08,8.317172726772041e-08,8.317172726772041e-08,7.477036673381124e-10,5.346897464103228e-09,2.8278377537957454e-09,1.4149723883034666e-09,0.0
2.5774266689533106e-09,0.11224544976599303,0.9,0.0,0.0,0.0,0.0,0.099999307178624,1.7743938676698958e-07,1.7115185258402905e-07,1.2260051145127507e-07,1.2260051145127507e-07,1.0180600866371447e-07,1.0618811361809917e-07,1.0618522006755334e-07,1.0618522006755334e-07,9.468168205090399e-08,9.468168205090399e-08,8.572646202394925e-08,8.572646202394925e-08,7.70644754690302e-10,5.516889428270298e-09,2.9184567837174527e-09,1.4636481706672617e-09,0.0
2.6542368331625806e-09,0.1122454520834974,0.9,0.0,0.0,0.0,0.0,0.0999992865318547,1.8272725779342005e-07,1.7624679059878584e-07,1.262541291979699e-07,1.262541291979699e-07,1.0483122482079662e-07,1.0935262550995786e-07,1.0934964572865806e-07,1.0934964572865806e-07,9.75032907856703e-08,9.75032907856703e-08,8.828119625262931e-08,8.828119625262931e-08,7.935858373045942e-10,5.686881357329675e-09,3.0090757466673712e-09,1.5123249424938862e-09,0.0
2.7310469973718506e-09,0.11224545440100119,0.9,0.0,0.0,0.0,0.0,0.09999926588508967,1.880151277277497e-07,1.8134172756128813e-07,1.2990774619014763e-07,1.2990774619014763e-07,1.0785643963042656e-07,1.1251713674832921e-07,1.1251407073628823e-07,1.1251407073628823e-07,1.003248989378615e-07,1.003248989378615e-07,9.083592995375849e-08,9.083592995375849e-08,8.16526915180597e-10,5.856873251281063e-09,3.099694654238474e-09,1.5610024636641784e-09,0.0
2.88466732579039e-09,0.11224545903600745,0.9,0.0,0.0,0.0,0.0,0.09999922459157243,1.9859086432007074e-07,1.9153159832949316e-07,1.3721497791093427e-07,1.3721497791093427e-07,1.1390686589219624e-07,1.188461572645973e-07,1.1884291879111165e-07,1.1884291879111165e-07,1.0596811349451914e-07,1.0596811349451914e-07,9.594539577335565e-08,9.594539577335565e-08,8.624090567189712e-10,6.196856933858686e-09,3.280932337987407e-09,1.65835903441366e-09,0.0
3.03828765420893e-09,0.11224546367101174,0.9,0.0,0.0,0.0,0.0,0.09999918329807223,2.091665965438807e-07,2.0172146488857528e-07,1.445222066135997e-07,1.445222066135997e-07,1.1995728835319255e-07,1.2517517516687836e-07,1.2517176423199724e-07,1.2517176423199724e-07,1.1161132572087793e-07,1.1161132572087793e-07,1.010548594827237e-07,1.010548594827237e-07,9.082911793047038e-10,6.536840476000832e-09,3.462169880835103e-09,1.7557169328507245e-09,0.0
3.2465545072751882e-09,0.11224546995479784,0.9,0.0,0.0,0.0,0.0,0.09999912731548681,2.2350436954658936e-07,2.1553611058498034e-07,1.544287912552446e-07,1.544287912552446e-07,1.2815998946781875e-07,1.3375557604112763e-07,1.337519312961724e-07,1.337519312961724e-07,1.1926196344586763e-07,1.1926196344586763e-07,1.079818815825778e-07,1.079818815825778e-07,9.704946697670615e-10,6.997764291842012e-09,3.707877886506692e-09,1.8877086868021872e-09,0.0
3.433994675034821e-09,0.1122454756102023,0.9,0.0,0.0,0.0,0.0,0.09999907693118676,2.3640835838373518e-07,2.279692850969376e-07,1.6334471268967762e-07,1.6334471268967762e-07,1.3554241599624056e-07,1.414779327200306e-07,1.414740775460817e-07,1.414740775460817e-07,1.2614753373634218e-07,1.2614753373634218e-07,1.1421619815620055e-07,1.1421619815620055e-07,1.026477781398624e-09,7.412595505399028e-09,3.929014946192417e-09,2.0065017775976087e-09,0.0
3.6214348427944535e-09,0.11224548126560398,0.9,0.0,0.0,0.0,0.0,0.09999902654691209,2.4931234071678476e-07,2.404024533421048e-07,1.722606296306309e-07,1.722606296306309e-07,1.4292483858873286e-07,1.4920028550717131e-07,1.4919621990429553e-07,1.4919621990429553e-07,1.3303310055754008e-07,1.3303310055754008e-07,1.204505115880846e-07,1.204505115880846e-07,1.0824608648125789e-09,7.827426509867434e-09,4.150151883501844e-09,2.125295034936603e-09,0.0
3.808875010554086e-09,0.11224548692100283,0.9,0.0,0.0,0.0,0.0,0.09999897616266282,2.6221631654560733e-07,2.528356153203561e-07,1.8117654207804028e-07,1.8117654207804028e-07,1.503072573778111e-07,1.5692263440250405e-07,1.5691835837076615e-07,1.5691835837076615e-07,1.39918663909463e-07,1.39918663909463e-07,1.2668482187819909e-07,1.2668482187819909e-07,1.1384439200082891e-09,8.242257305243033e-09,4.371288705159479e-09,2.2440883195334757e-09,0.0
3.996315178313719e-09,0.11224549257639874,0.9,0.0,0.0,0.0,0.0,0.09999892577843891,2.751202858700722e-07,2.652687710315654e-07,1.9009245003184169e-07,1.9009245003184169e-07,1.57689672402154e-07,1.6464497940598322e-07,1.6464049294544566e-07,1.6464049294544566e-07,1.4680422379211277e-07,1.4680422379211277e-07,1.3291912902651316e-07,1.3291912902651316e-07,1.1944269469852642e-09,8.657087891521625e-09,4.592425413128753e-09,2.3628815907004957e-09,0.0
4.183755346073352e-09,0.11224549823179185,0.9,0.0,0.0,0.0,0.0,0.09999887539424042,2.8802424869004885e-07,2.7770192047560697e-07,1.9900835349197104e-07,1.9900835349197104e-07,1.6507208367428682e-07,1.7236732051756322e-07,1.7236262362828627e-07,1.7236262362828627e-07,1.536897802054911e-07,1.536897802054911e-07,1.391534330329959e-07,1.391534330329959e-07,1.250409945743002e-09,9.071918268699005e-09,4.8135620080459985e-09,2.4816748352303573e-09,0.0
4.558635681592618e-09,0.11224550954256951,0.9,0.0,0.0,0.0,0.0,0.0999987746259196,3.138321548157821e-07,3.025682005614592e-07,2.1684014693084305e-07,2.1684014693084305e-07,1.7983689499697018e-07,1.878119910647619e-07,1.8780687331817443e-07,1.8780687331817443e-07,1.6746088262444366e-07,1.6746088262444366e-07,1.5162203162028917e-07,1.5162203162028917e-07,1.3623758585972117e-09,9.90157839572586e-09,5.255834860507607e-09,2.7192612072840784e-09,0.0
5.308396352631148e-09,0.11224553216409063,0.9,0.0,0.0,0.0,0.0,0.09999857308958274,3.654478890062519e-07,3.5230068552027347e-07,2.525036798810208e-07,2.525036798810208e-07,2.09366472897713e-07,2.1870128545387622e-07,2.186953259932717e-07,2.186953259932717e-07,1.950030458311871e-07,1.950030458311871e-07,1.765591910912143e-07,1.765591910912143e-07,1.5863073456430028e-09,1.1560896140335608e-08,6.140379223157562e-09,3.1944333330056305e-09,0.0
