Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528)
9.893638194565784e-07,0.112329958887247,0.9,0.0,0.0,0.0,0.0,0.09969748892302614,0.0001269523934086279,2.4499297336277164e-06,1.3975484805454155e-05,2.645587512195505e-05,8.602976723628735e-07,2.8183952186589407e-05,3.4683342859775176e-06,6.28663104279233e-06,3.662646000688985e-05,0.00012071091115452898,4.695041635160191e-06,3.084523330370961e-05,1.1030622785321028e-08,8.174156603105438e-08,2.5769803985762202e-08,4.4620350221496734e-09,7.276571937087058e-05,3.301253136705444e-05,0.00029358106853783703,4.897739160394854e-05,7.107811584376321e-05,6.396644586923021e-10,3.552652341914598e-05,3.921215507903993e-12,8.039066394771628e-08,7.891969993299709e-13,9.790263783409335e-13,9.706833655766338e-13,2.3032493211899996e-12,2.5513604838762375e-13,8.276141301510306e-06,3.694986507330688e-05,1.585075120328805e-13,2.7024238024848418e-05,8.345294676632398e-13,3.4855470328514033e-13,2.0200687627564324e-05,1.7201860358727212e-12,8.429936843991048e-16,3.643447222586877e-06,1.7488595364993783e-16,1.0384917324201736e-06,9.692476384211961e-17,1.970474029843843e-17,4.1936022833790135e-18,6.0236308423412e-16,3.534436445164534e-16,6.481168754676393e-07,3.3759397910462093e-17,2.4785745574773932e-16,1.9783903367397642e-17,1.4538965410836831e-16,3.142786067797523e-13,8.630380682523224e-18,1.1275117481235027e-08,1.281924161658605e-16,1.6519576051490283e-06,5.899117871765946e-13,7.183191548201709e-18
9.999999999999997e-07,0.11233178184468925,0.9,0.0,0.0,0.0,0.0,0.09969394289059831,0.00012836237175362463,2.4499096415475015e-06,1.4051142810602184e-05,2.6567034546054285e-05,8.602758151217935e-07,2.834078006522935e-05,3.468252087267587e-06,6.286906409437648e-06,3.702570928391053e-05,0.0001226416311852998,4.6952282301655124e-06,3.103023611108346e-05,1.1030532297953257e-08,8.174089574325587e-08,2.576914938608905e-08,4.4620337326815285e-09,7.315077394927735e-05,3.337479537449816e-05,0.0002981491768576708,4.9523326634666255e-05,7.233072459215694e-05,6.396690833200504e-10,3.593717787485828e-05,3.964585076680592e-12,8.081272445176902e-08,7.924768349431066e-13,9.848534337168084e-13,9.76040152795535e-13,2.343732545505509e-12,2.56474885151343e-13,8.337171067298571e-06,3.764752962290776e-05,1.5917352762218532e-13,2.748112695753387e-05,8.485998431298351e-13,3.5064527193543863e-13,2.0577984266947148e-05,1.752234737871712e-12,8.523900243927462e-16,3.7525861491414925e-06,1.7690713707365164e-16,1.0763987729534776e-06,9.798829486447942e-17,2.024205703304055e-17,4.332667716956328e-18,6.158347195820993e-16,3.6367794207321333e-16,6.714256690338634e-07,3.452858905711851e-17,2.5335341317774565e-16,2.0365064418564643e-17,1.4957379591487758e-16,3.213074168718733e-13,8.932101567550073e-18,1.1815529717454568e-08,1.3181152748751456e-16,1.6936269572436052e-06,5.964873452133741e-13,7.388996713729677e-18
1.0065351094811073e-06,0.11233178184468925,0.9,0.0,0.0,0.0,0.0,0.09969176239174177,0.00012922780984581876,2.449897292040579e-06,1.409707594835219e-05,2.6634356963219308e-05,8.602623748970945e-07,2.8436177129221298e-05,3.468201563028155e-06,6.287058565599875e-06,3.727106780570433e-05,0.00012383177602864464,4.695331372376226e-06,3.1142781106707426e-05,1.1030476879094957e-08,8.174048353763532e-08,2.5768746571440378e-08,4.462032865653398e-09,7.338352810638279e-05,3.359737186272603e-05,0.0003009644123747332,4.985874928087785e-05,7.310344071463445e-05,6.39671890576748e-10,3.6189487351280935e-05,3.991202908121802e-12,8.106779118448067e-08,7.944626298025019e-13,9.883977202265443e-13,9.792980916796527e-13,2.3687044127407636e-12,2.5728392793008127e-13,8.374141054310696e-06,3.807800418650271e-05,1.5957689235856817e-13,2.77626968458973e-05,8.572704960759569e-13,3.519170536377841e-13,2.081090440605321e-05,1.772018392446307e-12,8.581632487756973e-16,3.820528587115671e-06,1.7814903018445099e-16,1.1001186972778755e-06,9.864175117387655e-17,2.0576149393077465e-17,4.419507098399894e-18,6.241875549788399e-16,3.7004995554717495e-16,6.860027086804838e-07,3.500507105707176e-17,2.567811504947157e-16,2.0727005371581164e-17,1.5217931235176945e-16,3.256650176023917e-13,9.120807743119927e-18,1.215701068603449e-08,1.3406283122249214e-16,1.719457050349354e-06,6.005273698313913e-13,7.517061978828556e-18
1.0237063995056362e-06,0.11233361085189643,0.9,0.0,0.0,0.0,0.0,0.09968602687769244,0.0001314985714045094,2.44986480883848e-06,1.4215769431582515e-05,2.6807774054719717e-05,8.602270185926623e-07,2.8683367861393595e-05,3.468068730769864e-06,6.287401318526295e-06,3.7915938516093066e-05,0.00012697269923202283,4.695563847689501e-06,3.143447068036366e-05,1.1030330788658136e-08,8.173939959023738e-08,2.576768727571687e-08,4.462030489202594e-09,7.398133453015361e-05,3.41821771395131e-05,0.00030839185285801623,5.0740043010328614e-05,7.514479245377453e-05,6.396793380488507e-10,3.685242029557068e-05,4.061035625436298e-12,8.172270079457381e-08,7.99576315721242e-13,9.975816162312558e-13,9.877380419338943e-13,2.4346687558666935e-12,2.5936135620280304e-13,8.469381210675582e-06,3.9215532543209193e-05,1.6061592884086118e-13,2.8505537276084502e-05,8.801433270758903e-13,3.5521320646326244e-13,2.14268500879996e-05,1.8243306068712247e-12,8.733316822468475e-16,4.002259781161998e-06,1.8141193010553832e-16,1.1640118821576988e-06,1.0035862414528904e-16,2.1468424224539408e-17,4.652779842945961e-18,6.463753349385525e-16,3.8710034449197003e-16,7.252375810082329e-07,3.6271994448549046e-17,2.658492787825818e-16,2.1695723689094163e-17,1.5914931343633346e-16,3.3724115585368824e-13,9.62879347136811e-18,1.3089336061164167e-08,1.4008054126679603e-16,1.7881431605191697e-06,6.11142182299613e-13,7.859448870841952e-18
1.040877689530165e-06,0.11233544572303782,0.9,0.0,0.0,0.0,0.0,0.09968028268782828,0.00013376466508044604,2.449832245368497e-06,1.4331582986454625e-05,2.6976268576608548e-05,8.601915996644535e-07,2.892556474105143e-05,3.4679357739512404e-06,6.28766893166076e-06,3.856106381139333e-05,0.0001301331171314052,4.695745550787557e-06,3.172041639770962e-05,1.1030183957421418e-08,8.173831339266956e-08,2.5766626677992688e-08,4.462027903680331e-09,7.455943344149251e-05,3.4766947149659496e-05,0.0003158623080414117,5.1621272735989696e-05,7.720177102517862e-05,6.396868577426348e-10,3.751532221368943e-05,4.130713306599222e-12,8.235572346408305e-08,8.045425293698627e-13,1.0065817257559004e-12,9.960046580662877e-13,2.5011292590579006e-12,2.6136950234033795e-13,8.561895836906595e-06,4.0362144355027075e-05,1.616254737937294e-13,2.9252610865679187e-05,9.031433351771793e-13,3.584444533745469e-13,2.2048407219114345e-05,1.8771125599009373e-12,8.884987929109123e-16,4.18863741217797e-06,1.846745422367337e-16,1.230196399155408e-06,1.0207535450112973e-16,2.238161081519505e-17,4.8934878608069415e-18,6.689142895408114e-16,4.0459770076887987e-16,7.658338482814997e-07,3.7560392227190406e-17,2.750212243203965e-16,2.2690188142410063e-17,1.6629964754860746e-16,3.490014132433847e-13,1.0154560039358199e-17,1.4073903888717533e-08,1.4624647980056258e-16,1.8579964062939013e-06,6.217562242595037e-13,8.210382614672369e-18
1.058048979554694e-06,0.11233728627538649,0.9,0.0,0.0,0.0,0.0,0.09967453012448044,0.00013602608167335862,2.4497995641997722e-06,1.4444536246755611e-05,2.71399787176465e-05,8.601561161533853e-07,2.9162807809663206e-05,3.4678026767559477e-06,6.28786993987455e-06,3.92064352270825e-05,0.00013331247692805837,4.695882231721326e-06,3.2000730397843876e-05,1.1030036965885838e-08,8.173722295472796e-08,2.5765563739456196e-08,4.462024876506093e-09,7.511811995001786e-05,3.5351681847927276e-05,0.00032337470838703786,5.250243840857556e-05,7.927398046838157e-05,6.396942882317082e-10,3.817819306705526e-05,4.200235630450866e-12,8.296719014788231e-08,8.093649848959563e-13,1.01540167445617e-12,1.0040993283438644e-12,2.568072968473165e-12,2.633091464597115e-13,8.651719575697985e-06,4.151753839948475e-05,1.6260635430357608e-13,3.0003773461292756e-05,9.2626605139041e-13,3.6161206338537955e-13,2.2675460546136653e-05,1.9303543178448584e-12,9.03665023976691e-16,4.379656136568019e-06,1.8793711860045106e-16,1.2986961877255832e-06,1.0379202183658723e-16,2.3315662917285476e-17,5.141685420733757e-18,6.918271660702755e-16,4.2254219901945305e-16,8.078031348013572e-07,3.8869514514899365e-17,2.8438557544950136e-16,2.3710519330083825e-17,1.7363280367552346e-16,3.6095566726940167e-13,1.0698327166458486e-17,1.51125467950741e-08,1.5255961187896886e-16,1.928996886940694e-06,6.323694943013037e-13,8.569866393512694e-18
1.0752202695792228e-06,0.11233913232928461,0.9,0.0,0.0,0.0,0.0,0.09966876948535842,0.00013828281551132973,2.449766729166348e-06,1.4554650592511478e-05,2.729903878728533e-05,8.601205651009468e-07,2.939513699805423e-05,3.4676694230344776e-06,6.2880119074178505e-06,3.985204417761779e-05,0.00013651023650477505,4.695978985366807e-06,3.227552262950444e-05,1.1029889382256277e-08,8.173612718841534e-08,2.5764498478691963e-08,4.462021350246175e-09,7.565768934805575e-05,3.593638119127842e-05,0.0003309279967405909,5.33835399856752e-05,8.136102888452663e-05,6.397016688570305e-10,3.8841032816326096e-05,4.269602472353734e-12,8.35574319326243e-08,8.140479142087957e-13,1.0240449808890861e-12,1.0120234808308892e-12,2.635487064716548e-12,2.651814570765168e-13,8.738887567022706e-06,4.2681418022571724e-05,1.6355937537123108e-13,3.075888508832502e-05,9.495071151323692e-13,3.6471727816474665e-13,2.3307896974087117e-05,1.9840461390116055e-12,9.188301718640453e-16,4.575308726071383e-06,1.9119954731476216e-16,1.369534015038231e-06,1.0550858213928574e-16,2.4270616279726582e-17,5.397434141693328e-18,7.151022437464116e-16,4.4093663781456434e-16,8.511563407569123e-07,4.019958449763352e-17,2.939031709811727e-16,2.4756833180742268e-17,1.8114894768605047e-16,3.730988822767115e-13,1.1260305054242938e-17,1.6207118991008883e-08,1.590208762693431e-16,2.001124360914607e-06,6.429819922810044e-13,8.937927130264614e-18
1.0923915596037516e-06,0.11234098370811257,0.9,0.0,0.0,0.0,0.0,0.09966300106354972,0.0001405348641996363,2.4497337049422584e-06,1.4661949003013225e-05,2.745357932460148e-05,8.600849426757586e-07,2.9622592300261777e-05,3.467535996541568e-06,6.288101538361786e-06,4.049788197263544e-05,0.00013972586427490725,4.696040326232277e-06,3.254490089381453e-05,1.1029740395113533e-08,8.173502569564458e-08,2.576343185834558e-08,4.4620174008585e-09,7.617843698483803e-05,3.652104513885623e-05,0.0003385211283260233,5.426457743155639e-05,8.34625284349918e-05,6.397091093135982e-10,3.9503841421411934e-05,4.338813830995816e-12,8.412677989759698e-08,8.185955923070679e-13,1.0325150843871965e-12,1.019778554334851e-12,2.7033588644831547e-12,2.6698769810091266e-13,8.823435376810958e-06,4.385349113933008e-05,1.644853198763444e-13,3.151780983628793e-05,9.728622873977358e-13,3.6776131442733264e-13,2.394560552436698e-05,2.0381784667821876e-12,9.33993892435073e-16,4.775586133428016e-06,1.9446163001216232e-16,1.4427314777868298e-06,1.0722498104350948e-16,2.524652361250878e-17,5.660795645304081e-18,7.387190707511689e-16,4.597841699920351e-16,8.959036503936878e-07,4.1551062806853085e-17,3.0350242729579385e-16,2.582923895392008e-17,1.8884731665357674e-16,3.854217659617708e-13,1.1840697220387349e-17,1.7359495505556325e-08,1.656315895431236e-16,2.07435827602508e-06,6.535937184063385e-13,9.314596364945156e-18
1.1095628496282805e-06,0.11234284023826092,0.9,0.0,0.0,0.0,0.0,0.09965722514752144,0.00014278222839139362,2.449700457360586e-06,1.4766455918901714e-05,2.7603727204168126e-05,8.600492474529987e-07,2.98452139188001e-05,3.467402381159455e-06,6.288144774496509e-06,4.114393983252031e-05,0.00014295883903334437,4.6960702547218064e-06,3.280897088621017e-05,1.102959082200119e-08,8.173391643911342e-08,2.576236267140353e-08,4.462012772023894e-09,7.668065814236843e-05,3.7105673652240915e-05,0.00034615307075565674,5.5145550716952626e-05,8.557809535037872e-05,6.39716406061842e-10,4.016661884173523e-05,4.4078696737560404e-12,8.467556496795471e-08,8.230112529333182e-13,1.0408154118199014e-12,1.0273659323613896e-12,2.771675822471551e-12,2.6872856400186276e-13,8.905398932531173e-06,4.503347023252524e-05,1.6538494686454513e-13,3.2280415746950595e-05,9.963274851487149e-13,3.707453689426915e-13,2.458847729368679e-05,2.0927419169067535e-12,9.491567721553806e-16,4.980477557302187e-06,1.9772369898145279e-16,1.5183090054031473e-06,1.0894132573193772e-16,2.6243305843312105e-17,5.931813937466844e-18,7.62708028354797e-16,4.790840063321287e-16,9.42054540882779e-07,4.292298777857468e-17,3.133001022751607e-16,2.6927835974930956e-17,1.9673075240269224e-16,3.9793748130306323e-13,1.2439706447135509e-17,1.8571571414758528e-08,1.723901943099373e-16,2.1486777991627768e-06,6.642046712476955e-13,9.699866928180654e-18
1.1267341396528094e-06,0.11234470174910122,0.9,0.0,0.0,0.0,0.0,0.09965144202112344,0.0001450249115777192,2.449666953646268e-06,1.4868197113022335e-05,2.774960573895657e-05,8.60013477107685e-07,3.0063042384461216e-05,3.46726856094514e-06,6.2881468821094955e-06,4.1790208903356695e-05,0.00014620864980935373,4.696072315833916e-06,3.306783623756136e-05,1.1029440357870906e-08,8.173279824763386e-08,2.5761290669153052e-08,4.4620073752555574e-09,7.716464791122262e-05,3.769026669507872e-05,0.00035382280405225094,5.602645981892631e-05,8.770734994791776e-05,6.397235781343607e-10,4.082936503573725e-05,4.476770155368454e-12,8.520411778174614e-08,8.272987473092794e-13,1.0489492820589664e-12,1.0347870600278589e-12,2.8404255281674766e-12,2.704051915286123e-13,8.98481446489065e-06,4.6221072349416724e-05,1.6625899531699405e-13,3.304657470525027e-05,1.0198987200976026e-12,3.736706122003794e-13,2.5236405413808055e-05,2.1477272870831186e-12,9.643186539297724e-16,5.189970506427479e-06,2.0098567005223182e-16,1.596285864626667e-06,1.1065757706929711e-16,2.7260978739934e-17,6.210541906123605e-18,7.870602148099385e-16,4.98838429415986e-16,9.896177918389204e-07,4.4315509840712226e-17,3.232672825414649e-16,2.805271964761887e-17,2.047995344275442e-16,4.1064234762253216e-13,1.3057525560829738e-17,1.984526106640522e-08,1.7929741759647566e-16,2.2240618455371654e-06,6.748148508076929e-13,1.009375921808053e-17
1.1421883006748853e-06,0.11234638122870705,0.9,0.0,0.0,0.0,0.0,0.09964623127338457,0.0001470393292043838,2.4496365547698675e-06,1.4957421774195914e-05,2.787734525786686e-05,8.59981216232489e-07,3.0255023700085132e-05,3.467147934669291e-06,6.288117484033801e-06,4.237202428623108e-05,0.00014914746011773146,4.696052948910159e-06,3.3296449104827045e-05,1.1029303236895413e-08,8.173178431750082e-08,2.576032468712427e-08,4.462001994755858e-09,7.758489450752382e-05,3.8216370077852296e-05,0.0003607570422237919,5.6819223119871245e-05,8.963507155772754e-05,6.397300721060563e-10,4.142580987672152e-05,4.538647993248904e-12,8.566278967187944e-08,8.310513330288011e-13,1.056130114683587e-12,1.0413251565939411e-12,2.9026601159265284e-12,2.7186036858716944e-13,9.054140030794916e-06,4.729620175384949e-05,1.6702436415257708e-13,3.373905274902329e-05,1.0412002799263747e-12,3.762539950938294e-13,2.582377718392472e-05,2.197567398670663e-12,9.779630589949889e-16,5.382436828995711e-06,2.0392110930151121e-16,1.668531457968913e-06,1.1220205424493257e-16,2.819480008814204e-17,6.4680359264379856e-18,8.092624775778499e-16,5.170090123729513e-16,1.0336389880594853e-06,4.558700720845171e-17,3.3229238945776984e-16,2.908766435581878e-17,2.1221852637037793e-16,4.2222702371567705e-13,1.3629798231474917e-17,2.1045858626822413e-08,1.8564247466301037e-16,2.292800047969977e-06,6.843633518950973e-13,1.0455662471556566e-17
1.1576424616969613e-06,0.11234806448661339,0.9,0.0,0.0,0.0,0.0,0.09964101511186375,0.00014904996634466098,2.4496058998193207e-06,1.5044448480241132e-05,2.8001808768612457e-05,8.599488903566021e-07,3.0443185932860332e-05,3.467027118660855e-06,6.288061592663682e-06,4.29539969996509e-05,0.0001520991435084141,4.696015599897212e-06,3.3521001235059425e-05,1.1029165064151822e-08,8.173076187557328e-08,2.5759356837320388e-08,4.46199595184855e-09,7.799082705114827e-05,3.874244467816912e-05,0.0003677203488809515,5.761193441042626e-05,9.157330499774287e-05,6.397364634400558e-10,4.202222935865555e-05,4.600400377868798e-12,8.610558126386246e-08,8.347055952487203e-13,1.0631810914733606e-12,1.0477308307142686e-12,2.965226436465341e-12,2.73265131962628e-13,9.121457981300885e-06,4.837708045479233e-05,1.6777010592684565e-13,3.443421981624753e-05,1.0625818561773038e-12,3.787914925632636e-13,2.641508453066522e-05,2.2477354839085467e-12,9.916066535300565e-16,5.578607594328835e-06,2.0685646320793282e-16,1.7427475993328285e-06,1.1374646635089634e-16,2.914553024571912e-17,6.731847616736826e-18,8.317561230739761e-16,5.35549871670102e-16,1.0788161897226234e-06,4.6875100151787695e-17,3.4145053921332395e-16,3.014403228363685e-17,2.1978823482386764e-16,4.3396317920697907e-13,1.4217592166997328e-17,2.2299350028758147e-08,1.9210819343872888e-16,2.3623675881669e-06,6.939112263751302e-13,1.0824569307779898e-17
1.1730966227190372e-06,0.11234975140452816,0.9,0.0,0.0,0.0,0.0,0.0996357937339206,0.00015105683071028737,2.449574967298094e-06,1.5129298326021556e-05,2.8123079158057623e-05,8.599164993424609e-07,3.062755965129798e-05,3.4669061020636377e-06,6.287981929118968e-06,4.3536120490416463e-05,0.00015506334817244426,4.695962099834762e-06,3.3741564044425805e-05,1.1029026419772071e-08,8.172972920239245e-08,2.5758385686038277e-08,4.461988999140949e-09,7.838265978479407e-05,3.926849047398428e-05,0.00037471200638302077,5.840459368625746e-05,9.352178207777781e-05,6.397426156915639e-10,4.2618623449693913e-05,4.662027526087261e-12,8.653273245558999e-08,8.382637080258011e-13,1.0701045247500837e-12,1.0540051430804057e-12,3.0281157305272513e-12,2.746200486194951e-13,9.18679515961746e-06,4.9463511638312355e-05,1.6849671643869827e-13,3.5131990078617195e-05,1.084040792554347e-12,3.8128391298338615e-13,2.7010253619951935e-05,2.298225183904018e-12,1.0052497377171053e-15,5.778470435392346e-06,2.0979190989053552e-16,1.8189459449170793e-06,1.152908498546048e-16,3.011311478297804e-17,7.002003495273826e-18,8.54557865724538e-16,5.544607894141295e-16,1.125154389508338e-06,4.817925564004336e-17,3.5080652479786535e-16,3.122187825757992e-17,2.275105604740638e-16,4.4585858907540574e-13,1.4821038270645738e-17,2.3607167768775995e-08,1.9869380166813894e-16,2.432748685292229e-06,7.034584736288196e-13,1.1200474972957497e-17
1.1885507837411132e-06,0.11235144186604291,0.9,0.0,0.0,0.0,0.0,0.0996305673339054,0.00015305993144577057,2.4495437359889e-06,1.5211993006694656e-05,2.8241237216000796e-05,8.598840393155444e-07,3.080817581685711e-05,3.466784874250227e-06,6.287880934633558e-06,4.4118388190277164e-05,0.00015803972865905945,4.695894091295597e-06,3.395820769238265e-05,1.1028885596812406e-08,8.17286873046851e-08,2.575741341672242e-08,4.461981431415519e-09,7.876060652705234e-05,3.979450744421589e-05,0.0003817313053267452,5.919720094676443e-05,9.5480237364172e-05,6.397488277615342e-10,4.3214992117107553e-05,4.7235298640550245e-12,8.69444826322301e-08,8.417289964619239e-13,1.0769026130005688e-12,1.0601492462899074e-12,3.0913193292368423e-12,2.7592642551297797e-13,9.250178491848248e-06,5.05553014661126e-05,1.6920468160883508e-13,3.583227997327603e-05,1.1055744612655342e-12,3.837320454477783e-13,2.760921185721241e-05,2.349030257612791e-12,1.0188914227168313e-15,5.982012031326916e-06,2.1272693965242775e-16,1.897137407001514e-06,1.1683505654125602e-16,3.1097663244510465e-17,7.278548314438364e-18,8.776178515648384e-16,5.737462029933805e-16,1.1726581495033956e-06,4.9500793071163043e-17,3.601783492068851e-16,3.232125665344173e-17,2.3538220032903047e-16,4.578910122002636e-13,1.544025716932274e-17,2.4970755042871772e-08,2.0540211321002723e-16,2.5039274628629484e-06,7.130050952925653e-13,1.1583422331609654e-17
1.2040049447631891e-06,0.11235313575663526,0.9,0.0,0.0,0.0,0.0,0.0996253361031658,0.00015505927904262726,2.4495121850559174e-06,1.529255476198562e-05,2.8356361688615975e-05,8.598515092871453e-07,3.098506580603914e-05,3.4666634249758587e-06,6.2877608003602646e-06,4.470079352320288e-05,0.00016102794579323952,4.695813048498209e-06,3.417100110390885e-05,1.1028743373977973e-08,8.172763504610716e-08,2.5756439553294236e-08,4.461973112691535e-09,7.912488060560617e-05,4.032049556934998e-05,0.00038877754457237535,5.9989756194904225e-05,9.744840820137699e-05,6.397549203213165e-10,4.3811335328072016e-05,4.784907658593677e-12,8.734107057911586e-08,8.451032432020865e-13,1.0835776018841964e-12,1.066164206444592e-12,3.154828659695141e-12,2.7718466238657766e-13,9.31163496442575e-06,5.165225906876557e-05,1.6989447226310175e-13,3.6535008145369357e-05,1.127180355202957e-12,3.861366711897241e-13,2.821188786565277e-05,2.4001445578584894e-12,1.0325323141542508e-15,6.18921814305519e-06,2.1566188943556267e-16,1.97733215986721e-06,1.1837921026682067e-16,3.209908034900959e-17,7.561501604319363e-18,9.0096682278007e-16,5.934042424061762e-16,1.2213316081973194e-06,5.083876601134549e-17,3.696829402500157e-16,3.3442212595288465e-17,2.4340539331774814e-16,4.700733554612888e-13,1.6075374069641445e-17,2.6391565286202625e-08,2.1223133061728438e-16,2.5758879643818977e-06,7.225510903025914e-13,1.1973394261517349e-17
1.217815009379211e-06,0.11235465225137078,0.9,0.0,0.0,0.0,0.0,0.09962065746535764,0.00015684275944883013,2.4494837045386467e-06,1.5362759841581185e-05,2.845673462436842e-05,8.598223808364097e-07,3.1140010588689597e-05,3.4665547006358286e-06,6.287638861807529e-06,4.5221350539342446e-05,0.00016370800327720713,4.6957306819266655e-06,3.4357954085678493e-05,1.1028615413559177e-08,8.17266846350531e-08,2.5755566753542198e-08,4.461964848529072e-09,7.94390067270583e-05,4.0790501840928846e-05,0.0003950963952301211,6.069795117016786e-05,9.921520250475494e-05,6.397601850988707e-10,4.434421478941197e-05,4.839650677211797e-12,8.768283323474952e-08,8.480432400209605e-13,1.089440101556116e-12,1.0714309060286277e-12,3.211833277577646e-12,2.7826884512883316e-13,9.364945144667783e-06,5.2636735390891596e-05,1.7049587724013394e-13,3.7164974630302474e-05,1.1465468022363577e-12,3.8824929509763896e-13,2.875353621007972e-05,2.446077743681868e-12,1.0447214565714136e-15,6.3774687133629585e-06,2.1828460907319417e-16,2.050698033541509e-06,1.1975904418452105e-16,3.30082006712978e-17,7.819794741114398e-18,9.220833115749482e-16,6.112864715275289e-16,1.2658196299564808e-06,5.204806182611423e-17,3.7831680312849543e-16,3.446220711525547e-17,2.507043829460243e-16,4.810901566238833e-13,1.665647199714696e-17,2.7710831279817375e-08,2.1843606917296937e-16,2.640841250577721e-06,7.310810008820121e-13,1.2327821483495895e-17
1.231625073995233e-06,0.11235617131525175,0.9,0.0,0.0,0.0,0.0,0.09961597525282843,0.00015862326137918058,2.4494549400179614e-06,1.5431296354939122e-05,2.8554799873896218e-05,8.597931946902662e-07,3.129202821936646e-05,3.4664457846021668e-06,6.28750447665427e-06,4.5742007520044744e-05,0.00016639701342070456,4.695639815801355e-06,3.454193407256012e-05,1.1028485598048668e-08,8.172572495138805e-08,2.575469237303014e-08,4.4619559146378226e-09,7.974253590847321e-05,4.126048505146767e-05,0.00040143571680889057,6.140610462314763e-05,0.00010098936406620496,6.3976546230612e-10,4.4877073871584194e-05,4.894294916050383e-12,8.801284770340644e-08,8.509144616655811e-13,1.0952075355246813e-12,1.0765962202119691e-12,3.2690692724143133e-12,2.793160175240801e-13,9.416757520662405e-06,5.3625056235288665e-05,1.7108345732425946e-13,3.779676982134831e-05,1.1659672309689714e-12,3.9032832305232025e-13,2.9298048027255373e-05,2.492248800367558e-12,1.05690945842823e-15,6.56862214151975e-06,2.2090698813420785e-16,2.1256774290462345e-06,1.2113871944389385e-16,3.393082838098849e-17,8.083252862376131e-18,9.434038212537217e-16,6.294695605973377e-16,1.311247068889216e-06,5.327114220455655e-17,3.8696147061100296e-16,3.5499497710911425e-17,2.5812346256187145e-16,4.922156633344751e-13,1.7250438779998243e-17,2.9078011286418534e-08,2.247390735455341e-16,2.7063945198229655e-06,7.396104121038588e-13,1.2687885219459641e-17
1.245435138611255e-06,0.11235769287030666,0.9,0.0,0.0,0.0,0.0,0.09961128959607116,0.00016040079476250293,2.4494258772840093e-06,1.5498181087523557e-05,2.865060968416827e-05,8.597639495535259e-07,3.144114196262866e-05,3.4663366702393935e-06,6.287358793238183e-06,4.6262759782745804e-05,0.00016909474659784236,4.695541222660247e-06,3.472298782986927e-05,1.1028354852245313e-08,8.17247555869113e-08,2.57538167791349e-08,4.461946289395306e-09,8.00356191270122e-05,4.1730445189503076e-05,0.0004077950258299765,6.211421656284935e-05,0.00010277071117583703,6.397705506570665e-10,4.540991255028616e-05,4.948840592758222e-12,8.833128289089655e-08,8.537177049406008e-13,1.1008814473619678e-12,1.0816609116173688e-12,3.3265307190292023e-12,2.803262416018065e-13,9.467091397985649e-06,5.461709138292765e-05,1.716575244878952e-13,3.843033992736161e-05,1.185439998077698e-12,3.9237428658587477e-13,2.9845374770357007e-05,2.5386535462112894e-12,1.069097145010164e-15,6.7626665395367905e-06,2.235294766815489e-16,2.202276138265259e-06,1.2251842524725354e-16,3.486684272915112e-17,8.351881565185647e-18,9.649692078391176e-16,6.479501804855422e-16,1.3576160484216497e-06,5.4506781582712315e-17,3.9577076692264535e-16,3.6554106866495085e-17,2.656649558598185e-16,5.034663863007591e-13,1.7857358627565136e-17,3.049416144328602e-08,2.311377730315141e-16,2.7725362812667454e-06,7.48139322596777e-13,1.3053557433675856e-17
1.2592452032272769e-06,0.11235921683972779,0.9,0.0,0.0,0.0,0.0,0.09960660062368681,0.00016217537021265987,2.449396504404564e-06,1.55634310587687e-05,2.8744215119643966e-05,8.597346456896003e-07,3.158737536248473e-05,3.4662273510917508e-06,6.287202854605014e-06,4.678360265561761e-05,0.0001718009769904505,4.6954356042119666e-06,3.490116138697634e-05,1.102822290539239e-08,8.172377549479062e-08,2.5752938875574095e-08,4.4619358192317754e-09,8.031840688873924e-05,4.220038224441372e-05,0.00041417384414401667,6.282228700035393e-05,0.00010455906394948882,6.397754905048142e-10,4.594273080073804e-05,5.003288093657603e-12,8.863830713831826e-08,8.564548044204574e-13,1.1064632994512069e-12,1.086625834382358e-12,3.3842117482885835e-12,2.813002351573366e-13,9.515966076212605e-06,5.5612712485824674e-05,1.722183848601274e-13,3.906563243465627e-05,1.204963462422106e-12,3.94387704706432e-13,3.0395468619060108e-05,2.58528786930934e-12,1.0812841732899027e-15,6.959589516721273e-06,2.2615189624866746e-16,2.2804995002834197e-06,1.2389806304603318e-16,3.581626804123611e-17,8.625701833875978e-18,9.867632113722268e-16,6.667304017353876e-16,1.4049284400449395e-06,5.575541241992939e-17,4.0468593316363837e-16,3.7626059978424193e-17,2.733285707051954e-16,5.148363593453462e-13,1.847730701147325e-17,3.1960343311906194e-08,2.3763332511374085e-16,2.839255028445834e-06,7.566677330922253e-13,1.3424852885096228e-17
