Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642)
4.3678499671752485e-05,0.11570344207423837,0.9,0.0,0.0,0.0,0.0,0.08786864887212797,0.002922457326844581,2.195993909487062e-06,8.1584069448655e-06,2.8974447352448763e-05,7.635705897093977e-07,2.2314655712579584e-05,3.0820658961311563e-06,5.913297537496399e-06,0.0014278854133051302,0.0069759367774355876,4.2804898230750005e-06,4.079599737714425e-05,9.887310726677227e-09,7.32690441071231e-08,2.287239140169322e-08,4.021390870052647e-09,1.7340976413734314e-05,0.00139650086146587,0.01572132842895215,0.0020968969414816643,0.0015703851593730485,5.794551682287315e-10,0.0015860739118070928,7.72372939740584e-11,1.639467988193647e-08,7.395669063691002e-13,1.1079570944414275e-12,6.5760473962155e-13,4.354219155200606e-11,5.288389535770668e-14,2.1441884949617006e-06,0.0012288483365345318,1.7466591742426966e-13,0.0009400399986450301,2.4838971516676474e-11,4.617372633249706e-13,0.0004938405749471181,3.598281235986706e-11,3.609000574334992e-14,0.0027136198237317733,7.80543544774376e-15,0.001182869098863175,4.09958269995667e-15,2.5449727204613558e-14,8.184371530321677e-15,5.763686857771178e-13,3.245793300744951e-13,0.0009783566174217685,3.368377170746669e-14,2.343388144794692e-13,1.8945334844485834e-14,1.3192169225885844e-13,3.0071815064973435e-10,1.1837388906739581e-14,0.0007029584073159669,1.85346889843321e-13,0.0008653893551914428,2.5256242042207586e-11,1.0830043402307782e-14,7.535471751352546e-14,1.763421355018773e-11,2.6607833710488083e-09,9.507032592659233e-11,9.670865279905958e-11,2.680437292439136e-13,1.4008912377638508e-10,8.025702500342915e-15,1.0817587130037389e-15,1.140388491166406e-11,1.5657679248132974e-14
4.4071253776987785e-05,0.11572957257138312,0.9,0.0,0.0,0.0,0.0,0.08777064711682761,0.002936579479623934,2.193748577290657e-06,8.143035368410337e-06,2.8942117146702117e-05,7.627503696265247e-07,2.2286346930781354e-05,3.0787738876008673e-06,5.911458851873059e-06,0.0014392812139816921,0.007031168909996594,4.277074023381523e-06,4.07508785334875e-05,9.877201353691823e-09,7.31941288988783e-08,2.284782210101821e-08,4.017409362293315e-09,1.7267975257876422e-05,0.00140828032737865,0.01584831404313001,0.0021145505152518336,0.0015710127953143028,5.788972802002223e-10,0.0015994944769912218,7.750646201911954e-11,1.630376917233899e-08,7.377511363153981e-13,1.1052477647623825e-12,6.558898529126769e-13,4.3501186820153815e-11,5.259625543878067e-14,2.134702664834681e-06,0.0012353582985131794,1.7448295170743267e-13,0.0009422333746915729,2.4863544522967273e-11,4.612311740537556e-13,0.0004925658888994963,3.584181129211241e-11,3.639384392564619e-14,0.0027443661463149595,7.871480993009218e-15,0.001194127292329248,4.134162587463309e-15,2.576936029667754e-14,8.266552169805574e-15,5.838978381118738e-13,3.273688157389584e-13,0.000987991924756833,3.412522703763424e-14,2.3740378801691815e-13,1.9108961166393523e-14,1.3305756995677253e-13,3.0464645738389265e-10,1.189762854444372e-14,0.00071213882954992,1.8730111436240299e-13,0.000876938667069367,2.5468871918604034e-11,1.0944693403633931e-14,7.615044238918384e-14,1.778267457350285e-11,2.6831842919079828e-09,9.588737528386578e-11,9.772831071998808e-11,2.6954180043426463e-13,1.4087206879548786e-10,8.090651997584009e-15,1.090865935616253e-15,1.1499893123620303e-11,1.5745853625982817e-14
4.4464007882223086e-05,0.11575566299600366,0.9,0.0,0.0,0.0,0.0,0.08767277747021379,0.00295059556773058,2.1915053687013624e-06,8.127788970790501e-06,2.8909830423656686e-05,7.619311265148312e-07,2.2258226709375224e-05,3.075485712647524e-06,5.9096346949238385e-06,0.0014506548887201604,0.007086316816430561,4.273662002772639e-06,4.0705818565655834e-05,9.867101541633268e-09,7.311928454460893e-08,2.2823282065084227e-08,4.013431036410951e-09,1.719589218319984e-05,0.0014200466593002645,0.015975157224819247,0.0021321838234179317,0.0015716109067022796,5.783397599300846e-10,0.0016129004487453248,7.777202481815897e-11,1.621394923420984e-08,7.359404966275727e-13,1.1025460280944034e-12,6.541843566914239e-13,4.3459425873651214e-11,5.2312048969541175e-14,2.1253335553576267e-06,0.0012418431276273784,1.7430022143039572e-13,0.0009443859373023035,2.4886947792150495e-11,4.607257251148658e-13,0.0004913014171792083,3.5701889415943495e-11,3.669733331417876e-14,0.002775132883500844,7.937454721438704e-15,0.0012053699911846872,4.16870391888552e-15,2.6089556713658215e-14,8.348540830583285e-15,5.914437889143871e-13,3.301499999966627e-13,0.000997603236554934,3.456769295838915e-14,2.4047568726875146e-13,1.9272111980668595e-14,1.3419010856097793e-13,3.085835286568821e-10,1.1957467925208984e-14,0.0007213229083419682,1.8925182287901671e-13,0.0008885009024605696,2.5681257704316323e-11,1.1059144905668947e-14,7.694476244397164e-14,1.793096516942688e-11,2.7055594973948684e-09,9.6701993131861e-11,9.874613409216807e-11,2.710307016358548e-13,1.4165022125607606e-10,8.155375650022263e-15,1.0999627034975968e-15,1.1595791121948371e-11,1.583349584640587e-14
4.4856761987458386e-05,0.11578171363328757,0.9,0.0,0.0,0.0,0.0,0.0875750394520468,0.002964506807414791,2.1892642823397595e-06,8.11266506106648e-06,2.8877587025968547e-05,7.611128576413945e-07,2.223029091372251e-05,3.0722013612550397e-06,5.907824876359828e-06,0.001462006490223155,0.007141380911367913,4.270253742118848e-06,4.0660817272267664e-05,9.857011284296372e-09,7.304451099804786e-08,2.27987712119788e-08,4.009455900754529e-09,1.7124706436806524e-05,0.0014317998750760562,0.016101858347498475,0.0021497968959587788,0.0015721805757355734,5.777826097316846e-10,0.0016262918452513105,7.803402752525023e-11,1.6125196199817656e-08,7.341349646577295e-13,1.0998518515019494e-12,6.524880895754477e-13,4.341694157770645e-11,5.203120049806217e-14,2.116078539282688e-06,0.0012483030822329738,1.7411772560739164e-13,0.0009464985963993247,2.4909209751485612e-11,4.602209150339978e-13,0.0004900473554394941,3.5563056786402874e-11,3.700047442490561e-14,0.0028059193373936218,8.003356722495074e-15,0.0012165971935318718,4.203206746606207e-15,2.6410302355412692e-14,8.430337182768952e-15,5.990061798118724e-13,3.329229654930719e-13,0.0010071905566516937,3.5011148479972487e-14,2.4355436657124646e-13,1.9434792018314426e-14,1.353193413637534e-13,3.1252917748912895e-10,1.2016919895452024e-14,0.0007305103037031983,1.9119899064131749e-13,0.000900075579910674,2.589339976042783e-11,1.117339640228063e-14,7.773766746239769e-14,1.807908559007351e-11,2.727909025550062e-09,9.751420367838443e-11,9.97621100007239e-11,2.725107165805201e-13,1.4242372943950232e-10,8.219876046168842e-15,1.1090490321134464e-15,1.1691579069687239e-11,1.592062242559729e-14
4.524951609269369e-05,0.11580772476018533,0.9,0.0,0.0,0.0,0.0,0.08747743258995333,0.002978314388494612,2.1870253169261606e-06,8.097661037858048e-06,2.8845386798969874e-05,7.60295560328965e-07,2.2202535551466284e-05,3.0689208236194147e-06,5.906029208423582e-06,0.0014733360708284852,0.007196361601816833,4.266849222918806e-06,4.061587445560044e-05,9.846930575922145e-09,7.296980821677609e-08,2.2774289461561593e-08,4.005483953121676e-09,1.705439795740094e-05,0.0014435399924843358,0.01622841777768147,0.0021673897627250633,0.0015727228397384677,5.7722582978103e-10,0.0016396686846341458,7.82925143509828e-11,1.6037487317783875e-08,7.323345181346227e-13,1.0971652023639654e-12,6.50800904772184e-13,4.337376529141966e-11,5.175363888567814e-14,2.106935076915845e-06,0.001254738414012663,1.73935463282353e-13,0.0009485722391914536,2.4930358076407295e-11,4.597167423275957e-13,0.0004888038752613438,3.542532184384995e-11,3.730326777158218e-14,0.002836724828040189,8.069187085359725e-15,0.001227808901408992,4.237671122812182e-15,2.6731583398246494e-14,8.511941001688307e-15,6.065846568165888e-13,3.3568779608342465e-13,0.001016753895538058,3.5455572866506916e-14,2.466396820306035e-13,1.9597006081976396e-14,1.3644530214933191e-13,3.1648321918873465e-10,1.2075996486876952e-14,0.0007397006880757984,1.9314259475147316e-13,0.0009116622347057313,2.6105298446476278e-11,1.128744649598361e-14,7.852914798147855e-14,1.822703608647659e-11,2.750232914251705e-09,9.832403148411133e-11,1.0077622649830879e-10,2.7398210896144954e-13,1.4319273116935487e-10,8.284155840629139e-15,1.118124936863295e-15,1.1787257129178111e-11,1.60072487100165e-14
4.564227019792899e-05,0.11583369664575993,0.9,0.0,0.0,0.0,0.0,0.08737995641918031,0.0029920194752280525,2.184788471267576e-06,8.08277438543218e-06,2.881322959057976e-05,7.594792319507103e-07,2.2174956766104346e-05,3.065644090138538e-06,5.904247505834508e-06,0.0014846436825148818,0.007251259287406681,4.263448427268045e-06,4.057098992145959e-05,9.83685941114511e-09,7.289517616066937e-08,2.2749836735082617e-08,4.0015152036626906e-09,1.6984947346261996e-05,0.001455267029237437,0.016354835875291296,0.002184962453441248,0.0015732386931493214,5.766694227279595e-10,0.0016530309849628983,7.854752866561651e-11,1.595080018606768e-08,7.305391349480687e-13,1.094486048572228e-12,6.491226493678878e-13,4.332992715493955e-11,5.147929316482439e-14,2.09790071229753e-06,0.0012611493682298351,1.7375343351719044e-13,0.0009506077307670656,2.4950419738768477e-11,4.592132055446414e-13,0.0004875711257349568,3.528869114377188e-11,3.760571386578904e-14,0.0028675486927266292,8.134945898941432e-15,0.0012390051205826665,4.272097099496048e-15,2.7053386075972576e-14,8.593352080943989e-15,6.141788701065147e-13,3.3844457030692525e-13,0.00102629326996082,3.590094562440697e-14,2.497314914397548e-13,1.9758758666447782e-14,1.3756802254908392e-13,3.2044547123748706e-10,1.2134709617904835e-14,0.0007488937458363996,1.9508261413187541e-13,0.0009232604181715614,2.6316954120481815e-11,1.1401293896494572e-14,7.93191952795068e-14,1.8374816908611127e-11,2.7725312012176182e-09,9.913149955436793e-11,1.0178847258713356e-10,2.7544514313253525e-13,1.4395736459686266e-10,8.348217479263353e-15,1.1271904330816133e-15,1.1882825462076794e-11,1.609339008957294e-14
4.603502430316429e-05,0.11585962955152442,0.9,0.0,0.0,0.0,0.0,0.08728261048235719,0.0030056232071522743,2.1825537442585894e-06,8.06800266998735e-06,2.8781115251220827e-05,7.586638699331634e-07,2.2147550830955487e-05,3.0623711514053685e-06,5.902479585736661e-06,0.001495929376907566,0.007306074360621025,4.2600513378293216e-06,4.0526163479053934e-05,9.826797784990357e-09,7.282061479321227e-08,2.272541295552804e-08,3.997549648555651e-09,1.6916335837236935e-05,0.0014669810029827733,0.016481112994010623,0.00220251499770742,0.00157372908941883,5.761133883911894e-10,0.0016663787642517411,7.879911294052954e-11,1.586511356008451e-08,7.287487933789281e-13,1.0918143582760576e-12,6.474531876773649e-13,4.3285455892944916e-11,5.1208097081054144e-14,2.0889730695670478e-06,0.0012675361839709807,1.7357163540321443e-13,0.0009526059146724378,2.4969420994126298e-11,4.587103032178026e-13,0.00048634923495316333,3.515316993123519e-11,3.7907813216969536e-14,0.002898390285307834,8.200633251876969e-15,0.0012501858603499434,4.306484728460681e-15,2.7375696925532093e-14,8.674570325162654e-15,6.21788474127812e-13,3.411933689381326e-13,0.0010358087025448505,3.6347246507052875e-14,2.5282965431367737e-13,1.9920054397710008e-14,1.3868753510194482e-13,3.244157533438078e-10,1.2193070324150737e-14,0.0007580891728198879,1.9701902938264903e-13,0.0009348696970016601,2.6528367138963333e-11,1.1514937411804578e-14,8.010780131541143e-14,1.852242830540305e-11,2.7948039240079692e-09,9.993663154718814e-11,1.0279883814501286e-10,2.769000610526896e-13,1.4471775618944728e-10,8.412063517778766e-15,1.1362455360385972e-15,1.1978284229361443e-11,1.6179060645800174e-14
4.642777840839959e-05,0.1158855237317552,0.9,0.0,0.0,0.0,0.0,0.08718539432927025,0.0030191266998918454,2.180321134866066e-06,8.053343536129598e-06,2.8749043633737684e-05,7.578494717470518e-07,2.212031414341517e-05,3.059101998197429e-06,5.900725267648691e-06,0.001507193205283728,0.007360807207020929,4.256657937804521e-06,4.0481394940876024e-05,9.81674569281261e-09,7.274612407951198e-08,2.2701018047049946e-08,3.993587300211317e-09,1.684854527124656e-05,0.0014786819313038306,0.016607249481610412,0.002220047425001092,0.0015741949428222737,5.755577298536145e-10,0.0016797120404609203,7.904730887340045e-11,1.5780406361102176e-08,7.269634718174031e-13,1.0891501001499527e-12,6.457923739437931e-13,4.324037916820582e-11,5.093998366084602e-14,2.0801498495349548e-06,0.0012738990943769795,1.733900680460314e-13,0.0009545676134752244,2.4987387437994683e-11,4.58208033918914e-13,0.00048513831142126245,3.501876172854008e-11,3.8209566332454105e-14,0.0029292489755677357,8.266249232540822e-15,0.001261351133349314,4.34083406132055e-15,2.769850249853924e-14,8.755595636406268e-15,6.294131273327495e-13,3.439342663522069e-13,0.001045300221435796,3.679445550108157e-14,2.559340317906595e-13,2.0080897530805552e-14,1.3980386975481034e-13,3.28393887306609e-10,1.225108967983173e-14,0.0007672866758628407,1.9895182277176732e-13,0.0009464896526127308,2.6739537856967057e-11,1.1628375948299483e-14,8.089495872801933e-14,1.866987052475108e-11,2.8170511200271943e-09,1.0073944924858733e-10,1.0380731391975335e-10,2.783471095376009e-13,1.4547403492882656e-10,8.475696257846529e-15,1.145290260941336e-15,1.2073633591345021e-11,1.6264274749331295e-14
4.682053251363489e-05,0.11591137943379921,0.9,0.0,0.0,0.0,0.0,0.08708830751664397,0.0030325310459357125,2.1780906421345754e-06,8.038794703533045e-06,2.8717014593320472e-05,7.570360349148866e-07,2.20932432195459e-05,3.0558366214720313e-06,5.898984373415936e-06,0.0015184352185778369,0.0074154582054588,4.253268210908051e-06,4.043668412258828e-05,9.80670313031155e-09,7.267170398817479e-08,2.267665193553281e-08,3.989628152563792e-09,1.6781558068579098e-05,0.001490369831721169,0.016733245680257334,0.0022375597646789682,0.0015746371301889113,5.750024464515104e-10,0.0016930308314976918,7.929215729988383e-11,1.5696658748525767e-08,7.251831490705915e-13,1.0864932430609107e-12,6.441400833179576e-13,4.3194723296521826e-11,5.067489125928976e-14,2.0714288264116584e-06,0.0012802383268641201,1.732087305810319e-13,0.0009564936293139977,2.5004343981659223e-11,4.577063961945349e-13,0.0004839384453868638,3.488546904326376e-11,3.851097371749837e-14,0.002960124148610108,8.331793929044052e-15,0.001272500955380364,4.375145149506472e-15,2.802178968732626e-14,8.836428038203692e-15,6.370524923423204e-13,3.466673405103066e-13,0.0010547678599623887,3.724255283413556e-14,2.5904448668992663e-13,2.0241292530423662e-14,1.4091705790952294e-13,3.3237969709944926e-10,1.2308777773436205e-14,0.0007764859723659788,2.008809780797429e-13,0.0009581198805270502,2.69504666280799e-11,1.1741608500886283e-14,8.168066076929211e-14,1.8817143813533817e-11,2.8392728265266577e-09,1.0153997549213449e-10,1.0481389144864209e-10,2.7978650963774866e-13,1.4622631635891782e-10,8.53911816821207e-15,1.1543246229344497e-15,1.2168873707681846e-11,1.634904526433424e-14
4.721328661887019e-05,0.1159371968983571,0.9,0.0,0.0,0.0,0.0,0.08699134960793427,0.00304583731538527,2.175862265166669e-06,8.024353963774921e-06,2.8685027987430262e-05,7.562235569970401e-07,2.2066334688897638e-05,3.0525750123550586e-06,5.897256727164408e-06,0.001529655467386882,0.0074700277282833604,4.249882141341643e-06,4.039203084291394e-05,9.796670093453462e-09,7.259735448870038e-08,2.2652314547787322e-08,3.985672220906796e-09,1.6715357206809042e-05,0.001502044721693348,0.01685910192680234,0.002255052045978659,0.001575056492551876,5.744475418309269e-10,0.0017063351552172171,7.95336983487413e-11,1.5613850832617226e-08,7.234078039930156e-13,1.0838437564272942e-12,6.424961758282827e-13,4.3148513690464914e-11,5.041275641793263e-14,2.062807844731188e-06,0.001286554103334851,1.730276221537782e-13,0.0009583847444330363,2.5020314919400344e-11,4.572053886395101e-13,0.00048274971009344095,3.475329277376223e-11,3.8812035875303665e-14,0.0029910152042772068,8.397267429245283e-15,0.0012836353452317943,4.4094180442662435e-15,2.834554534441851e-14,8.917067526582846e-15,6.447062356252245e-13,3.493926615325938e-13,0.0010642116563172998,3.769151895821157e-14,2.6216088339138266e-13,2.0401243406401802e-14,1.4202712779150082e-13,3.363730087038428e-10,1.2366144920407997e-14,0.000785686789874936,2.0280648061869305e-13,0.0009697599897809156,2.7161153804459173e-11,1.185463415502869e-14,8.246490131638642e-14,1.8964248417633095e-11,2.861469080606343e-09,1.0233823081802267e-10,1.0581856306778918e-10,2.812184925615795e-13,1.4697472129989915e-10,8.602331402972938e-15,1.1633486371012865e-15,1.226400473738043e-11,1.6433385654601325e-14
4.760604072410549e-05,0.11596297635976484,0.9,0.0,0.0,0.0,0.0,0.08689452017312717,0.0030590465566728777,2.1736360031354123e-06,8.010019177330106e-06,2.8653083675728952e-05,7.554120356050477e-07,2.203958528966387e-05,3.0493171621385665e-06,5.895542155256752e-06,0.0015408540019754377,0.007524516141536064,4.246499713770488e-06,4.034743492353292e-05,9.786646578515645e-09,7.252307555413704e-08,2.2628005812395256e-08,3.981719496126986e-09,1.6649926194829015e-05,0.0015137066186178823,0.016984818553050313,0.0022725242980203507,0.0015754538367224466,5.738930146832695e-10,0.0017196250294234396,7.977197131491698e-11,1.5531964091434247e-08,7.21637415896505e-13,1.0812016097833438e-12,6.408605374426806e-13,4.3101774459436444e-11,5.01535218980746e-14,2.054284816397866e-06,0.0012928466403794197,1.7284674194083872e-13,0.0009602417217039753,2.5035323889510607e-11,4.567050098118713e-13,0.0004815721629617422,3.462223309958711e-11,3.9112753307056193e-14,0.0030219215565965613,8.462669820747397e-15,0.0012947543245173177,4.443652796669827e-15,2.8669756714877805e-14,8.997514235367819e-15,6.523740277380803e-13,3.5211030490142764e-13,0.0010736316532556072,3.814133456136263e-14,2.6528308792195215e-13,2.0560754481439607e-14,1.431341098010008e-13,3.4037365023366354e-10,1.2423200302039633e-14,0.0007948888656785553,2.047283170573655e-13,0.000981409602358067,2.7371599736842315e-11,1.196745207546454e-14,8.324767479569322e-14,1.9111184581937747e-11,2.8836399192175316e-09,1.031342373332107e-10,1.0682132182152968e-10,2.8264325905041457e-13,1.4771935468680285e-10,8.665338358272523e-15,1.1723623184644256e-15,1.2359026838808507e-11,1.6517307601267148e-14
4.799879482934079e-05,0.11598871804624866,0.9,0.0,0.0,0.0,0.0,0.08679781878854886,0.0030721597972541465,2.1714118552570465e-06,7.995788270719161e-06,2.8621181520010783e-05,7.546014683815626e-07,2.201299186400981e-05,3.0460630622682757e-06,5.8938404862498e-06,0.0015520308722806924,0.007578923805139607,4.2431209133006484e-06,4.030289618898216e-05,9.776632581977145e-09,7.244886715760012e-08,2.2603725658596936e-08,3.977769997239832e-09,1.658524905417523e-05,0.0015253555398321076,0.017110395886013728,0.00228997654980845,0.0015758299367922431,5.733388693923195e-10,0.0017329004718699141,8.000701485507069e-11,1.5450979695036455e-08,7.1987196406434e-13,1.0785667732583057e-12,6.392330324819333e-13,4.3054528974908865e-11,4.989712727458649e-14,2.045857717924362e-06,0.0012991161494681253,1.7266608912417933e-13,0.0009620653051330456,2.5049393956406482e-11,4.562052583302769e-13,0.0004804058467029011,3.449228865156586e-11,3.941312651194329e-14,0.003052842633252329,8.528001190910354e-15,0.0013058579175191903,4.4778494576091504e-15,2.8994410933890186e-14,9.07776824030385e-15,6.600555429241909e-13,3.5482033633892634e-13,0.0010830278978097318,3.859198054702367e-14,2.684109678059406e-13,2.0719829511700396e-14,1.44238030383855e-13,3.4438145172687446e-10,1.247995356371634e-14,0.0008040919464239329,2.06646475476008e-13,0.0009930683526472473,2.7581804774578634e-11,1.2080061510629882e-14,8.402897621082083e-14,1.9257952550369267e-11,2.9057853791642484e-09,1.0392801429034673e-10,1.0782216149024704e-10,2.840610267749513e-13,1.4846033025820928e-10,8.72814103467079e-15,1.1813656819869382e-15,1.2453940169706657e-11,1.6600823781919674e-14
4.839154893457609e-05,0.11601442218037245,0.9,0.0,0.0,0.0,0.0,0.08670124503742074,0.003085178041824859,2.1691898209257124e-06,7.981659240627418e-06,2.8589321384396547e-05,7.537918530395473e-07,2.1986551365605224e-05,3.0428127044096436e-06,5.892151550815033e-06,0.0015631861278775235,0.007633251072364471,4.239745725507609e-06,4.0258414466914375e-05,9.766628101110288e-09,7.237472927956939e-08,2.2579474018023133e-08,3.973823714344735e-09,1.6521310322475866e-05,0.0015369915026068712,0.017235834247601185,0.002307408830219115,0.001576185531870151,5.727851044500608e-10,0.001746161500254623,8.023886675925452e-11,1.537088030228923e-08,7.181114282851298e-13,1.0759392170566633e-12,6.37613555652302e-13,4.3006799249990546e-11,4.9643519127730144e-14,2.037524593386522e-06,0.0013053628365499608,1.7248566291611403e-13,0.0009638562181606714,2.50625475003411e-11,4.557061327687796e-13,0.0004792507887860678,3.436345748103739e-11,3.971315598695192e-14,0.0030837778766608106,8.593261626816117e-15,0.0013169461513310166,4.512008077782576e-15,2.931949554229822e-14,9.157829744407658e-15,6.677504588393497e-13,3.575228275595121e-13,0.0010924004414863424,3.9043438015155466e-14,2.715443919397083e-13,2.087847260264155e-14,1.4533891841533698e-13,3.4839624500130486e-10,1.2536413061256868e-14,0.0008132957888143093,2.0856094465418935e-13,0.0010047358883378274,2.7791769265466065e-11,1.2192461749730348e-14,8.480880084704844e-14,1.940455256576401e-11,2.927905497088135e-09,1.0471958269248487e-10,1.0882107621967249e-10,2.854719783420514e-13,1.49197743473894e-10,8.790741715251424e-15,1.1903587425655026e-15,1.2548744887115364e-11,1.6683944821664605e-14
4.878430303981139e-05,0.11604008898138386,0.9,0.0,0.0,0.0,0.0,0.08660479850743959,0.0030981022803966973,2.1669698990532266e-06,7.967630129044135e-06,2.855750313447273e-05,7.52983187238398e-07,2.1960260816861503e-05,3.0395660801272225e-06,5.890475182034824e-06,0.0015743198181040177,0.007687498292167447,4.236374136264736e-06,4.021398958692542e-05,9.756633131021908e-09,7.230066188325132e-08,2.255525082046489e-08,3.96988066047235e-09,1.6458094984802908e-05,0.001548614524169217,0.01736113395651019,0.0023248211680446055,0.001576521338743776,5.722317230643257e-10,0.001759408132238962,8.046756429542194e-11,1.5291648354847886e-08,7.163557883208176e-13,1.0733189118988187e-12,6.360019822897513e-13,4.2958606783873755e-11,4.9392641404396166e-14,2.029283534559525e-06,0.0013115869040033845,1.723054625444743e-13,0.0009656151708037401,2.507480644199541e-11,4.552076317541139e-13,0.00047810700729403633,3.423573653174577e-11,4.0012842227619716e-14,0.00311472673867277,8.658451215371022e-15,0.0013280190548127578,4.546128707758683e-15,2.9644998134251564e-14,9.237699000855006e-15,6.754584596334092e-13,3.602178449514318e-13,0.0011017493385719868,3.949568844463766e-14,2.7468323185572743e-13,2.1036687552030187e-14,1.4643680061784035e-13,3.5241786526345704e-10,1.2592587651499682e-14,0.0008225001560027924,2.1047171693915287e-13,0.001016411865621154,2.8001493556297615e-11,1.2304652291751963e-14,8.55871454434105e-14,1.955098487025828e-11,2.9500003095240745e-09,1.0550896198664764e-10,1.0981806201660859e-10,2.8687631335138264e-13,1.4993169863501653e-10,8.853142415031467e-15,1.1993415150537086e-15,1.2643441147621026e-11,1.6766682345408713e-14
4.917705714504669e-05,0.11606571865639038,0.9,0.0,0.0,0.0,0.0,0.08650847879250775,0.0031109334825614645,2.1647520896147276e-06,7.95369904426355e-06,2.8525726637936953e-05,7.521754688376601e-07,2.1934117343042225e-05,3.036323181475008e-06,5.88881121452076e-06,0.0015854319919626138,0.007741665807524808,4.233006131851224e-06,4.016962138135638e-05,9.746647671601511e-09,7.222666496829332e-08,2.253105600190129e-08,3.965940831473575e-09,1.6395588405886482e-05,0.001560224621684587,0.01748629532699826,0.0023422135919575946,0.001576838043498973,5.71678724778545e-10,0.0017726403854328606,8.069314408896379e-11,1.521326726028018e-08,7.146050242920077e-13,1.0707058285572795e-12,6.343982096391775e-13,4.290997204391053e-11,4.9144442747486723e-14,2.021132695571909e-06,0.0013177885493078317,1.7212548724060932e-13,0.0009673428544735954,2.5086192175747626e-11,4.5470975387580666e-13,0.00047697450763495666,3.4109122275917205e-11,4.031218572743098e-14,0.0031456886842610604,8.723570043224885e-15,0.0013390766592434864,4.5802113979263506e-15,2.9970906389903507e-14,9.317376194117107e-15,6.831792274567774e-13,3.629054536749902e-13,0.001111074647146834,3.994871319574349e-14,2.7782735826490103e-13,2.1194478084622915e-14,1.4753170320807953e-13,3.5644614667642956e-10,1.2648485090391448e-14,0.000831704820034711,2.1237878148057122e-13,0.0010280959523802102,2.8210977992421162e-11,1.2416632448270427e-14,8.636400543612222e-14,1.9697249704978047e-11,2.9720698528554597e-09,1.0629617125676516e-10,1.108131132199436e-10,2.882742020717491e-13,1.506622847475953e-10,8.915345218597562e-15,1.2083140142432877e-15,1.2738029107157814e-11,1.6849046260245065e-14
4.956981125028199e-05,0.11609131141165666,0.9,0.0,0.0,0.0,0.0,0.08641228549267209,0.0031236725978406026,2.1625363913932207e-06,7.939864152423497e-06,2.8493991764550736e-05,7.51368695521773e-07,2.1908118165113993e-05,3.0330840003823856e-06,5.887159485192868e-06,0.0015965226981221794,0.007795753955495058,4.22964169894181e-06,4.012530968539778e-05,9.736671717376933e-09,7.215273849339742e-08,2.2506889492831812e-08,3.9620042439950094e-09,1.6333776470582503e-05,0.0015718218122570378,0.017611318669048203,0.002359586130513041,0.0015771363023463932,5.711261136205699e-10,0.0017858582773952704,8.091564198226708e-11,1.513572036799874e-08,7.128591163674793e-13,1.0680999384693755e-12,6.328021153491152e-13,4.2860914687028873e-11,4.889886952197421e-14,2.013070284477855e-06,0.0013239679651074262,1.7194573626952903e-13,0.000969039942136777,2.5096725420908246e-11,4.542124977905821e-13,0.0004758532832493514,3.39836098171773e-11,4.061118697783841e-14,0.0031766631912153688,8.788618196781481e-15,0.0013501189982138384,4.614256198493005e-15,3.0297208218790375e-14,9.396861670171789e-15,6.90912455331292e-13,3.6558571627508006e-13,0.0011203764288979106,4.040249426304493e-14,2.8097664629063094e-13,2.135184777715416e-14,1.48623651355547e-13,3.604809290755502e-10,1.2704113703966836e-14,0.0008409095616501514,2.1428213385739056e-13,0.001039787827904586,2.842022291777279e-11,1.2528401908593873e-14,8.713937888010532e-14,1.9843347310065195e-11,2.994114163315993e-09,1.070812288250201e-10,1.118062275224505e-10,2.8966583398806106e-13,1.5138960081705704e-10,8.977351992961058e-15,1.2172762548654566e-15,1.2832508921022067e-11,1.6931047605029958e-14
