Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98)
1.2377679725044858e-09,0.1122454098203757,0.9,0.0,0.0,0.0,0.0,0.0999996672798521,8.558420643894646e-08,8.09200253999343e-08,5.862038175269481e-08,5.906246951240752e-08,4.81630185998372e-08,5.111605853910589e-08,5.0818729545468747e-08,5.080168040496694e-08,4.546943377229072e-08,4.553158677553945e-08,4.0989378783077935e-08,4.134840808259461e-08,3.643321400565686e-10,2.512271881688012e-09,1.316570049514604e-09,2.3204170801918572e-10,2.438040681249125e-09,1.0375927674037626e-09,1.7256783485022303e-09,1.0594841447333861e-09,1.3585485422948544e-10,9.249727391332523e-12,3.427660412218958e-10,2.6534530486865162e-15,1.590618503526189e-12,1.768532063227513e-15,1.317355520396448e-15,1.7671386602797662e-15,4.418903066367052e-18,1.0702765745675892e-17,1.5508452394759373e-12,8.839082124426919e-13,3.538641341661169e-16,6.059685113299992e-11
1.3062434120167721e-09,0.1122454119409922,0.9,0.0,0.0,0.0,0.0,0.09999964887298517,9.034050140651446e-08,8.530791024082568e-08,6.184841759547023e-08,6.234036681442885e-08,5.074045605415414e-08,5.395087608010356e-08,5.361971127561055e-08,5.360091755979309e-08,4.79848753799067e-08,4.805412216007869e-08,4.324653224965636e-08,4.364632687506973e-08,3.840882635568994e-10,2.6590200180877473e-09,1.3941745152102254e-09,2.454443751101475e-10,2.721642547493825e-09,1.162665966272585e-09,1.9210694824143566e-09,1.1789858846363834e-09,1.5131521597631216e-10,9.76541034265205e-12,3.821446581848032e-10,2.800917807199527e-15,1.8207872888818194e-12,1.8666838593087905e-15,1.3905672481302509e-15,1.865141905260901e-15,4.9217800216705275e-18,1.1700712597875047e-17,1.7459839212617263e-12,1.0426798733721858e-12,3.735032328234321e-16,6.749460643702939e-11
1.3747188515290585e-09,0.11224541406455178,0.9,0.0,0.0,0.0,0.0,0.09999963046608687,9.509905783066608e-08,8.96876783782915e-08,6.507489178553921e-08,6.561932835676828e-08,5.3309733233243614e-08,5.6786419950793425e-08,5.6419584314927854e-08,5.639898341812784e-08,5.050031644508324e-08,5.057704748714079e-08,4.550259374965857e-08,4.5945338856392715e-08,4.038078422067443e-10,2.805496754659489e-09,1.4715336700464274e-09,2.588046093790927e-10,3.0206583943868637e-09,1.294749356254265e-09,2.126861797045409e-09,1.3047907334964636e-09,1.6760995956313553e-10,1.0280889286169124e-11,4.236587138303719e-10,2.9484526205053896e-15,2.0677866942818908e-12,1.9648674827314675e-15,1.4638137752445786e-15,1.9631702206415106e-15,5.451796847976241e-18,1.2752898509259821e-17,1.958961247683439e-12,1.2193887317319284e-12,3.931487077408643e-16,7.47648998469495e-11
1.4431942910413448e-09,0.11224541619104947,0.9,0.0,0.0,0.0,0.0,0.0999996120591562,9.985987476473071e-08,9.405934485590056e-08,6.829980508703987e-08,6.889934946824181e-08,5.5870876147017713e-08,5.962268918227211e-08,5.921834602051048e-08,5.919587839856149e-08,5.301575696780903e-08,5.310036382535979e-08,4.775756381115152e-08,4.8245443593085785e-08,4.234909437386713e-10,2.951702562377792e-09,1.548648114712592e-09,2.721225449545197e-10,3.3350525299987678e-09,1.4338207431504509e-09,2.343044378524623e-09,1.4368870318413793e-09,1.8473929860320194e-10,1.0796163761025684e-11,4.673073621903681e-10,3.0960574591989833e-15,2.3316615109842855e-12,2.0630827935961604e-15,1.5370950879017891e-15,2.0612235729022344e-15,6.008960476948241e-18,1.3859197852378955e-17,2.1907163634615487e-12,1.4149827879564493e-12,4.128005309316125e-16,8.240785150648833e-11
1.5116697305536312e-09,0.11224541832048028,0.9,0.0,0.0,0.0,0.0,0.09999959365219219,1.0462295126237614e-07,9.842292467902547e-08,7.152315826419526e-08,7.218042549269517e-08,5.8423910652688284e-08,6.24596828062911e-08,6.201599375977483e-08,6.199160291960135e-08,5.5531196948072224e-08,5.562407224063925e-08,5.00114429619467e-08,5.054664065063826e-08,4.4313763571326434e-10,3.0976379217029357e-09,1.6255185178864839e-09,2.853983153051368e-10,3.664789372027451e-09,1.5798580036356041e-09,2.569606334851274e-09,1.5752631418102276e-09,2.027034464245762e-10,1.131123326718183e-11,5.130897553131325e-10,3.2437322938857035e-15,2.612439602479674e-12,2.1613296524536608e-15,1.610411172231352e-15,2.1593019285463793e-15,6.593277830964549e-18,1.5019485385637383e-17,2.4421857599297258e-12,1.6304078436257691e-12,4.324586744989278e-16,9.042358102829066e-11
1.6486206095782041e-09,0.11224542258812124,0.9,0.0,0.0,0.0,0.0,0.09999955683816031,1.1415587916477138e-07,1.0712588418295756e-07,7.796518730276735e-08,7.874572373023958e-08,6.35057572842983e-08,6.813583936222761e-08,6.760793686025615e-08,6.757954225711344e-08,6.056207528116068e-08,6.067266955245962e-08,5.45159306414141e-08,5.515230998517207e-08,4.823220603306494e-10,3.3886992746032907e-09,1.7785300380921073e-09,3.11823896598594e-10,4.370149347499142e-09,1.892741998638684e-09,3.0538249124366076e-09,1.8708083526769417e-09,2.4113702030037143e-10,1.2340755395938326e-11,6.110523740505377e-10,3.5392918337127372e-15,3.224770671378698e-12,2.3579174585761174e-15,1.75714760026284e-15,2.355533516111559e-15,7.843401357302386e-18,1.750152582090986e-17,3.008000205272308e-12,2.124523258887644e-12,4.717938116214927e-16,1.0757384947832859e-10
1.785571488602777e-09,0.11224542686743504,0.9,0.0,0.0,0.0,0.0,0.09999952002398364,1.2369783397395726e-07,1.1579667620955793e-07,8.440098501666294e-08,8.531518611754503e-08,6.855547763355514e-08,7.381488188570251e-08,7.319539276066742e-08,7.316280477706065e-08,6.559295144424282e-08,6.572284789567158e-08,5.901606100544995e-08,5.976234336347328e-08,5.213616532858926e-10,3.678684809202131e-09,1.9305742525585925e-09,3.3808241968102557e-10,5.136455691457406e-09,2.2332257488758024e-09,3.5794308274570525e-09,2.1913336931611834e-09,2.8291238212208193e-10,1.3369451843225643e-11,7.175397463848508e-10,3.835131005040059e-15,3.904801481912112e-12,2.5546297944121273e-15,1.904022947724039e-15,2.551864715816779e-15,9.202222620641245e-18,2.0198025024168062e-17,3.6638438736360415e-12,2.709257769307467e-12,5.111538977162459e-16,1.26216651570709e-10
1.92252236762735e-09,0.11224543115838223,0.9,0.0,0.0,0.0,0.0,0.09999948320965482,1.3324880813144826e-07,1.2443541962309075e-07,9.083055752255331e-08,9.188877593905471e-08,7.357327473107651e-08,7.949680265428154e-08,7.877834076854933e-08,7.87413938245082e-08,7.06238254372041e-08,7.077461570022541e-08,6.351183826736459e-08,6.437673727277912e-08,5.602569497564407e-10,3.967598520614482e-09,2.081657325843106e-09,3.6417494223420514e-10,5.963427351074305e-09,2.6011347749768207e-09,4.146337722584768e-09,2.5367468330130386e-09,3.280312282720382e-10,1.4397318805046873e-11,8.32545016925326e-10,4.131249573089516e-15,4.652435802474323e-12,2.751465560352587e-15,2.0510371024828336e-15,2.7482952605043308e-15,1.0669796666502168e-17,2.3107993753500933e-17,4.417114139011509e-12,3.3920994328173828e-12,5.505387128066125e-16,1.4635292530207733e-10
2.0594732466519227e-09,0.11224543546092358,0.9,0.0,0.0,0.0,0.0,0.09999944639516654,1.4280879408416507e-07,1.3304223287114094e-07,9.725391093832297e-08,9.846645671346712e-08,7.8559350396766e-08,8.518159395599073e-08,8.435676035368547e-08,8.431531274318792e-08,7.565469725992145e-08,7.582798135325219e-08,6.800326663639432e-08,6.899548818423998e-08,5.990084830436996e-10,4.255444366677761e-09,2.2317853124193116e-09,3.90102513786529e-10,6.850784783818813e-09,2.996295700577788e-09,4.754459583095205e-09,2.9069557830598282e-09,3.764952505908385e-10,1.5424352524845693e-11,9.560612988320877e-10,4.427647303250975e-15,5.467514237654792e-12,2.9484236638047582e-15,2.1981899518946174e-15,2.9448248833783938e-15,1.224617839251987e-17,2.623044808296323e-17,5.275166743698546e-12,4.180501808443691e-12,5.899480383195803e-16,1.6798360035756785e-10
2.1964241256764954e-09,0.11224543977501997,0.9,0.0,0.0,0.0,0.0,0.09999940958051162,1.523777842844325e-07,1.4161723396983246e-07,1.0367105138302757e-07,1.0504819219227517e-07,8.351390520356212e-08,9.086924808931124e-08,8.993063114731659e-08,8.98845648754964e-08,8.068556691226314e-08,8.088295319930367e-08,7.249035031770527e-08,7.361859255304734e-08,6.376167845064431e-10,4.542226284467133e-09,2.3809642007943946e-09,4.158661768825231e-10,7.798249928185653e-09,3.4185362446925434e-09,5.403710735128673e-09,3.3018688939590255e-09,4.2830613638358126e-10,1.645054921584817e-11,1.088081674131864e-09,4.7243239610826e-15,6.349834753479022e-12,3.1455030191485246e-15,2.345481382806962e-15,3.1414533180057186e-15,1.3931422548646607e-17,2.956440929957125e-17,6.245316024924147e-12,5.081884142279191e-12,6.293816570768081e-16,1.9110959816469976e-10
2.4703258837256413e-09,0.11224544843772268,0.9,0.0,0.0,0.0,0.0,0.09999933595067322,1.7154274726392236e-07,1.5867226955920255e-07,1.1648671784100887e-07,1.1822368342217748e-07,9.332924797125022e-08,1.0225311409694784e-07,1.0106464568624532e-07,1.0100908214389669e-07,9.074729970525075e-08,9.099774863754933e-08,8.14515004175156e-08,8.287784740463007e-08,7.144058073781652e-10,5.112614059736682e-09,2.676498693468131e-09,4.669059160429116e-10,9.87239839402148e-09,4.343572488594238e-09,6.825259909696806e-09,4.165442690671102e-09,5.419752249807858e-10,1.850041669127395e-11,1.3776068788130532e-09,5.318513122827973e-15,8.31523543665434e-12,3.5400211775685552e-15,2.6404795340115983e-15,3.53500555859378e-15,1.7628716414152136e-17,3.6862963195745027e-17,8.550956601907301e-12,7.253095462028115e-12,7.08320912519851e-16,2.41851206857735e-10
2.7168374659698722e-09,0.11224545627328557,0.9,0.0,0.0,0.0,0.0,0.09999926968317752,1.8882193286437982e-07,1.7391417896733337e-07,1.2799963070108347e-07,1.3009513368970087e-07,1.0205724090296852e-07,1.1250830734018158e-07,1.1106950084317658e-07,1.1100522077959155e-07,9.980285179476148e-08,1.0010664056085719e-07,8.950171877837844e-08,9.122602971125075e-08,7.830313651506475e-10,5.6223637279786984e-09,2.9392936629512037e-09,5.122914407508485e-10,1.1941940625130231e-08,5.267011267909456e-09,8.244463783291992e-09,5.026234826474409e-09,6.557405121954697e-10,2.0342397762379928e-11,1.6671935310072532e-09,5.854234952547629e-15,1.031145426461275e-11,3.895491451945277e-15,2.906450673413075e-15,3.889537845863262e-15,2.132913663883417e-17,4.4145301526775505e-17,1.1081940987822481e-11,9.667310616092457e-12,7.794471748403782e-16,2.9264173500511033e-10
2.9633490482141032e-09,0.11224546414568821,0.9,0.0,0.0,0.0,0.0,0.0999992034150322,2.0613017509223485e-07,1.8905483239959406e-07,1.3949250874785103e-07,1.4197916795596641e-07,1.1068616726457435e-07,1.2277265686115667e-07,1.2105930843960838e-07,1.209862909471899e-07,1.0885839684982396e-07,1.092208644013315e-07,9.753792556415301e-08,9.958826137412067e-08,8.512010254607064e-10,6.1287269977741865e-09,3.199105797543537e-09,5.571618198706118e-10,1.420197342795352e-08,6.2755580595477306e-09,9.795609565833646e-09,5.96565851858565e-09,7.803756713626551e-10,2.2181609873095308e-11,1.9842244565487978e-09,6.390856869552097e-15,1.2521314017396849e-11,4.251338013178884e-15,3.172869034303854e-15,4.244386156166845e-15,2.5383115878799894e-17,5.209793353223606e-17,1.4088000857468193e-11,1.2561414744179263e-11,8.506488325847961e-16,3.4829106682836795e-10
3.209860630458334e-09,0.11224547205470961,0.9,0.0,0.0,0.0,0.0,0.09999913714619696,2.234674301245753e-07,2.0409490245007148e-07,1.5096538770484775e-07,1.5387558305376035e-07,1.1921715141310558e-07,1.330461181220091e-07,1.3103395542287257e-07,1.3095231209104655e-07,1.1791393486937028e-07,1.183404673138636e-07,1.0556014515270024e-07,1.0796452115867825e-07,9.189178166129522e-10,6.631726365552012e-09,3.4559689623218483e-09,6.015229002452096e-10,1.6650926670123103e-08,7.3682468561712516e-09,1.1478209713560113e-08,6.9831913980227614e-09,9.158903796290768e-10,2.401803221329104e-11,2.3286582129422932e-09,6.9283775126444e-15,1.494310079909275e-11,4.607554776557878e-15,3.4397339389055802e-15,4.5995489487314625e-15,2.979096812122888e-17,6.071533270858343e-17,1.7610323751158885e-11,1.597745864044104e-11,9.219246685028295e-16,4.0880428414187465e-10
3.456372212702565e-09,0.11224548000013075,0.9,0.0,0.0,0.0,0.0,0.09999907087663176,2.4083365419504753e-07,2.1903505725048553e-07,1.6241830330471714e-07,1.657841781456446e-07,1.2765130497076985e-07,1.433286466942207e-07,1.4099333037313805e-07,1.4090330364136119e-07,1.269694658522485e-07,1.2746549602431825e-07,1.1356840187946614e-07,1.1635478767263751e-07,9.86184746820504e-10,7.131384173784174e-09,3.7099166161940198e-09,6.453804621461802e-10,1.9287244686141568e-08,8.544122610821104e-09,1.3291780124783782e-08,8.078314565004722e-09,1.062294267016238e-09,2.5851644236003827e-11,2.7004530495191734e-09,7.46679552238686e-15,1.7575101577029345e-11,4.964135727151583e-15,3.707044704418038e-15,4.955024686571061e-15,3.455300581885601e-17,6.99920234735608e-17,2.1689679522918775e-11,1.9957146754041628e-11,9.932734793026346e-16,4.741863861800844e-10
3.702883794946796e-09,0.11224548798173452,0.9,0.0,0.0,0.0,0.0,0.099999004606297,2.582288035938162e-07,2.3387596049373229e-07,1.738512912884837e-07,1.7770475469798053e-07,1.3598972694129872e-07,1.5362019825851964e-07,1.5093732348915184e-07,1.5083928501414618e-07,1.360249897972241e-07,1.3659599683359855e-07,1.2156272003755443e-07,1.2475903936823484e-07,1.0530048043110119e-09,7.627722617601503e-09,3.960981841913389e-09,6.887402202936629e-10,2.210938613339162e-08,9.802241114573673e-09,1.523584010877443e-08,9.250512566305577e-09,1.2195969165342863e-09,2.768242570550968e-11,3.0995669117830833e-09,8.006109541099453e-15,2.0415604392143863e-11,5.321074919032063e-15,3.974800643090112e-15,5.3108118364822236e-15,3.9669539893684355e-17,7.992258065935981e-17,2.6366424184447785e-11,2.4541840321953647e-11,1.0646940754953128e-15,5.444422905317254e-10
3.949395377191027e-09,0.11224549599930565,0.9,0.0,0.0,0.0,0.0,0.09999893833515336,2.756528346675223e-07,2.4861827146229474e-07,1.8526438740482104e-07,1.8963711645475324e-07,1.4423350384674722e-07,1.639207286047788e-07,1.6086582657383172e-07,1.6076027561119455e-07,1.450805067029812e-07,1.45732015621744e-07,1.2954312387780023e-07,1.3317725454449657e-07,1.1193809574545835e-09,8.120763746886779e-09,4.209197356842341e-09,7.316078246727919e-10,2.5115823845267255e-08,1.1141668873399275e-08,1.7309912354371572e-08,1.0499273372334213e-08,1.387807864297878e-09,2.95103567018026e-11,3.525957445833878e-09,8.546318212858345e-15,2.346290042754872e-11,5.678366474490033e-15,4.243001062291801e-15,5.6669088690402574e-15,4.51408797407646e-17,9.050162899563706e-17,3.1680503781938564e-11,2.977256052822866e-11,1.1361852812381396e-15,6.19576834080507e-10
4.442418541679489e-09,0.1122455121414984,0.9,0.0,0.0,0.0,0.0,0.09999880579028382,3.1058736750845933e-07,2.7780973183312536e-07,2.0803104706405745e-07,2.135364217993794e-07,1.6044140700209712e-07,1.845485493478047e-07,1.8067593780083046e-07,1.8055736201397346e-07,1.631915193911792e-07,1.6402078857339947e-07,1.454622853971805e-07,1.5005548778178112e-07,1.2508133257034828e-09,9.097041526765724e-09,4.6972082620707746e-09,8.158888517347341e-10,3.167554943093255e-08,1.4060771067224691e-08,2.18462011079063e-08,1.3224452269447288e-08,1.756992565199923e-09,3.3157588986168864e-11,4.460397641655366e-09,9.62941410059489e-15,3.01710891380784e-11,6.393983502012845e-15,4.780732547777472e-15,6.380026483275445e-15,5.714920671855229e-17,1.1358394454921107e-16,4.4378423847691597e-11,4.233448301381203e-11,1.2793748853570805e-15,7.845007880333661e-10
4.935441706167951e-09,0.11224552842502408,0.9,0.0,0.0,0.0,0.0,0.09999867324171506,3.4563690461897484e-07,3.066146255482069e-07,2.30718568398002e-07,2.3748056872578323e-07,1.7628346242668657e-07,2.0521175742130822e-07,2.0042283003070874e-07,2.0029471777845919e-07,1.813025039047458e-07,1.8233217365253215e-07,1.6132607960165965e-07,1.669893107958028e-07,1.3805052064809946e-09,1.0060390998214565e-08,5.174203718930276e-09,8.982674732667437e-10,3.895448214348783e-08,1.7294171034042768e-08,2.6896894336687376e-08,1.6249822647210946e-08,2.1699237250404146e-09,3.6793187501748315e-11,5.5034289808058496e-09,1.0716072373285668e-14,3.768624516406695e-11,7.110941123721515e-15,5.320233524919597e-15,7.0943653693306415e-15,7.05804315141431e-17,1.391969466074428e-16,6.009495097376181e-11,5.796439848312099e-11,1.4228331520989635e-15,9.68995363424716e-10
5.428464870656413e-09,0.11224554484822666,0.9,0.0,0.0,0.0,0.0,0.09999854068914404,3.8080109880112263e-07,3.3503807115446514e-07,2.533272375985146e-07,2.614680665744514e-07,1.9176792763810036e-07,2.2591000306284704e-07,2.2010569399233308e-07,2.1997249760384384e-07,1.994134602303796e-07,2.0066652315707424e-07,1.771346989837458e-07,1.8397854469005603e-07,1.5084796456617326e-09,1.1010983334672885e-08,5.6404323253250055e-09,9.787866272339235e-10,4.694090017416448e-08,2.083477430720521e-08,3.2458292084284515e-08,1.9571409215846585e-08,2.6266759562836513e-09,4.0417002668294793e-11,6.654702297792637e-09,1.1806282246642913e-14,4.599519753697144e-11,7.82919469576142e-15,5.861498284289065e-15,7.809913427505567e-15,8.543697470196835e-17,1.6729937717918416e-16,7.913528176075649e-11,7.697854979155574e-11,1.5665511503663012e-15,1.1730964435538784e-09
5.921488035144875e-09,0.11224556140947844,0.9,0.0,0.0,0.0,0.0,0.09999840813227265,4.1607960375657363e-07,3.6308511941913645e-07,2.758573409121266e-07,2.8549745870899363e-07,2.0690287380837802e-07,2.4664293824610003e-07,2.39723744732671e-07,2.395908559587718e-07,2.1752438835362176e-07,2.1902418303104804e-07,1.9288833536670597e-07,2.010230083280084e-07,1.6347593839486759e-09,1.1948987464058897e-08,6.0961371099054096e-09,1.0574882850171323e-09,5.562329492827819e-08,2.4675646483138522e-08,3.85267455558698e-08,2.3185289310313592e-08,3.1273231321732955e-09,4.402889120449561e-11,7.913864048221953e-09,1.2900032964334202e-14,5.508501707032858e-11,8.548700593325346e-15,6.404521045099756e-15,8.52665861816175e-15,1.0172123278730013e-16,1.9785072875558348e-16,1.0179841330006864e-10,9.968803213246735e-11,1.7105201529149884e-15,1.3968387073375913e-09
6.414511199633337e-09,0.11224557810717987,0.9,0.0,0.0,0.0,0.0,0.0999982755708076,4.5147207408533985e-07,3.907607542129835e-07,2.9830916461986847e-07,3.0956732179695473e-07,2.2169618975037206e-07,2.6741021667750033e-07,2.5927622120951554e-07,2.591499470804173e-07,2.3563528825890292e-07,2.3740549297805892e-07,2.0858717990676603e-07,2.1812251839669623e-07,1.7593668608440691e-09,1.2874570057703815e-08,6.541555602270362e-09,1.1344134671831991e-09,6.499036705219876e-08,2.881000984244644e-08,4.509865624779257e-08,2.7087592234747313e-08,3.6719383902088198e-09,4.762870924177971e-11,9.280556438809028e-09,1.3997313798028717e-14,6.494299713622957e-11,9.269416189109015e-15,6.949295957379643e-15,9.244588961820493e-15,1.194355783201059e-16,2.3081123032278406e-16,1.2837725092843507e-10,1.2639888074628506e-10,1.854731632010893e-15,1.6402556551425055e-09
6.907534364121799e-09,0.11224559493975844,0.9,0.0,0.0,0.0,0.0,0.09999814300446028,4.869781652844388e-07,4.180698933508016e-07,3.206829950163004e-07,3.336762650624156e-07,2.3615558599431352e-07,2.8821149379269046e-07,2.7876238586348424e-07,2.786499249735235e-07,2.537461599295921e-07,2.5581078657932983e-07,2.2423142309541137e-07,2.352768894728995e-07,1.8823242184521705e-09,1.3787895598904962e-08,6.976919968811144e-09,1.2096022699836278e-09,7.503102224411916e-08,3.323123983163187e-08,5.217047504244923e-08,3.127449857940494e-08,4.260594135782135e-09,5.121633090651416e-11,1.0754417540816627e-08,1.5098114047077025e-14,7.555666366643256e-11,9.991299830931739e-15,7.495817103613906e-15,9.963692538347212e-15,1.385823600120647e-16,2.6614183262380515e-16,1.5915872032275234e-10,1.5741216215762994e-10,1.999177255062855e-15,1.90337963563234e-09
