Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98)
2.633623132337305e-08,0.11224635107299392,0.9,0.0,0.0,0.0,0.0,0.09999291234352345,1.9729551516427214e-06,1.2496242060055008e-06,1.1434079586506661e-06,1.3027157121037949e-06,6.076360353736084e-07,1.1314127213495838e-06,9.881044847295828e-07,1.001691037449147e-06,9.6742343597108e-07,1.0032652171763194e-06,7.992745561152365e-07,9.527385826040533e-07,5.62633535243449e-09,4.159836038711722e-08,1.8161991744307175e-08,3.141300322442631e-09,9.053028027153008e-07,3.7783396871420355e-07,6.948127828613687e-07,3.8622848628633467e-07,6.323567302114243e-08,1.818169999243141e-10,1.498185036554066e-07,6.116531691878679e-14,9.812230848763094e-10,3.900507524157601e-14,3.0352067666036984e-14,3.9111541668375904e-14,2.0567202611007643e-15,3.1875061220215487e-15,7.274442084069264e-09,7.615732454442752e-09,7.805052116549924e-15,2.8207252339628216e-08
2.750073231696822e-08,0.11224640136134187,0.9,0.0,0.0,0.0,0.0,0.09999259827903055,2.0671680276259006e-06,1.2869236187986147e-06,1.1892644476907893e-06,1.3613657902858393e-06,6.210031948993539e-07,1.18318960667947e-06,1.0267555331262856e-06,1.0423198322825792e-06,1.0101978017832463e-06,1.049599486202672e-06,8.31296984622242e-07,9.981585054986226e-07,5.794273170423418e-09,4.28458004111879e-08,1.856446972391857e-08,3.2108096814703154e-09,9.766101362104161e-07,4.0613241974646206e-07,7.539823050873998e-07,4.1724212257471775e-07,6.902771660860858e-08,1.8893339948396618e-10,1.6287608983832102e-07,6.408586410954359e-14,1.0596581566320714e-09,4.0760992467187636e-14,3.179892870296193e-14,4.0901258629280303e-14,2.2450966622215778e-15,3.438394606174258e-15,8.196603548685755e-09,8.600864598933528e-09,8.15644649736754e-15,3.078079645240649e-08
2.8665233310563386e-08,0.11224645213545034,0.9,0.0,0.0,0.0,0.0,0.09999228413769912,2.1619371542249973e-06,1.323066769197923e-06,1.2347529059423248e-06,1.4200259705934136e-06,6.336685217530304e-07,1.2350826573212801e-06,1.0649550714784092e-06,1.082654310510604e-06,1.052972004534934e-06,1.0961226194200184e-06,8.63056954034189e-07,1.0438334945283048e-06,5.957005003418181e-09,4.405457046182707e-08,1.8945815921351062e-08,3.2766695301123892e-09,1.0498386818582292e-06,4.350337290488148e-07,8.152946125544619e-07,4.4915357523968795e-07,7.507918677847572e-08,1.9596668188356151e-10,1.7643199994806664e-07,6.702363469263306e-14,1.1402461701006048e-09,4.251719934252347e-14,3.325390495272129e-14,4.269497819102569e-14,2.4419094120681117e-15,3.696041175437601e-15,9.186577577939507e-09,9.661676369582405e-09,8.50790140395384e-15,3.346764205020077e-08
2.982973430415856e-08,0.11224650338519533,0.9,0.0,0.0,0.0,0.0,0.09999196991762933,2.257258498314191e-06,1.358089493518845e-06,1.2798769100703174e-06,1.4786897499876352e-06,6.456688576539329e-07,1.2870882877938938e-06,1.1027025943774198e-06,1.1226963549922603e-06,1.0957460440475767e-06,1.142836605575885e-06,8.945566144614224e-07,1.0897605492670463e-06,6.114692201750313e-09,4.522586904668196e-08,1.9307139619786892e-08,3.3390714457680184e-09,1.1249211965401163e-06,4.645062438088745e-07,8.787227922913885e-07,4.819350120618076e-07,8.139065592587685e-08,2.029167534825715e-10,1.9048037580244268e-07,6.997850340903366e-14,1.2229116454278168e-09,4.427350113278112e-14,3.4716900722240326e-14,4.4492576341688486e-14,2.6471770336357474e-15,3.9602091555518404e-15,1.0245776247343755e-08,1.080014404808538e-08,8.859377874186125e-15,3.6267800879928246e-08
3.0994235297753725e-08,0.11224655510080447,0.9,0.0,0.0,0.0,0.0,0.09999165561698749,2.3531280525940345e-06,1.3920265174183395e-06,1.3246400186700188e-06,1.5373509783112992e-06,6.570391104314554e-07,1.3392029597930317e-06,1.1399978935948594e-06,1.1624478403728842e-06,1.138519920176418e-06,1.1897433521335694e-06,9.257980983992457e-07,1.1359366669276877e-06,6.267491115094658e-09,4.636085752860277e-08,1.964949187408572e-08,3.3981969495985547e-09,1.201793022602394e-06,4.945199727255102e-07,9.442406260285729e-07,5.155594634055225e-07,8.79626786194513e-08,2.0978357538426458e-10,2.0501535456319906e-07,7.295034580232116e-14,1.3075820095399933e-09,4.602971367195511e-14,3.618782024468489e-14,4.629393070223089e-14,2.8609174696542423e-15,4.230670972558377e-15,1.137553125230324e-08,1.2018174866854956e-08,9.210839060187148e-15,3.918127253641093e-08
3.215873629134889e-08,0.11224660727284173,0.9,0.0,0.0,0.0,0.0,0.09999134123400351,2.449541835478361e-06,1.4249114903142446e-06,1.369045771770225e-06,1.5960038397468733e-06,6.678123555185276e-07,1.3914231818053865e-06,1.1768410434076437e-06,1.2019106330529646e-06,1.181293632813013e-06,1.2368446885837955e-06,9.56783520872252e-07,1.1823588442862227e-06,6.4155532474398595e-09,4.7460661276760225e-08,1.9973868566693058e-08,3.454218034292353e-09,1.2803919751627979e-06,5.250464988102292e-07,1.0118225644289969e-06,5.50000795487618e-07,9.479579183648906e-08,2.1656716072612096e-10,2.2003107249539181e-07,7.593903821513792e-14,1.3941874692653586e-09,4.778566280747629e-14,3.766656774076065e-14,4.8098920513124437e-14,3.0831480902487527e-15,4.5072077561351595e-15,1.257709720114213e-08,1.3317609656403436e-08,9.56225011723305e-15,4.220804512635988e-08
3.332323728494406e-08,0.11224665989219357,0.9,0.0,0.0,0.0,0.0,0.09999102676696867,2.546495890980759e-06,1.4567770187313766e-06,1.413097690367271e-06,1.65464283525445e-06,6.780199320812928e-07,1.4437455087207149e-06,1.213232386487755e-06,1.2410865911586072e-06,1.2240671818876184e-06,1.2841423696052798e-06,9.875149795774642e-07,1.229024079509877e-06,6.5590254072266874e-09,4.8526370781871284e-08,2.0281213302050122e-08,3.507297663938507e-09,1.360658234780722e-06,5.560588967968591e-07,1.0814437024699562e-06,5.852336844792004e-07,1.0189051519612918e-07,2.2326757208822803e-10,2.3552166853884408e-07,7.894445778564931e-14,1.4826608907459837e-09,4.9541183874203644e-14,3.9153047476946953e-14,4.990742662090385e-14,3.313885700537275e-15,4.789608961812076e-15,1.385165476558673e-08,1.470022537677717e-08,9.913578098532604e-15,4.534809589715209e-08
3.448773827853923e-08,0.11224671295005498,0.9,0.0,0.0,0.0,0.0,0.099990712214233,2.6439862886006656e-06,1.4876546986217554e-06,1.4567992759878386e-06,1.7132627659227885e-06,6.876915341510302e-07,1.4961665414421896e-06,1.2491725203291389e-06,1.2799775645135499e-06,1.266840567371476e-06,1.3316380780838236e-06,1.0179945550263115e-06,1.275929373894018e-06,6.698049852867435e-09,4.9559042737114925e-08,2.0572420150524606e-08,3.557590247912354e-09,1.4425342451434342e-06,5.875316548450777e-07,1.1530797559024424e-06,6.212335914044251e-07,1.0924735119062088e-07,2.2988491899093815e-10,2.5148128770153453e-07,8.196648244398914e-14,1.5729376842754494e-09,5.129612119576596e-14,4.0647163820825576e-14,5.1719331464661565e-14,3.553146548164814e-15,5.0776720108422115e-15,1.5200313697466977e-08,1.6167737540270686e-08,1.0264791855477112e-14,4.860139183280581e-08
3.5652239272134395e-08,0.11224676643791685,0.9,0.0,0.0,0.0,0.0,0.0999903975742034,2.7420091232090832e-06,1.5175751466893835e-06,1.5001540102793198e-06,1.7718587171875422e-06,6.968552970095519e-07,1.5486829264952455e-06,1.2846622841939254e-06,1.318585394612711e-06,1.3096137892789875e-06,1.3793334279964893e-06,1.0482243106854437e-06,1.323071733511264e-06,6.832764433783393e-09,5.0559701085756115e-08,2.0848336249425604e-08,3.6052420900791027e-09,1.5259646155306083e-06,6.194406003219481e-07,1.2267070387385206e-06,6.579767378123324e-07,1.1686678541463912e-07,2.364193554903575e-10,2.679040842814712e-07,8.500499090869424e-14,1.6649556943952805e-09,5.305032761187811e-14,4.2148821293611523e-14,5.3534519062490835e-14,3.800946330774012e-15,5.371201946892331e-15,1.6624115717568224e-08,1.7721802530323213e-08,1.0615861943085928e-14,5.1967890218805866e-08
3.681674026572956e-08,0.11224682034755375,0.9,0.0,0.0,0.0,0.0,0.0999900828453412,2.8405605149339344e-06,1.5465680307428373e-06,1.5431653546267455e-06,1.8304260438797284e-06,7.055378790303014e-07,1.6012913556351192e-06,1.3197027465640425e-06,1.3569119145972428e-06,1.3523868476697826e-06,1.4272299671660924e-06,1.0782062931163914e-06,1.3704481707754528e-06,6.963302727065121e-09,5.152933803625616e-08,2.110976426719235e-08,3.650391814367288e-09,1.6108960278665926e-06,6.517628294877119e-07,1.3023024417270356e-06,6.954400822037324e-07,1.247492867926382e-07,2.4287107786754075e-10,2.8478422492225266e-07,8.80598626831279e-14,1.7586550952995084e-09,5.480366403052524e-14,4.3657924619970527e-14,5.5352874997884394e-14,4.057300203411694e-15,5.6700111088818195e-15,1.812403728135759e-08,1.936401982050833e-08,1.096676053042629e-14,5.5447539177108796e-08
3.798124125932473e-08,0.112246874671012,0.9,0.0,0.0,0.0,0.0,0.09998976802616047,2.9396366090450934e-06,1.5746620991033706e-06,1.5858367497951438e-06,1.8889603560633375e-06,7.137645392001376e-07,1.6539885654532906e-06,1.3542951930819076e-06,1.394958949231064e-06,1.3951597426506895e-06,1.4753291798918818e-06,1.10794253211408e-06,1.418055705923541e-06,7.089794169880244e-09,5.246891504579576e-08,2.1357464737531128e-08,3.6931707678818964e-09,1.69727714814753e-06,6.844766408925454e-07,1.3798434117731208e-06,7.336012971916173e-07,1.328953078042335e-07,2.492403224071347e-10,3.021158915083175e-07,9.113097805189474e-14,1.8539782912254076e-09,5.655599900378402e-14,4.517437877522146e-14,5.717428640609586e-14,4.322222785871078e-15,5.9739188192206954e-15,1.9700992226908337e-08,2.1095934098015206e-08,1.1317461315761156e-14,5.904027817280628e-08
3.91457422529199e-08,0.11224692940059872,0.9,0.0,0.0,0.0,0.0,0.09998945311522574,3.0392335758390924e-06,1.601885209100669e-06,1.6281716155960893e-06,1.947457505617288e-06,7.215592105669388e-07,1.7067713369830617e-06,1.3884411149615672e-06,1.4327283148788452e-06,1.4379324743775928e-06,1.523632489462862e-06,1.1374350408442053e-06,1.4658913684189034e-06,7.212364187773443e-09,5.337936377328525e-08,2.1592158270880792e-08,3.733703402831823e-09,1.7850585420100903e-06,7.175614722736692e-07,1.459307932252593e-06,7.724387473701561e-07,1.4130528470761022e-07,2.5552736326285774e-10,3.19893283906655e-07,9.421821807724509e-14,1.950869821422276e-09,5.830720832593866e-14,4.669808903003383e-14,5.899864196047179e-14,4.595728169969523e-15,6.282751086625629e-15,2.135583431089434e-08,2.2919037296465128e-08,1.1667939446156705e-14,6.274603849405798e-08
4.0310243246515066e-08,0.11224698452887086,0.9,0.0,0.0,0.0,0.0,0.09998913811115048,3.1393476105235408e-06,1.628264354686942e-06,1.6701733505772566e-06,2.0059135735199954e-06,7.289445698415133e-07,1.7596364953044562e-06,1.422142197852531e-06,1.4702218194854036e-06,1.4807050430572019e-06,1.5721412605597796e-06,1.1666858159794832e-06,1.5139521982793301e-06,7.331134318996853e-09,5.426158700288893e-08,2.1814527650086605e-08,3.7721076384598074e-09,1.8741925942237624e-06,7.509978407565063e-07,1.5406745041754997e-06,8.119314678684158e-07,1.4997963776095767e-07,2.6173251040637605e-10,3.3811062256142046e-07,9.732146459547227e-14,2.049276269513117e-09,6.005717465264244e-14,4.822896099272595e-14,6.082583185876137e-14,4.8778299267618726e-15,6.596340322746594e-15,2.3089359638152486e-08,2.4834770542595118e-08,1.2018171441299465e-14,6.656474370679482e-08
4.147474424011023e-08,0.11224704004862546,0.9,0.0,0.0,0.0,0.0,0.0999888230125951,3.2399749331012678e-06,1.6538256931962676e-06,1.711845331733974e-06,2.064324857800262e-06,7.359421033523936e-07,1.8125809091486512e-06,1.4554003111406617e-06,1.507441262556489e-06,1.5234774489487168e-06,1.6208568015510251e-06,1.1956968378347862e-06,1.5622352473326323e-06,7.446222334992006e-09,5.511645953896282e-08,2.202521981626155e-08,3.8084952040074386e-09,1.964633431917072e-06,7.847672861892804e-07,1.6239221281590711e-06,8.520591435679291e-07,1.5891877144192632e-07,2.678561076566411e-10,3.5676215094714064e-07,1.004406002133004e-13,2.149146177114129e-09,6.180578714003643e-14,4.976690064925581e-14,6.265574780940985e-14,5.168541113689234e-15,6.9145250719364524e-15,2.490230898959504e-08,2.6844526020750207e-08,1.2368135121305609e-14,7.04963100854979e-08
4.26392452337054e-08,0.11224709595288948,0.9,0.0,0.0,0.0,0.0,0.09998850781826518,3.34111178825421e-06,1.6785945712742633e-06,1.7531909142418123e-06,2.122687862121129e-06,7.425721695361398e-07,1.8656014905020903e-06,1.4882174976715678e-06,1.5443884351409298e-06,1.5662496923653967e-06,1.6697803666872726e-06,1.2244700705011711e-06,1.6107375804025709e-06,7.557742357136235e-09,5.594482907324525e-08,2.2224847750333786e-08,3.84297196366485e-09,2.0563368513632527e-06,8.188523174541494e-07,1.709030287173459e-06,8.928020889646194e-07,1.681230746651044e-07,2.738985307870595e-10,3.758421378858145e-07,1.035755083042661e-13,2.250429961473318e-09,6.355294110282782e-14,5.131181440099224e-14,6.448828301784211e-14,5.4678742816631636e-15,7.237149753549511e-15,2.679537005287912e-08,2.8949648758815787e-08,1.2717809538322555e-14,7.454064702125257e-08
4.380374622730057e-08,0.11224715223491089,0.9,0.0,0.0,0.0,0.0,0.09998819252691014,3.442754445227063e-06,1.7025955500034237e-06,1.7942134312092756e-06,2.18099928496383e-06,7.488540581430126e-07,1.9186951942104683e-06,1.5205959638818337e-06,1.581065119814113e-06,1.6090217736760406e-06,1.718913158199629e-06,1.2530074619788037e-06,1.6594562764278342e-06,7.665804969867626e-09,5.6747517025147205e-08,2.2413992255695757e-08,3.8756382244403944e-09,2.149260248153113e-06,8.532363616003463e-07,1.7959789300240778e-06,9.341412286554068e-07,1.7759292099751179e-07,2.7986018570778045e-10,3.953448797332231e-07,1.0672607300509248e-13,2.3530798368924665e-09,6.52985376903419e-14,5.2863609100352146e-14,6.632333217274224e-14,5.7758414820851015e-15,7.564064416162602e-15,2.8769179560196753e-08,3.1151438339182663e-08,1.3067174911726023e-14,7.869765740825914e-08
4.4968247220895736e-08,0.1122472088881496,0.9,0.0,0.0,0.0,0.0,0.09998787713732141,3.5448991977107103e-06,1.7258524292496183e-06,1.8349161934496747e-06,2.239256009379674e-06,7.54806046334108e-07,1.971859017582735e-06,1.552538070323409e-06,1.617473090662774e-06,1.651793693306376e-06,1.7682563283059824e-06,1.2813109443088013e-06,1.7083884295167749e-06,7.77051733030332e-09,5.75253193559951e-08,2.259320364725692e-08,3.906589027865954e-09,2.243362550585941e-06,8.8790371564804e-07,1.884748455534998e-06,9.760580784296977e-07,1.873286688721111e-07,2.8574150672039477e-10,4.1526470243975614e-07,1.0989217921205706e-13,2.4570497397699627e-09,6.704248357958534e-14,5.442219208439087e-14,6.81607914323341e-14,6.092454273801183e-15,7.895124503123295e-15,3.082432533748109e-08,3.345115053827884e-08,1.341621256671975e-14,8.296723800995733e-08
4.6132748214490903e-08,0.1122472659062691,0.9,0.0,0.0,0.0,0.0,0.099987561648331,3.647542363725454e-06,1.748388271254308e-06,1.87530248927129e-06,2.2974550932795764e-06,7.604454518356777e-07,2.025089999995283e-06,1.5840463225670544e-06,1.653614113271059e-06,1.6945654517403572e-06,1.8178109811299754e-06,1.3093824337039882e-06,1.7575311499405102e-06,7.871983274461686e-09,5.8279007358047644e-08,2.2763003351890105e-08,3.9359144263996476e-09,2.338604156118882e-06,9.228395009205267e-07,1.9753196973998133e-06,1.0185347269466796e-06,1.9733066179933845e-07,2.9154295484245015e-10,4.3559596349083895e-07,1.1307371257735412e-13,2.5622952571062535e-09,6.878469068441263e-14,5.598747120642849e-14,7.00005584106691e-14,6.417723729992376e-15,8.230190628863556e-15,3.2961348269090514e-08,3.584999889800765e-08,1.3764904876156442e-14,8.734927980585239e-08
4.729724920808607e-08,0.11224732328312848,0.9,0.0,0.0,0.0,0.0,0.09998724605881011,3.7506802855040616e-06,1.7702254234957578e-06,1.9153755842850103e-06,2.355593760233164e-06,7.657886833043086e-07,2.078385222496466e-06,1.615123362471495e-06,1.6894899447078468e-06,1.7373370495213804e-06,1.8675781745367173e-06,1.3372238306785805e-06,1.8068815650668584e-06,7.970303420193226e-09,5.9009328419064794e-08,2.292388542489837e-08,3.963699745325038e-09,2.4349468707265846e-06,9.58029619772732e-07,2.067673909668782e-06,1.0615538179803536e-06,2.0759922857665387e-07,2.972650161993254e-10,4.563330537317721e-07,1.162705595054512e-13,2.668773558286756e-09,7.052507587995584e-14,5.75593548657908e-14,7.184253216392564e-14,6.751660445000045e-15,8.569128365457217e-15,3.518074418175326e-08,3.834915623219995e-08,1.4113235205411809e-14,9.184366832005236e-08
4.846175020168124e-08,0.11224738101277472,0.9,0.0,0.0,0.0,0.0,0.09998693036766773,3.8543093293746435e-06,1.7913855408416312e-06,1.955138721228664e-06,2.4136693907510137e-06,7.708512880477318e-07,2.131741807411572e-06,1.6457719598054536e-06,1.7251023335152962e-06,1.7801084872534188e-06,1.917558921889121e-06,1.3648370201768116e-06,1.8564368202374522e-06,8.065575266920982e-09,5.971700676317796e-08,2.307631798686136e-08,3.9900258308996275e-09,2.5323538510311535e-06,9.934607145916302e-07,2.1617927528427387e-06,1.1050985332149006e-06,2.1813468349611353e-07,3.029082004810981e-10,4.774703990815914e-07,1.1948260714944133e-13,2.776443329973697e-09,7.226356074152458e-14,5.913775203573969e-14,7.3686613176725e-14,7.094274541086975e-15,8.911808038928564e-15,3.748296565135127e-08,4.0949756071019604e-08,1.446118786015319e-14,9.645028393246729e-08
4.9626251195276406e-08,0.11224743908943503,0.9,0.0,0.0,0.0,0.0,0.09998661457384928,3.958425885643388e-06,1.8118896070148886e-06,1.994595119807286e-06,2.4716795140246906e-06,7.756479972398104e-07,2.1851569179484035e-06,1.6759950042100671e-06,1.7604530196985945e-06,1.82287976560207e-06,1.9677541937285997e-06,1.3922238717005006e-06,1.9061940795903463e-06,8.157893292289143e-09,6.040274416879424e-08,2.322074458503286e-08,4.014969285473103e-09,2.6307895490681675e-06,1.0291201289495633e-06,2.257658280545485e-06,1.149152575573371e-06,2.2893732654996573e-07,3.0847303946210623e-10,4.99002462140437e-07,1.227097434073912e-13,2.8852647139671257e-09,7.400007129721869e-14,6.07225722896668e-14,7.553270334846876e-14,7.445575675133974e-15,9.258104534839545e-15,3.9868423735985064e-08,4.3652894046145964e-08,1.4808748036851085e-14,1.0116900217357989e-07
5.0790752188871574e-08,0.11224749750751033,0.9,0.0,0.0,0.0,0.0,0.0999862986763353,4.0630263684771504e-06,1.8317579553943754e-06,2.0337479765486064e-06,2.5296218001004414e-06,7.801927687619623e-07,2.2386277578035686e-06,1.705795497489507e-06,1.7955437347168855e-06,1.8656508852955347e-06,2.018164919383696e-06,1.4193862394355728e-06,1.9561505268303357e-06,8.247349045816116e-09,6.106722066425006e-08,2.3357585483271644e-08,4.038602690263061e-09,2.730219659560311e-06,1.06499587079681e-06,2.355252926747519e-06,1.1937001530630878e-06,2.400074436342755e-07,3.1396008558095876e-10,5.209237436947874e-07,1.259518569186844e-13,2.9951992478955995e-09,7.573453779352886e-14,6.231372582562077e-14,7.73807059797009e-14,7.805573045272103e-15,9.60789711270342e-15,4.233748963862125e-08,4.6459629219441095e-08,1.5155901775888802e-14,1.059996940036563e-07
5.195525318246674e-08,0.1122475562615681,0.9,0.0,0.0,0.0,0.0,0.0999859826741404,4.1681072157859386e-06,1.8510102891707903e-06,2.0726004646730548e-06,2.587494052463697e-06,7.844988277960598e-07,2.292151570769617e-06,1.7351765462180536e-06,1.8303762014753463e-06,1.9084218471255137e-06,2.0687919885100343e-06,1.4463259623775497e-06,2.0063033659491428e-06,8.334031239645295e-09,6.171109520190621e-08,2.348723888427051e-08,4.060994816438405e-09,2.830611069576865e-06,1.1010765775859952e-06,2.454559493515408e-06,1.2387259631216792e-06,2.5134530675058014e-07,3.1936991057883304e-10,5.432287841247536e-07,1.2920883706036292e-13,3.1062098085922655e-09,7.746689447324213e-14,6.39111234892374e-14,7.92305257585e-14,8.174275397450752e-15,9.961069228796352e-15,4.489049630245989e-08,4.93709853576725e-08,1.5502635917133474e-14,1.1094222607721738e-07
5.311975417606191e-08,0.1122476153463363,0.9,0.0,0.0,0.0,0.0,0.0999856665663119,4.273664889105286e-06,1.8696657008779945e-06,2.111155733977641e-06,2.645294201012838e-06,7.885787052866479e-07,2.3457256403431276e-06,1.764141354652329e-06,1.8649521343183998e-06,1.9511926519480333e-06,2.1196362525647997e-06,1.473044864456003e-06,2.0566498218975154e-06,8.418025836483297e-09,6.233500631135187e-08,2.3610082087631832e-08,4.08221082512323e-09,2.9319318104640523e-06,1.1373514832270783e-06,2.5555611392624526e-06,1.2842151774482566e-06,2.629511742055815e-07,3.247031041939769e-10,5.6591216471746e-07,1.3248057394346467e-13,3.21826055802437e-09,7.919707936500649e-14,6.551467679513733e-14,8.108206874690455e-14,8.551691031941666e-15,1.0317508366962016e-14,4.752773994199423e-08,5.238795215572499e-08,1.5848938057839265e-14,1.1599646099354491e-07
5.4284255169657076e-08,0.11224767475669702,0.9,0.0,0.0,0.0,0.0,0.09998535035192888,4.379695873478541e-06,1.8877426913189707e-06,2.149416910733062e-06,2.7030202954018623e-06,7.924442743840308e-07,2.399347289333852e-06,1.792693217937779e-06,1.8992732390240227e-06,1.993963300684208e-06,2.170698526218793e-06,1.4995447546579948e-06,2.1071871412112587e-06,8.499416134812696e-09,6.293957273236324e-08,2.372647258714809e-08,4.102312456901206e-09,3.034151011937068e-06,1.1738103867770935e-06,2.6582413674775572e-06,1.3301534273047338e-06,2.7482529080887845e-07,3.2996027291040524e-10,5.889685088903906e-07,1.3576695840935915e-13,3.3313168916575463e-09,8.092503408394452e-14,6.712429794685604e-14,8.293524236737539e-14,8.937827809779069e-15,1.067710587702511e-14,5.024948151259067e-08,5.55114864106157e-08,1.6194796512760822e-14,1.2116225753395413e-07
5.5448756163252244e-08,0.11224773448768068,0.9,0.0,0.0,0.0,0.0,0.09998503403010092,4.486196677339094e-06,1.9052591879051886e-06,2.187387097593462e-06,2.760670498732586e-06,7.96106784974186e-07,2.453013879475018e-06,1.8208355155988402e-06,1.9333412127991436e-06,2.036733794320919e-06,2.22197958870896e-06,1.5258274271505029e-06,2.157912592593069e-06,8.578282851463629e-09,6.352539402824427e-08,2.3836749110477915e-08,4.1213582113714746e-09,3.137238858229847e-06,1.2104436227735994e-06,2.762584015910279e-06,1.376526789272711e-06,2.869678880687475e-07,3.351420387588495e-10,6.123924833284464e-07,1.3906788202608093e-13,3.4453453891387576e-09,8.265070364273588e-14,6.87398998553653e-14,8.478995538929834e-14,9.332693159136114e-15,1.1039756820447714e-14,5.305594812128955e-08,5.8742513148520245e-08,1.6540200276360896e-14,1.264394708865285e-07
5.661325715684741e-08,0.11224779453446052,0.9,0.0,0.0,0.0,0.0,0.09998471759996727,4.593163832392532e-06,1.922232562427578e-06,2.2250693735182493e-06,2.818243081578004e-06,7.995768963960764e-07,2.506722811034887e-06,1.848571705302568e-06,1.967157744276094e-06,2.079504133911449e-06,2.273480185134159e-06,1.5518946614018417e-06,2.2088234674520674e-06,8.654704201626292e-09,6.409305118015801e-08,2.394123260424577e-08,4.139403517279014e-09,3.2411665462036568e-06,1.2472420331254371e-06,2.868573246191054e-06,1.423321771451809e-06,2.993791843859747e-07,3.4024903816807164e-10,6.361787990383321e-07,1.4238323708466215e-13,3.5603137671838687e-09,8.437403627261895e-14,7.036139615624726e-14,8.664611791553104e-14,9.736294081637844e-15,1.1405359822880473e-14,5.5947334381403774e-08,6.208192670691532e-08,1.6885138987002077e-14,1.3182795285897695e-07
5.777775815044258e-08,0.11224785489234708,0.9,0.0,0.0,0.0,0.0,0.09998440106069559,4.700593893498762e-06,1.9386796482767363e-06,2.2624667937054273e-06,2.875736416319414e-06,8.028647084415865e-07,2.560471522429659e-06,1.8759053168858507e-06,2.0007245135100964e-06,2.1222743205760354e-06,2.3252010276968017e-06,1.5777482223020917e-06,2.259917080402791e-06,8.728755976383615e-09,6.464310716303821e-08,2.404022716743229e-08,4.156500893714647e-09,3.345906245320583e-06,1.2841969404789813e-06,2.976193533866695e-06,1.470525300085742e-06,3.1205938524574734e-07,3.4528192086472716e-10,6.603222123237587e-07,1.4571291659546316e-13,3.676190834563696e-09,8.609498325378961e-14,7.198870122557623e-14,8.850364136899646e-14,1.0148637158610827e-14,1.1773816933277879e-14,5.8923803713369215e-08,6.553059177384098e-08,1.72296028930184e-14,1.373275520802381e-07
5.894225914403775e-08,0.11224791555678323,0.9,0.0,0.0,0.0,0.0,0.09998408441148131,4.8084834385541095e-06,1.954616757129442e-06,2.299582389535915e-06,2.9331489717808443e-06,8.059797907281903e-07,2.614257489837803e-06,1.9028399466366826e-06,2.0340431919777687e-06,2.165044355502372e-06,2.3771427968928493e-06,1.6033898602825385e-06,2.3111907697253633e-06,8.800511617841067e-09,6.517610750365217e-08,2.4134020935768664e-08,4.172700102853244e-09,3.4514310593927914e-06,1.3213001229824648e-06,3.0854296588321785e-06,1.5181247066028863e-06,3.250086834076126e-07,3.502413488200222e-10,6.848175256848159e-07,1.4905681428450364e-13,3.792946449089668e-09,8.781349875470495e-14,7.362173019456407e-14,9.036243847932631e-14,1.0569728557269834e-14,1.2145033489264007e-14,6.198548959418229e-08,6.908934438618728e-08,1.7573582820568197e-14,1.4293811419142293e-07
6.010676013763291e-08,0.1122479765233392,0.9,0.0,0.0,0.0,0.0,0.09998376765154642,4.91682906837339e-06,1.970059695117992e-06,2.3364191685283604e-06,2.9904793081451797e-06,8.089312105297174e-07,2.6680782268159044e-06,1.9293792518202797e-06,2.067115442576619e-06,2.2078142399460506e-06,2.4293061426525498e-06,1.6288213114341354e-06,2.3626418977885088e-06,8.870042291927867e-09,6.569258082136714e-08,2.422288691970509e-08,4.188048294674049e-09,3.557714990022908e-06,1.3585437903750368e-06,3.1962666961407503e-06,1.5661077150585025e-06,3.382272590935083e-07,3.551279952414651e-10,7.096595886447505e-07,1.5241482458979247e-13,3.9105514765037754e-09,8.952953967982398e-14,7.526039896302128e-14,9.222242326955691e-14,1.0999574036841601e-14,1.2518917988450717e-14,6.513249675765e-08,7.275899288881929e-08,1.7917070143174715e-14,1.486594820266566e-07
6.243576212482325e-08,0.11224809934570126,0.9,0.0,0.0,0.0,0.0,0.09998313379653134,5.1348750994479866e-06,1.9995238475702263e-06,2.4092681865855543e-06,3.104887993114082e-06,8.143769733067871e-07,2.7758142483095513e-06,1.9812867918229374e-06,2.1325272688685223e-06,2.2933535627494076e-06,2.534300017156566e-06,1.6790605266143908e-06,2.4660660422568672e-06,9.002702436222642e-09,6.667797941413386e-08,2.4386856564109e-08,4.216367962214276e-09,3.772460492134245e-06,1.4334234450712892e-06,3.422685232057619e-06,1.6631773254870904e-06,3.654729023468634e-07,3.646856868562271e-10,7.603636008750068e-07,1.5917276433908155e-13,4.148198043031895e-09,9.295403826209826e-14,7.855432341065374e-14,9.594561836960699e-14,1.1885548271832939e-14,1.3274339888117986e-14,7.168275690907694e-08,8.043407788583568e-08,1.8602535036751242e-14,1.6043399316593637e-07
