Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825)
5.597200672485215e-09,0.1122455433951793,0.9,0.0,0.0,0.0,0.0,0.09999849545883245,3.8533000174567664e-07,3.7145738043617394e-07,2.6624108755432695e-07,2.6624108755432695e-07,2.012248784925462e-07,2.3059968124312516e-07,2.3059339754480782e-07,2.3059339754480782e-07,2.0561214406269954e-07,2.0561214406269954e-07,1.8616485540923624e-07,1.8616485540923624e-07,1.6725645914442673e-09,1.2200056718058395e-08,5.91994575826368e-09,1.0272394996994004e-09,2.2427617492615788e-08,2.2427617492615788e-08
5.935883345388031e-09,0.11224555392074173,0.9,0.0,0.0,0.0,0.0,0.09999840442083191,4.0864586283045865e-07,3.93922540118714e-07,2.823510197949599e-07,2.823510197949599e-07,2.1206110215556118e-07,2.4455299429473624e-07,2.4454633037313626e-07,2.4454633037313626e-07,2.1805349091542083e-07,2.1805349091542083e-07,1.9742946988313372e-07,1.9742946988313372e-07,1.7737189298731346e-09,1.2949603781871456e-08,6.245930606548212e-09,1.0835482001120268e-09,2.5162413332514738e-08,2.5162413332514738e-08
6.613248691193662e-09,0.11224557502044068,0.9,0.0,0.0,0.0,0.0,0.0999982223450796,4.5527752127785433e-07,4.388527980871625e-07,3.145708402561184e-07,3.145708402561184e-07,2.3331526988831137e-07,2.724595822760936e-07,2.7245215790608154e-07,2.7245215790608154e-07,2.429361506413022e-07,2.429361506413022e-07,2.1995866805497909e-07,2.1995866805497909e-07,1.9760273302789854e-09,1.444869586041282e-08,6.885317249319402e-09,1.1939920788568878e-09,3.1065003059605866e-08,3.1065003059605866e-08
7.290614036999294e-09,0.11224559618351691,0.9,0.0,0.0,0.0,0.0,0.09999804026965894,5.019090947572198e-07,4.837829741853196e-07,3.4679060202127965e-07,3.4679060202127965e-07,2.5402367724022976e-07,3.003661194270697e-07,3.003579346055308e-07,3.003579346055308e-07,2.6781876506117075e-07,2.6781876506117075e-07,2.42487825191011e-07,2.42487825191011e-07,2.1783353620457837e-09,1.5947785209854255e-08,7.508285857883929e-09,1.3016000025874759e-09,3.7532556326368445e-08,3.7532556326368445e-08
7.967979382804926e-09,0.11224561740834213,0.9,0.0,0.0,0.0,0.0,0.09999785819456997,5.48540583262388e-07,5.287130684096431e-07,3.7901030508741814e-07,3.7901030508741814e-07,2.7420033684891305e-07,3.282726057462461e-07,3.28263660469227e-07,3.28263660469227e-07,2.9270133417510923e-07,2.9270133417510923e-07,2.650169412897729e-07,2.650169412897729e-07,2.3806430251575823e-09,1.7446871827587313e-08,8.115257969339394e-09,1.4064447855304774e-09,4.455056614246311e-08,4.455056614246311e-08
8.645344728610557e-09,0.11224563869332974,0.9,0.0,0.0,0.0,0.0,0.09999767611981271,5.951719867871927e-07,5.736430807555975e-07,4.1122994945150894e-07,4.1122994945150894e-07,2.938589016251536e-07,3.561790412322651e-07,3.5616933549491316e-07,3.5616933549491316e-07,3.175838579831998e-07,3.175838579831998e-07,2.87546016349808e-07,2.87546016349808e-07,2.5829503195939588e-09,1.8945955712000866e-08,8.706644296324051e-09,1.5085973728024302e-09,5.210489793798494e-08,5.210489793798494e-08
9.322710074416189e-09,0.11224566003693401,0.9,0.0,0.0,0.0,0.0,0.09999749404538714,6.418033053254668e-07,6.185730112155539e-07,4.434495351105266e-07,4.434495351105266e-07,3.130126739526409e-07,3.8408542588382797e-07,3.840749596803323e-07,3.840749596803323e-07,3.424663364855253e-07,3.424663364855253e-07,3.1007505036965997e-07,3.1007505036965997e-07,2.785257245320561e-09,2.044503686459207e-08,9.282845016092206e-09,1.6081268883087123e-09,6.01817800267862e-08,6.01817800267862e-08
9.999999999999999e-09,0.11224568143764875,0.9,0.0,0.0,0.0,0.0,0.09999731199156608,6.884293467914747e-07,6.634978571417277e-07,4.7566547463012715e-07,4.7566547463012715e-07,3.3167256367209215e-07,4.119886525139133e-07,4.1197742592212257e-07,4.1197742592212257e-07,3.6734599918773046e-07,3.6734599918773046e-07,3.32601534893445e-07,3.32601534893445e-07,2.9875412768119e-09,2.1943948372935006e-08,9.844188330523968e-09,1.7050900233295292e-09,6.876681048796766e-08,6.876681048796766e-08
1.000007542022182e-08,0.11224568143764875,0.9,0.0,0.0,0.0,0.0,0.09999731197129333,6.884345388710441e-07,6.63502859783328e-07,4.756690620614461e-07,4.756690620614461e-07,3.31674614651277e-07,4.119917596996925e-07,4.119805330232276e-07,4.119805330232276e-07,3.673487696821682e-07,3.673487696821682e-07,3.326040433478719e-07,3.326040433478719e-07,2.987563802309543e-09,2.1944115285406436e-08,9.844250029894993e-09,1.7051006809151856e-09,6.876779433760533e-08,6.876779433760533e-08
1.0677440766027453e-08,0.11224570289400661,0.9,0.0,0.0,0.0,0.0,0.09999712989753123,7.350656874177578e-07,7.084326264537743e-07,5.078885303012421e-07,5.078885303012421e-07,3.4985735174562506e-07,4.3989804267867134e-07,4.3988605552134204e-07,4.3988605552134204e-07,3.92231157573211e-07,3.92231157573211e-07,3.551329952829872e-07,3.551329952829872e-07,3.189869990537737e-09,2.3443190973445793e-08,1.0391239222840052e-08,1.7995843701096948e-09,7.784986734009656e-08,7.784986734009656e-08
1.1354806111833084e-08,0.11224572440457771,0.9,0.0,0.0,0.0,0.0,0.09999694782410089,7.816967509594417e-07,7.533623112207851e-07,5.401079398268896e-07,5.401079398268896e-07,3.675731890263176e-07,4.678042748196299e-07,4.6779152717241876e-07,4.6779152717241876e-07,4.1711350015873625e-07,4.1711350015873625e-07,3.776619061735493e-07,3.776619061735493e-07,3.3921758099776416e-09,2.4942263928678817e-08,1.0924182727658317e-08,1.891641890649404e-09,8.741526117500448e-08,8.741526117500448e-08
1.2032171457638716e-08,0.11224574596796905,0.9,0.0,0.0,0.0,0.0,0.09999676575100233,8.283277294899292e-07,7.982919140781051e-07,5.723272906353633e-07,5.723272906353633e-07,3.8483411438738896e-07,4.957104561214845e-07,4.95696947974201e-07,4.95696947974201e-07,4.419957974388265e-07,4.419957974388265e-07,4.0019077601810167e-07,4.0019077601810167e-07,3.5944812606010886e-09,2.6441334151222783e-08,1.1443441175877946e-08,1.98133553578015e-09,9.745156502243734e-08,9.745156502243734e-08
1.2709536803444348e-08,0.1122457675828233,0.9,0.0,0.0,0.0,0.0,0.09999658367823554,8.749586230030535e-07,8.432214350199755e-07,6.045465827236383e-07,6.045465827236383e-07,4.01651807934303e-07,5.236165865832005e-07,5.236023179244316e-07,5.236023179244316e-07,4.6687804941356444e-07,4.6687804941356444e-07,4.227196048151878e-07,4.227196048151878e-07,3.796786342382152e-09,2.7940401640695777e-08,1.1949365938579958e-08,2.0687259993313148e-09,1.07946686710986e-07,1.07946686710986e-07
1.338690214924998e-08,0.11224578924781808,0.9,0.0,0.0,0.0,0.0,0.09999640160580056,9.215894314926487e-07,8.881508740405414e-07,6.367658160886895e-07,6.367658160886895e-07,4.18037649877112e-07,5.515226662037906e-07,5.515076370208543e-07,5.515076370208543e-07,4.917602560830324e-07,4.917602560830324e-07,4.4524839256335096e-07,4.4524839256335096e-07,3.9990910552944655e-09,2.943946639681296e-08,1.2442299364543033e-08,2.153872416795705e-09,1.1888884454533975e-07,1.1888884454533975e-07
1.4064267495055611e-08,0.11224581096166486,0.9,0.0,0.0,0.0,0.0,0.09999621953369738,9.682201549525484e-07,9.330802311337481e-07,6.689849907274918e-07,6.689849907274918e-07,4.340027282283789e-07,5.794286949823136e-07,5.794129052612115e-07,5.794129052612115e-07,5.166424174473132e-07,5.166424174473132e-07,4.677771392611346e-07,4.677771392611346e-07,4.201395399310768e-09,3.0938528419489684e-08,1.2922575013211593e-08,2.236832405324006e-09,1.3026655933539892e-07,1.3026655933539892e-07
1.5418998186666874e-08,0.11224585453092516,0.9,0.0,0.0,0.0,0.0,0.0999958553904865,1.0614813467585962e-06,1.022938699514402e-06,7.334231638142495e-07,7.334231638142495e-07,4.6471352957173223e-07,6.352406000096105e-07,6.352232891647039e-07,6.352232891647039e-07,5.66406604260643e-07,5.66406604260643e-07,5.128345094997377e-07,5.128345094997377e-07,4.606002980548702e-09,3.3936644263645285e-08,1.3846444599384159e-08,2.396416202804021e-09,1.5428420963568989e-07,1.5428420963568989e-07
