Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60)
8.592353375029982e-07,0.1123171301351581,0.9,0.0,0.0,0.0,0.0,0.09973978362189831,0.00011201621347314703,2.45032069003096e-06,1.3155953734968549e-05,2.4922733071333328e-05,8.605901838453412e-07,2.678011210739752e-05,3.4695151587144385e-06,6.279208317017557e-06,3.1766128384032016e-05,9.854721921155702e-05,4.690017617051044e-06,2.8387639056930927e-05,1.1032382784116645e-08,8.175460848175755e-08,2.5778565566140092e-08,4.462507699898913e-09,7.12581280784048e-05,2.857917291368063e-05,0.0002405943475101904,4.229574967443737e-05,5.769472157380166e-05,6.396959029874665e-10,3.0500998756534557e-05,3.4617404923541717e-12,7.875933238960724e-08,7.438625827473787e-13,9.015076441443819e-13,9.228303820710222e-13,1.870574153611063e-12,2.499386218143129e-13,7.755247131142525e-06,2.9513149607477086e-05,1.4932170535423985e-13,2.200603349504636e-05,6.79929356708479e-13,3.20783451693272e-13,1.5787790276989387e-05,1.3451304793983114e-12,7.279943165407779e-16
8.730164297300387e-07,0.11231859070772296,0.9,0.0,0.0,0.0,0.0,0.09973520300310366,0.00011398408368173024,2.450302800552066e-06,1.3283292915173123e-05,2.5101349829623056e-05,8.605631984840989e-07,2.7039628775863807e-05,3.4694143234923097e-06,6.280462131068358e-06,3.2282880002230984e-05,0.0001009607934713581,4.690864763357628e-06,2.866580049518005e-05,1.1032302699051444e-08,8.175401144357395e-08,2.577775723960699e-08,4.46252922663495e-09,7.205162667057278e-05,2.9048752763291446e-05,0.00024630890369490714,4.300345774979339e-05,5.9288560740006056e-05,6.39705629998461e-10,3.103325125070855e-05,3.5223478286600353e-12,7.963220317268486e-08,7.491496481101855e-13,9.10287582849924e-13,9.317183090762536e-13,1.922136213775496e-12,2.5270698043589753e-13,7.867574937585509e-06,3.0400622731712988e-05,1.5039188344991335e-13,2.2591110227180147e-05,6.979655740481405e-13,3.2392672276658073e-13,1.623975884049354e-05,1.3835569721656936e-12,7.401750496026785e-16
8.854194127343752e-07,0.11231991057101608,0.9,0.0,0.0,0.0,0.0,0.09973107232001209,0.00011575529370930956,2.4502871891356202e-06,1.3396623967268437e-05,2.5258621721746003e-05,8.605389255741199e-07,2.727064274968938e-05,3.469323648387161e-06,6.281470895320018e-06,3.274819479242514e-05,0.00010314846462662397,4.691546368491527e-06,2.8912383154775482e-05,1.1032232134122878e-08,8.175349048655167e-08,2.5777030146031127e-08,4.4625497531606575e-09,7.275662309825357e-05,2.9471355108274166e-05,0.00025148469894545425,4.364035867584643e-05,6.073608678755314e-05,6.397145463384515e-10,3.1512261656694276e-05,3.5768917563500102e-12,8.040756774073451e-08,7.538032843310334e-13,9.180690473752745e-13,9.396285085592308e-13,1.968960349206453e-12,2.551659903337734e-13,7.96739611925651e-06,3.1207687617732096e-05,1.5133417522019477e-13,2.312156537268254e-05,7.143163191483357e-13,3.267131475450605e-13,1.6650272124017972e-05,1.4184555057784566e-12,7.511372990427437e-16
8.978223957387117e-07,0.11232123543301009,0.9,0.0,0.0,0.0,0.0,0.099726934038982,0.0001175266073432307,2.4502720268738666e-06,1.3508748283603954e-05,2.5412663392278576e-05,8.60514664740582e-07,2.749926321408872e-05,3.4692330573959757e-06,6.282376083156148e-06,3.3213734648209056e-05,0.00010535055431131865,4.6921580228317975e-06,2.9155453479469414e-05,1.1032163902346025e-08,8.175298449720417e-08,2.5776303421008577e-08,4.462571290159112e-09,7.345304234429234e-05,2.9893938921882666e-05,0.00025669108655771865,4.4277225077632154e-05,6.219586271747772e-05,6.397236791765963e-10,3.199125609606207e-05,3.6314326355986647e-12,8.117335574562117e-08,7.583599978690628e-13,9.257380439818817e-13,9.47455290157352e-13,2.016176349669492e-12,2.575946733502089e-13,8.066020033358692e-06,3.2022552714722683e-05,1.5225711402857474e-13,2.365563894160391e-05,7.307770130697287e-13,3.294598838517979e-13,1.7064277761531337e-05,1.4536476474613401e-12,7.620988502763758e-16
9.102253787430481e-07,0.11232256522913565,0.9,0.0,0.0,0.0,0.0,0.09972278825592612,0.0001192980099757535,2.4502573013781846e-06,1.3619667031109937e-05,2.556354059186415e-05,8.604904149441929e-07,2.772551146789228e-05,3.4691425584295803e-06,6.283186330409251e-06,3.367949879095219e-05,0.00010756685123902075,4.692705562800637e-06,2.939506113739067e-05,1.1032097637308844e-08,8.175249308001669e-08,2.577557702786598e-08,4.4625938221629045e-09,7.414097361906499e-05,3.031650416697732e-05,0.00026192770268186887,4.4914056865105666e-05,6.366776149589577e-05,6.397330051032248e-10,3.2470234557187854e-05,3.685969996571323e-12,8.192966719199686e-08,7.628217029909352e-13,9.332961679099856e-13,9.551993921741103e-13,2.0637800233538758e-12,2.5999330058513145e-13,8.163456149327474e-06,3.2845122658009985e-05,1.531610938338774e-13,2.419327140300081e-05,7.473457968799512e-13,3.3216749222213415e-13,1.7481726056353068e-05,1.4891291072321754e-12,7.730598014640304e-16
9.21388063446951e-07,0.11232376621159781,0.9,0.0,0.0,0.0,0.0,0.09971905071540756,0.00012089233734057706,2.450244411560871e-06,1.3718464677715145e-05,2.5696677712642488e-05,8.604685987208757e-07,2.7927123475367e-05,3.469061192551076e-06,6.283840936252083e-06,3.4098877580835087e-05,0.00010957349349114963,4.693147961139093e-06,2.9607787934402254e-05,1.1032039624504723e-08,8.175206292614604e-08,2.577492353073115e-08,4.462614931512812e-09,7.475292760161029e-05,3.069679698123096e-05,0.0002666662049416692,4.548717580554771e-05,6.500273133068091e-05,6.39741559669648e-10,3.290130150233701e-05,3.735050258671851e-12,8.260232692727172e-08,7.667576049976445e-13,9.40004982223458e-13,9.62098981912034e-13,2.1069513527904587e-12,2.6212662573610733e-13,8.250141102124216e-06,3.359194523139515e-05,1.539587848396351e-13,2.468013530151337e-05,7.623486128706204e-13,3.3457134283794873e-13,1.786033248584362e-05,1.5213062903483312e-12,7.829241462700536e-16
9.325507481508539e-07,0.11232497109305621,0.9,0.0,0.0,0.0,0.0,0.0997153072436393,0.00012248671693172733,2.4502318563938794e-06,1.3816289152437547e-05,2.582734984971962e-05,8.604467898798956e-07,2.812684468329081e-05,3.4689799080640684e-06,6.2844303729604295e-06,3.451843668054545e-05,0.00011159132516129898,4.6935463519553915e-06,2.9817784859650137e-05,1.1031983201977334e-08,8.175164393429404e-08,2.5774270256726243e-08,4.4626368006255024e-09,7.535814175007108e-05,3.107707469904907e-05,0.0002714286407743875,4.6060266573587155e-05,6.6347327592936e-05,6.397502708097959e-10,3.333235549019708e-05,3.7841270369861135e-12,8.326746246229705e-08,7.706195206751566e-13,9.46626391810891e-13,9.689326785987588e-13,2.1504303210405158e-12,2.642360995209765e-13,8.335879012686175e-06,3.434486415955799e-05,1.547417076363232e-13,2.516979310842296e-05,7.77436204108853e-13,3.3694434627526473e-13,1.824165253739587e-05,1.5537113509383292e-12,7.927879761427888e-16
9.437134328547567e-07,0.1123261798280405,0.9,0.0,0.0,0.0,0.0,0.09971155790847652,0.00012408114042892994,2.45021962724429e-06,1.3913142697821164e-05,2.5955602205571272e-05,8.604249877039241e-07,2.83246887973883e-05,3.4688987062810533e-06,6.284959550668889e-06,3.49381753723601e-05,0.00011362019845522683,4.6939040501808425e-06,3.0025086681518305e-05,1.1031928124585964e-08,8.175123582704952e-08,2.5773617181009862e-08,4.46265941769304e-09,7.595667935472246e-05,3.1457337294475716e-05,0.0002762147527066334,4.6633329107080535e-05,6.770145988755464e-05,6.397591222564553e-10,3.376339651476881e-05,3.83320006195736e-12,8.392514474887825e-08,7.744087675244326e-13,9.53161513315056e-13,9.757009580785542e-13,2.194213945553756e-12,2.6632191643155286e-13,8.420677214694606e-06,3.5103811965430024e-05,1.5551013306391516e-13,2.5662204033616004e-05,7.926072966387617e-13,3.392868949447679e-13,1.8625651423420403e-05,1.5863412861198815e-12,8.026513560296725e-16
9.548761175586596e-07,0.11232739237154925,0.9,0.0,0.0,0.0,0.0,0.09970780277713372,0.00012567560013477543,2.450207715319981e-06,1.4009027946722076e-05,2.6081479153511905e-05,8.604031914877172e-07,2.8520669069740544e-05,3.4688175875939023e-06,6.2854330088846085e-06,3.535809289465565e-05,0.00011565996749064931,4.694224119610511e-06,3.022972772565934e-05,1.103187445529477e-08,8.175083831130266e-08,2.5772964282593872e-08,4.462682761566007e-09,7.654860316358299e-05,3.183758474190659e-05,0.00028102428559902235,4.7206363344960546e-05,6.906503846578208e-05,6.397681172583101e-10,3.419442457050131e-05,3.8822690875512695e-12,8.457544413183252e-08,7.781267003494924e-13,9.596114474203995e-13,9.824042878033917e-13,2.238299262097463e-12,2.6838431477531424e-13,8.504543142789593e-06,3.586872180587592e-05,1.5626432697810086e-13,2.615732807663439e-05,8.07860638522995e-13,3.4159937697420176e-13,1.9012294799404154e-05,1.619193130149857e-12,8.125142520291243e-16
9.660388022625623e-07,0.11232860867906429,0.9,0.0,0.0,0.0,0.0,0.09970404191619041,0.0001272700889271951,2.4501961118881355e-06,1.4103947899844382e-05,2.6205024252930313e-05,8.603814005368692e-07,2.8714798349684775e-05,3.4687365516579448e-06,6.285854944736992e-06,3.5778188443508263e-05,0.00011771048827087932,4.694509392167268e-06,3.043174188058194e-05,1.1031822342989806e-08,8.175045108043211e-08,2.5772311545235407e-08,4.4627068023425945e-09,7.713397538649813e-05,3.221781701608496e-05,0.0002858569865964968,4.77793692272224e-05,7.043797420433263e-05,6.397772657680092e-10,3.462543965218543e-05,3.931333886850366e-12,8.5218430353332e-08,7.8177466667577e-13,9.65977280298461e-13,9.890431233267115e-13,2.2826833263917997e-12,2.7042354358971674e-13,8.58748431793552e-06,3.663952746627816e-05,1.5700455035334275e-13,2.6655126010980704e-05,8.231950012524149e-13,3.4388217574965867e-13,1.9401548758262317e-05,1.6522639547841264e-12,8.223766029957044e-16
9.77201486966465e-07,0.11232982870652938,0.9,0.0,0.0,0.0,0.0,0.09970027539159647,0.00012886460021628332,2.4501848087771623e-06,1.4197905903882333e-05,2.6326280264208876e-05,8.603596141710244e-07,2.890708912992117e-05,3.4686555975309682e-06,6.286229238656299e-06,3.619846117424528e-05,0.00011977161865890651,4.694762485389892e-06,3.0631162603175125e-05,1.1031771458726646e-08,8.175007387448469e-08,2.577165894444663e-08,4.462731531348466e-09,7.77128576992353e-05,3.259803409207759e-05,0.0002907126050842782,4.835234669491074e-05,7.182017858734019e-05,6.397865458546562e-10,3.505644175490152e-05,3.980394243270338e-12,8.585417255790759e-08,7.853538932033671e-13,9.722600870095845e-13,9.956178965852227e-13,2.3273632193625696e-12,2.7243977891071997e-13,8.669508334233652e-06,3.7416163355166513e-05,1.5773105940253521e-13,2.715555936876666e-05,8.386091840709732e-13,3.461356686612666e-13,1.9793379824770186e-05,1.685550870931797e-12,8.322385014397711e-16
9.883641716703678e-07,0.11233105241034763,0.9,0.0,0.0,0.0,0.0,0.09969650326867742,0.0001304591279044475,2.450173797612464e-06,1.4290905630322037e-05,2.6445289163369778e-05,8.603378317219483e-07,2.9097553588777107e-05,3.468574723771083e-06,6.286559478081493e-06,3.6618910202955515e-05,0.00012184321835186013,4.69498581856488e-06,3.0828022924171605e-05,1.1031721818443909e-08,8.174970642038197e-08,2.577100645860792e-08,4.462756932058108e-09,7.828531124753819e-05,3.2978235945290834e-05,0.0002955908926479459,4.892529569010627e-05,7.321156369046918e-05,6.397959569301188e-10,3.5487430873907206e-05,4.029449960183274e-12,8.648273929664964e-08,7.888656527563853e-13,9.784609269763281e-13,1.002129036799697e-12,2.3723360380888546e-12,2.744332461258458e-13,8.750622846838149e-06,3.819856449888704e-05,1.5844410562077723e-13,2.765859042565726e-05,8.541020064887172e-13,3.483602290902696e-13,2.0187754950065074e-05,1.7190510250603283e-12,8.420999291267128e-16
9.995268563742705e-07,0.11233227974737273,0.9,0.0,0.0,0.0,0.0,0.09969272561214008,0.0001320536663493773,2.450163069934594e-06,1.4382951054983436e-05,2.6562092156461513e-05,8.60316052530971e-07,2.9286203629055106e-05,3.4684939285297707e-06,6.286848979495324e-06,3.703953460796082e-05,0.00012392514885583897,4.695181627711638e-06,3.102235545354806e-05,1.1031673680068138e-08,8.17493484151872e-08,2.5770354074234876e-08,4.462782971147805e-09,7.88513966512036e-05,3.335842255147317e-05,0.0003004916030368404,4.949821615591264e-05,7.461204216684891e-05,6.398055158746025e-10,3.5918407004582446e-05,4.0785008584129625e-12,8.710419853135449e-08,7.923112437708327e-13,9.84580844739646e-13,1.008576969364489e-12,2.417598896426631e-12,2.764042045869032e-13,8.830835560803719e-06,3.898666653631053e-05,1.5914393587690151e-13,2.8164182186096928e-05,8.69672308705066e-13,3.505562262261721e-13,2.0584641506215754e-05,1.7527615991235656e-12,8.519607904750061e-16
9.999999999999997e-07,0.11233351067490308,0.9,0.0,0.0,0.0,0.0,0.09969256537040977,0.00013212125290952366,2.4501626213711403e-06,1.438683149068169e-05,2.656699486933116e-05,8.603151294563574e-07,2.9294159877846684e-05,3.468490505630655e-06,6.2868603973659234e-06,3.7057367132087204e-05,0.00012401362010810196,4.695189350932117e-06,3.103053711146527e-05,1.1031671671201477e-08,8.174933344535641e-08,2.577032642411433e-08,4.462784088652132e-09,7.887525107676964e-05,3.3374536874338825e-05,0.0003006998171292032,4.9522499438016305e-05,7.467160268553496e-05,6.398059242029105e-10,3.5936674151851005e-05,4.0805798298236204e-12,8.713038381863222e-08,7.92455845624398e-13,9.848384726144947e-13,1.008848882455929e-12,2.419523780585888e-12,2.7648725180572113e-13,8.83421566616035e-06,3.902019615518098e-05,1.591733107142389e-13,2.8185668313589628e-05,8.703339689210728e-13,3.5064868065133734e-13,2.060151900849168e-05,1.7541950682914165e-12,8.523787426023803e-16
1.0106895410781733e-06,0.11233351067490308,0.9,0.0,0.0,0.0,0.0,0.09968894248607756,0.00013364821032958385,2.4501526180073308e-06,1.447404643832396e-05,2.667672969369127e-05,8.602942759531254e-07,2.9473050913708207e-05,3.4684132096435647e-06,6.287100808933681e-06,3.7460333431249256e-05,0.00012601727346110193,4.695351979523524e-06,3.121419238586211e-05,1.1031626647022241e-08,8.174899961282533e-08,2.5769701767899674e-08,4.46280964145199e-09,7.941117400815484e-05,3.37385938866824e-05,0.00030541449213040414,5.0071108036443854e-05,7.602152723464899e-05,6.398151965697697e-10,3.634937014242923e-05,4.12754676332875e-12,8.771861763960537e-08,7.956918093986197e-13,9.906208752567273e-13,1.0149620959078135e-12,2.463148933894503e-12,2.783528144141258e-13,8.910154220780824e-06,3.978040571357993e-05,1.5983079254623152e-13,2.8672298368811106e-05,8.853189587975583e-13,3.5272402303207243e-13,2.0984007280858656e-05,1.7866798134948744e-12,8.618212003423617e-16
1.021852225782076e-06,0.11233474515067528,0.9,0.0,0.0,0.0,0.0,0.09968515395397479,0.00013524275501253878,2.4501424338710126e-06,1.4564196306497067e-05,2.6789241483296433e-05,8.602725013558916e-07,2.965810689834677e-05,3.468332564693027e-06,6.287317800952175e-06,3.788130567986973e-05,0.00012811945721762788,4.695498784251994e-06,3.140356550552566e-05,1.1031580676681168e-08,8.174865976108996e-08,2.5769049517071742e-08,4.4628369316599294e-09,7.996470289844624e-05,3.4118749927302766e-05,0.00031035931790748534,5.0643971276811233e-05,7.743993266629053e-05,6.398249939121103e-10,3.67803202829747e-05,4.176587517167895e-12,8.832606341906417e-08,7.990085420609524e-13,9.965820383080159e-13,1.0212848192502522e-12,2.5089833048559193e-12,2.8027928649869053e-13,8.988586601567684e-06,4.057971887889808e-05,1.6050491353982455e-13,2.9182903392590226e-05,9.010408436748953e-13,3.548639786651146e-13,2.1385820471902396e-05,1.8208029226834065e-12,8.716811598387382e-16
1.0330149104859788e-06,0.1123359831328576,0.9,0.0,0.0,0.0,0.0,0.09968136007871409,0.0001368372959224746,2.450132509332095e-06,1.4653405431401938e-05,2.6899666506465854e-05,8.602507281148378e-07,2.9841382863562568e-05,3.468251991061066e-06,6.287502577799434e-06,3.830245032741964e-05,0.00013023156690873038,4.6956238087216945e-06,3.159050619251514e-05,1.1031536132097654e-08,8.174832855883965e-08,2.5768397311397188e-08,4.46286480423083e-09,8.051204238868256e-05,3.449889065005605e-05,0.0003153258404157606,5.121680582310954e-05,7.886717277830618e-05,6.398349318154592e-10,3.721125742172804e-05,4.22562297872338e-12,8.892660209176085e-08,8.022626941776158e-13,1.0024653383773474e-12,1.0275455457128298e-12,2.5550991776727476e-12,2.821838900518748e-13,9.066140498650375e-06,4.138454347685916e-05,1.6116653239085062e-13,2.9695962361013724e-05,9.168368681695431e-13,3.569764486572834e-13,2.1790049681798412e-05,1.85512821465326e-12,8.815405402178695e-16
1.0441775951898815e-06,0.11233722458004894,0.9,0.0,0.0,0.0,0.0,0.09967756092257953,0.0001384318289195106,2.450122836998022e-06,1.47416788169248e-05,2.7008043028003838e-05,8.602289556198374e-07,3.0022889935252482e-05,3.468171485974687e-06,6.287657561851722e-06,3.872376631509329e-05,0.00013235347103209523,4.6957286847620705e-06,3.177504542649355e-05,1.1031492624932689e-08,8.17480057766942e-08,2.576774512712074e-08,4.462893255339494e-09,8.105325103526892e-05,3.487901603195813e-05,0.0003203138217523105,5.178961162240727e-05,8.030316242559043e-05,6.398449839456816e-10,3.764218155423047e-05,4.274653007415937e-12,8.952029930848633e-08,8.0545534451686e-13,1.008271771403671e-12,1.033744658502803e-12,2.6014937465015315e-12,2.8406678073157715e-13,9.142823722168639e-06,4.219481754432897e-05,1.6181587838062176e-13,3.0211441051551972e-05,9.327059645557788e-13,3.590617822594598e-13,2.219666391340972e-05,1.8896530148457132e-12,8.913994541647676e-16
1.0553402798937843e-06,0.11233846945125828,0.9,0.0,0.0,0.0,0.0,0.09967375654726215,0.00014002635017277624,2.450113409196133e-06,1.4829021681274914e-05,2.7114408610104955e-05,8.602071832709435e-07,3.020263911067858e-05,3.4680910465341955e-06,6.287784991621985e-06,3.9145252553031614e-05,0.00013448503977527086,4.695814920064124e-06,3.1957213792138966e-05,1.1031450194706918e-08,8.174769115772998e-08,2.5767092946705043e-08,4.462922266126136e-09,8.158838688855058e-05,3.525912605034851e-05,0.0003253230260385113,5.236238862273346e-05,8.174781699401979e-05,6.398551516858618e-10,3.8073092675964674e-05,4.3236774780306865e-12,9.010722015291362e-08,8.085876371718871e-13,1.0140023182081717e-12,1.0398825464633724e-12,2.6481642188294567e-12,2.85928175924999e-13,9.21864408915302e-06,4.301047970511405e-05,1.6245317655792685e-13,3.0729305901492406e-05,9.486470820585312e-13,3.6112032525855777e-13,2.2605632564669598e-05,1.924374681251256e-12,9.01257877107393e-16
1.066502964597687e-06,0.11233971770591948,0.9,0.0,0.0,0.0,0.0,0.09966994701386561,0.0001416208561349129,2.450104218392787e-06,1.4915439439681516e-05,2.7218800126204366e-05,8.60185410478856e-07,3.03806412826032e-05,3.468010669753148e-06,6.287886936950923e-06,3.956690792166897e-05,0.0001366261449909381,4.695883908477383e-06,3.213704148453393e-05,1.1031408859129879e-08,8.174738444633034e-08,2.5766440753725375e-08,4.462951816649165e-09,8.211750749707757e-05,3.56392206828772e-05,0.0003303532193963837,5.293513677306474e-05,8.320105239407968e-05,6.398654355118794e-10,3.850399078235862e-05,4.372696273987257e-12,9.068742914633077e-08,8.116606909829683e-13,1.0196579472373564e-12,1.04595959428142e-12,2.695107819930173e-12,2.8776828790787614e-13,9.293609416235761e-06,4.3831469164545315e-05,1.6307864784607985e-13,3.1249523993803654e-05,9.646591902468636e-13,3.6315241898651096e-13,2.3016925423181138e-05,1.959290605648335e-12,9.111157916895352e-16
1.0776656493015898e-06,0.11234096930387646,0.9,0.0,0.0,0.0,0.0,0.09966613238291117,0.00014321534352025454,2.450095257250499e-06,1.5000937688907341e-05,2.732125377382621e-05,8.601636366655797e-07,3.0556907259187885e-05,3.4679303525848325e-06,6.287965312009261e-06,3.998873127296968e-05,0.0001387766601738609,4.695936938816789e-06,3.231455831420469e-05,1.1031368543811015e-08,8.174708539994837e-08,2.576578853016274e-08,4.462981891825806e-09,8.264066991161622e-05,3.6019299907497256e-05,0.00033540416992853964,5.3507856023313046e-05,8.466278505619827e-05,6.398758295918428e-10,3.893487586877584e-05,4.421709285734776e-12,9.126099025219226e-08,8.146755857206325e-13,1.0252396151263552e-12,1.0519761815137474e-12,2.7423217934387903e-12,2.895873134252858e-13,9.367727513510401e-06,4.465772570438344e-05,1.6369250912367996e-13,3.177206304404059e-05,9.807412792244557e-13,3.651584002132333e-13,2.343051266117032e-05,1.9943982134342373e-12,9.209732103018904e-16
1.0999910187093955e-06,0.11234348237106342,0.9,0.0,0.0,0.0,0.0,0.0996584880675426,0.00014640425057583942,2.450077994959899e-06,1.5169198841954886e-05,2.7520488972430895e-05,8.601200837162715e-07,3.0904273565506234e-05,3.467769884733003e-06,6.288058319364131e-06,4.083287719842724e-05,0.00014310542245358715,4.695999816078239e-06,3.26627767436257e-05,1.1031290889887219e-08,8.17465093334975e-08,2.5764483924089503e-08,4.463043548733633e-09,8.366934590419407e-05,3.6779412046333734e-05,0.0003455674246911426,5.4653207627789e-05,8.761141046302189e-05,6.398969392621897e-10,3.979660696270083e-05,4.519717557778754e-12,9.238842190021011e-08,8.20535161003831e-13,1.036184832356104e-12,1.0638294871720209e-12,2.837549916224552e-12,2.931629146694265e-13,9.513453184863336e-06,4.6325801994801733e-05,1.6488624949058132e-13,3.282397794346856e-05,1.0131114537809775e-12,3.690933514479846e-13,2.426445284863102e-05,2.0651783429530433e-12,9.406865414945452e-16
1.1200838511764205e-06,0.11234575517099671,0.9,0.0,0.0,0.0,0.0,0.09965159134547286,0.00014927417511767345,2.4500631725712766e-06,1.5317548516546266e-05,2.769352287998312e-05,8.600808769873403e-07,3.121107272154244e-05,3.4676256363389575e-06,6.28807783179566e-06,4.159317097417503e-05,0.00014703225431075094,4.696012878845518e-06,3.296856154151537e-05,1.1031224216581959e-08,8.174601469157885e-08,2.5763309507346507e-08,4.463100669093641e-09,8.457533955765445e-05,3.746346006122605e-05,0.00035478305705355324,5.5683924749767134e-05,9.029340613326955e-05,6.399162878236701e-10,4.057212037063051e-05,4.60790427579971e-12,9.338100502393923e-08,8.25620397408055e-13,1.0457919280517882e-12,1.0742944651385787e-12,2.9241525964815874e-12,2.963108467664596e-13,9.641786795786515e-06,4.7844491583989665e-05,1.6592300503333804e-13,3.37783276514365e-05,1.0424742001487103e-12,3.725487953799663e-13,2.5022554261389618e-05,2.129510852471745e-12,9.584268196018722e-16
1.1401766836434455e-06,0.11234803819707666,0.9,0.0,0.0,0.0,0.0,0.09964467902245701,0.00015214399842939196,2.450048984574167e-06,1.5463012876319034e-05,2.7860811427427133e-05,8.600416584412537e-07,3.1512412429807265e-05,3.4674815326101756e-06,6.288044765410716e-06,4.235398997938921e-05,0.00015098767978425704,4.695990248190393e-06,3.326730569108824e-05,1.1031160393207842e-08,8.174554122192116e-08,2.5762134737082842e-08,4.463159237803795e-09,8.546289357677081e-05,3.8147457825287005e-05,0.00036406242496417736,5.671454749800578e-05,9.300165673365937e-05,6.399359494985929e-10,4.1347591517648274e-05,4.696070876231766e-12,9.435301870857706e-08,8.30533237315761e-13,1.0551737156327969e-12,1.0845693903216927e-12,3.0115891951690653e-12,2.993935399289426e-13,9.767496026014364e-06,4.937933582453339e-05,1.6692533959414102e-13,3.4739722784085486e-05,1.0720488343895141e-12,3.7592468098571297e-13,2.578764265107223e-05,2.194425849879548e-12,9.761654662585933e-16
1.1602695161104706e-06,0.11235033122918998,0.9,0.0,0.0,0.0,0.0,0.09963775143104578,0.00015501370858115367,2.4500353918541273e-06,1.560562940988982e-05,2.802254283558574e-05,8.600024250816365e-07,3.180835449662996e-05,3.467337555457298e-06,6.287965984427108e-06,4.311532663523095e-05,0.00015497101764796705,4.6959365420307075e-06,3.3559169763588016e-05,1.103109925895776e-08,8.174508761895946e-08,2.5760959523661674e-08,4.463219165241656e-09,8.633232318686831e-05,3.883140522059441e-05,0.0003734042455472057,5.774507561269089e-05,9.573569338316906e-05,6.399559084465646e-10,4.2123020373259696e-05,4.784216952612359e-12,9.53048163743504e-08,8.352793410812207e-13,1.064335346391129e-12,1.0946564388957514e-12,3.099844253721202e-12,3.024121173303348e-13,9.890625584031116e-06,5.093000372964407e-05,1.6789438089231692e-13,3.5707996350686284e-05,1.1018301292529839e-12,3.7922282279495054e-13,2.6559557347730455e-05,2.2599094683896628e-12,9.93902472250811e-16
1.1803623485774956e-06,0.11235263405154965,0.9,0.0,0.0,0.0,0.0,0.09963080889806969,0.000157883295155435,2.450022356400061e-06,1.5745436530399423e-05,2.817889916241617e-05,8.599631740156195e-07,3.209896079336093e-05,3.4671936870702145e-06,6.28784745514631e-06,4.387717315029069e-05,0.00015898160221390327,4.695855773502648e-06,3.38443106685266e-05,1.1031040635172808e-08,8.17446526145285e-08,2.5759783780330364e-08,4.463280364875415e-09,8.718393869517199e-05,3.9515302132183506e-05,0.000382807255555524,5.877550884290736e-05,9.849505253575318e-05,6.399761478030388e-10,4.289840690583266e-05,4.8723421464180404e-12,9.623674592526363e-08,8.398641790245855e-13,1.073281854208556e-12,1.1045577883583532e-12,3.188902492374218e-12,3.053676812708579e-13,1.0011219782541646e-05,5.249616997643672e-05,1.6883121972394688e-13,3.668298705557865e-05,1.1318130354744947e-12,3.8244499390575935e-13,2.733814134360497e-05,2.325948158141802e-12,1.011637835816782e-15
1.2004551810445206e-06,0.11235494645208355,0.9,0.0,0.0,0.0,0.0,0.09962385174472686,0.00016075274905382773,2.4500098412615657e-06,1.5882473401363125e-05,2.8330056501467033e-05,8.599239024515282e-07,3.2384293359503594e-05,3.467049909985653e-06,6.287694361205989e-06,4.4639521538141264e-05,0.00016301878296385102,4.695751428742901e-06,3.412288173582212e-05,1.1030984346617722e-08,8.17442349758265e-08,2.575860742337515e-08,4.463342752594052e-09,8.801804556019926e-05,4.019914844799053e-05,0.0003922702111684246,5.980584694643594e-05,0.0001012792759919152,6.399966510273922e-10,4.36737510825957e-05,4.960446141336431e-12,9.714914982598912e-08,8.442930417293376e-13,1.0820181580639394e-12,1.1142756215606303e-12,3.278748810285463e-12,3.08261316600051e-13,1.0129322492510744e-05,5.407751481915572e-05,1.6973691114975902e-13,3.766453909818556e-05,1.1619926753586695e-12,3.855929269627663e-13,2.8123241210979083e-05,2.3925286790318723e-12,1.0293715557738628e-15
1.2205480135115456e-06,0.11235726822265424,0.9,0.0,0.0,0.0,0.0,0.09961688028667151,0.00016362206232546381,2.449997810505931e-06,1.6016779776594793e-05,2.847618517776e-05,8.598846076965654e-07,3.266441447693137e-05,3.466906207133863e-06,6.287511205939613e-06,4.540236363441729e-05,0.00016708192418329364,4.695626535936233e-06,3.4395032797695324e-05,1.1030930242964751e-08,8.174383350354222e-08,2.5757430372222102e-08,4.463406246118901e-09,8.883494446165642e-05,4.088294405879615e-05,0.0004017918877986776,6.0836089689549914e-05,0.00010408791091801517,6.400174032534458e-10,4.4449052869650173e-05,5.048528658198846e-12,9.804236517939144e-08,8.485710503133386e-13,1.0905490645356663e-12,1.1238121297468047e-12,3.3693682858932005e-12,3.110940941717437e-13,1.0244977104290438e-05,5.567372400191613e-05,1.7061247566758343e-13,3.8652501976062614e-05,1.192364336444402e-12,3.8866831513307476e-13,2.891470702028072e-05,2.4596380935456328e-12,1.0471036245805476e-15
