Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014)
8.552615457120413e-06,0.11309692616980446,0.9,0.0,0.0,0.0,0.0,0.0972934772394457,0.0009288129097011287,2.4066422696311046e-06,1.1677486478189944e-05,3.208481194631057e-05,8.417090712152283e-07,2.8249966048124566e-05,3.3951594485498963e-06,6.176314128119163e-06,0.0003107992994211591,0.0015790519583530865,4.610201281934135e-06,4.5124931358200954e-05,1.0835730600693973e-08,8.029729883865928e-08,2.5212992593133815e-08,4.39155143581513e-09,4.004912784640765e-05,0.00028737415801371633,0.003609798547728188,0.0004318236457578098,0.000889855905004986,6.308545467150407e-10,0.0003242547634908892,2.7806886767543964e-11,4.2893462904599974e-08,9.276989407458191e-13,1.388248446254295e-12,9.430569681141129e-13,2.794917817643409e-11,1.3653149223711567e-13,5.05452142103245e-06,0.00044819706366556664,1.9232701368855003e-13,0.00036066311366819313,1.0795288616184443e-11,5.100371511156442e-13,0.00034939444808778004,2.8838295469938223e-11,7.432199316941305e-15,0.0002694309544739074,1.5957581610627763e-15,0.0001520306436596536,8.4362498524090045e-16,1.8730637473665e-15,7.271601869254324e-16,3.8592697016868853e-14,3.874887557163286e-14,9.691757267313849e-05,2.2390263288884266e-15,1.5679285728134385e-14,2.2452991414277288e-15,1.5737353460844123e-14,2.0135578545049702e-11,1.9394317865150008e-15,2.49580785894501e-05,1.498185144976226e-14,4.986532120859543e-05,5.20113401228508e-12,8.690484958186875e-16,6.0865027408038336e-15,3.6314688290298763e-12,5.479434531606039e-10,1.134966434008665e-11,7.817096398192968e-12,3.995391308833697e-14,2.088131180317108e-11,1.0531395514883027e-15,2.227715544987438e-16
8.676655704569737e-06,0.1131080461376638,0.9,0.0,0.0,0.0,0.0,0.09725673577155401,0.000940178515011734,2.4058534564923733e-06,1.1631154669216829e-05,3.2072654966496e-05,8.41408893388383e-07,2.8173959654760777e-05,3.39396017693151e-06,6.174770283302551e-06,0.0003151328520782924,0.0016008244485893142,4.608864824806406e-06,4.5108378187117686e-05,1.0832179075155327e-08,8.027098018974914e-08,2.5204000904159697e-08,4.390185419442606e-09,3.9714935417397315e-05,0.00029149522412891314,0.003657800625850672,0.00043802210130157237,0.0008988114371719638,6.30667997290155e-10,0.0003289356258856656,2.8133755767713267e-11,4.2515264397003726e-08,9.269060994594832e-13,1.3870787548255737e-12,9.40072074124577e-13,2.8217024217635935e-11,1.353363308785687e-13,5.011638919971283e-06,0.00045270478915395774,1.9225670413827466e-13,0.0003652584418013048,1.0927631904520212e-11,5.098532304000338e-13,0.000353597787384021,2.9171340831749925e-11,7.53888166382028e-15,0.00027534601690327727,1.6187934883971508e-15,0.0001552968278475878,8.557227621007949e-16,1.921937350381482e-15,7.465058513787381e-16,3.962179232692853e-14,3.969674660287592e-14,9.924235577196268e-05,2.2989161395480444e-15,1.6097164673577093e-14,2.300408496604026e-15,1.6122100927439232e-14,2.0672504970612942e-11,1.989631451352665e-15,2.593059783836699e-05,1.5389018689985645e-14,5.09942905910577e-05,5.275791804154943e-12,8.927387704866883e-16,6.251833300564538e-15,3.6835958987933586e-12,5.558087792800287e-10,1.1627298780378493e-11,8.029544488844879e-12,4.1010944662023306e-14,2.14337537725644e-11,1.0782995298669175e-15,2.2596924779448773e-16
8.80069595201906e-06,0.11311913558222256,0.9,0.0,0.0,0.0,0.0,0.0972200439771424,0.0009514965826796287,2.4050650541741154e-06,1.1585905806573643e-05,3.206051492222805e-05,8.411090349181444e-07,2.8099731577586528e-05,3.392762100057817e-06,6.173234952039353e-06,0.00031946280592365855,0.0016225529715688718,4.607531108220077e-06,4.5091803479563535e-05,1.0828629398982913e-08,8.024467524784138e-08,2.5195018781496682e-08,4.388819728420215e-09,3.9388717600368684e-05,0.00029561473092215026,0.003705694632432749,0.000444218106327658,0.0009076579748157377,6.304814222621733e-10,0.0003336147856367471,2.8458903951113802e-11,4.214597730107037e-08,9.261148910025705e-13,1.385910097644247e-12,9.371497237596456e-13,2.8481207321484957e-11,1.3416939000829778e-13,4.969788543185745e-06,0.0004571759332000938,1.9218651830142e-13,0.0003698244121792649,1.1058976050978235e-11,5.096690830952826e-13,0.00035774680326903716,2.949960229543593e-11,7.645521838551911e-15,0.00028129985266104826,1.6418204423973272e-15,0.00015857411703905833,8.678159628295501e-16,1.9712819017271774e-15,7.660217954237856e-16,4.066199515790858e-14,4.0650529661786396e-14,0.00010158458870753478,2.3594557618211066e-15,1.651955513240162e-14,2.355865000734291e-15,1.6509249229740286e-14,2.121522670472916e-11,2.0401000088537277e-15,2.69224490963775e-05,1.5800247678810362e-14,5.214126157754971e-05,5.350420080568994e-12,9.166668131277305e-16,6.4188134346908005e-15,3.735702360455526e-12,5.636709958934299e-10,1.1906664873596729e-11,8.244111882812222e-12,4.2074954772609054e-14,2.1989842976346124e-11,1.1035846498307507e-15,2.291656769037016e-16
8.924736199468385e-06,0.11313019498524025,0.9,0.0,0.0,0.0,0.0,0.09718340096220145,0.0009627672860099156,2.404277063252593e-06,1.1541699133392904e-05,3.204839160815845e-05,8.408094910326057e-07,2.8027213785474913e-05,3.3915652015431274e-06,6.171708029972137e-06,0.0003237891917324554,0.0016442384082438857,4.606200091006031e-06,4.5075212821155316e-05,1.0825081574779206e-08,8.02183840320471e-08,2.5186046082177726e-08,4.387454376689472e-09,3.9070182506820485e-05,0.0002997326805481621,0.003753483362568845,0.00045041166471140886,0.0009163968223854737,6.302948258954866e-10,0.00033829224473786275,2.878233900652848e-11,4.1785275674418444e-08,9.253252966447765e-13,1.3847426273982393e-12,9.342875429646833e-13,2.87417736004219e-11,1.3302963592297522e-13,4.92893207298966e-06,0.00046161136249529085,1.9211645461171436e-13,0.0003743611437672988,1.1189326061652058e-11,5.094847714940693e-13,0.0003618415050271122,2.9823087489770544e-11,7.752119907686448e-15,0.0002872922024658906,1.664839032664007e-15,0.00016186227372629424,8.799045937002478e-16,2.021092888818145e-15,7.85705447412112e-16,4.171321785811353e-14,4.161007244342486e-14,0.0001039440971702519,2.4206401090083784e-15,1.6946421644696995e-14,2.4116597822623094e-15,1.6898736680452935e-14,2.1763698015193796e-11,2.090824230517079e-15,2.793358014092973e-05,1.6215487151529468e-14,5.33063683593148e-05,5.425018888204539e-12,9.408296435717074e-16,6.58742238456672e-15,3.7877882466071856e-12,5.715301079183489e-10,1.218771800919435e-11,8.460771831482577e-12,4.314566823154844e-14,2.254943559107428e-11,1.1289909098259395e-15,2.32360843825641e-16
9.048776446917709e-06,0.11314122480958201,0.9,0.0,0.0,0.0,0.0,0.09714680586486789,0.0009739907989944184,2.4034894842426384e-06,1.1498495990850495e-05,3.203628480593375e-05,8.405102571272739e-07,2.7956341839021673e-05,3.390369465570464e-06,6.170189415246979e-06,0.00032811203901261826,0.0016658816083454852,4.6048717332032875e-06,4.505861101544869e-05,1.0821535604871263e-08,8.019210655961015e-08,2.5177082668285273e-08,4.386089374157834e-09,3.875905278016385e-05,0.00030384907512234744,0.003801169504220078,0.00045660278025281,0.0009250292564348226,6.301082115257297e-10,0.0003429680051505086,2.910406862610855e-11,4.143284985646145e-08,9.245372948509617e-13,1.3835764715765028e-12,9.3148328566013e-13,2.8998768199396794e-11,1.3191608703539013e-13,4.889033219626438e-06,0.0004660119125166207,1.920465114276117e-13,0.00037886875648063966,1.1318686961591208e-11,5.093003490620233e-13,0.00036588192154858113,3.0141805635372047e-11,7.858675936484477e-15,0.0002933228063952651,1.6878492686500262e-15,0.00016516106722038918,8.919886608732733e-16,2.071365833180998e-15,8.055542561877619e-16,4.2775373202217244e-14,4.257522476306846e-14,0.00010632070708403142,2.482464118914529e-15,1.7377728922098534e-14,2.4677840928958513e-15,1.7290502449375463e-14,2.231787339267584e-11,2.1417910514563878e-15,2.8963934717373015e-05,1.6634686109465542e-14,5.44897357064748e-05,5.499588272830559e-12,9.652242969423836e-16,6.757639498684944e-15,3.8398535892053884e-12,5.793861201767101e-10,1.2470414197528444e-11,8.679497725337235e-12,4.4222812455789005e-14,2.311238915525913e-11,1.1545143735067529e-15,2.3555475052065035e-16
9.172816694367032e-06,0.11315222550655872,0.9,0.0,0.0,0.0,0.0,0.0971102578538713,0.0009851672963904535,2.4027023175923616e-06,1.1456259680164311e-05,3.20241942882741e-05,8.402113287555379e-07,2.7887054647050586e-05,3.389174876848623e-06,6.1686790084061e-06,0.0003324313760742223,0.0016874833918261388,4.603545995995269e-06,4.504200218651645e-05,1.0817991491285332e-08,8.016584284554421e-08,2.516812840663101e-08,4.384724730314301e-09,3.8455064686564804e-05,0.00030796391672215095,0.003848755643532397,0.0004627914566791595,0.000933556527324253,6.299215823622004e-10,0.0003476420688050771,2.942410050256455e-11,4.108840538678981e-08,9.237508644009516e-13,1.3824117372443422e-12,9.287348220791606e-13,2.925223534764571e-11,1.3082780994069032e-13,4.85005749780308e-06,0.0004703783890431939,1.9197668705817482e-13,0.0003833473711615337,1.1447063789928538e-11,5.091158615981216e-13,0.0003698681007892898,3.045576749095451e-11,7.9651899889625e-15,0.00029939140387349176,1.7108511596649715e-15,0.0001684702733261283,9.040681704000227e-16,2.1220963066548044e-15,8.255657018872225e-16,4.3848374534341687e-14,4.354583863277908e-14,0.00010871424454306688,2.5449227621141226e-15,1.7813441905716992e-14,2.524229311947365e-15,1.7684486594205684e-14,2.287770762490406e-11,2.1929875923337667e-15,3.0013452670424133e-05,1.7057793952182658e-14,5.569147925094796e-05,5.5741282793405705e-12,9.898478313373481e-16,6.929444286268912e-15,3.891898419595905e-12,5.87239037398203e-10,1.2754710092399016e-11,8.900263162607988e-12,4.530611770681676e-14,2.367856269402528e-11,1.1801511779488897e-15,2.3874739891157657e-16
9.296856941816356e-06,0.11316319751318048,0.9,0.0,0.0,0.0,0.0,0.09707375612704744,0.000996296953794392,2.401915563710157e-06,1.1414955334125492e-05,3.2012119822289336e-05,8.399127016237526e-07,2.7819294239106308e-05,3.3879814205881428e-06,6.1671767122836885e-06,0.00033674723009555804,0.001709044550248304,4.602222841649195e-06,4.5025389869866564e-05,1.0814449235867358e-08,8.013959290338575e-08,2.5159183168579792e-08,4.383360457190024e-09,3.8157967258692386e-05,0.0003120772073884021,0.0038962442699098827,0.00046897769764764195,0.0009419798608186231,6.297349421221839e-10,0.00035231443760193353,2.97424423277597e-11,4.07516619895665e-08,9.229659867142026e-13,1.3812485150594286e-12,9.26040128414534e-13,2.950221840882019e-11,1.2976391582800474e-13,4.8119721119292925e-06,0.00047471156960707337,1.9190697978397664e-13,0.0003877971095567171,1.1574461596191724e-11,5.089313482630602e-13,0.00037380010923114,3.076498530097287e-11,8.071662127936871e-15,0.00030549773366425777,1.7338447148796432e-15,0.0001717896740300703,9.161431282265456e-16,2.1732799427883485e-15,8.457373036663765e-16,4.493213587541429e-14,4.45217682971723e-14,0.00011112453575540951,2.6080110481550833e-15,1.825352580959796e-14,2.5809869483322478e-15,1.8080630074895597e-14,2.344315585240675e-11,2.2444011765785372e-15,3.108207007604345e-05,1.7484760576429025e-14,5.6911705763672165e-05,5.648638951784165e-12,1.0146973335746622e-15,7.102816457387593e-15,3.943922768534863e-12,5.950888642235403e-10,1.3040563001626327e-11,9.123042000726054e-12,4.639531731187453e-14,2.4247816834599837e-11,1.2058975386781137e-15,2.419387908851261e-16
9.544937436715006e-06,0.11318505714349424,0.9,0.0,0.0,0.0,0.0,0.09700088845510697,0.001018416455526887,2.4003432957244403e-06,1.13350115819015e-05,3.1988018099334436e-05,8.393163346365722e-07,2.7688136364186273e-05,3.3855978487291197e-06,6.16419607444372e-06,0.00034536859240872985,0.0017520480234450835,4.599584135720055e-06,4.4992166393873234e-05,1.080737030620402e-08,8.008713438395361e-08,2.514131927070787e-08,4.3806330630288186e-09,3.758349993842892e-05,0.0003202991439075926,0.003990938483908329,0.00048134288750279803,0.0009585195037060969,6.293616412622135e-10,0.0003616540980795377,3.037408662932376e-11,4.010022370711763e-08,9.21400811627629e-13,1.3789268915728096e-12,9.208044644771237e-13,2.999190168513718e-11,1.2770593276473789e-13,4.738349030158281e-06,0.0004832810192342584,1.9176790957374719e-13,0.00039661044887010145,1.1826340413858708e-11,5.085623721852714e-13,0.00038150196929702363,3.136924496432851e-11,8.284480910870958e-15,0.00031782254197013093,1.7798068539239434e-15,0.00017845821650615547,9.402794120574803e-16,2.2769894459860805e-15,8.865511805941845e-16,4.713159728806856e-14,4.648900260974535e-14,0.00011599468460531626,2.7360567378027975e-15,1.9146668290135458e-14,2.6954061259173285e-15,1.8879163177978683e-14,2.459071622311252e-11,2.3478296800991363e-15,3.3276329430935586e-05,1.8350071502290175e-14,5.94079919578068e-05,5.7975724666108535e-12,1.0650626895281004e-15,7.454182494814486e-15,4.047910142248915e-12,6.107792648210463e-10,1.361677220524219e-11,9.574536220702047e-12,4.8590347824031825e-14,2.5395017234008145e-11,1.2577041244779736e-15,2.4831781295302917e-16
9.76820988212379e-06,0.11320463682825208,0.9,0.0,0.0,0.0,0.0,0.09693545834418892,0.0010381655950610171,2.3989296693530505e-06,1.1265933327544361e-05,3.196637907612964e-05,8.387805943767197e-07,2.7574791338688175e-05,3.3834563683271656e-06,6.161540307915372e-06,0.0003531161580211444,0.0017906196152102957,4.597217775541003e-06,4.496227930069573e-05,1.0801005638696299e-08,8.003996892190227e-08,2.512527141886055e-08,4.3781797623098055e-09,3.708776242265982e-05,0.00032769360234929056,0.004075852933996945,0.0004924632644431689,0.0009730615582651274,6.290256615734905e-10,0.00037005401458048106,3.0936863864059074e-11,3.953771759243951e-08,9.199972641927437e-13,1.376843216788585e-12,9.162579632902414e-13,3.042112005452764e-11,1.259290569429819e-13,4.674835248215287e-06,0.0004908869190686186,1.916431294721272e-13,0.0004044449364557074,1.204973404338476e-11,5.082304909233098e-13,0.0003882494073012002,3.189700583137254e-11,8.475875078348174e-15,0.000329041279883817,1.8211443599454525e-15,0.00018449270006718445,9.619865583108122e-16,2.371834865952716e-15,9.238070410924018e-16,4.91470600511601e-14,4.8276274814569086e-14,0.00012043337381402053,2.8534017949138736e-15,1.9965100451247018e-14,2.7993691993779068e-15,1.9604653207797977e-14,2.5642276029935405e-11,2.441534201076211e-15,3.531576895962138e-05,1.914155291526036e-14,6.171876003126535e-05,5.9315127330611045e-12,1.1111355091581097e-15,7.775571729604725e-15,4.141429029200508e-12,6.248901010437161e-10,1.414026993706078e-11,9.987508337164073e-12,5.05834205670568e-14,2.6436667391959155e-11,1.3046681301549626e-15,2.540546540962867e-16
9.991482327532574e-06,0.11322412982189774,0.9,0.0,0.0,0.0,0.0,0.09687016691048565,0.0010577657482725362,2.397517383538875e-06,1.1199404549338579e-05,3.194478841401287e-05,8.382457694183572e-07,2.746561388330096e-05,3.381318347449238e-06,6.158909404077871e-06,0.0003608528156127026,0.0018290707251258436,4.5948592409627895e-06,4.493241638224143e-05,1.0794647006115714e-08,7.999284818674889e-08,2.5109250984621962e-08,4.375727811249654e-09,3.661095280410464e-05,0.00033508306596088407,0.00416048620691868,0.0005035758044221411,0.0009872849380422617,6.286896938461521e-10,0.00037844846802835574,3.14942853393746e-11,3.899636824713776e-08,9.185984611948979e-13,1.3747652632458438e-12,9.118584746177743e-13,3.0839689709310705e-11,1.2421915073084748e-13,4.613762873998706e-06,0.0004983958761910818,1.9151870203965993e-13,0.0004121877972883548,1.2270034762929921e-11,5.078989149479836e-13,0.0003948231578528798,3.2409649780496e-11,8.667134372401245e-15,0.00034037817800538096,1.862454994721457e-15,0.000190557077315448,9.836790450860162e-16,2.4680827015872347e-15,9.615445083815186e-16,5.119607382790321e-14,5.007860123923993e-14,0.00012492364334132727,2.9727107655384694e-15,2.0797163776694903e-14,2.9042181350186858e-15,2.0336260851712703e-14,2.6711340954254175e-11,2.535753426953117e-15,3.741593766058289e-05,1.994477504426904e-14,6.409069550445237e-05,6.0653586066069605e-12,1.1578961670737736e-15,8.101730789689254e-15,4.234882009721776e-12,6.38990992806214e-10,1.4668177101609807e-11,1.0406606419797932e-11,5.259158542263984e-14,2.7486205233113908e-11,1.3519313566419623e-15,2.597874522649657e-16
9.999999999999997e-06,0.11324353827197929,0.9,0.0,0.0,0.0,0.0,0.09686767878679958,0.0010585105430475563,2.397463532466545e-06,1.1196914945412988e-05,3.194396568663531e-05,8.382253841022162e-07,2.746152795646088e-05,3.3812368511269087e-06,6.158809522731773e-06,0.0003611477488650615,0.0018305352707491216,4.5947694170948685e-06,4.493127772412321e-05,1.0794404548675515e-08,7.999105145262396e-08,2.5108640351912075e-08,4.375634298292218e-09,3.659312269803766e-05,0.0003353648695637402,0.004163709491552978,0.0005039995843642195,0.0009878213256137032,6.286768773221924e-10,0.00037876860194200484,3.15154450930115e-11,3.897611838896229e-08,9.185451902955528e-13,1.3746861062189713e-12,9.116934295615482e-13,3.0855450029836845e-11,1.2415519221265088e-13,4.611479401128313e-06,0.000498680467579427,1.9151396208145035e-13,0.00041248137699533845,1.2278378221620395e-11,5.07886272817283e-13,0.000395070514788779,3.242890897060061e-11,8.674428101351688e-15,0.0003408129910259067,1.8640304322899283e-15,0.00019078900590259188,9.84506306943842e-16,2.471781930486511e-15,9.629935179736655e-16,5.127490002158619e-14,5.014764624028326e-14,0.00012509595144643955,2.977300824022402e-15,2.0829173653608897e-14,2.908234973057531e-15,2.0364288020177206e-14,2.6752468212690306e-11,2.5393571008876196e-15,3.7497253534337964e-05,1.997564608028485e-14,6.41823990327383e-05,6.070462857898373e-12,1.1596934520880873e-15,8.114266436145406e-15,4.238445866296313e-12,6.395287344120387e-10,1.4688400602936818e-11,1.0422714033808215e-11,5.2668474733597906e-14,2.752639030144724e-11,1.3537400706703623e-15,2.60006074189428e-16
1.0214754772941358e-05,0.11324353827197929,0.9,0.0,0.0,0.0,0.0,0.09680501036311488,0.0010772179766767738,2.3961064387560807e-06,1.1135274581438266e-05,3.192324479573127e-05,8.377118393507198e-07,2.736035499241829e-05,3.379183714737489e-06,6.156302867672508e-06,0.0003685786899890489,0.001867405099104784,4.592508344495619e-06,4.49025852881358e-05,1.0788294410653735e-08,7.994577219682457e-08,2.5093257357060463e-08,4.373277207057058e-09,3.6151977357374137e-05,0.0003424675454760378,0.004244849883256614,0.0005146805265349202,0.0010011960706710215,6.283537424700962e-10,0.0003868374685445763,3.204639636022405e-11,3.847495505734697e-08,9.172042611232958e-13,1.372693151097262e-12,9.075973464449753e-13,3.124783798668493e-11,1.2257235136597882e-13,4.554989468169714e-06,0.0005058115646533477,1.9139461760630865e-13,0.0004198397712296754,1.2487272514460845e-11,5.075677265053051e-13,0.0004012242110355304,3.29072963100944e-11,8.858259121121108e-15,0.00035183168970492223,1.903738807275684e-15,0.00019665026587016723,1.0053569036993975e-15,2.56570890406908e-15,9.997499773525626e-16,5.3278156082753515e-14,5.1895207712027794e-14,0.00012946447906749686,3.0939556340621516e-15,2.1642663011843437e-14,3.0099078217737108e-15,2.107367247268429e-14,2.779765924040857e-11,2.630420082359859e-15,3.9576342907651996e-05,2.0759457976048874e-14,6.652413358211861e-05,6.19911031723285e-12,1.2053283825952239e-15,8.432546302717338e-15,4.328269244399163e-12,6.530819643391368e-10,1.5200266939829498e-11,1.083168442171732e-11,5.4613400550185895e-14,2.854287720338723e-11,1.3994740431809454e-15,2.6551621730951007e-16
1.0438027218350142e-05,0.11326286423185475,0.9,0.0,0.0,0.0,0.0,0.0967399851274676,0.001096523353720651,2.3946968346266255e-06,1.107340489178053e-05,3.190174694445964e-05,8.371787846491314e-07,2.725878605711514e-05,3.3770524032549667e-06,6.153720221228753e-06,0.0003762938979357185,0.0019056262699878857,4.59016490648835e-06,4.487279144530824e-05,1.0781947850582412e-08,7.989874093196948e-08,2.507728994987001e-08,4.3708281368792335e-09,3.570982733890209e-05,0.00034984705133001535,0.004328954830153583,0.0005257774493074513,0.0010148012132684158,6.280178535857748e-10,0.0003952210260036411,3.259324209795648e-11,3.797234855637132e-08,9.15814685141683e-13,1.3706270203911478e-12,9.034664659249436e-13,3.1645785873500696e-11,1.2098505850487281e-13,4.4983838458461086e-06,0.0005131374489080619,1.912708668595293e-13,0.0004274016058997238,1.2701477117830276e-11,5.072369829141015e-13,0.00040745371191895505,3.339007677688189e-11,9.049249642849933e-15,0.0003634002627293332,1.9449958454631326e-15,0.00020277122982723022,1.0270201645970284e-15,2.664690756281854e-15,1.0384107117154943e-15,5.539283780663664e-14,5.372534589585564e-14,0.00013405486625087527,3.217109165300252e-15,2.250140836802712e-14,3.116394644040294e-15,2.1816584869653583e-14,2.890098616769312e-11,2.725470027616871e-15,4.179646206095824e-05,2.1585332870417612e-14,6.901933507300986e-05,6.332768088104282e-12,1.253416516704769e-15,8.767909379154369e-15,4.421590889031261e-12,6.67163039150247e-10,1.573632026605477e-11,1.1262602058230198e-11,5.6647469315224146e-14,2.960595336221072e-11,1.4472775601302803e-15,2.712409587886918e-16
1.0661299663758925e-05,0.1132821096696838,0.9,0.0,0.0,0.0,0.0,0.09667508782704295,0.0011156829651358857,2.3932885697350094e-06,1.1013667582715968e-05,3.18802936405117e-05,8.366465870246159e-07,2.716069639141762e-05,3.3749243483822637e-06,6.1511610038711486e-06,0.00038399854899057347,0.001943737574927596,4.587828754422934e-06,4.4843038754920575e-05,1.0775607319650061e-08,7.985175435612853e-08,2.5061348217314634e-08,4.368380421361825e-09,3.5283569364274146e-05,0.0003572215936781929,0.004412811263193909,0.0005368665907321928,0.0010281064693545912,6.276819922288149e-10,0.0004035991500491328,3.31348684037026e-11,3.748751034896319e-08,9.144294633458577e-13,1.3685668113840533e-12,8.994586630644446e-13,3.2033749154463505e-11,1.1945401050122713e-13,4.443824697829661e-06,0.0005203768014593558,1.9114744071987905e-13,0.000434874056226066,1.2912678899221999e-11,5.069067242699256e-13,0.00041351295109006515,3.3858134544404314e-11,9.240106246776129e-15,0.00037508233979688193,1.9862261560847514e-15,0.00020891897604949144,1.0486688574345142e-15,2.765004370077292e-15,1.07751316430763e-15,5.753964271216988e-14,5.5568281500201084e-14,0.00013869378945725527,3.342143704165229e-15,2.3373207105599627e-14,3.2236358122141188e-15,2.2564700550190556e-14,3.0021073260294e-11,2.8208392290491505e-15,4.407574467137027e-05,2.242212222816401e-14,7.157649056987065e-05,6.466332135890984e-12,1.3021444267914405e-15,9.107707613096914e-15,4.514847094930937e-12,6.81234240071226e-10,1.627612199716271e-11,1.1699214555815171e-11,5.869241574308837e-14,3.067471459093378e-11,1.4953230675494555e-15,2.769616859823271e-16
1.086224486462683e-05,0.1132993632775682,0.9,0.0,0.0,0.0,0.0,0.09661678699716661,0.001132802893648657,2.3920222740591803e-06,1.0961629078591711e-05,3.186102279786233e-05,8.36168327333557e-07,2.7075229031581058e-05,3.3730118320597487e-06,6.148877371755448e-06,0.00039092379405680983,0.0019779464270844585,4.585732309710674e-06,4.481629891951114e-05,1.0769905986269372e-08,7.980950456624412e-08,2.504702217097096e-08,4.366178724916535e-09,3.4912808365022544e-05,0.000363854446175491,0.004488077535655635,0.0005468401794307679,0.0010398297294116733,6.273797639551945e-10,0.00041113482391540607,3.361790715585895e-11,3.706554641825842e-08,9.131864654679112e-13,1.366717719803255e-12,8.959511755563383e-13,3.2374553240462256e-11,1.1812160752174851e-13,4.396378081397094e-06,0.0005268207968686688,1.9103662766163594e-13,0.00044152346743607946,1.3100217937638888e-11,5.066099301314497e-13,0.00041882186938009466,3.4266925247747945e-11,9.411762939247033e-15,0.0003856919640855728,2.023310621408866e-15,0.0002144740572104682,1.0681402491827685e-15,2.8564069919423818e-15,1.113072798146549e-15,5.949885307523396e-14,5.723728100436924e-14,0.00014290947867836974,3.456261017865808e-15,2.4168833083935635e-14,3.3207637674689702e-15,2.324221670127486e-14,3.104328364122943e-11,2.906894567841142e-15,4.617720811063135e-05,2.3184347169889184e-14,7.393100525400351e-05,6.5864598199430144e-12,1.3465339086460142e-15,9.417230042816728e-15,4.598721851802371e-12,6.938898970835992e-10,1.6764977289907207e-11,1.209692149942786e-11,6.054107223822346e-14,3.164088777955134e-11,1.5387564605075449e-15,2.821069157072943e-16
1.1063190065494736e-05,0.1133165545121297,0.9,0.0,0.0,0.0,0.0,0.0965585849935218,0.0011498064519695572,2.3907570584843617e-06,1.0911141424975302e-05,3.1841786295303575e-05,8.356907351866099e-07,2.6992289687226882e-05,3.371101860417173e-06,6.14661204187174e-06,0.00039784064244916684,0.0020120710325973214,4.583641515266874e-06,4.478959624054858e-05,1.0764209515386465e-08,7.976729080947055e-08,2.5032716119961483e-08,4.3639783418995674e-09,3.4553631119698284e-05,0.00037048329328777363,0.004563156936542312,0.0005568074918391542,0.0010513191725235918,6.270776124513399e-10,0.00041866611107851427,3.4096788415834044e-11,3.665653214649016e-08,9.119470000601514e-13,1.3648734921679616e-12,8.925330915063607e-13,3.270759023766462e-11,1.168301667114147e-13,4.350421673435268e-06,0.0005331993551246526,1.9092606464588427e-13,0.0004481016542682523,1.3285370950189576e-11,5.063135663090091e-13,0.0004239951595056334,3.46640333874701e-11,9.58331161548769e-15,0.0003963911195282689,2.060373507138757e-15,0.0002200493886359088,1.0875998847578315e-15,2.9488548342613115e-15,1.1489714980379632e-15,6.148338334429795e-14,5.891557453533626e-14,0.00014716291751885663,3.5718612991287514e-15,2.497474906886022e-14,3.4184402564199985e-15,2.3923513178005333e-14,3.207870458073982e-11,2.9931173677920676e-15,4.8325691072035306e-05,2.3955012954747775e-14,7.63358510998397e-05,6.706511908733628e-12,1.391418342333544e-15,9.730182971550494e-15,4.682543827012654e-12,7.06537589999982e-10,1.7256554837755824e-11,1.2499032624824166e-11,6.239652958479113e-14,3.2610615336532827e-11,1.582359498512422e-15,2.872489075860692e-16
