Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032)
4.60716471851674e-08,0.11224726781811964,0.9,0.0,0.0,0.0,0.0,0.09998757820271749,3.6420283863439927e-06,1.7472229952626078e-06,1.8731914476753852e-06,2.2944028686146273e-06,7.601569050240374e-07,2.0222953810306323e-06,1.582403440604161e-06,1.6517268962286863e-06,1.6922929285265886e-06,1.859056906314742e-06,1.3079407370471942e-06,1.7110979387446423e-06,7.86673670640471e-09,5.824003600764225e-08,2.2754315401604377e-08,3.934413943827308e-09,2.3334621268993108e-06,9.2100015837493e-07,1.9705263438406975e-06,1.016292787898116e-06,1.9679593002590666e-07,2.9124045924258804e-10,4.345194401134652e-07,1.1290279617007702e-13,2.5566156489727464e-09,6.869331874270974e-14,5.450831485041288e-14,6.990396818168854e-14,6.4003337618295835e-15,8.21262447797251e-15,3.284879454526769e-08,3.572182571970569e-08,1.3746617866140266e-14,8.711654284801784e-08,2.7000408056698473e-15,1.9335570372179257e-14,4.387777997875226e-08,3.75003279449673e-15,1.7492403976678208e-17,1.1634329588040009e-10,2.1391291560742813e-18,3.3058495723430416e-12,2.704061976116767e-18,8.71242246356153e-21,2.0835325100686826e-22,3.588456838079256e-19
4.717335678580548e-08,0.11224732231962918,0.9,0.0,0.0,0.0,0.0,0.09998727963777047,3.7395572066367246e-06,1.7679342890928278e-06,1.91112717118886e-06,2.3494112659644855e-06,7.652336570098546e-07,2.0727121425295212e-06,1.6118370321424784e-06,1.6856882865755566e-06,1.7327568695122812e-06,1.9083185529215333e-06,1.3342992743203167e-06,1.7555778684597879e-06,7.95998775879213e-09,5.8932703897903487e-08,2.2907173909084718e-08,3.9608135393191635e-09,2.424517639446276e-06,9.542742059125798e-07,2.0577676728658985e-06,1.0569521617261279e-06,2.064903800779181e-07,2.9665991982968474e-10,4.5410811168039606e-07,1.159257854950096e-13,2.6572495352321873e-09,7.033999986739101e-14,5.592506269009669e-14,7.164645819703563e-14,6.7156001474968975e-15,8.532977247335646e-15,3.494232528971123e-08,3.807861845441365e-08,1.4076193588594254e-14,9.13601483576578e-08,2.8315549102852883e-15,1.9838197936855995e-14,4.6073096548815803e-08,3.937642879445025e-15,1.8192241540406545e-17,1.2711023634264532e-10,2.2355738308632637e-18,3.683482605091604e-12,2.8017583729087264e-18,9.182771103275144e-21,2.242923301873856e-22,3.831959061055835e-19
4.827506638644356e-08,0.11224737714371373,0.9,0.0,0.0,0.0,0.0,0.09998698098197527,3.837525254965347e-06,1.788037563590896e-06,1.948785154474948e-06,2.404363483351661e-06,7.700577908686957e-07,2.123184099417623e-06,1.6408868680773013e-06,1.7194137195076244e-06,1.7732206348916893e-06,1.9578276239912014e-06,1.3604533954999878e-06,1.8001850330290026e-06,8.05050124959062e-09,5.960503722398079e-08,2.305242622850937e-08,3.985899543453184e-09,2.5165284532097785e-06,9.877651790452547e-07,2.1465901987312284e-06,1.0980835798133644e-06,2.164236502780948e-07,3.0200873031606597e-10,4.7405556828548744e-07,1.189623693470448e-13,2.7589529264266152e-09,7.198498729602939e-14,5.734585361078696e-14,7.33908437424683e-14,7.0386313414589354e-15,8.85668898014052e-15,3.7109942355839164e-08,4.05260966257425e-08,1.4405432716196217e-14,9.570421591321125e-08,2.96618173399138e-15,2.0342263268219736e-14,4.832482637931724e-08,4.130073000878507e-15,1.8900204341110726e-17,1.385823787878535e-10,2.3337853967199456e-18,4.093969597972654e-12,2.9000917896437848e-18,9.667811885928434e-21,2.4105273505672616e-22,4.0853736337863397e-19
4.9376775987081637e-08,0.11224743228547948,0.9,0.0,0.0,0.0,0.0,0.09998668223443556,3.935929444549629e-06,1.8075506623356944e-06,1.9861681265393617e-06,2.459257412177259e-06,7.746418705335876e-07,2.1737088449005683e-06,1.6695553822602157e-06,1.7529046695178438e-06,1.81368422522554e-06,2.0075851048421234e-06,1.3864046852370156e-06,1.8449168694358914e-06,8.138357518180359e-09,6.025763274548281e-08,2.3190450652743695e-08,4.009737288890037e-09,2.6094642942305666e-06,1.0214622833529232e-06,2.2369786809945934e-06,1.1396731838966982e-06,2.2659599428250008e-07,3.0728733859540086e-10,4.943571166506091e-07,1.220124518648749e-13,2.8616918780139736e-09,7.362821790024092e-14,5.877060591016043e-14,7.513704158694817e-14,7.369435508828393e-15,9.18365312397386e-15,3.935199777412533e-08,4.306519158606579e-08,1.473432261554852e-14,1.001486406370977e-07,3.103917992423357e-15,2.0847737403933817e-14,5.063312888758233e-08,4.327336731046622e-15,1.9616053837795958e-17,1.507871992005461e-10,2.4337407431797302e-18,4.539290113148584e-12,2.9990305285252548e-18,1.0167719321147402e-20,2.586576647844418e-22,4.348831296221822e-19
5.0478485587719716e-08,0.1122474877401722,0.9,0.0,0.0,0.0,0.0,0.0999863833942834,4.034766707412523e-06,1.8264909052626e-06,2.0232787978324502e-06,2.5140910576636557e-06,7.789978350746488e-07,2.224284004671295e-06,1.697845099370897e-06,1.7861626042511118e-06,1.8541476411246488e-06,2.0575919443123976e-06,1.4121547158971897e-06,1.8897708334763712e-06,8.22363454627579e-09,6.089106970931534e-08,2.3321606660386867e-08,4.032388858994093e-09,2.703295890360604e-06,1.0553552612694646e-06,2.328918185524128e-06,1.1817075223960176e-06,2.3700765436193415e-07,3.124962092949581e-10,5.150080939026137e-07,1.250759377714115e-13,2.965433570736806e-09,7.526963196042359e-14,6.019923848635179e-14,7.688496962368328e-14,7.708020444191995e-15,9.513766652550591e-15,4.166881141283998e-08,4.56968051922028e-08,1.5062851335199127e-14,1.0469331395527851e-07,3.244760286643123e-15,2.1354591594242532e-14,5.2998160258526e-08,4.529447365667484e-15,2.0339558489224112e-17,1.6375250244220867e-10,2.5354169088376096e-18,5.021489855707343e-12,3.098544468127996e-18,1.0682668324263694e-20,2.7713049170897983e-22,4.62245979096996e-19
5.1580195188357796e-08,0.11224754350317198,0.9,0.0,0.0,0.0,0.0,0.09998608446067823,4.134033994298847e-06,1.8448751040305142e-06,2.0601198601485124e-06,2.5688625331772806e-06,7.83137029776434e-07,2.27490723661212e-06,1.7257586292696381e-06,1.819188984498146e-06,1.8946108832506134e-06,2.1078490559603348e-06,1.4377050476565331e-06,1.934744400287352e-06,8.306408027114517e-09,6.150591036361543e-08,2.3446235851493065e-08,4.053913249435869e-09,2.7979949327857416e-06,1.0894343653824105e-06,2.4223940751399164e-06,1.2241735384795598e-06,2.4765886155475796e-07,3.176358227353975e-10,5.360038686535748e-07,1.2815273237125294e-13,3.07014626733747e-09,7.690917299572426e-14,6.163167085478426e-14,7.863454685980842e-14,8.054393576588127e-15,9.84692993028147e-15,4.4060672196403926e-08,4.8421810778709186e-08,1.5391007571627295e-14,1.0933812379974206e-07,3.3887051094174707e-15,2.1862797307945226e-14,5.542007346880136e-08,4.736417925996915e-15,2.1070493548536308e-17,1.7750641447384775e-10,2.6387910867133097e-18,5.542680968294902e-12,3.19860498501006e-18,1.121283420088279e-20,2.9649476070553315e-22,4.906383943041554e-19
5.378361438963396e-08,0.11224765593625569,0.9,0.0,0.0,0.0,0.0,0.09998548630987893,4.333846536239701e-06,1.880040162262406e-06,2.133003831237164e-06,2.6782119370664663e-06,7.908076937907545e-07,2.3762887076993377e-06,1.7804679609806483e-06,1.8845528903965011e-06,1.9755368490870256e-06,2.2091175803851272e-06,1.4882127947923881e-06,2.0250403423105495e-06,8.46473607344042e-09,6.268196968270771e-08,2.3677195967944403e-08,4.093801929521472e-09,2.9898867225839456e-06,1.1581143656115814e-06,2.6138978929471904e-06,1.3103502815318462e-06,2.696807861754407e-07,3.2770927173219717e-10,5.790114483657376e-07,1.3434587176239667e-13,3.282362890916533e-09,8.018242532140252e-14,6.450761620682005e-14,8.21383304667183e-14,8.770532350321535e-15,1.052202338633268e-14,4.907054304698532e-08,5.4155354107412484e-08,1.6046160432226298e-14,1.1892768844517333e-07,3.685887804935101e-15,2.2883150305565436e-14,6.043514142358018e-08,5.164989549423038e-15,2.2553788700224368e-17,2.0749412972677694e-10,2.8505430523351022e-18,6.710819612733749e-12,3.4002583131080234e-18,1.231951965740677e-20,3.379926631669194e-22,5.505604400372581e-19
5.576669167078251e-08,0.11224775813667415,0.9,0.0,0.0,0.0,0.0,0.09998494764664936,4.51511829644575e-06,1.9099458092223074e-06,2.1977039616318828e-06,2.776396881886387e-06,7.970726089329352e-07,2.4676735909395245e-06,1.8284475382381577e-06,1.942603003509488e-06,2.048369631733835e-06,2.301123665506237e-06,1.533002202406789e-06,2.1066908148622927e-06,8.599384013649924e-09,6.368213343789256e-08,2.386582970682968e-08,4.126380674868271e-09,3.1652904616979107e-06,1.2204747070890207e-06,2.791364695302072e-06,1.389262381673407e-06,2.9032186258468747e-07,3.365436214200386e-10,6.188516944575432e-07,1.3996427478089146e-13,3.4763810246478083e-09,8.312144082868435e-14,6.710816806163438e-14,8.52965858979498e-14,9.441760097651142e-15,1.113910305509421e-14,5.3838393428311234e-08,5.964315329909629e-08,1.6634422875723074e-14,1.2789957433224371e-07,3.963925681032782e-15,2.3805808651776222e-14,6.514470833782795e-08,5.5674500424505895e-15,2.3912043863357163e-17,2.374685871557655e-10,3.046701555938718e-18,7.91805328393838e-12,3.583356570209424e-18,1.3369344404920212e-20,3.786292194439379e-22,6.081309180002781e-19
5.774976895193105e-08,0.11224786126979103,0.9,0.0,0.0,0.0,0.0,0.0999844086687238,4.697736759507654e-06,1.9382896278640065e-06,2.261571560460145e-06,2.8743554553264946e-06,8.027874622147327e-07,2.5591792432852864e-06,1.8752521993103143e-06,1.9999252845532844e-06,2.121201864027678e-06,2.3939533449758184e-06,1.5771683022136403e-06,2.1886904663003742e-06,8.726999938620094e-09,6.463006349426032e-08,2.4037901395912882e-08,4.1560991772743735e-09,3.3431047672237216e-06,1.2833072709769189e-06,2.973594405443754e-06,1.469386910575657e-06,3.1174216722754924e-07,3.4516166324896576e-10,6.597385963441347e-07,1.456243515795507e-13,3.6730968904604204e-09,8.605364112531036e-14,6.971980930734887e-14,8.8458974961155e-14,1.0138320948829647e-14,1.1764656221070214e-14,5.8852594838647725e-08,6.544591621490784e-08,1.722132904480383e-14,1.371940193266701e-07,4.251956855055583e-15,2.4732412754804032e-14,7.004080755228977e-08,5.9858468867508245e-15,2.529116836504583e-17,2.7044945169543334e-10,3.2480144807977526e-18,9.287530040378502e-12,3.7678415607877754e-18,1.4471214452837468e-20,4.2252803632241616e-22,6.692187828563834e-19
5.97328462330796e-08,0.11224796531293696,0.9,0.0,0.0,0.0,0.0,0.09998386937208238,4.881684808305664e-06,1.965153152298726e-06,2.3246216418865362e-06,2.9720799131052944e-06,8.080005167703607e-07,2.650793130432716e-06,1.920899577539313e-06,2.05652800450539e-06,2.1940335517355917e-06,2.4876108131161243e-06,1.620719764683711e-06,2.2710253283714188e-06,8.847950949592333e-09,6.552848667385835e-08,2.41948642106683e-08,4.1832084058618224e-09,3.5231948689293608e-06,1.3465705914380222e-06,3.160511288335157e-06,1.5506605442905377e-06,3.3394266100974183e-07,3.535666429758598e-10,7.016464010521831e-07,1.513255705908572e-13,3.872359452218862e-09,8.897879440309964e-14,7.234209470535376e-14,9.16250642333259e-14,1.0860245651944844e-14,1.239820855203445e-14,6.411385790201933e-08,7.156782023455375e-08,1.7806832540614675e-14,1.4681026673687643e-07,4.549957677166735e-15,2.566280477201496e-14,7.512421861925176e-08,6.420246389244219e-15,2.669007220268356e-17,3.0661141620564825e-10,3.4543549907265625e-18,1.083400110559985e-11,3.953591517986668e-18,1.5626164383202853e-20,4.698325814076805e-22,7.338872615863934e-19
6.171592351422815e-08,0.11224807024447367,0.9,0.0,0.0,0.0,0.0,0.09998332975293027,5.066945515678625e-06,1.990613659839971e-06,2.3868690193792708e-06,3.0695632813906917e-06,8.127557994148067e-07,2.742503032504014e-06,1.9654078211100784e-06,2.1124193621729595e-06,2.266864701195682e-06,2.582099974882286e-06,1.6636651396707683e-06,2.3536816667410185e-06,8.962584981894539e-09,6.637998743464029e-08,2.4338043773412e-08,4.207937300819264e-09,3.705433557714993e-06,1.4102268422882237e-06,3.352042094446465e-06,1.6330232648736287e-06,3.569241986355361e-07,3.6176190122772373e-10,7.445497506260192e-07,1.5706740614886957e-13,4.074026162564178e-09,9.189669192720176e-14,7.497458648000186e-14,9.479443117162844e-14,1.160756149916543e-14,1.3039312328985206e-14,6.962265082144134e-08,7.801280915044542e-08,1.8390891580350773e-14,1.5674753618610302e-07,4.8579037635514885e-15,2.659682950408235e-14,8.039568953141538e-08,6.870712157188413e-15,2.810772227842254e-17,3.4613199456283693e-10,3.665598191166784e-18,1.257293137533552e-11,4.140495362693693e-18,1.6835231758804815e-20,5.206880822961765e-22,8.021970856813211e-19
6.36990007953767e-08,0.11224817604379612,0.9,0.0,0.0,0.0,0.0,0.09998278980768541,5.253502142849623e-06,2.0147443935074887e-06,2.4483283052390755e-06,3.166799288730169e-06,8.170934732839704e-07,2.834297038575306e-06,2.008795518906268e-06,2.167607484203964e-06,2.3396953193223734e-06,2.6774244618926636e-06,1.7060128580901255e-06,2.436645985876399e-06,9.071231806748523e-09,6.718701531187592e-08,2.446864937328418e-08,4.2304947111355585e-09,3.889700690859956e-06,1.474241516840987e-06,3.5481159345889322e-06,1.7164181875785227e-06,3.8068753126289064e-07,3.697508598448953e-10,7.884236927232825e-07,1.6284933844022206e-13,4.277962406615955e-09,9.48071459974237e-14,7.761685447391407e-14,9.79666639238951e-14,1.2380292413213237e-14,1.3687544704708512e-14,7.537921572403275e-08,8.478460622929938e-08,1.897346858942491e-14,1.670050260323715e-07,5.175770071449826e-15,2.7534334450161462e-14,8.58559372601442e-08,7.337305144267426e-15,2.954313942512037e-17,3.891914068108023e-10,3.88162118191799e-18,1.4520501699654226e-11,4.3284517634664286e-18,1.8099456878280907e-20,5.752415132569997e-22,8.742066130544249e-19
6.568207807652525e-08,0.11224828269122178,0.9,0.0,0.0,0.0,0.0,0.09998224953296653,5.441338137846938e-06,2.037614772762585e-06,2.5090139103571623e-06,3.263782304021499e-06,8.210501774120478e-07,2.926163541246666e-06,2.0510816318549943e-06,2.222100425121496e-06,2.4125254136103384e-06,2.773587647393198e-06,1.7477712335734868e-06,2.5199050331012727e-06,9.174203980089943e-09,6.795189196597076e-08,2.4587784190730643e-08,4.251071160406611e-09,4.07588273403351e-06,1.538583136157803e-06,3.7486641630269178e-06,1.8007913971912279e-06,4.0523330911197455e-07,3.7753700923519396e-10,8.332436896135299e-07,1.6867085345499068e-13,4.484040987054047e-09,9.770998809051761e-14,8.026847627690867e-14,1.0114136114059075e-13,1.3178459032315367e-14,1.4342506091771413e-14,8.138358392344254e-08,9.188672641413945e-08,1.9554529829827157e-14,1.7758191557188898e-07,5.503530967473052e-15,2.847516985370986e-14,9.150564830397494e-08,7.820083697556256e-15,3.099539558951267e-17,4.359724695695e-10,4.102303101923365e-18,1.6693610620368618e-11,4.517368279861614e-18,1.9419882547317272e-20,6.336415824299657e-22,9.499719399569243e-19
6.766515535767381e-08,0.11224839016796213,0.9,0.0,0.0,0.0,0.0,0.09998170892558242,5.630437133921196e-06,2.059290593313329e-06,2.5689400441807463e-06,3.360507279902472e-06,8.24659336648e-07,3.0180912312558967e-06,2.0922854293214438e-06,2.275906167379858e-06,2.4853549921372504e-06,2.870592660253385e-06,1.7889484641009314e-06,2.603445801899249e-06,9.271797742176403e-09,6.867681786473944e-08,2.469645462891106e-08,4.269840458405e-09,4.263872336567683e-06,1.6032229827819729e-06,3.95362026810966e-06,1.8860917928533553e-06,4.30562084028429e-07,3.851238966581422e-10,8.789856257252038e-07,1.745314429374415e-13,4.6921416466286455e-09,1.0060506716477893e-13,8.292903733098681e-14,1.0431813178829812e-13,1.40020787936818e-14,1.5003818667596516e-14,8.763559019529041e-08,9.932248774393967e-08,2.013404506095117e-14,1.884773670482169e-07,5.8411602898977285e-15,2.941918873981615e-14,9.734547924547661e-08,8.319103605197852e-15,3.246361116147567e-17,4.866604912616118e-10,4.327525166869896e-18,1.9109875622558736e-11,4.7071605806124116e-18,2.0797553860530542e-20,6.960387197750487e-22,1.029547006246492e-18
6.964823263882236e-08,0.11224849845605595,0.9,0.0,0.0,0.0,0.0,0.09998116798252153,5.820782947959393e-06,2.0798342162383208e-06,2.628120714876846e-06,3.4569697012717614e-06,8.279514434868455e-07,3.11006909213917e-06,2.132426430396035e-06,2.3290326214422335e-06,2.558184063565371e-06,2.968442398034496e-06,1.8295526336097956e-06,2.6872555344982997e-06,9.364293869103087e-09,6.936387860845025e-08,2.4795578799478778e-08,4.286961166606946e-09,4.453567938476718e-06,1.6681348586019105e-06,4.162919770107003e-06,1.9722709411809573e-06,4.566743120006505e-07,3.925151154103351e-10,9.256258138020534e-07,1.8043060433668297e-13,4.9021506264089e-09,1.0349224811826832e-13,8.559813101241951e-14,1.0749659496482598e-13,1.4851166015484254e-14,1.5671124991240094e-14,9.41348861040167e-08,1.0709502202243796e-07,2.0711987231163823e-14,1.9969052747753745e-07,6.188631405259393e-15,3.036624694440486e-14,1.0337605731521473e-07,8.834418144684859e-15,3.3946952446026466e-17,5.414431719931204e-10,4.557170699924281e-18,2.1787633909994443e-11,4.897751732601743e-18,2.2233517980547925e-20,7.6258506326450095e-22,1.1129837015258274e-18
7.163130991997091e-08,0.11224860753832558,0.9,0.0,0.0,0.0,0.0,0.09998062670094264,6.012359578896667e-06,2.099304747221242e-06,2.686569729673638e-06,3.5531655383425904e-06,8.309543150906295e-07,3.2020863949404495e-06,2.171524349655496e-06,2.3814876258786924e-06,2.631012637142098e-06,3.0671395392234615e-06,1.8695917135811548e-06,2.7713217238099056e-06,9.451958479792794e-09,7.001505092413504e-08,2.4885994261335694e-08,4.3025779347053056e-09,4.644873405864327e-06,1.733294864030363e-06,4.376500125523182e-06,2.0592829370637436e-06,4.835703556321937e-07,3.9971429483484425e-10,9.731409998090344e-07,1.8636784075726267e-13,5.113960255984706e-09,1.0637141038283603e-13,8.827535869327498e-14,1.1067637971601983e-13,1.5725731977371195e-14,1.634408672011893e-14,1.008809524725965e-07,1.1520728480998352e-07,2.128833219653255e-14,2.112205303114978e-07,6.545917259908703e-15,3.131620313614889e-14,1.0959798096091135e-07,9.36607813158319e-15,3.544462926743619e-17,6.005105077038467e-10,4.791125156235919e-18,2.4745942751009617e-11,5.08907155241934e-18,2.372882393152879e-20,8.334344453062255e-22,1.2003319621242675e-18
7.361438720111946e-08,0.11224871739832888,0.9,0.0,0.0,0.0,0.0,0.09998008507816558,6.205151206126649e-06,2.1177582064554946e-06,2.7443006953641355e-06,3.6490912037921455e-06,8.336933278914341e-07,3.2941326929717856e-06,2.2095990470949478e-06,2.4332789474837075e-06,2.7038407226995386e-06,3.166686554699795e-06,1.909073564604258e-06,2.855632114777481e-06,9.535043800979e-09,7.063220834786966e-08,2.496846508439505e-08,4.316822720548516e-09,4.837697692282452e-06,1.7986811964441271e-06,4.594300637364735e-06,2.1470842717102943e-06,5.112504865697375e-07,4.0672509109880904e-10,1.0215083666914103e-06,1.9234266090971835e-13,5.327468572864531e-09,1.0924244664083967e-13,9.096032978412207e-14,1.138571248543372e-13,1.662578499953554e-14,1.7022383418098637e-14,1.0787311106094274e-07,1.2366206479165585e-07,2.1863058464090903e-14,2.2306649695331953e-07,6.9129904270172596e-15,3.226891883170706e-14,1.1601182042026931e-07,9.914131968568124e-15,3.695589269807205e-17,6.640546982895228e-10,5.029276141759856e-18,2.800457942271825e-11,5.28105601452544e-18,2.5284522406075542e-20,9.087423806210363e-22,1.291639859889447e-18
7.559746448226802e-08,0.11224882802031781,0.9,0.0,0.0,0.0,0.0,0.09997954311166293,6.399142187911052e-06,2.1352476897406613e-06,2.8013270189586415e-06,3.744743513629585e-06,8.361916318405561e-07,3.3861978166261314e-06,2.246670481952498e-06,2.484414281412333e-06,2.776668330653192e-06,3.2670857184947487e-06,1.9480059379192837e-06,2.940174705183586e-06,9.613788892530656e-09,7.121712661247489e-08,2.504368830050239e-08,4.329815904239857e-09,5.0319545239125e-06,1.8642739661108668e-06,4.81626237090224e-06,2.235633707534064e-06,5.397148878871545e-07,4.1355117868799075e-10,1.070705537081106e-06,1.9835457906110218e-13,5.542578968679971e-09,1.1210526165315733e-13,9.365266175950019e-14,1.1703847877923772e-13,1.7551330520351913e-14,1.770571144737904e-14,1.1511053551126218e-07,1.3246199256862392e-07,2.2436146957384525e-14,2.3522753814071037e-07,7.289823149456106e-15,3.3224258404845505e-14,1.226181182961341e-07,1.0478625694657545e-14,3.848003290496466e-17,7.322700594371129e-10,5.271513426902886e-18,3.1584040783176396e-11,5.473646710702528e-18,2.6901665564033544e-20,9.88666051886384e-22,1.3869536949555874e-18
