Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032)
1.9894487136970785e-07,0.11225680940529584,0.9,0.0,0.0,0.0,0.0,0.09994511135894545,2.0273390214393194e-05,2.440963371533386e-06,5.403906610436478e-06,9.136008209635058e-06,8.618509317663514e-07,8.870797813360821e-06,3.301014522131274e-06,4.652788787779242e-06,7.306385443960501e-06,1.1204041175060658e-05,3.5527144356894563e-06,8.303958261900867e-06,1.0990250961723898e-08,8.144151960357038e-08,2.5816318179521208e-08,4.463534081732369e-09,1.8044517190635556e-05,6.0548671912074396e-06,2.5084431131795008e-05,8.349688569233155e-06,3.81631496051611e-06,6.077279686633781e-10,5.092965613226025e-06,6.281544170539881e-13,1.996138427085155e-08,2.7338832514305333e-13,2.643940731805345e-13,3.0647749921880136e-13,1.2405362521782743e-13,6.346093307664978e-14,9.66943667947513e-07,1.4064349559133472e-06,5.473721719024666e-14,1.5719137674443397e-06,4.869419001085638e-14,9.38355418322658e-14,9.204798966678641e-07,7.862917433125152e-14,1.4371678744619858e-16,2.3220945727270193e-08,2.507590795463542e-17,2.2139445350460677e-09,1.777792790499952e-17,2.9225845052208836e-19,2.2655490304748962e-20,1.6409878186249273e-17
2.0251441047577524e-07,0.11225706535688407,0.9,0.0,0.0,0.0,0.0,0.09994409347873989,2.0714435497020507e-05,2.441985478485887e-06,5.461418565775155e-06,9.276276833137857e-06,8.618561399953231e-07,9.0175653444447e-06,3.3108557052799678e-06,4.692802753902759e-06,7.437496734191589e-06,1.1482473568363094e-05,3.5814458883085162e-06,8.455551629060252e-06,1.09948529248573e-08,8.147570430649128e-08,2.5816476212422573e-08,4.46357420697478e-09,1.8420059008344983e-05,6.176749762265578e-06,2.5824251751220987e-05,8.532664575446773e-06,3.953358000413171e-06,6.095420308855821e-10,5.224367407268702e-06,6.418118452207745e-13,2.037748760751387e-08,2.775823008050262e-13,2.6921737833956566e-13,3.1154429277498207e-13,1.285067623688774e-13,6.478085156738171e-14,1.0005412687513106e-06,1.4649567170109491e-06,5.5577618743958243e-14,1.6264676277531468e-06,5.038351232347788e-14,9.554856193326586e-14,9.548641420341292e-07,8.15653268557283e-14,1.4686620699638937e-16,2.4690007891907966e-08,2.5722858604656978e-17,2.386804539158749e-09,1.8135794197259845e-17,3.060367406261878e-19,2.402425554467728e-20,1.7134265441932384e-17
2.0608394958184264e-07,0.1122573224483162,0.9,0.0,0.0,0.0,0.0,0.09994307440662792,2.1157081779578837e-05,2.442911914006501e-06,5.518337707734492e-06,9.415715562893563e-06,8.618593596873434e-07,9.163528753376826e-06,3.320145223889305e-06,4.731864622321575e-06,7.568611565006106e-06,1.1763556348536829e-05,3.609461052934208e-06,8.606717635325453e-06,1.0999024134578002e-08,8.150668936982995e-08,2.581657437020757e-08,4.46360423837164e-09,1.8794768819691765e-05,6.298632773988961e-06,2.6571210154529806e-05,8.715712823740844e-06,4.092636649955379e-06,6.112545591140718e-10,5.356149349079246e-06,6.555185227314552e-13,2.0792660935108764e-08,2.8175133228305725e-13,2.7402695051284527e-13,3.165831720006289e-13,1.3303245475040598e-13,6.60978109386545e-14,1.0344845633295185e-06,1.5246824612797955e-06,5.6413048103771386e-14,1.6818526966590156e-06,5.209853960774157e-14,9.725675282089056e-14,9.898695120601321e-07,8.455446066149527e-14,1.5001686928236627e-16,2.6221576376730505e-08,2.6371678861504805e-17,2.5694717153182798e-09,1.8493661627931913e-17,3.2022734746853746e-19,2.5450402687543555e-20,1.7875796436302598e-17
2.0965348868791003e-07,0.11225758066510282,0.9,0.0,0.0,0.0,0.0,0.09994205414539614,2.1601288052116812e-05,2.4437514907061818e-06,5.574687260197079e-06,9.55432924406548e-06,8.618608951473648e-07,9.308685738214535e-06,3.3289130271338515e-06,4.76999621486431e-06,7.699730119828054e-06,1.2047280097591175e-05,3.6367777635423645e-06,8.75744712805736e-06,1.1002804269020756e-08,8.153476952210627e-08,2.5816621815335393e-08,4.463625756918664e-09,1.9168618897165528e-05,6.420515962994533e-06,2.7325217002641862e-05,8.898826463815777e-06,4.234138207262835e-06,6.128710677135256e-10,5.488290105410527e-06,6.692731763147496e-13,2.1206873317992118e-08,2.8589556526293343e-13,2.78822498530729e-13,3.215940581271983e-13,1.3763028648927668e-13,6.741171371304223e-14,1.0687620517833095e-06,1.5856094682430768e-06,5.724353429896923e-14,1.7380642030843846e-06,5.38391230028854e-14,9.896001106956383e-14,1.0254942339568846e-06,8.759642214794122e-14,1.5316865640236777e-16,2.7816999963653568e-08,2.7022263704932277e-17,2.7622922035481956e-09,1.8851529423858583e-17,3.348356366722826e-19,2.6935304565586264e-20,1.863451539531902e-17
2.1322302779397742e-07,0.112257839993221,0.9,0.0,0.0,0.0,0.0,0.09994103269791474,2.204701421723615e-05,2.444512210402192e-06,5.630489584888529e-06,9.69212270135304e-06,8.618610043126864e-07,9.453034602385945e-06,3.3371875226908505e-06,4.807218887724407e-06,7.830852582517621e-06,1.2333635304127426e-05,3.6634134100483407e-06,8.907731584717397e-06,1.100622935574968e-08,8.156021237569822e-08,2.581662631416449e-08,4.463640102495629e-09,1.9541583423227676e-05,6.542399105742767e-06,2.8086185379479537e-05,9.0819992750982e-06,4.3778499354573235e-06,6.143967872145838e-10,5.620769502777225e-06,6.830745610359251e-13,2.162009595383529e-08,2.900151448035725e-13,2.8360375130462005e-13,3.2657689330872725e-13,1.422998405882667e-13,6.872246912696275e-14,1.1033624353941876e-06,1.6477349315108838e-06,5.806910623641867e-14,1.795097405898159e-06,5.560511458110545e-14,1.0065824037392017e-13,1.061736498673044e-06,9.06910546190393e-14,1.563214612909076e-16,2.947762462625564e-08,2.7674513831821558e-17,2.9656164765324576e-09,1.920939691695357e-17,3.4986693384685595e-19,2.8480341061803905e-20,1.9410466038940058e-17
2.167925669000448e-07,0.11225810041909116,0.9,0.0,0.0,0.0,0.0,0.09994001006713185,2.249422107087297e-05,2.4452013387083845e-06,5.6857662078695545e-06,9.829100737872234e-06,8.61859905816743e-07,9.596574224231462e-06,3.34499564775129e-06,4.843553539847474e-06,7.961979137261223e-06,1.2622612371651602e-05,3.689384949364229e-06,9.05756307969854e-06,1.1009332107651053e-08,8.158326092143922e-08,2.5816594449635613e-08,4.46364841060216e-09,1.9913638361144578e-05,6.664282012468888e-06,2.8854030702852938e-05,9.265225608810935e-06,4.523759071806462e-06,6.158366773826463e-10,5.753568467594795e-06,6.969214597008018e-13,2.2032302029267803e-08,2.941102153281192e-13,2.883704567667737e-13,3.315316395704924e-13,1.4704069922357003e-13,7.002999269293066e-14,1.1382746175703046e-06,1.71105596470296e-06,5.888979269351371e-14,1.8529475937466365e-06,5.739636734149453e-14,1.0235135117397727e-13,1.098594463410103e-06,9.383819849883286e-14,1.5947518672426247e-16,3.1204793304677226e-08,2.832833535033992e-17,3.179799247189569e-09,1.9567263549066474e-17,3.6532652924921666e-19,3.008689965055775e-20,2.020368895453534e-17
2.203621060061122e-07,0.11225836192955584,0.9,0.0,0.0,0.0,0.0,0.09993898625606805,2.2942870283420912e-05,2.4458254727611718e-06,5.740537845386545e-06,9.96526813423195e-06,8.618577849745508e-07,9.739304027663992e-06,3.3523629376289474e-06,4.879020621242127e-06,8.0931099684654e-06,1.291420162634892e-05,3.714708916180713e-06,9.206934252710263e-06,1.1012142227858825e-08,8.160413579364653e-08,2.5816531801488136e-08,4.463651643483726e-09,2.0284761335225984e-05,6.7861645220405e-06,2.9628670639595837e-05,9.448500335374131e-06,4.671852836408124e-06,6.171954398506295e-10,5.8866689690934535e-06,7.108126822684288e-13,2.2443466586039326e-08,2.9818092058642106e-13,2.9312238086365256e-13,3.364582777930174e-13,1.518524440272882e-13,7.133420577146473e-14,1.173487704370934e-06,1.7755696069719414e-06,5.970562231272597e-14,1.91161008487984e-06,5.92127352049937e-14,1.0403926029787857e-13,1.1360662540047588e-06,9.703769153506955e-14,1.626297444180325e-16,3.299984569053117e-08,2.898363950418342e-17,3.4051993772799087e-09,1.992512885080639e-17,3.8121967587743607e-19,3.1756374950535186e-20,2.1014222574686576e-17
2.239316451121796e-07,0.11225862451185925,0.9,0.0,0.0,0.0,0.0,0.09993796126781143,2.3392924381193236e-05,2.446390602715365e-06,5.794824429086562e-06,1.0100629647775835e-05,8.618547988572007e-07,9.881223953914738e-06,3.3593135919464768e-06,4.913640141210758e-06,8.22424526065451e-06,1.3208393324356252e-05,3.739401433480457e-06,9.35583827866211e-06,1.1014686686572391e-08,8.162303732677478e-08,2.581644309905604e-08,4.463650616514769e-09,2.065493151970893e-05,6.908046497597923e-06,3.0410025024688287e-05,9.631818796644998e-06,4.822118440432101e-06,6.184775303134446e-10,6.020053964911425e-06,7.24747065274987e-13,2.2853566396858293e-08,3.022274036117915e-13,2.9785930659849584e-13,3.4135680673304167e-13,1.5673465635539446e-13,7.263503516584301e-14,1.2089910046484422e-06,1.8412728281561928e-06,6.051662359740603e-14,1.971080226974287e-06,6.105407300956106e-14,1.0572189062159659e-13,1.1741499671847205e-06,1.0028936899178056e-13,1.657850541990093e-16,3.486411802137842e-08,2.964034241231108e-17,3.642179787069573e-09,2.028299240692252e-17,3.97551585014809e-19,3.3490167794210964e-20,2.1842105618308978e-17
2.2750118421824698e-07,0.11225888815362858,0.9,0.0,0.0,0.0,0.0,0.09993693510551273,2.384434672822083e-05,2.4469021675839896e-06,5.84864513060354e-06,1.0235190011964035e-05,8.618510805950132e-07,1.0022334434332234e-05,3.3658705383943073e-06,4.947431676496983e-06,8.35538519837212e-06,1.350517765856639e-05,3.7634782227897066e-06,9.504268838990522e-06,1.1016989972539745e-08,8.164014742292261e-08,2.581633235083059e-08,4.463646020578735e-09,2.1024129535599323e-05,7.029927822857154e-06,3.119801578412289e-05,9.815176762550154e-06,4.974543093935344e-06,6.196871702605213e-10,6.15370734927108e-06,7.387234712698474e-13,2.3262579850125828e-08,3.0624980673469136e-13,3.0258103311359495e-13,3.4622724208567985e-13,1.616869175419828e-13,7.393241278104001e-14,1.2447740298437194e-06,1.90816253358892e-06,6.132282490763779e-14,2.031353396953047e-06,6.292023650351816e-14,1.0739917074490652e-13,1.2128436727039935e-06,1.0359306383237639e-13,1.6894104326111787e-16,3.6798942884346726e-08,3.029836479908513e-17,3.891107366070664e-09,2.0640853874338408e-17,4.143274324120232e-19,3.5289685992601813e-20,2.268737366943505e-17
2.3107072332431438e-07,0.11225915284285613,0.9,0.0,0.0,0.0,0.0,0.09993590777238122,2.4297101508382945e-05,2.447365105941871e-06,5.902018385523132e-06,1.0368953935873598e-05,8.618467430256881e-07,1.0162636364202946e-05,3.372055494072304e-06,4.980414379346829e-06,8.486529966086103e-06,1.380454476499497e-05,3.7869546141746207e-06,9.652220094373672e-06,1.1019074321355795e-08,8.165563124756904e-08,2.5816202954299902e-08,4.463638441041666e-09,2.1392337354848088e-05,7.151808398975619e-06,3.199256686129095e-05,9.998570391707028e-06,5.129114013266728e-06,6.208283582684294e-10,6.287613903641513e-06,7.527407882594383e-13,2.3670486842867103e-08,3.1024827156112517e-13,3.072873748212813e-13,3.510696155780288e-13,1.6670880914012768e-13,7.522627528215661e-14,1.2808264934679435e-06,1.976235568588055e-06,6.212425445725846e-14,2.0924250008037734e-06,6.48110823401419e-14,1.0907103468305087e-13,1.2521454153634525e-06,1.0694860689239892e-13,1.720976454926867e-16,3.880564902849071e-08,3.0957631755857323e-17,4.152352884874629e-09,2.099871297119818e-17,4.315523572024984e-19,3.7156344033405023e-20,2.3550059726590095e-17
2.3820980153644916e-07,0.11225968531738398,0.9,0.0,0.0,0.0,0.0,0.09993384960672472,2.5206469098774177e-05,2.4481626167279067e-06,6.007492755656979e-06,1.0634111175150878e-05,8.618365767708707e-07,1.0440820325371886e-05,3.383390593945257e-06,5.04402782174484e-06,8.748834728460201e-06,1.4410987588603525e-05,3.832165623768763e-06,9.946663577992547e-06,1.1022665061131117e-08,8.168230580651542e-08,2.5815899260670265e-08,4.4636162329881435e-09,2.212571653337594e-05,7.395566981092645e-06,3.360105541847927e-05,1.0365451014612149e-05,5.444643586996044e-06,6.229203218501407e-10,6.556129810879214e-06,7.808938312991384e-13,2.4482908005338153e-08,3.18173948943214e-13,3.1665323300831115e-13,3.6067037892919326e-13,1.769598122021548e-13,7.780322351606673e-14,1.3536995946997526e-06,2.115918732678174e-06,6.371291038825143e-14,2.216945278291505e-06,6.866625214894405e-14,1.1239827543333232e-13,1.3325650776465273e-06,1.1381455132131644e-13,1.7841245495642503e-16,4.303999992090389e-08,3.2279620276662054e-17,4.713299711383806e-09,2.1714423059972354e-17,4.673697866147204e-19,4.1096765512157255e-20,2.5327819288913688e-17
2.4463497192737044e-07,0.11226016801320714,0.9,0.0,0.0,0.0,0.0,0.09993199328663661,2.6029113717130098e-05,2.448754908698438e-06,6.101060109234112e-06,1.0870075594629178e-05,8.618261252128171e-07,1.0688438258541039e-05,3.392515086691886e-06,5.09869743677825e-06,8.984927379063115e-06,1.4965519293219897e-05,3.87094828708133e-06,1.0209973832997347e-05,1.1025331818014976e-08,8.170211674269302e-08,2.581558673167669e-08,4.463590271622768e-09,2.278221510974508e-05,7.614946422886653e-06,3.50704072940135e-05,1.069573377106045e-05,5.735832555186229e-06,6.246049073439136e-10,6.798523852965895e-06,8.063608322994121e-13,2.5210128804252135e-08,3.252265947054627e-13,3.250283118522794e-13,3.692157108220824e-13,1.8641966537487882e-13,8.010990650746953e-14,1.4201077746516284e-06,2.245647833223502e-06,6.51266612832165e-14,2.3316986733209736e-06,7.22188988707009e-14,1.1537370762420204e-13,1.4070022005742663e-06,1.2016948717334725e-13,1.8409733367174767e-16,4.710999497715146e-08,3.347299647495749e-17,5.264075189991945e-09,2.2358551865846653e-17,5.011920570568614e-19,4.4887071665774226e-20,2.698768802892121e-17
2.5106014231829175e-07,0.11226065393103053,0.9,0.0,0.0,0.0,0.0,0.09993013322522253,2.6855554058524757e-05,2.4492480245630642e-06,6.193433209061055e-06,1.1103531634715704e-05,8.618147760840179e-07,1.093346905391147e-05,3.4007227237203006e-06,5.151025721443237e-06,9.221038534947628e-06,1.5528263766368533e-05,3.908007187319302e-06,1.0471659620664684e-05,1.1027552042129527e-08,8.171861080980243e-08,2.5815247173242692e-08,4.4635603885526855e-09,2.3435278042064156e-05,7.834322455487164e-06,3.655991686213988e-05,1.1026086650835843e-05,6.033777602202568e-06,6.261208075595807e-10,7.041537315736876e-06,8.319441982145109e-13,2.5933511172847193e-08,3.322038479830163e-13,3.333512724592361e-13,3.7767125980454536e-13,1.9609864620494576e-13,8.240440183866657e-14,1.487238085052698e-06,2.3791595320664e-06,6.652538357743061e-14,2.4489688569716263e-06,7.584932782908871e-14,1.1833078320247755e-13,1.483378007401996e-06,1.2668969950735e-13,1.897834172359767e-16,5.143335655810502e-08,3.466941659684869e-17,5.860695321324652e-09,2.300267006585379e-17,5.36547465189293e-19,4.891717237769113e-20,2.870445591626315e-17
2.5748531270921306e-07,0.11226114301211917,0.9,0.0,0.0,0.0,0.0,0.09992826944282816,2.7685608651255295e-05,2.4496578455185628e-06,6.284695895963718e-06,1.1334505841313032e-05,8.618027680156245e-07,1.117593160491545e-05,3.4081036141386803e-06,5.201110051355004e-06,9.457169257944241e-06,1.6099162127100227e-05,3.943418804402292e-06,1.0731701079527685e-05,1.1029397237225548e-08,8.173231913801822e-08,2.5814887770489455e-08,4.463527816623868e-09,2.4084838642262554e-05,8.053694863063592e-06,3.80692049251494e-05,1.135649728671133e-05,6.338405240065914e-06,6.274846131161574e-10,7.285107850866746e-06,8.576382949221942e-13,2.6652980805647858e-08,3.3910650694616125e-13,3.4162148474845353e-13,3.8603768324361343e-13,2.059943494992662e-13,8.468647538602309e-14,1.5550376825561756e-06,2.516433754086908e-06,6.79092363192626e-14,2.5687300635999072e-06,7.955673500693595e-14,1.2126927773268787e-13,1.5616804221332933e-06,1.333741443917479e-13,1.9547049279080197e-16,5.601767330237895e-08,3.5868573852374007e-17,6.5054515616883964e-09,2.364677695626399e-17,5.734645624381556e-19,5.3195516276030075e-20,3.047827758302588e-17
2.6391048310013437e-07,0.11226163520028778,0.9,0.0,0.0,0.0,0.0,0.09992640196014879,2.8519103316293555e-05,2.449997713723186e-06,6.374925989642465e-06,1.1563024489797916e-05,8.617902773560447e-07,1.1415847908522291e-05,3.4147392509328916e-06,5.249043956513205e-06,9.693320602693226e-06,1.6678155282038864e-05,3.9772562244013924e-06,1.0990081625566688e-05,1.1030927475471992e-08,8.174368794207134e-08,2.581451383322827e-08,4.463493464858647e-09,2.4730838755281113e-05,8.27306348337192e-06,3.959790860765062e-05,1.1686955283687342e-05,6.649642511232097e-06,6.287113280986165e-10,7.529179248086867e-06,8.834377147394712e-13,2.736847292416246e-08,3.459353617495357e-13,3.498384230504579e-13,3.9431574570714805e-13,2.1610438746201756e-13,8.695592313301326e-14,1.62345572425476e-06,2.6574500636741253e-06,6.927837693471841e-14,2.690956817961568e-06,8.334032542943471e-14,1.2418900381478738e-13,1.6418972339676027e-06,1.4022176643076739e-13,2.0115838143503952e-16,6.087048123227889e-08,3.7070191624492086e-17,7.200669466056651e-09,2.4290872092682207e-17,6.11971516977553e-19,5.773060641713007e-20,3.230928232145217e-17
2.703356534910557e-07,0.11226213044201684,0.9,0.0,0.0,0.0,0.0,0.09992453079818382,2.9355870882916552e-05,2.450278839912011e-06,6.464195644089168e-06,1.1789113585017102e-05,8.617774345637563e-07,1.1653242718589227e-05,3.4207032957256856e-06,5.29491725728102e-06,9.929493615399328e-06,1.726518399220551e-05,4.00958929028724e-06,1.1246787627289758e-05,1.1032193232473415e-08,8.175309215349749e-08,2.5814129289548873e-08,4.463458003693222e-09,2.5373227798900256e-05,8.492428193671215e-06,4.114568041379794e-05,1.201745190241915e-05,6.96741707116029e-06,6.298145145832236e-10,7.773700845651846e-06,9.093372675856674e-13,2.807993120449702e-08,3.5269119442053815e-13,3.580016557645969e-13,4.025063069659064e-13,2.26426392378158e-13,8.921256771490805e-14,1.6924433257248129e-06,2.8021877114035032e-06,7.063296122895105e-14,2.8156239317680622e-06,8.719931306092589e-14,1.2708980741259208e-13,1.7240161203372861e-06,1.4723150073289083e-13,2.0684693276645967e-16,6.599926140405105e-08,3.8274020614614937e-17,7.948707213895253e-09,2.493495514823413e-17,6.520960927563637e-19,6.253099338486908e-20,3.41975868964403e-17
2.76760823881977e-07,0.11226262868604632,0.9,0.0,0.0,0.0,0.0,0.09992265597819627,3.0195750914474307e-05,2.4505106456633044e-06,6.552571685039503e-06,1.2012798862015496e-05,8.617643364154303e-07,1.1888143224494634e-05,3.426062298238658e-06,5.3388161968152196e-06,1.0165689332683147e-05,1.7860188932271397e-05,4.04048474589765e-06,1.150180811102633e-05,1.1033236927957144e-08,8.176084686734658e-08,2.5813737053415692e-08,4.4634219284452206e-09,2.601196191718322e-05,8.711788900235316e-06,4.271218735189327e-05,1.2347979793397132e-05,7.291657261502779e-06,6.308064251523307e-10,8.01862699529054e-06,9.353319724614238e-13,2.8787306831964635e-08,3.5937477874503083e-13,3.661108359835236e-13,4.106103108693763e-13,2.3695801899136114e-13,9.145625534631078e-14,1.7619535157334571e-06,2.9506256754504037e-06,7.197314339265792e-14,2.942706500275799e-06,9.113292070348276e-14,1.2997156452366722e-13,1.8080246676320466e-06,1.544022746809295e-13,2.125360202840149e-16,7.141143774955932e-08,3.947983626450036e-17,8.75195417332996e-09,2.5579025751423198e-17,6.938656236686332e-19,6.760526754815249e-20,3.6143311305037145e-17
2.831859942728983e-07,0.11226312988333866,0.9,0.0,0.0,0.0,0.0,0.09992077752167687,3.103858944381613e-05,2.4507010508312395e-06,6.640115930518505e-06,1.223410578733781e-05,8.617510549040888e-07,1.2120578753079394e-05,3.430876356058206e-06,5.380823570004982e-06,1.0401908780521946e-05,1.8463110743165614e-05,4.070006373563211e-06,1.1755134493354794e-05,1.1034094220552063e-08,8.176721695511112e-08,2.5813339292559184e-08,4.463385605611507e-09,2.6647003232467338e-05,8.931145530708225e-06,4.429711011935983e-05,1.2678532773712332e-05,7.622292174766869e-06,6.316981243103852e-10,8.263916576119516e-06,9.614170492422582e-13,2.94905576658121e-08,3.659868805779833e-13,3.7416569293409204e-13,4.1862877506511003e-13,2.4769694660563826e-13,9.368685337505385e-14,1.8319411883516884e-06,3.1027426984100275e-06,7.329907600596725e-14,3.072179898910564e-06,9.514037988312371e-14,1.32834178155561e-13,1.8939103898619611e-06,1.61733009532105e-13,2.1822553757948872e-16,7.711437509220328e-08,4.068743624390392e-17,9.61282950328997e-09,2.6223083717513953e-17,7.373070694963737e-19,7.296206430894046e-20,3.8146549451158715e-17
2.896111646638196e-07,0.11226363398686665,0.9,0.0,0.0,0.0,0.0,0.09991889545031207,3.188423871836407e-05,2.4508567123878126e-06,6.726885494682573e-06,1.2453059560782707e-05,8.617376434879013e-07,1.2350580493202774e-05,3.4351997168830636e-06,5.421018848830936e-06,1.0638152973277736e-05,1.907389007852115e-05,4.09821512549773e-06,1.2006760339253211e-05,1.1034795082963099e-08,8.177242505253208e-08,2.581293761662841e-08,4.463349305359856e-09,2.7278319187631464e-05,9.150498028735646e-06,4.590014234482006e-05,1.3009105641560348e-05,7.959251710808141e-06,6.324995993970157e-10,8.509532554999846e-06,9.875879107566394e-13,3.0189647504761926e-08,3.725282577995758e-13,3.8216602428089965e-13,4.2656278146580866e-13,2.5864088092041977e-13,9.59042479016382e-14,1.902363052965078e-06,3.258517319881623e-06,7.46109100502282e-14,3.2040197799306758e-06,9.922093074939744e-14,1.356775755929255e-13,1.9816607453800012e-06,1.6922262184674087e-13,2.239153951400953e-16,8.311537732999257e-08,4.1896638329166066e-17,1.0533780793472264e-08,2.6867128948454036e-17,7.824469992448998e-19,7.86100580027204e-20,4.02073801234538e-17
2.960363350547409e-07,0.11226414095150075,0.9,0.0,0.0,0.0,0.0,0.09991700978595586,3.273255695441256e-05,2.4509832248532943e-06,6.812933075913142e-06,1.2669685117424324e-05,8.617241417069444e-07,1.2578181241084175e-05,3.439081328336728e-06,5.459478304182107e-06,1.0874422912806149e-05,1.969246764583883e-05,4.125169249351083e-06,1.2256681143115577e-05,1.1035364703812998e-08,8.177665826273919e-08,2.5812533216226072e-08,4.463313225510253e-09,2.790588196413876e-05,9.369846349998612e-06,4.7520989880673306e-05,1.3339694020577514e-05,8.302466625952667e-06,6.332198618904266e-10,8.755441588215833e-06,1.013840155147934e-12,3.088454543722106e-08,3.789996601390699e-13,3.9011168917630797e-13,4.344134674241754e-13,2.6978755562505455e-13,9.81083415690038e-14,1.973177582903893e-06,3.417927905455978e-06,7.59087949236213e-14,3.3382020691326757e-06,1.0337382198087416e-13,1.385017059231443e-13,2.071263151898873e-06,1.7687002476867422e-13,2.2960551763298875e-16,8.942168577160672e-08,4.3107278542301875e-17,1.1517282741413514e-08,2.7511161195018108e-17,8.2931154629760265e-19,8.455795124833251e-20,4.232589379211678e-17
3.0246150544566223e-07,0.11226465073387357,0.9,0.0,0.0,0.0,0.0,0.09991512055060442,3.358340810038372e-05,2.451085289388653e-06,6.898307229841187e-06,1.288400712979674e-05,8.617105787416062e-07,1.2803415165089597e-05,3.4425653393518596e-06,5.496275124136333e-06,1.1110719587641488e-05,2.0318784243007128e-05,4.15092440820137e-06,1.2504894130475249e-05,1.1035824249776072e-08,8.178007381142189e-08,2.5812126970019428e-08,4.463277510068079e-09,2.8529667965565144e-05,9.58919045915634e-06,4.915937014146935e-05,1.3670294228514397e-05,8.65186857534555e-06,6.338670396430379e-10,9.001613660602674e-06,1.0401695585359772e-12,3.157522526466675e-08,3.8540182958987305e-13,3.980026019010527e-13,4.421820176340943e-13,2.8113473377454573e-13,1.0029905198467277e-13,2.044344963222343e-06,3.5809526725656397e-06,7.719287844924194e-14,3.4747029626011544e-06,1.0759831067264731e-13,1.4130653779557134e-13,2.1627049999772055e-06,1.846741291837577e-13,2.3529584168655174e-16,9.604047761356457e-08,4.4319209221260845e-17,1.2565835865788522e-08,2.815518037291542e-17,8.779264807259207e-19,9.081448287798675e-20,4.450215467681601e-17
3.0888667583658354e-07,0.11226516329227068,0.9,0.0,0.0,0.0,0.0,0.09991322776637356,3.4436661608751515e-05,2.451166856678226e-06,6.983052627996617e-06,1.3096050010197465e-05,8.616969761556134e-07,1.302631758869641e-05,3.445691557093213e-06,5.531479528734769e-06,1.1347043972253122e-05,2.0952780790701193e-05,4.17553379525296e-06,1.2751398078485111e-05,1.1036191508811198e-08,8.178280382539098e-08,2.581171952732803e-08,4.463242263492794e-09,2.9149657358571045e-05,9.808530327489597e-06,5.081501148414415e-05,1.4000903166265601e-05,9.00739014907563e-06,6.344484610222692e-10,9.248021758613305e-06,1.0665720679303993e-12,3.2261664989142735e-08,3.9173550042251727e-13,4.058387261494012e-13,4.498696566219757e-13,2.9268020896211267e-13,1.024763100672104e-13,2.115827038023981e-06,3.7475697135670314e-06,7.846330688955569e-14,3.6134989235024263e-06,1.1189366223862072e-13,1.4409205739294807e-13,2.255973665128252e-06,1.9263384475465877e-13,2.409863139839018e-16,1.029788645481663e-07,4.5532297437279644e-17,1.3681965255259116e-08,2.879918651171112e-17,9.283172016200537e-19,9.738842341822041e-20,4.673620711705057e-17
3.1531184622750485e-07,0.11226567858652281,0.9,0.0,0.0,0.0,0.0,0.09991133145547867,3.529219221641552e-05,2.451231247004337e-06,7.067210302640387e-06,1.3305837913094289e-05,8.616833499100092e-07,1.324692479063161e-05,3.4484958626966072e-06,5.5651588812726336e-06,1.158339702636956e-05,2.1594398361046854e-05,4.199048243445873e-06,1.2996193153625665e-05,1.1036481429883109e-08,8.178495934828123e-08,2.581131136880234e-08,4.463207561132166e-09,2.9765833665597557e-05,1.0027865931170387e-05,5.248765262723002e-05,1.4331518224613945e-05,9.368964902513927e-06,6.349707315613415e-10,9.494641574568602e-06,1.0930437943976773e-12,3.2943846358529496e-08,3.9800139888282036e-13,4.1362006990233287e-13,4.574776418048882e-13,3.044218063022078e-13,1.046400583565433e-13,2.187587257614686e-06,3.917757016322063e-06,7.972022496630649e-14,3.7545666789211475e-06,1.16259150325575e-13,1.4685826659774327e-13,2.351056518668752e-06,2.0074808084273177e-13,2.4667688960354165e-16,1.1024389149366288e-07,4.674642369878707e-17,1.4868219352142888e-08,2.944317939461387e-17,9.805086656151567e-19,1.0428856036794108e-19,4.902811744130291e-17
