Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011),CHO2(367),S(1123)
9.433846088021726e-06,0.11317635903232652,0.9,0.0,0.0,0.0,0.0,0.09703349530865948,0.0010085587989632162,2.40063194640562e-06,1.1369951308362775e-05,3.1998803148883026e-05,8.395832444031591e-07,2.774545097515438e-05,3.3864918799020316e-06,6.165428515602547e-06,0.00034150890967743535,0.0017425055466591083,4.600601250781834e-06,4.500629269613331e-05,1.0808669729352392e-08,8.009676536085916e-08,2.5149314429118048e-08,4.3818545223888285e-09,3.783825287092391e-05,0.0003166180919189986,0.003948420765158767,0.00046612182881399525,0.0009511418244133208,6.294969295996658e-10,0.0003574651828351004,3.009250779603683e-11,4.038873071255113e-08,9.220921664006136e-13,1.3799295752863034e-12,9.23091641710427e-13,2.977334768157048e-11,1.2861734595571072e-13,4.770481675119517e-06,0.0004794609276520527,1.9183076195266524e-13,0.00039267581974538647,1.1713851733434504e-11,5.0871990648813e-13,0.0003780774037428599,3.110049804809167e-11,7.975755726769727e-15,0.00031229367641475906,1.759192449700466e-15,0.0001754635515188179,9.294733301159561e-16,2.2428404245649313e-15,8.730424668786753e-16,4.5202892935715317e-14,4.4675846520501635e-14,0.00011380555013448229,2.6783951213320255e-15,1.874486649973148e-14,2.6438830721219078e-15,1.8519973710640236e-14,2.3584422664364957e-11,2.314259505955239e-15,3.228256732474053e-05,1.7594868810839045e-14,5.828028961886312e-05,5.614241224421051e-12,1.042362822071766e-15,7.295975303308192e-15,3.919907125049823e-12,5.91465202507965e-10,1.3085693182980656e-11,9.180493517868287e-12,4.6635021547952615e-14,2.4373095183991262e-11,1.2413217027822739e-15,2.4046548958306173e-16,2.5349836560257344e-12,2.761990701809609e-15,1.9337262960229972e-14,1.0216139495535692e-12,9.752820777185634e-06,3.266524966527911e-13,5.274121179483167e-17
9.616615013316662e-06,0.11319247137274155,0.9,0.0,0.0,0.0,0.0,0.09697986646771242,0.0010247975378743068,2.3994627728125326e-06,1.1312122490019453e-05,3.198106584100909e-05,8.391442432460305e-07,2.7650571007468032e-05,3.384732436636025e-06,6.1632423695709345e-06,0.0003478562962934811,0.0017745153538409552,4.598660399654512e-06,4.498179686168298e-05,1.0803405673690241e-08,8.005775603681563e-08,2.5136164352465405e-08,4.379845634668387e-09,3.742291051161174e-05,0.0003226735418579802,0.004018068192459472,0.00047485315067487087,0.0009632016974031234,6.292210199181224e-10,0.0003643435612700926,3.0555775789784785e-11,3.991759873844933e-08,9.209405854189308e-13,1.3782200391868585e-12,9.192956769272354e-13,3.012990143756594e-11,1.2712903493895472e-13,4.7172631416426385e-06,0.0004857352288293277,1.9172847978961923e-13,0.0003991334141620339,1.1898212829558412e-11,5.084479126994071e-13,0.0003836846612493048,3.1539814983794425e-11,8.125155786361682e-15,0.000321419965247425,1.7930421853216936e-15,0.00018038843535827243,9.47249686027788e-16,2.3204862030182294e-15,9.035726081633667e-16,4.678440842448817e-14,4.608322077205737e-14,0.00011741380066464022,2.773492679644227e-15,1.940818879112014e-14,2.7285363730819804e-15,1.9110768283926982e-14,2.4409572191197853e-11,2.391385242253233e-15,3.392252907930526e-05,1.8216629159694775e-14,6.014255782307973e-05,5.719406326775677e-12,1.0797379506277858e-15,7.556715747178943e-15,3.993334832182571e-12,6.025445297260212e-10,1.3497917595199622e-11,9.504910098394868e-12,4.8206319878100054e-14,2.5194311152267194e-11,1.2799708411617178e-15,2.4496985186829916e-16,2.582468579632431e-12,2.8564818454551265e-15,1.9996525288306245e-14,1.0406938186213991e-12,1.0129689596823545e-05,3.289546435364395e-13,5.3756063118177904e-17
9.781107046082105e-06,0.11320692257571567,0.9,0.0,0.0,0.0,0.0,0.09693168157142514,0.0010393266134130076,2.398411205982707e-06,1.1261602343140507e-05,3.196513051448788e-05,8.387496753912997e-07,2.7567674395652538e-05,3.3831509169516634e-06,6.16128928788975e-06,0.00035356264149717155,0.0018032595227814431,4.59691819557978e-06,4.495976033093232e-05,1.0798671127063665e-08,8.002267064701102e-08,2.5124345255015602e-08,4.378038384796294e-09,3.706041986612156e-05,0.000328120580671363,0.004080584850383735,0.00048270089200333873,0.0009738703551550634,6.28972694317474e-10,0.00037053095944653344,3.096962966394058e-11,3.950622971282968e-08,9.19906913657773e-13,1.3766846389629776e-12,9.159672957098046e-13,3.044460475202435e-11,1.2582959980182532e-13,4.670826747660353e-06,0.0004913250000918843,1.9163663286293078e-13,0.0004048924574643539,1.2062353601283425e-11,5.082032493113882e-13,0.0003886313343216867,3.192649478396034e-11,8.259437065726832e-15,0.00032970194524050697,1.8234914910219856e-15,0.00018483841281297463,9.632399945337178e-16,2.3912005009316082e-15,9.313387648080335e-16,4.822569052091473e-14,4.735764296955146e-14,0.00012069118771079469,2.860216836353955e-15,2.0013067316158684e-14,2.8052503595439567e-15,1.9646117585128885e-14,2.5161555498095355e-11,2.461137937632462e-15,3.543347540797192e-05,1.878248066006691e-14,6.185348219156817e-05,5.813929072954333e-12,1.1137761749933178e-15,7.794160716751057e-15,4.05933190124115e-12,6.125026661309878e-10,1.3871199928264674e-11,9.800155058071583e-12,4.962844957735255e-14,2.5937566336887015e-11,1.314943259151033e-15,2.4901838777471213e-16,2.625148187990111e-12,2.9420687299491484e-15,2.0593615308871652e-14,1.0578434618640597e-12,1.0474828887897149e-05,3.310027804007435e-13,5.4668965670250723e-17
9.929149875571004e-06,0.11321988900379155,0.9,0.0,0.0,0.0,0.0,0.0968883794563542,0.0010523336527790029,2.3974653544894248e-06,1.1217314656016757e-05,3.19508111352638e-05,8.3839498870811e-07,2.749499697085682e-05,3.3817291268166737e-06,6.159543043227617e-06,0.0003586932922550129,0.001829078247155198,4.595353840325411e-06,4.493993864820259e-05,1.0794412549988576e-08,7.999111243441975e-08,2.5113720779427227e-08,4.376412506357894e-09,3.674294320809648e-05,0.00033302059781082266,0.004136719554129917,0.0004897554089443436,0.000983324370541759,6.287492052001038e-10,0.0003760970759483578,3.133961290220886e-11,3.9145793823949945e-08,9.189788030426297e-13,1.375305439391862e-12,9.130398182095288e-13,3.0722899624705357e-11,1.2469111759650828e-13,4.630164414373244e-06,0.0004963108687384055,1.9155413490314095e-13,0.0004100330867220218,1.2208645300832755e-11,5.079831944471943e-13,0.0003930027471478178,3.2267492473998436e-11,8.380145630621926e-15,0.0003372105376638027,1.8508833634303403e-15,0.00018885724835582328,9.776244696259794e-16,2.455510045911652e-15,9.565577807981982e-16,4.953717855198861e-14,4.8510654330377764e-14,0.00012366475717944065,2.9391793330410973e-15,2.0563780114273792e-14,2.8747030823813827e-15,2.0130764846544103e-14,2.5845819255914925e-11,2.5241667201385283e-15,3.682150170368369e-05,1.9296723185946525e-14,6.342170687513605e-05,5.898897764748786e-12,1.144729450178411e-15,8.010072701461581e-15,4.11865819936562e-12,6.214542662177739e-10,1.4208920640518204e-11,1.0068471946067227e-11,5.091431240502677e-14,2.6609603650339662e-11,1.346563940474415e-15,2.52657710726619e-16,2.663513879160714e-12,3.0195087930090814e-15,2.1133831919711373e-14,1.0732601372938308e-12,1.0790273731861649e-05,3.328278237142278e-13,5.5490202935848365e-17
9.999999999999997e-06,0.11323281851758676,0.9,0.0,0.0,0.0,0.0,0.09686767720041868,0.0010585354662787753,2.3970128775767495e-06,1.1196501535997206e-05,3.194396558298392e-05,8.382253836697989e-07,2.7460839326648766e-05,3.3810492108783913e-06,6.158711147841476e-06,0.00036114702696009,0.0018414177673459165,4.594606372789758e-06,4.4930456891865885e-05,1.079237532962362e-08,7.997601560069172e-08,2.510864033893978e-08,4.375634610876813e-09,3.659384449261317e-05,0.00033536486503497686,0.0041635417936186,0.0004931287204172284,0.0009877999023683703,6.286422497925141e-10,0.00037876004887593196,3.15158499506699e-11,3.897647004613886e-08,9.185353549082329e-13,1.37464628616493e-12,9.116608184904414e-13,3.085445074413087e-11,1.2415630825697507e-13,4.611070285780832e-06,0.0004986822712932249,1.9151470735076805e-13,0.00041247909871735194,1.2278179040815202e-11,5.078779363678146e-13,0.000395067883111007,3.242834600723222e-11,8.43786575517967e-15,0.00034082222318596587,1.8639883399146406e-15,0.00019078512394655117,9.845062937056271e-16,2.4865085839342226e-15,9.687027820236764e-16,5.0169587055923764e-14,4.9064413259494793e-14,0.000125095771557059,2.9772718720052434e-15,2.0829441179044318e-14,2.9080751260300194e-15,2.0363628288511195e-14,2.6175775923447373e-11,2.5544091823241307e-15,3.749518179918631e-05,1.9544470787651743e-14,6.418177371927832e-05,5.939527883757992e-12,1.1596484591998096e-15,8.114134743059132e-15,4.147026701952158e-12,6.257347202194991e-10,1.437111840095535e-11,1.0197739484605123e-11,5.153156428155271e-14,2.6932201276225497e-11,1.3617439320455556e-15,2.543979531797587e-16,2.6818594905290326e-12,3.05670051031088e-15,2.1393266340035704e-14,1.0806321958845705e-12,1.0942852747825747e-05,3.3369528452779086e-13,5.588310391172238e-17
1.0077192705059902e-05,0.11323281851758676,0.9,0.0,0.0,0.0,0.0,0.09684513709478786,0.0010652755223524123,2.3965200326007396e-06,1.1174099240669573e-05,3.193651259477885e-05,8.380406978811665e-07,2.7424071519880984e-05,3.380308809476145e-06,6.157807570208502e-06,0.00036381918742913133,0.001854849764711745,4.5937928655337525e-06,4.492012998132227e-05,1.0790156357043068e-08,7.995957189219119e-08,2.5103108161703633e-08,4.374787226811188e-09,3.643343603930361e-05,0.00033791842240309247,0.004192734354768968,0.0004968019316113224,0.000992640336538963,6.285257196699155e-10,0.00038166078740160017,3.17072553627488e-11,3.879426639102619e-08,9.180527375023088e-13,1.3739287892045659e-12,9.101741727950519e-13,3.099658520986101e-11,1.235808330463265e-13,4.590529469930099e-06,0.000501255295144626,1.9147178966761022e-13,0.00041513366698189635,1.2353586566925395e-11,5.077633002491849e-13,0.0003972981020890818,3.2601880798837975e-11,8.500717410796422e-15,0.0003447705885091198,1.8782634058088325e-15,0.0001928888815549768,9.92002509684656e-16,2.5204440800419284e-15,9.81990134340964e-16,5.086208975175381e-14,4.966914568715809e-14,0.00012666068225869855,3.018996199523595e-15,2.112042340522488e-14,2.9445307982127027e-15,2.061800165539303e-14,2.6537086504195264e-11,2.5874132735535614e-15,3.823607196536527e-05,1.9815592490435553e-14,6.501693412771812e-05,5.983770168872347e-12,1.1759799074457868e-15,8.228045626987597e-15,4.177917268119394e-12,6.303957222292035e-10,1.4548246462627424e-11,1.0339202953928435e-11,5.220537671870869e-14,2.7284359449712984e-11,1.378316510586933e-15,2.5629290954854076e-16,2.7018360938110596e-12,3.0973136988354898e-15,2.1676558476327972e-14,1.0886597662321981e-12,1.1110279140864957e-05,3.3463603318542806e-13,5.631108535520601e-17
1.02252355345488e-05,0.11324571172735758,0.9,0.0,0.0,0.0,0.0,0.09680195341719301,0.0010781525336198408,2.3955752407925094e-06,1.1131914133065336e-05,3.19222345199586e-05,8.376867971471428e-07,2.7354828771201734e-05,3.3788899450976407e-06,6.156082727366074e-06,0.00036894036207822065,0.0018805751271755268,4.592235217839062e-06,4.490033622198183e-05,1.0785902550380315e-08,7.99280490361503e-08,2.509250722918261e-08,4.3731625603349925e-09,3.613159352133324e-05,0.00034281405752825873,0.004248632510638548,0.0005038404707116723,0.0010018200988498478,6.28302242177592e-10,0.0003872220966749104,3.207257025659687e-11,3.845130684330252e-08,9.171286880959885e-13,1.3725547199827305e-12,9.073679406489808e-13,3.126572675580087e-11,1.2249766673662659e-13,4.5518822382523656e-06,0.0005061593158884777,1.9138959441950297e-13,0.00042019441519946024,1.2497186128199118e-11,5.07543586892689e-13,0.00040151771320641574,3.2929696576605926e-11,8.621152589308232e-15,0.00035238164597252566,1.9056316320545806e-15,0.0001969330045242758,1.0063741236970663e-15,2.585995868168015e-15,1.0076319859849974e-15,5.22002745267481e-14,5.083289431468703e-14,0.0001296786672037529,3.0996593542209506e-15,2.1682940879398635e-14,3.0147205753511304e-15,2.11077381132215e-14,2.723527919302019e-11,2.650858347329027e-15,3.9677037649805236e-05,2.0339005236520335e-14,6.663924945744172e-05,6.068546414291108e-12,1.2075228675753881e-15,8.448046914794324e-15,4.237109197548766e-12,6.393270477521408e-10,1.4889112157369952e-11,1.061230459884502e-11,5.350123225703635e-14,2.7961619317191644e-11,1.4101953564431553e-15,2.5992398976426846e-16,2.7401148901728767e-12,3.175459328789385e-15,2.2221627139494595e-14,1.104042358315784e-12,1.1434840045632091e-05,3.364280442274966e-13,5.713161335157068e-17
1.0373278364037699e-05,0.11325856922516758,0.9,0.0,0.0,0.0,0.0,0.09675882739435278,0.0010909650004540968,2.394630979127897e-06,1.1090719644262303e-05,3.190797654228766e-05,8.373332808974512e-07,2.7287203179078828e-05,3.3774725144846056e-06,6.154368376570043e-06,0.00037405684977526117,0.0019062553465432376,4.590680845333758e-06,4.4880558866817635e-05,1.0781651130294175e-08,7.989654386868299e-08,2.5081917813935574e-08,4.3715385125022265e-09,3.583712656206862e-05,0.0003477075062102944,0.00430441714706874,0.000510871036838785,0.001010865471580149,6.280787757789391e-10,0.0003927810065907203,3.243557082559105e-11,3.811659257036675e-08,9.162066262358467e-13,1.3711832493108829e-12,9.04618832807792e-13,3.1530388362965015e-11,1.214405958440623e-13,4.514185138885198e-06,0.0005110239284764964,1.9130754645601077e-13,0.00042521554980632265,1.263945273285857e-11,5.073240701138987e-13,0.00040566192380801596,3.3250978917508016e-11,8.741451347273193e-15,0.0003600432571595423,1.9329880558489266e-15,0.0002009893180252241,1.0207393204887226e-15,2.6521587592759917e-15,1.0334795474914547e-15,5.355158463543435e-14,5.200168219591158e-14,0.0001327184161144508,3.1811607845782088e-15,2.2251276709707846e-14,3.0852597467877986e-15,2.159988616388234e-14,2.7940319978932388e-11,2.714483091791194e-15,4.1144244590783856e-05,2.0866878964530063e-14,6.828872432276992e-05,6.153226628598161e-12,1.2393536971207106e-15,8.670044306132197e-15,4.296234076741537e-12,6.482482562288566e-10,1.523145386723612e-11,1.0887733855809121e-11,5.480147640830415e-14,2.864117283434859e-11,1.4421949946212972e-15,2.6355095683879315e-16,2.7783503258578727e-12,3.2539219855243975e-15,2.2768873016341858e-14,1.1194079236547898e-12,1.1763951379821936e-05,3.3820440635393227e-13,5.795178734137184e-17
1.0521321193526597e-05,0.11327139158695734,0.9,0.0,0.0,0.0,0.0,0.09671575803523198,0.0011037132391396919,2.3936872472662462e-06,1.1050478163249875e-05,3.189373830220577e-05,8.369801436729779e-07,2.722113272311634e-05,3.3760564987074603e-06,6.1526643828953275e-06,0.00037916868269782686,0.0019318913971263303,4.589129697484458e-06,4.4860799099917836e-05,1.0777402095261619e-08,7.986505637729942e-08,2.5071339752130256e-08,4.369915117566055e-09,3.554976067328502e-05,0.0003525987714191919,0.00436009126371121,0.0005178936404763451,0.0010197782391474044,6.278553281710627e-10,0.00039833751992717826,3.27962703430152e-11,3.77898161003028e-08,9.152865264869307e-13,1.3698144018564467e-12,9.01924680870214e-13,3.17906330719724e-11,1.204086458258794e-13,4.477402494625914e-06,0.0005158500934187748,1.9122564313716571e-13,0.00043019729065002125,1.2780395141743439e-11,5.071047621404252e-13,0.0004097311052843302,3.356576915477864e-11,8.861613863933354e-15,0.00036775496817292245,1.9603326906643325e-15,0.00020505753104708085,1.0350981087288305e-15,2.71892620768078e-15,1.059529102002679e-15,5.4915873192999086e-14,5.3175293989270995e-14,0.00013577963294138443,3.263492546290605e-15,2.282537554755624e-14,3.1561357760824284e-15,2.209435866370989e-14,2.865213221985456e-11,2.7782690304722743e-15,4.263753326590396e-05,2.139913221964335e-14,6.996541663355899e-05,6.237810938064395e-12,1.2714678153060547e-15,8.894005910704078e-15,4.35529199386155e-12,6.571593609620066e-10,1.557520851724135e-11,1.1165448223464905e-11,5.61057126309747e-14,2.932281275385394e-11,1.4743100645403488e-15,2.671738161804135e-16,2.8165424578811578e-12,3.3326783026800483e-15,2.331813353257057e-14,1.1347564727760075e-12,1.2097608080170746e-05,3.3996585314934624e-13,5.877160773449444e-17
1.0669364023015496e-05,0.11328417937235927,0.9,0.0,0.0,0.0,0.0,0.09667274438492458,0.0011163975684243123,2.3927440449003737e-06,1.1011153954984537e-05,3.187951945385075e-05,8.366273802511831e-07,2.7156558603466243e-05,3.374641879427685e-06,6.15097061449376e-06,0.00038427589171631066,0.0019574842175029304,4.587581725054569e-06,4.484105787836907e-05,1.0773155443907041e-08,7.983358655317393e-08,2.506077288770683e-08,4.368292355076522e-09,3.526923497067175e-05,0.00035748785607307763,0.004415657741570971,0.0005249082920022568,0.001028560158185587,6.276318977551064e-10,0.00040389163941946125,3.31546821159187e-11,3.7470687206091356e-08,9.143683598957393e-13,1.368448165551967e-12,8.99283432947738e-13,3.204652286998883e-11,1.1940089665017466e-13,4.441500394383304e-06,0.0005206387362168971,1.911438819074753e-13,0.0004351398589355291,1.2920022140653453e-11,5.068856726629213e-13,0.00041372565594478264,3.3874110662203274e-11,8.981640316735315e-15,0.0003755163241705643,1.987665549774416e-15,0.0002091373603711687,1.0494504969376185e-15,2.7862917157654328e-15,1.0857769490348054e-15,5.6292994767746156e-14,5.4353521912957946e-14,0.00013886202148341605,3.346646772286295e-15,2.3405182582042138e-14,3.2273365828595e-15,2.2591071638471416e-14,2.937064004422077e-11,2.8421981374382135e-15,4.415673906176684e-05,2.1935684238445805e-14,7.166937124859748e-05,6.32229946768818e-12,1.3038606774260647e-15,9.119900089451215e-15,4.414283036185552e-12,6.660603751207817e-10,1.592031524834914e-11,1.1445405562528274e-11,5.741355491310033e-14,3.00063373329812e-11,1.5065353325190534e-15,2.707925731430431e-16,2.854691342682483e-12,3.4117055042505474e-15,2.3869250234344842e-14,1.150088016584251e-12,1.2435805086624068e-05,3.417126960326275e-13,5.959107493450418e-17
1.0817406852504394e-05,0.11329693312520438,0.9,0.0,0.0,0.0,0.0,0.09662978552289514,0.0011290183095380537,2.3918013717354047e-06,1.0972713056691427e-05,3.1865319663843776e-05,8.362749855674398e-07,2.7093424959461876e-05,3.37322863910929e-06,6.1492869424593045e-06,0.00038937850646726777,0.0019830347122406214,4.586036880040541e-06,4.4821335967599095e-05,1.0768911174913642e-08,7.980213438477123e-08,2.505021706849502e-08,4.366670270962733e-09,3.499530135442359e-05,0.00036237476304005486,0.004471119348843743,0.0005319150016924801,0.0010372129590020863,6.274084940226182e-10,0.00040944336776106433,3.351081948564407e-11,3.715892737399714e-08,9.134521037853347e-13,1.3670845601790708e-12,8.966931346629417e-13,3.2298118823143306e-11,1.1841646571545727e-13,4.406446612877194e-06,0.0005253907490733001,1.9106226029824816e-13,0.0004400434771738431,1.3058342518918523e-11,5.06666809227514e-13,0.00041764599992005286,3.4176048878254096e-11,9.101530881378559e-15,0.0003833268694475209,2.0149866462534663e-15,0.00021322853019643476,1.0637964934897186e-15,2.8542489141964485e-15,1.112219482480717e-15,5.768280524820507e-14,5.5536158537462465e-14,0.0001419652854095087,3.4306156604351867e-15,2.399064345917633e-14,3.2988500642768815e-15,2.3089940965377668e-14,3.0095768254325867e-11,2.9062527286133716e-15,4.570169252998411e-05,2.247645540194045e-14,7.340062043613863e-05,6.406692341238119e-12,1.3365277990474148e-15,9.347695625369108e-15,4.4732072901299114e-12,6.749513117440844e-10,1.6266713302540134e-11,1.1727564329270552e-11,5.872462152106589e-14,3.069154706282597e-11,1.5388656803568705e-15,2.7440723302778065e-16,2.8927970361472716e-12,3.4909810432346078e-15,2.4422066276965355e-14,1.1654025663428345e-12,1.277853734244159e-05,3.434457086686464e-13,6.041018933879196e-17
1.0965449681993293e-05,0.11330965337489274,0.9,0.0,0.0,0.0,0.0,0.09658688056139862,0.0011415757861761282,2.390859227222807e-06,1.0935123215508639e-05,3.185113860793674e-05,8.359229547304092e-07,2.7031678710053558e-05,3.3718167607377075e-06,6.147613240709164e-06,0.00039447655541689737,0.002008543753459599,4.5844951156146885e-06,4.4801633950160935e-05,1.076466928581694e-08,7.977069985636586e-08,2.503967214866238e-08,4.365048818760328e-09,3.472772374992514e-05,0.00036725949514007216,0.004526478746054595,0.0005389137797246827,0.0010457383467013482,6.271851108988561e-10,0.0004149927076054096,3.38646958284104e-11,3.685427501121812e-08,9.125377288954146e-13,1.3657235503152923e-12,8.941519351362889e-13,3.254548100583547e-11,1.1745452375939706e-13,4.372210517590584e-06,0.0005301069924164599,1.909807758949432e-13,0.0004449083691314014,1.3195365093950126e-11,5.064481773441446e-13,0.0004214925861034457,3.4471631061936806e-11,9.221285731899397e-15,0.0003911861475471378,2.0422959929919447e-15,0.0002173307718249536,1.0781361066219782e-15,2.9227914558847387e-15,1.1388530886379244e-15,5.908516199635072e-14,5.672300602012135e-14,0.00014508912830434655,3.5153914886274596e-15,2.4581704380411237e-14,3.3706647095533286e-15,2.3590886633904032e-14,3.082744244159879e-11,2.970415603944296e-15,4.7272219633083466e-05,2.302136664486353e-14,7.51591843057639e-05,6.490989681301489e-12,1.3694647246251803e-15,9.57736150187533e-15,4.532064841288511e-12,6.838321837473507e-10,1.661434473273301e-11,1.2011883271024062e-11,6.003854320922332e-14,3.137824896408512e-11,1.571296116908154e-15,2.7801780108532024e-16,2.9308595936262624e-12,3.570483078266205e-15,2.4976429736227614e-14,1.1807001336497288e-12,1.3125799794289457e-05,3.4516496929115167e-13,6.122895133887009e-17
1.1113492511482191e-05,0.1133223406372878,0.9,0.0,0.0,0.0,0.0,0.09654402864393312,0.0011540703244842803,2.3899176105487646e-06,1.0898353776870998e-05,3.183697597082825e-05,8.35571282944434e-07,2.6971269437082464e-05,3.370406227610879e-06,6.145949385888506e-06,0.00039957006592498793,0.0020340121823577023,4.582956386067693e-06,4.478195225115516e-05,1.0760429772965312e-08,7.973928293700814e-08,2.5029137983541312e-08,4.363428087387559e-09,3.446627738037243e-05,0.0003721420551464887,0.004581738491274904,0.0005459046361817206,0.0010541380023319983,6.269617650218861e-10,0.00042053966156725724,3.421632455376065e-11,3.655647602422584e-08,9.11625217715379e-13,1.3643651718799882e-12,8.916580660235915e-13,3.2788668695375764e-11,1.1651426551838028e-13,4.3387629502062e-06,0.0005347882964065237,1.908994263539985e-13,0.0004497347597747017,1.3331098672387482e-11,5.062297807607966e-13,0.00042526588708208935,3.476090642208796e-11,9.340905040698663e-15,0.00039909370136538894,2.069593602691186e-15,0.00022144382335346634,1.0924693444343665e-15,2.991913167140984e-15,1.1656742918366071e-15,6.049992363466037e-14,5.791386271715478e-14,0.00014823325371431933,3.600966593849182e-15,2.5178311966132328e-14,3.4427687105134514e-15,2.4093826578726362e-14,3.1565588824543864e-11,3.034669843127792e-15,4.8868141985484825e-05,2.357034030329264e-14,7.694507123780312e-05,6.5751916093197685e-12,1.4026670727299886e-15,9.808867222126903e-15,4.590855774451719e-12,6.927030039238199e-10,1.6963150474463476e-11,1.229832186303122e-11,6.1354951512406e-14,3.206625046174029e-11,1.603821757946512e-15,2.816242825169885e-16,2.9688790699547597e-12,3.650189795987351e-15,2.5532188899627367e-14,1.1959807304039133e-12,1.3477587392334312e-05,3.4687153025342446e-13,6.204736132049557e-17
1.12467310580222e-05,0.11333373138509127,0.9,0.0,0.0,0.0,0.0,0.09650550658691419,0.001165261868213587,2.389070606105299e-06,1.0865938568696861e-05,3.1824245093701864e-05,8.352550815334717e-07,2.6918004541506845e-05,3.369137884550199e-06,6.14446023584597e-06,0.00040415036678651494,0.0020568997163400854,4.581574087375274e-06,4.476425635080621e-05,1.0756616239763772e-08,7.971102274447608e-08,2.501966631762318e-08,4.361969970071128e-09,3.4236040604540504e-05,0.0003765345042683668,0.004631389095336369,0.0005521896423059279,0.001061591562439848,6.267607741249552e-10,0.0004255298823342724,3.4530879804782784e-11,3.629412161816158e-08,9.108055251904093e-13,1.3631448257079256e-12,8.89452671006115e-13,3.300401662892608e-11,1.1568595485994964e-13,4.309311338516903e-06,0.0005389722597622557,1.9082632518356493e-13,0.00045404577958552367,1.3452164112347501e-11,5.060334270720276e-13,0.0004285996079494017,3.5015903829280875e-11,9.448446671696848e-15,0.0004062513973014433,2.094151426614768e-15,0.00022515460095932354,1.1053638141596862e-15,3.0546127604936124e-15,1.1899708411974592e-15,6.178369971983926e-14,5.898890711452512e-14,0.00015108006311935197,3.6786613098578814e-15,2.571995757647163e-14,3.5079007234205162e-15,2.454811516952613e-14,3.2235394016407774e-11,3.0925632486502654e-15,5.0326034289483497e-05,2.4067825931484545e-14,7.857572850984883e-05,6.650891866723842e-12,1.4327725091695673e-15,1.0018770285672304e-14,4.643710725377491e-12,7.006781582527e-10,1.7278034424608323e-11,1.2557895489974009e-11,6.254155460338061e-14,3.268641117318199e-11,1.6331723035725762e-15,2.8486662600167117e-16,3.0030598091863123e-12,3.72208362100361e-15,2.603344568406603e-14,1.2097187677152717e-12,1.3798061059779197e-05,3.483963369671497e-13,6.278362964260806e-17
1.137996960456221e-05,0.11334509617817227,0.9,0.0,0.0,0.0,0.0,0.09646702624238485,0.001176402939226253,2.388224027801694e-06,1.0834143887394412e-05,3.1811528675045864e-05,8.349391639586398e-07,2.6865750379595006e-05,3.3678706065503396e-06,6.142978877749025e-06,0.00040872703134114117,0.002079755584531759,4.580194178914175e-06,4.4746577320669496e-05,1.0752804624985206e-08,7.96827767695365e-08,2.5010203153824772e-08,4.360512419883261e-09,3.401044724927003e-05,0.0003809251981643015,0.004680962705478276,0.0005584682472706707,0.0010689458167039807,6.265598130017484e-10,0.00043051817447812836,3.4843635198865235e-11,3.603695887552865e-08,9.09987304646685e-13,1.3619265755729753e-12,8.872830912543243e-13,3.321607248395887e-11,1.148740682764626e-13,4.2804565597095015e-06,0.0005431291368830906,1.9075332979379074e-13,0.00045832596205139714,1.35721990651724e-11,5.058372670749038e-13,0.0004318747446180514,3.526587206191315e-11,9.555878775817379e-15,0.0004134474919384837,2.118699762702662e-15,0.00022887374571043404,1.118253132059632e-15,3.1177720574125045e-15,1.2144140058950045e-15,6.307730944663896e-14,6.006690686127751e-14,0.0001539428451683082,3.756991822846128e-15,2.6266015057071965e-14,3.57325005572377e-15,2.500390056600374e-14,3.291032987252398e-11,3.1505056494057412e-15,5.18042132413688e-05,2.4568483994652774e-14,8.022850556041732e-05,6.726515024851995e-12,1.4630862686386737e-15,1.0230117201128542e-14,4.69651184453509e-12,7.086451900376047e-10,1.759378400679326e-11,1.2819124401827863e-11,6.37296302657905e-14,3.330734150615631e-11,1.6625927160363457e-15,2.881056672210077e-16,3.037205735983622e-12,3.794111109588048e-15,2.6535609555149037e-14,1.2234430777869016e-12,1.4122192331971541e-05,3.499113117540233e-13,6.351961341134606e-17
