Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54)
5.047285174766441e-10,0.11224538727471507,0.9,0.0,0.0,0.0,0.0,0.09999986432681696,3.480932166129268e-08,3.360715986971873e-08,2.396574553065078e-08,2.4050100025831768e-08,2.005180292252803e-08,2.0837261534478604e-08,2.082415732560268e-08,2.0761947031106372e-08,1.8541236775633936e-08,1.8541236775633936e-08,1.6757670489614694e-08,1.6817518703832516e-08,1.513193998690806e-10,9.28783882990752e-10,4.713912570896593e-10,8.590662787581586e-11,1.4380623180412838e-10,1.4380623180412838e-10,2.6626121811292627e-10
5.224126644755951e-10,0.11224538781173879,0.9,0.0,0.0,0.0,0.0,0.099999859573246,3.60311750819767e-08,3.477613590541133e-08,2.480388298445067e-08,2.489422609851322e-08,2.0741417418620816e-08,2.156888362305437e-08,2.1554847626770074e-08,2.1488222592206696e-08,1.919086467481037e-08,1.919086467481037e-08,1.7343725034964565e-08,1.740784025576885e-08,1.5658303680105053e-10,9.677158843966586e-10,4.919682949522065e-10,8.948396282334125e-11,1.5567083259546854e-10,1.5567083259546854e-10,2.8519859023449933e-10
5.400968114745462e-10,0.11224538834888961,0.9,0.0,0.0,0.0,0.0,0.09999985481967526,3.7253180056704595e-08,3.5944954166434987e-08,2.564191569233636e-08,2.573845156157775e-08,2.143043950182526e-08,2.230061038292177e-08,2.228561022889939e-08,2.2214419712765123e-08,1.9840492543106235e-08,1.9840492543106235e-08,1.792970634634271e-08,1.799823547533461e-08,1.6184591507341728e-10,1.006660330070025e-09,5.125557645372634e-10,9.305991406282695e-11,1.6801933325504475e-10,1.6801933325504475e-10,3.047846433594517e-10
5.577809584734973e-10,0.11224538888616753,0.9,0.0,0.0,0.0,0.0,0.09999985006610473,3.847533656910144e-08,3.71136179682548e-08,2.6479843667393398e-08,2.658277632992278e-08,2.2118873902458476e-08,2.3032441800995167e-08,2.301644510519284e-08,2.294053840000852e-08,2.0490120380521543e-08,2.0490120380521543e-08,1.8515614432896984e-08,1.858870436982014e-08,1.6710796953847252e-10,1.0456139892007047e-09,5.331495312517309e-10,9.663417939955924e-11,1.8085152535603006e-10,1.8085152535603006e-10,3.250192415600018e-10
5.754651054724483e-10,0.1122453894235724,0.9,0.0,0.0,0.0,0.0,0.09999984531253443,3.969764460279387e-08,3.8282129620057925e-08,2.7317666922705666e-08,2.742720031907961e-08,2.2806724700873536e-08,2.376437786419058e-08,2.3747352229219726e-08,2.366657866116338e-08,2.1139748187056283e-08,2.1139748187056283e-08,1.9101449303774137e-08,1.9179246946513117e-08,1.7236953280438497e-10,1.084574239136248e-09,5.537460878742312e-10,1.0020651530290065e-10,1.941671637659891e-10,1.941671637659891e-10,3.459022499082341e-10
5.931492524713994e-10,0.11224538996110431,0.9,0.0,0.0,0.0,0.0,0.09999984055896438,4.092010414140999e-08,3.9450491433080065e-08,2.815538547135544e-08,2.827172344512709e-08,2.3493995426334867e-08,2.449641855942567e-08,2.4478331574848567e-08,2.4392540503455828e-08,2.1789375962710468e-08,2.1789375962710468e-08,1.9687210968119742e-08,1.976986321269854e-08,1.7763044075125694e-10,1.1235389516071173e-09,5.743424597542525e-10,1.037767258157479e-10,2.0796597374915013e-10,2.0796597374915013e-10,3.674335343220078e-10
6.108333994703505e-10,0.11224539049876311,0.9,0.0,0.0,0.0,0.0,0.09999983580539454,4.2142715168579396e-08,4.061870538023141e-08,2.8992999326423324e-08,2.911634562461156e-08,2.4180689148789702e-08,2.522856387361969e-08,2.5209383116186696e-08,2.5118423934111616e-08,2.2439003707484088e-08,2.2439003707484088e-08,2.0272899435078248e-08,2.0360553175658833e-08,1.8289047441860587e-10,1.16250639127371e-09,5.949361166912435e-10,1.0734465266939361e-10,2.2224765728113022e-10,2.2224765728113022e-10,3.896129614244857e-10
6.285175464693015e-10,0.11224539103654878,0.9,0.0,0.0,0.0,0.0,0.09999983105182492,4.336547766793322e-08,4.1786772577156546e-08,2.983050850098833e-08,2.996106677450038e-08,2.4866808532007513e-08,2.596081379369358e-08,2.5940506827547426e-08,2.584422896035616e-08,2.3088631421377157e-08,2.3088631421377157e-08,2.0858514713792953e-08,2.0951316842673777e-08,1.8814993410076127e-10,1.2014751606038307e-09,6.155249217920234e-10,1.1091016992348262e-10,2.3701189645852694e-10,2.3701189645852694e-10,4.1244039846496014e-10
6.462016934682526e-10,0.11224539157446128,0.9,0.0,0.0,0.0,0.0,0.09999982629825555,4.458839162310411e-08,4.295469417858588e-08,3.066791300812781e-08,3.0805886812125166e-08,2.5552355898647406e-08,2.6693168306569877e-08,2.6671702683409207e-08,2.656995558941448e-08,2.3738259104389664e-08,2.3738259104389664e-08,2.1444056813406025e-08,2.1542154221020583e-08,1.9340881145784152e-10,1.2404441314511059e-09,6.361070688784421e-10,1.1447317730961536e-10,2.522583577370694e-10,2.522583577370694e-10,4.3591571322120524e-10
6.638858404672037e-10,0.11224539211250056,0.9,0.0,0.0,0.0,0.0,0.09999982154468638,4.5811457017726205e-08,4.4122471276974127e-08,3.1505212860917496e-08,3.165080565513034e-08,2.6237333289113212e-08,2.7425627399172777e-08,2.7402970658380665e-08,2.7295603828511233e-08,2.4387886756521624e-08,2.4387886756521624e-08,2.2029525743058472e-08,2.2133065317973897e-08,1.9866694958414687e-10,1.27941238638307e-09,6.566810257696318e-10,1.1803359452628945e-10,2.67986695550816e-10,2.67986695550816e-10,4.6003877391312745e-10
6.815699874661547e-10,0.11224539265066656,0.9,0.0,0.0,0.0,0.0,0.09999981679111744,4.703467383543514e-08,4.5290104520868304e-08,3.234240807243147e-08,3.2495823221433724e-08,2.6921742506535816e-08,2.8158191058428086e-08,2.81343107271758e-08,2.802117368487072e-08,2.5037514377773025e-08,2.5037514377773025e-08,2.261492151189018e-08,2.2724050140805812e-08,2.0392446643904587e-10,1.3183791769070865e-09,6.772454908350372e-10,1.21591357183959e-10,2.8419655487103455e-10,2.8419655487103455e-10,4.848094491385964e-10
6.992541344651058e-10,0.11224539318895921,0.9,0.0,0.0,0.0,0.0,0.09999981203754872,4.8258042059868105e-08,4.645759452173975e-08,3.31794986557422e-08,3.334093942919633e-08,2.7605585151412922e-08,2.889085927126326e-08,2.8865722864596e-08,2.8746665165716876e-08,2.568714196814387e-08,2.568714196814387e-08,2.320024412903988e-08,2.3315108696785868e-08,2.091813779937204e-10,1.357343893509524e-09,6.977993594649782e-10,1.251464139067153e-10,3.0088757302451086e-10,3.0088757302451086e-10,5.10227607825254e-10
7.169382814640568e-10,0.11224539372737843,0.9,0.0,0.0,0.0,0.0,0.09999980728398025,4.948156167466395e-08,4.7624941857868394e-08,3.4016484623920274e-08,3.418615419682562e-08,2.828886262799629e-08,2.9623632024607597e-08,2.95972070455252e-08,2.9472078278273212e-08,2.6336769527634172e-08,2.6336769527634172e-08,2.3785493603645e-08,2.3906240993180736e-08,2.1443760365170394e-10,1.396306056356137e-09,7.18341717969277e-10,1.286987253839209e-10,3.1805938035276794e-10,3.1805938035276794e-10,5.362931192288121e-10
7.346224284630079e-10,0.11224539426592427,0.9,0.0,0.0,0.0,0.0,0.09999980253041199,5.070523266346275e-08,4.879214689679369e-08,3.4853365990035013e-08,3.503146744287604e-08,2.8971576232147945e-08,3.0356509305391705e-08,3.032876324489112e-08,3.0197413029762956e-08,2.698639705624392e-08,2.698639705624392e-08,2.4370669944842086e-08,2.449744703725507e-08,2.1969320620629003e-10,1.435265252921622e-09,7.388717581938672e-10,1.3224825849619845e-10,3.35711603712667e-10,3.35711603712667e-10,5.630058527951724e-10
7.52306575461959e-10,0.11224539480459654,0.9,0.0,0.0,0.0,0.0,0.09999979777684395,5.19290550099061e-08,4.995921001477062e-08,3.5690142767154064e-08,3.587687908608336e-08,2.9653727128970955e-08,3.108949110054785e-08,3.1060391437673925e-08,3.092266942740894e-08,2.7636024553973124e-08,2.7636024553973124e-08,2.4955773161766513e-08,2.5088726836270963e-08,2.249481595559852e-10,1.4742211508100638e-09,7.59388799315833e-10,1.357949874757277e-10,3.53843865856038e-10,3.53843865856038e-10,5.903656782031875e-10
7.6999072246091e-10,0.11224539534339525,0.9,0.0,0.0,0.0,0.0,0.09999979302327616,5.3153028697637176e-08,5.112613147224366e-08,3.652681496834338e-08,3.672238904535286e-08,3.0335316367836447e-08,3.182257739700997e-08,3.1792091598899235e-08,3.164784747843366e-08,2.8285652020821778e-08,2.8285652020821778e-08,2.5540803263552452e-08,2.568008039748788e-08,2.3020248514361484e-10,1.5131734858489057e-09,7.798922732530564e-10,1.3933889276338515e-10,3.724557861476116e-10,3.724557861476116e-10,6.183724653459101e-10
7.876748694598611e-10,0.11224539588232034,0.9,0.0,0.0,0.0,0.0,0.09999978826970858,5.4377153710300664e-08,5.229291151360601e-08,3.736338260666725e-08,3.7567997239738883e-08,3.1016344904083636e-08,3.255576818171369e-08,3.252386370362863e-08,3.237294719005919e-08,2.8935279456789897e-08,2.8935279456789897e-08,2.6125760259332942e-08,2.6271507728162743e-08,2.354561679413242e-10,1.5521220463541089e-09,8.003817035640949e-10,1.4287995951723235e-10,3.915469814771138e-10,3.915469814771138e-10,6.470260843006658e-10
8.053590164588122e-10,0.11224539642137175,0.9,0.0,0.0,0.0,0.0,0.09999978351614122,5.5601430031542654e-08,5.345955032130876e-08,3.81998456951885e-08,3.841370358841645e-08,3.169681362326473e-08,3.328906344159611e-08,3.325570772694986e-08,3.309796856950731e-08,2.958490686187746e-08,2.958490686187746e-08,2.6710644158239978e-08,2.6863008835550168e-08,2.4070921800477194e-10,1.5910666574763774e-09,8.208566818378416e-10,1.4641817615803317e-10,4.1111706710758375e-10,4.1111706710758375e-10,6.76326405290887e-10
8.230431634577632e-10,0.11224539696054943,0.9,0.0,0.0,0.0,0.0,0.09999977876257408,5.682585764501086e-08,5.462604805249654e-08,3.903620424696811e-08,3.925950801069755e-08,3.237672333733249e-08,3.402246316359614e-08,3.3987623643977996e-08,3.382291162399937e-08,3.023453423608448e-08,3.023453423608448e-08,2.7295454969404277e-08,2.7454583726902006e-08,2.4596163339839774e-10,1.6300071816395808e-09,8.413168714103069e-10,1.4995353436835668e-10,4.311656567555684e-10,4.311656567555684e-10,7.062732987035331e-10
8.584114574556654e-10,0.11224539803928332,0.9,0.0,0.0,0.0,0.0,0.09999976925544052,5.927516668322445e-08,5.6958620796675626e-08,4.070860779253836e-08,4.095141075385763e-08,3.373486875432786e-08,3.548957594171273e-08,3.5451671059705536e-08,3.527256278699891e-08,3.153378889185692e-08,3.153378889185692e-08,2.846485736502191e-08,2.8637954890493847e-08,2.5646455651763787e-10,1.7078755318526253e-09,8.821917751564541e-10,1.5701565183621438e-10,4.726967990729512e-10,4.726967990729512e-10,7.681062849697784e-10
8.937797514535675e-10,0.11224539911852156,0.9,0.0,0.0,0.0,0.0,0.09999975974830784,6.17250806941537e-08,5.9290630532814785e-08,4.238059334783315e-08,4.2643704825876016e-08,3.509078668933536e-08,3.695710641160761e-08,3.691600575209057e-08,3.672190073682128e-08,3.283304342410722e-08,3.283304342410722e-08,2.9633967519208686e-08,2.98216212769025e-08,2.6696494591036193e-10,1.7857264424654644e-09,9.230046579979747e-10,1.6406628326904888e-10,5.161373029623716e-10,5.161373029623716e-10,8.32524008699792e-10
9.342662560539421e-10,0.11224540035455682,0.9,0.0,0.0,0.0,0.0,0.0999997488653817,6.453026870773473e-08,6.195941929251215e-08,4.4294022030339635e-08,4.4581373417933756e-08,3.664019410902188e-08,3.863751850199112e-08,3.859259938750181e-08,3.838059062895054e-08,3.432031530771287e-08,3.432031530771287e-08,3.097190310139562e-08,3.117694066591489e-08,2.7898175733319823e-10,1.8748213348188427e-09,9.696459196883641e-10,1.7212311109437036e-10,5.682039745924138e-10,5.682039745924138e-10,9.094352751839548e-10
9.747527606543167e-10,0.11224540159125165,0.9,0.0,0.0,0.0,0.0,0.09999973798245673,6.733624908904184e-08,6.462747168657084e-08,4.620690328638587e-08,4.6519552992112054e-08,3.818669617512211e-08,4.0318477627692535e-08,4.02695689025968e-08,4.0038870259749374e-08,3.5807587029459445e-08,3.5807587029459445e-08,3.230945594572798e-08,3.253264706734966e-08,2.909952531041032e-10,1.9638923848977924e-09,1.0162030064769526e-09,1.8016487568038767e-10,6.227638646869006e-10,6.227638646869006e-10,9.897305918169938e-10
9.999999999999999e-10,0.11224540282860536,0.9,0.0,0.0,0.0,0.0,0.09999973119590429,6.908644944774588e-08,6.629088705059677e-08,4.739949213359402e-08,4.772845308915024e-08,3.914962140881715e-08,4.136699458023235e-08,4.1315511241048594e-08,4.107275985156014e-08,3.6735044269451595e-08,3.6735044269451595e-08,3.314335540499288e-08,3.337825668391178e-08,2.9848514853517157e-10,2.019424580206573e-09,1.0451928397548433e-09,1.851720711707545e-10,6.580473049334006e-10,6.580473049334006e-10,1.041514902882502e-09
1.0152392652546912e-09,0.11224540282860536,0.9,0.0,0.0,0.0,0.0,0.09999972709953296,7.014302164201036e-08,6.729478818662948e-08,4.8119237272528505e-08,4.845824259003218e-08,3.97302993303999e-08,4.1999983632154105e-08,4.194691400007829e-08,4.169673971583422e-08,3.729485858934695e-08,3.729485858934695e-08,3.364662616165189e-08,3.388874056796071e-08,3.0300543534874354e-10,2.0529393294792537e-09,1.0626750848228465e-09,1.8819159029091963e-10,6.798123091367765e-10,6.798123091367765e-10,1.0734084143654056e-09
1.0557257698550658e-09,0.11224540406661723,0.9,0.0,0.0,0.0,0.0,0.09999971621661037,7.295058617061702e-08,6.996136916733725e-08,5.0031024145279346e-08,5.039744125537993e-08,4.127100970072638e-08,4.368203635886295e-08,4.362463438283374e-08,4.3354199083811455e-08,3.87821299873754e-08,3.87821299873754e-08,3.498341385858213e-08,3.524522125443327e-08,3.1501230575474307e-10,2.1419620026516215e-09,1.1090616238836228e-09,1.962032747196974e-10,7.393446494326729e-10,7.393446494326729e-10,1.1604672008251472e-09
1.0962122744554403e-09,0.11224540530528657,0.9,0.0,0.0,0.0,0.0,0.09999970533368896,7.575894247888001e-08,7.262721493874458e-08,5.1942264061105395e-08,5.233714803382379e-08,4.2808833184561894e-08,4.5364635651350975e-08,4.530272975391589e-08,4.5011248450277306e-08,4.0269401223544806e-08,4.0269401223544806e-08,3.631981914590218e-08,3.6602089213383896e-08,3.2701586571819084e-10,2.2309603032969298e-09,1.1553623073078997e-09,2.0419995282030974e-10,8.013562339424901e-10,8.013562339424901e-10,1.2509054113204162e-09
1.1366987790558149e-09,0.11224540654461271,0.9,0.0,0.0,0.0,0.0,0.09999969445076873,7.856809037085892e-08,7.529232576829747e-08,5.385295717642887e-08,5.4277361972954244e-08,4.434377551654574e-08,4.704778135319488e-08,4.698119981652948e-08,4.666788790181791e-08,4.17566722978552e-08,4.17566722978552e-08,3.7655842132964214e-08,3.7959344531360556e-08,3.390161164433786e-10,2.319934173010157e-09,1.2015769705205721e-09,2.1218165089238764e-10,8.658424187108193e-10,8.658424187108193e-10,1.344721508029653e-09
1.1771852836561894e-09,0.11224540778459494,0.9,0.0,0.0,0.0,0.0,0.0999996835678497,8.137802965065473e-08,7.795670189608153e-08,5.576310364762732e-08,5.621808212224089e-08,4.587584231194684e-08,4.873147330801603e-08,4.866004427402196e-08,4.832411752500929e-08,4.3243943210306586e-08,4.3243943210306586e-08,3.899148292908913e-08,3.931698729484275e-08,3.51013059011375e-10,2.408883580795494e-09,1.2477055568780637e-09,2.2014839657874182e-10,9.327985679988232e-10,9.327985679988232e-10,1.441913955133533e-09
1.2581582928569385e-09,0.11224541026652485,0.9,0.0,0.0,0.0,0.0,0.09999966180201518,8.700028159030761e-08,8.328325093801432e-08,5.958175728293557e-08,6.010103725834127e-08,4.893137137745771e-08,5.210049535129936e-08,5.201885518770613e-08,5.163534763259784e-08,4.6218484549632426e-08,4.6218484549632426e-08,4.166161838565497e-08,4.2033435503899364e-08,3.7499702369079196e-10,2.5867089552498247e-09,1.3397045946008187e-09,2.360371435429861e-10,1.0741022602921579e-09,1.0741022602921579e-09,1.646421767002798e-09
1.3391313020576876e-09,0.11224541275107085,0.9,0.0,0.0,0.0,0.0,0.09999964003618539,9.262569673147375e-08,8.86068637902003e-08,6.339822621715614e-08,6.39860058743088e-08,5.1975464082086515e-08,5.547170053106633e-08,5.537916012439049e-08,5.4944939465448764e-08,4.919302524152246e-08,4.919302524152246e-08,4.4330226389542035e-08,4.475143453102074e-08,3.9896776752668056e-10,2.7644363733263672e-09,1.431359973866415e-09,2.518664187607342e-10,1.2252303992000105e-09,1.2252303992000105e-09,1.8644165990518097e-09
1.4201043112584367e-09,0.11224541523822741,0.9,0.0,0.0,0.0,0.0,0.09999961827036036,9.825427350844992e-08,9.39275421318066e-08,6.721251169970012e-08,6.78729804309214e-08,5.500816364171266e-08,5.884508759789719e-08,5.8740956715544194e-08,5.825289371580581e-08,5.216756528597686e-08,5.216756528597686e-08,4.6997307814192907e-08,4.7470985065579786e-08,4.2292529807990686e-10,2.9420658274381573e-09,1.522672566207188e-09,2.676364456865529e-10,1.3861462130695406e-09,1.3861462130695406e-09,2.095886233733415e-09
1.5010773204591857e-09,0.11224541772798909,0.9,0.0,0.0,0.0,0.0,0.09999959650454004,1.0388601035619456e-07,9.924528758454486e-08,7.102461497926406e-08,7.176195341743582e-08,5.802951282734497e-08,6.222065530308688e-08,6.210424259468909e-08,6.155921107575054e-08,5.5142104682995744e-08,5.5142104682995744e-08,4.9662863532550636e-08,5.01920877958559e-08,4.468696226525899e-10,3.119597366753325e-09,1.6136435210031926e-09,2.8334744844048596e-10,1.5568130681264807e-09,1.5568130681264807e-09,2.3408184837208197e-09
1.60935217206695e-09,0.11224542106129028,0.9,0.0,0.0,0.0,0.0,0.09999956739989903,1.1142154715160044e-07,1.0635144849046966e-07,7.611864551846233e-08,7.696528947535636e-08,6.20519145555258e-08,6.673777567690256e-08,6.660385780788883e-08,6.59777699161841e-08,5.911957486810621e-08,5.911957486810621e-08,5.3224787810667503e-08,5.3833097200319643e-08,4.788666831943883e-10,3.3568346965795657e-09,1.734755648075046e-09,3.042639194205004e-10,1.8001975969871755e-09,1.8001975969871755e-09,2.6893506279030477e-09
1.7176270236747143e-09,0.11224542439922665,0.9,0.0,0.0,0.0,0.0,0.09999953829526648,1.1896272771067809e-07,1.1345237203560847e-07,8.120877942790818e-08,8.217216759690375e-08,6.60541986329078e-08,7.125878988284614e-08,7.110612603664877e-08,7.039340483957884e-08,6.309704389558358e-08,6.309704389558358e-08,5.678398772563157e-08,5.747688484476646e-08,5.108401613613344e-10,3.5938971975034433e-09,1.8552621431300606e-09,3.250757794939045e-10,2.060865158318827e-09,2.060865158318827e-09,3.061903604335313e-09
1.8259018752824785e-09,0.1122454277417853,0.9,0.0,0.0,0.0,0.0,0.09999950919064242,1.265095482971079e-07,1.205480620888657e-07,8.629501968713247e-08,8.738257005934866e-08,7.003646571231625e-08,7.57836949413664e-08,7.561104163984107e-08,7.480611749927288e-08,6.707451176542819e-08,6.707451176542819e-08,6.034046536038399e-08,6.112345236565959e-08,5.427900745740356e-10,3.830784987824341e-09,1.975165992060027e-09,3.4578355145064873e-10,2.338729313323301e-09,2.338729313323301e-09,3.4584485233356528e-09
1.9341767268902428e-09,0.11224543108895332,0.9,0.0,0.0,0.0,0.0,0.09999948008602681,1.340620051766832e-07,1.2763852251716622e-07,9.13773692733877e-08,9.259647922857076e-08,7.399881594455965e-08,8.031248787519042e-08,8.011859898276864e-08,7.921590954808387e-08,7.105197847764039e-08,7.105197847764039e-08,6.389422279627343e-08,6.47728013959811e-08,5.747164402441846e-10,4.067498184880317e-09,2.094470164666743e-09,3.663877552800222e-10,2.6337040555009746e-09,2.6337040555009746e-09,3.878956589283213e-09
2.1507264301057713e-09,0.11224543779706629,0.9,0.0,0.0,0.0,0.0,0.09999942187682104,1.4918381288900346e-07,1.4180376990382134e-07,1.0153040832462299e-07,1.0303474759088771e-07,8.186416384266946e-08,8.938172547103668e-08,8.914161638118333e-08,8.802673842172113e-08,7.90069084291689e-08,7.90069084291689e-08,7.099358538890426e-08,7.207985049945989e-08,6.384985983208907e-10,4.540401316843389e-09,2.331291413863595e-09,4.072875292994195e-10,3.2746434189395124e-09,3.2746434189395124e-09,4.7917474468381275e-09
2.3672761333212998e-09,0.11224544452346369,0.9,0.0,0.0,0.0,0.0,0.09999936366764917,1.6432812101621984e-07,1.5594814497916266e-07,1.1166792035413379e-07,1.1348683336743277e-07,8.965103322844792e-08,9.846647889770339e-08,9.817513328277778e-08,9.682590467260302e-08,8.696183375017179e-08,8.696183375017179e-08,7.808209212250796e-08,7.939804514957945e-08,7.02186774201376e-10,5.012607625609529e-09,2.5657496807232975e-09,4.4777921521568015e-10,3.983003760017549e-09,3.983003760017549e-09,5.800047677616774e-09
2.5838258365368283e-09,0.11224545126804446,0.9,0.0,0.0,0.0,0.0,0.09999930545851117,1.7949489976068001e-07,1.7007167847530384e-07,1.2178992909809387e-07,1.239525986330654e-07,9.736020704021632e-08,1.0756672441885593e-07,1.0721910484097159e-07,1.0561342150448145e-07,9.491675444065173e-08,9.491675444065173e-08,8.515975959066204e-08,8.67273982852573e-08,7.657811062637356e-10,5.4841181480270974e-09,2.797868582412298e-09,4.878668850483481e-10,4.758112376207385e-09,4.758112376207385e-09,6.903630260652291e-09
2.8003755397523568e-09,0.11224545803070848,0.9,0.0,0.0,0.0,0.0,0.09999924724940706,1.9468411935847348e-07,1.8417440109043794e-07,1.3189645825639518e-07,1.344319068376879e-07,1.0499246044043117e-07,1.166824383344421e-07,1.1627348631148121e-07,1.1438930211272787e-07,1.0287167050061147e-07,1.0287167050061147e-07,9.2226604361583e-08,9.406792279009849e-08,8.29281732733449e-10,5.954933908033229e-09,3.027671471281114e-09,5.275545693894457e-10,5.599303272047642e-09,5.599303272047642e-09,8.102269637077107e-09
3.0169252429678853e-09,0.1122454648113567,0.9,0.0,0.0,0.0,0.0,0.09999918904033685,2.0989575007940906e-07,1.9825634348134436e-07,1.4198753149270573e-07,1.449246227920447e-07,1.1254856089627033e-07,1.2581359698063477e-07,1.2533823305212218e-07,1.2315355968431501e-07,1.1082658193005368e-07,1.1082658193005368e-07,9.928264297816627e-08,1.014196314925263e-07,8.926887916492963e-10,6.4250559242481785e-09,3.255181437031592e-09,5.668462587170161e-10,6.50591708927685e-09,6.50591708927685e-09,9.395741695866296e-09
3.233474946183414e-09,0.11224547160989076,0.9,0.0,0.0,0.0,0.0,0.09999913083130052,2.251297622269957e-07,2.12317536255169e-07,1.5206317243452e-07,1.5543061265539122e-07,1.2002926820900248e-07,1.3496017672978108e-07,1.3441330052263556e-07,1.3190620739780148e-07,1.1878148872898106e-07,1.1878148872898106e-07,1.063278919580217e-07,1.0878253716589761e-07,9.560024208270071e-10,6.89448521828961e-09,3.4804213493627503e-09,6.05745904057681e-10,7.477301046486928e-09,7.477301046486928e-09,1.0783823761457307e-08
3.4500246493989423e-09,0.11224547842621335,0.9,0.0,0.0,0.0,0.0,0.09999907262229808,2.403861261384212e-07,2.2635800997175336e-07,1.6212340467321256e-07,1.6594974392246467e-07,1.2743533458331826e-07,1.4412215399034888e-07,1.4349864428449726e-07,1.4064725842331497e-07,1.2673639089739627e-07,1.2673639089739627e-07,1.133623677935111e-07,1.1615665252862505e-07,1.0192227578686395e-09,7.363222812502903e-09,3.7034138649465892e-09,6.442574170095188e-10,8.512808875822288e-09,8.512808875822288e-09,1.2266294580662443e-08
3.666574352614471e-09,0.11224548526022794,0.9,0.0,0.0,0.0,0.0,0.09999901441332953,2.5566481218453225e-07,2.403777951475978e-07,1.72168251764089e-07,1.7648188541124962e-07,1.3476750471447325e-07,1.5329950520687584e-07,1.5259422000073755e-07,1.4937672592253673e-07,1.3469128843530207e-07,1.3469128843530207e-07,1.2038608695178368e-07,1.2354199024429187e-07,1.082349940181962e-09,7.831269726043442e-09,3.924181411880094e-09,6.823846699526469e-10,9.611800763409157e-09,9.611800763409157e-09,1.3842934310378009e-08
4.099673759045528e-09,0.11224549898095154,0.9,0.0,0.0,0.0,0.0,0.09999889799549411,2.86289032332355e-07,2.683554217202738e-07,1.9221188454362673e-07,1.9758468085672574e-07,1.492130979807698e-07,1.7170023546595122e-07,1.708158904549945e-07,1.6680096294648815e-07,1.5060106961959613e-07,1.5060106961959613e-07,1.3440132097946118e-07,1.3834638311544196e-07,1.2083253892481152e-09,8.765295578345953e-09,4.359130168751097e-09,7.575016928324978e-10,1.1997709310498725e-08,1.1997709310498725e-08,1.727784809356708e-08
4.532773165476585e-09,0.11224551277130695,0.9,0.0,0.0,0.0,0.0,0.09999878157779425,3.1700218630957014e-07,2.9625065921695016e-07,2.1219425849636497e-07,2.1873797548280775e-07,1.6337185834895206e-07,1.9016217978253776e-07,1.8907795921311e-07,1.8417902359351146e-07,1.665108322818847e-07,1.665108322818847e-07,1.483737252755114e-07,1.5319581599636105e-07,1.333929863284879e-09,9.696570888886863e-09,4.785442532592191e-09,8.311271860785145e-10,1.4630034728472189e-08,1.4630034728472189e-08,2.108683404774088e-08
4.965872571907642e-09,0.11224552663055316,0.9,0.0,0.0,0.0,0.0,0.09999866516022997,3.478040382924047e-07,3.2406375015481396e-07,2.321155607720477e-07,2.399407660968473e-07,1.7724948078669217e-07,2.0868515100566698e-07,2.0738007521494637e-07,2.0151101285121576e-07,1.8242057642218942e-07,1.8242057642218942e-07,1.6230343067351776e-07,1.6809038823501193e-07,1.4591644542792633e-09,1.0625103758086658e-08,5.203289983578838e-09,9.032907638816711e-10,1.750388414671467e-08,1.750388414671467e-08,2.526818281151864e-08
5.398971978338699e-09,0.11224554055796224,0.9,0.0,0.0,0.0,0.0,0.09999854874280126,3.786943529935095e-07,3.517949363378709e-07,2.519759779486801e-07,2.6119206942015445e-07,1.908515471978194e-07,2.2726896255612146e-07,2.2572188900636567e-07,2.1879703557043806e-07,1.9833030204053192e-07,1.9833030204053192e-07,1.761905676074127e-07,1.830301983142745e-07,1.5840302510072604e-09,1.1550902261841881e-08,5.61284061337794e-09,9.74021452190235e-10,2.0614461821259538e-08,2.0614461821259538e-08,2.982020632112566e-08
5.832071384769756e-09,0.11224555455281955,0.9,0.0,0.0,0.0,0.0,0.09999843232550815,4.0967289566126624e-07,3.794444588645568e-07,2.7177569603425525e-07,2.824909216977222e-07,2.0418352868380362e-07,2.4591342842470825e-07,2.441030527331578e-07,2.3603719646472956e-07,2.1424000913693367e-07,2.1424000913693367e-07,1.900352661126843e-07,1.980153438558596e-07,1.7085283390678828e-09,1.2473974446038085e-08,6.014259145844774e-09,1.0433477004340475e-09,2.3957067231158824e-08,2.3957067231158824e-08,3.4741237418245936e-08
6.265170791200813e-09,0.11224556861442316,0.9,0.0,0.0,0.0,0.0,0.09999831590835064,4.407394320790871e-07,4.0701255812187756e-07,2.9151490046848935e-07,3.0383637831218923e-07,2.172507877097481e-07,2.646183631705238e-07,2.62523220134949e-07,2.5323160010984364e-07,2.301496977114163e-07,2.301496977114163e-07,2.0383765582758877e-07,2.1304592162423776e-07,1.8326598008567727e-09,1.3394328334598332e-08,6.407707028329938e-09,1.1112973934446582e-09,2.7527093195301133e-08,2.7527093195301133e-08,4.0029629462103476e-08
