Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137)
6.941401837932264e-06,0.11296008337242815,0.9,0.0,0.0,0.0,0.0,0.09776650875675014,0.0007826054406144003,2.4167983590233717e-06,1.2440972174744867e-05,3.2241354466603746e-05,8.45575228114262e-07,3.0101441244809884e-05,3.4106070656454723e-06,6.196913961916938e-06,0.00025441782896858865,0.0013010450277968905,4.627319460263974e-06,4.5329383194383504e-05,1.0881457032275952e-08,8.063615581581489e-08,2.5328801411277206e-08,4.409144154133102e-09,4.552921925384417e-05,0.00023368724337756533,0.0030248050399716516,0.00035105363234179615,0.0008169052665333589,6.332565458672479e-10,0.00026329058301639754,2.357214839510117e-11,4.905973520898211e-08,9.378924022647625e-13,1.4030160092519553e-12,1.0109727615115588e-12,2.581387666247192e-11,1.5604236542311173e-13,5.762303838910351e-06,0.00039498539817005724,1.9323502327866107e-13,0.00029962164799738337,9.022728668503022e-12,5.123118805214795e-13,0.00029893335847153705,2.4823336113866586e-11,6.042057692085908e-15,0.00020133791287714543,1.2957437699171609e-15,0.00011904664664521892,6.860222016793628e-16,1.3019337587868981e-15,4.983371282946716e-16,2.6467489800079537e-14,2.89536968617135e-14,7.0084991309933e-05,1.5337288587509068e-15
6.985640236452091e-06,0.11296428021968412,0.9,0.0,0.0,0.0,0.0,0.09775312380590316,0.0007870629643517891,2.416510502314207e-06,1.2415777583300985e-05,3.223693325957125e-05,8.45465841941754e-07,3.0056570369989664e-05,3.4101700638163677e-06,6.196322943460608e-06,0.00025598169126721037,0.0013090640862511178,4.626825669716974e-06,4.5324016507584276e-05,1.0880160995710062e-08,8.062655147824611e-08,2.532552491886553e-08,4.4086454564297786e-09,4.5346529018141755e-05,0.00023516434834872153,0.003042697945226139,0.00035327583137838785,0.0008212176833438954,6.331884712484525e-10,0.00026496801319462836,2.3702283235672286e-11,4.885435779871115e-08,9.37600572029428e-13,1.4026057386976e-12,1.0092900691402878e-12,2.5945630541618413e-11,1.5539295059354543e-13,5.738783643142261e-06,0.0003968077475693561,1.932093272587377e-13,0.00030142484945297834,9.075449911878565e-12,5.122523106128417e-13,0.00030085048534691643,2.497818541145481e-11,6.08030418896798e-15,0.0002032966781517246,1.303998646617746e-15,0.00012023390449221664,6.9035837094143e-16,1.317370527614325e-15,5.044075331254386e-16,2.678574200389225e-14,2.9289702001717474e-14,7.083687905796654e-05,1.5522339698111965e-15
7.029878634971917e-06,0.11296847225726492,0.9,0.0,0.0,0.0,0.0,0.0977397477473788,0.0007915164558019368,2.4162227089750125e-06,1.2390854460455983e-05,3.223251370306607e-05,8.453565117670946e-07,3.001219842841008e-05,3.409733269199724e-06,6.195733326799887e-06,0.0002575450160747721,0.001317075026693396,4.626332322989527e-06,4.5318613783336224e-05,1.0878865244436785e-08,8.061694926668691e-08,2.5322250062652387e-08,4.4081468111575e-09,4.5165787697337755e-05,0.00023664125071454328,0.0030605684579531494,0.00035549771196505866,0.000825516827572418,6.331203841293957e-10,0.00026664522199975113,2.3832253410411563e-11,4.8651155505432464e-08,9.373089697020237e-13,1.402194610285307e-12,1.0076247860422992e-12,2.6076921551053082e-11,1.5475042751739895e-13,5.71551835721163e-06,0.00039862286437327793,1.9318364465355224e-13,0.00030322425062554657,9.128039190438483e-12,5.121923381558027e-13,0.000302762584086025,2.5132565600741916e-11,6.1185452059536035e-15,0.00020526112729533596,1.3122524352966694e-15,0.00012142339917724736,6.946939457822858e-16,1.3328826167880905e-15,5.105049256517373e-16,2.7105718073138733e-14,2.9627114990832854e-14,7.159131623816486e-05,1.5708397874619228e-15
7.069693193639761e-06,0.11297224101264018,0.9,0.0,0.0,0.0,0.0,0.09772771683291956,0.0007955211596918045,2.4159637485077374e-06,1.2368651666792828e-05,3.222853758333941e-05,8.452581620970048e-07,2.997268247611238e-05,3.409340329618473e-06,6.195203864764777e-06,0.0002589515513131022,0.0013242779948217085,4.6258886876207585e-06,4.531372214915911e-05,1.0877699309313005e-08,8.060830908426689e-08,2.5319304039109123e-08,4.407698076984804e-09,4.500475868264972e-05,0.0002379702897309101,0.003076632992450881,0.00035749713242644386,0.0008293747926241648,6.330590948673278e-10,0.00026815452075511426,2.3949086136716225e-11,4.8470101458622455e-08,9.370467243857773e-13,1.4018239133806047e-12,1.0061406511746493e-12,2.6194690541477426e-11,1.5417795055063436e-13,5.694793800056154e-06,0.00040025034824127127,1.9316054218260307e-13,0.0003048404653927224,9.175256859716026e-12,5.121380371513941e-13,0.00030447915960609475,2.527110570300226e-11,6.152957439495285e-15,0.0002070339882828598,1.3196799153446397e-15,0.00012249584527216297,6.985954552405964e-16,1.3469077459747335e-15,5.16015539649656e-16,2.7395168035753913e-14,2.993198566840985e-14,7.227248418841546e-05,1.5876709884494087e-15
7.109507752307605e-06,0.1129760059346219,0.9,0.0,0.0,0.0,0.0,0.09771569300170008,0.0007995226144939994,2.4157048382260045e-06,1.2346661240406516e-05,3.2224562925037376e-05,8.451598569598885e-07,2.993355632309764e-05,3.4089475549437006e-06,6.194675527873659e-06,0.0002603576557337935,0.001331474503085091,4.625445406611446e-06,4.530880428667959e-05,1.087653360009543e-08,8.059967057488016e-08,2.5316359355295578e-08,4.4072493702832985e-09,4.4845256488376845e-05,0.00023929916484965172,0.003092679792659307,0.00035949629532926327,0.0008332221606362509,6.32997798558719e-10,0.0002696636403924874,2.4065786148655773e-11,4.829075173889681e-08,9.367846672786236e-13,1.40145261653863e-12,1.0046701322784493e-12,2.6312089833703983e-11,1.5361087500813667e-13,5.674268823996193e-06,0.0004018720893380868,1.931374512961672e-13,0.00030645360744773896,9.222367913585359e-12,5.120834434991555e-13,0.00030619163598032524,2.5409264021393444e-11,6.187365240938103e-15,0.00020881144767784644,1.3271065150148371e-15,0.00012357008173481313,7.024964838329223e-16,1.360993608547118e-15,5.215478043983154e-16,2.7686009821533516e-14,3.0237988178138085e-14,7.295570737838567e-05,1.6045835011357143e-15
7.149322310975448e-06,0.1129797670521055,0.9,0.0,0.0,0.0,0.0,0.09770367619846683,0.0008035208282214105,2.415445977615113e-06,1.2324879745490663e-05,3.222058977942081e-05,8.450615960007224e-07,2.9894813422064357e-05,3.4085549438300906e-06,6.194148311343402e-06,0.00026176333143269653,0.001338664605040313,4.625002477588006e-06,4.530386149917334e-05,1.0875368114470578e-08,8.059103372358006e-08,2.5313415992137655e-08,4.406800692867449e-09,4.4687257430521427e-05,0.00024062787617027922,0.0031087090448927075,0.0003614952008540888,0.000837059002526294,6.32936494815077e-10,0.0002711725810026946,2.4182353754116943e-11,4.8113079904800234e-08,9.36522798808672e-13,1.4010807586309214e-12,1.0032130008417318e-12,2.6429121845031687e-11,1.5304911701692246e-13,5.653940277693049e-06,0.0004034881410915859,1.9311437228810896e-13,0.0003080636794270607,9.269372484068272e-12,5.120285718990258e-13,0.00030790000107808175,2.5547039738815184e-11,6.221768613377538e-15,0.0002105935028168117,1.3345322347370133e-15,0.00012464609862388842,7.063970318471507e-16,1.3751400804871905e-15,5.271016184174949e-16,2.7978241462625297e-14,3.054511826971324e-14,7.364098120082853e-05,1.6215772117025868e-15
7.189136869643292e-06,0.11298352439352015,0.9,0.0,0.0,0.0,0.0,0.0976916663688113,0.0008075158088408708,2.4151871661824378e-06,1.2303303824084497e-05,3.221661819336545e-05,8.449633788630704e-07,2.9856447375481882e-05,3.4081624949597747e-06,6.193622210453027e-06,0.0002631685804691369,0.0013458483534648238,4.624559898212853e-06,4.529889503078282e-05,1.0874202850218068e-08,8.058239851356422e-08,2.5310473940063117e-08,4.406352043374571e-09,4.453073834458565e-05,0.00024195642379153717,0.0031247209324531547,0.000363493849180112,0.0008408853880367981,6.32875183903961e-10,0.00027268134267582894,2.4298789260876032e-11,4.793706013806002e-08,9.362611196687964e-13,1.4007083777570021e-12,1.0017690360094798e-12,2.6545788952282125e-11,1.5249259495741396e-13,5.633805079992204e-06,0.00040509855610121505,1.9309130542621488e-13,0.00030967068398092995,9.316270703161661e-12,5.119734363832479e-13,0.0003096042429891593,2.5684432053603405e-11,6.256167559886066e-15,0.00021238015100869887,1.3419570749379574e-15,0.00012572388613978482,7.102970995690234e-16,1.3893470364384915e-15,5.326768817078893e-16,2.8271860940534764e-14,3.085337179297752e-14,7.432830106984439e-05,1.6386520034135922e-15
7.228951428311136e-06,0.11298727798686609,0.9,0.0,0.0,0.0,0.0,0.09767966345915206,0.000811507564273308,2.4149284034526614e-06,1.2281930194011012e-05,3.22126482096664e-05,8.44865205193632e-07,2.981845193199118e-05,3.4077702070409014e-06,6.193097220542474e-06,0.00026457340486680923,0.0013530258003717683,4.624117666183609e-06,4.529390606920296e-05,1.087303780519781e-08,8.057376492780356e-08,2.5307533192727975e-08,4.405903420681224e-09,4.437567657259066e-05,0.00024328480781141276,0.0031407156356963056,0.00036549224048516404,0.0008447013857628262,6.328138659428522e-10,0.00027418992550126426,2.4415092974201402e-11,4.776266724188286e-08,9.359996302632422e-13,1.4003355097391743e-12,1.0003380208447754e-12,2.6662093494834233e-11,1.5194122881394839e-13,5.613860218062308e-06,0.00040670338615579133,1.9306825095381783e-13,0.00031127462377287315,9.36306270321082e-12,5.119180503460326e-13,0.00031130435002090905,2.582144018384466e-11,6.290562083512927e-15,0.0002141713895349779,1.3493810360411935e-15,0.0001268034346213546,7.141966872821434e-16,1.4036143528365324e-15,5.382734942472451e-16,2.856686626867979e-14,3.116274458370318e-14,7.501766241992527e-05,1.655807761368825e-15
7.308580545646824e-06,0.11299477403930286,0.9,0.0,0.0,0.0,0.0,0.09765567818949474,0.0008194814310315382,2.4144110222692956e-06,1.2239777042450259e-05,3.220471320218915e-05,8.446689869014635e-07,2.974354855160565e-05,3.4069861090117107e-06,6.192050555315712e-06,0.00026738178766912954,0.0013673619939796175,4.623234235123277e-06,4.5283865154259e-05,1.087070836460763e-08,8.055650257051399e-08,2.5301655562333686e-08,4.405006256004683e-09,4.406983677049193e-05,0.0002459410854352598,0.003172654196421972,0.00036948825273702706,0.0008523024867140182,6.326912085819468e-10,0.00027720655496303506,2.4647306232962614e-11,4.741866376153837e-08,9.354772216892645e-13,1.3995884471864516e-12,9.975139953081386e-13,2.689362406261782e-11,1.5085365259348882e-13,5.574529777798512e-06,0.0004098964946372762,1.9302218004123067e-13,0.0003144733197879686,9.456328576850925e-12,5.118065773124174e-13,0.0003146921137415276,2.6094300853365578e-11,6.359337874204576e-15,0.00021776762658147025,1.364226322632958e-15,0.00012896777650552694,7.21994423806089e-16,1.4323295760048647e-15,5.495303684542557e-16,2.916102657390178e-14,3.178483133075221e-14,7.64024913966239e-05,1.6903617189743593e-15
7.388209662982512e-06,0.11300225542513832,0.9,0.0,0.0,0.0,0.0,0.0976317199767352,0.0008274424909413022,2.413893830578856e-06,1.2198395474996188e-05,3.219678502739516e-05,8.444729384576939e-07,2.9670056059966245e-05,3.4062026398983763e-06,6.191008279554947e-06,0.00027018849534776675,0.0013816735872313672,4.622352166663347e-06,4.527374721717514e-05,1.0868379777006618e-08,8.05392465357388e-08,2.529578301982391e-08,4.4041091959247625e-09,4.376956639979969e-05,0.0002485967098109633,0.003204526113358813,0.0003734832390057878,0.0008598628321801685,6.325685229614918e-10,0.0002802224700890679,2.4878995939266604e-11,4.708087828183881e-08,9.349555745107137e-13,1.398839825628972e-12,9.947392855667392e-13,2.712373153991488e-11,1.4978578216461864e-13,5.535926153969124e-06,0.00041306786527541884,1.929761610669375e-13,0.0003176597890291943,9.549171168233489e-12,5.116942482153585e-13,0.00031806320294454766,2.6365615847999298e-11,6.428096009393687e-15,0.000221382191675098,1.3790680978387111e-15,0.00013113904964835385,7.297902436462196e-16,1.4612847734056548e-15,5.608714487146438e-16,2.976070658760984e-14,3.2411345472072454e-14,7.779543198609987e-05,1.7252381711727714e-15
7.4678387803182e-06,0.11300972235376477,0.9,0.0,0.0,0.0,0.0,0.09760778842029252,0.0008353908057006192,2.413376825163871e-06,1.2157761767821793e-05,3.2188863905656e-05,8.442770572949927e-07,2.9597929356536994e-05,3.405419790238507e-06,6.189970358050663e-06,0.00027299354289087366,0.0013959609701585784,4.6214714435768e-06,4.526355996208704e-05,1.0866052027911035e-08,8.052199671613433e-08,2.528991548822554e-08,4.403212237831699e-09,4.347470112586972e-05,0.00025125168169619783,0.0032363327295087826,0.0003774772006668421,0.0008673829322048544,6.324458093917681e-10,0.0002832376715696476,2.511016447466724e-11,4.674912773311549e-08,9.344346888624555e-13,1.3980898762009817e-12,9.92012326338635e-13,2.7352433364594483e-11,1.487370370324192e-13,5.498027527687761e-06,0.0004162178848814929,1.9293019524858023e-13,0.00032083405323824664,9.64159154370678e-12,5.115811498995423e-13,0.00032141753164418587,2.6635379546010096e-11,6.496836512668674e-15,0.00022501506212885681,1.3939063649370762e-15,0.0001333171814667331,7.375841489974007e-16,1.490478978729608e-15,5.722959490406495e-16,3.0365890604721833e-14,3.3042254217995844e-14,7.919644832641671e-05,1.7604362095300272e-15
7.547467897653888e-06,0.11301717502891405,0.9,0.0,0.0,0.0,0.0,0.09758388313122635,0.000843326436253164,2.412860003052697e-06,1.2117853227119955e-05,3.218095001442112e-05,8.440813409390923e-07,2.9527125346965108e-05,3.4046375509351596e-06,6.188936756453154e-06,0.00027579694479197087,0.0014102245219164789,4.620592049129393e-06,4.5253310405150424e-05,1.0863725103943887e-08,8.05047530125393e-08,2.5284052893442094e-08,4.4023153795006206e-09,4.318508348511563e-05,0.0002539060018375118,0.0032680753465609597,0.00038147013907542936,0.000874863280894777,6.323230682355689e-10,0.0002862521600846658,2.5340814193321998e-11,4.642323668856937e-08,9.339145638009665e-13,1.397338808754929e-12,9.893316218293825e-13,2.7579746447685158e-11,1.477068609335762e-13,5.460813007843329e-06,0.0004193469288707332,1.92884283547453e-13,0.0003239961343283314,9.733590772344775e-12,5.114673614363069e-13,0.00032475501707791886,2.6903586595734615e-11,6.565559407274543e-15,0.00022866621486868134,1.408741127160474e-15,0.00013550210133695336,7.453761420230616e-16,1.5199112356188563e-15,5.838030896787391e-16,3.0976563002490735e-14,3.3677525026047763e-14,8.060550481708862e-05,1.7959549303371053e-15
7.6270970149895765e-06,0.11302461364804978,0.9,0.0,0.0,0.0,0.0,0.09756000373174087,0.0008512494427840501,2.4123433614936875e-06,1.2078648131802682e-05,3.217304349420525e-05,8.438857870030005e-07,2.9457602835759392e-05,3.4038559132356714e-06,6.187907441237048e-06,0.0002785987150732049,0.0014244646112106243,4.619713967057645e-06,4.52430049371366e-05,1.0861398992718668e-08,8.048751533313904e-08,2.5278195163962542e-08,4.4014186190823555e-09,4.290056250473709e-05,0.00025655967097064846,0.0032997552267138505,0.0003854620555671652,0.0008823043571779391,6.322002998996664e-10,0.000289265936303979,2.5570947421944025e-11,4.610303693760561e-08,9.333951974692733e-13,1.3965868138100677e-12,9.866957419827417e-13,2.7805687198264146e-11,1.4669472049178784e-13,5.424262579362159e-06,0.00042245536175244605,1.928384267043572e-13,0.00032714605437282965,9.82516992563998e-12,5.113529548309769e-13,0.000328075579628363,2.717023190882219e-11,6.634264716121852e-15,0.00023233562644887012,1.4235723876966105e-15,0.00013769374051486542,7.531662248560708e-16,1.5495805974140245e-15,5.953920969749914e-16,3.159270823929663e-14,3.431712559504132e-14,8.202256609855548e-05,1.8317934345409645e-15
7.706726132325264e-06,0.11303203840330694,0.9,0.0,0.0,0.0,0.0,0.09753614985473394,0.0008591598847181901,2.4118268979376917e-06,1.2040125681444383e-05,3.2165144453520544e-05,8.436903931829708e-07,2.9389322427277595e-05,3.403074868710354e-06,6.1868823796690905e-06,0.00028139886730640864,0.0014386815966877446,4.618837181548806e-06,4.523264937788841e-05,1.0859073682760592e-08,8.047028359287413e-08,2.5272342230776035e-08,4.400521955067401e-09,4.262099336203434e-05,0.0002592126898208411,0.0033313735943330657,0.0003894529514585333,0.0008897066254942722,6.320775048286662e-10,0.00029227900088773617,2.5800566459835455e-11,4.578836710911396e-08,9.328765872347828e-13,1.3958340642512597e-12,9.841033190534542e-13,2.8030271546066574e-11,1.4570010401886875e-13,5.388357056597077e-06,0.00042554353757540754,1.9279262526913746e-13,0.00033028383559585467,9.91633007724652e-12,5.112379956382296e-13,0.0003313791427535125,2.7435310654152427e-11,6.702952461795008e-15,0.00023602327306446015,1.4384001496898436e-15,0.00013989203206250206,7.609543995995405e-16,1.5794861269169273e-15,6.070622032653508e-16,3.221431085297285e-14,3.4961023862210444e-14,8.344759703287109e-05,1.8679508276486464e-15
7.86598436699664e-06,0.11304684706419603,0.9,0.0,0.0,0.0,0.0,0.09748851725082107,0.0008749433086903688,2.4107944956224967e-06,1.1965049843333636e-05,3.214936910782826e-05,8.433000770763368e-07,2.9256338805284266e-05,3.4015145269988576e-06,6.184844890330124e-06,0.00028699436977514876,0.0014670476425785986,4.61708743911608e-06,4.521180868302763e-05,1.0854425425178522e-08,8.043583762235698e-08,2.5260650489227382e-08,4.398728911895383e-09,4.2076160246297726e-05,0.0002645167795223802,0.0033944305090629944,0.0003974316866130657,0.000904396527204775,6.318318364479785e-10,0.00029830299774237924,2.625827102404306e-11,4.517500392453456e-08,9.318416212909217e-13,1.3943269131877357e-12,9.79043666126019e-13,2.8475432475975555e-11,1.437614983014271e-13,5.318407888772532e-06,0.00043166048430205863,1.9270119000491628e-13,0.0003365230711819082,1.009739767964099e-11,5.110066525365173e-13,0.0003379349795728707,2.796075037135964e-11,6.8402753523699536e-15,0.00024345317445149167,1.4680451904155525e-15,0.00014430831315948546,7.765250330859153e-16,1.6400019859242374e-15,6.306426714094669e-16,3.347382674962234e-14,3.626158639799671e-14,8.632142831459655e-05,1.9412187248362304e-15
8.025242601668016e-06,0.11306160244499106,0.9,0.0,0.0,0.0,0.0,0.09744098258089799,0.0008906771683566562,2.409762779381989e-06,1.1892475935161594e-05,3.213362435594586e-05,8.429103757214319e-07,2.9127891855876952e-05,3.3999564642511543e-06,6.1828240412766695e-06,0.0002925835524905984,0.0014953253412767359,4.6153427036486325e-06,4.519082524019823e-05,1.084978025591406e-08,8.040141454290721e-08,2.5248977162608365e-08,4.396936243991312e-09,4.1549536832895206e-05,0.00026981827654429073,0.003457255186475168,0.0004054063547056316,0.0009189364356980077,6.31586067305398e-10,0.00030432415574703394,2.6713945735319808e-11,4.458197992159239e-08,9.308096335840114e-13,1.3928184415397292e-12,9.741428475205648e-13,2.8915347873213447e-11,1.4188734271359762e-13,5.250827014416862e-06,0.0004377004076790937,1.926099792359027e-13,0.0003427140215976114,1.0276802204186133e-11,5.107737476639889e-13,0.0003444219743285497,2.8479872034914123e-11,6.9775282534446194e-15,0.00025095572181514246,1.497676273673169e-15,0.0001487504427061747,7.9208805874069e-16,1.7014514948512431e-15,6.545384684246926e-16,3.4754988522198165e-14,3.757896073924458e-14,8.922672131757101e-05,2.015751553607025e-15
8.184500836339393e-06,0.11307630590640762,0.9,0.0,0.0,0.0,0.0,0.09739354325214361,0.0009063619118129806,2.4087317349230402e-06,1.1822266036672206e-05,3.211791029256231e-05,8.425212733088959e-07,2.900372215753612e-05,3.3984006231313343e-06,6.180819596187193e-06,0.0002981665097089626,0.0015235172357969398,4.613602863050276e-06,4.516972962583196e-05,1.0845138110632968e-08,8.036701387759796e-08,2.523732177733566e-08,4.395143949112858e-09,4.1040155433042895e-05,0.00027511718633780116,0.0035198562099161635,0.00041337696562554043,0.000933329607513538,6.313402019810105e-10,0.0003103424798633898,2.7167608012029035e-11,4.400821645591484e-08,9.297805856317082e-13,1.3913095402148785e-12,9.693918510852838e-13,2.935012997188065e-11,1.4007421704726503e-13,5.185486655954687e-06,0.0004436658039698637,1.9251899275385255e-13,0.0003488568693138518,1.0454552298255265e-11,5.10539624889674e-13,0.00035083961919452566,2.899264571298871e-11,7.11471133473218e-15,0.0002585307127983196,1.527293423182592e-15,0.00015321794353529038,8.076434923934981e-16,1.7638274726090036e-15,6.787436579427593e-16,3.6057675171005754e-14,3.891289859402351e-14,9.216320113232265e-05,2.091542312857893e-15
8.343759071010769e-06,0.1130909587344046,0.9,0.0,0.0,0.0,0.0,0.09734619680667328,0.0009219979752036873,2.407701350080631e-06,1.1754292890899317e-05,3.210222680354643e-05,8.421327550275101e-07,2.888359112200813e-05,3.3968469501034e-06,6.178831328789187e-06,0.000303743330143963,0.0015516257401593826,4.611867810830307e-06,4.514854713245553e-05,1.084049893458222e-08,8.03326352205052e-08,2.5225683889725914e-08,4.393352028461435e-09,4.054712018615335e-05,0.0002804135142108872,0.003582241689960402,0.0004213435289978572,0.0009475791225006389,6.310942453827147e-10,0.00031635797492448345,2.7619274848461325e-11,4.3452714788894386e-08,9.28754434899836e-13,1.3898009381140038e-12,9.647823859461356e-13,2.9779885144505646e-11,1.3831895448069673e-13,5.122268687077255e-06,0.0004495590377550929,1.9242822911067572e-13,0.0003549517986071509,1.0630656628161945e-11,5.103045683892578e-13,0.00035718745012267944,2.949904511299866e-11,7.251824761434411e-15,0.0002661779400956926,1.556896662082286e-15,0.00015771036143223704,8.231913494662618e-16,1.8271228677279274e-15,7.032523898776853e-16,3.7381766821748824e-14,4.026315514441936e-14,9.513059478982398e-05,2.1685840660879645e-15
8.503017305682145e-06,0.11310556215641675,0.9,0.0,0.0,0.0,0.0,0.09729894091175374,0.0009375857829237815,2.4066716144644247e-06,1.16884388501534e-05,3.208657362283957e-05,8.417448069635016e-07,2.876727889081952e-05,3.3952953950481024e-06,6.176859022146229e-06,0.00030931409740962094,0.0015796531482181828,4.610137445669569e-06,4.5127298650000777e-05,1.0835862680998592e-08,8.029827822493052e-08,2.5214063082981866e-08,4.391560485644867e-09,4.006960019846181e-05,0.0002857072653354411,0.0036444193000673437,0.0004293060541957672,0.0009616878985827269,6.308482025885825e-10,0.00032237064564210916,2.8068962823137924e-11,4.291454848384148e-08,9.277311363115642e-13,1.3882932294417965e-12,9.603068099366838e-13,3.020471438495921e-11,1.3661861746873965e-13,5.061063695810608e-06,0.00045538235157539043,1.9233768595897882e-13,0.00036099899544103794,1.0805123876268468e-11,5.100688126043285e-13,0.00036346504539789447,2.9999047453738137e-11,7.388868694451019e-15,0.00027389719158285835,1.5864860129608314e-15,0.00016222726348489488,8.387316449930151e-16,1.8913307527523998e-15,7.280588979660714e-16,3.872714468293049e-14,4.162948900298952e-14,9.812863080211103e-05,2.246869938955399e-15
8.662275540353522e-06,0.11312011733636275,0.9,0.0,0.0,0.0,0.0,0.0972517733508664,0.0009531257478547505,2.4056425192261236e-06,1.1624594935125962e-05,3.207095037706473e-05,8.413574160246477e-07,2.8654582455655623e-05,3.3937459109441335e-06,6.174902468003134e-06,0.0003148788904217073,0.0016076016417890411,4.608411671024788e-06,4.5106001412536034e-05,1.0831229310061302e-08,8.026394259562273e-08,2.520245896491529e-08,4.389769326587347e-09,3.9606823391928485e-05,0.0002909984447539721,0.003706396309029262,0.0004372645503521834,0.0009756587051464672,6.306020788485031e-10,0.00032838049661363956,2.8516688108465835e-11,4.239285655638044e-08,9.267106434282158e-13,1.3867868969990732e-12,9.559580644706667e-13,3.062471374884532e-11,1.34970476019502e-13,5.0017701474863955e-06,0.0004611378747324489,1.9224736031899251e-13,0.00036699864737149083,1.0977962738921748e-11,5.09832550680877e-13,0.000369672024309074,3.049263334733995e-11,7.525843290576283e-15,0.00028168825041064365,1.6160614978860569e-15,0.0001667682365650097,8.542643936384773e-16,1.9564443179647005e-15,7.531574971403897e-16,4.009369100722336e-14,4.3011662090883935e-14,0.00010115703873964307,2.3263931170628864e-15
8.821533775024898e-06,0.11313462538429872,0.9,0.0,0.0,0.0,0.0,0.09720469201556511,0.0009686182716409059,2.404614056781823e-06,1.1562659998247478e-05,3.2055356619873054e-05,8.409705698600318e-07,2.854531398477427e-05,3.3921984535693037e-06,6.17296146619004e-06,0.0003204377837614016,0.001635473298112412,4.606690394768831e-06,4.508466962599342e-05,1.0826598787641797e-08,8.022962807952748e-08,2.5190871165546295e-08,4.387978558689543e-09,3.915807104307858e-05,0.0002962870573858908,0.0037681796104252823,0.0004452190263707825,0.0009894941751570506,6.303558794570793e-10,0.00033438753232831647,2.8962466481105577e-11,4.188683742293369e-08,9.256929093236783e-13,1.3852823315765763e-12,9.517296168269872e-13,3.1039974749858724e-11,1.3337198850759384e-13,4.944293640031706e-06,0.00046682763130161613,1.9215724878407993e-13,0.0003729509434737459,1.1149181924851192e-11,5.09595941563059e-13,0.0003758080459221781,3.097978668998644e-11,7.66274870268623e-15,0.0002895508950572647,1.645623138432082e-15,0.00017133288592482848,8.697896097155277e-16,2.022456866480869e-15,7.785425814324017e-16,4.148128905401502e-14,4.4409439599672885e-14,0.00010421554883957477,2.4071468438091697e-15
8.980792009696274e-06,0.11314908735847415,0.9,0.0,0.0,0.0,0.0,0.09715769489810265,0.0009840637450019242,2.403586220576497e-06,1.1502539987242749e-05,3.20397918570718e-05,8.405842567919749e-07,2.843929934617316e-05,3.3906529812165694e-06,6.171035824083603e-06,0.00032599084800266593,0.0016632700966688256,4.6049735288657825e-06,4.5063314985444505e-05,1.0821971084243427e-08,8.019533445791903e-08,2.5179299335061984e-08,4.386188190591125e-09,3.8722672982614324e-05,0.0003015731080333615,0.0038297757491826795,0.00045316949093640385,0.0010031968160441375,6.301096097267395e-10,0.0003403917571730068,2.9406313333538076e-11,4.139574356051751e-08,9.246778872103523e-13,1.3837798480010761e-12,9.476154090693917e-13,3.1450584717270804e-11,1.3182078473782544e-13,4.888546248597793e-06,0.0004724535473820814,1.9206734767101027e-13,0.0003788560742883169,1.1318790154183499e-11,5.093591158388443e-13,0.00038187280794778236,3.146049456068727e-11,7.799585079915167e-15,0.00029748489934231263,1.6751709557041895e-15,0.000175920833905907,8.853073072015306e-16,2.0893618091978237e-15,8.042086218505765e-16,4.2889823056940265e-14,4.582258991315384e-14,0.00010730389164523052,2.4891244185268308e-15
9.14005024436765e-06,0.11316350426919977,0.9,0.0,0.0,0.0,0.0,0.09711078008474182,0.000999462548066699,2.4025590049370277e-06,1.1444147298109644e-05,3.2024255564652764e-05,8.401984657625784e-07,2.8336376808668443e-05,3.389109454460596e-06,6.1691253561161935e-06,0.00033153815000712275,0.001690993925409778,4.60326098907716e-06,4.5041947099409205e-05,1.0817346174339696e-08,8.016106154149917e-08,2.5167743142215953e-08,4.384398231854624e-09,3.8300003356943313e-05,0.0003068566013867515,0.003891190945554551,0.0004611159525247837,0.0010167690194824409,6.29863274940972e-10,0.00034639317543745787,2.9848243686132856e-11,4.0918876797035945e-08,9.236655308638037e-13,1.3822796982460635e-12,9.436098131551718e-13,3.185662711688156e-11,1.303146510118367e-13,4.834445949331452e-06,0.00047801745766788424,1.9197765312772387e-13,0.00038471423178142796,1.1486796157833345e-11,5.091221805351381e-13,0.00038786604568607456,3.1934747126734015e-11,7.93635256782106e-15,0.00030549003241775875,1.7047049703616377e-15,0.00018053171875496952,9.008174997535746e-16,2.1571526601906163e-15,8.301501644647996e-16,4.4319178192438e-14,4.7250884546014833e-14,0.0001104217976787603,2.572319194679067e-15
