Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634)
3.33788711299369e-07,0.112267173852833,0.9,0.0,0.0,0.0,0.0,0.0999058594683219,3.7764089227692813e-05,2.4513440212851617e-06,7.306132332466006e-06,1.3896774199526233e-05,8.616441121856178e-07,1.3868830295277334e-05,3.455045776174464e-06,5.654086054739165e-06,1.2263242402505445e-05,2.3480763470408823e-05,4.260997905870046e-06,1.3690644828324178e-05,1.1036989212848052e-08,8.178873675399705e-08,2.5810136024076724e-08,4.463110773529152e-09,3.150496676347467e-05,1.065858551621855e-05,5.7389904463475865e-05,1.5282283879171957e-05,1.0441885596861922e-05,6.361943927253807e-10,1.0204837173073221e-05,1.1695219371737172e-12,3.486911212063816e-08,4.156490583226966e-13,4.356921954015438e-13,4.789223086789384e-13,3.392606643647374e-13,1.1074697656279779e-13,2.3947104153602832e-06,4.4261729934622604e-06,8.326074633787026e-14,4.160512384354501e-06,1.2882037915794978e-13,1.5470564129223704e-13,2.634461032596571e-06,2.2493163777271754e-13,2.630415351260354e-16,1.3299330220215078e-07,5.0242734281705444e-17,1.8689712497893353e-08,3.129503395386484e-17,1.1408200315058228e-18,1.256576668740255e-19,5.594111870535008e-17,1.6210569780683083e-17,1.2194564414892091e-08,2.8862085903444144e-18,2.381917233392812e-17,8.353167313797281e-19,6.8998682498852695e-18,2.9186342056769916e-14,2.1906050837393476e-19
3.3925707163186376e-07,0.11226762087220411,0.9,0.0,0.0,0.0,0.0,0.09990423437037159,3.8498689488003234e-05,2.4513618922979927e-06,7.376112306420474e-06,1.4068209658423757e-05,8.616325084656623e-07,1.4049446663046245e-05,3.4566196855043435e-06,5.678298640253795e-06,1.246449828479886e-05,2.4050977839887426e-05,4.277829911700013e-06,1.3893476083020766e-05,1.1037069683127195e-08,8.178933610211056e-08,2.5809788436482834e-08,4.463083274701397e-09,3.201621749504704e-05,1.0845244628472649e-05,5.8866548532526884e-05,1.5563670198670398e-05,1.0768698281118907e-05,6.364896123506107e-10,1.0415261852417553e-05,1.1922477462148528e-12,3.5435011453640214e-08,4.207681304233465e-13,4.421381614395758e-13,4.851495801393047e-13,3.4987184347758753e-13,1.1254190206719364e-13,2.4563857237355595e-06,4.582337385628506e-06,8.428788069796464e-14,4.286939468551269e-06,1.3273220590415709e-13,1.5699765521482587e-13,2.7211541851613424e-06,2.323288400861653e-13,2.6788477463145834e-16,1.402840943781027e-07,5.127865587477699e-17,1.994579808818719e-08,3.1843082841777725e-17,1.1912498447702987e-18,1.326197827992903e-19,5.807915036474846e-17,1.702568376531896e-17,1.300259447920042e-08,3.0030114985376205e-18,2.4707690235214944e-17,8.792205708491517e-19,7.240409696498222e-18,3.030183662943507e-14,2.3176308301865845e-19
3.4472543196435854e-07,0.11226806974404598,0.9,0.0,0.0,0.0,0.0,0.09990260679833604,3.9234557754482964e-05,2.45137441972561e-06,7.445775291782733e-06,1.4238091969766323e-05,8.616209120749961e-07,1.4228529916185405e-05,3.4580524393761296e-06,5.701611535747892e-06,1.2665778025114869e-05,2.46265089563525e-05,4.294021948001484e-06,1.4095080760236087e-05,1.1037126094845408e-08,8.17897567221701e-08,2.5809441067279934e-08,4.463056269757259e-09,3.252464194589519e-05,1.103190059696867e-05,6.035469967012162e-05,1.584505533768964e-05,1.1099677885717088e-05,6.367589252974048e-10,1.0625777794290814e-05,1.2150118515361852e-12,3.5997755360781614e-08,4.258405251891552e-13,4.485448145057505e-13,4.913236390425098e-13,3.6061795705404986e-13,1.1432681838843726e-13,2.5181497600249614e-06,4.741008125679276e-06,8.530570961015458e-14,4.4148973539481466e-06,1.3669126420781628e-13,1.5927580872679108e-13,2.809118229248215e-06,2.3983423779242205e-13,2.727279921154962e-16,1.4783469983445683e-07,5.231502382643649e-17,2.1261561039501224e-08,3.239112193171638e-17,1.2430656110037257e-18,1.3984596834812835e-19,6.025916744077515e-17,1.786618173607527e-17,1.3848316608248314e-08,3.1222568461416874e-18,2.561320967124275e-17,9.245572503987073e-19,7.591359591902072e-18,3.14392384925057e-14,2.449793637802455e-19
3.501937922968533e-07,0.11226852044784214,0.9,0.0,0.0,0.0,0.0,0.09990097676624847,3.997163292592569e-05,2.4513823680690374e-06,7.5151363186119145e-06,1.4406435155012322e-05,8.616093246464147e-07,1.4406103849515593e-05,3.459356271966973e-06,5.724057502463796e-06,1.2867082154940368e-05,2.520732109783402e-05,4.309598259633712e-06,1.429546234212321e-05,1.1037161889847425e-08,8.179002418210846e-08,2.5809093965652847e-08,4.4630297625992515e-09,3.3030237304901783e-05,1.1218553414351094e-05,6.185422702385093e-05,1.6126438684704693e-05,1.143478701385432e-05,6.370045833885082e-10,1.0836376774177115e-05,1.2378123561949647e-12,3.655734080019083e-08,4.3086666416962696e-13,4.549122671518379e-13,4.974453096360504e-13,3.714977806897609e-13,1.1610171594540136e-13,2.5799849099555066e-06,4.902171293961417e-06,8.631431708239344e-14,4.544371575749005e-06,1.406971029060728e-13,1.6154014117513349e-13,2.8983454547487727e-06,2.4744716518848885e-13,2.775711772626077e-16,1.5564920244970722e-07,5.3351797801253885e-17,2.2638637160102106e-08,3.293915127489486e-17,1.2962813879804682e-18,1.473415651852994e-19,6.248118426710615e-17,1.8732357216890057e-17,1.4732736717613513e-08,3.243944415218246e-18,2.6535760501668362e-17,9.71344170248826e-19,7.952835933473763e-18,3.259855360773026e-14,2.587210293673818e-19
3.6113051296184287e-07,0.11226942727190775,0.9,0.0,0.0,0.0,0.0,0.09989770937809699,4.144917009347572e-05,2.451387067282724e-06,7.653006558013592e-06,1.4738559601471138e-05,8.615861811477425e-07,1.4756818888133176e-05,3.4616209291491905e-06,5.766473937522262e-06,1.3269765661701277e-05,2.638464626376755e-05,4.338996126447426e-06,1.4692571832754512e-05,1.1037183063620329e-08,8.179018456380849e-08,2.580840070000658e-08,4.462978246241315e-09,3.403293364927167e-05,1.159184956832682e-05,6.488690600388373e-05,1.6689197959844987e-05,1.2117247004460972e-05,6.374329882743967e-10,1.1257794466388441e-05,1.283515302201499e-12,3.7667028736697064e-08,4.4078184211307204e-13,4.675300750205779e-13,5.095347810129376e-13,3.936537502736869e-13,1.1962143114005333e-13,2.703801402432339e-06,5.231919182021263e-06,8.830419995364215e-14,4.807811787013222e-06,1.4884733609760799e-13,1.6602751930142822e-13,3.0805587240243395e-06,2.629929561848987e-13,2.872574158367816e-16,1.7208604069934207e-07,5.542641963918856e-17,2.5583313125929462e-08,3.403518066951942e-17,1.4069682726853957e-18,1.6316235769463875e-19,6.705125042050372e-17,2.054290165809988e-17,1.6621716492144397e-08,3.494644808690781e-18,2.8432050709049766e-17,1.069337331151713e-18,8.707836894338024e-18,3.498293886887982e-14,2.878274103626189e-19
3.7097356156033346e-07,0.11227024948369402,0.9,0.0,0.0,0.0,0.0,0.09989476045631326,4.278251045006506e-05,2.451381349442658e-06,7.77618382612236e-06,1.5032345881231767e-05,8.615653917489803e-07,1.5067538560894035e-05,3.4633207133901955e-06,5.801989340351986e-06,1.3632269366371862e-05,2.746194455956217e-05,4.363573352072997e-06,1.5045828846744935e-05,1.1037157334383516e-08,8.178999617897306e-08,2.5807777950441363e-08,4.462933585086215e-09,3.49256728033045e-05,1.1927805263398134e-05,6.765398717224239e-05,1.7195670566274105e-05,1.2745220068775993e-05,6.377565188006464e-10,1.1637285590100087e-05,1.324754721225895e-12,3.865493341979958e-08,4.4955146048156523e-13,4.787533734657228e-13,5.202443811227563e-13,4.1403949566449623e-13,1.227548723045439e-13,2.8153160670526756e-06,5.5370765644028455e-06,9.006438456277505e-14,5.049951255255683e-06,1.5633808736902453e-13,1.7001936006745801e-13,3.2487938905227313e-06,2.7734528398024136e-13,2.9597484059465165e-16,1.8782189554505873e-07,5.729462971330472e-17,2.845978594746444e-08,3.502157353387148e-17,1.5115118621647818e-18,1.7837604495995642e-19,7.130794136918823e-17,2.2263100012112984e-17,1.8464323482453313e-08,3.728624645252091e-18,3.019695842589216e-17,1.1626615305792419e-18,9.424499344243847e-18,3.720382557673801e-14,3.1593784196001043e-19
3.8081661015882405e-07,0.11227107733504135,0.9,0.0,0.0,0.0,0.0,0.09989180378244548,4.4118903376773574e-05,2.4513686512823854e-06,7.89856465601299e-06,1.532135773796016e-05,8.615446424899729e-07,1.5373735431286114e-05,3.4647500660489396e-06,5.835154714624323e-06,1.3994859919473795e-05,2.8555804424697752e-05,4.38649272638272e-06,1.5395190941012168e-05,1.1037100177568614e-08,8.178957429119267e-08,2.5807156402682882e-08,4.462890523431177e-09,3.580923619678197e-05,1.226375064861257e-05,7.045605805053038e-05,1.770213099565215e-05,1.3386016312029119e-05,6.380305123848628e-10,1.2016946983902583e-05,1.366085442971088e-12,3.9632595554666563e-08,4.581775964847488e-13,4.8985185073163e-13,5.307969678203477e-13,4.348402391811776e-13,1.25855825680963e-13,2.9268163804911264e-06,5.850092630998108e-06,9.17959639579375e-14,5.296784292676557e-06,1.6397356512536445e-13,1.7396718797831664e-13,3.421003003328026e-06,2.9203575444720596e-13,3.046920509604134e-16,2.0447450322265506e-07,5.91636697053103e-17,3.1560705739883494e-08,3.6007934510350105e-17,1.6208018374178487e-18,1.9454566054261826e-19,7.570065502801406e-17,2.407093096886754e-17,2.0448141991060098e-08,3.970510860421499e-18,3.201700850889696e-17,1.2609462244504469e-18,1.0177047881151047e-17,3.949568189243529e-14,3.4593368455579593e-19
3.9065965875731464e-07,0.11227191072367375,0.9,0.0,0.0,0.0,0.0,0.09988883943837093,4.545806237472478e-05,2.4513507627915157e-06,8.020198784963385e-06,1.560567247616393e-05,8.615239343763366e-07,1.5675544332366296e-05,3.465949920048389e-06,5.8661227808540384e-06,1.4357540068296679e-05,2.9666022930805133e-05,4.407865581680558e-06,1.5740687961226664e-05,1.1037019650790368e-08,8.178897876760115e-08,2.580653608732935e-08,4.462849039898474e-09,3.6683631527786453e-05,1.2599685689862692e-05,7.32924794804175e-05,1.8208577759459106e-05,1.4039437404473041e-05,6.382625009881739e-10,1.239675126278077e-05,1.4074985728374615e-12,4.06000242957736e-08,4.666625745546029e-13,5.008264668554179e-13,5.411972104005006e-13,4.560494850328656e-13,1.2892432043684688e-13,3.0382217229993098e-06,6.170886119273003e-06,9.349940129877671e-14,5.548230920703666e-06,1.7175127483200116e-13,1.7787134028542127e-13,3.5971420835437174e-06,3.070605707310383e-13,3.134090218526026e-16,2.2206625698452537e-07,6.103340535479144e-17,3.489587074508732e-08,3.699426349951004e-17,1.734913498939979e-18,2.117022553040328e-19,8.022935701490746e-17,2.596799815775339e-17,2.2579172273273126e-08,4.220297502046595e-18,3.3892291225335254e-17,1.364286043324769e-18,1.0966130385632757e-17,4.1858487676142406e-14,3.778841679958719e-19
4.0050270735580523e-07,0.11227274955115198,0.9,0.0,0.0,0.0,0.0,0.09988586750586369,4.679971854844536e-05,2.451329048868913e-06,8.141127382614113e-06,1.5885366148582402e-05,8.615032675136521e-07,1.5973097604997277e-05,3.466955046063588e-06,5.895036560170347e-06,1.4720312454613326e-05,3.079239884530904e-05,4.427795770863598e-06,1.6082351530142268e-05,1.1036921901262357e-08,8.178825525568749e-08,2.5805917007684716e-08,4.462809109256163e-09,3.7548871320659274e-05,1.2935610354237696e-05,7.616264259157791e-05,1.8715009700851836e-05,1.4705290607098274e-05,6.384588825763838e-10,1.2776675191135665e-05,1.4489857627808218e-12,4.155723418573415e-08,4.75008682793324e-13,5.116782383054251e-13,5.514496916755393e-13,4.776609197879713e-13,1.3196040358321707e-13,3.1494570855478886e-06,6.499375858774721e-06,9.517515225420915e-14,5.804212392725556e-06,1.7966876034777947e-13,1.8173217434718513e-13,3.777167495776959e-06,3.224159657000313e-13,3.221257326422498e-16,2.4061912917684376e-07,6.290372201403703e-17,3.847513725604371e-08,3.798056032081173e-17,1.853920462388245e-18,2.2987683149374026e-19,8.489390784610807e-17,2.7955880387998775e-17,2.486344217508725e-08,4.477979610760068e-18,3.5822610382028697e-17,1.4727738535050663e-18,1.1792375716266315e-17,4.429217421023731e-14,4.1185875141492364e-19
4.103457559542958e-07,0.11227359372309638,0.9,0.0,0.0,0.0,0.0,0.09988288806655564,4.814361951406063e-05,2.4513045503608546e-06,8.261383994033727e-06,1.6160513576407975e-05,8.614826414712627e-07,1.6266524648069397e-05,3.4677949747816643e-06,5.922029965102851e-06,1.5083179613888191e-05,3.193473266913985e-05,4.446380170657103e-06,1.6420214708010498e-05,1.1036811615685794e-08,8.178743856534805e-08,2.580529915089969e-08,4.4627707036847866e-09,3.840497219783719e-05,1.3271524609709458e-05,7.906596655875754e-05,1.9221425916184663e-05,1.5383388664256833e-05,6.386250900742267e-10,1.3156699055273531e-05,1.4905391773425389e-12,4.250424434241825e-08,4.832181716276669e-13,5.224082273323013e-13,5.615588923231742e-13,4.996684088901069e-13,1.349641361319827e-13,3.260452731571375e-06,6.835480810906147e-06,9.682366511104798e-14,6.064651176518483e-06,1.8772360345138913e-13,1.8555006375395718e-13,3.961035966380674e-06,3.3809820349760697e-13,3.3084216784926444e-16,2.6015466903197036e-07,6.477452279561103e-17,4.230841246230429e-08,3.8966824986375546e-17,1.977894404242558e-18,2.4910029341927974e-19,8.969418805717253e-17,3.0036122930212566e-17,2.7307002293029316e-08,4.7435499842213094e-18,3.780789751953265e-17,1.5865007806424315e-18,1.2656402130721616e-17,4.6796677813570716e-14,4.479270965151042e-19
4.201888045527864e-07,0.11227444314850678,0.9,0.0,0.0,0.0,0.0,0.09987990120190343,4.948952837449726e-05,2.4512780615950145e-06,8.380995396241833e-06,1.6431188369197823e-05,8.61462055514437e-07,1.655595154942608e-05,3.4684947829724466e-06,5.947228356986355e-06,1.544614397482159e-05,3.309282666526575e-05,4.4637091506216575e-06,1.6754311704766757e-05,1.103669236774864e-08,8.178655526562296e-08,2.5804682495216393e-08,4.4627337932036164e-09,3.925195426855211e-05,1.360742842493168e-05,8.200189653756766e-05,1.9727825694781438e-05,1.60735496785787e-05,6.38765735743547e-10,1.3536806130041357e-05,1.5321514618302748e-12,4.3441077776501897e-08,4.912932540435633e-13,5.330175328499937e-13,5.715291781550148e-13,5.220659925692597e-13,1.379355907315162e-13,3.371143875686283e-06,7.179120102748978e-06,9.844538088842868e-14,6.329470936944868e-06,1.9591342331446613e-13,1.893253950663122e-13,4.14870459813373e-06,3.5410358078964483e-13,3.395583161457914e-16,2.8069400106081084e-07,6.664572609597777e-17,4.640564758550873e-08,3.9953057430477897e-17,2.1069050447354193e-18,2.6940342224083596e-19,9.463012229208428e-17,3.221024063281722e-17,2.991592128645361e-08,5.016998763783677e-18,3.9848298262471056e-17,1.7055562786667727e-18,1.3558824647513059e-17,4.937195515260965e-14,4.861590308416778e-19
4.30031853151277e-07,0.11227529773971702,0.9,0.0,0.0,0.0,0.0,0.09987690699316026,5.0837222756627707e-05,2.4512501891581345e-06,8.499982376675859e-06,1.6697462944484166e-05,8.614415087294126e-07,1.6841500787340816e-05,3.4690757638873176e-06,5.970749072189498e-06,1.5809207859184814e-05,3.426648487954215e-05,4.479867010861349e-06,1.7084677636062058e-05,1.103656689066888e-08,8.178562564333389e-08,2.5804067013265114e-08,4.462698347817796e-09,4.00898406155101e-05,1.394332176912949e-05,8.496990176053578e-05,2.023420847327573e-05,1.6775596971539924e-05,6.388847360653499e-10,1.3916982225216182e-05,1.5738157125240525e-12,4.436776081880218e-08,4.992361089934775e-13,5.435072824005212e-13,5.813647899924755e-13,5.448478812641975e-13,1.4087485168448918e-13,3.48147037870642e-06,7.530213055887869e-06,1.000407334758564e-13,6.598596518907624e-06,2.0423587586802302e-13,1.9305856511496115e-13,4.34013088191655e-06,3.704284277806994e-13,3.482741669419262e-16,3.022578239771235e-07,6.851726165834267e-17,5.0776831285139455e-08,4.0939257422572055e-17,2.2410205980489847e-18,2.9081690946596713e-19,9.97015041994319e-17,3.447972964330853e-17,3.269628133691859e-08,5.298318276030729e-18,4.194356744035854e-17,1.830028271044863e-18,1.4500238783779284e-17,5.201790403463288e-14,5.266244968394126e-19
4.398749017497676e-07,0.11227615741204862,0.9,0.0,0.0,0.0,0.0,0.09987390552135202,5.218649390865906e-05,2.4512213952414486e-06,8.61836043739585e-06,1.6959408547073723e-05,8.614210000794984e-07,1.712329099715356e-05,3.4695559936145962e-06,5.992701917749962e-06,1.6172373481927826e-05,3.545551315477392e-05,4.494932389576763e-06,1.741134831858306e-05,1.10364372666167e-08,8.178466515493961e-08,2.580345267388334e-08,4.462664337338335e-09,4.09186568681838e-05,1.4279204612049553e-05,8.796947378479046e-05,2.0740573801939514e-05,1.7489358931802796e-05,6.38985415074337e-10,1.42972153033865e-05,1.615525448566192e-12,4.528432264389992e-08,5.070488796702769e-13,5.538786258285894e-13,5.91069835464699e-13,5.680084507085478e-13,1.4378201192693809e-13,3.591376459026612e-06,7.888679210803589e-06,1.0161014973481897e-13,6.8719539305600895e-06,2.1268865336686297e-13,1.9674997864404552e-13,4.535272705706796e-06,3.8706910897596394e-13,3.5698971232723075e-16,3.2486641012430184e-07,7.03890701765088e-17,5.5431983327030296e-08,4.192542498924803e-17,2.380307463873505e-18,3.1337130499004625e-19,1.0490814342430681e-16,3.684605553297503e-17,3.5654173753891995e-08,5.587499120376993e-18,4.409355517304944e-17,1.9600031449296923e-18,1.5481228676740298e-17,5.473442469814568e-14,5.693935317041269e-19
4.497179503482582e-07,0.1122770220836326,0.9,0.0,0.0,0.0,0.0,0.09987089686725681,5.353714585308664e-05,2.4511920307021107e-06,8.736140432951776e-06,1.7217095268037225e-05,8.614005284434377e-07,1.7401436793475614e-05,3.469950812744458e-06,6.0131896384312365e-06,1.653564295152256e-05,3.665971913944139e-05,4.508978643182782e-06,1.773436009711551e-05,1.1036305071535276e-08,8.178368553861697e-08,2.580283944370258e-08,4.462631730238101e-09,4.1738430844187034e-05,1.4615076923925976e-05,9.100012487388394e-05,2.12469213189946e-05,1.82146688545388e-05,6.390705922207963e-10,1.4677495155630431e-05,1.6572745856350812e-12,4.619079486953897e-08,5.147336728844184e-13,5.641327299031665e-13,6.006482828427634e-13,5.915422366940316e-13,1.4665717102004776e-13,3.7008104198128907e-06,8.25443834776295e-06,1.0315404960118047e-13,7.149470326759518e-06,2.2126948391597846e-13,2.0040004633040626e-13,4.734088361428572e-06,4.0402202375257775e-13,3.65704947381594e-16,3.485396053498377e-07,7.22611023348724e-17,6.038114849654307e-08,4.291156011241659e-17,2.524830087108453e-18,3.370969791242125e-19,1.102499413130987e-16,3.9310653769389816e-17,3.879569472186432e-08,5.884528350482067e-18,4.6298472910795846e-17,2.095565785603592e-18,1.6502380247863677e-17,5.752145944286795e-14,6.145362384137765e-19
4.595609989467488e-07,0.11227789167519299,0.9,0.0,0.0,0.0,0.0,0.09986788111138739,5.488899459180348e-05,2.451162360954766e-06,8.853329147837483e-06,1.7470592063391675e-05,8.61380092652112e-07,1.76760486407385e-05,3.470273237270913e-06,6.0323083566694255e-06,1.6899018270514085e-05,3.7878912292103486e-05,4.522074200976974e-06,1.805374969798042e-05,1.103617150267898e-08,8.178269567148659e-08,2.5802227287693984e-08,4.462600495670856e-09,4.254919224601766e-05,1.4950938675445419e-05,9.406138650129602e-05,2.1753250730492714e-05,1.8951364774185255e-05,6.391426599931382e-10,1.505781312523842e-05,1.699057411410207e-12,4.708721121838695e-08,5.222925636063339e-13,5.742707732824489e-13,6.101039568344556e-13,6.154439295773497e-13,1.495004366668903e-13,3.8097243915316764e-06,8.627410504846447e-06,1.0467284622538775e-13,7.431073992756868e-06,2.2997613081644945e-13,2.0400918320687852e-13,4.936536550032982e-06,4.2128360681724704e-13,3.7441986601562445e-16,3.7329682928209387e-07,7.413331501645426e-17,6.563439074205255e-08,4.389766251152485e-17,2.674651578678916e-18,3.6202417764634437e-19,1.1572664236424877e-16,4.187494677163604e-17,4.212694118493214e-08,6.189396279315732e-18,4.855804127621725e-17,2.23679973605718e-18,1.75642595857499e-17,6.037888172143452e-14,6.621227315505286e-19
4.6940404754523937e-07,0.11227876610987363,0.9,0.0,0.0,0.0,0.0,0.0998648583339757,5.624186736012947e-05,2.451132586297526e-06,8.969929818870812e-06,1.771996677248224e-05,8.613596915172209e-07,1.794723276589449e-05,3.4705343095238525e-06,6.050147986873318e-06,1.726250133625469e-05,3.9112903882216546e-05,4.534282896170723e-06,1.8369554104762497e-05,1.103603746426276e-08,8.178170225005059e-08,2.580161617004739e-08,4.462570603476479e-09,4.335097240416337e-05,1.528678983772048e-05,9.715280796519854e-05,2.225956179452359e-05,1.9699289292621978e-05,6.392036476207136e-10,1.5438161872070368e-05,1.7408685623163542e-12,4.797360723124361e-08,5.297275930529828e-13,5.842939427561569e-13,6.194405354084216e-13,6.397083687196369e-13,1.5231192217339395e-13,3.918074089182476e-06,9.007515993574113e-06,1.0616694606865331e-13,7.716694328115455e-06,2.3880639215868005e-13,2.0757780721214106e-13,5.14257638509388e-06,4.388503285085833e-13,3.831344635338165e-16,3.991570759700733e-07,7.600567176388366e-17,7.120178753572127e-08,4.488373222593144e-17,2.8298333808818935e-18,3.8818297049650084e-19,1.2133799098903984e-16,4.454032939504114e-17,4.5654006865611406e-08,6.502092224067583e-18,5.08720060949369e-17,2.383787170693484e-18,1.8667419309555704e-17,6.33065591771772e-14,7.122231223545859e-19
4.7924709614373e-07,0.11227964531306721,0.9,0.0,0.0,0.0,0.0,0.09986182861495989,5.759560192720224e-05,2.4511028574027326e-06,9.08594260668059e-06,1.7965286136068956e-05,8.613393238450638e-07,1.8215091108510053e-05,3.470743396658073e-06,6.066792625259524e-06,1.7626093941801387e-05,4.036150698786327e-05,4.545664274691394e-06,1.8681810453521113e-05,1.1035903629560293e-08,8.178071031804822e-08,2.5801006055237605e-08,4.4625420221947485e-09,4.414380406065903e-05,1.5622630382277134e-05,0.00010027395510679661,2.276585430917276e-05,2.045828940426421e-05,6.392552745361847e-10,1.5818535172437643e-05,1.7827030017337663e-12,4.885002002498233e-08,5.370407667823417e-13,5.942034301579663e-13,6.286615479753526e-13,6.643305368010013e-13,1.5509174413108552e-13,4.025818583650748e-06,9.39467541243397e-06,1.0763674899042475e-13,8.006261830853523e-06,2.477581004157571e-13,2.1110633795443364e-13,5.352167395112965e-06,4.567186949709392e-13,3.9184873830323294e-16,4.2613891485436344e-07,7.787814317880527e-17,7.709342444082043e-08,4.586976930662384e-17,2.990434940356372e-18,4.1560319352100056e-19,1.2708388560313472e-16,4.7308165017307136e-17,4.938297841527385e-08,6.822600567724816e-18,5.324067528654918e-17,2.536608885552403e-18,1.981241985850198e-17,6.630442949231644e-14,7.64907499596433e-19
4.890901447422206e-07,0.1122805292122635,0.9,0.0,0.0,0.0,0.0,0.0998587920339725,5.895004594011692e-05,2.4510732868974784e-06,9.20136502043514e-06,1.8206615814121727e-05,8.613189884399481e-07,1.8479721303652112e-05,3.4709084438195873e-06,6.082320916446148e-06,1.798979777695825e-05,4.1624536490870703e-05,4.556273883173679e-06,1.8990555944804698e-05,1.1035770507759791e-08,8.177972364366368e-08,2.5800396907494768e-08,4.462514721206259e-09,4.4927721187270715e-05,1.5958460281048144e-05,0.00010342440912455406,2.3272128103514714e-05,2.122821631947018e-05,6.392989995747593e-10,1.619892774963643e-05,1.824555999834614e-12,4.971648808979337e-08,5.442340606568816e-13,6.040004290700263e-13,6.377703751600282e-13,6.893055540079247e-13,1.5784002530937302e-13,4.1329200865739394e-06,9.788809658610371e-06,1.0908264839265379e-13,8.299708081805564e-06,2.5682912175605717e-13,2.145951958248373e-13,5.56526952472001e-06,4.748852482862331e-13,4.0056268627869995e-16,4.542604920405576e-07,7.975070274214162e-17,8.331938987505462e-08,4.68557734059117e-17,3.1565145415166528e-18,4.443145293733553e-19,1.3296403888264475e-16,5.017980964654011e-17,5.3319931693625114e-08,7.15091003241833e-18,5.56637597199634e-17,2.6953444872924828e-18,2.0999801732765982e-17,6.937235075400683e-14,8.202458700281331e-19
4.989331933407112e-07,0.11228141773690815,0.9,0.0,0.0,0.0,0.0,0.09985574867033073,6.030505630920307e-05,2.4510439581179e-06,9.31619229986863e-06,1.8444020403326918e-05,8.612986841060018e-07,1.874121669311252e-05,3.4710361888699036e-06,6.096806398036258e-06,1.8353614429446275e-05,4.290180906978842e-05,4.566163537548094e-06,1.929582776986216e-05,1.1035638478261148e-08,8.177874501018799e-08,2.579978869068023e-08,4.462488671180301e-09,4.5702758832517144e-05,1.6294279506369096e-05,0.00010660376547664707,2.3778383030809603e-05,2.2008925287589553e-05,6.39336059810838e-10,1.6579335130403163e-05,1.8664231144008055e-12,5.057305111847932e-08,5.513094190227857e-13,6.136861326507914e-13,6.467702490206216e-13,7.146286723134958e-13,1.6055689254336326e-13,4.23934374811553e-06,1.0189839938206949e-05,1.1050503131320663e-13,8.596965729197273e-06,2.6601735565382356e-13,2.1804480112148568e-13,5.781843134949589e-06,4.933465664972809e-13,4.0927630382454084e-16,4.835395318474917e-07,8.162332770782909e-17,8.988977005935293e-08,4.7841744558644826e-17,3.328128986138701e-18,4.743464619412275e-19,1.3897812687263653e-16,5.3156595274665196e-17,5.7470928174406965e-08,7.487009541419886e-18,5.814085805010685e-17,2.8600723543790678e-18,2.2230087661722007e-17,7.25101575095004e-14,8.783081471473632e-19
5.087762419392018e-07,0.11228231081827417,0.9,0.0,0.0,0.0,0.0,0.09985269860302745,6.166049863186644e-05,2.451014931895923e-06,9.430417758495868e-06,1.86775634543098e-05,8.612784096510504e-07,1.899966636080361e-05,3.471132344889256e-06,6.110317824421786e-06,1.871754538618405e-05,4.4193143191147296e-05,4.5753815735941795e-06,1.959766304870363e-05,1.1035507808254674e-08,8.177777645708066e-08,2.5799181369323266e-08,4.462463841135391e-09,4.646895299237811e-05,1.6630088030974913e-05,0.00010981163286437886,2.4284618963221894e-05,2.2800275420847447e-05,6.3936750169697e-10,1.6959753523023846e-05,1.9083001728025046e-12,5.141974986153544e-08,5.582687508886671e-13,6.232617320897742e-13,6.55664254064147e-13,7.40295269773562e-13,1.6324247350125908e-13,4.345057467017619e-06,1.0597687775226486e-05,1.1190427849424566e-13,8.897968473428948e-06,2.7532073457143157e-13,2.2145557325930363e-13,6.001849002757215e-06,5.120992635308182e-13,4.1798959124424244e-16,5.139933386044927e-07,8.349600102623764e-17,9.681464414199358e-08,4.8827682915634024e-17,3.5053329856577486e-18,5.05728186809507e-19,1.4512606129958025e-16,5.623981886005952e-17,6.18420114745359e-08,7.830881090336615e-18,6.067239992678877e-17,3.0308695681776728e-18,2.350381529806015e-17,7.571779031952314e-14,9.391641451912286e-19
