Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016)
2.6389476204855788e-06,0.11251478030828088,0.9,0.0,0.0,0.0,0.0,0.09913617483780433,0.0003275317461528219,2.4441202190862193e-06,1.6761408907527146e-05,3.228049840536808e-05,8.564975685701806e-07,3.609160678081586e-05,3.4539320085327703e-06,6.262988013467097e-06,9.867344063954207e-05,0.0004594605712435389,4.678506839538422e-06,4.365953642306173e-05,1.1004469123475575e-08,8.154774254575994e-08,2.565597513793646e-08,4.4553589993665016e-09,7.825133334484755e-05,8.903374070171387e-05,0.0010904902934034757,0.00013336000976090347,0.0002958902977774935,6.393426721144913e-10,9.906689521123337e-05,1.004308601441385e-11,8.584168153367973e-08,9.559550051933259e-13,1.375686321264894e-12,1.234002025907966e-12,9.518526783420681e-12,2.7248412340577994e-13,9.91338185470293e-06,0.00015838740012898438,1.934126029999549e-13,0.00010591179067052906,3.2468819353001825e-12,4.933665208681275e-13,9.349750338287488e-05,7.903933075398534e-12,2.2953178822982275e-15,3.8106930820856696e-05,4.875859965786729e-16,1.7800916307976265e-05,2.6138201659970096e-16,1.9318382831204927e-16,6.24547864976146e-17,4.2246463590085024e-15,3.999726599191065e-15,1.0512118212214027e-05,2.4247544793898115e-16,1.7218668504208102e-15,2.292813133614216e-16,1.6296369767561982e-15,2.204187528379752e-12,1.5179294120910088e-16,6.167245573642664e-07,1.3657413074116601e-15,1.0794588570538127e-05,1.6062649579469038e-12,7.837363817137632e-17,5.566196552144688e-16,1.1214830952234203e-12,1.6921784205120658e-10,1.171530071590262e-12,7.126041002468777e-13,3.318963386572993e-15,1.7346020006207181e-12,1.0242123631706778e-16,6.879849441756403e-17,7.252726152786885e-13
2.679554874357582e-06,0.11251929322380316,0.9,0.0,0.0,0.0,0.0,0.09912253639610802,0.00033213437886179766,2.4438994935908823e-06,1.671214936281873e-05,3.2303130609278376e-05,8.563951996701122e-07,3.6045125403843354e-05,3.4535341083249296e-06,6.2622738334313376e-06,0.00010018526578079538,0.0004679728750633072,4.677993223218843e-06,4.375886090340473e-05,1.1003475368202337e-08,8.154037826074145e-08,2.565290874594735e-08,4.455012969566232e-09,7.777858199642187e-05,9.04087081938323e-05,0.0011103751486590974,0.00013543027628829072,0.00030143904123846796,6.393029044302895e-10,0.00010062710547400079,1.0182406779016025e-11,8.530797389537462e-08,9.564552669272547e-13,1.3785709958541254e-12,1.2321938198415058e-12,9.695301988061897e-12,2.7079341597222285e-13,9.85901894266195e-06,0.00016124298518047268,1.935485070291417e-13,0.00010789055902555257,3.306956325349523e-12,4.944892764259683e-13,9.547608222153571e-05,8.06976076229153e-12,2.330949297912315e-15,3.927419338061921e-05,4.952637963461322e-16,1.8449628127133916e-05,2.654182976884287e-16,1.995198973445203e-16,6.479774230793962e-17,4.3503432593379025e-15,4.137822095764593e-15,1.0889641553887587e-05,2.497452346060328e-16,1.7729570716899081e-15,2.372501222171552e-16,1.6857682487401531e-15,2.2697693339393667e-12,1.5787056578591627e-16,6.524536393139823e-07,1.412798763318432e-15,1.1034260787946115e-05,1.6312004481620897e-12,8.109202569146261e-17,5.757525830044859e-16,1.1388933890623803e-12,1.7184483872491778e-10,1.2119786468918427e-12,7.371573186339321e-13,3.441674500834308e-15,1.7987350642584727e-12,1.0627076392282975e-16,6.986651488625778e-17,7.365316719568223e-13
2.720162128229585e-06,0.11252379745397634,0.9,0.0,0.0,0.0,0.0,0.09910891706832095,0.0003367264943884054,2.4436761823841453e-06,1.6661279371859006e-05,3.2323998962836024e-05,8.562926133181392e-07,3.599421026050116e-05,3.4531349174675706e-06,6.26156172026698e-06,0.00010169595099257322,0.0004764733404372509,4.677480313246028e-06,4.3853385018994905e-05,1.1002469969788223e-08,8.153292769544439e-08,2.5649835839025063e-08,4.45466093099762e-09,7.730155167163524e-05,9.178348388845719e-05,0.0011302195319560944,0.00013750022739073445,0.00030696738215416666,6.392620270077621e-10,0.00010218712040733757,1.0321357954168756e-11,8.47697742175527e-08,9.569033464220218e-13,1.3813037481016392e-12,1.2302349879779413e-12,9.871360471315852e-12,2.690884734030269e-13,9.803650753648575e-06,0.00016408144965757209,1.9367384842097703e-13,0.00010986730525190406,3.366948147034227e-12,4.955577947513362e-13,9.745676196758497e-05,8.23570889392145e-12,2.366575282573525e-15,4.0451234609395655e-05,5.029406319006601e-16,1.910653811130086e-05,2.694540150048474e-16,2.059445060082308e-16,6.718084219370033e-17,4.477723355567309e-15,4.277941274552335e-15,1.1272024494468003e-05,2.5711325340273486e-16,1.8247298132316555e-15,2.4533695538175845e-16,1.7427194981658052e-15,2.3362293407570237e-12,1.640661903016786e-16,6.895184132682725e-07,1.4606144874925796e-15,1.1273281744777845e-05,1.656132139216236e-12,8.385461597692901e-17,5.951929989221958e-16,1.1563010302588068e-12,1.7447143514788188e-10,1.2530199656737777e-12,7.621061794762413e-13,3.566625239663104e-15,1.864038635210788e-12,1.1018109231297054e-16,7.093437263179895e-17,7.477890132097082e-13
2.760769382101588e-06,0.11252829286043685,0.9,0.0,0.0,0.0,0.0,0.0990953169829128,0.00034130836340953507,2.443450401251473e-06,1.6608968191608016e-05,3.23432186941994e-05,8.561898247729303e-07,3.593919986825808e-05,3.4527345084207236e-06,6.260851685047866e-06,0.0001032054975110542,0.0004849615023828354,4.676968125916307e-06,4.39433275603047e-05,1.1001453449592837e-08,8.15253947131599e-08,2.5646756874269268e-08,4.454303148464946e-09,7.682112569437233e-05,9.315806815277286e-05,0.0011500220840046113,0.0001395698642115274,0.0003124747345812964,6.392200857337778e-10,0.00010374693981513186,1.045994815251132e-11,8.422805376877463e-08,9.573026849004774e-13,1.383891554723589e-12,1.2281371805514591e-12,1.0046683919472548e-11,2.6737237520214126e-13,9.747413426843683e-06,0.0001669026509811213,1.9378931751230734e-13,0.00011184192937271148,3.4268544301032643e-12,4.965745481551284e-13,9.943927788504453e-05,8.401755171231245e-12,2.4021958564066694e-15,4.163778686096008e-05,5.106165029074732e-16,1.9771431033075142e-05,2.7348916978310924e-16,2.1245705661424665e-16,6.960379674829743e-17,4.606783435704517e-15,4.420062307383055e-15,1.165916636030117e-05,2.6457931600859084e-16,1.877183786602797e-15,2.535405528415956e-16,1.8004818714654883e-15,2.403565872985237e-12,1.7037912602811468e-16,7.279381939116166e-07,1.509185670188679e-15,1.1511636333663265e-05,1.6810600448798265e-12,8.666124750211469e-17,6.149397646604515e-16,1.1737060284278694e-12,1.7709763277090833e-10,1.294647634388814e-12,7.874492167268358e-13,3.6938085372983275e-15,1.9305090206702744e-12,1.1415135190079298e-16,7.200206824399571e-17,7.590446452550976e-13
2.8419838898455942e-06,0.11253725673901961,0.9,0.0,0.0,0.0,0.0,0.09906817490106407,0.0003504423838972135,2.4429918826799923e-06,1.6500652797384238e-05,3.237713609683194e-05,8.559837000088903e-07,3.581817130034866e-05,3.451930318515572e-06,6.259437880431148e-06,0.00010622118605945357,0.0005018992949985158,4.67594597469782e-06,4.411029370428328e-05,1.0999389085754394e-08,8.151009662825165e-08,2.564058253590426e-08,4.4535713869359035e-09,7.585332056656238e-05,9.590666384535305e-05,0.0011894969520689662,0.00014370819944215603,0.0003234243952939766,6.391331918500938e-10,0.00010686599136564946,1.0736078157958543e-11,8.313760356819007e-08,9.579677910948057e-13,1.3886586547014602e-12,1.2235685949403664e-12,1.0395061021314076e-11,2.6391797689000854e-13,9.632834489523915e-06,0.00017249284705661555,1.9399317782591222e-13,0.00011578444544685588,3.546399547469553e-12,4.984620914658544e-13,0.00010340881033698805,8.734057346483115e-12,2.4734208495405778e-15,4.403841413673705e-05,5.259653501963701e-16,2.112433111242312e-05,2.8155779656777337e-16,2.2574367107915824e-16,7.456812568598623e-17,4.869930959709693e-15,4.710224076066435e-15,1.244733965674284e-05,2.7980483486896857e-16,1.984130377994556e-15,2.702930815287298e-16,1.9184051703713236e-15,2.540861945927014e-12,1.833541285995699e-16,8.089179505565719e-07,1.6085832541563632e-15,1.1986308953865902e-05,1.730904553440965e-12,9.240599241672619e-17,6.553478260944923e-16,1.2085081329741558e-12,1.8234883724378338e-10,1.3796368731849947e-12,8.393119990468721e-13,3.954843596796476e-15,2.0669349678203057e-12,1.2226823796169528e-16,7.413697535578957e-17,7.815508058374871e-13
2.9150769468152e-06,0.11254529302134199,0.9,0.0,0.0,0.0,0.0,0.09904381352608967,0.00035863042891122167,2.4425718879152914e-06,1.639975080216213e-05,3.240303288505977e-05,8.557976403702872e-07,3.569832741252207e-05,3.451203077636868e-06,6.258172625894114e-06,0.00010893144971165675,0.0005170975104202035,4.675028635564622e-06,4.4246891922334136e-05,1.0997498160885578e-08,8.149608382586575e-08,2.5635009231894857e-08,4.4528957104989875e-09,7.497834629951222e-05,9.837974890027823e-05,0.0012248703960768216,0.000147431637205847,0.0003332024862968265,6.390517945085715e-10,0.00010967246748366493,1.0983439291508957e-11,8.215257320946873e-08,9.584298206679153e-13,1.3925169975387926e-12,1.2190877311942785e-12,1.0705936951970911e-11,2.6079754874032586e-13,9.527940484082467e-06,0.00017746415714885841,1.9414893624099845e-13,0.000119324583448869,3.653671939021103e-12,5.000064178672482e-13,0.0001069852175461759,9.033258769352022e-12,2.5375050298002243e-15,4.6229065258712334e-05,5.397760116911261e-16,2.2367193156992176e-05,2.8881764878418446e-16,2.3799670386432426e-16,7.916947835489449e-17,5.1124780259358866e-15,4.978003123493616e-15,1.317202490619936e-05,2.9384128059778945e-16,2.0826995818471444e-15,2.8575739093254177e-16,2.027223857532243e-15,2.6674098237111683e-12,1.954257444953567e-16,8.866191358735236e-07,1.700596892019307e-15,1.2411174513631414e-05,1.775751796388673e-12,9.772528068588309e-17,6.927515145812253e-16,1.2398210795768855e-12,1.8707357120464002e-10,1.4580701500456982e-12,8.873220520471766e-13,4.197335841697862e-15,2.1936698061185235e-12,1.297698974607024e-16,7.60578428831934e-17,8.018005641477837e-13
2.988170003784806e-06,0.11255329932829167,0.9,0.0,0.0,0.0,0.0,0.09901951521194126,0.00036678894421501217,2.4421455904593264e-06,1.6296401607813446e-05,3.2425065163131966e-05,8.556111425888758e-07,3.5569799770188014e-05,3.4504729448054923e-06,6.256914173852804e-06,0.00011163809795257,0.0005322506611749307,4.674113810022125e-06,4.437161970988542e-05,1.099557885563273e-08,8.148186071105669e-08,2.5629422800121734e-08,4.452205298576869e-09,7.410350290843928e-05,0.00010085221928933153,0.0012600931348596774,0.00015115407320810423,0.0003429057454134482,6.389676282424662e-10,0.00011247830789813589,1.1229747800764891e-11,8.116835444946642e-08,9.587780036460487e-13,1.3960004736183333e-12,1.2143141635680607e-12,1.1014220278976298e-11,2.576797160512028e-13,9.421984982856098e-06,0.00018237861096902659,1.9428155724110982e-13,0.0001228565784005393,3.760629830314922e-12,5.014166302568136e-13,0.00011056390105212264,9.332469493239373e-12,2.601571968788312e-15,4.844690594178937e-05,5.53583545155163e-16,2.3632819893198815e-05,2.9607569668986757e-16,2.505260621204305e-16,8.389559161190218e-17,5.360420249538163e-15,5.251942649189233e-15,1.3910705821324444e-05,3.0819257729542827e-16,2.1834567133483023e-15,3.0158120084939996e-16,2.1385385966259797e-15,2.796772604946267e-12,2.0786636585936385e-16,9.68992126952184e-07,1.795015257530697e-15,1.2833840716604813e-05,1.8205869735404805e-12,1.0318478913151151e-16,7.311303773105437e-16,1.271125601630971e-12,1.9179703400594736e-10,1.5383078521471859e-12,9.365868223511822e-13,4.4469435389495495e-15,2.324123432611981e-12,1.3745272646872672e-16,7.79781936164059e-17,8.220448744208153e-13
3.0612630607544117e-06,0.11256127541420512,0.9,0.0,0.0,0.0,0.0,0.09899527978754784,0.0003749190960239454,2.4417135763729316e-06,1.619128247001619e-05,3.2443676256575025e-05,8.554242789633304e-07,3.5434041303405256e-05,3.4497402803762637e-06,6.25566251618953e-06,0.00011434117607163849,0.0005473575066294862,4.673201534696874e-06,4.4485433692034805e-05,1.0993633808919151e-08,8.146744683890952e-08,2.5623825406491352e-08,4.451501483045186e-09,7.323200490523561e-05,0.00010332407702962769,0.0012951616174349666,0.00015487551312215876,0.00035253243630354133,6.388809283149052e-10,0.00011528351210849049,1.1475040949452565e-11,8.01884665564881e-08,9.590255550454304e-13,1.3991395362549651e-12,1.2092977468793345e-12,1.1319858418096222e-11,2.5457563597697754e-13,9.315490063889608e-06,0.00018723630675231595,1.9439369674821973e-13,0.00012638005456685163,3.867262268211892e-12,5.027035383268263e-13,0.00011414364875482346,9.631587916988654e-12,2.665621765773727e-15,5.069078412620004e-05,5.673879504120944e-16,2.4920155281059748e-05,3.0333194677298977e-16,2.6332878207785687e-16,8.874489045813876e-17,5.613740107685113e-15,5.531926901480763e-15,1.4662907698065213e-05,3.228577000049799e-16,2.286394733052127e-15,3.177578118719445e-16,2.252302471978917e-15,2.928941147157417e-12,2.2067173775101249e-16,1.0561349669177358e-06,1.8918225483420163e-15,1.325435967131614e-05,1.865410153228101e-12,1.0878360655658105e-16,7.704780154427559e-16,1.3024217468489403e-12,1.9651923284693098e-10,1.6203160754106962e-12,9.870980647404554e-13,4.703619507736532e-15,2.4582711889747407e-12,1.453120981218128e-16,7.989803048216444e-17,8.422837675102215e-13
3.1343561177240175e-06,0.1125692211454715,0.9,0.0,0.0,0.0,0.0,0.0989711068891666,0.00038302194494703966,2.4412763994770463e-06,1.608499336013296e-05,3.2459258838572384e-05,8.552371166049408e-07,3.529236880914455e-05,3.4490054231865673e-06,6.25441762979517e-06,0.00011704073636319053,0.0005624171271477518,4.6722918336529934e-06,4.458921354651371e-05,1.099166551449908e-08,8.145286068890292e-08,2.5618219061526192e-08,4.450785520703744e-09,7.236660770160283e-05,0.00010579532409420534,0.001330073284175467,0.0001585959623464574,0.00036208120881933345,6.3879191778627e-10,0.00011808807977518747,1.1719352684709381e-11,7.921592137475569e-08,9.591841729455628e-13,1.4019621751033684e-12,1.2040836237652616e-12,1.1622811203556938e-11,2.51494856661265e-13,9.208911688051403e-06,0.00019203753846322715,1.9448770721222747e-13,0.00012989468121616987,3.973559677438687e-12,5.038770822549911e-13,0.0001177233292671164,9.930519348047517e-12,2.7296545150629575e-15,5.2959652275490855e-05,5.811892277491619e-16,2.6228202200782712e-05,3.1058640531078797e-16,2.7640203083952603e-16,9.37158374722656e-17,5.872420167181749e-15,5.817843805166238e-15,1.5428187413354267e-05,3.3783562989390766e-16,2.3915066342822875e-15,3.342807332258159e-16,2.3684700665569913e-15,3.063906354639914e-12,2.338375770577055e-16,1.1481417214042703e-06,1.9910031237848505e-15,1.3672813147973316e-05,1.9102214004735745e-12,1.1452083049854738e-16,8.107880963528963e-16,1.3337095606323893e-12,2.0124017457812744e-10,1.7040619926082555e-12,1.038847618359588e-12,4.967315199636499e-15,2.596087702119138e-12,1.5334353842076905e-16,8.181735626544962e-17,8.625172727752347e-13
3.2074491746936233e-06,0.11257713650211361,0.9,0.0,0.0,0.0,0.0,0.09894699598903692,0.0003910984528001723,2.4408345798863825e-06,1.5978062690482656e-05,3.247216072893703e-05,8.550497174325461e-07,3.514597042910141e-05,3.4482686898091044e-06,6.253179478807389e-06,0.000119736836633734,0.0005774288833974446,4.671384720031196e-06,4.468376820248992e-05,1.0989676314354893e-08,8.143811961595912e-08,2.5612605620210718e-08,4.450058590341677e-09,7.150965116487377e-05,0.00010826596240990441,0.0013648264545347473,0.00016231542601420564,0.0003715510579049486,6.387008068155394e-10,0.00012089201070763742,1.1962713852014755e-11,7.825327187413257e-08,9.592642128359742e-13,1.4044941157525173e-12,1.1987124880058032e-12,1.1923049548853245e-11,2.48445471217759e-13,9.102645268358096e-06,0.00019678276719363894,1.9456567235496385e-13,0.00013340016714950573,4.079513690887017e-12,5.049464027524764e-13,0.00012130188575769971,1.0229175470897402e-11,2.793670306186487e-15,5.5252560554164845e-05,5.949873778891539e-16,2.7556021641957115e-05,3.1783907837112073e-16,2.897430981846413e-16,9.880693440755858e-17,6.136443002264825e-15,6.109585031826916e-15,1.6206132419762384e-05,3.5312534946248515e-16,2.498785410167807e-15,3.511436874241174e-16,2.4869974895577792e-15,3.201659135568331e-12,2.47359587757043e-16,1.245102612929218e-06,2.092541506107326e-15,1.408930824430782e-05,1.95502077710422e-12,1.2039556738930058e-16,8.520543540586238e-16,1.3649890861522248e-12,2.0595986571349035e-10,1.7895138739547369e-12,1.0918274073590672e-12,5.2379808452357746e-15,2.7375469608189538e-12,1.6154273274880777e-16,8.37361736144078e-17,8.827454181325825e-13
3.280542231663229e-06,0.11258502155106756,0.9,0.0,0.0,0.0,0.0,0.09892294642118736,0.00039914948947024326,2.4403886033029873e-06,1.587095292925363e-05,3.248269002546688e-05,8.548621382501575e-07,3.4995913290457474e-05,3.447530374204474e-06,6.251948016576878e-06,0.00012242953889628514,0.0005923923796754039,4.670480197506755e-06,4.476984153468958e-05,1.0987668395516005e-08,8.142323982683441e-08,2.5606986784311158e-08,4.449321791861082e-09,7.066310086363164e-05,0.00011073599385594446,0.001399420223235713,0.000166033909004111,0.0003809412854727788,6.386077923307943e-10,0.00012369530485212458,1.2205152411725654e-11,7.730265804472746e-08,9.5927484166479e-13,1.4067590028509577e-12,1.1932208527568923e-12,1.2220554207611584e-11,2.454342632794287e-13,8.997031028822722e-06,0.0002014725953645696,1.9462943791404583e-13,0.00013689625592329665,4.185117001922447e-12,5.059199054087145e-13,0.00012487833028803456,1.0527473859391326e-11,2.8576692241046885e-15,5.756864996316631e-05,6.087824019606392e-16,2.8902731319715945e-05,3.250899718156565e-16,3.0334938727892193e-16,1.0401672219883629e-16,6.4057911282309574e-15,6.407045988613467e-15,1.699635952474713e-05,3.687258386615758e-16,2.6082240270661782e-15,3.683406101393346e-16,2.6078423710247127e-15,3.342190367366608e-12,2.6123347136225956e-16,1.3471041604989128e-06,2.1964223730888013e-15,1.4503973448916056e-05,1.999808341882052e-12,1.2640693220263164e-16,8.94270586162914e-16,1.3962603644390202e-12,2.106783124440207e-10,1.8766410838254967e-12,1.1460294370423359e-12,5.515565568600069e-15,2.882622375537957e-12,1.6990552769972908e-16,8.565448504589313e-17,9.029682301149224e-13
3.353635288632835e-06,0.11259287644078798,0.9,0.0,0.0,0.0,0.0,0.09889895740462881,0.00040717583971539505,2.439938920892676e-06,1.5764066064245203e-05,3.249111965114264e-05,8.546744308700853e-07,3.484315121632472e-05,3.446790747768551e-06,6.250723187390362e-06,0.00012511890823346255,0.0006073074308870654,4.669578261583908e-06,4.4848117601698977e-05,1.0985643789502485e-08,8.140823637598533e-08,2.560136410606357e-08,4.448576146088019e-09,6.982858688603739e-05,0.00011320542026310391,0.001433854364498916,0.0001697514159519532,0.00039025146508729294,6.385130578552052e-10,0.0001264979622798716,1.2446693653589717e-11,7.636585006769272e-08,9.592241742181162e-13,1.4087785684963623e-12,1.1876413208512427e-12,1.2515314626826938e-11,2.424668439091881e-13,8.892359127815684e-06,0.00020610774350708492,1.9468063888672988e-13,0.00014038272167027414,4.290363235463787e-12,5.06805319885217e-13,0.0001284517385961214,1.082533752803617e-11,2.9216513494266667e-15,5.990714554654171e-05,6.22574301467147e-16,3.02675038593078e-05,3.3233909130439024e-16,3.1721840516278366e-16,1.0934378022389515e-16,6.680446939604942e-15,6.710125780742139e-15,1.7798513518504278e-05,3.8463607127147313e-16,2.7198153998133485e-15,3.8586564850954833e-16,2.7309638458705054e-15,3.4854908644486586e-12,2.7545493504831395e-16,1.4542293219151297e-06,2.3026305458263937e-15,1.4916955081559412e-05,2.044584150643101e-12,1.3255404781274387e-16,9.374306488507448e-16,1.4275234344802882e-12,2.1539552065244956e-10,1.9654140697740738e-12,1.2014457874952436e-12,5.800017487266225e-15,3.0312868306929303e-12,1.784279311511035e-16,8.757229295143717e-17,9.231857339337527e-13
3.4267283456024407e-06,0.11260070138604407,0.9,0.0,0.0,0.0,0.0,0.09887502806401954,0.0004151782098456251,2.4394859495885247e-06,1.5657748879743946e-05,3.249769136113436e-05,8.544866422713878e-07,3.4688532439223994e-05,3.4460500596842367e-06,6.249504927984768e-06,0.0001278050118205708,0.0006221740330287935,4.668678900747727e-06,4.491922544993988e-05,1.0983604373691374e-08,8.139312317568917e-08,2.5595738992920273e-08,4.44782259548129e-09,6.900744014667772e-05,0.00011567424341344044,0.0014681292442695058,0.00017346795126285043,0.0003994814094479049,6.384167735185669e-10,0.0001292999831753823,1.268736040665453e-11,7.544428865555842e-08,9.59119393562757e-13,1.4105727868087552e-12,1.1820028543696753e-12,1.280732789101309e-11,2.3954777953531215e-13,8.788874522933343e-06,0.00021068902954002477,1.9472072353741277e-13,0.00014385936546844867,4.395246835630001e-12,5.076097542015568e-13,0.000132021245306539,1.1122694519367255e-11,2.9856167586398425e-15,6.226734972411664e-05,6.363630782558999e-16,3.1649564617404895e-05,3.395864423013003e-16,3.313477557492321e-16,1.1478672658513248e-16,6.960392669744237e-15,7.018727175044539e-15,1.8612265681576735e-05,4.0085501251302235e-16,2.8335523756152697e-15,4.037131594555154e-16,2.856322538359678e-15,3.63155135714043e-12,2.9001970094483826e-16,1.5665576374380396e-06,2.4111509896394613e-15,1.5328414101875812e-05,2.089348256445175e-12,1.388360451043393e-16,9.815284572035028e-16,1.4587783333236364e-12,2.2011149592880194e-10,2.055804351850905e-12,1.2580686140540954e-12,6.091283820832827e-15,3.183512741400652e-12,1.8710611264228463e-16,8.948959960357681e-17,9.43397953546127e-13
3.4998214025720465e-06,0.11260849665906555,0.9,0.0,0.0,0.0,0.0,0.09885115744802414,0.00042315723419879427,2.4390300727825836e-06,1.555229800818115e-05,3.250261929059393e-05,8.542988148023065e-07,3.453280722969007e-05,3.4453085374795856e-06,6.2482931689012885e-06,0.00013048791809142744,0.0006369923368242789,4.66778209750449e-06,4.4983743530224185e-05,1.0981551874431286e-08,8.137791301908515e-08,2.5590112713606913e-08,4.4470620064678716e-09,6.82007261362476e-05,0.00011814246504042739,0.0015022457400370583,0.00017718351912383642,0.00040863114052597254,6.383190963618122e-10,0.00013210136782520134,1.2927173242786517e-11,7.453912247752514e-08,9.589668574869976e-13,1.4121600158164065e-12,1.1763310405792783e-12,1.3096597755372642e-11,2.366807106294452e-13,8.686781557341183e-06,0.0002152173503299946,1.947509746536425e-13,0.00014732601216754725,4.499762967977238e-12,5.083397446432082e-13,0.000135586039521352,1.1419477525320286e-11,3.0495655243436015e-15,6.464863583379494e-05,6.501487344867357e-16,3.304818925528807e-05,3.46832030080755e-16,3.457351320754336e-16,1.2034421712022005e-16,7.245610365236649e-15,7.332756494157172e-15,1.9437312223768534e-05,4.1738161751152294e-16,2.949427723901703e-15,4.2187770392538403e-16,2.9838805185313072e-15,3.780362478321092e-12,3.049235113875878e-16,1.6841653728323478e-06,2.5219688080660354e-15,1.5738523263674887e-05,2.1341007097193677e-12,1.4525206267237283e-16,1.026557982715745e-15,1.4900250961825569e-12,2.2482624358635263e-10,2.147784491614528e-12,1.3158901441741068e-12,6.389310971133687e-15,3.3392720953826275e-12,1.959363998440403e-16,9.140640716234162e-17,9.636049117230626e-13
3.5729144595416523e-06,0.1126162625795241,0.9,0.0,0.0,0.0,0.0,0.09882734454554087,0.00043111348135653623,2.438571641372784e-06,1.544796472896025e-05,3.2506093101808594e-05,8.54110986414366e-07,3.437663536929579e-05,3.444566387755945e-06,6.247087835696412e-06,0.00013316769603273823,0.0006517626242476232,4.666887829321616e-06,4.504220376108193e-05,1.0979487871756486e-08,8.136261761509821e-08,2.5584486405136053e-08,4.446295171909952e-09,6.740927610865187e-05,0.00012061008682942971,0.0015362051679191965,0.00018089812351647567,0.0004177008622471668,6.382201706682734e-10,0.00013490211660715693,1.3166150672351505e-11,7.365124273665634e-08,9.587721926844502e-13,1.4135571278555947e-12,1.1706483524209585e-12,1.3383133762487415e-11,2.3386846135654686e-13,8.586248255687473e-06,0.00021969366536384478,1.9477252840162424e-13,0.0001507825076079354,4.603907434244173e-12,5.090013016777007e-13,0.00013914536075883667,1.1715623539128014e-11,3.1134977154822475e-15,6.705044193795078e-05,6.639312726015561e-16,3.446270114692655e-05,3.5407585973446536e-16,3.603783077020576e-16,1.2601494341866747e-16,7.536081855466341e-15,7.65212349249045e-15,2.0273372690801482e-05,4.3421482948555543e-16,3.0674341242229624e-15,4.403540400515961e-16,3.11360125131004e-15,3.93191474754713e-12,3.2016213161050783e-16,1.8071256603382481e-06,2.635069227496424e-15,1.614746459391155e-05,2.178841558421963e-12,1.5180124597328275e-16,1.0725132470280184e-15,1.5212637565424928e-12,2.2953976867763896e-10,2.2413280558061602e-12,1.3749026694156149e-12,6.6940445852403385e-15,3.498536485898457e-12,2.0491527361302594e-16,9.332271768176297e-17,9.838066301181371e-13
3.646007516511258e-06,0.11262399950660566,0.9,0.0,0.0,0.0,0.0,0.09880358829997773,0.0004390474600586403,2.438110975073487e-06,1.534495949823263e-05,3.2508280778254645e-05,8.53923190909072e-07,3.4220593411991536e-05,3.4438237970832847e-06,6.2458888500125714e-06,0.00013584441459267582,0.0006664852876761005,4.665996069468695e-06,4.5095095268817406e-05,1.097741380528784e-08,8.134724763217932e-08,2.5578861080201165e-08,4.445522813769385e-09,6.663371574478227e-05,0.00012307711041846054,0.0015700092166117314,0.00018461176822934063,0.0004266909355856237,6.381201283504893e-10,0.00013770222998013012,1.340430932948695e-11,7.278131493559324e-08,9.585403787490577e-13,1.414779629829099e-12,1.164974400975892e-12,1.3666950435971827e-11,2.311131403131596e-13,8.487410325729884e-06,0.00022411898235867228,1.947863910664087e-13,0.0001542287161798009,4.70767659695949e-12,5.095999522179943e-13,0.0001426984952110396,1.2011073533438757e-11,3.1774133975743007e-15,6.947226493446387e-05,6.777106952945506e-16,3.589246869353182e-05,3.613179361788106e-16,3.752751314859908e-16,1.3179763263102164e-16,7.831788740435181e-15,7.97674126670755e-15,2.1120188369182056e-05,4.513535789871736e-16,3.1875641615020607e-15,4.591371182682659e-16,3.2454495596255656e-15,4.086198564695293e-12,3.3573135559305906e-16,1.9355086364010294e-06,2.750437599923156e-15,1.655542717226159e-05,2.2235708481847235e-12,1.5848274752126765e-16,1.1193883230000892e-15,1.5524943462657647e-12,2.342520760102914e-10,2.3364095901202843e-12,1.4350985468725296e-12,7.005429639600851e-15,3.661277155709033e-12,2.1403936529441469e-16,9.52385331163109e-17,1.0040031293353418e-12
