Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017)
2.7372299960548043e-10,0.11224538028025498,0.9,0.0,0.0,0.0,0.0,0.09999992642188289,1.886234999680555e-08,1.8266797268823606e-08,1.3007647952105781e-08,1.3029612265646784e-08,1.0984560753686417e-08,1.1283169418755828e-08,1.1268408174856186e-08,1.1267503670206249e-08,1.0055234689839846e-08,1.0059783007050296e-08,9.095392816995674e-09,9.111552822462965e-09,8.224065820033868e-11,4.245466708833122e-10,2.0767639752638195e-10,3.9445283136738036e-11,1.0161633804078895e-10,3.319963037884146e-11,8.51264067478274e-11,5.2792591386101565e-11,6.6356888137824915e-12,1.96821104970307e-12,1.550715686304693e-11,5.847940398310247e-16,2.3729427675400378e-14,3.9014189916376047e-16,2.9028569376987157e-16,3.900608572803191e-16,2.1582494444775628e-19,2.4852555527209447e-18,1.564070191710867e-13,7.86771162507449e-15,7.806421089850874e-17,2.958554346662367e-12,9.170222263247528e-20,1.0295773948346502e-16,1.433203066131017e-12,1.2248290516819416e-19,9.08623473781827e-22,8.323268515333989e-17,7.631581726815627e-23,5.141518742521321e-20,9.746270292676643e-23,2.4417117839518436e-25,3.8289710674575894e-29,9.494715564095196e-26,3.559216901490156e-29,8.699456605986441e-21,2.1910568190319197e-27,3.7063938618141665e-26,8.068019012808654e-31,1.3660047867497434e-29,4.76339848791359e-23,5.106689910936758e-29,2.3838427910716942e-26,1.5138162621931687e-29,5.558055119964461e-17,6.335589734793724e-19,3.435170402981874e-31,5.811663620345688e-30,4.423592506443108e-19
2.879735003885494e-10,0.11224538071261883,0.9,0.0,0.0,0.0,0.0,0.09999992259127456,1.9845353524302515e-08,1.9205912355495064e-08,1.3684160136101198e-08,1.3708461407926332e-08,1.1547453056317075e-08,1.1870915875764679e-08,1.1854599789486616e-08,1.1853594164562173e-08,1.0578727600841854e-08,1.0583754367852388e-08,9.568433376140203e-09,9.58631921012682e-09,8.646895453812817e-11,4.547696663145407e-10,2.233206421527669e-10,4.2257480598019036e-11,1.1342156984059158e-10,3.765326071974112e-11,9.419872875205034e-11,5.839869690678017e-11,7.344738895944793e-12,2.076133969027422e-12,1.7250182818020867e-11,6.152713815240792e-16,2.7617192673405306e-14,4.104691537727349e-16,3.054118468861407e-16,4.1038011839803857e-16,2.388875703261245e-19,2.5270024656243403e-18,1.655165054007341e-13,9.244756519515083e-15,8.213144792071428e-17,3.274712920821571e-12,1.0150210167267726e-19,1.0832264600232625e-16,1.5863677056082475e-12,1.3557379522812759e-19,1.0051111466697249e-21,9.214586847300563e-17,8.489375164255484e-23,5.987500901484405e-20,1.1053692751060412e-22,2.702766882802696e-25,4.458891672578528e-29,1.1059193972775937e-25,4.3578870111648546e-29,1.013275185596588e-20,2.5643568400926336e-27,4.422669151060494e-26,9.933885589078818e-31,1.714796794448172e-29,5.559036354653145e-23,5.946847738767074e-29,3.0725331322022344e-26,1.8535229325322004e-29,6.153790249416722e-17,7.009634019373537e-19,4.229644381016815e-31,7.295653677780358e-30,4.894219136495117e-19
3.0222400117161836e-10,0.11224538114511316,0.9,0.0,0.0,0.0,0.0,0.09999991876066583,2.0828455607003053e-08,2.0144488836795725e-08,1.4360604192867923e-08,1.4387359870888838e-08,1.2109811951888937e-08,1.24586944173501e-08,1.2440745248039484e-08,1.243963365978151e-08,1.1102220482936e-08,1.1107749689533264e-08,1.0041426305948941e-08,1.0061125444487476e-08,9.0694825712367e-11,4.851582132272684e-10,2.391103715718971e-10,4.508473558702943e-11,1.2590764662289001e-10,4.241433543844079e-11,1.037289182150394e-10,6.428572720107772e-11,8.089787216403187e-12,2.184048519617916e-12,1.9086229238448676e-11,6.45751776285018e-16,3.189404927348611e-14,4.307978835134264e-16,3.2053926825161884e-16,4.307004870142301e-16,2.6312111859262854e-19,2.5711452021422764e-18,1.7478146003599799e-13,1.0777436896938024e-14,8.619898044152767e-17,3.6069260501577278e-12,1.1179963564173873e-19,1.1368800279281116e-16,1.7473110911117391e-12,1.4932959187663768e-19,1.1064338640118005e-21,1.0151568392276114e-16,9.392946514901325e-23,6.921604065492055e-20,1.245136928378273e-22,2.977098193765411e-25,5.154389966358333e-29,1.2786433589449227e-25,5.283831945018362e-29,1.1715859007173314e-20,2.9778517147982482e-27,5.228696207773686e-26,1.2106156386562974e-30,2.1275722103587694e-29,6.438539171453818e-23,6.87447568490564e-29,3.9119345771754813e-26,2.247368144065999e-29,6.780167751873127e-17,7.717515193838974e-19,5.154591400482452e-31,9.051886379106127e-30,5.388471130373537e-19
3.164745019546873e-10,0.11224538157773814,0.9,0.0,0.0,0.0,0.0,0.09999991493005667,2.181165623632721e-08,2.1082554315337205e-08,1.5036980129280496e-08,1.506630759259131e-08,1.2671658040489994e-08,1.3046505034688157e-08,1.302684450897398e-08,1.3025622159649065e-08,1.1625713336122268e-08,1.1631768982643908e-08,1.0514371611216285e-08,1.0535971521139722e-08,9.491839602237699e-11,5.156847944262983e-10,2.55026190607754e-10,4.792441029151695e-11,1.3907587516149063e-10,4.7484348212773093e-11,1.1371683956611734e-10,7.045352534670952e-11,8.87083573990325e-12,2.291953564141857e-12,2.1015289761765616e-11,6.762352238473325e-16,3.657488675734661e-14,4.511280865307266e-16,3.356679577257415e-16,4.51021962823626e-16,2.885256530069048e-19,2.6176883605943992e-18,1.8421060025052806e-13,1.2474485922531514e-14,9.026680808982201e-17,3.955194895553364e-12,1.2259486046150667e-19,1.1905380980514032e-16,1.916033874985725e-12,1.6375035079034618e-19,1.2125889253965515e-21,1.1134278151647947e-16,1.0342292672592386e-22,7.948210855697541e-20,1.393973840026181e-22,3.264708621319152e-25,5.918717605143809e-29,1.468445132760072e-25,6.349878559817844e-29,1.3456335597693645e-20,3.4336019102150695e-27,6.130037252495973e-26,1.4616689473090655e-30,2.611860145587828e-29,7.406089990305984e-23,7.893911685191293e-29,4.925534887849946e-26,2.700808661365277e-29,7.437250910100508e-17,8.459214325639578e-19,6.223578817408032e-31,1.1112400557036696e-29,5.906335269121363e-19
3.307250027377563e-10,0.1122453820104939,0.9,0.0,0.0,0.0,0.0,0.09999991109944709,2.279495540369566e-08,2.202013214375872e-08,1.5713287952213643e-08,1.5745304513334038e-08,1.3233009375688126e-08,1.3634347718956134e-08,1.3612897533058579e-08,1.3611559667949476e-08,1.2149206160400627e-08,1.2155812257748822e-08,1.0987269296736135e-08,1.1010857435675154e-08,9.91397706291049e-11,5.463261516754756e-10,2.710511067902067e-10,5.077427296440775e-11,1.5292730443325862e-10,5.286452822773627e-11,1.2416236203073386e-10,7.690194201778257e-11,9.687886430649388e-12,2.399849651564285e-12,2.3037356588461404e-11,7.067217239445298e-16,4.167404285870148e-14,4.714597610367039e-16,3.5079791516784094e-16,4.713445455209988e-16,3.151012373109679e-19,2.6666356321053775e-18,1.9381265737637614e-13,1.4344651797815354e-14,9.433493050791101e-17,4.319520616453092e-12,1.338878120092451e-19,1.2442006698949798e-16,2.0925367095020988e-12,1.7883612763967708e-19,1.3235737611544665e-21,1.2162784321956582e-16,1.1337409824016881e-22,9.071707023240972e-20,1.551916096509586e-22,3.565601070430345e-25,6.755126855055825e-29,1.6761261052732767e-25,7.569465965683286e-29,1.5361760423883072e-20,3.93366559365529e-27,7.132264582504262e-26,1.7498907508402517e-30,3.1756222362577944e-29,8.465870449231084e-23,9.00949455819638e-29,6.139145295670701e-26,3.2195617985563734e-29,8.12510626692388e-17,9.234713395831458e-19,7.450840514945262e-31,1.3511076089909472e-29,6.447798971673765e-19
3.4497550352082525e-10,0.11224538244338046,0.9,0.0,0.0,0.0,0.0,0.09999990726883702,2.377835310052967e-08,2.2957242076743345e-08,1.6389527668542265e-08,1.642435057538501e-08,1.3793881782269714e-08,1.4222222461332497e-08,1.4198904283188602e-08,1.4197446188467236e-08,1.2672698955771062e-08,1.2679879525423078e-08,1.1460119367301909e-08,1.148578318368236e-08,1.0335903849126682e-10,5.770626322941703e-10,2.8717023404461194e-10,5.363243635682509e-11,1.6746276602838911e-10,5.8555880589879e-11,1.3506535896514943e-10,8.363083432573698e-11,1.0540941252305784e-11,2.5077376457548782e-12,2.515242164584761e-11,7.3721127631014e-16,4.7205315595004515e-14,4.917929053023527e-16,3.6592914043715473e-16,4.916682348011627e-16,3.428479352292418e-19,2.717989942810872e-18,2.035963738929134e-13,1.6396694750957947e-14,9.840334734989772e-17,4.6999043709134825e-12,1.4567852611918115e-19,1.2978677429603527e-16,2.2768202468605755e-12,1.94586978088871e-19,1.43938591240885e-21,1.3237158294226585e-16,1.2378294021401342e-22,1.0296481593529178e-19,1.718993206212352e-22,3.879778446554664e-25,7.666870591821758e-29,1.9024874064920095e-25,8.956645666032543e-29,1.7439734581019837e-20,4.480098128178378e-27,8.240947346762938e-26,2.078779187224492e-30,3.8272426021270704e-29,9.622060810077411e-23,1.0225564005593887e-28,7.581010281616669e-26,3.8096054859360046e-29,8.843803624250313e-17,1.004399516842911e-18,8.851274421980724e-31,1.6283591226285352e-29,7.012850203637811e-19
3.592260043038942e-10,0.11224538287639793,0.9,0.0,0.0,0.0,0.0,0.09999990343822646,2.476184931825113e-08,2.389390082622736e-08,1.7065699285141478e-08,1.710344572273788e-08,1.4354289135060507e-08,1.481012925299692e-08,1.478486472423307e-08,1.4783281724986682e-08,1.3196191722233542e-08,1.32039707962498e-08,1.1932921827706547e-08,1.1960748760747049e-08,1.0757627486555366e-10,6.078776327667816e-10,3.0337053220355594e-10,5.649730515700703e-11,1.8268290862699443e-10,6.455922079768123e-11,1.4642570728265107e-10,9.064006483237609e-11,1.1430002167996814e-11,2.615617542932456e-12,2.736047759157291e-11,7.677038806777109e-16,5.318197617027485e-14,5.121275176503469e-16,3.8106163339283023e-16,5.119930303589749e-16,3.717658104685719e-19,2.7717535751823282e-18,2.1357050086246115e-13,1.8639384473517656e-14,1.0247205828022515e-16,5.096347315646706e-12,1.579670385838585e-19,1.3515393167487027e-16,2.4688851391887256e-12,2.1100295779598768e-19,1.5600230140888877e-21,1.435747465283785e-16,1.3464941676357286e-22,1.1626927010042657e-19,1.8952291113578334e-22,4.207243655638219e-25,8.657202300393059e-29,2.148329948722775e-25,1.052608131812149e-28,1.9697882501997562e-20,5.074961463981758e-27,9.46164068812609e-26,2.4519929279718586e-30,4.5755253162972457e-29,1.0878839988144644e-22,1.1546460612191489e-28,9.28191736631886e-26,4.477178175612321e-29,9.593416041620315e-17,1.0887043072755352e-18,1.0440462379886844e-30,1.9467411873767094e-29,7.601477395147641e-19
3.734765050869632e-10,0.11224538330954634,0.9,0.0,0.0,0.0,0.0,0.0999998996076154,2.574544404828251e-08,2.4830122534892628e-08,1.7741802808886555e-08,1.7782589900899418e-08,1.4914243603811776e-08,1.5398068085130277e-08,1.5370778822697043e-08,1.5369066281291987e-08,1.3719684459788044e-08,1.3728086080818016e-08,1.2405676682742508e-08,1.2435754162452218e-08,1.1179154343885078e-10,6.387571242429427e-10,3.1964057782558613e-10,5.936753105973356e-11,1.9858822628158288e-10,7.087520417980585e-11,1.5824328695799908e-10,9.792950070816164e-11,1.2355071140306861e-11,2.7234888285520148e-12,2.966151751113488e-11,7.98199536780806e-16,5.961678272566044e-14,5.324635964486703e-16,3.961953938939254e-16,5.323189318893325e-16,4.018549267182215e-19,2.82792826755307e-18,2.2374379575836338e-13,2.1081497949370653e-14,1.0654106297240203e-16,5.508850606058735e-12,1.7075338515532106e-19,1.4052153907608981e-16,2.6687320385418684e-12,2.280841224128966e-19,1.6854827804435712e-21,1.552381117398836e-16,1.4597349411048673e-22,1.30674392776433e-19,2.0806430522043835e-22,4.547999604113998e-25,9.729376075077905e-29,2.41445435199213e-25,1.2293047787953816e-28,2.2143852993967674e-20,5.720314674642043e-27,1.079990770662246e-25,2.873346694018462e-30,5.42970615753818e-29,1.2240385592735425e-22,1.297652584635011e-28,1.1275306921414527e-25,5.228778446907141e-29,1.0374019834339465e-16,1.1763841088840016e-18,1.2234651068922744e-30,2.3101841655719365e-29,8.213669360848304e-19
3.8772700587003215e-10,0.11224538374282567,0.9,0.0,0.0,0.0,0.0,0.0999998957770038,2.672913728204689e-08,2.5765919176645913e-08,1.8417838246652984e-08,1.846178305670344e-08,1.5473755867446165e-08,1.5986038948914636e-08,1.5956646546356426e-08,1.5954799861167193e-08,1.4243177168434539e-08,1.4252225389720871e-08,1.2878383937201761e-08,1.2910799384378262e-08,1.1600489813166676e-10,6.696892512061718e-10,3.35970363305358e-10,6.22419746515662e-11,2.1517908193651443e-10,7.750435083988879e-11,1.7051798060204324e-10,1.0549901302029896e-10,1.3316150131280062e-11,2.8313513037325233e-12,3.20555342170246e-11,8.286982443530114e-16,6.652199473379006e-14,5.52801140105047e-16,4.1133042179941657e-16,5.526459390871743e-16,4.331153476498619e-19,2.8865152968835797e-18,2.341250206340414e-13,2.3731817624401593e-14,1.106103611078878e-16,5.937415396282817e-12,1.8403760154615046e-19,1.458895964497527e-16,2.876361596902951e-12,2.4583052758526746e-19,1.8157629927883322e-21,1.6736248823919917e-16,1.5775513713256834e-22,1.462241810566922e-19,2.275250299324306e-22,4.902049198903752e-25,1.0886646619456268e-28,2.701660987886656e-25,1.4273431362877481e-28,2.4785320273692425e-20,6.418211762912898e-27,1.226130748012754e-25,3.346809909776337e-30,6.399441151619439e-29,1.3710873954462367e-22,1.4520102060432312e-28,1.3597382006454649e-25,6.071165103672231e-29,1.1185694571366157e-16,1.2674373669834184e-18,1.425074629605175e-30,2.7227973200787357e-29,8.849415245724363e-19
4.019775066531011e-10,0.11224538417623604,0.9,0.0,0.0,0.0,0.0,0.09999989194639164,2.7712929010967964e-08,2.6701300892968436e-08,1.9093805605316425e-08,1.9141025138148454e-08,1.603283530088454e-08,1.657404183553328e-08,1.6542467864041048e-08,1.6540482468396166e-08,1.4766669848172999e-08,1.4776388733554116e-08,1.3351043595875797e-08,1.3385884422103076e-08,1.2021638461277527e-10,7.006639944087359e-10,3.5235112133475456e-10,6.511967328980396e-11,2.3245572772565361e-10,8.444706665187068e-11,1.8324967309839998e-10,1.1334847613481933e-10,1.4313241102420308e-11,2.9392051874247585e-12,3.454252016224745e-11,8.592000031279308e-16,7.39093878240473e-14,5.7314014706208315e-16,4.264667169682027e-16,5.729740516474818e-16,4.655471369175707e-19,2.9475155501894902e-18,2.4472294057965206e-13,2.6599129863612258e-14,1.1467995237512086e-16,6.3820428392088786e-12,1.978197234303788e-19,1.5125810374588864e-16,3.0917744661824885e-12,2.642422289525643e-19,1.950861489213994e-21,1.7994871757058762e-16,1.699943089381001e-22,1.6296267051016564e-19,2.479062769943732e-22,5.269395347420141e-25,1.2132269245899768e-28,3.010750040940042e-25,1.648372968173618e-28,2.762998500217973e-20,7.17071598624606e-27,1.3851377425047695e-25,3.876513916047926e-30,7.494800638585063e-29,1.5294480131874466e-22,1.618153249074814e-28,1.6287218228491381e-25,7.011357151956093e-29,1.2028523073111572e-16,1.3618625676248456e-18,1.6506343724866334e-30,3.1888662955103495e-29,9.508704479184176e-19
4.162280074361701e-10,0.11224538460977734,0.9,0.0,0.0,0.0,0.0,0.09999988811577891,2.869681922647003e-08,2.7636276275746516e-08,1.9769704891752736e-08,1.9820316094256062e-08,1.6591490138048666e-08,1.7162076736170664e-08,1.7128242745532824e-08,1.712611410676262e-08,1.529016249900339e-08,1.5300576122914827e-08,1.3823655663555628e-08,1.386100927120214e-08,1.2442604157285094e-10,7.316728874393158e-10,3.6877517144963034e-10,6.79998140082249e-11,2.504183225202044e-10,9.170366094654874e-11,1.9643825129275039e-10,1.214777672137976e-10,1.534634601469145e-11,3.0470506712181113e-12,3.7122467818157176e-11,8.89704812839185e-16,8.179026885317001e-14,5.93480615793019e-16,4.4160427925910207e-16,5.933032692652774e-16,4.991503581578432e-19,3.0109295862926133e-18,2.5554632241995047e-13,2.9692223649281575e-14,1.1874983646866935e-16,6.842734086509368e-12,2.1209978644428884e-19,1.5662706091449936e-16,3.314971298218555e-12,2.8331928214804466e-19,2.0907761559341948e-21,1.9299767314097673e-16,1.8269097272567423e-22,1.8093393661173726e-19,2.692089547155505e-22,5.650040957561837e-25,1.3469499875764682e-28,3.3425214027503427e-25,1.8941050516889292e-28,3.0685575318487346e-20,7.979888684024618e-27,1.5575663669480884e-25,4.466746691062517e-30,8.726286525440056e-29,1.6995377917145249e-22,1.7965161257956617e-28,1.9386873620333032e-25,8.056633289320801e-29,1.290259140917916e-16,1.45965822995881e-18,1.901970641725492e-30,3.7128604644328126e-29,1.0191526721740974e-18
4.3047850821923904e-10,0.11224538504344966,0.9,0.0,0.0,0.0,0.0,0.0999998842851656,2.9680807919977973e-08,2.8570852606546255e-08,2.044553611283797e-08,2.0499655874946902e-08,1.714972761445454e-08,1.7750143642012473e-08,1.77139711614569e-08,1.7711694780050123e-08,1.581365512092569e-08,1.5824787568400334e-08,1.4296220145031776e-08,1.4336173927248581e-08,1.286339018019652e-10,7.627087769392124e-10,3.852357855567056e-10,7.088171054130088e-11,2.6906694666165946e-10,9.927436149102626e-11,2.1008360372586467e-10,1.298867657899961e-10,1.6415466828517456e-11,3.1548876920802646e-12,3.979536986738629e-11,9.20212673220416e-16,9.017549107705756e-14,6.13822544798019e-16,4.567431085308596e-16,6.136335916356239e-16,5.339250749895947e-19,3.076757687667075e-18,2.666039336160829e-13,3.301988948292578e-14,1.228200130884876e-16,7.319490288661973e-12,2.268778261871175e-19,1.6199646790556174e-16,3.545952744776768e-12,3.030617427987596e-19,2.235504919963963e-21,2.0651026019994634e-16,1.9584509273334607e-22,2.001820961708876e-19,2.9143373196543314e-22,6.043988937715154e-25,1.4901595039421309e-28,3.6977747059284927e-25,2.1663112024089584e-28,3.395984787235451e-20,8.847782437989815e-27,1.7439711747342953e-25,5.1219489753624934e-30,1.0104820132756337e-28,1.8817739846593838e-22,1.9875333367632798e-28,2.294149853648497e-25,9.21453201780824e-29,1.380798889601865e-16,1.5608229016599204e-18,2.1809748352159155e-30,4.299427760085889e-29,1.0897871833066873e-18
4.44729009002308e-10,0.11224538547725299,0.9,0.0,0.0,0.0,0.0,0.09999988045455165,3.06648950829173e-08,2.9505036059715432e-08,2.1121299275448362e-08,2.1179044430932043e-08,1.7707554092139482e-08,1.8338242544245568e-08,1.82996530831335e-08,1.8297224492042088e-08,1.6337147713939868e-08,1.6349023080607295e-08,1.4768737045094284e-08,1.4811378385813241e-08,1.3283999310419055e-10,7.937656190683899e-10,4.0172706993113075e-10,7.376478378484466e-11,2.8840161416149194e-10,1.0715932721208924e-10,2.2418562040357287e-10,1.3857535340581003e-10,1.7520605503782528e-11,3.2627161074278866e-12,4.2561219055445877e-11,9.507235840052834e-16,9.907546930816067e-14,6.341659326009194e-16,4.718832046421494e-16,6.33965018453628e-16,5.698713510141603e-19,3.144999903370492e-18,2.7790454133931716e-13,3.659091845908812e-14,1.2689048193926642e-16,7.812312594969553e-12,2.4215387822167605e-19,1.6736632466902586e-16,3.7847194575502535e-12,3.2346966652554903e-19,2.385045742905088e-21,2.2048741581909556e-16,2.0945663350807535e-22,2.2075130875827133e-19,3.1458107552429033e-22,6.451242196757803e-25,1.643181187563305e-28,4.0773094238051573e-25,2.4668242949548253e-28,3.74605888556063e-20,9.77646120036183e-27,1.9449037980461534e-25,5.846724302180824e-30,1.164173070555474e-28,2.076573720581615e-22,2.1916394710114003e-28,2.6999445568191485e-25,1.0492851739249436e-28,1.4744808094516483e-16,1.6653551557852119e-18,2.48960771515832e-30,4.95338979341161e-29,1.162772985005745e-18
4.5897950978537697e-10,0.11224538591118725,0.9,0.0,0.0,0.0,0.0,0.09999987662393708,3.164908070671414e-08,3.043883187440771e-08,2.1796994386460335e-08,2.18584817136178e-08,1.82649751690301e-08,1.8926373434058017e-08,1.8885288482444707e-08,1.8882703246521768e-08,1.6860640278045876e-08,1.6873282670130982e-08,1.524120636853272e-08,1.5286622642464728e-08,1.3704433907225547e-10,8.248383071153074e-10,4.182438617424181e-10,7.664854521360303e-11,3.0842228299610647e-10,1.1535865897982714e-10,2.3874419259880885e-10,1.4754341330745816e-10,1.866176399983109e-11,3.3705358939802245e-12,4.542000802213224e-11,9.81237544927466e-16,1.0850019496394167e-13,6.545107777463763e-16,4.870245674515718e-16,6.54297549414436e-16,6.069892498153041e-19,3.215656085271289e-18,2.8945691168900984e-13,4.041410148327247e-14,1.3096124272986227e-16,8.321202153577693e-12,2.579279780748926e-19,1.7273663115481534e-16,4.031272088159601e-12,3.445431089430379e-19,2.5393966156839954e-21,2.3493010887141115e-16,2.2352555907664814e-22,2.426857781306563e-19,3.3865128174034977e-22,6.87180364405254e-25,1.8063408131786576e-28,4.4819247330135545e-25,2.7975381079249274e-28,4.1195615032555064e-20,1.0767988941144066e-26,2.160916873116971e-25,6.645833908887613e-30,1.334877936431232e-28,2.284354002832436e-22,2.40926920608528e-28,3.16123794789424e-25,1.1899650103091276e-28,1.571314480758675e-16,1.773253585362627e-18,2.829897243267935e-30,5.679752049817576e-29,1.238109094904783e-18
4.874805113515149e-10,0.11224538677944858,0.9,0.0,0.0,0.0,0.0,0.099999868962706,3.361774730258774e-08,3.2305277660871136e-08,2.3148180481195706e-08,2.321750226772977e-08,1.9378620223402007e-08,2.0102731141179284e-08,2.0056419603911677e-08,2.0053507898076523e-08,1.7907625319533273e-08,1.7921874123498885e-08,1.618600230469319e-08,1.623723053229166e-08,1.4544787188600772e-10,8.870146862084847e-10,4.513364663637857e-10,8.241655483336748e-11,3.505212250309438e-10,1.327005835431035e-10,2.692305740329185e-10,1.663174900645181e-10,2.1052148288957824e-11,3.5861495747223567e-12,5.141637575457357e-11,1.0422746161185867e-15,1.2896182560371725e-13,6.952048343338183e-16,5.173110925988687e-16,6.949659225452592e-16,6.847401699945012e-19,3.364208940329102e-18,3.1335199570809566e-13,4.8852088754080486e-14,1.3910363898398343e-16,9.387187614577762e-12,2.9097046316826637e-19,1.8347859309294972e-16,4.547737709005266e-12,3.886867722775231e-19,2.8625205968517287e-21,2.652161416522138e-16,2.530354202284698e-22,2.9082753172642954e-19,3.8956076124787386e-22,7.752862743285748e-25,2.164377293669413e-28,5.36959258328017e-25,3.557447709717754e-28,4.9399949061208537e-20,1.2947810352552244e-26,2.6403933862571127e-25,8.486868283783825e-30,1.7322415836969796e-28,2.74052359461457e-22,2.886838631785099e-28,4.272708766046954e-25,1.5132210400158129e-28,1.7744770184947926e-16,1.9991434283117013e-18,3.6138850947071646e-30,7.370584969169701e-29,1.3958283694126468e-18
5.159815129176529e-10,0.11224538764823347,0.9,0.0,0.0,0.0,0.0,0.09999986130147215,3.558680763901971e-08,3.417021815111491e-08,2.449909445205929e-08,2.457671715952975e-08,2.0490695620163765e-08,2.1279216692904815e-08,2.1227364309421452e-08,2.122410876497734e-08,1.8954610245387607e-08,1.8970562013215588e-08,1.7130607991820038e-08,1.7187997561235012e-08,1.5384462716521687e-10,9.492108166789178e-10,4.844837451646727e-10,8.81831615854481e-11,3.953626200982129e-10,1.5130009321253528e-10,3.015418976713237e-10,1.8620808726165006e-10,2.3586635359859874e-11,3.80172928919253e-12,5.778441346714853e-11,1.1033238846635812e-15,1.5163240436879313e-13,7.359047032468978e-16,5.476026828401854e-16,7.356387085901003e-16,7.671783438458251e-19,3.5224121945796175e-18,3.3835927044535656e-13,5.840415216817366e-14,1.472471995875868e-16,1.051745583422299e-11,3.260055649817975e-19,1.9422235331887484e-16,5.095354818826143e-12,4.3549317759479705e-19,3.2048612251119034e-21,2.9737674478797594e-16,2.8437438487379725e-22,3.4496192480908106e-19,4.441620491371056e-22,8.687189520069205e-25,2.5668763601748205e-28,6.367166974552528e-25,4.462408554794777e-28,5.863603462284458e-20,1.5403734817455976e-26,3.1868068527383946e-25,1.0686274606079598e-29,2.212813572870494e-28,3.253616278914928e-22,3.423720805854137e-28,5.676936348752213e-25,1.8981860329708947e-28,1.9903696202281055e-16,2.2384814809122295e-18,4.5504969984326874e-30,9.415511768138684e-29,1.562937361678361e-18
5.444825144837908e-10,0.11224538851754169,0.9,0.0,0.0,0.0,0.0,0.09999985364023546,3.755626164744071e-08,3.6033673850691946e-08,2.5849736354069333e-08,2.5936126018011307e-08,2.160122700329609e-08,2.2455830018782348e-08,2.2398122387565413e-08,2.2394505877484702e-08,2.0001595055608573e-08,2.001934642393778e-08,1.8075023468212396e-08,1.8138923693766865e-08,1.622346972491711e-10,1.0114072960672898e-09,5.176627636623413e-10,9.394653161249474e-11,4.429448644308876e-10,1.711566741724742e-10,3.35677324700597e-10,2.0721431041221648e-10,2.626524086786753e-11,4.0172748641772455e-12,6.452406211216964e-11,1.1643853484325585e-15,1.765781020927977e-13,7.766103733742054e-16,5.778993370418863e-16,7.763159051116302e-16,8.543042794068423e-19,3.690260202334486e-18,3.6454877056933064e-13,6.914055660787848e-14,1.553919223178306e-16,1.1712015957378178e-11,3.630335664813525e-19,2.0496791143112206e-16,5.674128627971641e-12,4.8496276958781e-19,3.5664031084401285e-21,3.3142081208252566e-16,3.175421644000822e-22,4.054443232177615e-19,5.024536388891567e-22,9.674807266843253e-25,3.0164464005804145e-28,7.481032696310461e-25,5.529762509284559e-28,6.896761134976965e-20,1.815224632976879e-26,3.804556274161502e-25,1.3287789913156768e-29,2.787502589751418e-28,3.8269635574263573e-22,4.0233963384408475e-28,7.428298131767683e-25,2.3522390845691415e-28,2.219080575785986e-16,2.491256967226451e-18,5.658363151803099e-30,1.1860962406423003e-28,1.739428547799729e-18
5.729835160499287e-10,0.11224538938737291,0.9,0.0,0.0,0.0,0.0,0.09999984597899572,3.952610925929098e-08,3.789565972661892e-08,2.7200106242247095e-08,2.7295728477467487e-08,2.271023447823676e-08,2.3632571048378816e-08,2.356869363061401e-08,2.3564699265856626e-08,2.1048579750195833e-08,2.106822744025804e-08,1.9019248772161683e-08,1.9090008894326387e-08,1.70618149536154e-10,1.073590271350922e-09,5.508559226102535e-10,9.970536664889218e-11,4.932660328452815e-10,1.922694750401913e-10,3.716360251240476e-10,2.2933527553591207e-10,2.9087980459681657e-11,4.232785834709066e-12,7.163526282296826e-11,1.2254590052959232e-15,2.0385967101737631e-13,8.173218337630344e-16,6.082010540692877e-16,8.169975096731847e-16,9.461184844341241e-19,3.867746186833716e-18,3.9199047113940727e-13,8.113152144851045e-14,1.6353780498362519e-16,1.2970877111491085e-11,4.020547500927543e-19,2.157152670278506e-16,6.2840643456271584e-12,5.370959928497905e-19,3.9471310356272975e-21,3.673577442928673e-16,3.525384710817299e-22,4.726309361701801e-19,5.644330330113708e-22,1.0715739283830523e-24,3.5156967755549565e-28,8.717570690647677e-25,6.7778237891827e-28,8.045900666437712e-20,2.1209834212717895e-26,4.498031293602289e-25,1.633767060465501e-29,3.4678818551201103e-28,4.463894915484972e-22,4.689347258726191e-28,9.587527091485416e-25,2.883173253142485e-28,2.460703340267554e-16,2.7574592379383538e-18,6.957187454596822e-30,1.4756196668988461e-28,1.92529449228353e-18
