Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013)
2.2763116297884124e-07,0.11225889348407213,0.9,0.0,0.0,0.0,0.0,0.09993689911124921,2.3860813410238283e-05,2.446919571068105e-06,5.850343781066773e-06,1.0240074763950395e-05,8.618508994509064e-07,1.0004439928705479e-05,3.3661020978634626e-06,4.948646779607869e-06,8.360157244243579e-06,1.3514671956776237e-05,3.7643435296377382e-06,9.50966470863026e-06,1.1017068330405787e-08,8.164072953984433e-08,2.5816326945597346e-08,4.463644964455406e-09,2.100803753746245e-05,7.034365981537071e-06,3.122095321952146e-05,9.821841841116654e-06,4.974613816584973e-06,6.197298086209025e-10,6.158578992361029e-06,7.392333254351939e-13,2.3244893194290872e-08,3.063958397865923e-13,3.0275269438706805e-13,3.456089254119808e-13,1.616891503433767e-13,7.387746193610358e-14,1.2450418992898644e-06,1.909212769800623e-06,6.135209127174857e-14,2.030959094101667e-06,6.290799752008665e-14,1.0746014460925539e-13,1.2142324631010337e-06,1.0371164283593775e-13,1.6905574909345708e-16,3.683855755503977e-08,3.03223294056395e-17,3.893918573570016e-09,2.06538797858157e-17,4.1490502196269993e-19,3.530763862465879e-20,2.271808119761628e-17,4.96381296134032e-18,2.598427873349694e-09,1.1006275908916221e-18,9.933231771443979e-18,2.4018069048779375e-19,2.169594955119038e-18,1.1852624190400693e-14,5.811650381082585e-20,1.1195454400903936e-11,1.933220837239253e-18,2.8485246600186876e-08,1.182996473739938e-13,9.364134746526633e-20,8.452293098559195e-19,8.256580033349339e-14,1.245815130908132e-11
2.3295958562703315e-07,0.11225928868323681,0.9,0.0,0.0,0.0,0.0,0.0999353652154323,2.4537213878711585e-05,2.447591645045744e-06,5.929802924700471e-06,1.0439416032736964e-05,8.618441949518045e-07,1.0211916131691607e-05,3.3751848280543824e-06,4.9975467373251705e-06,8.555924919320663e-06,1.3962494073235913e-05,3.7991396285495905e-06,9.730314447916424e-06,1.1020094298427421e-08,8.166320834343365e-08,2.5816126875892225e-08,4.463632492495185e-09,2.1555000107212263e-05,7.21630263829826e-06,3.2409165365349656e-05,1.0095615842484626e-05,5.205703504304166e-06,6.214057316307357e-10,6.3585695924841465e-06,7.601745867823868e-13,2.3850830797013403e-08,3.1235448613504237e-13,3.0977152447473675e-13,3.5276964979455474e-13,1.6919703262229665e-13,7.579948180014718e-14,1.2988665849253878e-06,2.0111804637518746e-06,6.25464191523976e-14,2.1221990137245527e-06,6.573287067604404e-14,1.0995350866799652e-13,1.2731526931176664e-06,1.0874216484905104e-13,1.7376799220291624e-16,3.986052426208434e-08,3.130694793543996e-17,4.288208465096383e-09,2.118807178942305e-17,4.408031185999546e-19,3.8116197413977643e-20,2.401320857123981e-17,5.339170790865995e-18,2.8578621378924417e-09,1.1685781922632335e-18,1.0478977470705575e-17,2.5949890505930734e-19,2.3290937765750285e-18,1.2528338280871711e-14,6.295556097788672e-20,1.2560730638885192e-11,2.076369992969114e-18,3.064212395883286e-08,1.2159714006764054e-13,1.0102525803019412e-19,9.06040754673641e-19,8.486814457720766e-14,1.2805546403249114e-11
2.3828800827522506e-07,0.11225968615776213,0.9,0.0,0.0,0.0,0.0,0.09993382873293845,2.52164652116199e-05,2.4481701779808153e-06,6.0083218541532355e-06,1.0636998529421512e-05,8.618364199409203e-07,1.0417531924096057e-05,3.383507489577317e-06,5.04470775531037e-06,8.751703917956703e-06,1.4416026544532323e-05,3.832648377652804e-06,9.94987828546172e-06,1.1022699104979115e-08,8.168255874547109e-08,2.5815894570967483e-08,4.4636149722159545e-09,2.209959360757934e-05,7.398237353912486e-06,3.361170250407181e-05,1.0369457789351401e-05,5.441494289405074e-06,6.229417970200621e-10,6.559076236766327e-06,7.812033408424111e-13,2.4454122514823453e-08,3.182602701048468e-13,3.1675550507807777e-13,3.5986582064267226e-13,1.7685741664411727e-13,7.771309764110196e-14,1.3532505934100076e-06,2.1157629312284635e-06,6.373020959670882e-14,2.215184053216457e-06,6.86116862493867e-14,1.1243460194804052e-13,1.3334207781241579e-06,1.1388761217589489e-13,1.7848140321887485e-16,4.304671507830805e-08,3.229410294182342e-17,4.7110999977732864e-09,2.1722257654286872e-17,4.677186150245071e-19,4.107847506149181e-20,2.5347258561616884e-17,5.7323707201782225e-18,3.135746803428988e-09,1.238792202578328e-18,1.1040523397978498e-17,2.798053353231772e-19,2.4959604942735994e-18,1.3224360259436913e-14,6.807722682246246e-20,1.4054098349762118e-11,2.2261281755258187e-18,3.28995478428733e-08,1.248954511480053e-13,1.0877657817645659e-19,9.695795176871929e-19,8.717106148321573e-14,1.3153027905052737e-11
2.43616430923417e-07,0.11226008587026395,0.9,0.0,0.0,0.0,0.0,0.09993228967542812,2.5898455555652698e-05,2.448667754098382e-06,6.0859553502477e-06,1.083283768645531e-05,8.618278125223064e-07,1.0621293895186552e-05,3.3911321731758226e-06,5.090189762307418e-06,8.947494845247745e-06,1.4875235622331209e-05,3.864917327132023e-06,1.0168340771746382e-05,1.1024939409691538e-08,8.169920161232403e-08,2.581563719981705e-08,4.463593636920135e-09,2.2641767220640994e-05,7.580169917600864e-06,3.482832721875023e-05,1.0643357889142517e-05,5.681942361405046e-06,6.243494368494539e-10,6.7600556796832106e-06,8.023161149165106e-13,2.5054711714491788e-08,3.2411365567480596e-13,3.2370414551732363e-13,3.668976684004388e-13,1.846688688790159e-13,7.961813094892275e-14,1.4081613134322855e-06,2.2229486826017306e-06,6.490355506705434e-14,2.3098984065602857e-06,7.154395125384576e-14,1.1490324986945216e-13,1.3950300028058345e-06,1.1914740408176884e-13,1.8319581368662685e-16,4.640147624439482e-08,3.3283581632944346e-17,5.163848736228776e-09,2.2256436781825387e-17,4.956681864270667e-19,4.4199169450899386e-20,2.6720335027299146e-17,6.143756291655339e-18,3.432868198847754e-09,1.3112761506145276e-18,1.1617924154258626e-17,3.011207511998351e-19,2.6703333687940124e-18,1.3940743889265375e-14,7.349112921381667e-20,1.5684040833203043e-11,2.3826172973597933e-18,3.52591166144729e-08,1.281944626663263e-13,1.1690268924137712e-19,1.0358947229435124e-18,8.94744685300331e-14,1.350058336301661e-11
2.489448535716089e-07,0.11226048778486387,0.9,0.0,0.0,0.0,0.0,0.09993074805478643,2.658307678947653e-05,2.4490952683818617e-06,6.162754983609017e-06,1.1026948809646545e-05,8.618185585224874e-07,1.0823210511363313e-05,3.398116062983503e-06,5.134050735609774e-06,9.143298303833965e-06,1.5340087375054927e-05,3.895992270668733e-06,1.0385688357319292e-05,1.1026864266355596e-08,8.171350131540308e-08,2.581536035759649e-08,4.463569448097555e-09,2.3181475292470102e-05,7.762100163535804e-06,3.605881077932457e-05,1.0917307661369065e-05,5.927004064850145e-06,6.25639179740445e-10,6.9614682131903384e-06,8.235095521949796e-13,2.5652547528676682e-08,3.299151031180974e-13,3.3061701564787616e-13,3.7386548836969173e-13,1.9262996091306918e-13,8.151442145010301e-14,1.4635671146443102e-06,2.3327259974024727e-06,6.606654726673696e-14,2.406326398290674e-06,7.452917676990673e-14,1.1735929932245657e-13,1.4579735625835768e-06,1.245209522283504e-13,1.8791107760835087e-16,4.992912995543669e-08,3.427518857424807e-17,5.64772704406052e-09,2.279060866040226e-17,5.246683274376427e-19,4.7483004035876145e-20,2.8132529347480675e-17,6.573667049354194e-18,3.750022546752821e-09,1.3860361248241528e-18,1.2211212685126892e-17,3.234656012747323e-19,2.852348831739175e-18,1.4677537067207663e-14,7.920697855772156e-20,1.745936678442833e-11,2.545958170689654e-18,3.772238045835461e-08,1.3149407247720683e-13,1.254108674392035e-19,1.1050349779646277e-18,9.177829425303473e-14,1.3848201994016434e-11
2.542732762198008e-07,0.11226089186709698,0.9,0.0,0.0,0.0,0.0,0.09992920388309974,2.7270224403871385e-05,2.4494621535711203e-06,6.23876926928079e-06,1.1219347077246462e-05,8.618088030561354e-07,1.1023291956083883e-05,3.4045118009653577e-06,5.176346757156218e-06,9.339114893321185e-06,1.5810547721493153e-05,3.925917310333119e-06,1.0601909238113635e-05,1.1028516145110116e-08,8.172577332286594e-08,2.581506841393977e-08,4.4635431555761836e-09,2.3718676845514452e-05,7.94402796090451e-06,3.73029327120114e-05,1.1191299761331087e-05,6.176635941089171e-06,6.268207179661769e-10,7.163277386429629e-06,8.447804080257782e-13,2.624758431123822e-08,3.356650689080524e-13,3.374937409342918e-13,3.807696351674617e-13,2.007392708073389e-13,8.340182534906091e-14,1.5194373351304355e-06,2.445082947904716e-06,6.721927713473667e-14,2.5044524824866976e-06,7.756687791606444e-14,1.1980261691999295e-13,1.5222445747677377e-06,1.3000766162770604e-13,1.9262706850868584e-16,5.3633973242488854e-08,3.526874435231265e-17,6.164023450037578e-09,2.332477288140776e-17,5.547353429583426e-19,5.0934725549809e-20,2.958392450817965e-17,7.022437989103506e-18,4.088015597081179e-09,1.4630777048305865e-18,1.2820412699958671e-17,3.4686001902342087e-19,3.0421412460803336e-18,1.5434783404796783e-14,8.52345652848338e-20,1.9389212761460487e-11,2.7162701647596636e-18,4.0290842380199e-08,1.347941921153866e-13,1.343082833897391e-19,1.177048214797093e-18,9.408247675879933e-14,1.4195874459113246e-11
2.596016988679927e-07,0.11226129808382122,0.9,0.0,0.0,0.0,0.0,0.09992765717263521,2.795979738528722e-05,2.449776576702999e-06,6.314043815133484e-06,1.1410047539491858e-05,8.617986595368528e-07,1.1221549979032786e-05,3.4103678277052793e-06,5.2171320685294755e-06,9.534945209737317e-06,1.6286582461279e-05,3.954734919079089e-06,1.0816993212380504e-05,1.1029931817560894e-08,8.173629077289221e-08,2.581476478347336e-08,4.463515344303732e-09,2.425333513974524e-05,8.125953206168347e-06,3.856048039533804e-05,1.1465327827475323e-05,6.430794766477055e-06,6.279029701442056e-10,7.365449746345237e-06,8.66125546285759e-13,2.68397811470507e-08,3.413640055246254e-13,3.443339979058009e-13,3.876105174995158e-13,2.0899538434082526e-13,8.528021367249579e-14,1.5757422671288656e-06,2.560007420491531e-06,6.836183484351385e-14,2.604261241762477e-06,8.06565738240215e-14,1.2223308738265482e-13,1.5878360888016363e-06,1.3560693151787963e-13,1.9734367701357128e-16,5.7520276927793605e-08,3.6264084404717636e-17,6.714042027151703e-09,2.385892917354646e-17,5.858853237122373e-19,5.455909987453441e-20,3.107460533226873e-17,7.490398617417668e-18,4.447662267351795e-09,1.5424057176753506e-18,1.344557409030184e-17,3.713238282331849e-19,3.2398432257922697e-18,1.6212526582488327e-14,9.158375800117617e-20,2.1483045489608964e-11,2.8936705482472857e-18,4.2965959220306373e-08,1.3809474495795128e-13,1.436019968042674e-19,1.2519816882027687e-18,9.63869624389892e-14,1.4543592669464547e-11
2.649301215161846e-07,0.1122617064031364,0.9,0.0,0.0,0.0,0.0,0.09992610793582166,2.8651698102759283e-05,2.4500456089697398e-06,6.388621464229003e-06,1.1599065118518456e-05,8.61788216599082e-07,1.1417997754123675e-05,3.415728700557059e-06,5.2564591248392995e-06,9.730789845022376e-06,1.676815730250558e-05,3.9824860009263724e-06,1.103093154849622e-05,1.1031143121170302e-08,8.17452901542558e-08,2.581445213486103e-08,4.46348647040512e-09,2.4785417277725683e-05,8.307875817115453e-06,3.9831248680836054e-05,1.1739386349476068e-05,6.689437587204879e-06,6.288941398919715e-10,7.5679545978835246e-06,8.875419358908801e-13,2.742910141095202e-08,3.4701236171020635e-13,3.511375099235511e-13,3.9438859326795464e-13,2.1739689614050142e-13,8.714947104078264e-14,1.6324531412700148e-06,2.6774871350092646e-06,6.949430979768179e-14,2.7057373862581956e-06,8.379778759791968e-14,1.2465061204270388e-13,1.6547410956602276e-06,1.4131815616690772e-13,2.0206080825437265e-16,6.15922846494428e-08,3.726105767800783e-17,7.299101784541862e-09,2.4393077273640022e-17,6.181341818202473e-19,5.836091409540606e-20,3.260464435454967e-17,7.977874799860528e-18,4.829786289411789e-09,1.6240246902087742e-18,1.4086723279432122e-17,3.968765538400181e-19,3.445585709602655e-18,1.701080463660664e-14,9.826449865032085e-20,2.3750664010256598e-11,3.0782756141481256e-18,4.574914267764154e-08,1.4139566463439816e-13,1.532989702776288e-19,1.3298821920826552e-18,9.869170485849004e-14,1.489134961858597e-11
2.7025854416437654e-07,0.11226211679430834,0.9,0.0,0.0,0.0,0.0,0.09992455618523235,2.934583219811608e-05,2.4502753725718464e-06,6.462542431313336e-06,1.1786414608550939e-05,8.617775434491365e-07,1.1612649745915696e-05,3.4206353901773778e-06,5.29437864747478e-06,9.926649386550741e-06,1.725523788675402e-05,4.009209948915411e-06,1.1243716862908282e-05,1.103217762057336e-08,8.175297621759767e-08,2.581413255227154e-08,4.4634568890410415e-09,2.5314893848803898e-05,8.489795728263259e-06,4.1115039536437053e-05,1.2013470554182623e-05,6.952521750954895e-06,6.298017704261996e-10,7.770763782468022e-06,9.090266473791782e-13,2.801551237038376e-08,3.5261058244071325e-13,3.579040432917239e-13,4.011043649467661e-13,2.2594241071098774e-13,8.900949439297954e-14,1.6895421095887466e-06,2.797509662313366e-06,7.061679063527415e-14,2.8088657526343563e-06,8.699004628447976e-14,1.2705510746504238e-13,1.722952536468523e-06,1.471407256101124e-13,2.067783799727008e-16,6.585421195127785e-08,3.825952556288131e-17,7.920536072241823e-09,2.492721695312626e-17,6.514976465609176e-19,6.234497482750873e-20,3.417410408600102e-17,8.485188344520964e-18,5.235219862518449e-09,1.7079388207213121e-18,1.4743869130386658e-17,4.2353742852836776e-19,3.659497594792212e-18,1.7829650708407135e-14,1.0528680001448081e-19,2.620220168114904e-11,3.270200432859775e-18,4.8641760339708085e-08,1.446968936529753e-13,1.6340606992155593e-19,1.4107958684871882e-18,1.0099666379423434e-13,1.523913923733041e-11
2.7558696681256845e-07,0.1122625292276996,0.9,0.0,0.0,0.0,0.0,0.09992300193356968,3.0042108479408275e-05,2.4504711679160134e-06,6.535844433619696e-06,1.197211067629061e-05,8.617666940793563e-07,1.1805521584024568e-05,3.425125556517645e-06,5.3309396757149484e-06,1.0122524416684207e-05,1.7747789811788174e-05,4.034944700921596e-06,1.1455343007496124e-05,1.1033059180628386e-08,8.175952622967874e-08,2.581380766121281e-08,4.463426876219882e-09,2.5841738607990296e-05,8.671712887239002e-06,4.24116617107203e-05,1.2287576306831166e-05,7.220004935576808e-06,6.306327952948127e-10,7.973851473458184e-06,9.30576849580566e-13,2.859898482675291e-08,3.5815910865446036e-13,3.6463340369114205e-13,4.0775837522212257e-13,2.346305433681926e-13,9.086019168151247e-14,1.7469822275469397e-06,2.9200624401957323e-06,7.172936523092971e-14,2.9136313030715625e-06,9.023288085222677e-14,1.2944650417687339e-13,1.792463310402306e-06,1.5307402632516964e-13,2.114963211516316e-16,7.031024543403459e-08,3.925936105755222e-17,8.57969199869125e-09,2.5461348104709995e-17,6.859912263295465e-19,6.651610274189145e-20,3.578305292281204e-17,9.012655401408447e-18,5.664803312610818e-09,1.7941515621319686e-18,1.5417058311621985e-17,4.513253968483977e-19,3.8817061076685636e-18,1.8669099730861563e-14,1.126607447735045e-19,2.8848128035467367e-11,3.469557770898154e-18,5.1645136714067675e-08,1.4799838221195925e-13,1.739300552667417e-19,1.4947681503610552e-18,1.0330180440299404e-13,1.558695626827595e-11
2.8091538946076036e-07,0.11226294367470564,0.9,0.0,0.0,0.0,0.0,0.09992144519365072,3.074043881748854e-05,2.450637583885167e-06,6.6085628161623e-06,1.2156167861452264e-05,8.61755710608338e-07,1.1996629945135276e-05,3.4292338053846176e-06,5.366189617190618e-06,1.0318415512354518e-05,1.824577865213601e-05,4.059726793409589e-06,1.1665804965672861e-05,1.1033808462404322e-08,8.176509366108779e-08,2.5813478729653432e-08,4.463396646225142e-09,2.6365928185820527e-05,8.85362725190957e-06,4.372093041641408e-05,1.2561700025404463e-05,7.491845174967389e-06,6.313935857059195e-10,8.17719398738648e-06,9.521898064337873e-13,2.9179492791467537e-08,3.636583775884821e-13,3.7132543284414535e-13,4.1435120293586996e-13,2.434599210774108e-13,9.270148105129252e-14,1.8047474352640478e-06,3.0451327878553126e-06,7.283212069810198e-14,3.0200191242770897e-06,9.352582614890732e-14,1.318247454909448e-13,1.8632662819277914e-06,1.5911744185146158e-13,2.1621457013235243e-16,7.496454196402907e-08,4.0260447637557373e-17,9.277929860917714e-09,2.599547058907653e-17,7.216302530747859e-19,7.087913549967121e-20,3.7431547548832663e-17,9.560588801939758e-18,6.119384757627855e-09,1.8826661675338537e-18,1.6106313949077073e-17,4.802591268249102e-19,4.112336989748827e-18,1.952918138290379e-14,1.2039648036222174e-19,3.1699250506631457e-11,3.676459508583703e-18,5.476055425780089e-08,1.5130008716691374e-13,1.8487759554175333e-19,1.581844071408651e-18,1.0560709649948929e-13,1.593479615683234e-11
2.8624381210895227e-07,0.11226336010769497,0.9,0.0,0.0,0.0,0.0,0.09991988597839475,3.14407380456739e-05,2.4507785933726196e-06,6.680730671697789e-06,1.2338600577422219e-05,8.617446259023755e-07,1.218599244224897e-05,3.432991926683031e-06,5.40017429719398e-06,1.0514323244674101e-05,1.8749169977746996e-05,4.0835914132031035e-06,1.1875098756605728e-05,1.103444335337325e-08,8.176981138112871e-08,2.5813146747675044e-08,4.463366365315031e-09,2.6887441826128037e-05,9.03553878812871e-06,4.504266703177345e-05,1.283583860643562e-05,7.76800088232167e-06,6.320899944170593e-10,8.380769609858709e-06,9.738628738669355e-13,2.9757013193144245e-08,3.6910882282879605e-13,3.7798000545746184e-13,4.208834592543967e-13,2.52429183209246e-13,9.453328993415761e-14,1.8628125381197204e-06,3.1727079190492217e-06,7.392514339293696e-14,3.1280144264987923e-06,9.686842086988236e-14,1.3418978642282852e-13,1.9353542874313033e-06,1.6527035335748767e-13,2.2093307333422345e-16,7.982122793601578e-08,4.1262678386444906e-17,1.0016622587275817e-08,2.6529584251635757e-17,7.584298873538192e-19,7.543892716333447e-20,3.9119631561358395e-17,1.0129297971074634e-17,6.5998197787402944e-09,1.973485756168864e-18,1.6811628594653158e-17,5.103570169953152e-19,4.351513965065017e-18,2.0409919241746986e-14,1.2850421624589372e-19,3.476671602543397e-11,3.891016617993413e-18,5.7989254401706856e-08,1.546019711368075e-13,1.9625527283025752e-19,1.6720680507941102e-18,1.0791251393099687e-13,1.6282654956898622e-11
2.915722347571442e-07,0.11226377849995453,0.9,0.0,0.0,0.0,0.0,0.09991832430081111,3.214292386242276e-05,2.4508976359605825e-06,6.7523789555286256e-06,1.251942311201457e-05,8.617334656063516e-07,1.2373627520814266e-05,3.4364291154215553e-06,5.432938006835214e-06,1.0710248178573682e-05,1.925792937089541e-05,4.106572447341907e-06,1.2083221346975624e-05,1.1034979340214424e-08,8.177379442324171e-08,2.5812812487325835e-08,4.46333616215359e-09,2.740626114900594e-05,9.217447467993455e-06,4.637669881859033e-05,1.3109989360795347e-05,8.04843087091457e-06,6.32727396303018e-10,8.584558435077319e-06,9.95593496743062e-13,3.0331525612903294e-08,3.7451087391053617e-13,3.8459702644444344e-13,4.273557840511032e-13,2.615369822174193e-13,9.635555395242635e-14,1.9211531868716136e-06,3.302774954046702e-06,7.500851892010005e-14,3.2376025425467787e-06,1.0026020754312693e-13,1.3654159269749007e-13,2.0087201412858864e-06,1.7153214015889673e-13,2.256517846536726e-16,8.488439858708396e-08,4.226595546254578e-17,1.0797155192598625e-08,2.7063689071644e-17,7.96405061554253e-19,8.020034088091426e-20,4.084735910714629e-17,1.0719086405323139e-17,7.1069710973633364e-09,2.0666126659560724e-18,1.7533046609841144e-17,5.416371984540729e-19,4.599359141819562e-18,2.1311340610715825e-14,1.3699422414437582e-19,3.80620124958492e-11,4.113337497174568e-18,6.13324385664453e-08,1.579040017322932e-13,2.0806956555387848e-19,1.7654837451819097e-18,1.1021803403661794e-13,1.6630529249214326e-11
2.969006574053361e-07,0.11226419882563858,0.9,0.0,0.0,0.0,0.0,0.099916760173989,3.284691673695725e-05,2.4509976894553576e-06,6.823536595322697e-06,1.269864962830175e-05,8.617222497120445e-07,1.2559554361402753e-05,3.43957217652577e-06,5.464523550047918e-06,1.0906190872465637e-05,1.9772022441488216e-05,4.128702531096288e-06,1.2290170569726692e-05,1.1035429830284585e-08,8.177714237729733e-08,2.5812476550181105e-08,4.46330613600731e-09,2.7922369936427223e-05,9.399353268496466e-06,4.772285865566703e-05,1.3384149958134774e-05,8.333094372565916e-06,6.333107261670702e-10,8.788542218001531e-06,1.0173792059648893e-12,3.090301204502184e-08,3.798649567209794e-13,3.911764283081281e-13,4.337688425700548e-13,2.70781984234888e-13,9.816821640129208e-14,1.97974585741892e-06,3.4353209304996227e-06,7.608233213655541e-14,3.3487689268233107e-06,1.037007324852057e-13,1.3888013982800468e-13,2.0833566413990105e-06,1.779021801930714e-13,2.3037066401540088e-16,9.015811735864993e-08,4.3270189132348544e-17,1.1620924245597469e-08,2.7597784977712916e-17,8.355705325412176e-19,8.516825260242474e-20,4.261477404166895e-17,1.1330254518527482e-17,7.641708257821415e-09,2.162049088752665e-18,1.827059202055582e-17,5.741175470201096e-19,4.855993375169655e-18,2.223346829330291e-14,1.4587683257289946e-19,4.159697015570389e-11,4.343529683829791e-18,6.479126916815367e-08,1.6120615088511203e-13,2.203268670937987e-19,1.862134477331172e-18,1.1252363717889082e-13,1.697841607071755e-11
3.02229080053528e-07,0.1122646210597208,0.9,0.0,0.0,0.0,0.0,0.09991519361108751,3.355263981776127e-05,2.4510813318133594e-06,6.894230596122851e-06,1.287629416549778e-05,8.617109937831546e-07,1.2743792788598532e-05,3.4424457144690554e-06,5.494972289447514e-06,1.1102151877931807e-05,2.029141484092467e-05,4.150013094207529e-06,1.2495945049286135e-05,1.103580643036358e-08,8.177994146038006e-08,2.5812139405424394e-08,4.46327636323033e-09,2.8435753938199182e-05,9.581256170472457e-06,4.9080984786661795e-05,1.3658318378790885e-05,8.621951053936047e-06,6.338445137168758e-10,8.992704238210478e-06,1.039217615637343e-12,3.147145668031661e-08,3.851714936707797e-13,3.9771816874369744e-13,4.401233222808689e-13,2.801628696028478e-13,9.997122765376902e-14,2.0385678303293864e-06,3.570332813334438e-06,7.714666715644886e-14,3.4614991543613624e-06,1.0718954576628952e-13,1.4120541226910553e-13,2.159256574282858e-06,1.8437985045347063e-13,2.3508967641233377e-16,9.564641530377834e-08,4.427529702014901e-17,1.2489337348332723e-08,2.8131871833472516e-17,8.759409026112335e-19,9.034755226900962e-20,4.4421902199481816e-17,1.196310018378897e-17,8.20490731554199e-09,2.2597973103580577e-18,1.9024238989741602e-17,6.078156911116877e-19,5.121535524670479e-18,2.3176317019809025e-14,1.551624235414262e-19,4.538376282822745e-11,4.581700254010346e-18,6.836687061136195e-08,1.6450839426812082e-13,2.330334936274625e-19,1.962063014598195e-18,1.1482930633823e-13,1.732631285339168e-11
3.075575027017199e-07,0.11226504517795072,0.9,0.0,0.0,0.0,0.0,0.09991362462532698,3.426001884388428e-05,2.4511507947783855e-06,6.964486140717978e-06,1.3052370639878962e-05,8.616997099245928e-07,1.2926363185784924e-05,3.4450723087019965e-06,5.524324191049013e-06,1.1298131739434587e-05,2.081607227464047e-05,4.170534405420416e-06,1.2700544132766765e-05,1.1036119188971385e-08,8.17822663110249e-08,2.581180141754857e-08,4.463246902150366e-09,2.8946400696191712e-05,9.763156157766862e-06,5.045092058131207e-05,1.3932492872128107e-05,8.914961030791879e-06,6.343329156905435e-10,9.197029174592497e-06,1.0611064202655482e-12,3.2036845709872576e-08,3.904309031157829e-13,4.0422222849452425e-13,4.4641992989398333e-13,2.8967833333802503e-13,1.0176454416557335e-13,2.097597170232374e-06,3.7077975037596143e-06,7.82016073584912e-14,3.5757789198720056e-06,1.107262012026476e-13,1.4351740264502254e-13,2.236412719685643e-06,1.9096452738471825e-13,2.398087919219435e-16,1.0135329053725161e-07,4.528120386177768e-17,1.3403812627569063e-08,2.866594966713366e-17,9.17530537950151e-19,9.574313407659289e-20,4.626878516404917e-17,1.2617914970443633e-17,8.797450530663141e-09,2.3598587634674563e-18,1.979402952083442e-17,6.427490109698828e-19,5.396102847358906e-18,2.413990734525327e-14,1.648614342570825e-19,4.9434909070275954e-11,4.827953376792542e-18,7.206033026730798e-08,1.6781071079594493e-13,2.461956592843937e-19,2.065311281316047e-18,1.171350267623913e-13,1.7674217371294797e-11
3.1288592534991183e-07,0.11226547115681218,0.9,0.0,0.0,0.0,0.0,0.09991205322998092,3.4968982058981494e-05,2.4512080103429988e-06,7.034326685544052e-06,1.322689284573262e-05,8.61688407544077e-07,1.3107286415526636e-05,3.447472675824098e-06,5.552617867852582e-06,1.1494130994050289e-05,2.1345960513455156e-05,4.190295615370963e-06,1.2903967826699017e-05,1.103637680483841e-08,8.178418154301545e-08,2.581146286924729e-08,4.463217797037313e-09,2.9454299385040843e-05,9.945053216581507e-06,5.183251430914118e-05,1.4206671920454557e-05,9.212084880375338e-06,6.347797458187849e-10,9.401502990044081e-06,1.0830433921273474e-12,3.259916714720197e-08,3.9564359980419203e-13,4.10688609306405e-13,4.526593886415646e-13,2.993270855297403e-13,1.0354812817752314e-13,2.156812705165494e-06,3.847701847471653e-06,7.924723539030519e-14,3.691594036800676e-06,1.1431025631189043e-13,1.4581611103112174e-13,2.3148178548192096e-06,1.9765558724413693e-13,2.445279845253703e-16,1.0728270772597831e-07,4.628784066978666e-17,1.4365778237817008e-08,2.9200018454879063e-17,9.603536270335777e-19,1.0135990068010397e-19,4.815545715747546e-17,1.329498743795676e-17,9.42022606694485e-09,2.462234727824466e-18,2.0579994048638054e-17,6.789346511382299e-19,5.679811626051176e-18,2.5124256719332272e-14,1.749843514239654e-19,5.3763273222768346e-11,5.0823922776568104e-18,7.587269943602315e-08,1.7111308218881953e-13,2.5981949640997296e-19,2.17192093205022e-18,1.1944078566221265e-13,1.8022127694678728e-11
