Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015)
1.6547039726947466e-06,0.1124035861787907,0.9,0.0,0.0,0.0,0.0,0.09947141674052667,0.00021179924384669954,2.448381972642779e-06,1.681604968205985e-05,3.0675455666292215e-05,8.588680095263249e-07,3.466252060408632e-05,3.4629893199894535e-06,6.280785456677354e-06,6.17174072343158e-05,0.0002520431901054211,4.691045258061488e-06,3.895778638184986e-05,1.1023655798682703e-08,8.168992851374011e-08,2.5726979685523424e-08,4.461218418678156e-09,8.467650339117433e-05,5.564746932791561e-05,0.0006032249533365869,8.308076875835351e-05,0.00015802733785637283,6.398524107127964e-10,6.119149183842078e-05,6.522795170542637e-12,9.329075023204338e-08,9.12396891809356e-13,1.2329064515977668e-12,1.1903244393488293e-12,5.1058351464118945e-12,2.960676025512049e-13,1.037824419906638e-05,8.515058257513442e-05,1.8379048196239132e-13,5.779873752312975e-05,1.7796561178137433e-12,4.402294346278652e-13,4.713716720204598e-05,4.002232085945578e-12,1.429957896417437e-15,1.375301699905699e-05,3.0119743260042e-16,5.218736081774318e-06,1.6337417483289704e-16,6.859585944798164e-17,1.871526145488979e-17,1.7035910257195717e-15,1.3320988080123832e-15,3.1605771312143176e-06,9.694617377748861e-17,6.966117200930812e-16,7.571153617890699e-17,5.445184209563067e-16,8.888383720478422e-13,4.202146313774062e-17,9.990445237094626e-08,4.647793474240969e-16,4.945737845787425e-06,1.000672631749744e-12
1.6749507447291318e-06,0.11240588211514531,0.9,0.0,0.0,0.0,0.0,0.0994644709628222,0.00021428186666018308,2.448319473068165e-06,1.685232213114899e-05,3.074357603852554e-05,8.588221508243584e-07,3.4768204196364675e-05,3.4628172100593652e-06,6.280418430728065e-06,6.248204933912423e-05,0.00025625502823503225,4.6907919480313665e-06,3.911933403196914e-05,1.1023374441338034e-08,8.168784338528124e-08,2.572560603436872e-08,4.461156599887194e-09,8.47367657621252e-05,5.6335425057253726e-05,0.0006131464814633183,8.411706425430195e-05,0.0001608480169274359,6.398522066734356e-10,6.197173790483167e-05,6.598657080071532e-12,9.334895480240043e-08,9.14340505953099e-13,1.2379072567996772e-12,1.1938458997615202e-12,5.1965017545908e-12,2.962528920615982e-13,1.0398618032837163e-05,8.669345155389008e-05,1.8419869930384511e-13,5.877770873464882e-05,1.8096358644760375e-12,4.420550336076262e-13,4.8037108296441226e-05,4.078274456977863e-12,1.447793757423122e-15,1.4156806203776336e-05,3.050372370806658e-16,5.405267939353949e-06,1.653937532407067e-16,7.055819703697302e-17,1.9349901386073e-17,1.7450227762428237e-15,1.3727601279146624e-15,3.270987999868726e-06,9.933114743298384e-17,7.134755231714311e-16,7.80439619223518e-17,5.610781409380925e-16,9.104551896431593e-13,4.353846407969651e-17,1.0498686626012115e-07,4.785373627389857e-16,5.06131745214062e-06,1.0131543754587741e-12
1.695197516763517e-06,0.11240817925264199,0.9,0.0,0.0,0.0,0.0,0.09945752473675684,0.00021675926948995936,2.4482558530549786e-06,1.6886287126141152e-05,3.0809372211168275e-05,8.587761471222857e-07,3.486946214792617e-05,3.462644444253294e-06,6.280050491680056e-06,6.324661391773223e-05,0.00026047361851923116,4.690537776691784e-06,3.9277100553573135e-05,1.1023088038855031e-08,8.168572087440389e-08,2.5724228039703166e-08,4.461092144405116e-09,8.478410123302073e-05,5.702333110854509e-05,0.0006230837133776089,8.51532728943593e-05,0.00016367377177655358,6.398515549375603e-10,6.275193827055314e-05,6.674344380930601e-12,9.339289965695775e-08,9.162146263670273e-13,1.2427874841924535e-12,1.1972147405261749e-12,5.2873158196845715e-12,2.963929644445058e-13,1.0417067617639183e-05,8.823734680500561e-05,1.845929930068143e-13,5.975794683613939e-05,1.839649150318753e-12,4.438379074009178e-13,4.8940460586425006e-05,4.154592566969673e-12,1.4656281169990002e-15,1.456561265612725e-05,3.0887680742145636e-16,5.595235450838908e-06,1.674131835227556e-16,7.25474588490914e-17,1.999605135388693e-17,1.7869060962550734e-15,1.4140553160522643e-15,3.383337584605382e-06,1.0174247641392058e-16,7.305222859051474e-16,8.041318837312577e-17,5.77894900457501e-16,9.323076120208144e-13,4.5086525915144896e-17,1.1025074379488368e-07,4.92501128048917e-16,5.1774247003263415e-06,1.0256350730250544e-12
1.735691060832287e-06,0.11241277658067485,0.9,0.0,0.0,0.0,0.0,0.09944363185290345,0.00022169866904330168,2.4481252315100884e-06,1.694751268812259e-05,3.093429643032841e-05,8.586837076205712e-07,3.5059044385180106e-05,3.4622969402035507e-06,6.2793124781633926e-06,6.477547054272635e-05,0.0002689294902216397,4.69002726361122e-06,3.958163564735602e-05,1.1022500007499398e-08,8.168136303066013e-08,2.5721459106715798e-08,4.460955286154885e-09,8.48415035106476e-05,5.839899426301672e-05,0.0006430014357861172,8.722543025845903e-05,0.00016933902663896083,6.398488968096741e-10,6.43122015637624e-05,6.825203231302427e-12,9.343969267298032e-08,9.197635264079076e-13,1.2521972802835498e-12,1.2035065275190802e-12,5.4693383361014586e-12,2.965427936634042e-13,1.0448397880233068e-05,9.13272988533977e-05,1.853416336999554e-13,6.172192518900219e-05,1.8997671316193905e-12,4.472793829045535e-13,5.075702855181586e-05,4.308024319236328e-12,1.5012923438427315e-15,1.539802382659314e-05,3.1655524511625096e-16,5.985402859453794e-06,1.7145160023161675e-16,7.66063085884341e-17,2.1322835833639022e-17,1.8720229619633642e-15,1.4985401426710697e-15,3.613805590214517e-06,1.0664393995597235e-16,7.651628904314727e-16,8.526164766764554e-17,6.122966074127134e-16,9.767169322376138e-13,4.827606166558471e-17,1.2133688688808613e-07,5.210447684134687e-16,5.4111093698090835e-06,1.050593337578314e-12
1.7761846049010572e-06,0.11241737710132553,0.9,0.0,0.0,0.0,0.0,0.09942973984755382,0.00022661795144776303,2.4479900788169314e-06,1.7000156993677623e-05,3.1050812475944246e-05,8.585906978361648e-07,3.523195043487472e-05,3.4619468044161225e-06,6.278572450846527e-06,6.63039000930165e-05,0.0002774077871404079,4.689514429556349e-06,3.987206287367379e-05,1.1021891573163423e-08,8.16768540072623e-08,2.571867309055713e-08,4.4608077946737106e-09,8.485167640674525e-05,5.977445897878215e-05,0.0006629706422693937,8.929724217896394e-05,0.00017502022267763695,6.398444179610533e-10,6.587228105175836e-05,6.975387905968712e-12,9.34344288622666e-08,9.230611268619635e-13,1.2611573569847552e-12,1.2092236012888831e-12,5.6518095079072316e-12,2.9652755463039384e-13,1.0472635838388586e-05,9.441867173872243e-05,1.860399039001366e-13,6.369010159060309e-05,1.959992457990093e-12,4.5056144590799055e-13,5.2586150280062646e-05,4.4624656699777285e-12,1.5369506013124278e-15,1.6249742708711497e-05,3.242327445358579e-16,6.3890791832820975e-06,1.7548942603836338e-16,8.077151061275355e-17,2.2695506909185355e-17,1.9589329296339203e-15,1.5855381901423656e-15,3.851882286927641e-06,1.1165005922346807e-16,8.005300436098542e-16,9.025607569169433e-17,6.477173628584612e-16,1.022061797028884e-12,5.159046809039486e-17,1.3319078500861227e-07,5.504079148853383e-16,5.646572586319804e-06,1.0755474414084669e-12
1.8166781489698274e-06,0.1124219798131204,0.9,0.0,0.0,0.0,0.0,0.09941585037267207,0.0002315176262633696,2.4478503828737277e-06,1.7044641823500425e-05,3.1159466590697046e-05,8.58497126103873e-07,3.538885686045423e-05,3.4615940429076502e-06,6.277831212401119e-06,6.783183017997839e-05,0.0002859056662238863,4.688999829229594e-06,4.014902296270988e-05,1.1021262681345781e-08,8.167219339925785e-08,2.5715870240783417e-08,4.4606496589805115e-09,8.481749225349881e-05,6.114972546650324e-05,0.0006829842130114349,9.136871001963161e-05,0.00018071461367168856,6.398381072904386e-10,6.743217607910624e-05,7.124914601910834e-12,9.338030198876011e-08,9.261238222472644e-13,1.269688251117535e-12,1.2143895196259475e-12,5.834640536657057e-12,2.963573760660023e-13,1.0490171214207264e-05,9.750980423277629e-05,1.8669107633255904e-13,6.566194477059717e-05,2.020308763843101e-12,4.53691336744298e-13,5.442713533422422e-05,4.617857577599198e-12,1.5726029143346341e-15,1.712026143876466e-05,3.3190930451695777e-16,6.806090414015857e-06,1.7952666207316636e-16,8.504216155913872e-17,2.4113931362497266e-17,2.047627730149697e-15,1.6750331819185767e-15,4.097462623233118e-06,1.1676035336020535e-16,8.366204262430661e-16,9.539556388019652e-17,6.841505135007393e-16,1.0683378919942672e-12,5.503004908230809e-17,1.458401738483612e-07,5.805881081077369e-16,5.883605218691932e-06,1.100497400941395e-12
1.8571716930385975e-06,0.11242658377417517,0.9,0.0,0.0,0.0,0.0,0.09940196497710438,0.0002363982017821474,2.4477061474478024e-06,1.7081379513510947e-05,3.126076955677452e-05,8.584030021435833e-07,3.553043214711461e-05,3.4612386704550226e-06,6.277089388404579e-06,6.935919302614408e-05,0.00029442045211701265,4.688483898183873e-06,4.0413127544272636e-05,1.1020613349001422e-08,8.16673813312397e-08,2.5713050848437886e-08,4.460480903543191e-09,8.474172802600994e-05,6.252479395805093e-05,0.0007030353788717831,9.343983517333398e-05,0.00018641958421643882,6.398299604608171e-10,6.899188600286347e-05,7.273799469688856e-12,9.328039842101615e-08,9.289669404515576e-13,1.2778095636121788e-12,1.2190275449670314e-12,6.017746920174305e-12,2.960420459941615e-13,1.0501382338327417e-05,0.00010059913742144666,1.8729821126247941e-13,6.763696045712745e-05,2.0807008365003097e-12,4.566759669039515e-13,5.627932231301258e-05,4.7741435144281125e-12,1.6082493082888755e-15,1.800907386625677e-05,3.3958492388885563e-16,7.236249189328812e-06,1.835633095113487e-16,8.941735636007977e-17,2.5577953253299736e-17,2.1380995025192445e-15,1.7670077785331602e-15,4.350436185871775e-06,1.2197436493771558e-16,8.734308835180639e-16,1.0067914022537137e-16,7.215889785555349e-16,1.115541115672763e-12,5.859502049768085e-17,1.5931259044394105e-07,6.115827994483917e-16,6.122008450449269e-06,1.1254432329536523e-12
1.8976652371073676e-06,0.11243118809788757,0.9,0.0,0.0,0.0,0.0,0.09938808511013339,0.00024126018332318715,2.4475573909713866e-06,1.71107724459416e-05,3.135519898757287e-05,8.583083369278944e-07,3.5657335346929764e-05,3.4608807099215604e-06,6.276347468741873e-06,7.088592541999868e-05,0.00030294963000644074,4.687966980608375e-06,4.066496046619195e-05,1.101994365911923e-08,8.166241841718281e-08,2.571021524210128e-08,4.460301585472991e-09,8.46270642530361e-05,6.38996647045991e-05,0.0007231177131434523,9.551061905614841e-05,0.0001921326467775574,6.398199793956025e-10,7.055141019407545e-05,7.422058560167056e-12,9.313769602152555e-08,9.316048117162691e-13,1.2855400019092506e-12,1.2231605981050342e-12,6.201048352646932e-12,2.9559100822790343e-13,1.0506635939925471e-05,0.00010368521121649157,1.8786417022593079e-13,6.961468883354694e-05,2.1411545366506323e-12,4.595219339331739e-13,5.814207756489239e-05,4.931269354754456e-12,1.6438898089053825e-15,1.8915677170472238e-05,3.472596014800849e-16,7.679356279134418e-06,1.8759936956760374e-16,9.389619119793173e-17,2.7087396086935515e-17,2.230340775242134e-15,1.861443687478997e-15,4.6106879874038224e-06,1.2729165890363176e-16,9.1095841745428e-16,1.0610577568478557e-16,7.600252941544783e-16,1.1636675698197308e-12,6.228551543971074e-17,1.736353444681843e-07,6.433893632904337e-16,6.3615938818592585e-06,1.1503849545012917e-12
1.9381587811761378e-06,0.11243579195260596,0.9,0.0,0.0,0.0,0.0,0.09937421212506768,0.00024610407168565435,2.4474041453623494e-06,1.7133212614940966e-05,3.1443201483820205e-05,8.582131425534674e-07,3.577021487058269e-05,3.4605201915932316e-06,6.275605840068511e-06,7.241196864719062e-05,0.0003114908386189833,4.687449351113529e-06,4.090507905894103e-05,1.1019253755411988e-08,8.165730572109209e-08,2.5707363784036063e-08,4.4601117918416235e-09,8.447608430061069e-05,6.527433797480428e-05,0.0007432251229459377,9.758106310182761e-05,0.00019785143857212203,6.398081717961758e-10,7.211074803913999e-05,7.569707776135151e-12,9.295506344713299e-08,9.340508336013842e-13,1.2928974206723346e-12,1.2268112169389095e-12,6.384468619224106e-12,2.950133601576415e-13,1.0506286982630293e-05,0.00010676666083166383,1.8839162894815267e-13,7.159470215025369e-05,2.201656723583574e-12,4.622355357246284e-13,6.0014793954270504e-05,5.0891832672929246e-12,1.6795244421695291e-15,1.983957333476663e-05,3.549333361246314e-16,8.13520202533758e-06,1.9163484349053064e-16,9.847776641084067e-17,2.864206506816085e-17,2.3243444495493504e-15,1.9583217678389174e-15,4.8780992144312065e-06,1.327118216366345e-16,9.492001801131403e-16,1.1167439028747634e-16,7.994516556223396e-16,1.2127135506622015e-12,6.610158973554069e-17,1.8883549162576866e-07,6.760051106297512e-16,6.602183567498187e-06,1.1753225828532602e-12
1.978652325244908e-06,0.11244039455847689,0.9,0.0,0.0,0.0,0.0,0.09936034728284619,0.00025093036175707857,2.4472464548749916e-06,1.7149081262532075e-05,3.152519465498804e-05,8.581174321165241e-07,3.5869707419812906e-05,3.460157152529375e-06,6.27486481083822e-06,7.39372684010002e-05,0.000320041863394442,4.686931231524763e-06,4.113401534489426e-05,1.1018543837141681e-08,8.165204471865736e-08,2.5704496866455935e-08,4.459911637018864e-09,8.429127401562331e-05,6.664881405307606e-05,0.0007633518403186058,9.965116875665818e-05,0.0002035737183090771,6.397945506611479e-10,7.366989894103727e-05,7.716762828902373e-12,9.273525985101966e-08,9.363175318318432e-13,1.299898860696254e-12,1.230001520168389e-12,6.5679354862422054e-12,2.9431785181416973e-13,1.0500678544874862e-05,0.00010984221324305293,1.8888308945486777e-13,7.35766024908573e-05,2.262195185337262e-12,4.648227841824597e-13,6.189688968132794e-05,5.247835612420672e-12,1.7151532342331348e-15,2.0780270478815524e-05,3.626061266677524e-16,8.603567726252327e-06,1.9566973255750092e-16,1.0316118880060682e-16,3.024174902046238e-17,2.4201037802260238e-15,2.0576221292153434e-15,5.152547933477847e-06,1.3823445986036212e-16,9.88153465835079e-16,1.173838589140672e-16,8.398599574515829e-16,1.262675538894014e-12,7.004322690854643e-17,2.0493980920031062e-07,7.094272988078119e-16,6.843609994581099e-06,1.2002561354294698e-12
2.0191458693136785e-06,0.11244499518568024,0.9,0.0,0.0,0.0,0.0,0.0993464917556415,0.00025573954127759767,2.4470843749850245e-06,1.7158748583395698e-05,3.1601569004486504e-05,8.580212195928275e-07,3.595643705804763e-05,3.459791635931091e-06,6.2741246296539315e-06,7.546177467395595e-05,0.0003286006298524884,4.68641280319439e-06,4.135227719010267e-05,1.1017814154098726e-08,8.164663726004843e-08,2.5701614907930543e-08,4.459701260126577e-09,8.40750217237929e-05,6.802309323794338e-05,0.000783492413061064,0.00010172093747472168,0.0002092973628117113,6.397791338254916e-10,7.522886232042124e-05,7.863239199754177e-12,9.24809349755888e-08,9.38416617076361e-13,1.306560585990755e-12,1.2327531757550351e-12,6.7513805877733495e-12,2.935128861699965e-13,1.04901417443445e-05,0.00011291068364930062,1.8934089136743485e-13,7.556001969446676e-05,2.322758573690584e-12,4.67289418237782e-13,6.378780715755423e-05,5.407178844203066e-12,1.7507762113328838e-15,2.173728404694519e-05,3.7027797197136956e-16,9.084226958187422e-06,1.9970403806986945e-16,1.079455737928096e-16,3.188622228848848e-17,2.517612357487032e-15,2.159324225325071e-15,5.433909751693028e-06,1.4385919961649424e-16,1.027815703906063e-15,1.2323301676960129e-16,8.812418311159606e-16,1.3135501902187305e-12,7.411034314515103e-17,2.2197477382158675e-07,7.436531414878091e-16,7.085716005302538e-06,1.2251856297437217e-12
2.059639413382449e-06,0.11244959315227232,0.9,0.0,0.0,0.0,0.0,0.0993326466304517,0.00026053208975115405,2.44691797131147e-06,1.7162573492418335e-05,3.167268968723612e-05,8.579245197224804e-07,3.603101440956004e-05,3.4594236905287197e-06,6.273385498554101e-06,7.698544163317504e-05,0.00033716519715248526,4.6858942159141884e-06,4.156034940131056e-05,1.1017065001747458e-08,8.164108553394151e-08,2.569871834993424e-08,4.459480822575628e-09,8.382961856119955e-05,6.939717584051476e-05,0.0008036416953635222,0.00010379037071354506,0.000215020363545125,6.397619435130272e-10,7.678763761657687e-05,8.009152106046269e-12,9.219462961414374e-08,9.403590378716441e-13,1.3128981191027426e-12,1.235087373851404e-12,6.9347393092712e-12,2.926065206110112e-13,1.0474995704186203e-05,0.00011597097194161851,1.8976722243334045e-13,7.754460942455283e-05,2.3833363437604217e-12,4.696409162453677e-13,6.56870119343198e-05,5.567167417059086e-12,1.7863933997156074e-15,2.2710137858858824e-05,3.7794887091903963e-16,9.576946831403762e-06,2.0373776134852021e-16,1.1283004726419123e-16,3.357524647532677e-17,2.616864088423115e-15,2.2634069421483656e-15,5.722058432571094e-06,1.495856852114481e-16,1.068184451053866e-15,1.2922066454321558e-16,9.235886806814085e-16,1.3653343256697651e-12,7.830279200203312e-17,2.3996654139547904e-07,7.78679817075395e-16,7.328354668798811e-06,1.2501110833513146e-12
2.100132957451219e-06,0.11245418782214468,0.9,0.0,0.0,0.0,0.0,0.09931881291267187,0.0002653084774894148,2.446747318577409e-06,1.716090344677954e-05,3.173889815319689e-05,8.578273478997099e-07,3.609403597293619e-05,3.4590533699894905e-06,6.272647583083318e-06,7.850822748258084e-05,0.0003457337518367484,4.6853755946702905e-06,4.175869477317946e-05,1.1016296716546561e-08,8.16353920328419e-08,2.569580765354416e-08,4.459250505697472e-09,8.355725910772945e-05,7.077106218302681e-05,0.0008237948382746872,0.00010585946993011326,0.00022074082307415362,6.397430059048119e-10,7.834622428824942e-05,8.15451647147219e-12,9.187877640577696e-08,9.421550301119114e-13,1.318926274841319e-12,1.2370248036925838e-12,7.117950669131546e-12,2.916064694641514e-13,1.0455547557294743e-05,0.00011902205919240658,1.901641283734029e-13,7.95300513691613e-05,2.443918697713439e-12,4.718825078176618e-13,6.759399167964178e-05,5.727757696628662e-12,1.8220048255699567e-15,2.369836503386407e-05,3.8561882242051044e-16,1.0081489179907594e-05,2.077709037297254e-16,1.178137471160615e-16,3.530857206128718e-17,2.7178531785301285e-15,2.369848680952994e-15,6.016866468457537e-06,1.5541357816645355e-16,1.1092573839812633e-15,1.3534557327253164e-16,9.668917163434387e-16,1.4180249219730338e-12,8.262036892109623e-17,2.58940929066261e-07,8.145044761889513e-16,7.571389110094232e-06,1.275032513801021e-12
2.1406265015199895e-06,0.11245877860302411,0.9,0.0,0.0,0.0,0.0,0.09930499152963528,0.00027006916477752263,2.4465724996118474e-06,1.7154074316781264e-05,3.180051368671717e-05,8.577297200678419e-07,3.614608353688498e-05,3.458680732347009e-06,6.271911020219851e-06,8.003009431481838e-05,0.0003543046017545751,4.684857044960473e-06,4.1947755089019004e-05,1.1015509671454614e-08,8.162955951977831e-08,2.5692883296293885e-08,4.459010508477164e-09,8.326004229390397e-05,7.21447525974772e-05,0.0008439472800542058,0.00010792823657722302,0.0002264569514750705,6.397223507245753e-10,7.990462181435295e-05,8.299346900161776e-12,9.153570093113606e-08,9.438141633996984e-13,1.3246591925100723e-12,1.2385856340325693e-12,7.300957198930257e-12,2.9052010747924473e-13,1.0432092485524572e-05,0.0001220630041726951,1.905335221047791e-13,8.151604756129228e-05,2.5044965322442326e-12,4.740191851334104e-13,6.95082551999356e-05,5.888907874568832e-12,1.8576105149640892e-15,2.4701508797691766e-05,3.9328782541588094e-16,1.05976116840102e-05,2.1180346656130012e-16,1.228958246104339e-16,3.7085939906555943e-17,2.8205741134136978e-15,2.4786274362216054e-15,6.318205611063069e-06,1.613425561763582e-16,1.1510322919726164e-15,1.4160648891397792e-16,1.011141985902676e-15,1.4716191020015354e-12,8.706281554385297e-17,2.789233991070956e-07,8.511242482524204e-16,7.814692302563353e-06,1.2999499385911666e-12
2.18112004558876e-06,0.11246336494451059,0.9,0.0,0.0,0.0,0.0,0.09929118333411228,0.0002748146011553025,2.4463936043950114e-06,1.7142410302460488e-05,3.185783484685401e-05,8.576316526196628e-07,3.618772369048093e-05,3.458305839454333e-06,6.271175924488823e-06,8.155100795502556e-05,0.00036287617017125403,4.684338656894391e-06,4.212795207634486e-05,1.1014704271631224e-08,8.16235909964462e-08,2.5689945769188313e-08,4.458761045390108e-09,8.293997255954909e-05,7.351824742434102e-05,0.000864094736450295,0.00010999667210016695,0.0002321670627194965,6.397000108418641e-10,8.146282969456183e-05,8.44365765440765e-12,9.116762308493273e-08,9.453453844128698e-13,1.3301103666882599e-12,1.2397894968488916e-12,7.483704822936364e-12,2.893544741882131e-13,1.040491379165495e-05,0.00012509293990885145,1.908771923706395e-13,8.350232081344948e-05,2.5650613896320548e-12,4.760557137358135e-13,7.14293315054768e-05,6.050577887168906e-12,1.893210493789169e-15,2.571912317773067e-05,4.0095587887936334e-16,1.1125068924011619e-05,2.1583545119904775e-16,1.2807544548710118e-16,3.890708264114873e-17,2.9250216407405503e-15,2.5897208686425404e-15,6.625947360445282e-06,1.673723120813424e-16,1.19350706960261e-15,1.4800213662796912e-16,1.0563304042434357e-15,1.5261141253584857e-12,9.16298238220678e-17,2.9993904467750835e-07,8.885362472815107e-16,8.058146828812909e-06,1.3248633751296961e-12
2.22161358965753e-06,0.11246794633615532,0.9,0.0,0.0,0.0,0.0,0.09927738910775949,0.00027954522480813475,2.4462107291484644e-06,1.7126223893447054e-05,3.1911140813203586e-05,8.575331623032655e-07,3.621950742135378e-05,3.4579287564617885e-06,6.2704423924867074e-06,8.307093779828583e-05,0.00037144699006546456,4.6838205082281545e-06,4.22996883184777e-05,1.1013880950339953e-08,8.16174896728462e-08,2.5686995573882873e-08,4.458502344344854e-09,8.259896124447757e-05,7.489154701136905e-05,0.0008842331909374094,0.00011206477793373719,0.00023786957104563624,6.396760218934267e-10,8.302084744978796e-05,8.587462635835217e-12,9.077665870291536e-08,9.467570574245539e-13,1.335292676599319e-12,1.2406554740882942e-12,7.666142737389802e-12,2.8811627907098757e-13,1.037428300213125e-05,0.00012811107028750526,1.9119681180370543e-13,8.548861326102442e-05,2.6256054122087496e-12,4.77996642833929e-13,7.335676891840297e-05,6.212729337683283e-12,1.9288047877084798e-15,2.675077359208997e-05,4.0862298182265003e-16,1.1663613364092979e-05,2.1986685900348594e-16,1.3335179087952975e-16,4.0771725946142617e-17,3.0311907525064656e-15,2.7031063733247554e-15,6.93996341309726e-06,1.7350255285560387e-16,1.2366797095751032e-15,1.5453122478794255e-16,1.1024477808803617e-15,1.5815073791256737e-12,9.632103992340941e-17,3.22012577387741e-07,9.26737576933102e-16,8.301644614231047e-06,1.3497728406980778e-12
2.2621071337263005e-06,0.11247252230558523,0.9,0.0,0.0,0.0,0.0,0.09926360956451043,0.00028426146205998636,2.4460239754706943e-06,1.7105815868633374e-05,3.1960692643435336e-05,8.574342661334061e-07,3.624196979467986e-05,3.4575495513200597e-06,6.2697105062342115e-06,8.45898566425671e-05,0.0003800156986143473,4.683302666613268e-06,4.2463348124246006e-05,1.1013040165056017e-08,8.161125893843999e-08,2.5684033220027843e-08,4.458234644733573e-09,8.223882818902098e-05,7.626465171246533e-05,0.0009043588849464776,0.00011413255549953305,0.00024356298733094328,6.396504219232305e-10,8.45786746225512e-05,8.730775369777916e-12,9.036482141845519e-08,9.480570021626627e-13,1.3402184141324535e-12,1.2412020872033624e-12,7.848223289999423e-12,2.868119074493394e-13,1.0340459998242379e-05,0.0001311166667160649,1.9149394446075638e-13,8.74746850073185e-05,2.6861213000122726e-12,4.798463151306294e-13,7.529013422125624e-05,6.37532542220878e-12,1.9643934221118877e-15,2.779603733928648e-05,4.162891332979053e-16,1.2212996266729793e-05,2.238976913368435e-16,1.3872405804846222e-16,4.267958973197536e-17,3.1390766676973603e-15,2.8187611433965068e-15,7.260126070434967e-06,1.7973299861748926e-16,1.2805482957227743e-15,1.6119244872220105e-16,1.149484845637736e-15,1.6377963688169294e-12,1.0113606793477833e-16,3.451683165859715e-07,9.657253348986981e-16,8.545086637611841e-06,1.374678352418882e-12
2.302600677795071e-06,0.11247709241667804,0.9,0.0,0.0,0.0,0.0,0.09924984535390156,0.0002889637269603912,2.445833449518726e-06,1.7081475331973246e-05,3.2006734449263855e-05,8.573349813083927e-07,3.625562970554969e-05,3.457168294308994e-06,6.26898033577849e-06,8.610774051890465e-05,0.00038858103186387556,4.68278519134253e-06,4.261929835815813e-05,1.1012182393781223e-08,8.160490233484145e-08,2.5681059222778323e-08,4.457958195591449e-09,8.186130352099963e-05,7.763756188664029e-05,0.0009244683081190589,0.0001162000062035551,0.00024924591547957663,6.396232510414158e-10,8.613631077724732e-05,8.87360899259817e-12,8.99340247225611e-08,9.492525292119777e-13,1.3448993105928328e-12,1.2414472892204333e-12,8.029901860092462e-12,2.8544742702555336e-13,1.0303693173192657e-05,0.00013410906484541768,1.917700528684553e-13,8.946031286238106e-05,2.7466022713807643e-12,4.816088762038464e-13,7.722901184377481e-05,6.538330858908039e-12,1.9999764220753227e-15,2.8854503996037052e-05,4.2395433240038513e-16,1.2772968538666065e-05,2.279279495603111e-16,1.4419146095159657e-16,4.463038922010857e-17,3.2486748154161848e-15,2.9366622291417555e-15,7.5863086093242195e-06,1.8606338166533526e-16,1.3251109961966556e-15,1.679844941971944e-16,1.1974322725237177e-15,1.69497870957462e-12,1.0607447336760832e-16,3.694301802715591e-07,1.0054966167214384e-15,8.788382623279656e-06,1.3995799272267954e-12
2.3430942218638412e-06,0.11248165626778811,0.9,0.0,0.0,0.0,0.0,0.09923609706432725,0.0002936524209580492,2.445639261236381e-06,1.705347978135268e-05,3.2049494496546816e-05,8.572353251325375e-07,3.626098969817601e-05,3.456785057592564e-06,6.268251941268643e-06,8.762456852037646e-05,0.0003971418195831922,4.682268134743175e-06,4.276788923300634e-05,1.1011308131568932e-08,8.159842353006446e-08,2.5678074100470827e-08,4.457673253865479e-09,8.146802960708935e-05,7.901027789703692e-05,0.0009445581886144012,0.00011826713143406883,0.00025491704883637425,6.395945511023493e-10,8.769375550032104e-05,9.015976241722162e-12,8.948608420270757e-08,9.503504731300972e-13,1.3493465622429711e-12,1.241408459110349e-12,8.211136739793015e-12,2.8402859498787533e-13,1.0264219612676501e-05,0.00013708766136101203,1.920265046145731e-13,9.144528916898811e-05,2.8070420262781008e-12,4.832882834632827e-13,7.917300308603702e-05,6.701711820414718e-12,2.0355538123249875e-15,2.9925775730089938e-05,4.3161857827070844e-16,1.3343281509690803e-05,2.3195763503153625e-16,1.4975323066548015e-16,4.662383593330393e-17,3.3599808185294064e-15,3.0567865928328097e-15,7.918385616243062e-06,1.9249344554218868e-16,1.3703660568670771e-15,1.7490604065117144e-16,1.2462807018636648e-15,1.7530521176372424e-12,1.1113578646866654e-16,3.948216775425765e-07,1.0460485190985442e-15,9.031450718688877e-06,1.4244775818428965e-12
