Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66)
5.703118749779718e-10,0.11224538930361706,0.9,0.0,0.0,0.0,0.0,0.09999984669774244,3.934144234027555e-08,3.7721182336816506e-08,2.7073532715532602e-08,2.718112158650482e-08,2.2606342234931256e-08,2.3522260737467112e-08,2.3458973987134238e-08,2.3455015747596936e-08,2.095044407380015e-08,2.095044407380015e-08,1.8930742258441323e-08,1.900707088292237e-08,1.6983257812579566e-10,1.0677619772035844e-09,5.477441052551826e-10,9.916574064501987e-11,4.884042612828221e-10,1.9023704296089014e-10,3.681870818388238e-10,2.272143387751047e-10,2.8817257297449725e-11,4.212585522923659e-12,7.09528795468275e-11,1.219733545592007e-15
5.917251366591901e-10,0.11224538995727727,0.9,0.0,0.0,0.0,0.0,0.09999984094177121,4.0821651811897204e-08,3.9119264590287175e-08,2.8087927327957326e-08,2.820370978462449e-08,2.343867042221079e-08,2.4406440267408032e-08,2.4338333157699465e-08,2.4334081227474464e-08,2.1737061018302318e-08,2.1737061018302318e-08,1.9640041910371952e-08,1.9722206209950853e-08,1.7612733900223105e-10,1.1144679463958444e-09,5.726839233418027e-10,1.0348930237566565e-10,5.278393622011153e-10,2.0683687231419686e-10,3.962740618271035e-10,2.4448860575883015e-10,3.1022709501580384e-11,4.374482147464449e-12,7.651388412808845e-11,1.2656263308567719e-15
6.131383983404084e-10,0.11224539061122636,0.9,0.0,0.0,0.0,0.0,0.09999983518580031,4.230208340011029e-08,4.0516526532964836e-08,2.910216843562299e-08,2.9226443226163956e-08,2.4270152223613297e-08,2.5290691817837385e-08,2.5217586673075996e-08,2.52130317382451e-08,2.252367791752698e-08,2.252367791752698e-08,2.0349234238175763e-08,2.0437448876523984e-08,1.8241840648230384e-10,1.161157974717754e-09,5.976200722701062e-10,1.0780953618734503e-10,5.688205967489802e-10,2.241447317888364e-10,4.2538946325160215e-10,2.6239129967213317e-10,3.330953656316037e-11,4.536359332126544e-12,8.228456528801074e-11,1.3115259968709609e-15
6.345516600216267e-10,0.11224539126546425,0.9,0.0,0.0,0.0,0.0,0.09999982942982973,4.3782737075853595e-08,4.191297111505774e-08,3.011625606174995e-08,3.02493217637152e-08,2.5100792362527554e-08,2.6175015358907917e-08,2.6096734447513972e-08,2.6091867292736774e-08,2.3310294771474124e-08,2.3310294771474124e-08,2.1058319258085726e-08,2.115279886973391e-08,1.8870579385097023e-10,1.207829590686168e-09,6.225487640707949e-10,1.1212621832759685e-10,6.113470073307308e-10,2.421600571256348e-10,4.555329400463218e-10,2.8092205236726537e-10,3.5677745108902745e-11,4.698217060779086e-12,8.826489783783083e-11,1.3574325427318894e-15
6.55964921702845e-10,0.11224539191999079,0.9,0.0,0.0,0.0,0.0,0.09999982367385948,4.526361281006913e-08,4.3308600731744496e-08,3.1130190229555077e-08,3.127234525063129e-08,2.593059485413512e-08,2.7059410860778657e-08,2.697577639569687e-08,2.697058790377666e-08,2.4096911580143763e-08,2.4096911580143763e-08,2.1767296986332337e-08,2.1868256176662317e-08,1.9498951189379018e-10,1.2544808787477356e-09,6.474668975168582e-10,1.1643917788957627e-10,6.554176053847964e-10,2.608822519236624e-10,4.867041473049056e-10,3.0008049689314614e-10,3.812734176277379e-11,4.860055317767674e-12,9.445485656798806e-11,1.4033459675369727e-15
6.773781833840634e-10,0.1122453925748059,0.9,0.0,0.0,0.0,0.0,0.09999981791788957,4.674471057370218e-08,4.470341734537594e-08,3.21439709622517e-08,3.2295513540914896e-08,2.6759563132920313e-08,2.794387829361488e-08,2.785471243266825e-08,2.7849193584191135e-08,2.4883528343535895e-08,2.4883528343535895e-08,2.2476167439143655e-08,2.258382078438051e-08,2.0126956944722411e-10,1.3011103568172078e-09,6.723719350910851e-10,1.2074828492810483e-10,7.010313786846766e-10,2.803106951581769e-10,5.189027410961038e-10,3.19866267278012e-10,4.065833314599372e-11,5.021874087595736e-12,1.0085441624848802e-10,1.449266270383729e-15
6.987914450652817e-10,0.11224539322990926,0.9,0.0,0.0,0.0,0.0,0.09999981216192,4.822603033770122e-08,4.6097422583392296e-08,3.315759828304965e-08,3.3318826489125925e-08,2.7587700158253537e-08,2.8828417627588114e-08,2.8733542473773172e-08,2.872768434680578e-08,2.5670145061650523e-08,2.5670145061650523e-08,2.3184930632745284e-08,2.329949267994945e-08,2.0754597383957118e-10,1.347716878152158e-09,6.972618009966289e-10,1.2505344097312316e-10,7.481872971500907e-10,3.0044474716560283e-10,5.521283783128786e-10,3.402789983552362e-10,4.3270725877037426e-11,5.183673354606684e-12,1.07463551629252e-10,1.4951934503697765e-15
7.202047067465e-10,0.11224539388530083,0.9,0.0,0.0,0.0,0.0,0.09999980640595076,4.9707572073018025e-08,4.749061781454706e-08,3.4171072215155254e-08,3.434228395030579e-08,2.8415008500923955e-08,2.9713028832876153e-08,2.961226643461238e-08,2.96060602044454e-08,2.645676173448765e-08,2.645676173448765e-08,2.389358658336037e-08,2.4015271850419746e-08,2.1381873123421876e-10,1.3942995549669856e-09,7.221347974377998e-10,1.293545716659025e-10,7.968843173373927e-10,3.2128375426960736e-10,5.863807165510857e-10,3.613183256277089e-10,4.596452657163502e-11,5.345453103110128e-12,1.1428223744007678e-10,1.5411275065928347e-15
7.416179684277183e-10,0.11224539454098041,0.9,0.0,0.0,0.0,0.0,0.09999980064998185,5.1189335750607564e-08,4.888300420654867e-08,3.518439278177133e-08,3.536588577991593e-08,2.9241490413369056e-08,3.059771187966303e-08,3.049088423100771e-08,3.0484321169934e-08,2.724337836204728e-08,2.724337836204728e-08,2.4602135307209593e-08,2.4731158282831735e-08,2.2008784688921293e-10,1.4408577006689197e-09,7.469895365382498e-10,1.3365162120495286e-10,8.471213858047199e-10,3.42827052248948e-10,6.21659414013482e-10,3.8298388516525207e-10,4.873974184277227e-11,5.5072133175836224e-12,1.2131044839052013e-10,1.5870684381507233e-15
7.844444917901549e-10,0.11224539585320313,0.9,0.0,0.0,0.0,0.0,0.09999978913804501,5.4153528816441087e-08,5.166535436803565e-08,3.7210573911328526e-08,3.741352196810415e-08,3.089198267192035e-08,3.2367293378500774e-08,3.2247800994721845e-08,3.224049847575024e-08,2.8816611481334047e-08,2.8816611481334047e-08,2.601891113948099e-08,2.6163252881590815e-08,2.3261517051845547e-10,1.5338984285047229e-09,7.966399430942902e-10,1.4223332447187546e-10,9.522114169807286e-10,3.880238247915263e-10,6.952945220504419e-10,4.281922477410936e-10,5.45344425528912e-11,5.830675082557943e-12,1.3599534444810878e-10,1.6789709236627748e-15
8.272710151525915e-10,0.11224539716657606,0.9,0.0,0.0,0.0,0.0,0.0999997776261095,5.711860930290652e-08,5.444447985491393e-08,3.923614185727354e-08,3.9461733904082685e-08,3.253919052426584e-08,3.4137161885698736e-08,3.400429209503133e-08,3.399621636683083e-08,3.038984441951086e-08,3.038984441951086e-08,2.7435258259275938e-08,2.759577637234437e-08,2.451279752878279e-10,1.6268361233640813e-09,8.462062332213759e-10,1.5079833531397715e-10,1.0634488473909197e-09,4.360296269448142e-10,7.730309776067615e-10,4.759011833688356e-10,6.065488085641694e-11,6.154058526550776e-12,1.5151803707727015e-10,1.7709008996905106e-15
8.700975385150281e-10,0.1122453984810979,0.9,0.0,0.0,0.0,0.0,0.0999997661141753,6.008457697776051e-08,5.722038626263347e-08,4.126109680510252e-08,4.151052044252887e-08,3.418312524142974e-08,3.590731716295434e-08,3.57603568643722e-08,3.5751474945739476e-08,3.196307717657772e-08,3.196307717657772e-08,2.8851176796271683e-08,2.902872865104678e-08,2.576262863918293e-10,1.7196690366270091e-09,8.956838801576713e-10,1.5934654252864723e-10,1.1808250890028865e-09,4.868389709704306e-10,8.548660619287058e-10,5.261077947978172e-10,6.710110955850076e-11,6.477363526290886e-12,1.678783232346391e-10,1.862858359020124e-15
9.129240618774647e-10,0.11224539979676741,0.9,0.0,0.0,0.0,0.0,0.09999975460224245,6.30514316088115e-08,5.999307843877028e-08,4.328543894025551e-08,4.355988044175986e-08,3.582379650739966e-08,3.767775897206494e-08,3.7515994637232344e-08,3.750627431502724e-08,3.3536309752534655e-08,3.3536309752534655e-08,3.026666688010622e-08,3.0462109613489635e-08,2.7011012565715374e-10,1.8123961646733317e-09,9.450699024822963e-10,1.6787789822679323e-10,1.304331532878987e-09,5.404463438722788e-10,9.407970614142779e-10,5.788091894479761e-10,7.387318142044101e-11,6.800589958825652e-12,1.8507599955873245e-10,1.9548432944394215e-15
9.557505852399014e-10,0.11224540111358339,0.9,0.0,0.0,0.0,0.0,0.0999997430903109,6.601917296391985e-08,6.276256075657372e-08,4.530916844811647e-08,4.5609812763296086e-08,3.746121291268877e-08,3.9448487074927856e-08,3.927120474998529e-08,3.92606145772326e-08,3.510954214738169e-08,3.510954214738169e-08,3.168172864037837e-08,3.189591915530223e-08,2.82579512774522e-10,1.9050169747585873e-09,9.943623810567645e-10,1.7639239314159246e-10,1.4339595633109438e-09,5.968462220208043e-10,1.0308212670121993e-09,6.340024789197187e-10,8.097114915970154e-11,7.1237377020482846e-12,2.0311086237042128e-10,2.046855698737821e-15
9.98577108602338e-10,0.1122454024315445,0.9,0.0,0.0,0.0,0.0,0.0999997315783807,6.898780081099765e-08,6.552883731174396e-08,4.733228551401322e-08,4.7660316271539056e-08,3.9095382317166137e-08,4.1219501233540295e-08,4.1025986540769916e-08,4.101449583488133e-08,3.668277436111886e-08,3.668277436111886e-08,3.3096362206647727e-08,3.333015717195194e-08,2.950344661848051e-10,1.9975312078229744e-09,1.0435601037387578e-09,1.8489003905019264e-10,1.5697005678237928e-09,6.560330815093049e-10,1.124935973781218e-09,6.916847786402616e-10,8.839506544992979e-11,7.446806634201638e-12,2.219827076742272e-10,2.138895564706356e-15
9.999999999999999e-10,0.11224540375064954,0.9,0.0,0.0,0.0,0.0,0.09999973119590216,6.908644730911333e-08,6.562069059044808e-08,4.739949213131689e-08,4.772845309140305e-08,3.91496211931612e-08,4.127834726562016e-08,4.108428099330804e-08,4.1072759849857954e-08,3.673504426945056e-08,3.673504426945056e-08,3.314335540340083e-08,3.3377816418800264e-08,2.9544802870612554e-10,2.0006031195358778e-09,1.045193039225511e-09,1.8517208044223467e-10,1.5743153240259267e-09,6.580473095938493e-10,1.1281330700727033e-09,6.936439346789568e-10,8.86473168888009e-11,7.457539095653287e-12,2.2262407975312113e-10,2.141954017885949e-15
1.0414036319647746e-09,0.11224540375064954,0.9,0.0,0.0,0.0,0.0,0.09999972006645182,7.195731491800896e-08,6.829191205016871e-08,4.935479032321759e-08,4.9711389833543156e-08,4.072631210556667e-08,4.299080120999933e-08,4.2780339349411575e-08,4.276791819048661e-08,3.825600639374615e-08,3.825600639374615e-08,3.451056770843468e-08,3.476482355874473e-08,3.0747500365424573e-10,2.0899387504881875e-09,1.0926623147945632e-09,1.9337085763268036e-10,1.7115459433929667e-09,7.180014046008205e-10,1.2231384805845913e-09,7.518532076327075e-10,9.614498292097534e-11,7.769796633546408e-12,2.4169133115943937e-10,2.2309628851376733e-15
1.0842301553272112e-09,0.11224540507089704,0.9,0.0,0.0,0.0,0.0,0.09999970855452425,7.492771505296956e-08,7.105178882880529e-08,5.1376683060945317e-08,5.1763032318873324e-08,4.23540093447359e-08,4.4762386766501864e-08,4.453426251738315e-08,4.452088174654896e-08,3.9829238245263606e-08,3.9829238245263606e-08,3.5924345275220485e-08,3.619991821082552e-08,3.1990114254861994e-10,2.182239574050804e-09,1.1416685600519637e-09,2.0183487561166387e-10,1.8594870989378789e-09,7.827456823332463e-10,1.325426089910496e-09,8.145048884039663e-10,1.0422095415890823e-10,8.092707578648698e-12,2.6223652820066676e-10,2.323057652826035e-15
1.1270566786896478e-09,0.11224540639228604,0.9,0.0,0.0,0.0,0.0,0.09999969704259801,7.789900098394709e-08,7.380847144022787e-08,5.339796391235612e-08,5.3815242599519604e-08,4.3978480875968796e-08,4.6534257665344596e-08,4.6287755387787865e-08,4.627338660555626e-08,4.1402469915671246e-08,4.1402469915671246e-08,3.7337695036447184e-08,3.7635441023178604e-08,3.323128999437788e-10,2.2744337098879648e-09,1.1905785955602383e-09,2.1028212320339088e-10,2.0135154559104525e-09,8.50260415154712e-10,1.431796107770991e-09,8.796369468972708e-10,1.126230317060374e-10,8.415539348547962e-12,2.836180938584708e-10,2.415179860567308e-15
1.1698832020520844e-09,0.11224540771481505,0.9,0.0,0.0,0.0,0.0,0.09999968553067311,8.087117247906096e-08,7.656196363157635e-08,5.541863306255372e-08,5.586801954983643e-08,4.559973337927924e-08,4.830641366892396e-08,4.804081730534557e-08,4.802543286998371e-08,4.297570140496909e-08,4.297570140496909e-08,3.875061712151772e-08,3.907139189062801e-08,3.4471029271097785e-10,2.3665212304734543e-09,1.2393923240705426e-09,2.1871263289464467e-10,2.173622448792684e-09,9.205401134577443e-10,1.5422458436289708e-09,9.472465124546477e-10,1.2135126806092907e-10,8.738291822572245e-12,3.0583582288029226e-10,2.50732950115898e-15
1.212709725414521e-09,0.11224540903848289,0.9,0.0,0.0,0.0,0.0,0.09999967401874951,8.384422930648252e-08,7.931226912414394e-08,5.7438690696585803e-08,5.792136204649332e-08,4.721777342447602e-08,5.007885453973615e-08,4.9793447616378525e-08,4.9777020642293877e-08,4.454893271315715e-08,4.454893271315715e-08,4.016311165979581e-08,4.0507770707837926e-08,3.570933376050838e-10,2.4585022297534956e-09,1.2881097447172182e-09,2.271264379845374e-10,2.339799525808833e-09,9.93579298329272e-10,1.6567726103363547e-09,1.0173307177782615e-09,1.3040571567842503e-10,9.060964880244937e-12,3.2888950970130015e-10,2.599506567400148e-15
1.2983627721393945e-09,0.11224541168922998,0.9,0.0,0.0,0.0,0.0,0.09999965099490633,8.97929980311925e-08,8.480333481913603e-08,6.147697215606438e-08,6.202973919690537e-08,5.044424203907026e-08,5.3624589933542053e-08,5.329741081212657e-08,5.327882112034917e-08,4.769539478620404e-08,4.769539478620404e-08,4.298681861323423e-08,4.338181176939917e-08,3.8181645043786866e-10,2.642145097207561e-09,1.3852559725916949e-09,2.43904068446353e-10,2.6903297950402595e-09,1.147914266894877e-09,1.898046504440793e-09,1.16491159522119e-09,1.494934543020852e-10,9.706072266274291e-12,3.775039329241933e-10,2.7839429480354144e-15
1.3840158188642677e-09,0.11224541434451724,0.9,0.0,0.0,0.0,0.0,0.09999962797106844,9.574530530448301e-08,9.028169809190183e-08,6.551280977005436e-08,6.61403651092678e-08,5.3657938176903165e-08,5.7171461948724726e-08,5.679963977737148e-08,5.677878885916905e-08,5.0841856134812076e-08,5.0841856134812076e-08,4.580881693089023e-08,4.6257563361994796e-08,4.064823715640676e-10,2.8253631795253484e-09,1.482018109950835e-09,2.606152782977615e-10,3.065038130826342e-09,1.3132217107015279e-09,2.155596359308241e-09,1.322356707332481e-09,1.6988666634201444e-10,1.0350860548903602e-11,4.294597127923342e-10,2.968488944898125e-15
1.469668865589141e-09,0.11224541700433467,0.9,0.0,0.0,0.0,0.0,0.09999960494723585,1.0170114927358851e-07,9.574738835361676e-08,6.954620501692317e-08,7.025323087788403e-08,5.6858912655692894e-08,6.071946868884e-08,6.03001293397902e-08,6.027692467799751e-08,5.398831675898141e-08,5.398831675898141e-08,4.862910764626608e-08,4.9135024637223095e-08,4.310912334053218e-10,3.0081574292761446e-09,1.5783974170011524e-09,2.7726033234904493e-10,3.4638566216105144e-09,1.4894581927007566e-09,2.429400796926397e-09,1.4896432352909573e-09,1.9158576986472615e-10,1.099532877530718e-11,4.847551936188015e-10,3.153144500439075e-15
1.5553219123140142e-09,0.11224541966867226,0.9,0.0,0.0,0.0,0.0,0.09999958192340856,1.0766052808657177e-07,1.0120043490715015e-07,7.357715937414404e-08,7.436832763248483e-08,6.00472159001772e-08,6.426860825903587e-08,6.379887435228702e-08,6.377322939587539e-08,5.713477665871224e-08,5.713477665871224e-08,5.144769179223885e-08,5.2014194744161247e-08,4.5564316789560284e-10,3.190528837179157e-09,1.674395339432095e-09,2.9383949537670106e-10,3.886717575873143e-09,1.6765804479479729e-09,2.7194384916236513e-09,1.6667484131347868e-09,2.1459118223887084e-10,1.1639475997178657e-11,5.433887147903841e-10,3.3379095571348453e-15
1.6409749590388874e-09,0.11224542233752004,0.9,0.0,0.0,0.0,0.0,0.09999955889958657,1.1362343989232366e-07,1.0664086699749109e-07,7.760567431829636e-08,7.848564653791701e-08,6.322289812170536e-08,6.781887876605145e-08,6.729586969287786e-08,6.726770383164024e-08,6.028123583400472e-08,6.028123583400472e-08,5.426457040106089e-08,5.489507282937897e-08,4.801383067082868e-10,3.3724783817507225e-09,1.7700133314999129e-09,3.1035302947573455e-10,4.333553522216756e-09,1.8745453838856652e-09,3.0256881696952266e-09,1.8536495275370043e-09,2.389033201358839e-10,1.2283301270838754e-11,6.05358610794088e-10,3.5227840574877755e-15
1.7266280057637606e-09,0.11224542501086814,0.9,0.0,0.0,0.0,0.0,0.09999953587576989,1.1958988284056296e-07,1.1206871381335881e-07,8.163175132506636e-08,8.260517879399054e-08,6.638600933482073e-08,7.137027831821563e-08,7.079111026461209e-08,7.076034880392613e-08,6.3427694284859e-08,6.3427694284859e-08,5.707974450436021e-08,5.777765803695074e-08,5.045767812634094e-10,3.5540070278528898e-09,1.865252840267951e-09,3.268011942871574e-10,4.804297208368302e-09,2.0833100794461714e-09,3.348128609220062e-09,2.0503239176810307e-09,2.6452259953057204e-10,1.2926803657203753e-11,6.706632112411017e-10,3.707767944025986e-15
1.897934099213507e-09,0.11224543037102551,0.9,0.0,0.0,0.0,0.0,0.09999948982815243,1.315333547675166e-07,1.2288676800209446e-07,8.967659742474237e-08,9.085084833118392e-08,7.267471763599793e-08,7.847645699924582e-08,7.777630683832557e-08,7.77401536315785e-08,6.972060901325363e-08,6.972060901325363e-08,6.270498331778381e-08,6.354794638307447e-08,5.532842615951138e-10,3.9158055104103445e-09,2.0546023369376897e-09,3.595024506615066e-10,5.817239875848646e-09,2.533067912440814e-09,4.04149714275699e-09,2.4729021436892e-09,3.196842432336763e-10,1.4212836034772483e-11,8.112698197186324e-10,4.078063645899451e-15
2.0692401926632536e-09,0.11224543574906563,0.9,0.0,0.0,0.0,0.0,0.09999944378055618,1.4349092908173262e-07,1.336548295687914e-07,9.77117094608177e-08,9.9105266537048e-08,7.891373658236463e-08,8.5587129200513e-08,8.475442379581119e-08,8.471265042382902e-08,7.601352084389756e-08,7.601352084389756e-08,6.832341647306049e-08,6.932505288567725e-08,6.017666538830754e-10,4.275932026222358e-09,2.2424556823232967e-09,3.9194532115621756e-10,6.925011896998346e-09,3.0255139656743813e-09,4.799375346872466e-09,2.934302850842432e-09,3.8007942723583747e-10,1.54975657091077e-11,9.65195080481532e-10,4.448796203495177e-15
2.240546286113e-09,0.11224544114491002,0.9,0.0,0.0,0.0,0.0,0.09999939773298114,1.5546259101074442e-07,1.44373129502305e-07,1.0573709920667983e-07,1.0736836425562529e-07,8.510345872130038e-08,9.270227984577238e-08,9.172542125540295e-08,9.167784572240785e-08,8.230642977679207e-08,8.230642977679207e-08,7.393505220077448e-08,7.510897060872815e-08,6.500249981373386e-10,4.634394314827641e-09,2.42882473746903e-09,4.2413184814499757e-10,8.127083033385596e-09,3.5603109442271e-09,5.6215952947309255e-09,3.434346631922463e-09,4.4571145431462355e-10,1.678098533237098e-11,1.1324254572360337e-09,4.819965157964929e-15
2.4118523795627465e-09,0.11224544655848086,0.9,0.0,0.0,0.0,0.0,0.0999993516854273,1.674483257953118e-07,1.5504189772871877e-07,1.1375277842147625e-07,1.1564007287733346e-07,9.124427352499509e-08,9.982189388410999e-08,9.868925972880816e-08,9.863574606577332e-08,8.859933581193848e-08,8.859933581193848e-08,7.953989872155621e-08,8.089969257742534e-08,6.980603295829003e-10,4.991200075418913e-09,2.613721243541228e-09,4.5606405782789895e-10,9.422926464673881e-09,4.137124218045648e-09,6.5079898723433274e-09,3.972854908701478e-09,5.165836161570936e-10,1.806308762916739e-11,1.3129473379267577e-09,5.191570050872071e-15
2.583158473012493e-09,0.1122454519897007,0.9,0.0,0.0,0.0,0.0,0.09999930563789466,1.7944811868941447e-07,1.6566136312516284e-07,1.2175875885013205e-07,1.239203243345301e-07,9.733656742189062e-08,1.0694595628990597e-07,1.0564590011861971e-07,1.0558635798910612e-07,9.489223894933815e-08,9.489223894933815e-08,8.513796424609454e-08,8.66972117785891e-08,7.458736787219336e-10,5.3463569582343936e-09,2.797156816624906e-09,4.877439594200849e-10,1.0812018764452767e-08,4.755621800951275e-09,7.458392773180238e-09,4.5496499279969604e-09,5.926991933789114e-10,1.934386539610332e-11,1.5067470355045338e-09,5.5636104241913714e-15
2.9257706599119863e-09,0.11224546290478013,0.9,0.0,0.0,0.0,0.0,0.09999921354289301,2.0348981988818788e-07,1.8675329565577893e-07,1.3774167025774989e-07,1.405061861602336e-07,1.0937712295977833e-07,1.212073662275749e-07,1.1953743219289648e-07,1.1946574269996564e-07,1.0747803653090259e-07,1.0747803653090259e-07,9.631378509958589e-08,9.8312613636777e-08,8.408385283123173e-10,6.051754523928191e-09,3.159691232286756e-09,5.503547959561234e-10,1.3867873038445629e-08,6.116354998286643e-09,9.550562314047504e-09,5.817393276008255e-09,7.606736612166803e-10,2.190141888325682e-11,1.9341247641507332e-09,6.308995782020725e-15
3.2683828468114796e-09,0.1122454738895382,0.9,0.0,0.0,0.0,0.0,0.0999991214479762,2.2758757690304158e-07,2.0765073703242758e-07,1.5368592710514063e-07,1.5712541586945343e-07,1.212281560349019e-07,1.3548638995834264e-07,1.3339971242580175e-07,1.333160520706778e-07,1.2006382252149603e-07,1.2006382252149603e-07,1.074625802483853e-07,1.0995511932468962e-07,9.349276960202888e-10,6.750647527106056e-09,3.5165191990557414e-09,6.119801159829718e-10,1.729052540870833e-08,7.63990672612123e-09,1.1896789418688858e-08,7.236171007565526e-09,9.49660882032018e-10,2.4453589589934008e-11,2.4144476750215784e-09,7.056117575470863e-15
3.610995033710973e-09,0.1122454849433723,0.9,0.0,0.0,0.0,0.0,0.09999902935314421,2.5174127224105384e-07,2.2835548047185225e-07,1.6959162284142094e-07,1.7377748800794348e-07,1.328926495386123e-07,1.4978290818425798e-07,1.4723244187102496e-07,1.4713733826416145e-07,1.326495969211292e-07,1.326495969211292e-07,1.185844150213105e-07,1.216246713930883e-07,1.0281492556701856e-09,7.443095951246878e-09,3.867730565330603e-09,6.726354313199051e-10,2.1075908252691342e-08,9.323714186512884e-09,1.449577218921252e-08,8.80459042038477e-09,1.1596867040402189e-09,2.7000322436949104e-11,2.9476036457936873e-09,7.804972155128765e-15
3.953607220610466e-09,0.11224549606568679,0.9,0.0,0.0,0.0,0.0,0.09999893725839706,2.7595078862018093e-07,2.4886930266239495e-07,1.854588506897886e-07,1.9046188539187917e-07,1.4437353943107242e-07,1.6409680200866466e-07,1.610353276096655e-07,1.6092965339038627e-07,1.4523535972981274e-07,1.4523535972981274e-07,1.2967935458925993e-07,1.3332121181450403e-07,1.1205112066684562e-09,8.129159221288964e-09,4.213413747170859e-09,7.323360093818434e-10,2.5220005996440895e-08,1.116525491903522e-08,1.7346221159607202e-08,1.052127165319812e-08,1.39077680008624e-09,2.9541563455332496e-11,3.533479424207554e-09,8.555555878143454e-15
4.296219407509959e-09,0.11224550725589337,0.9,0.0,0.0,0.0,0.0,0.09999884516373475,3.0021600896903735e-07,2.6919396392412826e-07,2.012877036480822e-07,2.0717809897441012e-07,1.5567371550810806e-07,1.7842795293503697e-07,1.748080826740005e-07,1.7469304950620116e-07,1.5782111094755733e-07,1.5782111094755733e-07,1.4074746396560395e-07,1.450446819952326e-07,1.2120214747246473e-09,8.80889620492041e-09,4.553655741926448e-09,7.910968767798556e-10,2.971885436607262e-08,1.316204615014378e-08,2.044685913290598e-08,1.2384847564428758e-08,1.642956668249057e-09,3.207725977228922e-11,4.171960651500085e-09,9.307865108219034e-15
4.638831594409452e-09,0.1122455185134109,0.9,0.0,0.0,0.0,0.0,0.09999875306915727,3.2453681642668206e-07,2.8933120834745106e-07,2.1707827448932233e-07,2.2392562771854907e-07,1.6679602209013384e-07,1.9277624286585437e-07,1.885504259744304e-07,1.8842757861517028e-07,1.704068505743737e-07,1.704068505743737e-07,1.5178880800656292e-07,1.567950227868089e-07,1.3026879124754122e-09,9.482365228987602e-09,4.88854218239682e-09,8.489328238010449e-10,3.456853967328235e-08,1.5311644172722076e-08,2.379642102582213e-08,1.4393963615740836e-08,1.9162516324261488e-09,3.460735959774305e-11,4.862931884819438e-09,1.0061896215607868e-14
4.981443781308945e-09,0.11224552983766477,0.9,0.0,0.0,0.0,0.0,0.09999866097466463,3.4891309434242394e-07,3.0928276392615693e-07,2.3283065576220092e-07,2.407039784837049e-07,1.7774325865981293e-07,2.0714155410158338e-07,2.0226208223394388e-07,2.0213329266742483e-07,1.8299257861027242e-07,1.8299257861027242e-07,1.6280345141154943e-07,1.6857217449628222e-07,1.3925183000836387e-09,1.0149624085651385e-08,5.218157362673741e-09,9.058584078462624e-10,3.9765198177321784e-08,1.761164379260835e-08,2.739365372986024e-08,1.654727776741587e-08,2.2106868428618778e-09,3.7131812212265716e-11,5.606276617297578e-09,1.0817645577104482e-14
5.324055968208438e-09,0.11224554122808779,0.9,0.0,0.0,0.0,0.0,0.09999856888025682,3.7334472627557034e-07,3.2905034273334447e-07,2.4854493979171126e-07,2.575126658812863e-07,1.885181806917491e-07,2.2152376933936828e-07,2.1594278190437881e-07,2.1581024355947453e-07,1.9557829505526428e-07,1.9557829505526428e-07,1.7379145872360854e-07,1.80376076899327e-07,1.481520346030476e-09,1.0810730034566405e-08,5.5425842529246305e-09,9.618879574592964e-10,4.530501527265144e-08,2.0059677624487294e-08,3.1237315934356083e-08,1.8843460344502702e-08,2.526287276826946e-09,3.9650567951653347e-11,6.40187730366145e-09,1.157510957603753e-14
5.666668155107931e-09,0.11224555268411907,0.9,0.0,0.0,0.0,0.0,0.09999847678593388,3.9783159599521567e-07,3.4863564106649245e-07,2.642212186796751e-07,2.7435121215573455e-07,1.9912350033529187e-07,2.3592277167193528e-07,2.2959226109700984e-07,2.294584831340509e-07,2.081639999093599e-07,2.081639999093599e-07,1.8475289432978577e-07,1.922066692510877e-07,1.5697016877685262e-09,1.146573980569465e-08,5.861904512312479e-09,1.0170355757376458e-09,5.118422481881041e-08,2.2653415511720828e-08,3.532617798042206e-08,2.128119392567074e-08,2.8630777391869566e-09,4.2163578194141284e-11,7.249615381418837e-09,1.2334284602263128e-14
6.009280342007424e-09,0.11224556420520451,0.9,0.0,0.0,0.0,0.0,0.09999838469169577,4.223735874800337e-07,3.6804033958287356e-07,2.7985958430525457e-07,2.9121914707081424e-07,2.095618870537352e-07,2.5033844458652815e-07,2.432102615157801e-07,2.4307806317995606e-07,2.2074969317256998e-07,2.2074969317256998e-07,1.9568782246148572e-07,2.04063890296589e-07,1.6570698923315319e-09,1.2114709606421967e-08,6.176198514692949e-09,1.0713151438679634e-09,5.739910849892547e-08,2.539056397162718e-08,3.965902172108692e-08,2.385917323610427e-08,3.2210828629546645e-09,4.467079534810633e-11,8.149371291194034e-09,1.309516705215835e-14
