Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66)
1.0074829100951141e-13,0.11224537200303979,0.9,0.0,0.0,0.0,0.0,0.0999999999729184,6.935903708164894e-12,6.909017359704908e-12,4.792310972030578e-12,4.792314610999189e-12,4.150696101187926e-12,4.1507719232934064e-12,4.150656382401824e-12,4.150656595824802e-12,3.700997903990725e-12,3.700997903990725e-12,3.350947395533617e-12,3.350949939763901e-12,2.6733617743614563e-14,1.416325827721254e-16,6.011206651128718e-17,1.3025866572334779e-17,6.046116624475834e-18,3.909156270858523e-21,1.2399257823292358e-17,6.035277443847365e-18,9.587053707683722e-19,2.9196162261489146e-18,6.930024357609504e-21,1.9449740067238005e-19
1.511231197666103e-13,0.11224537200455971,0.9,0.0,0.0,0.0,0.0,0.09999999995937743,1.0403904974635477e-11,1.0361252988309098e-11,7.188497309262912e-12,7.188506064750316e-12,6.226004422882783e-12,6.226186813911959e-12,6.226011295067533e-12,6.226011808758427e-12,5.551521954840484e-12,5.551521954840484e-12,5.026442665649921e-12,5.026448787185756e-12,4.228312686421791e-14,3.405455846599353e-16,1.4459539320579332e-16,3.133085485385204e-17,1.6013022321487506e-17,1.5983904571378715e-20,2.983088728715031e-17,1.5968745936539606e-17,2.3066901922229413e-18,7.011036430237958e-18,2.829248037651958e-20,3.0204228846921105e-19
2.5187277728080807e-13,0.11224537200759953,0.9,0.0,0.0,0.0,0.0,0.09999999993229547,1.7339912442440772e-11,1.7265451875887986e-11,1.1980866571341972e-11,1.1980892381760055e-11,1.037648077598242e-11,1.0377018207782183e-11,1.0376718174406674e-11,1.0376719681687729e-11,9.25257005553769e-12,9.25257005553769e-12,8.377430820085872e-12,8.377448866011102e-12,7.337040340467198e-14,1.0029604497417393e-15,4.260334554184059e-16,9.230078820311156e-17,5.0683060234466294e-17,8.712839077777216e-20,8.793393046817816e-17,5.0442194073753636e-17,6.799990330533208e-18,2.058521488158778e-17,1.5373776993488717e-19,5.170925271400434e-19
3.4254746904358605e-13,0.11224537201033538,0.9,0.0,0.0,0.0,0.0,0.0999999999079217,2.3582323149601634e-11,2.3479003775514823e-11,1.6293996150839134e-11,1.6294042821037022e-11,1.41117962563769e-11,1.411276776487759e-11,1.411235199021899e-11,1.4112354705173521e-11,1.2583513345355545e-11,1.2583513345355545e-11,1.139331823193733e-11,1.1393350862628721e-11,1.0134678620710704e-13,1.8126307641094497e-15,7.701012981981465e-16,1.6683018377585571e-16,9.382537336335384e-17,2.0258669052511142e-19,1.5899851766182058e-16,9.326588787038929e-17,1.2295765866237785e-17,3.7129226850854486e-17,3.5689880243944306e-19,7.106347894632499e-19
4.3322216080636404e-13,0.11224537201307125,0.9,0.0,0.0,0.0,0.0,0.09999999988354794,2.982473807600036e-11,2.969231451427804e-11,2.0607122812772945e-11,2.0607196175232856e-11,1.7846991977694048e-11,1.784851870075863e-11,1.784798329638313e-11,1.7847987545916295e-11,1.5914456634316428e-11,1.5914456634316428e-11,1.4409203603951071e-11,1.4409254897532245e-11,1.2932193192306524e-13,2.8480093241570615e-15,1.2101592859319718e-15,2.6214079317396323e-16,1.4964905803030849e-16,3.887738862767405e-19,2.499324402980114e-16,1.485765011013558e-16,1.9328248321691795e-17,5.822031982829384e-17,6.837830426759386e-19,9.041768893179821e-19
5.23896852569142e-13,0.11224537201580713,0.9,0.0,0.0,0.0,0.0,0.09999999985917417,3.6067156987914056e-11,3.590539756234781e-11,2.4920246718760673e-11,2.4920352282796543e-11,2.1582074656056954e-11,2.158427093904662e-11,2.1583612235878978e-11,2.1583618324827887e-11,1.9245399922467807e-11,1.9245399922467807e-11,1.742508704912309e-11,1.7425160857811646e-11,1.5729602253884672e-13,4.0963690585637976e-15,1.7408149498370902e-15,3.7706120942038005e-16,2.174874796552935e-16,6.551083701395761e-19,3.596348254399498e-16,2.1568190072190482e-16,2.781231383624082e-17,8.357957696987721e-17,1.1504705632490847e-18,1.0977190658341345e-18
7.05246236094698e-13,0.11224537202127888,0.9,0.0,0.0,0.0,0.0,0.09999999981042665,4.8552003900628806e-11,4.833104499053043e-11,3.354648824585667e-11,3.35466707766922e-11,2.9051982457570526e-11,2.905577838573128e-11,2.9054864729082045e-11,2.9054875180685687e-11,2.5907286496924512e-11,2.5907286496924512e-11,2.3456849545343443e-11,2.3456977169151325e-11,2.1324186957340345e-13,7.0781414001476424e-15,3.008515635238355e-15,6.515634165126593e-16,3.8066672345034835e-16,1.4090282978860624e-18,6.21840064053273e-16,3.7678926273589736e-16,4.8090754827183387e-17,1.439540291483475e-16,2.4684324165649356e-18,1.484803712203409e-18
8.86595619620254e-13,0.11224537202675057,0.9,0.0,0.0,0.0,0.0,0.09999999976167913,6.103686554541083e-11,6.075585255462043e-11,4.217271958586868e-11,4.217299944746603e-11,3.652147309825992e-11,3.6527290646623384e-11,3.652610850714921e-11,3.65261244151842e-11,3.2569173068388965e-11,3.2569173068388965e-11,2.9488604919182653e-11,2.948880059745392e-11,2.6918393474019405e-13,1.0845292041266912e-14,4.610469160473634e-15,9.983809967761833e-16,5.885573339780783e-16,2.5714507657790615e-18,9.534192372494936e-16,5.814913710080961e-16,7.373484189393997e-17,2.19879778266171e-16,4.494512204203209e-18,1.8718888167076737e-18
1e-12,0.11224537203222233,0.9,0.0,0.0,0.0,0.0,0.09999999973119553,6.884411264615508e-11,6.852508267822057e-11,4.756701097295253e-11,4.756736274944754e-11,4.1192191798378307e-11,4.119950224031213e-11,4.119814488054512e-11,4.119816478060094e-11,3.673509359050721e-11,3.673509359050721e-11,3.326047756938719e-11,3.3260723531716506e-11,3.0416449899846453e-13,1.3626436274106643e-14,5.793351041241234e-15,1.2544303432006518e-15,7.429463041476857e-16,3.566804704757122e-18,1.1984134665338346e-15,7.331547175691445e-16,9.268275035061666e-17,2.757048364625424e-16,6.224781873784209e-18,2.1139474919973716e-18
1.06794500314581e-12,0.11224537203222233,0.9,0.0,0.0,0.0,0.0,0.09999999971293161,7.352174292148776e-11,7.317976483184261e-11,5.0798940047841965e-11,5.0799338984826245e-11,4.39905188505909e-11,4.399880804824424e-11,4.399734300578769e-11,4.399736551139057e-11,3.923105963665821e-11,3.923105963665821e-11,3.5520352687554186e-11,3.552063162543855e-11,3.25121969164377e-13,1.544954439047807e-14,6.56882789627658e-15,1.4222791737520436e-15,8.444365743739174e-16,4.262117062773929e-18,1.3590762276856394e-15,8.32742223713908e-16,1.051085180464946e-16,3.1222832588941923e-16,7.432233597235412e-18,2.2589744106889037e-18
1.4306437701969219e-12,0.11224537204316594,0.9,0.0,0.0,0.0,0.0,0.09999999961543657,9.84915457538753e-11,9.80248629563767e-11,6.805134772478097e-11,6.805205126800297e-11,5.892725425396952e-11,5.894185856324884e-11,5.893978381054865e-11,5.89398228303834e-11,5.2554832763431024e-11,5.2554832763431024e-11,4.758382497938631e-11,4.758431690863687e-11,4.3698576036200834e-13,2.7206628218234163e-14,1.1571520247032976e-14,2.504766625592291e-15,1.5044129294347843e-15,9.846701916124787e-18,2.3967876839207078e-15,1.4774943713106495e-15,1.853675172423814e-16,5.459664220764906e-16,1.7071856208009758e-17,3.0331470862579285e-18
1.7933425372480338e-12,0.11224537205410952,0.9,0.0,0.0,0.0,0.0,0.09999999951794153,1.2346141249330135e-10,1.2286634656637e-10,8.530371121064292e-11,8.530480768763608e-11,7.386219061679038e-11,7.388492996186934e-11,7.38821872995644e-11,7.388224708824441e-11,6.587860587722354e-11,6.587860587722354e-11,5.964726637467386e-11,5.964803306487871e-11,5.488332749740554e-13,4.2341812742546397e-14,1.801450132664787e-14,3.898349603521369e-15,2.362850664344635e-15,1.8919767653151037e-17,3.735411701931859e-15,2.311304644583328e-15,2.889026120315323e-16,8.438141149202339e-16,3.2626252108155566e-17,3.807321741495458e-18
2.5187400713502577e-12,0.11224537207599691,0.9,0.0,0.0,0.0,0.0,0.09999999932295144,1.7340133782004882e-10,1.725385373799836e-10,1.1980830552154781e-10,1.1981045299696093e-10,1.037266900295284e-10,1.037711354508734e-10,1.0376688346579672e-10,1.0376699635492788e-10,9.252615206584175e-11,9.252615206584175e-11,8.377405641437751e-11,8.377555805769723e-11,7.724797766511285e-13,8.26787292214715e-14,3.519913208156269e-14,7.612690540906042e-15,4.686824900085138e-15,5.1971007569489205e-17,7.315920924766843e-15,4.5463353758706095e-15,5.658476981785907e-16,1.6236817884905169e-15,8.851851664503936e-17,5.3556769950965396e-18
3.2441376054524815e-12,0.11224537209788454,0.9,0.0,0.0,0.0,0.0,0.09999999912796134,2.2334151894323466e-10,2.221964359293166e-10,1.5431272295196504e-10,1.5431627490488112e-10,1.3358405317621886e-10,1.3365742452811684e-10,1.3365143307664027e-10,1.336516132898929e-10,1.1917369820250417e-10,1.1917369820250417e-10,1.0790072278667499e-10,1.0790320662389135e-10,9.960619184503058e-13,1.363612818519329e-13,5.808955794649969e-14,1.255635655210717e-14,7.831610769402539e-15,1.094439700317841e-16,1.2100699406181035e-14,7.537767869068661e-15,9.3595948681577e-16,2.6409268929122247e-15,1.8439893030209105e-16,6.904040172860145e-18
3.969535139554706e-12,0.11224537211977238,0.9,0.0,0.0,0.0,0.0,0.09999999893297125,2.7328195587593824e-10,2.7184015075715436e-10,1.8881696349296835e-10,1.8882227338076495e-10,1.6343432005386911e-10,1.635437971971084e-10,1.635358377904341e-10,1.6353609788628988e-10,1.4582124428720795e-10,1.4582124428720795e-10,1.3202726548532543e-10,1.3203097876972717e-10,1.2195801891595433e-12,2.0328066120440797e-13,8.664912656457002e-14,1.8719512377527588e-14,1.1813269193283923e-14,1.9785988900777403e-16,1.8089700525421505e-14,1.1285435892628674e-14,1.399243388458175e-15,3.8841229809925684e-15,3.299734116474743e-16,8.452411275192614e-18
4.69493267365693e-12,0.11224537214166048,0.9,0.0,0.0,0.0,0.0,0.09999999873798116,3.232226486217638e-10,3.21469793066344e-10,2.2332102714218675e-10,2.2332844838657226e-10,1.9327753177446564e-10,1.9343025345823959e-10,1.9342009923597703e-10,1.9342045014216854e-10,1.7246879031995218e-10,1.7246879031995218e-10,1.5615368450867103e-10,1.561588744968983e-10,1.4430350895450181e-12,2.8332542871013986e-13,1.2084019140246923e-13,2.60920822789642e-14,1.66477667409467e-14,3.23867087265599e-16,2.528283083137289e-14,1.5789141116701133e-14,1.9557013803507244e-15,5.342056265440744e-15,5.34758536979968e-16,1.0000790302205123e-17
6.1457277418613774e-12,0.11224537218543736,0.9,0.0,0.0,0.0,0.0,0.09999999834800098,4.2310480155136204e-10,4.206872673407833e-10,2.9232862376669815e-10,2.9234132783833296e-10,2.529429407575521e-10,2.5320341675354874e-10,2.53188197920425e-10,2.531887576327884e-10,2.2576388222956127e-10,2.2576388222956127e-10,2.0440615153044679e-10,2.0441503669441852e-10,1.889756613092109e-12,4.823831093616807e-13,2.0597854960526927e-13,4.442856089390389e-14,2.8931559440715654e-14,7.129554385690234e-16,4.3281068148032415e-14,2.7063894731635878e-14,3.3481415760033133e-15,8.863530086500629e-15,1.1547092705107536e-15,1.3097572130225889e-17
7.596522810065826e-12,0.11224537222921517,0.9,0.0,0.0,0.0,0.0,0.09999999795802081,5.229879777293988e-10,5.198497346607893e-10,3.613355128282883e-10,3.613549129380693e-10,3.1258060531080006e-10,3.1297691440689356e-10,3.129557408316772e-10,3.1295653576242844e-10,2.7905897393133006e-10,2.7905897393133006e-10,2.5265812385395176e-10,2.526716932149041e-10,2.3362304334601968e-12,7.326566792508112e-13,3.1320688365932454e-13,6.748640252911631e-14,4.480215605586472e-14,1.3289845562286488e-15,6.609452891897732e-14,4.1360376530775633e-14,5.113284432220286e-15,1.3124548583300157e-14,2.1127949688604258e-15,1.6194385656840808e-17
