Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634)
3.7646654788068582e-06,0.11263649877133361,0.9,0.0,0.0,0.0,0.0,0.09876514067626352,0.00045188106884622116,2.4373591440302918e-06,1.5181005318624487e-05,3.25094703446995e-05,8.536184727044974e-07,3.3968813947349846e-05,3.442617786449222e-06,6.243955744709196e-06,0.00014018341222876948,0.0006902856530956234,4.664553665216125e-06,4.5170243744143924e-05,1.0974028795873445e-08,8.13221630064946e-08,2.556973338871674e-08,4.444258879706728e-09,6.540960940412511e-05,0.000127080762700948,0.0016245604719383625,0.00019063840450436344,0.0004411169675597078,6.379556514228733e-10,0.0001422465325644164,1.37892260971008e-11,7.140845770194792e-08,9.580961108840674e-13,1.4164286319757313e-12,1.1558247840302424e-12,1.412195223591961e-11,2.267650388315337e-13,8.330834594555066e-06,0.00023119705424871122,1.9479477537859853e-13,0.0001598010231764732,4.875326497351031e-12,5.104507574519889e-13,0.00014845171065114543,1.2489078968835791e-11,3.2811380788669057e-15,7.344529667151899e-05,7.00073338238283e-16,3.8244515514135125e-05,3.7307086604019663e-16,3.999931569319131e-16,1.4142039175814013e-16,8.322934531722687e-15,8.514687232123162e-15,2.2517190828988372e-05,4.798241319697048e-16,3.387084318030284e-15,4.902699652263109e-16,3.4639336826095874e-15,4.342451805201539e-12,3.6169943535085165e-16,2.1556420469726564e-06,2.942516845746362e-15,1.7216122132996454e-05,2.296159149168151e-12,1.6960897763263466e-16,1.1974280876291464e-15,1.6031764710252829e-12,2.41899377912025e-10,2.4939755980212985e-12
3.7919350005643077e-06,0.11263936084174282,0.9,0.0,0.0,0.0,0.0,0.09875632498169176,0.0004548224963646615,2.4371857462584047e-06,1.5143947178279425e-05,3.2509378326878434e-05,8.535484785100796e-07,3.391137585209845e-05,3.442340587382867e-06,6.24351378174008e-06,0.0001411795006476018,0.0006957380641784154,4.664223085248169e-06,4.518579156666658e-05,1.0973248149061766e-08,8.131637763845604e-08,2.5567636745169527e-08,4.443966860515035e-09,6.513449643472554e-05,0.00012800064535118053,0.0016370411464665716,0.00019202306729745668,0.0004444031066573175,6.379175279567998e-10,0.0001432906506887546,1.3877392806639377e-11,7.109993843873676e-08,9.579835374786358e-13,1.4167536976955383e-12,1.1537380807715378e-12,1.4225523599061139e-11,2.257879257446894e-13,8.29555774523664e-06,0.00023280558834266028,1.9479451828571313e-13,0.00016107770807609011,4.913713040636496e-12,5.106268290953232e-13,0.00014977105689464745,1.2598629334339304e-11,3.3049695811063934e-15,7.436547221836377e-05,7.052114782526493e-16,3.87902703418779e-05,3.757712449517057e-16,4.057665177806809e-16,1.4367253211290846e-16,8.437741723261155e-15,8.640203153127256e-15,2.2842063038695248e-05,4.864800224720278e-16,3.433720751059286e-15,4.975350787286494e-16,3.5149094226246856e-15,4.402351986151097e-12,3.6778697434044095e-16,2.2083057255431552e-06,2.9874922044192185e-15,1.7367757461748823e-05,2.312836830592362e-12,1.7221454459443656e-16,1.2157004483744917e-15,1.6148210517325158e-12,2.436564002241425e-10,2.530739608734649e-12
3.819204522321757e-06,0.11264221904943077,0.9,0.0,0.0,0.0,0.0,0.09874751671075711,0.00045776099460090704,2.4370121472544977e-06,1.5107133599892567e-05,3.250916266414219e-05,8.534784999295281e-07,3.385413703356564e-05,3.442063389686872e-06,6.243072667552582e-06,0.00014217519135734712,0.0007011840776584477,4.6638928407545325e-06,4.520073751536031e-05,1.0972466504291397e-08,8.131058555111169e-08,2.5565540568739658e-08,4.443674313479029e-09,6.486172064249337e-05,0.00012892044538457856,0.0016495011287082969,0.00019340759795238844,0.0004476784103859949,6.378792961746971e-10,0.00014433468061711267,1.3965451161322126e-11,7.079404697300292e-08,9.57867433448112e-13,1.417059953701439e-12,1.151658740749967e-12,1.4328725630369623e-11,2.2481914496935364e-13,8.260551676539736e-06,0.00023440746814930524,1.947935223898395e-13,0.00016235291716326322,4.9520461934856586e-12,5.107961023868918e-13,0.0001510892782604874,1.270806106109289e-11,3.328798789685442e-15,7.528826521742493e-05,7.103491852601705e-16,3.933791855800191e-05,3.784713562983216e-16,4.115743876149633e-16,1.4593979031895362e-16,8.553270383414125e-15,8.766417920693607e-15,2.3168340147338406e-05,4.931779769454968e-16,3.4806517216799234e-15,5.048410091929401e-16,3.5661686949123074e-15,4.46262856753528e-12,3.739188954409103e-16,2.261751141361487e-06,3.032777704006032e-15,1.7519338767724077e-05,2.3295129203886982e-12,1.748382004347635e-16,1.234098739927312e-15,1.6264645211585614e-12,2.454132548633303e-10,2.56770828657794e-12
3.846474044079207e-06,0.11264507341763211,0.9,0.0,0.0,0.0,0.0,0.09873871580480863,0.0004606965808704794,2.4368383581765887e-06,1.5070569477844838e-05,3.2508828924796236e-05,8.534085380363528e-07,3.379711450066082e-05,3.441786199696448e-06,6.242632397698828e-06,0.00014317048774707024,0.0007066237276846865,4.663562929841961e-06,4.521510022447661e-05,1.097168409338529e-08,8.130478712467409e-08,2.5563444892479446e-08,4.443381278036778e-09,6.459128591123497e-05,0.0001298401628776297,0.0016619405535400393,0.00019479199663424598,0.00045094291832967415,6.378409580260164e-10,0.0001453786223847875,1.4053401766424964e-11,7.049078658579443e-08,9.577479604317428e-13,1.4173479744131453e-12,1.149587332229682e-12,1.4431559844682866e-11,2.238587072130084e-13,8.225818785803837e-06,0.00023600275024822495,1.9479182098670507e-13,0.00016362664609478062,4.9903258760942956e-12,5.109587876472765e-13,0.00015240634518566727,1.2817371794820186e-11,3.3526257482149693e-15,7.621365846639827e-05,7.154864607627148e-16,3.988743477544027e-05,3.8117125066521303e-16,4.1741657225617124e-16,1.4822203176765642e-16,8.669518271589926e-15,8.893324223581103e-15,2.3496012197249636e-05,4.999179505549188e-16,3.527872626339169e-15,5.12187365885025e-16,3.617707851384073e-15,4.523280426360292e-12,3.80094799159883e-16,2.3159814208093e-06,3.0783716486951882e-15,1.767087645236776e-05,2.346187420702293e-12,1.7747986302522307e-16,1.2526219955634708e-15,1.638106880765026e-12,2.4716994203910307e-10,2.604879544512841e-12
3.873743565836656e-06,0.11264792396983168,0.9,0.0,0.0,0.0,0.0,0.09872992220515653,0.00046362927175460045,2.436664390079906e-06,1.5034259236072606e-05,3.250838243027599e-05,8.53338593856418e-07,3.374032420042752e-05,3.441509023452291e-06,6.24219296771885e-06,0.0001441653931750819,0.0007120570492721014,4.663233350587729e-06,4.522889775390191e-05,1.097090078846611e-08,8.129898272037111e-08,2.5561349746270806e-08,4.443087765537322e-09,6.43231940420536e-05,0.00013075979790602566,0.0016743595588281379,0.00019617626350535163,0.0004541966714896951,6.378025208330733e-10,0.00014642247602791126,1.4141245151016397e-11,7.019015818588789e-08,9.576252784014896e-13,1.4176183460120641e-12,1.1475243996385914e-12,1.4534027594438405e-11,2.2290661492140892e-13,8.191361118439298e-06,0.00023759149129977766,1.9478944600819846e-13,0.00016489889073963198,5.028551959969435e-12,5.11115089171733e-13,0.00015372222875587355,1.2926559094777897e-11,3.376450419602255e-15,7.714163548033578e-05,7.206233036416468e-16,4.043879425242778e-05,3.8387087900249614e-16,4.232930649794777e-16,1.5051927000994464e-16,8.786485597929705e-15,9.020921467898117e-15,2.3825069525103956e-05,5.066998721998793e-16,3.5753871698024886e-15,5.195740804663875e-16,3.669527327078822e-15,4.584307626829371e-12,3.863146569145183e-16,2.3709996428401343e-06,3.1242742365583464e-15,1.7822380922446038e-05,2.3628603333349244e-12,1.8013952812583128e-16,1.2712705700215104e-15,1.6497481318454346e-12,2.489264619574231e-10,2.6422531548275413e-12
3.901013087594106e-06,0.1126507707297337,0.9,0.0,0.0,0.0,0.0,0.09872113585312065,0.0004665590831303946,2.4364902532159028e-06,1.4998206850543839e-05,3.250782826605613e-05,8.532686683498851e-07,3.3683781059227036e-05,3.4412318667107737e-06,6.2417543731443536e-06,0.00014515991096756818,0.000717484078224333,4.66290410104282e-06,4.5242147606828736e-05,1.0970116809514125e-08,8.129317268777187e-08,2.5559255159702873e-08,4.442793812337807e-09,6.405744487821706e-05,0.00013167935054463694,0.001686758285159906,0.00019756039872534305,0.00045743971217908623,6.377639863147032e-10,0.00014746624158340892,1.4228981874112041e-11,6.989216063627671e-08,9.574995347416793e-13,1.4178716075579604e-12,1.1454704401923742e-12,1.4636130474937374e-11,2.21962864800255e-13,8.157180386583861e-06,0.00023917374799555929,1.9478642785986088e-13,0.0001661696471699591,5.0667243765636155e-12,5.112652045098913e-13,0.00015503690068769752,1.3035620712559834e-11,3.4002728456201853e-15,7.807218046167693e-05,7.257597153473165e-16,4.099197287430527e-05,3.8657028973778607e-16,4.2920367759551087e-16,1.528313747308862e-16,8.904170167157862e-15,9.149202589776559e-15,2.415550275217394e-05,5.135236960122975e-16,3.623190924585007e-15,5.270007750139979e-16,3.721623603168198e-15,4.6457090684182655e-12,3.9257807849794465e-16,2.4268088397888873e-06,3.1704838165030805e-15,1.7973862582464805e-05,2.379531660359362e-12,1.8281711550680015e-16,1.2900435266731597e-15,1.6613882758124146e-12,2.5068281482088586e-10,2.679827101560718e-12
3.928282609351555e-06,0.11265361372123163,0.9,0.0,0.0,0.0,0.0,0.09871235669007605,0.00046948603020016157,2.436315957743579e-06,1.4962415871002792e-05,3.25071712920782e-05,8.531987624322915e-07,3.362749902294932e-05,3.4409547349508234e-06,6.241316609502261e-06,0.00014615404441736053,0.0007229048510603716,4.6625751792349685e-06,4.525486674688345e-05,1.0969332032209371e-08,8.128735735858155e-08,2.55571611594171e-08,4.442499428785629e-09,6.379403642529364e-05,0.00013259882086755776,0.0016991368755871834,0.0001989444024512408,0.00046067208392135394,6.377253613064532e-10,0.00014850991908893976,1.4316612422653657e-11,6.959679071366081e-08,9.573708755648015e-13,1.4181083097025308e-12,1.1434259295458926e-12,1.473786992126648e-11,2.2102744619483515e-13,8.123277987074454e-06,0.00024074957701184665,1.9478279570630737e-13,0.0001674389116524319,5.10484301045442e-12,5.114093255594119e-13,0.00015635033331139534,1.3144554316356752e-11,3.424092990787429e-15,7.900527827120457e-05,7.308956948213478e-16,4.154694713561455e-05,3.8926943592144246e-16,4.3514840134045806e-16,1.5515835744602909e-16,9.022572128678932e-15,9.278166953437532e-15,2.448730277478824e-05,5.20389350980568e-16,3.671287416456779e-15,5.344673802214684e-16,3.773997069422143e-15,4.707484784807761e-12,3.988850287886608e-16,2.4834119981651663e-06,3.2170005504058117e-15,1.812533182755187e-05,2.396201403520106e-12,1.8551261949961897e-16,1.3089411938857372e-15,1.6730273139179783e-12,2.524390008287289e-10,2.7176011461026787e-12
3.955552131109005e-06,0.1126564529683802,0.9,0.0,0.0,0.0,0.0,0.0987035846574957,0.0004724101275197248,2.4361415130591695e-06,1.4926889441992643e-05,3.250641615271796e-05,8.531288769579422e-07,3.3571491096245464e-05,3.440677633383976e-06,6.240879672318065e-06,0.0001471477967828381,0.0007283194049450824,4.662246583171531e-06,4.526707161472757e-05,1.0968546665252296e-08,8.128153705345996e-08,2.5555067771769012e-08,4.44220464835186e-09,6.353296496585882e-05,0.00013351820894808372,0.001711495475381917,0.00020032827483752472,0.00046389383135365405,6.37686647310093e-10,0.00014955350858285774,1.4404137313109327e-11,6.930404339309347e-08,9.572394352435451e-13,1.4183289583123435e-12,1.1413912994085652e-12,1.483924759638586e-11,2.2010034348661306e-13,8.089655018748197e-06,0.00024231903496590526,1.947785773128125e-13,0.0001687066806400255,5.142907803349841e-12,5.115476378729167e-13,0.00015766249955417194,1.3253357757870301e-11,3.447910895118556e-15,7.994091439993012e-05,7.360312434643581e-16,4.2103694122507444e-05,3.919683639157022e-16,4.4112705372409467e-16,1.575000919551378e-16,9.141689330563228e-15,9.407807731597995e-15,2.4820460755004875e-05,5.272967902469526e-16,3.719672386476193e-15,5.419735304229752e-16,3.826644330671438e-15,4.76963369693001e-12,4.0523512651938904e-16,2.5408120594304487e-06,3.263822830023439e-15,1.827679903678256e-05,2.412869564821366e-12,1.882259616945473e-16,1.327962663856729e-15,1.6846652475283641e-12,2.5419502017699903e-10,2.7555733404264483e-12
3.982821652866454e-06,0.11265928849536856,0.9,0.0,0.0,0.0,0.0,0.09869481969699047,0.00047533138902586985,2.435966928477298e-06,1.489163032316635e-05,3.250556728631264e-05,8.530590127395041e-07,3.351576938077737e-05,3.4404005669612255e-06,6.240443557118955e-06,0.0001481411712869543,0.0007337277776234243,4.661918310842206e-06,4.5278778144148606e-05,1.0967760587789316e-08,8.127571207629933e-08,2.5552975020378057e-08,4.4419094804256644e-09,6.327422516967542e-05,0.00013443751485875445,0.0017238342318033847,0.00020171201603619857,0.00046710500013421327,6.376478507006767e-10,0.00015059701010415667,1.4491556993793729e-11,6.901391182439176e-08,9.571053472292797e-13,1.4185340706631516e-12,1.1393669620900551e-12,1.494026500541863e-11,2.1918153452516835e-13,8.056312299086248e-06,0.00024388217837503749,1.9477379931580906e-13,0.00016997295076418177,5.1809186518458985e-12,5.116803217014572e-13,0.00015897337292397281,1.3362028808384414e-11,3.47172652467593e-15,8.087907494188323e-05,7.411663602752423e-16,4.266219149547394e-05,3.9466702878140564e-16,4.471396239984545e-16,1.5985658782926778e-16,9.261521864129682e-15,9.538124248176829e-15,2.5154968111497266e-05,5.34245942885733e-16,3.768349189078209e-15,5.495191553742424e-16,3.879565733241647e-15,4.832155809311239e-12,4.116283303567737e-16,2.5990119207590195e-06,3.310950782625844e-15,1.8428274566929496e-05,2.4295361459535144e-12,1.9095713505819622e-16,1.3471082397255725e-15,1.696302077856336e-12,2.559508730585708e-10,2.793743435470979e-12
4.010091174623904e-06,0.11266212032649535,0.9,0.0,0.0,0.0,0.0,0.09868606175034657,0.000478249828062882,2.435792212589902e-06,1.4856640908896506e-05,3.250462893426767e-05,8.529891705327261e-07,3.346034511248271e-05,3.4401235403828912e-06,6.240008259436772e-06,0.00014913417111638136,0.0007391300073582002,4.6615903602216145e-06,4.529000177765647e-05,1.096697399778788e-08,8.126988272056895e-08,2.5550882928589548e-08,4.441613955779781e-09,6.301781019877702e-05,0.00013535673867133362,0.0017361532938766824,0.00020309562619686298,0.00047030563685387846,6.376089727766705e-10,0.00015164042369243376,1.457887194210744e-11,6.872638758049102e-08,9.569687340183794e-13,1.4187241214626255e-12,1.1373532890612861e-12,1.5040923867292158e-11,2.182709929054599e-13,8.023250380215002e-06,0.0002454390636182582,1.9476848706864008e-13,0.00017123771882733303,5.218875506999461e-12,5.11807551327728e-13,0.00016028292749376783,1.347056541429559e-11,3.4955399177920923e-15,8.181974656780666e-05,7.463010466066031e-16,4.3222417472408226e-05,3.9736547490365613e-16,4.531859350984401e-16,1.622277228104544e-16,9.382067618969125e-15,9.669109901994495e-15,2.5490816510661094e-05,5.41236761094338e-16,3.817313726684682e-15,5.571039011270354e-16,3.932758000197939e-15,4.895050063403338e-12,4.180642676352869e-16,2.658014435782664e-06,3.35838284103106e-15,1.8579768746617944e-05,2.4462011488558308e-12,1.9370606292574046e-16,1.3663770413003732e-15,1.707937806224216e-12,2.5770655966329594e-10,2.8321095480918546e-12
4.037360696381353e-06,0.11266494848614433,0.9,0.0,0.0,0.0,0.0,0.09867731075956035,0.0004811654574081976,2.4356173739184343e-06,1.482192324719575e-05,3.250360514976126e-05,8.529193510546484e-07,3.340522869785458e-05,3.4398465581053842e-06,6.239573774810781e-06,0.00015012679942076376,0.000744526132871197,4.6612627292717506e-06,4.5300757481600065e-05,1.0966186777780687e-08,8.126404926403736e-08,2.554879151721339e-08,4.44131808289231e-09,6.276371180824168e-05,0.00013627588045684954,0.0017484528121820965,0.00020447910546677684,0.0004734957889516649,6.375700194784328e-10,0.0001526837493878382,1.4666082571012137e-11,6.844146064686903e-08,9.56829717495832e-13,1.4188995966336822e-12,1.1353506344385635e-12,1.51412257456484e-11,2.173686864502718e-13,7.990469564278968e-06,0.0002469897469004802,1.9476266489800777e-13,0.0001725009817957726,5.256778276467036e-12,5.119294960617022e-13,0.0001615911378863128,1.3578965444489559e-11,3.5193510420082633e-15,8.276291649973128e-05,7.514353015117579e-16,4.3784350812015416e-05,4.0006365926783775e-16,4.592659743480482e-16,1.6461350461132965e-16,9.503326630906827e-15,9.800763978041233e-15,2.5827997857939353e-05,5.482691740333355e-16,3.866569189751776e-15,5.647276965193956e-16,3.986221436111165e-15,4.95831643591415e-12,4.245428911163784e-16,2.7178224153191456e-06,3.406119099425375e-15,1.873129187086856e-05,2.462864575167565e-12,1.9647273695992718e-16,1.3857693475881122e-15,1.71957243380768e-12,2.5946208017803063e-10,2.870671419160208e-12
4.064630218138803e-06,0.11266777299876245,0.9,0.0,0.0,0.0,0.0,0.09866856666687075,0.00048407828929718184,2.435442420300677e-06,1.4787479057959786e-05,3.2502499806064837e-05,8.528495549695405e-07,3.335042974923742e-05,3.439569624350828e-06,6.239140098790255e-06,0.0001511190593120756,0.0007499161932875683,4.660935415944266e-06,4.53110597608197e-05,1.096539911553188e-08,8.125821197467503e-08,2.5546700806801057e-08,4.441021890017953e-09,6.251192044219178e-05,0.00013719494028557733,0.001760732938654998,0.0002058624539909271,0.00047667550463418386,6.375309919149357e-10,0.00015372698723103745,1.475318932209451e-11,6.81591196383587e-08,9.566884093184195e-13,1.4190609416350292e-12,1.1333593144469462e-12,1.52411724047365e-11,2.1647457937375152e-13,7.957969918200348e-06,0.00024853428421910183,1.947563559539383e-13,0.00017376273679285277,5.2946269198331454e-12,5.120463195992054e-13,0.00016289797925937393,1.3687226934972864e-11,3.543159934047957e-15,8.370857248642759e-05,7.565691262969509e-16,4.434797079757301e-05,4.0276162436639354e-16,4.653795698485443e-16,1.6701381475030904e-16,9.625296829359268e-15,9.933080091080299e-15,2.6166504289371553e-05,5.55343133001196e-16,3.916111635212768e-15,5.723901987963662e-16,4.0399528770360405e-15,5.021953887947567e-12,4.3106383640709706e-16,2.778438628084516e-06,3.4541580299781616e-15,1.8882854196009918e-05,2.4795264267665306e-12,1.99257082169006e-16,1.4052843048451342e-15,1.731205961887491e-12,2.612174347867692e-10,2.9094272274573323e-12
4.091899739896252e-06,0.11267059388883792,0.9,0.0,0.0,0.0,0.0,0.09865982941478967,0.00048698833544704985,2.4352673595151515e-06,1.475330975054552e-05,3.250131660449595e-05,8.527797829058171e-07,3.329595711914152e-05,3.439292743113705e-06,6.2387072269369004e-06,0.00015211095386407402,0.0007553002280833199,4.660608418182665e-06,4.532092267284876e-05,1.0964610896889314e-08,8.125237110578506e-08,2.5544610815558456e-08,4.440725384773549e-09,6.226242532570896e-05,0.00013811391822707726,0.0017729938263958912,0.00020724567191208662,0.00047984483279882404,6.374918956170349e-10,0.00015477013726316927,1.484019257601827e-11,6.787935179840801e-08,9.56544920804829e-13,1.4192086129371286e-12,1.1313796298855252e-12,1.5340765456228705e-11,2.1558863081272136e-13,7.925751287840146e-06,0.00025007273133288813,1.9474958245299596e-13,0.00017502298109249554,5.332421354941855e-12,5.121581809719629e-13,0.0001642034272914008,1.3795347847070042e-11,3.566966562869146e-15,8.46567027797093e-05,7.617025200672038e-16,4.4913257221048275e-05,4.0545932902699146e-16,4.715267070530691e-16,1.69428659163256e-16,9.747978197185159e-15,1.006605748836918e-14,2.6506328163363735e-05,5.624585672479001e-16,3.965944096605714e-15,5.800913358906058e-16,4.0939525873590204e-15,5.0859623696946154e-12,4.376270506518856e-16,2.839865801389332e-06,3.502499695251805e-15,1.903446593494385e-05,2.4961867052437146e-12,2.0205908897034373e-16,1.4249221689953029e-15,1.7428383916042922e-12,2.629726236706774e-10,2.948376704117115e-12
4.1191692616537016e-06,0.11267341118088099,0.9,0.0,0.0,0.0,0.0,0.09865109894612976,0.0004898956070799439,2.4350921986945315e-06,1.4719416440697396e-05,3.250005908202031e-05,8.527100354430941e-07,3.3241818933581324e-05,3.4390159181701833e-06,6.238275154827116e-06,0.00015310248611184326,0.0007606782770357631,4.660281733924348e-06,4.5330359841678896e-05,1.096382229992561e-08,8.124652690149308e-08,2.5542521561451705e-08,4.440428593068364e-09,6.201521455228828e-05,0.0001390328143501791,0.0017852356294902649,0.00020862875937088053,0.0004830038229605702,6.3745273151792e-10,0.00015581319952581097,1.492709274159059e-11,6.760214318842756e-08,9.563993537189118e-13,1.4193430285428915e-12,1.129411846452161e-12,1.544000670003216e-11,2.1471079688191926e-13,7.893813311576033e-06,0.0002516051437330412,1.9474236553248675e-13,0.00017628171211299937,5.370161549160971e-12,5.122652339306358e-13,0.00016550745816763484,1.3903326301620918e-11,3.590770963656149e-15,8.560729611158192e-05,7.668354840839991e-16,4.5480190367581946e-05,4.081568139302803e-16,4.777072189849321e-16,1.7185792298552942e-16,9.871368702048829e-15,1.019968999078432e-14,2.6847462052683484e-05,5.696154272194036e-16,4.0160627788334525e-15,5.878307757321937e-16,4.148217511061431e-15,5.1503408611052795e-12,4.442321774103006e-16,2.902106621818886e-06,3.5511426051321325e-15,1.91861372527469e-05,2.5128454124187496e-12,2.048786839765737e-16,1.44468211163124e-15,1.754469724199525e-12,2.647276470082119e-10,2.9875180869875603e-12
4.146438783411151e-06,0.11267622489940435,0.9,0.0,0.0,0.0,0.0,0.0986423752040306,0.0004928001149451854,2.43491694492339e-06,1.4685799966835251e-05,3.2498730618518023e-05,8.526403131278969e-07,3.318802262444251e-05,3.4387391530845972e-06,6.2378438780541135e-06,0.00015409365905142333,0.0007660503801768077,4.659955361102549e-06,4.533938447110223e-05,1.096303321373967e-08,8.124067959225406e-08,2.554043306028062e-08,4.4401315217094405e-09,6.177027516743654e-05,0.00013995162872301826,0.0017974585028378866,0.0002100117165058415,0.00048615252518233767,6.374135047634305e-10,0.00015685617406093478,1.5013890170020695e-11,6.732747869431469e-08,9.562518097266685e-13,1.419464617255429e-12,1.1274562162312594e-12,1.553889778632549e-11,2.1384102925266938e-13,7.862155433312197e-06,0.00025313157661636053,1.947347254811999e-13,0.00017753892741112837,5.407847429726028e-12,5.123676278514126e-13,0.00016681004856663982,1.4011160347534468e-11,3.614573106724201e-15,8.656034167221149e-05,7.719680175014775e-16,4.6048751000337076e-05,4.108540396674696e-16,4.839210892844664e-16,1.7430161045384896e-16,9.995468276300318e-15,1.0333976808899925e-14,2.7189898736676064e-05,5.768136422604167e-16,4.066470565290974e-15,5.956084453545213e-16,4.202747873811011e-15,5.215089287118529e-12,4.508791584810792e-16,2.9651637358975647e-06,3.6000867919568155e-15,1.933787826259206e-05,2.529502549837072e-12,2.0771585641574811e-16,1.4645643665989497e-15,1.76609996078075e-12,2.6648250497516e-10,3.026851097752187e-12
4.1737083051686005e-06,0.1126790350689058,0.9,0.0,0.0,0.0,0.0,0.09863365813198245,0.000495701869340717,2.434741604676993e-06,1.4652460905717444e-05,3.249733444372916e-05,8.525706164617391e-07,3.313457496088558e-05,3.438462451218456e-06,6.237413392229861e-06,0.00015508447563951694,0.0007714165777489645,4.6596292976481506e-06,4.534800935764345e-05,1.0962243807205909e-08,8.123482939995707e-08,2.553834532762599e-08,4.439834194425322e-09,6.15275932481117e-05,0.0001408703614130224,0.0018096626019912104,0.00021139454345347187,0.0004892909900087096,6.373742161244661e-10,0.00015789906091087953,1.5100585240159486e-11,6.705534219184266e-08,9.561023815634315e-13,1.419573771305391e-12,1.1255129588410554e-12,1.5637440541929013e-11,2.1297927710507407e-13,7.830776914936508e-06,0.0002546520848603938,1.9472668159785633e-13,0.00017879462467646908,5.445478971112977e-12,5.124655071426468e-13,0.00016811117564724106,1.4118848185996421e-11,3.638373025785226e-15,8.751582908870461e-05,7.771001215379006e-16,4.66189203457207e-05,4.135510451848262e-16,4.901681556663767e-16,1.7675961016743894e-16,1.0120274924379214e-14,1.0468911960215314e-14,2.7533631193704226e-05,5.840531620109723e-16,4.11716380260316e-15,6.034240228811594e-16,4.2575407226360134e-15,5.280206645780054e-12,4.57567645065686e-16,3.0290397507374914e-06,3.649330801764964e-15,1.9489699021975143e-05,2.5461581192632563e-12,2.1057053443921033e-16,1.4845681297636515e-15,1.777729102552212e-12,2.682371977447443e-10,3.066374030566837e-12
4.20097782692605e-06,0.11268184171385161,0.9,0.0,0.0,0.0,0.0,0.09862494767384859,0.0004986008801337531,2.4345661843934672e-06,1.4619399587493251e-05,3.249587364389256e-05,8.525009459157079e-07,3.308148207979409e-05,3.438185815736722e-06,6.2369836929869224e-06,0.00015607493879327041,0.0007767769101639389,4.6593035414914e-06,4.5356246903094315e-05,1.0961453972615662e-08,8.122897653377783e-08,2.5536258377071206e-08,4.439536617265538e-09,6.128715397853694e-05,0.000141789012486945,0.0018218480830025482,0.00021277724034829637,0.0004924192684029587,6.373348703855425e-10,0.00015894186011830946,1.5187178276401837e-11,6.678571655837917e-08,9.559511620771369e-13,1.4196708935053733e-12,1.1235822819838486e-12,1.5735636646906078e-11,2.1212548575264742e-13,7.799676848240291e-06,0.0002561667230004854,1.9471825241009005e-13,0.00018004880172604233,5.483056109222161e-12,5.125590121100182e-13,0.00016941081703586184,1.4226387948935754e-11,3.662170692454716e-15,8.847374840467458e-05,7.822317953940645e-16,4.719068007897552e-05,4.16247792761725e-16,4.964484000168949e-16,1.79231924737805e-16,1.0245788530511895e-14,1.0604494619551725e-14,2.7878652593807454e-05,5.913339159175439e-16,4.16814523052082e-15,6.112774344476597e-16,4.312596245859452e-15,5.345692838002921e-12,4.642975738729874e-16,3.0937372346716047e-06,3.698874638010708e-15,1.964160952923106e-05,2.562812122199749e-12,2.1344270613944842e-16,1.5046936138565143e-15,1.7893571505902315e-12,2.699917254876678e-10,3.1060865979159485e-12
4.2282473486834995e-06,0.11268464485866074,0.9,0.0,0.0,0.0,0.0,0.09861624377388543,0.0005014971567806563,2.4343906899368146e-06,1.4586616110158768e-05,3.249435116809166e-05,8.524313019194797e-07,3.302874951527691e-05,3.4379092496164716e-06,6.236554775980136e-06,0.00015706505139012226,0.0007821314179636958,4.658978090563512e-06,4.5364109126663016e-05,1.0960663870119522e-08,8.122312119492408e-08,2.553417222200284e-08,4.4392388119346695e-09,6.104894172214685e-05,0.00014270758201085404,0.001834015102279686,0.0002141598073229206,0.0004955374116872455,6.372954681684432e-10,0.0001599845717261884,1.5273669630263066e-11,6.651858381734113e-08,9.557982357638865e-13,1.4197563518943588e-12,1.1216643633790569e-12,1.5833487947103502e-11,2.1127959849652286e-13,7.768854166316163e-06,0.0002576755452086303,1.9470945553713121e-13,0.00018130145649915698,5.520578825024909e-12,5.126482783859313e-13,0.000170708950814244,1.4333777913668397e-11,3.685966139036087e-15,8.943409006058284e-05,7.873630402465014e-16,4.776401231014625e-05,4.189443196841554e-16,5.027616645243761e-16,1.8171844608119373e-16,1.0372007134534843e-14,1.0740718991885543e-14,2.8224956291581803e-05,5.986558528606096e-16,4.219411331422459e-15,6.191683678966867e-16,4.3679115888602326e-15,5.4115468792278535e-12,4.710686034454786e-16,3.159258717871367e-06,3.748716881391821e-15,1.9793619720325358e-05,2.579464560359021e-12,2.1633230114372768e-16,1.5249400379978453e-15,1.800984106063866e-12,2.717460883722064e-10,3.1459871476058763e-12
