Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634)
2.3853404178848384e-15,0.11224537200007198,0.9,0.0,0.0,0.0,0.0,0.09999999999935882,1.6421604357328563e-13,1.6414018925605726e-13,1.1346393229462385e-13,1.1346393403862362e-13,9.827458697305137e-14,9.827463968581476e-14,9.827196051743575e-14,9.827196066216002e-14,8.762570361896837e-14,8.762609190891515e-14,7.933785403612251e-14,7.933785531694723e-14,7.575125835126738e-17,9.962052726057615e-20,4.214718325931054e-20,9.133790081799017e-21,1.2930939359107781e-18,9.533327984594228e-26,8.696309634250129e-21,4.848450703178576e-22,6.719523978896067e-22,2.051873022976861e-21,1.6930248723606874e-25,7.370455194298763e-22,1.912124022142848e-21,5.069880424790176e-22,3.573014240605639e-22,4.469014045445396e-22,2.6233311356879647e-30,9.063324345286992e-19,3.8818852960471637e-19,1.8497257660486578e-27,2.160470876947975e-22,8.351541033037787e-23,3.069538855144928e-31,1.272165596567148e-22,1.7897939811243892e-23,7.070581885617775e-32,5.419406984115464e-31,8.411693306515699e-27,3.193586636894041e-31,7.779786968328463e-35,3.194015899604171e-31,1.7687566077376443e-35,8.904252717994906e-45,2.0027454713504402e-42,8.442461836818141e-51,3.454080473010702e-36,1.7588167851648648e-46,3.74000412118274e-46,7.444083825873826e-55,1.5397848688120188e-54,3.5398939406239126e-43,4.5884353191814624e-45,5.501468229367326e-51,1.1244642996883701e-51,5.61381776871895e-27,1.4874715636260618e-32,8.8854171638722e-56,1.8695669150556892e-55,4.2578066421406645e-34,9.989724867240634e-33,1.1424171756339145e-51
4.7727532427356934e-15,0.11224537200014402,0.9,0.0,0.0,0.0,0.0,0.09999999999871707,3.2857476219396166e-13,3.282961375912901e-13,2.270264406041088e-13,2.2702644782016814e-13,1.9663445066105462e-13,1.966346618321826e-13,1.9662929846779917e-13,1.966292990494432e-13,1.7532753730081632e-13,1.7532876050308234e-13,1.58744635786576e-13,1.5874464107122306e-13,2.782102669333336e-16,3.986010040571802e-19,1.6869642324380835e-19,3.655838427526298e-20,2.5899252163733552e-18,7.631233577639318e-25,3.4805417447332944e-20,3.582413625654012e-21,2.6895607473034557e-21,8.212040646579949e-21,1.3552150577298706e-24,2.6170073032521102e-21,3.825904912199686e-21,1.793746685424825e-21,1.2721265439928456e-21,1.6037205107232692e-21,1.8865865985003578e-29,1.3676201510299774e-18,1.2225464848129562e-18,7.409746600332452e-27,6.713696211546916e-22,5.276609913060891e-22,3.501513493584415e-30,4.527402891096501e-22,1.280957833809795e-22,9.707487814395555e-31,8.80307129221373e-31,3.3668694956591714e-26,4.901596338537187e-31,6.2285600123320475e-34,4.902219447086096e-31,7.244537239795818e-35,1.1573359706548213e-43,4.327585203909664e-41,3.732650837025343e-49,4.397420826389021e-35,3.055416827667074e-45,8.553311204085704e-45,2.600607257515133e-53,7.118237593923126e-53,1.5342838732760459e-41,7.202100402495402e-44,1.763076168330955e-49,8.173788366953532e-50,2.246990115601227e-26,2.1985231820690966e-31,4.887619397638643e-54,1.3553723982814183e-53,3.6989537841127546e-33,1.5062221781134988e-31,9.578569674999284e-50
9.547578892437403e-15,0.1122453720002881,0.9,0.0,0.0,0.0,0.0,0.09999999999743357,6.572922083849775e-13,6.563369178800541e-13,4.5415144955898583e-13,4.541514798069219e-13,3.93353862306635e-13,3.9335470836422197e-13,3.9334396774758835e-13,3.933439700898644e-13,3.507312046612667e-13,3.5073460676068906e-13,3.175581939293592e-13,3.175582160106899e-13,9.536211038341792e-16,1.5940142846522575e-18,6.749882370711988e-19,1.462765201293781e-19,5.19863883319518e-18,6.106742823017925e-24,1.3925111495368547e-19,2.4817479661638067e-20,1.0761746316305537e-20,3.285246867712769e-20,1.0843487974113973e-23,8.511311662833484e-21,7.653453725047442e-21,5.802963644876087e-21,4.154304343302705e-21,5.3001635206587336e-21,1.2527734619500882e-28,1.7831646892729773e-18,3.398293312781968e-18,2.9730499369516597e-26,1.8383003688590213e-21,2.9593836363828064e-21,3.279259992987823e-29,1.4775134291328607e-21,8.465868213242972e-22,1.1875788591571616e-29,1.5240961741810214e-30,1.347186373652261e-25,6.575216139483811e-31,4.984741001834281e-33,6.575757302690381e-31,2.932542073909891e-34,1.3168679896217917e-42,7.788940785681507e-40,1.374313106840132e-47,4.984880159979225e-34,5.105443115587255e-44,1.7398813321725058e-43,8.718908473868513e-52,2.925674544979141e-51,5.545222043349985e-40,9.999155415140215e-43,5.645664728907294e-48,4.4003809943497756e-48,8.99088735721483e-26,3.045315251914875e-30,2.2936032806620386e-52,7.762623752470758e-52,3.288249949167786e-32,2.1152071797981587e-30,7.028453755105535e-48
1.4322404542139112e-14,0.11224537200043216,0.9,0.0,0.0,0.0,0.0,0.09999999999615007,9.860096642339523e-13,9.841750562551314e-13,6.81276450849778e-13,6.812765167049104e-13,5.900729582341268e-13,5.900747575616916e-13,5.900586304002404e-13,5.900586353961406e-13,5.261348720184718e-13,5.26140683700518e-13,4.763717467140189e-13,4.763717947240282e-13,1.8310462025757653e-15,3.386478190844053e-18,1.4344620987656694e-18,3.1086056000922707e-19,7.826907484538107e-18,1.7462637212885218e-23,2.9591745333022e-19,6.559089238893052e-20,2.2870900791740492e-20,6.980879630007481e-20,3.100515274554664e-23,1.5831701155898808e-20,1.148098987193272e-20,1.07602980613879e-20,7.746053476519057e-21,9.95328436432431e-21,3.2405344760479774e-28,1.9703334333295266e-18,5.8024159501712904e-18,6.333592427329504e-26,3.115603141421746e-21,7.080451400468337e-21,9.476580820240547e-29,2.7538755190119355e-21,2.1853097241097847e-21,3.859001242925894e-29,2.3725735124559216e-30,2.86304520415921e-25,7.46439501598485e-31,1.42546342146827e-32,7.464398778514256e-31,6.618918568102796e-34,4.364553976840535e-42,2.9719186701996403e-39,5.749779746142849e-47,1.5859316606368694e-33,1.9568624864230074e-43,6.9997234292778906e-43,3.546922131663634e-51,1.2535211161499872e-50,2.6111364399977037e-39,3.5450821899574787e-42,2.4961223739032754e-47,1.90964891488657e-47,1.910746521197629e-25,1.048950929169266e-29,9.461617563081506e-52,3.369591136724586e-51,9.847189843587223e-32,7.318900359132884e-30,3.6014384973040564e-47
1.909723019184082e-14,0.1122453720005762,0.9,0.0,0.0,0.0,0.0,0.09999999999486657,1.3147271302141331e-12,1.3118616922297273e-12,9.084014444764889e-13,9.084015588361141e-13,7.867917384558668e-13,7.867948097194024e-13,7.867732864212815e-13,7.867732949682717e-13,7.015385393724315e-13,7.015468659563826e-13,6.351852941405551e-13,6.351853774424451e-13,2.8593430040143572e-15,5.775684187339175e-18,2.44710672283674e-18,5.303074606407252e-19,1.0478096314191079e-17,3.6834939954003667e-23,5.047993123809952e-19,1.2926223614048458e-19,3.9017024221841026e-20,1.190768317512261e-19,6.53959518074535e-23,2.4104928538217237e-20,1.5308513705973838e-20,1.6343756978697992e-20,1.1816166800136154e-20,1.526827194114844e-20,6.277080814358168e-28,2.054637630283504e-18,8.309403146552878e-18,1.0832443084745087e-25,4.44043875530437e-21,1.2953703480107717e-20,1.9660140287740809e-28,4.199605155487303e-21,4.226485754558286e-21,8.786671254374392e-29,3.5557624869323806e-30,4.8842634573053915e-25,8.000710857878931e-31,3.006877513773491e-32,7.999664341842567e-31,1.1789123050100123e-33,1.0801519835168971e-41,8.177490294293263e-39,2.1865615947959806e-46,3.575412519241586e-33,5.564189638347145e-43,2.0395318053587947e-42,1.435138301070966e-50,5.092000180127184e-50,8.268647689594881e-39,9.307715195454564e-42,8.530987230123255e-47,8.119680760975855e-47,3.259672373486849e-25,2.5117586062085095e-29,4.326820052677848e-51,1.537637332548463e-50,2.1514212548769993e-31,1.7586385821047794e-29,1.4621092056020795e-46
2.8646881491244237e-14,0.11224537200086436,0.9,0.0,0.0,0.0,0.0,0.09999999999229958,1.972162086847021e-12,1.96698998076994e-12,1.3626514137427866e-12,1.3626516559811859e-12,1.180228557995544e-12,1.1802349215637158e-12,1.1802025828902796e-12,1.1802026006548474e-12,1.052345874072734e-12,1.0523593278631996e-12,9.528123764184409e-13,9.528125527210085e-13,5.159433252019558e-15,1.1953914505516268e-17,5.066537243936246e-18,1.0979515974325244e-18,1.5841548130429672e-17,1.0061004718545583e-22,1.0450985528862467e-18,3.1760962728211332e-19,8.078379023694552e-20,2.464947297132533e-19,1.785977874181657e-22,4.199242883435672e-20,2.2963533715674562e-20,2.837948410369464e-20,2.063702875103145e-20,2.6870218907450813e-20,1.5052791928165395e-27,2.1318327345778628e-18,1.3414790853065024e-17,2.253621891781106e-25,7.130295895556965e-21,2.888384780309793e-20,5.0829369003561285e-28,7.331626028189563e-21,1.0114385716010748e-20,2.589572679331861e-28,6.919109040539824e-30,1.0112747641037669e-24,8.76132403862887e-31,8.213168751151335e-32,8.75668337282998e-31,2.657019113437302e-33,3.871404804397709e-41,3.4546027358910283e-38,1.5127438385715358e-45,1.052053677292039e-32,2.5659567793950467e-42,9.716466254107217e-42,1.0915070061432843e-49,4.035980252308853e-49,4.253067722847733e-38,3.6618425956678644e-41,5.24631309377991e-46,6.432249542427531e-46,6.7490716006600275e-25,8.015502812153999e-29,3.728967875142144e-50,1.3842355088505168e-49,6.1639960712700874e-31,5.641121045507769e-29,1.2050591516750067e-45
3.8196532790647653e-14,0.11224537200115246,0.9,0.0,0.0,0.0,0.0,0.0999999999897326,2.629597082772854e-12,2.621822764552751e-12,1.8169013548255346e-12,1.816901773732016e-12,1.5736642166750491e-12,1.573675045632378e-12,1.5736318549515467e-12,1.5736318852549285e-12,1.4031532087611022e-12,1.4031718710040298e-12,1.2704394389925972e-12,1.2704397437365008e-12,7.75269348185041e-15,2.03248923972656e-17,8.616873211032205e-18,1.8673207620898422e-18,2.130651879892878e-17,2.105113041485173e-22,1.7773865718256582e-18,6.07347896396625e-19,1.3739593141201083e-19,4.191523677077605e-19,3.7364561595122767e-22,6.134696337027602e-20,3.0618511868239775e-20,4.1356232875956986e-20,3.0208179276849745e-20,3.956759676963345e-20,2.823691124281344e-27,2.137311256802246e-18,1.859189517791518e-17,3.852132388262146e-25,9.85048582442863e-21,5.140186148638679e-20,9.99823499438995e-28,1.0728501564970844e-20,1.894342603840179e-20,5.633302481850702e-28,1.1985733463573103e-29,1.71996188041044e-24,9.279460252925864e-31,1.7185252892455595e-31,9.26851876986133e-31,4.73011333834454e-33,9.145309959660337e-41,9.023642649073511e-38,4.9901210491984874e-45,2.306213532530253e-32,6.954910682200718e-42,2.716112095992293e-41,3.727493597645813e-49,1.4144913146087707e-48,1.3207882102062315e-37,9.088265400206813e-41,1.7613063834348574e-45,2.231103964362637e-45,1.1478725849575035e-24,1.8615254231897958e-28,1.3289004567749617e-49,5.0538176518311175e-49,1.3359326104864955e-30,1.3154584198524007e-28,4.6261098539112504e-45
5.729583538945449e-14,0.11224537200172875,0.9,0.0,0.0,0.0,0.0,0.0999999999845986,3.944467207106403e-12,3.931097319330307e-12,2.7254011444461235e-12,2.7254020791447113e-12,2.3605317226855903e-12,2.360555336375145e-12,2.3604903188953763e-12,2.360490385214418e-12,2.1047678780986498e-12,2.1047970041169372e-12,1.9056934994407578e-12,1.9056941791905347e-12,1.33225266527813e-14,4.4262556946991864e-17,1.8773846185472126e-17,4.068327631255082e-18,3.260809866293928e-17,6.647134449299293e-22,3.872327572561245e-18,1.5578128859710888e-18,2.9936723957248067e-19,9.128459140677058e-19,1.1794345601089682e-21,1.0141566267200297e-19,4.592834995124168e-20,6.815027778087827e-20,5.006568023684179e-20,6.609439602965806e-20,7.005200691853677e-27,2.1334019846603158e-18,2.896097026260438e-17,8.508571385257982e-25,1.5295819082546672e-20,1.181647997592609e-19,2.632640693916673e-27,1.777358560844911e-20,4.6877540395026533e-20,1.788056302756725e-27,2.8494822921115513e-29,3.7475655112058555e-24,1.0285081890650125e-30,5.426809633511504e-31,1.0247957739179576e-30,1.0656018513691662e-32,3.1881587024152764e-40,3.7322191551148607e-37,3.104170522764977e-44,7.795295222714103e-32,3.438739635496149e-41,1.4011353753044069e-40,2.7257522588800168e-48,1.096554916904525e-47,8.601974768355661e-37,3.4473353911010445e-40,1.3606180098097581e-44,1.4997742921123706e-44,2.501059858562769e-24,6.998279755840842e-28,1.0279792420183058e-48,4.1464310638716276e-48,4.507824073538552e-30,5.0040625165191885e-28,4.770791164157081e-44
7.448520772838064e-14,0.11224537200224739,0.9,0.0,0.0,0.0,0.0,0.09999999997997801,5.127850469093924e-12,5.1091889594073096e-12,3.543050850814241e-12,3.5430524332963474e-12,3.068708183413758e-12,3.068747646683458e-12,3.068662846091127e-12,3.068662957149478e-12,2.7362210804582798e-12,2.7362596641645444e-12,2.4774220809324127e-12,2.477423231713716e-12,1.8582148303299953e-14,7.391335598097483e-17,3.1358960848854334e-17,6.795458808286139e-18,4.321066594725486e-17,1.4012733872426355e-21,6.468123881036611e-18,2.8434679627946863e-18,5.00075266850637e-19,1.5242473116718215e-18,2.485726195920746e-21,1.382184194857423e-19,5.970708653087948e-20,9.271547095819652e-20,6.833218306055534e-20,9.061719430554534e-20,1.253260322871289e-26,2.125808773250443e-18,3.829721284271355e-17,1.438730385789453e-24,2.0197698365077096e-20,2.0274037164111989e-19,4.8482699269543355e-27,2.4252598911326753e-20,8.374327358048455e-20,3.6743672663122826e-27,5.075504017397667e-29,6.260086662219423e-24,1.1204720444523451e-30,1.1440756322194895e-30,1.1125058256554e-30,1.801963471285163e-32,7.1149212212616425e-40,9.04560204379792e-37,9.66394649313862e-44,1.6972445176670288e-31,9.441233054918746e-41,3.9079611002236954e-40,9.610010546073342e-48,3.9210949763993463e-47,2.5852488357114808e-36,8.026220533200609e-40,4.565780728483634e-44,4.820342777108262e-44,4.17787257605408e-24,1.6077999933201131e-27,3.7220816219416613e-48,1.5218008438105772e-47,9.856447041135212e-30,1.1589667546191866e-27,1.7765581079182824e-43
9.167458006730678e-14,0.11224537200276603,0.9,0.0,0.0,0.0,0.0,0.09999999997535741,6.311233874422906e-12,6.28721174055306e-12,4.3607004580384164e-12,4.360702863225688e-12,3.7768805620040744e-12,3.776940003772413e-12,3.77683528740499e-12,3.776835454906567e-12,3.3676742827759267e-12,3.367722353581006e-12,3.0491505931103886e-12,3.049152342206383e-12,2.390236135853242e-14,1.112683947540109e-16,4.7217410041074623e-17,1.0231839730495066e-17,5.4234805448810955e-17,2.5488770981229337e-21,9.739196681294066e-18,4.549555973829746e-18,7.530063061121192e-19,2.2942737284441916e-18,4.5203254577301916e-21,1.750649759496532e-19,7.348573585310724e-20,1.172986057337206e-19,8.662784521833516e-20,1.1521557889593006e-19,1.9756742894448985e-26,2.1233577747116522e-18,4.7628313347196515e-17,2.193933724651698e-24,2.5097426687291502e-20,3.105995858631429e-19,7.78476468447731e-27,3.0741510692410354e-20,1.3187714603333962e-19,6.4093062676532416e-27,8.025422344707679e-29,9.4263506827161e-24,1.2177864597402596e-30,2.081145264537854e-30,1.2031893957485275e-30,2.730642704532026e-32,1.3392566901632885e-39,1.803132530350973e-36,2.354334915565912e-43,3.1549720048097756e-31,2.0786077602478315e-40,8.7152074168487e-40,2.5532520128235663e-47,1.0573211290263186e-46,6.193322437924722e-36,1.5543353291119483e-39,1.2177957108877198e-43,1.2001199691917466e-43,6.290981805362943e-24,3.1035025369886756e-27,1.0049699915514006e-47,4.168846695808063e-47,1.8427695299334167e-29,2.2552050531527344e-27,5.123615104775524e-43
1.2605332474515908e-13,0.11224537200380333,0.9,0.0,0.0,0.0,0.0,0.09999999996611623,8.678001403230314e-12,8.643220662391542e-12,5.9959991760886806e-12,5.996004102732567e-12,5.193204887202153e-12,5.193324952713053e-12,5.193179740334033e-12,5.1931800790233014e-12,4.6305806872010185e-12,4.630647900051199e-12,4.192607270423671e-12,4.192610853703211e-12,3.453803334095696e-14,2.245325996222772e-16,9.531730523952121e-17,2.065406561656848e-17,7.84170207757526e-17,7.98123019150902e-21,1.966229687149607e-17,1.0086980983114695e-17,1.520340887965274e-18,4.626292266066227e-18,1.4140402460512675e-20,2.4851605862167126e-19,1.0104287007602809e-19,1.6630699192844213e-19,1.23097714159265e-19,1.642512457183763e-19,4.2716697912648314e-26,2.1236938747076086e-18,6.628527702277899e-17,4.6180978815755825e-24,3.489497174506236e-20,6.428867413779935e-19,1.7275306066717218e-26,4.3676311921812265e-20,2.846552992120255e-19,1.653020998677073e-26,1.7583357254155143e-28,1.9032068096545942e-23,1.4415274451961296e-30,6.517895066069907e-30,1.3955623355732629e-30,5.165762100246315e-32,3.824616656285744e-39,5.691400063820669e-36,1.1122829353446445e-42,1.0264041934382486e-30,9.144229831570729e-40,3.935834045287631e-39,1.6755516431234945e-46,7.181635404165782e-46,3.427080160424917e-35,4.6448441158245695e-39,9.077120339976458e-43,5.876612189157047e-43,1.2701669098022778e-23,1.0720006166553103e-26,6.767749622208186e-47,2.9033278476634256e-46,6.103065428536352e-29,8.043918617031209e-27,4.501197449143059e-42
1.948108141008637e-13,0.11224537200587789,0.9,0.0,0.0,0.0,0.0,0.09999999994763388,1.3411538759354476e-11,1.3355152728807548e-11,9.2665950229679e-12,9.266607796717732e-12,8.02578816690154e-12,8.026095601791549e-12,8.025867272598494e-12,8.025868138225567e-12,7.1563934953782365e-12,7.156499546968627e-12,6.479519513991147e-12,6.479528806450205e-12,5.5762743794429846e-14,5.743762808265667e-16,2.4392855083191335e-16,5.285168542181385e-17,1.3363411097784184e-16,3.578291987502355e-20,5.033252640414346e-17,2.79676754913282e-17,3.892116489489784e-18,1.1811535809564166e-17,6.326305409734529e-20,3.9529375386477325e-19,1.5615836403416024e-19,2.64250963549492e-19,1.9596929983421346e-19,2.6220309619962166e-19,1.1586943111351684e-25,2.1237311966411998e-18,1.0359984218598544e-16,1.2880360813825545e-23,5.449035654766574e-20,1.6806504516605022e-18,4.78266556189231e-26,6.952211408506076e-20,7.7101625018327115e-19,5.216883058610782e-26,4.8412836043399065e-28,4.8722649342540854e-23,2.035832590904844e-30,2.923430996823855e-29,1.82979663796592e-30,1.2342971596727235e-31,1.5461202572689714e-38,2.4893677631815626e-35,8.108020128446356e-42,4.7433455933360755e-30,6.337268753586738e-39,2.7768360813332835e-38,1.9243623740527624e-45,8.42052773378077e-45,2.7744736165046854e-34,1.9486256206943206e-38,1.120931795506837e-41,4.389703431020191e-42,3.25166393269531e-23,5.014716392583631e-26,7.936453816002312e-46,3.473455479626998e-45,2.874110949197788e-28,4.0137684886043666e-26,6.193158073123571e-41
2.635683034565683e-13,0.11224537200795247,0.9,0.0,0.0,0.0,0.0,0.09999999992915153,1.8145078413877754e-11,1.8066960908739854e-11,1.253718928062658e-11,1.2537212705573357e-11,1.0858306112656883e-11,1.0858867001962877e-11,1.0858553433076077e-11,1.0858555008397054e-11,9.682206302882488e-12,9.682351747242462e-12,8.766430646500076e-12,8.76644768889031e-12,7.697903283279008e-14,1.0474351205449238e-15,4.449176297920259e-16,9.639341163787836e-17,1.9571755997809538e-16,8.648895748262978e-20,9.1826685678446e-17,5.2651514091608525e-17,7.100998750785063e-18,2.1505685228193776e-17,1.5270241770550292e-19,5.4205624304610375e-19,2.1127660553824214e-19,3.621863059907348e-19,2.688323494775806e-19,3.6013885344753723e-19,2.16251494440396e-25,2.123734353634958e-18,1.4091444487263926e-16,2.4981088160437165e-23,7.408576297285652e-20,3.0916039723481116e-18,8.99463453139342e-26,9.536494691952868e-20,1.4381610882414406e-18,1.0324479625742846e-25,9.095130311370674e-28,8.889238233819664e-23,2.8285166785634443e-30,7.067942997725958e-29,2.331243826861466e-30,2.259640746412407e-31,3.727448487239928e-38,6.169884158080434e-35,2.445805648636926e-41,1.1580764343936282e-29,1.9282151966185157e-38,8.494323387301949e-38,6.687540450597263e-45,2.942663811489001e-44,8.765452799122493e-34,4.759477665566923e-38,4.1369745800237104e-41,1.331769602200469e-41,5.932520721871577e-23,1.207495304242242e-25,2.7688116090640852e-45,1.218314875154061e-44,7.066092005739989e-28,1.0054112121094176e-25,2.3400028506080975e-40
4.0108328216797754e-13,0.1122453720121016,0.9,0.0,0.0,0.0,0.0,0.09999999989218682,2.7612166916455937e-11,2.7490054120380524e-11,1.907837143906796e-11,1.9078427382440055e-11,1.652308096203105e-11,1.6524412806609098e-11,1.6523920281165895e-11,1.652392399262032e-11,1.473383191519913e-11,1.473405836107683e-11,1.3340248467288066e-11,1.3340289172506111e-11,1.194063325235879e-13,2.48561234196536e-15,1.0561384898986195e-15,2.287809113762217e-16,3.474768183623068e-16,3.2718119315205084e-19,2.181099014342229e-16,1.2922838245492104e-16,1.6867191688013105e-17,5.0832158293708885e-17,5.755111497430897e-19,8.355775132900338e-19,3.215363064005362e-19,5.58054943948592e-19,4.1455627071998064e-19,5.560058089935224e-19,5.259310858338811e-25,2.1237369806982767e-18,2.155436707789161e-16,6.794833381357178e-23,1.132766064046657e-19,7.406271415867017e-18,2.204581120468615e-25,1.47049858995747e-19,3.495575776474028e-18,2.67197750446907e-25,2.2285836605687073e-27,2.1114849761213021e-22,5.614250573185129e-30,2.6757083089128987e-28,3.7429544620519984e-30,5.233609173548122e-31,1.4033499015629353e-37,2.41300114340843e-34,1.658358689923477e-40,4.4340316209374704e-29,1.1886857682622917e-37,5.287903871170658e-37,7.598841245630559e-44,3.378854391736965e-43,5.4839476031789595e-33,1.821647014302516e-37,4.283143802103664e-40,9.10685303498865e-41,1.409167495976244e-22,4.304479925649091e-25,3.1865639765778946e-44,1.4165267562827244e-43,2.728636566969253e-27,3.968128039166726e-25,2.520994500793973e-39
5.227930137867999e-13,0.1122453720157739,0.9,0.0,0.0,0.0,0.0,0.09999999985947063,3.599116532311521e-11,3.582969687598475e-11,2.4867739624342476e-11,2.486783310174848e-11,2.1536572912142594e-11,2.1538792972621503e-11,2.1538135452744794e-11,2.153814160457331e-11,1.9204850294333158e-11,1.920515016125373e-11,1.738837229860328e-11,1.738844031757114e-11,1.5695517978705504e-13,4.141966977898023e-15,1.7602255822531282e-15,3.812599730859627e-16,5.034143496430999e-16,6.812307219137173e-19,3.636668010193801e-16,2.1823757240244706e-16,2.8124119936611494e-17,8.447840671691007e-17,1.1957649164767368e-18,1.0953629892067544e-18,4.191497915905868e-19,7.314114647239397e-19,5.435314099609167e-19,7.293606347598654e-19,8.850184041372278e-25,2.1237392898629267e-18,2.815954221669675e-16,1.2294862502374599e-22,1.4796308353977734e-19,1.23900271849858e-17,3.720818047330263e-25,1.9279436592931459e-19,5.880869232136566e-18,4.605444572718053e-25,3.76150288308607e-27,3.5206611484625186e-22,9.290575460082549e-30,5.573451629451238e-28,5.406351497228765e-30,8.888530806887172e-31,3.0585974442614274e-37,5.332649489609546e-34,4.689502206049024e-40,9.271276078720885e-29,3.2233047389885245e-37,1.4391682996713816e-36,2.6439715028197264e-43,1.180092079760688e-42,1.4424344367037177e-32,3.993451397884e-37,1.3888394146046697e-39,2.58005291831939e-40,2.3496262453125544e-22,8.60120948707013e-25,1.1124488758966848e-43,4.963523037707479e-43,5.72158360468487e-27,8.381596457508927e-25,8.250334816804649e-39
6.445027454056222e-13,0.11224537201944615,0.9,0.0,0.0,0.0,0.0,0.09999999982675443,4.437017139892372e-11,4.416890208338523e-11,3.0657102506775655e-11,3.065724287405716e-11,2.6549847566073918e-11,2.6553175644781587e-11,2.6552346081140423e-11,2.6552355249017657e-11,2.3675868671221655e-11,2.3676243807739582e-11,2.1436492422587107e-11,2.143659456476373e-11,1.9450203224976514e-13,6.207530881409237e-15,2.6384376249030845e-15,5.7141722267404e-16,6.825704836842045e-16,1.2265745138583323e-18,5.453386306634528e-16,3.2994188258323434e-16,4.2174281079985464e-17,1.2626319930912286e-16,2.1482658005034754e-18,1.3551486856740817e-18,5.168020730362929e-19,9.047680979439782e-19,6.725066376576088e-19,9.027155229012917e-19,1.3349620379801057e-24,2.1237416774433617e-18,3.4764719295370586e-16,1.9902732755749676e-22,1.8264958495906205e-19,1.8619032546502672e-17,5.623055192884181e-25,2.3853890437989265e-19,8.869387600949939e-18,7.054531211724107e-25,5.6850310696872876e-27,5.279503068267832e-22,1.4601908068505333e-29,1.0039510854373277e-27,7.631268557120736e-30,1.3456070292867861e-30,5.491458455843459e-37,9.67016525123446e-34,9.657939806833472e-40,1.6743395589465152e-28,6.6695951934936405e-37,2.9875398520890912e-36,5.9602690662690364e-43,2.6686184464491233e-42,3.104652785263826e-32,7.193639454488804e-37,3.413681790217319e-39,5.308922560720973e-40,3.5234453385781924e-22,1.4795478651354346e-24,2.510170636174961e-43,1.1233972008066164e-42,1.0351460820566423e-26,1.5238967542961683e-24,2.0298667422197054e-38
7.662124770244445e-13,0.11224537202311845,0.9,0.0,0.0,0.0,0.0,0.09999999979403824,5.274918464787449e-11,5.2507698557347625e-11,3.64464604293326e-11,3.644665643704167e-11,3.1562919174031476e-11,3.156756066099904e-11,3.156655246950428e-11,3.156656518255404e-11,2.8146887046009854e-11,2.8147339181127926e-11,2.5484609079013885e-11,2.548475171345069e-11,2.3204703984899595e-13,8.655302541826336e-15,3.679333238916051e-15,7.967674084570676e-16,8.835284197078142e-16,1.982723089312454e-18,7.607891073872675e-16,4.628724896809739e-16,5.883702413528105e-17,1.755965088966723e-16,3.4655325947059253e-18,1.6149346019653353e-18,6.144989584413097e-19,1.07812484334067e-18,8.014819562381737e-19,1.0760704883413037e-18,1.869885898486564e-24,2.123744141548392e-18,4.136989842047198e-16,2.971445236992475e-22,2.173361090897817e-19,2.601275179718228e-17,7.886328242057243e-25,2.842834751165611e-19,1.2422117738530656e-17,9.985891753203298e-25,7.97388809257705e-27,7.3653964149708265e-22,2.1708284987225434e-29,1.6235119012312675e-27,1.0474984219745194e-29,1.9036607878944357e-30,9.1512362071321e-37,1.623528292235957e-33,1.927340676254175e-39,2.712369459222042e-28,1.2865533423022834e-36,5.777411604472486e-36,1.3841691104094676e-42,6.210710883426678e-42,5.860827631246974e-32,1.2019609550266568e-36,7.423610982956018e-39,1.0595876658137818e-39,4.915532322028628e-22,2.291003176110734e-24,5.840172713861245e-43,2.6193009700240155e-42,1.6788019471126077e-26,2.4798096819392285e-24,4.4204048036508493e-38
