Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638)
9.744543705967925e-05,0.11897361014289916,0.9,0.0,0.0,0.0,0.0,0.0755424662297995,0.004178943755189887,1.908077357274337e-06,6.675062783156158e-06,2.4907801017263665e-05,6.595996334076095e-07,1.9372773970802863e-05,2.664243824402878e-06,5.741208174248118e-06,0.002800508255891152,0.013867580023015328,3.843705545775754e-06,3.510969937167846e-05,8.590994231493584e-09,6.366274679670501e-08,1.9757991135629577e-08,3.507189127389729e-09,1.1709577273393632e-05,0.002893678616430359,0.031894519338212864,0.004336321782082653,0.0015598329489492585,5.069312264467271e-10,0.003294591344982768,9.234178109505694e-11,9.25589570285072e-09,5.315578614115517e-13,7.972331482035228e-13,4.773307412303805e-13,3.61605511428633e-11,3.0215928099165424e-14,1.4019215956645462e-06,0.0019475868341171966,1.5156247435009822e-13,0.0010598377660601874,2.3414210417890434e-11,3.978947542851164e-13,0.0003983745577251456,2.4269050107602706e-11,7.463306885244505e-14,0.006946425049860761,1.6213427361248482e-14,0.0025979489101143377,8.494709524429108e-15,7.035504785050627e-14,1.7839068678289803e-14,1.6575200653249238e-12,6.483848032894193e-13,0.002105365327429704,9.729999843341465e-14,6.75254212493446e-13,3.801438451477755e-14,2.6405405858812414e-13,8.648048016151489e-10,1.8460970370781608e-14,0.0019326844305529761,4.202603478227675e-13,0.0024714606959371234,5.222917303309114e-11,2.466590334691381e-14,1.7120176197637276e-13,3.646707462993227e-11,5.502427737897046e-09,1.89913994062854e-10,2.1927970895206134e-10,4.348610869319258e-13,2.272737756592661e-10,1.541163617674407e-14,2.23704550155144e-15,2.3582901894329666e-11,2.5515611920735063e-14,1.7714363065002594e-13
9.781471109728964e-05,0.11899421618367687,0.9,0.0,0.0,0.0,0.0,0.07546467937347225,0.004184260029730605,1.906232861430091e-06,6.667306754270786e-06,2.4882138545449696e-05,6.589393303567372e-07,1.9356256964195916e-05,2.661587726831442e-06,5.740309705020309e-06,0.002808740740860877,0.01391080955996007,3.840900918463327e-06,3.507376150265723e-05,8.582689555270697e-09,6.360120543882426e-08,1.973821207374022e-08,3.5038763616671627e-09,1.1686817765934533e-05,0.002903201504571615,0.0319978192398906,0.004350539122914297,0.0015595435882316529,5.064616858852571e-10,0.0033054752952303692,9.234805360212864e-11,9.226794623963718e-09,5.303715519158462e-13,7.954592586780509e-13,4.763501779594179e-13,3.611036084775806e-11,3.0123023053382496e-14,1.3988625813147936e-06,0.0019515859688949391,1.5141616050252627e-13,0.0010601003827253282,2.3391844956675334e-11,3.974911280345469e-13,0.0003980590046305913,2.4220661276492585e-11,7.487776555820097e-14,0.00697495911710629,1.6266989696510552e-14,0.0026069378811663306,8.522664992544843e-15,7.065191119990456e-14,1.789601312245106e-14,1.664781718640159e-12,6.50277337383142e-13,0.002112019491980187,9.772870025905502e-14,6.782208153776437e-13,3.812628945770406e-14,2.6482802847390767e-13,8.685935418617105e-10,1.8500646102157664e-14,0.00194076849914049,4.2166968506977803e-13,0.0024823280380532097,5.2400414927959466e-11,2.4749234772570657e-14,1.7177798455187087e-13,3.658663801036155e-11,5.520468364068474e-09,1.9046832340600812e-10,2.2001506039615871e-10,4.358657756237457e-13,2.2779886150176958e-10,1.545413449537867e-14,2.2443800214394443e-15,2.3660222299236733e-11,2.557519751857088e-14,1.7755506788138345e-13
9.818398513490003e-05,0.11901479965182271,0.9,0.0,0.0,0.0,0.0,0.0753869784324456,0.004189544065241504,1.9043901269436981e-06,6.659570607693781e-06,2.4856504457232386e-05,6.582797133299061e-07,1.933977078103699e-05,2.6589343635290694e-06,5.739412557047587e-06,0.002816958264455531,0.013953988853180586,3.838098754165097e-06,3.503786284313137e-05,8.574392809287987e-09,6.353972284839542e-08,1.9718453561371047e-08,3.500566568962485e-09,1.1664174931284282e-05,0.00291271459444405,0.032101020782317545,0.004364741511074979,0.001559253325605232,5.059925441688826e-10,0.0033163482518513187,9.235349418345668e-11,9.197844879287855e-09,5.291880884286011e-13,7.936896066389841e-13,4.753721818947176e-13,3.6060228817106566e-11,3.0030595139807306e-14,1.3958186144920628e-06,0.001955574742860164,1.5127000270126209e-13,0.001060359819037787,2.3369436262178866e-11,3.9708794176902143e-13,0.00039774599715049604,2.417251562247974e-11,7.512220491143247e-14,0.00700347985727826,1.632049792977334e-14,0.002615918675031432,8.550591696801945e-15,7.094844162639972e-14,1.7952850327274342e-14,1.6720364024908441e-12,6.521659401089358e-13,0.0021186618989969238,9.815700911152097e-14,6.811846391069356e-13,3.8237967457669925e-14,2.656004113871465e-13,8.723786458167559e-10,1.854027236541352e-14,0.001948846762559852,4.2307657916840614e-13,0.0024931906120964024,5.2571476724190524e-11,2.4832425640703114e-14,1.7235322280249303e-13,3.6706075643511805e-11,5.538490016540391e-09,1.9102150123880948e-10,2.20749137075803e-10,4.36869240478688e-13,2.2832330772380736e-10,1.549653846007502e-14,2.251706827461414e-15,2.3737461384677163e-11,2.5634712925027137e-14,1.7796601339801002e-13
9.855325917251041e-05,0.11903536058795233,0.9,0.0,0.0,0.0,0.0,0.07530936327652023,0.0041947960437402195,1.9025491523177741e-06,6.6518542113016545e-06,2.483089870972484e-05,6.576207814735775e-07,1.9323315222888297e-05,2.6562837309805287e-06,5.738516696009041e-06,0.002825160850835341,0.013997117993247075,3.835299049573041e-06,3.50020033363028e-05,8.566103986804466e-09,6.347829897542239e-08,1.96987155729486e-08,3.497259748469408e-09,1.1641647817721275e-05,0.0029222178968555455,0.03220412410286239,0.004378928963838015,0.0015589621734240836,5.055238013005333e-10,0.0033272102265003733,9.23581096956927e-11,9.16904527307005e-09,5.280074630613075e-13,7.919241804470156e-13,4.743967410646071e-13,3.601015524868177e-11,2.99386405969701e-14,1.3927895737330687e-06,0.001959553191543825,1.5112400072605948e-13,0.0010606161133017678,2.3346985385836416e-11,3.9668519486697307e-13,0.00039743551152538565,2.4124610948563802e-11,7.536638720943255e-14,0.00703198719451632,1.6373952118391755e-14,0.0026248913194517557,8.578489668927937e-15,7.124463694398084e-14,1.8009580573710646e-14,1.6792840557659947e-12,6.540506194745531e-13,0.0021252925981534326,9.858492133787468e-14,6.841456585581237e-13,3.834941896189803e-14,2.663712105031521e-13,8.761600815958501e-10,1.857984948525366e-14,0.001956919215817604,4.244810350947066e-13,0.0025040483883300977,5.274235862983417e-11,2.4915476227663014e-14,1.7292747869706442e-13,3.682538767464622e-11,5.556492717231202e-09,1.915735299067558e-10,2.2148194158736355e-10,4.3787148927642235e-13,2.2884711839131536e-10,1.5538848305394116e-14,2.2590259285283996e-15,2.3814619244591155e-11,2.569415859026674e-14,1.783764703385216e-13
9.89225332101208e-05,0.11905589903428619,0.9,0.0,0.0,0.0,0.0,0.07523183377618402,0.004200016145609503,1.900709937201709e-06,6.644157404882504e-06,2.4805321260727043e-05,6.569625340384217e-07,1.930689008696529e-05,2.6536358267164633e-06,5.737622088133189e-06,0.002833348524066171,0.014040197070110961,3.832501801394672e-06,3.496618292716965e-05,8.557823086242336e-09,6.341693380827493e-08,1.9678998086039648e-08,3.4939558996221887e-09,1.1619235102247725e-05,0.002931711422595041,0.03230712933801065,0.004393101498438383,0.001558670143950023,5.050554574211274e-10,0.0033380612308166868,9.236190692126617e-11,9.140394212017149e-09,5.268296679670491e-13,7.901629685282435e-13,4.734238440229094e-13,3.596014033371087e-11,2.9847154408376865e-14,1.3897752965954944e-06,0.0019635213503163412,1.5097815436324568e-13,0.0010608693035423988,2.332449336026677e-11,3.962828867262564e-13,0.00039712752434350703,2.4076945094830645e-11,7.561031274883419e-14,0.007060481053911893,1.6427352319643646e-14,0.0026338558417997966,8.606358940594676e-15,7.154049501023299e-14,1.806620416152633e-14,1.6865246184778002e-12,6.559313836688222e-13,0.002131911638681926,9.901243335133782e-14,6.871038490657872e-13,3.8460644428469004e-14,2.671404290718832e-13,8.799378179005856e-10,1.861937777233983e-14,0.0019649858540693476,4.258830583053583e-13,0.002514901337344962,5.291306085247845e-11,2.499838683823364e-14,1.7350075440091877e-13,3.69445742487056e-11,5.574476488010669e-09,1.921244118083801e-10,2.2221347677797065e-10,4.388725294598401e-13,2.293702973942046e-10,1.5581064269376476e-14,2.2663373335316807e-15,2.38916959727104e-11,2.575353494474067e-14,1.7878644170476598e-13
9.92918072477312e-05,0.11907641503130828,0.9,0.0,0.0,0.0,0.0,0.0751543898022619,0.004205204550191839,1.8988724784536493e-06,6.63648004943925e-06,2.4779772067704563e-05,6.563049699240563e-07,1.9290495158099002e-05,2.650990646721711e-06,5.736728699935987e-06,0.0028415213081829857,0.014083226173437156,3.829707006348288e-06,3.4930401559715776e-05,8.549550093455475e-09,6.335562724216344e-08,1.965930106768809e-08,3.490655016000224e-09,1.1596935967599707e-05,0.002941195182438588,0.0324100366241637,0.004407259132092453,0.0015583772491552165,5.045875116575509e-10,0.0033489012764258957,9.236489259376163e-11,9.11189081800168e-09,5.256546953000086e-13,7.884059592725751e-13,4.724534793528123e-13,3.591018425046545e-11,2.975613382450279e-14,1.3867756619078261e-06,0.0019674792542787012,1.508324633995521e-13,0.001061119426921447,2.3301961181389038e-11,3.958810167327761e-13,0.0003968220124469927,2.4029515927222428e-11,7.585398182595044e-14,0.007088961361071366,1.648069859074081e-14,0.0026428122693668843,8.634199543436283e-15,7.183601371351837e-14,1.8122721408918365e-14,1.6937580314286768e-12,6.578082410550368e-13,0.002138519069609851,9.94395416116486e-14,6.900591862865434e-13,3.857164432578576e-14,2.679080704145819e-13,8.837118238448405e-10,1.8658857529508077e-14,0.001973046672581655,4.272826547305281e-13,0.002525749430048638,5.308358359948727e-11,2.508115780519918e-14,1.7407305227288765e-13,3.706363551047415e-11,5.59244135072493e-09,1.9267414939331642e-10,2.2294374574180582e-10,4.3987236827689427e-13,2.2989284852051326e-10,1.5623186593646424e-14,2.273641051352929e-15,2.39686916626654e-11,2.5812842407365855e-14,1.7919593041884631e-13
9.966108128534158e-05,0.11909690862098714,0.9,0.0,0.0,0.0,0.0,0.07507703122623936,0.004210361434900839,1.8970367756543248e-06,6.628822013752697e-06,2.475425108842554e-05,6.556480884438781e-07,1.9274130239984056e-05,2.648348187945005e-06,5.735836498520684e-06,0.0028496792271323085,0.014126205392312243,3.826914661167668e-06,3.489465917814388e-05,8.541285006557666e-09,6.329437926301687e-08,1.9639624497312977e-08,3.4873571003540756e-09,1.15747493898694e-05,0.002950669187139709,0.03251284609709663,0.00442140188197389,0.0015580835007147232,5.041199645854699e-10,0.0033597303749322346,9.236707336344031e-11,9.08353371126201e-09,5.244825372677699e-13,7.866531411793832e-13,4.714856357151985e-13,3.586028717282496e-11,2.966557449494109e-14,1.3837905468090291e-06,0.0019714269382915084,1.5068692762103196e-13,0.0010613665198332338,2.327938983139417e-11,3.954795842738948e-13,0.00039651895308893937,2.3982321355227773e-11,7.609739473635916e-14,0.007117428042712675,1.6533990988789413e-14,0.0026517606291815267,8.662011509020677e-15,7.213119098703762e-14,1.817913261501595e-14,1.7009842365053758e-12,6.596811997753651e-13,0.0021451149395583847,9.98662426420212e-14,6.930116463180418e-13,3.8682419109436344e-14,2.6867413776307804e-13,8.87482069108238e-10,1.8698289043324065e-14,0.0019811016667952088,4.2867982985284545e-13,0.0025365926377804797,5.3253927077710286e-11,2.51637894350727e-14,1.7464437448954646e-13,3.718257160437712e-11,5.61038732716596e-09,1.9322274504643413e-10,2.2367275133955868e-10,4.4087101259789e-13,2.3041477536091106e-10,1.5665215514048535e-14,2.2809370908517916e-15,2.4045606407854423e-11,2.587208137500327e-14,1.7960493924956852e-13
9.999999999999998e-05,0.11911737984313518,0.9,0.0,0.0,0.0,0.0,0.07500610678086382,0.004215066820928195,1.895353517051423e-06,6.621810382968192e-06,2.4730852796674053e-05,6.550458044852704e-07,1.9259136809289225e-05,2.645925338562639e-06,5.735018654689281e-06,0.0028571534811203457,0.01416560777729726,3.8243540075784954e-06,3.48618891796176e-05,8.533706285857529e-09,6.323821756411999e-08,1.9621583369562832e-08,3.4843328940662796e-09,1.1554484830648146e-05,0.0029593558270155063,0.03260711838677852,0.004434368975480879,0.0015578131577700586,5.036912021082391e-10,0.0033696596679582357,9.236837216998722e-11,9.057635324860202e-09,5.23409204230665e-13,7.85048088193341e-13,4.7059956014952e-13,3.581454384953696e-11,2.958286200814384e-14,1.3810634921765245e-06,0.0019750411474039405,1.5055349166475202e-13,0.001061590664763696,2.3258640276701407e-11,3.951115351880641e-13,0.00039624294515567415,2.3939210976977276e-11,7.632057325518931e-14,0.007143542632529384,1.658285524435808e-14,0.002659966332445873,8.687512080008832e-15,7.240180161815441e-14,1.8230813572332875e-14,1.707610034367335e-12,6.613967718065912e-13,0.0021511584780914534,1.0025750630103505e-13,6.957188533839814e-13,3.8783890163656553e-14,2.693758497280981e-13,8.909390541705569e-10,1.873443699637888e-14,0.001988489389095606,4.299600265290757e-13,0.0025465401811006366,5.341011026902323e-11,2.523950611930868e-14,1.7516787542836882e-13,3.7291620796641246e-11,5.6268414931896165e-09,1.9372524163043767e-10,2.243407209648509e-10,4.4178652098220685e-13,2.3089325242057133e-10,1.5703707536535967e-14,2.2876266262819994e-15,2.4116127395731125e-11,2.5926390839075953e-14,1.799799067675903e-13
0.00010003035532295197,0.11911737984313518,0.9,0.0,0.0,0.0,0.0,0.07499975791996068,0.004215486976152475,1.8952028277569015e-06,6.621183170322105e-06,2.472875828074311e-05,6.549918888049522e-07,1.9257795140164136e-05,2.6457084472007372e-06,5.73494545089738e-06,0.0028578223048164276,0.014169134815508725,3.824124762597403e-06,3.485895572671515e-05,8.533027820836536e-09,6.323318983589394e-08,1.9619968351160596e-08,3.484062152388845e-09,1.155267439171087e-05,0.002960133447440074,0.03261555789226571,0.004435529765235536,0.0015577889101393207,5.036528163040326e-10,0.0033705485379287034,9.23684558620883e-11,9.055321660295794e-09,5.233131861029322e-13,7.849045027896911e-13,4.705203014448677e-13,3.58104492766293e-11,2.9575472544694804e-14,1.380819831695285e-06,0.001975364437055431,1.5054154681010845e-13,0.001061610618214527,2.325678029501719e-11,3.9507858873972045e-13,0.00039621832373381785,2.393535928863085e-11,7.634055177527983e-14,0.007145881026099077,1.6587229570840405e-14,0.002660700948127554,8.689794868881003e-15,7.242602473973207e-14,1.8235438047264936e-14,1.7082031750843992e-12,6.615502676474529e-13,0.002151699296926694,1.0029253293548703e-13,6.959612050493336e-13,3.879296921600863e-14,2.69438634217167e-13,8.912485231041942e-10,1.873767263376818e-14,0.0019891508322442356,4.300745884021326e-13,0.0025474309321287885,5.342409149374625e-11,2.524628199011238e-14,1.7521472292063669e-13,3.730138267466458e-11,5.62831443909929e-09,1.9377020105754887e-10,2.2440049603912507e-10,4.418684700967082e-13,2.309360819260338e-10,1.5707151258623506e-14,2.2882254608771697e-15,2.4122440301562444e-11,2.593125229185835e-14,1.8001347129366938e-13
0.00010076890339817275,0.1191582553483775,0.9,0.0,0.0,0.0,0.0,0.07484546660733477,0.004225644725043578,1.8915401902650698e-06,6.6059625112537965e-06,2.4677857013187112e-05,6.536815314754613e-07,1.9225213640320803e-05,2.6404371072716255e-06,5.733166687282667e-06,0.0028740640315708496,0.014254844627030182,3.818552292347959e-06,3.478766539473422e-05,8.516537124098187e-09,6.311098642428819e-08,1.9580717224457455e-08,3.4774811471729347e-09,1.1508855016547022e-05,0.0029790327776981107,0.03282068898799993,0.004463741000315964,0.0015571972474916957,5.02719714909732e-10,0.0033921521036657963,9.236885218847139e-11,8.99932792470986e-09,5.209828734411655e-13,7.814197193975508e-13,4.685971178017361e-13,3.571095167371766e-11,2.93966256925888e-14,1.3749210691628838e-06,0.0019832090163642135,1.5025124924414767e-13,0.0010620899717077468,2.3211450438935027e-11,3.9427790603997793e-13,0.0003956242668117166,2.3842124512059434e-11,7.682609941618132e-14,0.007202745612142668,1.669354551467002e-14,0.00267855756949303,8.74527589724762e-15,7.301465351992836e-14,1.834773276546691e-14,1.722619023468943e-12,6.65276763190202e-13,0.002164833665408829,1.011438675912233e-13,7.018515242934164e-13,3.90133972082404e-14,2.709629272819443e-13,8.98769937667565e-10,1.88162972540279e-14,0.002005231659802963,4.328568774078722e-13,0.002569092669085708,5.3763883963304985e-11,2.541085108489287e-14,1.7635250701182833e-13,3.75386303197542e-11,5.664112156257725e-09,1.9486170362721812e-10,2.2585221402762266e-10,4.4385985362007694e-13,2.3197684938282844e-10,1.5790744153665687e-14,2.3027792278025578e-15,2.4275865906615772e-11,2.604939164998228e-14,1.808291167156153e-13
0.00010150745147339353,0.1191990418693675,0.9,0.0,0.0,0.0,0.0,0.07469151484913754,0.004235679180967897,1.887884556397456e-06,6.590817012505732e-06,2.46270679317606e-05,6.523738914080956e-07,1.9192749147846268e-05,2.6351766019594557e-06,5.731392153095617e-06,0.002890246678386343,0.014340356309406466,3.8129895698068856e-06,3.471653012448315e-05,8.500077960110315e-09,6.298901668767635e-08,1.9541547492048737e-08,3.4709119925324738e-09,1.146546986963526e-05,0.002997893258816248,0.033025430985734995,0.004491892973959027,0.0015566023495643543,5.017882075495087e-10,0.0034137120660740154,9.236613335231978e-11,8.943899769538753e-09,5.186636957383431e-13,7.779515181253071e-13,4.666838420437627e-13,3.561169269156859e-11,2.921956229760356e-14,1.3690783671083704e-06,0.0019910132658014523,1.4996156901197765e-13,0.0010625577638588447,2.3165979034302092e-11,3.9347896381297404e-13,0.0003950396672300444,2.3749795511237924e-11,7.731062710012822e-14,0.007259554552473233,1.6799646877125765e-14,0.0026963823442801753,8.80064287983309e-15,7.360188413115373e-14,1.8459607914065294e-14,1.7370051278779897e-12,6.689877921514458e-13,0.002177922555916834,1.0199351871560733e-13,7.077299593933843e-13,3.923293191128819e-14,2.7248097520323175e-13,9.062758334250779e-10,1.889473368958907e-14,0.0020212891220225443,4.356295651251952e-13,0.0025907344200231984,5.410296265375777e-11,2.5574867515907247e-14,1.7748642177093964e-13,3.777537959471909e-11,5.699834675566426e-09,1.959486759852506e-10,2.272989223403657e-10,4.4584657397996353e-13,2.330151797053735e-10,1.587396713666635e-14,2.3173024226121e-15,2.44289692208563e-11,2.6167263668166592e-14,1.8164288891186894e-13
0.00010224599954861431,0.11923973972492492,0.9,0.0,0.0,0.0,0.0,0.07453790163775545,0.004245591706963526,1.8842359130400475e-06,6.5757456459086934e-06,2.457639070522937e-05,6.510689616725749e-07,1.916040015841255e-05,2.629926904465541e-06,5.7296215974870326e-06,0.002906370434239503,0.014425670557377706,3.8074365693798563e-06,3.464554947884747e-05,8.483650269833032e-09,6.286728018846607e-08,1.9502458946331303e-08,3.4643546730803506e-09,1.1422511706532058e-05,0.003016714976138392,0.0332297849530632,0.0045199858223279755,0.0015560043016022375,5.00858292972257e-10,0.0034352285173442974,9.23603502963541e-11,8.889028370650378e-09,5.1635559188335e-13,7.74499808708209e-13,4.647803861463842e-13,3.551267350928773e-11,2.9044254612150464e-14,1.363290776214775e-06,0.001998777455670848,1.4967250442362486e-13,0.0010630142619380242,2.312037326656273e-11,3.926817572631972e-13,0.0003944643550299714,2.365835657842697e-11,7.7794137170642e-14,0.007316307291981392,1.6905534111894202e-14,0.0027141754801803895,8.855896067172328e-15,7.418770099098557e-14,1.8571065747810667e-14,1.7513610485664788e-12,6.726834178371858e-13,0.0021909663444701025,1.0284145997074847e-13,7.135963293687254e-13,3.945157686760357e-14,2.7399280310861995e-13,9.137659809413755e-10,1.8972984247469553e-14,0.0020373231875848814,4.383926929100489e-13,0.0026123559691165446,5.444132920513368e-11,2.5738333592002667e-14,1.7861648360288328e-13,3.8011631644649676e-11,5.735482169805286e-09,1.9703113667418586e-10,2.2874064255573773e-10,4.478286865279677e-13,2.340511018223677e-10,1.5956822030864855e-14,2.3317951155504386e-15,2.4581750984802033e-11,2.6284871546693478e-14,1.824548102031252e-13
0.00010298454762383509,0.1192803492322117,0.9,0.0,0.0,0.0,0.0,0.074384625972576,0.004255383646503072,1.8805942500716219e-06,6.560747427730688e-06,2.452582500473068e-05,6.497667357353546e-07,1.912816523959269e-05,2.6246879897605805e-06,5.727854774744906e-06,0.0029224354871977077,0.014510788059583054,3.8018932656519803e-06,3.457472302306598e-05,8.467254007701904e-09,6.274577658901178e-08,1.9463451391606015e-08,3.4578091782245968e-09,1.137997313322297e-05,0.003035498014766097,0.03343375195121189,0.004548019681148997,0.001555403186041722,4.999299707464559e-10,0.0034567015494371797,9.235155319621264e-11,8.834704632205537e-09,5.140585011539566e-13,7.710645014103709e-13,4.62886665999343e-13,3.5413895227325986e-11,2.8870674026257557e-14,1.3575573688181564e-06,0.0020065018534041533,1.493840537994299e-13,0.0010634597250917673,2.3074640083507758e-11,3.918862816208492e-13,0.00039389816438020335,2.3567792365141363e-11,7.827663196372171e-14,0.007373003286499323,1.70112076715279e-14,0.002731937182033364,8.911035709088738e-15,7.477208881335173e-14,1.8682108491649117e-14,1.7656863536453642e-12,6.763637031766042e-13,0.0022039654026501628,1.0368766548057184e-13,7.194504564386222e-13,3.966933559932328e-14,2.754984359789203e-13,9.212401548800513e-10,1.9051051220596863e-14,0.0020533338269094264,4.411463016728834e-13,0.0026339571051152673,5.4778985252197604e-11,2.5901251597237353e-14,1.7974270873573794e-13,3.824738761096078e-11,5.771054811199596e-09,1.9810910412618408e-10,2.301773960196396e-10,4.498062462950747e-13,2.350846444949134e-10,1.603931064371201e-14,2.3462573766367476e-15,2.4734211936594092e-11,2.6402218467730674e-14,1.8326490278315327e-13
0.00010372309569905587,0.11932087070561993,0.9,0.0,0.0,0.0,0.0,0.07423168685941793,0.004265056325275476,1.8769595584058586e-06,6.545821381891399e-06,2.4475370503639035e-05,6.484672072648351e-07,1.9096043004789435e-05,2.619459833346603e-06,5.726091446819508e-06,0.00293844202449119,0.014595709499060134,3.796359633364817e-06,3.450405032533242e-05,8.450889132812951e-09,6.262450558608756e-08,1.9424524638201852e-08,3.451275502182283e-09,1.133784671893533e-05,0.0030542424595775453,0.033637333035565244,0.004575994685746613,0.001554799082912723,4.990032412217234e-10,0.003478131254101693,9.233979111328475e-11,8.78091927411136e-09,5.117723634868352e-13,7.676455074680794e-13,4.610025999311735e-13,3.531535885647619e-11,2.8698791330931324e-14,1.3518772145173174e-06,0.0020141867238033027,1.4909621548915177e-13,0.0010638944052505995,2.3028786142526697e-11,3.91092532129605e-13,0.0003933409331650809,2.347808800879087e-11,7.875811380845317e-14,0.007429642001770556,1.711666800753844e-14,0.0027496676520209584,8.966062054749985e-15,7.535503337408421e-14,1.8792738493101387e-14,1.7799806372484814e-12,6.800287118357634e-13,0.002216920097929532,1.045321108948591e-13,7.252921734108108e-13,3.9886211674120047e-14,2.7699789910359747e-13,9.286981434816378e-10,1.9128936582625123e-14,0.002069321011977454,4.4389043557026875e-13,0.0026555376209293708,5.5115932424876536e-11,2.60636240081657e-14,1.8086511472633912e-13,3.848264863168934e-11,5.806552771464974e-09,1.9918259698923057e-10,2.3160920577162883e-10,4.517793006284793e-13,2.361158324684555e-10,1.612143479193654e-14,2.3606892756829822e-15,2.488635281218916e-11,2.651930716271622e-14,1.8407318571821047e-13
0.00010446164377427665,0.11936130444755681,0.9,0.0,0.0,0.0,0.0,0.07407908331504748,0.004274611038883978,1.8733318244304983e-06,6.5309665464401465e-06,2.4425026878658327e-05,6.471703693263092e-07,1.9064032064588854e-05,2.6142424091172902e-06,5.724331369166677e-06,0.0029543902319359573,0.01468043554932267,3.790835647574581e-06,3.443353095821524e-05,8.434555583881646e-09,6.250346672565365e-08,1.9385678478415444e-08,3.4447536239963396e-09,1.1296125607227629e-05,0.003072948395068739,0.03384052925150641,0.004603910970764736,0.0015541920682805594,4.980781022699378e-10,0.003499517722724218,9.232511305883678e-11,8.727664117373345e-09,5.094971187122303e-13,7.642427379630739e-13,4.591281037938136e-13,3.521706538607367e-11,2.852858082468012e-14,1.3462494192121455e-06,0.002021832327088302,1.4880898778798085e-13,0.001064318542169473,2.2982818024308472e-11,3.903005041351646e-13,0.0003927925053568865,2.3389228718399285e-11,7.923858502220873e-14,0.007486222920114742,1.7221915569653386e-14,0.0027673670877664167,9.020975352201949e-15,7.593651875918829e-14,1.890295752932214e-14,1.7942434544968923e-12,6.836785027900823e-13,0.002229830790725363,1.0537476957875207e-13,7.311212972253757e-13,4.0102208385292876e-14,2.7849121586455724e-13,9.361397146329081e-10,1.9206643150205256e-14,0.0020852847173816664,4.466251252766423e-13,0.0026770973167030156,5.545217234489984e-11,2.6225452509440337e-14,1.8198371363840923e-13,3.871741583914864e-11,5.8419762214533975e-09,2.0025163253743875e-10,2.330360878169121e-10,4.5374791726600443e-13,2.371447011448912e-10,1.6203196176566668e-14,2.3750908821499887e-15,2.5038174343842457e-11,2.6636141562540026e-14,1.8487968638970164e-13
0.00010520019184949743,0.11940165077237447,0.9,0.0,0.0,0.0,0.0,0.07392681436086893,0.004284049070202327,1.8697110393117198e-06,6.516181993161066e-06,2.4374793808080338e-05,6.458762157356766e-07,1.9032131078971038e-05,2.609035692691979e-06,5.722574314901545e-06,0.0029702802947278815,0.014764966879867154,3.7853212834268354e-06,3.4363164495800014e-05,8.418253321141194e-09,6.238265971283298e-08,1.9346912726980747e-08,3.4382435400150654e-09,1.125480281987633e-05,0.00309161590556808,0.03404334163991483,0.004631768670544358,0.001553582216591079,4.971545545113926e-10,0.003520861046530892,9.230756611313652e-11,8.674930331031956e-09,5.072327078202124e-13,7.60856105669879e-13,4.572630988307549e-13,3.5119015653933027e-11,2.8360014706168487e-14,1.3406731087694638e-06,0.0020294389216288164,1.4852236908296755e-13,0.0010647323707967447,2.2936741824368974e-11,3.8951019292954764e-13,0.00039225272749528976,2.330120052371242e-11,7.971804791714663e-14,0.007542745530944046,1.7326950806811354e-14,0.0027850356849559773,9.075775848998422e-15,7.651653196871701e-14,1.9012768007767307e-14,1.808474430365708e-12,6.873131397738962e-13,0.0022426978384300685,1.0621561899290629e-13,7.36937673247228e-13,4.0317329308906887e-14,2.7997841159523266e-13,9.435646726653553e-10,1.9284172604716717e-14,0.0021012249187781946,4.4935041700646603e-13,0.0026986359955088256,5.5787706630348264e-11,2.638673970194042e-14,1.8309852387894096e-13,3.895169036310447e-11,5.877325331632463e-09,2.0131622943878074e-10,2.344580662687166e-10,4.557121365772899e-13,2.381712716230963e-10,1.6284596599524513e-14,2.3894622653423313e-15,2.5189677262161748e-11,2.6752723990170763e-14,1.8568442102787984e-13
