Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219)
1.0931901222477187e-05,0.11332287140580526,0.9,0.0,0.0,0.0,0.0,0.09658810486743326,0.0011696068502496811,2.39104319729331e-06,1.0884933847227992e-05,3.185125341624845e-05,8.358909845749723e-07,2.7352519167339075e-05,3.371866903337957e-06,6.148625909757167e-06,0.00039357207765949474,0.001998384159742363,4.584268672958423e-06,4.480218080504494e-05,1.0765497659240156e-08,7.977683811868709e-08,2.503871453615271e-08,4.364290474021979e-09,3.426862216041792e-05,0.00036612747004462253,0.004571321049583292,0.000550249910282575,0.001161110967144805,6.270887253461577e-10,0.0004137242941343161,3.469262643161511e-11,3.636325739819268e-08,9.124461431022923e-13,1.365598234722564e-12,9.046706120727486e-13,3.613235211691491e-11,1.1593343927287187e-13,4.319266007634406e-06,0.0005368215605270234,1.9098153886870834e-13,0.0004474481862524779,1.3269312844597306e-11,5.064660087178272e-13,0.00045032491555858705,3.682584450849633e-11,9.470447993061263e-15,0.0004003844502441488,2.0360535349625912e-15,0.00023389461429640645,1.0748128464873618e-15,2.979065177481472e-15,1.1394280386763169e-15,6.180217033409364e-14,6.429837765490299e-14,0.0001474567169578806,3.590283553856398e-15,2.5104742296188284e-14,3.730664033491567e-15
1.1064221135108352e-05,0.11333444959362597,0.9,0.0,0.0,0.0,0.0,0.09654985368858253,0.001181951566990588,2.39019578293796e-06,1.084952858056233e-05,3.183859825094699e-05,8.355751367419982e-07,2.729031036649243e-05,3.370602037166686e-06,6.147181402512196e-06,0.0003981263598652647,0.002020783579253783,4.582884859959889e-06,4.478457771724082e-05,1.076168227771841e-08,7.974856424917135e-08,2.502925346114102e-08,4.36280813705506e-09,3.401474787521376e-05,0.00037049169884941353,0.004620852462065387,0.0005568122814616799,0.0011712003837622744,6.268837191456935e-10,0.00041868246940831357,3.504132847500682e-11,3.607586452174787e-08,9.116292624979294e-13,1.3643816867137334e-12,9.021634557754856e-13,3.64281669386989e-11,1.150266793946682e-13,4.286870879103951e-06,0.0005409169154344241,1.9090885223105867e-13,0.0004518538020540068,1.3393288617544297e-11,5.062711587870259e-13,0.00045457448191263134,3.71548401096697e-11,9.583393786253302e-15,0.0004077376903617641,2.0604536397487043e-15,0.0002379372606369736,1.0876244684141219e-15,3.043941067605749e-15,1.1634254214453185e-15,6.319285262513483e-14,6.562388698996369e-14,0.00015032786463930217,3.6712834073553834e-15,2.566949608651111e-14,3.807790128312961e-15
1.1196541047739518e-05,0.11334600356968054,0.9,0.0,0.0,0.0,0.0,0.09651164646636266,0.0011942669352700875,2.3893487718398325e-06,1.0814797883550464e-05,3.182595830002772e-05,8.352595766133491e-07,2.72292931494477e-05,3.369338256624948e-06,6.145746028261908e-06,0.0004026770990563666,0.0020431453320859036,4.581503446712171e-06,4.4766991890651995e-05,1.0757868711569443e-08,7.972030383377674e-08,2.501980100411953e-08,4.3613261907702566e-09,3.376591352862752e-05,0.0003748541989418335,0.004670299993784008,0.0005633719550849801,0.0011812161920728844,6.266787111947686e-10,0.00042363874109273205,3.538882331998503e-11,3.5794110481563726e-08,9.108138873682176e-13,1.363167253497197e-12,8.996984005169254e-13,3.672140894458098e-11,1.1413777058911508e-13,4.255124219055623e-06,0.0005449817465915793,1.9083627572577745e-13,0.0004562288097453683,1.3516237840234761e-11,5.060765187978525e-13,0.0004587743832876837,3.747946099843471e-11,9.696293153996933e-15,0.0004151376435913116,2.0848443801868703e-15,0.00024199320523701326,1.1004310164211128e-15,3.109375399593381e-15,1.1875680607399275e-15,6.459692383733811e-14,6.69579706694805e-14,0.0001532169173826506,3.753066517579314e-15,2.623968999924737e-14,3.88541855236679e-15
1.1328860960370684e-05,0.11335753367112751,0.9,0.0,0.0,0.0,0.0,0.09647348259120214,0.0012065531082041463,2.3885021630695257e-06,1.0780720378976503e-05,3.1813333338257376e-05,8.34944300792412e-07,2.7169429107316042e-05,3.36807554961098e-06,6.1443197175180335e-06,0.0004072243151994003,0.0020654700205119405,4.580124403886166e-06,4.474942348074423e-05,1.0754056956591363e-08,7.96920568430311e-08,2.5010357063743572e-08,4.359844599339563e-09,3.3521962495012205e-05,0.000379214972355406,0.004719665546095015,0.0005699289347767097,0.0011911592076365085,6.264736948967299e-10,0.0004285931110882002,3.573511734375222e-11,3.5517821482111784e-08,9.099999786150218e-13,1.3619549121335896e-12,8.972741513589835e-13,3.70121072748284e-11,1.1326616654813739e-13,4.224005704046144e-06,0.0005490166336191435,1.9076380765071335e-13,0.0004605733298644458,1.3638165634448751e-11,5.058820897668162e-13,0.00046292471655176294,3.779972162314513e-11,9.809146158586228e-15,0.0004225841391425211,2.109225765518619e-15,0.0002460623201979151,1.1132324964511265e-15,3.1753649326246375e-15,1.2118532627117283e-15,6.601432308306361e-14,6.830051957810278e-14,0.00015612370954097226,3.835629357775977e-15,2.681529943227261e-14,3.9635429548355296e-15
1.1461180873001849e-05,0.11336904022208857,0.9,0.0,0.0,0.0,0.0,0.09643536147196813,0.0012188102361278706,2.387655955701057e-06,1.074727560712005e-05,3.180072314722932e-05,8.346293059504024e-07,2.711068151904609e-05,3.366813904409919e-06,6.1429024022068905e-06,0.00041176802760696654,0.002087758228513148,4.578747702838494e-06,4.473187258922369e-05,1.0750247008633663e-08,7.96638232453023e-08,2.500092154012014e-08,4.358363388057302e-09,3.328274474741584e-05,0.0003835740210952037,0.004768950958016138,0.0005764832241074579,0.00120103022695714,6.262686768112153e-10,0.0004335455812712879,3.6080216737322944e-11,3.52468295566952e-08,9.091875335120829e-13,1.360744658151977e-12,8.948893995440943e-13,3.730029035894164e-11,1.1241133159404662e-13,4.193495873165476e-06,0.0005530221383578589,1.9069144636825973e-13,0.00046488748352391067,1.3759077072563131e-11,5.056878721284608e-13,0.0004670255904479057,3.811563727901587e-11,9.92195286139987e-15,0.00043007700399345396,2.1335978048699324e-15,0.00025014448042899584,1.1260289143626689e-15,3.2419067096211244e-15,1.2362785051573031e-15,6.744499191165294e-14,6.965142702475163e-14,0.00015904807455987437,3.9189685411557555e-15,2.7396300765779263e-14,4.042157124027826e-15
1.1593500785633015e-05,0.11338052354188663,0.9,0.0,0.0,0.0,0.0,0.09639728253542684,0.0012310384666527003,2.3868101488045845e-06,1.0714443988357699e-05,3.1788127515169554e-05,8.343145888552455e-07,2.7053015279218988e-05,3.365553309661638e-06,6.1414940156265354e-06,0.0004163082549581596,0.0021100105223118004,4.577373315589986e-06,4.471433926893711e-05,1.0746438863550582e-08,7.96356030070589e-08,2.499149433576718e-08,4.35688262780158e-09,3.3048116574003176e-05,0.0003879313471384668,0.004818158008094936,0.0005830348265953533,0.0012108300281327203,6.260636724676259e-10,0.0004384961534950714,3.642412755646331e-11,3.498097230029419e-08,9.083765702162754e-13,1.3595364974062907e-12,8.925428479781019e-13,3.758598599985459e-11,1.1157274394622417e-13,4.163576092371695e-06,0.0005569988053915886,1.9061919029407258e-13,0.00046917139239874604,1.3878977204380675e-11,5.054938657852288e-13,0.00047107712535511553,3.8427224109784416e-11,1.0034713322920879e-14,0.00043761606292603135,2.157960507254496e-15,0.0002542395635698128,1.138820275932521e-15,3.3089979166957574e-15,1.2608413640559385e-15,6.888887328172258e-14,7.101058711761284e-14,0.00016198984500068235,4.003080761896686e-15,2.7982670947993445e-14,4.12125489375719e-15
1.172582069826418e-05,0.11339198393773735,0.9,0.0,0.0,0.0,0.0,0.09635924522528722,0.0012432379447926323,2.385964741495188e-06,1.0682206767334898e-05,3.177554623668552e-05,8.340001464324774e-07,2.6996396788122145e-05,3.364293754310895e-06,6.140094492378511e-06,0.0004208450153372219,0.002132227451307819,4.57600121478768e-06,4.4696823534606056e-05,1.0742632517310132e-08,7.960739610208428e-08,2.498207535942865e-08,4.355402233925246e-09,3.281794016390858e-05,0.00039228695243577114,0.0048672884176308275,0.0005895837457079904,0.0012205593720243288,6.25858664401302e-10,0.00044344482959004784,3.676685596440368e-11,3.472009800717514e-08,9.075670209010727e-13,1.3583303873585042e-12,8.902334290696307e-13,3.7869221515202915e-11,1.1074993421461344e-13,4.1342285010366665e-06,0.0005609471629724094,1.905470378382916e-13,0.0004734251787238173,1.3997871211281597e-11,5.05300070181974e-13,0.00047507945292189367,3.873449935391103e-11,1.0147427602753565e-14,0.0004452011385448337,2.1823138815838515e-15,0.0002583474498075597,1.1516065868649593e-15,3.3766351757892136e-15,1.285539103007545e-15,7.034590543347861e-14,7.237789302800749e-14,0.00016494885253719592,4.0879624431800764e-15,2.857438502384791e-14,4.200830047482309e-15
1.1858140610895346e-05,0.11340342171255881,0.9,0.0,0.0,0.0,0.0,0.09632124900171216,0.0012554088130188933,2.3851197329021268e-06,1.0650545976249305e-05,3.176297911259799e-05,8.33685975666114e-07,2.6940793888150504e-05,3.3630352276063644e-06,6.138703768330683e-06,0.0004253783262520209,0.002154409548566143,4.574631373685335e-06,4.467932536676423e-05,1.0738827965964894e-08,7.957920250386399e-08,2.4972664521458814e-08,4.353922145311851e-09,3.2592083356390206e-05,0.00039664083891154063,0.00491634385239447,0.0005961299848635833,0.0012302190028410415,6.256536414240247e-10,0.00044839161136461125,3.710840796043669e-11,3.446406119136422e-08,9.067588413634591e-13,1.3571262972103427e-12,8.879600833085357e-13,3.815002355621581e-11,1.0994244654264424e-13,4.105435977037835e-06,0.0005648677234974108,1.9047498746679014e-13,0.0004776489652795697,1.411576423819102e-11,5.051064843961437e-13,0.00047903271582392314,3.903748107261062e-11,1.0260095759656018e-14,0.00045283205131579993,2.2066579366638234e-15,0.0002624680218090001,1.164387852787309e-15,3.444815343847159e-15,1.3103691212708376e-15,7.181602843985603e-14,7.375324147559498e-14,0.0001679249279850648,4.1736101134133195e-15,2.917141877675241e-14,4.280876573630382e-15
1.1990460523526511e-05,0.11341483715804503,0.9,0.0,0.0,0.0,0.0,0.09628329334045332,0.0012675512113794554,2.3842751221480562e-06,1.0619444381878235e-05,3.175042594967941e-05,8.333720735280303e-07,2.6886175766367105e-05,3.361777719118446e-06,6.137321780553505e-06,0.0004299082046694225,0.002176557331678667,4.573263766108913e-06,4.466184472013067e-05,1.073502520569777e-08,7.955102217468885e-08,2.496326172897359e-08,4.352442591655434e-09,3.237041928492626e-05,0.0004009930084648201,0.004965325925588337,0.0006026735474328289,0.0012398096492019786,6.254486530766963e-10,0.0004533365006057903,3.744878911140797e-11,3.42127142097152e-08,9.059521425431372e-13,1.3559242812209467e-12,8.857214769127152e-13,3.842841808661442e-11,1.0914978591877286e-13,4.077182088648588e-06,0.0005687609843586194,1.9040303776739607e-13,0.0004818428753898594,1.4232661210918025e-11,5.049131072919303e-13,0.0004829370673990204,3.933618774974848e-11,1.0372717851594465e-14,0.00046050861959089215,2.230992681190286e-15,0.00026660116455114104,1.1771640792448418e-15,3.5135363268077526e-15,1.3353294383411358e-15,7.329919153834067e-14,7.513653281763315e-14,0.00017091790130491135,4.260020827405214e-15,2.9773751685828636e-14,4.361388664689305e-15
1.2093848898448434e-05,0.11342374128097116,0.9,0.0,0.0,0.0,0.0,0.09625366452350904,0.001277018969573638,2.383615460472808e-06,1.0595521573874293e-05,3.174062711065547e-05,8.331269907321929e-07,2.6844166052238514e-05,3.3607958649109673e-06,6.136248002150775e-06,0.00043344525424649747,0.002193838981861141,4.572196721577372e-06,4.4648198339167955e-05,1.0732055156677817e-08,7.952901264774257e-08,2.4955920387855642e-08,4.351286822303038e-09,3.220006080567316e-05,0.00040439238944237554,0.005003548101762034,0.0006077845099172307,0.0012472557685325855,6.252884891657655e-10,0.0004571988817743851,3.771393553140018e-11,3.401950151918114e-08,9.053227861824555e-13,1.3549864838272723e-12,8.839959691625998e-13,3.864428331404713e-11,1.0854049961819556e-13,4.0554705236978665e-06,0.00057178430328586,1.9034688884703915e-13,0.0004850990816979875,1.4323309060014368e-11,5.047621560645544e-13,0.00048595380512646595,3.95666203062929e-11,1.0460683281741671e-14,0.0004665383730724139,2.250000198720916e-15,0.00026983927775435924,1.1871433006016273e-15,3.567605579319127e-15,1.3549210580484235e-15,7.446709730852183e-14,7.622282846294394e-14,0.00017326811532213237,4.3280666235158765e-15,3.024805671071863e-14,4.424616905140789e-15
1.2197237273370357e-05,0.11343263208007302,0.9,0.0,0.0,0.0,0.0,0.09622405992239051,0.0012864694954482045,2.3829560407066153e-06,1.0571922449336455e-05,3.173083659341313e-05,8.328820689251992e-07,2.680272592678175e-05,3.3598146214004793e-06,6.135179490616583e-06,0.0004369802259310305,0.0022111002236913117,4.5711310129871e-06,4.4634562573364555e-05,1.072908619663939e-08,7.950701119555312e-08,2.4948583870006926e-08,4.3501312108537285e-09,3.203213150628998e-05,0.0004077907242501958,0.005041727169312413,0.0006128938419152149,0.0012546605424323444,6.25128310813812e-10,0.00046106010944459234,3.79783736256884e-11,3.382901052064055e-08,9.046942176775307e-13,1.354049880642992e-12,8.822907693139855e-13,3.8858706525229876e-11,1.079398391043771e-13,4.0340709027644334e-06,0.0005747914749806544,1.9029079977740488e-13,0.0004883371830333612,1.4413354522182124e-11,5.04611330551472e-13,0.0004889408641350702,3.9794464777815453e-11,1.0548620650584758e-14,0.00047259579907190573,2.269002041386855e-15,0.0002730849437236022,1.1971194512520496e-15,3.622001120372513e-15,1.374589172338203e-15,7.56428955467709e-14,7.731386011847971e-14,0.00017562845951927503,4.396574291010385e-15,3.0725569188645586e-14,4.488122791722362e-15
1.230062564829228e-05,0.11344150968712434,0.9,0.0,0.0,0.0,0.0,0.09619447930569062,0.0012959028528828109,2.3822968624524667e-06,1.0548639648045661e-05,3.172105431291199e-05,8.326373067334714e-07,2.676184226024824e-05,3.3588339839475186e-06,6.134116217376324e-06,0.0004405131271728203,0.0022283412855276436,4.5700666285359975e-06,4.462093737569941e-05,1.072611832391288e-08,7.948501779810262e-08,2.4941252132630307e-08,4.348975944339336e-09,3.186657708592893e-05,0.0004111880137634582,0.005079863834845171,0.0006180015449768444,0.0012620242999879792,6.249681599633678e-10,0.00046492018444290465,3.824210578634525e-11,3.364117647021888e-08,9.040665475503915e-13,1.3531145281759576e-12,8.80605185957697e-13,3.9071699308346746e-11,1.0734757209312753e-13,4.012976198900165e-06,0.0005777827187350044,1.9023476996626361e-13,0.0004915572388916249,1.4502799859205343e-11,5.044606299596605e-13,0.0004918983305467031,4.001973086875449e-11,1.0636529984787391e-14,0.0004786808083204422,2.2879982132101626e-15,0.000276338110340788,1.2070925337492719e-15,3.676722439988564e-15,1.394333117633543e-15,7.682656597341747e-14,7.840958552547299e-14,0.00017799885175207454,4.465542650937048e-15,3.120628091691068e-14,4.5519038576547e-15
1.2404014023214202e-05,0.1134503742300788,0.9,0.0,0.0,0.0,0.0,0.09616492244704716,0.0013053191049541529,2.3816379253053664e-06,1.052566603734568e-05,3.171128018604926e-05,8.323927029136591e-07,2.6721502336464547e-05,3.357853948032817e-06,6.1330581542467325e-06,0.0004440439652492877,0.002245562390710762,4.56900355660607e-06,4.460732269435374e-05,1.072315153661619e-08,7.9463032444885e-08,2.4933925139143978e-08,4.347820939285039e-09,3.170334487394205e-05,0.0004145842588490215,0.005117958787955176,0.0006231076206361824,0.0012693473653560138,6.248080170155144e-10,0.00046877910758867685,3.8505134850019464e-11,3.345594185604047e-08,9.034397058107888e-13,1.3521803844281372e-12,8.789388966279788e-13,3.928327348758002e-11,1.0676353217462322e-13,3.9921795991194485e-06,0.0005807582489816333,1.9017879872867994e-13,0.0004947593089573163,1.4591647618133734e-11,5.043100533726279e-13,0.0004948262940691049,4.024242894233867e-11,1.0724411310720561e-14,0.0004847933108118008,2.306988718188122e-15,0.00027959872622276117,1.2170625506319729e-15,3.731767658424948e-15,1.414151478814919e-15,7.801807739252297e-14,7.950995322389229e-14,0.00018037920959217151,4.534969897495052e-15,3.1690179290953966e-14,4.615957110339155e-15
1.2497063560643932e-05,0.1134583412532947,0.9,0.0,0.0,0.0,0.0,0.09613834140422976,0.0013137791582435165,2.3810450876735648e-06,1.0505248424269735e-05,3.170249037605128e-05,8.321726938763447e-07,2.668565111099685e-05,3.3569724263611744e-06,6.132110329086675e-06,0.00044721996139375936,0.0022610445031406253,4.568047904614886e-06,4.4595078426660364e-05,1.0720482354501242e-08,7.944325249556338e-08,2.492733487144998e-08,4.346781598423713e-09,3.155837909726282e-05,0.0004176399871501549,0.005152209138412061,0.0006277016985560263,0.0012759035964896213,6.246638827614923e-10,0.00047225115425751754,3.8741262112221175e-11,3.329140762746135e-08,9.02876217715905e-13,1.3513406637537287e-12,8.77455445480216e-13,3.9472486875549166e-11,1.0624479307492246e-13,3.973712071173893e-06,0.0005834229646195174,1.9012847415261808e-13,0.000497625843642359,1.4671101741677565e-11,5.041746396850505e-13,0.0004974363132121169,4.0440670315210036e-11,1.0803480578570523e-14,0.0004903179948023126,2.324075330791757e-15,0.0002825396077338988,1.2260329468039748e-15,3.781583937207792e-15,1.432050565748292e-15,7.909711736056933e-14,8.050421397186222e-14,0.00018252998389478068,4.5978453568073265e-15,3.2128402566653444e-14,4.673835468488772e-15
1.2590113098073661e-05,0.11346629788728456,0.9,0.0,0.0,0.0,0.0,0.09611177926777087,0.0013222254515616793,2.3804524446880925e-06,1.0485070752316653e-05,3.1693707046714264e-05,8.319528112126175e-07,2.6650221608563796e-05,3.3560913851632054e-06,6.131166681578374e-06,0.0004503942972113429,0.0022765107837686045,4.567093298275274e-06,4.458284258914838e-05,1.0717814048673558e-08,7.942347903974997e-08,2.4920748389043157e-08,4.345742490069739e-09,3.141521668995109e-05,0.00042069487078065455,0.005186426727069328,0.0006322944606066847,0.0012824273554644325,6.245197605735989e-10,0.00047572226917134324,3.897682385176052e-11,3.312889206558221e-08,9.023134065569574e-13,1.3505019189167032e-12,8.759869395696582e-13,3.966056870547488e-11,1.0573243843189443e-13,3.955475969442809e-06,0.0005860752720330742,1.90078196063151e-13,0.0005004779020989588,1.4750075564172904e-11,5.040393249902932e-13,0.0005000225807405242,4.063684790945257e-11,1.0882527199728193e-14,0.000495864808197111,2.34115735932346e-15,0.0002854864456126612,1.235000863676183e-15,3.831660619435521e-15,1.4500082696313312e-15,8.018246786994727e-14,8.150216469517146e-14,0.00018468870287963516,4.661090157080724e-15,3.256919058942251e-14,4.7319302047202876e-15
1.2683162635503391e-05,0.11347424422097466,0.9,0.0,0.0,0.0,0.0,0.09608523588254421,0.0013306580293173398,2.379859996036879e-06,1.0465128257766404e-05,3.1684930141252476e-05,8.317330540502193e-07,2.661520535148356e-05,3.3552108213135414e-06,6.130227191949446e-06,0.000453566977672398,0.0022919613855814586,4.566139729477642e-06,4.457061513676545e-05,1.0715146617714815e-08,7.940371206787364e-08,2.4914165665993317e-08,4.34470359235774e-09,3.127382242340448e-05,0.0004237489103555644,0.005220612023352116,0.0006368859078747237,0.0012889188690304713,6.243756457370034e-10,0.0004791924529131547,3.9211821987544545e-11,3.2968356289488136e-08,9.017512531875507e-13,1.3496641363739538e-12,8.745331118732172e-13,3.984752716222163e-11,1.0522634855093238e-13,3.937466739076779e-06,0.0005887153180290698,1.9002796400580247e-13,0.0005033155282166476,1.4828570891953343e-11,5.039041085583859e-13,0.0005025851691489117,4.0830969762124764e-11,1.0961551192874983e-14,0.0005014336838922227,2.3582348066276255e-15,0.00028843920382322114,1.2439663030486082e-15,3.881996617101012e-15,1.4680237197865655e-15,8.12741084103072e-14,8.250377126399784e-14,0.00018685530590205178,4.724703110019097e-15,3.301253506998547e-14,4.7902393324828005e-15
1.277621217293312e-05,0.11348218034175825,0.9,0.0,0.0,0.0,0.0,0.09605871109639917,0.001339076935443019,2.3792677414150864e-06,1.0445416306263931e-05,3.167615960402082e-05,8.315134215299427e-07,2.658059409636376e-05,3.354330731745202e-06,6.129291840659914e-06,0.00045673800764717927,0.0023073964586093633,4.565187190220562e-06,4.4558396022742813e-05,1.0712480060253858e-08,7.93839515697758e-08,2.4907586676570873e-08,4.343664906071458e-09,3.113416200796207e-05,0.00042680210648476545,0.005254765486675712,0.0006414760414370214,0.0012953783610826644,6.242315387072645e-10,0.0004826617060615774,3.9446258383636954e-11,3.280976202218253e-08,9.011897533136756e-13,1.348827310676413e-12,8.730936741588363e-13,4.003337030143413e-11,1.0472640200670201e-13,3.91967994763725e-06,0.0005913432465531297,1.8997777754219125e-13,0.0005061387660012551,1.490658950915423e-11,5.037689896486858e-13,0.0005051241530825376,4.1023044039616636e-11,1.1040552576527692e-14,0.0005070245543274204,2.3753076755270293e-15,0.0002913978467547009,1.2529292667054782e-15,3.9325909571433005e-15,1.486096112584492e-15,8.237201942861811e-14,8.350900048247963e-14,0.00018902973215303097,4.788683082305496e-15,3.345842810501997e-14,4.848760918771365e-15
1.286926171036285e-05,0.11349010633571963,0.9,0.0,0.0,0.0,0.0,0.09603220476007238,0.0013474822134073368,2.3786756805190182e-06,1.0425930387899631e-05,3.1667395380481956e-05,8.312939128080236e-07,2.6546379824878458e-05,3.3534511134489166e-06,6.1283606083957066e-06,0.00045990739190917743,0.0023228161500132177,4.5642356726075065e-06,4.4546185198943505e-05,1.0709814374924642e-08,7.936419753531766e-08,2.490101139549693e-08,4.3426264324814475e-09,3.0996202055629355e-05,0.0004298544597731038,0.005288887566744221,0.0006460648623609794,0.0013018060527577914,6.240874399471795e-10,0.00048613002919095953,3.9680134887101646e-11,3.2653071947066884e-08,9.006289027178289e-13,1.3479914363995295e-12,8.716683460365164e-13,4.0218106081753203e-11,1.0423248056598212e-13,3.902111280323479e-06,0.0005939591987749067,1.8992763624136034e-13,0.0005089476595728347,1.498413320045794e-11,5.036339675077137e-13,0.0005076396092828853,4.1213079066026066e-11,1.1119531369040466e-14,0.0005126373514949757,2.3923759688240462e-15,0.000294362339206805,1.2618897564164019e-15,3.983442672027497e-15,1.5042246504201307e-15,8.34761814395768e-14,8.451781942507059e-14,0.00019121192066581585,4.8530289445157626e-15,3.3906861818436696e-14,4.9074930462818365e-15
1.296231124779258e-05,0.1134980222875544,0.9,0.0,0.0,0.0,0.0,0.09600571672710814,0.001355873906226699,2.378083813041518e-06,1.0406666112651347e-05,3.1658637417175344e-05,8.310745270544254e-07,2.651255473550608e-05,3.3525719634677027e-06,6.127433476063152e-06,0.0004630751351381432,0.0023382206041636703,4.56328516884392e-06,4.4533982616140726e-05,1.0707149560345517e-08,7.934444995425268e-08,2.4894439797908575e-08,4.34158817259246e-09,3.085991004803618e-05,0.00043290597082049304,0.005322978703821411,0.0006506523717047216,0.0013082021625215785,6.239433498997136e-10,0.0004895974228714584,3.9913453328392206e-11,3.249824973655458e-08,9.000686972568758e-13,1.3471565081500222e-12,8.702568546715632e-13,4.040174236769952e-11,1.0374446907476597e-13,3.88475653561537e-06,0.0005965633131650404,1.8987753967958687e-13,0.0005117422531635991,1.5061203751042463e-11,5.034990413722977e-13,0.0005101316165363382,4.140108331875843e-11,1.1198487588608233e-14,0.0005182720069477567,2.409439689301057e-15,0.0002973326463767516,1.2708477739366643e-15,4.034550799675765e-15,1.5224085416788495e-15,8.458657502516898e-14,8.553019543527078e-14,0.00019340181032231535,4.917739571093565e-15,3.435782836120663e-14,4.966433813337238e-15
1.3148410322652041e-05,0.11351382439717252,0.9,0.0,0.0,0.0,0.0,0.0959527949989063,0.0013726167063284373,2.3769006570761544e-06,1.0368785498472368e-05,3.164114006256852e-05,8.306361212005485e-07,2.6446041922046964e-05,3.3508150568524876e-06,6.125591435883355e-06,0.0004694057167692551,0.002368984364808102,4.561387172175865e-06,4.450960197281485e-05,1.0701822537742195e-08,7.930497411006046e-08,2.488130755578501e-08,4.339512297881158e-09,3.059220393242214e-05,0.00043900646856815956,0.005391069864811537,0.0006598234598391198,0.00132090049744525,6.236551976515307e-10,0.00049652942414609,4.037842326614445e-11,3.219406820899014e-08,8.989502055238726e-13,1.3454894683541846e-12,8.674743266274826e-13,4.0765747464187477e-11,1.0278572998735934e-13,3.850672544884264e-06,0.0006017365693938562,1.8977747911308323e-13,0.0005172887178764427,1.5213932572802712e-11,5.03229474035544e-13,0.0005150456091810732,4.177103414618966e-11,1.1356332380917134e-14,0.0005296066167809704,2.443553422827444e-15,0.00030329056754875686,1.2887563993568718e-15,4.137532472148446e-15,1.5589392478315107e-15,8.682597958383813e-14,8.75654893797582e-14,0.00019780444788673336,5.048250634419773e-15,3.526732867366645e-14,5.084933737627131e-15
1.3334509397511502e-05,0.1135295873221781,0.9,0.0,0.0,0.0,0.0,0.09589994479362739,0.0013893056712477475,2.3757182710235423e-06,1.0331741591949379e-05,3.16236671329836e-05,8.3019819761497e-07,2.6380997306834838e-05,3.349059989209689e-06,6.123765571591718e-06,0.00047572978820485136,0.0023996888423579127,4.559493139802661e-06,4.4485253684576836e-05,1.069649898121817e-08,7.926552395393723e-08,2.486818975988445e-08,4.33743728969077e-09,3.033079988601735e-05,0.0004451036044318582,0.005459042312020225,0.0006689893141262584,0.0013334750630250277,6.233670852992348e-10,0.000503457714365728,4.084118252217767e-11,3.189694507040316e-08,8.978342463857677e-13,1.343826148936039e-12,8.647440489528412e-13,4.112544672009779e-11,1.0184932147441891e-13,3.8173964918494006e-06,0.0006068640716051069,1.8967759259100334e-13,0.0005227785161638379,1.5364790263885642e-11,5.029602814230142e-13,0.0005198668003710293,4.213296725023424e-11,1.1514087095942174e-14,0.0005410278277557022,2.4776488979784202e-15,0.00030927133935869865,1.3066551567317957e-15,4.2415283843721e-15,1.5956820165953883e-15,8.909007909028231e-14,8.961462638865916e-14,0.00020223715311762212,5.1802073442750395e-15,3.618686678494376e-14,5.204245787505826e-15
1.3520608472370963e-05,0.11354531169444969,0.9,0.0,0.0,0.0,0.0,0.09584716503376339,0.0014059411298848368,2.374536652412918e-06,1.0295503203025774e-05,3.160621823674176e-05,8.297607501683445e-07,2.631736557603424e-05,3.3473067386218105e-06,6.1219557378721185e-06,0.00048204738376962983,0.0024303350982200736,4.55760301278859e-06,4.446093733702374e-05,1.0691178879658478e-08,7.922609940344633e-08,2.485508622660166e-08,4.335363155327372e-09,3.0075466367478143e-05,0.000451197383042268,0.00552689925124475,0.0006781499427142427,0.0013459275182279196,6.230790160228337e-10,0.0005103822979480967,4.130174517763736e-11,3.160662160976547e-08,8.967207891899998e-13,1.3421665082916693e-12,8.620640863518775e-13,4.148089991008089e-11,1.0093442357658223e-13,3.7848984856951336e-06,0.0006119468370983902,1.8957787696698662e-13,0.0005282120057154901,1.5513791118527092e-11,5.026914572909257e-13,0.0005245958891951736,4.248695555670427e-11,1.1671751873803326e-14,0.0005525350772814658,2.5117261363273163e-15,0.0003152746965706513,1.3245440596138087e-15,4.3465310286807e-15,1.632630727082088e-15,9.137872057761075e-14,9.167735473633194e-14,0.00020669943227862736,5.3136008328685034e-15,3.7116380858859076e-14,5.324355302891417e-15
