Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516)
2.6953812795860642e-06,0.11252710221756237,0.9,0.0,0.0,0.0,0.0,0.09910879821183365,0.0003319780743962513,2.4448087674622784e-06,1.7575368434587723e-05,3.231023447597087e-05,8.564369783970489e-07,3.858985570306357e-05,3.453800220597676e-06,6.26157781280718e-06,0.00010106839281648225,0.00047972000881530715,4.6774616136593754e-06,4.379618597344239e-05,1.1007569808697986e-08,8.157071460299651e-08,2.565416012158986e-08,4.457339335026477e-09,8.546543214412003e-05,9.09412665820412e-05,0.0011454607606866112,0.00013622576043384026,0.00031736112859980566,6.397241367952835e-10,0.00010123619866871626,1.0175498086397364e-11,9.37185016725529e-08,9.564666314604277e-13,1.3794599113302523e-12,1.3189104337211455e-12,1.0205287333720782e-11,2.9746489100871903e-13,1.0760540651639201e-05,0.00017074474711400797,1.935922676730066e-13,0.00012016039753013419,3.6822734458890224e-12,4.949114621286453e-13,9.70101759768644e-05,8.19771897430068e-12,2.3446443672531313e-15,4.217520544446088e-05,4.982667396075453e-16,2.0660406278941176e-05,2.6698303478568986e-16,2.0441783997921235e-16,7.397326695451586e-17
2.7539148300999412e-06,0.11253385715871964,0.9,0.0,0.0,0.0,0.0,0.09908877383696424,0.0003384658892756907,2.4445147642601245e-06,1.7516417652578926e-05,3.2338767751389727e-05,8.562904791347125e-07,3.853560823962905e-05,3.4532346098805855e-06,6.260531305227894e-06,0.00010325873099104731,0.0004923728734870575,4.676705022176674e-06,4.392835867712406e-05,1.1006246158756494e-08,8.156090553169649e-08,2.564977183979333e-08,4.456900320891094e-09,8.485482799814249e-05,9.292253056427662e-05,0.00117539002334789,0.00013920843420716798,0.00032592602561032054,6.396779717688988e-10,0.00010348478026357428,1.0371638161909731e-11,9.30246656251524e-08,9.57060419159999e-13,1.3832603999485762e-12,1.3167112378848444e-12,1.0477959624662568e-11,2.9526697632925166e-13,1.0692661614211236e-05,0.00017522978805700732,1.937637588496197e-13,0.0001235940570090339,3.786504198519204e-12,4.964056132319229e-13,9.992788035206115e-05,8.44206290673302e-12,2.3959792847488473e-15,4.404113342012009e-05,5.093320661010737e-16,2.1759376042123228e-05,2.7279913961817256e-16,2.1389691248427445e-16,7.808924909425764e-17
2.8124483806138182e-06,0.11254059587295427,0.9,0.0,0.0,0.0,0.0,0.09906878588799127,0.00034493031567641434,2.4442148191580474e-06,1.7453524825090424e-05,3.236405866966173e-05,8.561434370254554e-07,3.847075396588952e-05,3.45266593303483e-06,6.259488876238705e-06,0.00010544665717186825,0.0005050032354459549,4.675949687505941e-06,4.405136913328552e-05,1.1004895753223186e-08,8.155089819402073e-08,2.5645367294786243e-08,4.4564474926258295e-09,8.42295453879726e-05,9.490338714227776e-05,0.0012052457162670595,0.00014219042918823247,0.0003344523133801264,6.396292814490743e-10,0.00010573295499082409,1.056696324660866e-11,9.231512623820353e-08,9.575583525788223e-13,1.3867710256706265e-12,1.3141514020094295e-12,1.0749252509539698e-11,2.930192794184852e-13,1.0622026198861129e-05,0.00017968254809238524,1.9391583837376724e-13,0.00012703348606053156,3.890858629870249e-12,4.977962464652174e-13,0.00010285218793021945,8.686840037365386e-12,2.447302512084567e-15,4.593089285608563e-05,5.203953800309499e-16,2.2879813768393097e-05,2.786140459282213e-16,2.2356046883006247e-16,8.231631331156833e-17
2.870981931127695e-06,0.11254731782534678,0.9,0.0,0.0,0.0,0.0,0.09904883502958976,0.0003513722776086548,2.4439092468257456e-06,1.738716495476621e-05,3.238640809134663e-05,8.55995895448503e-07,3.839630479821614e-05,3.452094390080863e-06,6.2584505722171345e-06,0.00010763215992409587,0.0005176095260874958,4.67519566680878e-06,4.4165812999037254e-05,1.1003520008993306e-08,8.15407030889637e-08,2.5640947786031994e-08,4.455981573081271e-09,8.359227213244594e-05,9.688383738635179e-05,0.001235023021191096,0.0001451717489309935,0.0003429381013478131,6.395781896343224e-10,0.000107980722106918,1.076150264654881e-11,9.159284243223083e-08,9.57969418284202e-13,1.390010783707384e-12,1.3112657794343383e-12,1.1019106786554031e-11,2.9073118261839416e-13,1.0549030062989384e-05,0.00018410232304811995,1.9405030872065093e-13,0.00013047807200812001,3.995318057374215e-12,4.990900927106883e-13,0.0001057824479931606,8.931995486570897e-12,2.4986141117908644e-15,4.7843617298489285e-05,5.314566796581098e-16,2.4021013583740462e-05,2.844277573338206e-16,2.3340669025954977e-16,8.665375498259313e-17
2.929515481641572e-06,0.11255402256082069,0.9,0.0,0.0,0.0,0.0,0.09902892179210594,0.0003577926491337297,2.443598359293021e-06,1.7317780791776964e-05,3.2406089065117506e-05,8.55847896646071e-07,3.8313215048562187e-05,3.451520178301532e-06,6.25741642947599e-06,0.0001098152343349822,0.0005301903778923841,4.674443009357213e-06,4.4272247267725744e-05,1.1002120331075885e-08,8.153033062753247e-08,2.5636514578944704e-08,4.455503277783444e-09,8.294547571495666e-05,9.886388236151127e-05,0.0012647177052930016,0.00014815239688619277,0.0003513817278848921,6.395248195588259e-10,0.00011022808094748174,1.0955284092696614e-11,9.086052836301621e-08,9.58301768848074e-13,1.3929974295178597e-12,1.3080872167254867e-12,1.1287470656038713e-11,2.8841129203655077e-13,1.0474039384121103e-05,0.00018848854377807872,1.9416880573306933e-13,0.0001339272393863396,4.099864953981369e-12,5.002934459441481e-13,0.00010871804925168125,9.177477754368572e-12,2.5499141445099195e-15,4.97784896295331e-05,5.425159634748331e-16,2.5182288700251057e-05,2.902402773981421e-16,2.4343382901585282e-16,9.110086129264108e-17
2.988049032155449e-06,0.11256070969786515,0.9,0.0,0.0,0.0,0.0,0.09900904658287871,0.00036419225544905584,2.443282464211343e-06,1.7245784003758078e-05,3.2423349397717686e-05,8.556994815739221e-07,3.822238266414557e-05,3.4509434912542884e-06,6.256386475360468e-06,0.00011199588133281978,0.000542744608021273,4.6736917573000575e-06,4.437119277976836e-05,1.1000698104765821e-08,8.15197910747326e-08,2.5632068900411156e-08,4.455013311101994e-09,8.229141438589505e-05,0.00010084352312520264,0.0012943260814010178,0.00015113237639945796,0.0003597817445512726,6.394692931522686e-10,0.00011247503092502683,1.1148333776098145e-11,9.012066593161802e-08,9.585628000948652e-13,1.395747559655627e-12,1.3046465989619567e-12,1.1554299203960753e-11,2.860674772299076e-13,1.039739214791859e-05,0.0001928407649280964,1.9427281401939237e-13,0.0001373804477631846,4.20448287957173e-12,5.01412191608255e-13,0.00011165841733818568,9.423238503280012e-12,2.6012026689685175e-15,5.173474096272952e-05,5.53573230201514e-16,2.6362972828071584e-05,2.960516096248711e-16,2.536402057767669e-16,9.565691437356224e-17
3.046582582669326e-06,0.1125673789225895,0.9,0.0,0.0,0.0,0.0,0.09898920969696555,0.0003705718741717708,2.4429618633419425e-06,1.7171556389344135e-05,3.243841398699489e-05,8.555506897768117e-07,3.8124650627331345e-05,3.450364517916397e-06,6.255360729189873e-06,0.00011417410704532973,0.0005552712029033688,4.672941946327176e-06,4.4463136570433264e-05,1.0999254688836006e-08,8.150909449911275e-08,2.562761193505851e-08,4.45451236293116e-09,8.163214827293005e-05,0.00010282276072532984,0.0013238449696999198,0.00015411169071028656,0.0003681369009900909,6.394117303929446e-10,0.00011472157152641483,1.1340676389182676e-11,8.937551728163438e-08,9.58759221217499e-13,1.3982766873554285e-12,1.3009729004049204e-12,1.1819553907003509e-11,2.8370691084692205e-13,1.031939945399588e-05,0.00019715865428348973,1.943636809319984e-13,0.00014083718969050925,4.309156416458406e-12,5.024518331431076e-13,0.00011460301245950379,9.669232355203758e-12,2.6524797419661846e-15,5.371164934347452e-05,5.646284787822136e-16,2.7562421278492452e-05,3.0186175745440085e-16,2.6402420691872107e-16,1.0032119408362707e-16
3.105116133183203e-06,0.11257402998310247,0.9,0.0,0.0,0.0,0.0,0.09896941132727641,0.0003769322367871455,2.4426368512562335e-06,1.7095451125272367e-05,3.245148693900897e-05,8.554015592871501e-07,3.802080849489055e-05,3.4497834419561278e-06,6.254339202979848e-06,0.00011634992219843648,0.0005677693037851798,4.672193606188138e-06,4.4548534064806486e-05,1.0997791409685514e-08,8.149825072939411e-08,2.5623144822217532e-08,4.454001105852491e-09,8.096955042733939e-05,0.000104801596198551,0.0013532716609517765,0.00015709034295180872,0.00037644613047067393,6.393522487489119e-10,0.00011696770231011486,1.1532335172141982e-11,8.862713720505202e-08,9.588971183934587e-13,1.400599313189319e-12,1.2970932398273758e-12,1.2083202159450122e-11,2.813361079786219e-13,1.0240346830568865e-05,0.0002014419826961731,1.9444262925197136e-13,0.00014429698877172173,4.413871108643917e-12,5.034175167899879e-13,0.00011755132719996788,9.915416701434995e-12,2.703745418376716e-15,5.570853828854921e-05,5.75681708379143e-16,2.8780011785998073e-05,3.076707242608138e-16,2.745842816622092e-16,1.0509298045138285e-16
3.16364968369708e-06,0.11258066268420873,0.9,0.0,0.0,0.0,0.0,0.09894965157412083,0.00038327403023029035,2.4423077142352906e-06,1.7017794036988677e-05,3.2462753488966596e-05,8.552521265452474e-07,3.791159405638282e-05,3.449200441121116e-06,6.253321902077812e-06,0.0001185233415557793,0.0005802381932038643,4.67144676115411e-06,4.4627811129793884e-05,1.099630955638409e-08,8.148726931774187e-08,2.5618668653532326e-08,4.453480192748232e-09,8.03053177420333e-05,0.00010678003056882463,0.0013826038812722809,0.00016006833615123616,0.00038470853608494704,6.392909627015836e-10,0.00011921342290329352,1.1723331963398631e-11,8.787738538635136e-08,9.589820124962728e-13,1.402728991109599e-12,1.2930329398037785e-12,1.234521682197876e-11,2.7896096499562916e-13,1.0160495549616591e-05,0.0002056906145861313,1.9451076869841192e-13,0.00014775939783704485,4.518613404520215e-12,5.043140547795351e-13,0.00012050288446520221,1.016175152499045e-11,2.7549997511614443e-15,5.7724775195503924e-05,5.867329183662263e-16,3.0015145076542295e-05,3.13478513349572e-16,2.853189391467711e-16,1.0997155580766632e-16
3.222183234210957e-06,0.11258727688241679,0.9,0.0,0.0,0.0,0.0,0.09892993045417804,0.0003895978985721841,2.4419747293557354e-06,1.6938884883292996e-05,3.247238174451712e-05,8.551024263394746e-07,3.779769509165382e-05,3.448615686735675e-06,6.252308825812804e-06,0.00012069438339881585,0.0005926772823480119,4.670701430490516e-06,4.470136599263238e-05,1.0994810376556035e-08,8.147615950925717e-08,2.5614184471166867e-08,4.452950254833871e-09,7.96409816840336e-05,0.0001087580648461847,0.0014118397584875276,0.0001630456732309055,0.00039292337759908193,6.392279833461994e-10,0.0001214587329987749,1.1913687253256418e-11,8.712793842249532e-08,9.590189114613015e-13,1.4046783901840443e-12,1.2888155892679185e-12,1.2605575792368473e-11,2.7658679767339893e-13,1.0080083934892238e-05,0.00020990449900882603,1.9456910637341093e-13,0.0001512239972175543,4.623370602731698e-12,5.051459470114171e-13,0.00012345723555743488,1.0408199234428968e-11,2.8062427913926455e-15,5.975976965042112e-05,5.977821083218844e-16,3.126724520857888e-05,3.192851279558445e-16,2.9622674547790454e-16,1.1495620663072448e-16
3.280716784724834e-06,0.11259387248124857,0.9,0.0,0.0,0.0,0.0,0.09891024790890218,0.00039590444478400746,2.4416381637485142e-06,1.6858998646545775e-05,3.2480524268117906e-05,8.549524917646592e-07,3.767975120851398e-05,3.4480293432998917e-06,6.25129996813423e-06,0.00012286306904689957,0.0006050860992683235,4.66995762892306e-06,4.47695710347384e-05,1.099329507304257e-08,8.146493021723796e-08,2.5609693266557705e-08,4.4524119000778225e-09,7.897791879156024e-05,0.00011073570002572356,0.0014409777900844906,0.00016602235700983285,0.0004010900589580259,6.391634180637334e-10,0.00012370363235190325,1.210342023992032e-11,8.638030156469072e-08,9.590123578092828e-13,1.4064593523081064e-12,1.2844631086862098e-12,1.2864261597981037e-11,2.7421837843413734e-13,9.99932865584877e-06,0.00021408366127730752,1.9461855624279383e-13,0.0001546903931106319,4.7281308009653735e-12,5.059174013252572e-13,0.00012641395837377037,1.065472450841395e-11,2.8574745882856343e-15,6.181297165983092e-05,6.08829278021168e-16,3.253575971237175e-05,3.2509057124340115e-16,3.073063207804983e-16,1.2004622512754065e-16
3.339250335238711e-06,0.11260044942684269,0.9,0.0,0.0,0.0,0.0,0.09889060381237705,0.0004021942325566469,2.441298274016297e-06,1.677838682076463e-05,3.2487319513270844e-05,8.548023541970276e-07,3.7558355743271906e-05,3.4474415681829666e-06,6.250295318181236e-06,0.00012502942241630134,0.0006174642779009246,4.669215367057697e-06,4.4832774468995025e-05,1.0991764801278457e-08,8.145359000373314e-08,2.5605195979662543e-08,4.451865711976075e-09,7.83173608932309e-05,0.00011271293708676292,0.0014700168127576908,0.0001689983902057037,0.0004092081164366891,6.390973702586776e-10,0.00012594812077733984,1.2292548887164247e-11,8.563582013600986e-08,9.589664717732358e-13,1.4080829461552634e-12,1.2799958172508755e-12,1.3121261009760217e-11,2.7185997255986097e-13,9.918426001292917e-06,0.00021822819512544634,1.9465994774132171e-13,0.00015815821603089037,4.832882847476747e-12,5.06632352454372e-13,0.00012937265571956563,1.090129415032519e-11,2.9086951892382023e-15,6.38838698297404e-05,6.198744274273618e-16,3.3820159551834253e-05,3.308948463040081e-16,3.185563362864419e-16,1.2524091057251348e-16
3.397783885752588e-06,0.11260700770384084,0.9,0.0,0.0,0.0,0.0,0.0988709979786368,0.00040846778815475156,2.440955305795621e-06,1.6697278690496183e-05,3.249289312796966e-05,8.54652043284069e-07,3.7434057708165674e-05,3.446852511402484e-06,6.249294860780638e-06,0.00012719346961683777,0.00062981154786612,4.668474651752893e-06,4.489130190800304e-05,1.099022066732038e-08,8.144214706492654e-08,2.5600693498655794e-08,4.451312248650146e-09,7.766040501371339e-05,0.00011468977699219514,0.0014989559735453302,0.0001719737754372275,0.00041727720742867783,6.390299391570594e-10,0.00012819219814582249,1.2481089983004533e-11,8.489569058655371e-08,9.588849904303775e-13,1.409559517608296e-12,1.2754325015460353e-12,1.3376564677399055e-11,2.6951537325515075e-13,9.83755312730236e-06,0.00022233825539673532,1.9469403358227326e-13,0.00016162711934154784,4.937616295188872e-12,5.072944797473539e-13,0.00013233295372961075,1.1147876952276977e-11,2.959904639876186e-15,6.597198951214988e-05,6.309175566831772e-16,3.511993893172773e-05,3.3669795615726575e-16,3.2997551147938193e-16,1.3053957042403056e-16
3.456317436266465e-06,0.1126135473315475,0.9,0.0,0.0,0.0,0.0,0.09885143016847071,0.00041472560228697654,2.4406094934506092e-06,1.6615882593921825e-05,3.24973591376106e-05,8.54501586947731e-07,3.730736377069799e-05,3.446262315481277e-06,6.248298576909347e-06,0.00012935523858454727,0.0006421277250052857,4.667735486468061e-06,4.494545783038546e-05,1.0988663726467773e-08,8.143060922091165e-08,2.5596186660023577e-08,4.450752042237623e-09,7.700802293637198e-05,0.00011666622068797742,0.0015277947025402175,0.00017494851522679294,0.00042529709986126595,6.389612196591379e-10,0.0001304358643809141,1.266905919880766e-11,8.416097115470322e-08,9.587713032081533e-13,1.4108987369003628e-12,1.2707904851735981e-12,1.3630166785257564e-11,2.6718793545991964e-13,9.756869274628178e-06,0.00022641405124146865,1.947214968448217e-13,0.00016509677786177314,5.042321358218563e-12,5.079072237376199e-13,0.00013529450039023207,1.1394443567935384e-11,3.011102984104027e-15,6.807689093712596e-05,6.419586661016371e-16,3.643461497158744e-05,3.4249990375083325e-16,3.4156261131598155e-16,1.3594152123939536e-16
3.514850986780342e-06,0.11262006836035161,0.9,0.0,0.0,0.0,0.0,0.09883190009573148,0.0004209681319762421,2.4402610598854713e-06,1.6534387164377565e-05,3.250082101859342e-05,8.543510113994253e-07,3.7178740250799754e-05,3.4456711153743304e-06,6.247306444139368e-06,0.00013151475874869801,0.0006544127026186821,4.666997871600071e-06,4.499552695182032e-05,1.0987094982418522e-08,8.141898390943024e-08,2.559167624901257e-08,4.450185598545558e-09,7.636107039919146e-05,0.0001186422691027622,0.0015565326871534804,0.00017792261200336453,0.0004332676622232805,6.388913022415079e-10,0.00013267911945576336,1.2856471148330087e-11,8.343259210935516e-08,9.586284841026554e-13,1.412109642681476e-12,1.266085698858154e-12,1.3882064728550686e-11,2.6488060833265365e-13,9.676516951468396e-06,0.00023045583980373362,1.9474295740647206e-13,0.00016856688654599396,5.146988870698821e-12,5.084738016363499e-13,0.0001382569641558348,1.1640966393563222e-11,3.0622902641593053e-15,7.019816734635931e-05,6.529977561567566e-16,3.77637272662598e-05,3.483006919609865e-16,3.5331644353923573e-16,1.4144608940784824e-16
3.573384537294219e-06,0.11262657086840054,0.9,0.0,0.0,0.0,0.0,0.09881240743316748,0.0004271958024159549,2.4399102164630957e-06,1.6452962545225373e-05,3.250337267276939e-05,8.542003411653792e-07,3.704861512287615e-05,3.445079038458573e-06,6.2463184370548645e-06,0.00013367206073128227,0.0006666664433674289,4.666261804800624e-06,4.5041775507031033e-05,1.0985515386902367e-08,8.140727818315107e-08,2.5587163000388883e-08,4.449613396938139e-09,7.572029590565183e-05,0.00012061792314764962,0.0015851698479023037,0.0001808960681055683,0.00044118885419060667,6.388202729035356e-10,0.00013492196338989765,1.3043339446254363e-11,8.271136555398691e-08,9.58459320915293e-13,1.413200683211584e-12,1.261332750589769e-12,1.4132258809265047e-11,2.6259596634344464e-13,9.596623078142056e-06,0.00023446392037856613,1.947589777814154e-13,0.00017203715923166607,5.251610247782357e-12,5.089972218192149e-13,0.00014122003265382794,1.1887419456758402e-11,3.1134665206703317e-15,7.23354431420727e-05,6.640348274741011e-16,3.910683735142003e-05,3.541003235934641e-16,3.652358560954885e-16,1.4705261172007846e-16
3.631918087808096e-06,0.11263305495851451,0.9,0.0,0.0,0.0,0.0,0.09879295181780011,0.00043340900880011585,2.4395571630176357e-06,1.6371761573687227e-05,3.250509931188343e-05,8.540495991209561e-07,3.6917380011031823e-05,3.444486204578409e-06,6.2453345276297696e-06,0.00013582717607707424,0.0006788889718035452,4.66552728126654e-06,4.508445244852854e-05,1.0983925839737559e-08,8.13954987100856e-08,2.5582647599465613e-08,4.44903589043129e-09,7.508634913722067e-05,0.00012259318371604728,0.0016137063156869838,0.00018386888578491827,0.0004490607178323245,6.387482131532123e-10,0.00013716439624606737,1.3229676765848155e-11,8.199799477889874e-08,9.582663417830964e-13,1.4141797548674431e-12,1.2565449954071956e-12,1.438075195121086e-11,2.603362389335898e-13,9.517300090806255e-06,0.00023843862901881219,1.9477006841960506e-13,0.00017550732745244205,5.356177448725348e-12,5.094802973723676e-13,0.00014418341147229635,1.2133778312389137e-11,3.164631792715955e-15,7.448837206319534e-05,6.750698808213069e-16,4.046352809090303e-05,3.598988013845572e-16,3.7731973466350693e-16,1.5276043579133407e-16
3.690451638321973e-06,0.11263952075533054,0.9,0.0,0.0,0.0,0.0,0.09877353285586811,0.00043960811811701066,2.439202087949672e-06,1.6290920929850948e-05,3.2506078260299185e-05,8.538988065326346e-07,3.6785392166935164e-05,3.4438927261399614e-06,6.244354685569652e-06,0.00013798013701228412,0.0006910803674926826,4.664794294005338e-06,4.51237905675134e-05,1.098232718925931e-08,8.138365177675907e-08,2.5578130683359925e-08,4.4484535059683035e-09,7.44597889586523e-05,0.00012456805168362445,0.001642142410517601,0.00018684106720914172,0.00045688336937917487,6.386752000276981e-10,0.00013940641812715656,1.3415494895428219e-11,8.129308315294795e-08,9.580518392521907e-13,1.4150542381380664e-12,1.2517346044645904e-12,1.462754943357583e-11,2.581033387142764e-13,9.438647001933009e-06,0.00024238033357068124,1.9477669251621858e-13,0.0001789771393139727,5.46068294195987e-12,5.099256587588157e-13,0.00014714682302515084,1.2380019945261574e-11,3.215786117886873e-15,7.665663539892748e-05,6.86102917098633e-16,4.1833403001159635e-05,3.656961280024026e-16,3.8956700030144163e-16,1.5856892035427675e-16
3.74898518883585e-06,0.11264596840266469,0.9,0.0,0.0,0.0,0.0,0.09875415012736093,0.0004457934708978131,2.438845168393268e-06,1.6210562247644332e-05,3.25063796835587e-05,8.537479831064276e-07,3.665297642082733e-05,3.443298708247523e-06,6.243378878627717e-06,0.00014013097622984016,0.0007032407586949573,4.664062834082571e-06,4.516000754200405e-05,1.0980720233072007e-08,8.137174329378102e-08,2.5573612842443078e-08,4.447866644852146e-09,7.384109101131819e-05,0.00012654252790834922,0.0016704786216464218,0.00018981261446556513,0.00046465699153505743,6.386013061441412e-10,0.00014164802917317467,1.3600804793362324e-11,8.059714255051214e-08,9.578178921218267e-13,1.4158310312725045e-12,1.2469126330611062e-12,1.487265864231841e-11,2.558988881908928e-13,9.360750415796361e-06,0.0002462894291166363,1.9477927037675277e-13,0.00018244635842976485,5.565119672069692e-12,5.103357656624236e-13,0.00015011000548981836,1.262612267908486e-11,3.2669295323477685e-15,7.883994024819936e-05,6.971339373296149e-16,4.321608552667568e-05,3.714923060484455e-16,4.0197660721542306e-16,1.6447743543686753e-16
3.807518739349727e-06,0.11265239806108159,0.9,0.0,0.0,0.0,0.0,0.09873480319016292,0.0004519653829129271,2.4384865704447607e-06,1.6130793185163997e-05,3.2506067249649165e-05,8.53597147041607e-07,3.652042709719814e-05,3.44270424887622e-06,6.242407072898503e-06,0.00014227972669935093,0.0007153703165701771,4.663332890853228e-06,4.519330691693518e-05,1.0979105719079405e-08,8.135977880347604e-08,2.5569094621949445e-08,4.447275683311681e-09,7.323065489339127e-05,0.00012851661323059699,0.0016987155890586202,0.0001927835295645279,0.00047238182631143693,6.385265997766317e-10,0.00014388922955833972,1.3785616641389266e-11,7.991060131334845e-08,9.575663852658852e-13,1.4165165817333574e-12,1.2420890873479321e-12,1.511608883871411e-11,2.537242450119687e-13,9.283685497713629e-06,0.00025016633380411745,1.9477818337892757e-13,0.000185914762914679,5.669481028589345e-12,5.107129180631565e-13,0.00015307271181283998,1.2872066091325747e-11,3.318062070899714e-15,8.103801783205012e-05,7.081629426518659e-16,4.4611218278776595e-05,3.772873380590369e-16,4.1454754065160394e-16,1.7048536243955024e-16
3.8660522898636045e-06,0.11265880990566003,0.9,0.0,0.0,0.0,0.0,0.09871549158383115,0.00045812414681027246,2.4381264494438255e-06,1.605170845230345e-05,3.250519872920459e-05,8.534463150886898e-07,3.6388009887686235e-05,3.442109439075279e-06,6.241439233086958e-06,0.00014442642149983936,0.0007274692498747868,4.662604452175529e-06,4.5223879020657245e-05,1.0977484346750144e-08,8.134776348925908e-08,2.556457652371328e-08,4.446680973180678e-09,7.26288109289019e-05,0.00013049030847332106,0.0017268540862709712,0.00019575381444279538,0.00048005816836385834,6.384511449554434e-10,0.0001461300194882636,1.3969939896079817e-11,7.923381175050132e-08,9.572990276193381e-13,1.4171169155992912e-12,1.2372729894632012e-12,1.5357850944349075e-11,2.5158052575279593e-13,9.20751689623829e-06,0.00025401148503861984,1.9477377756871621e-13,0.00018938214443379062,5.773760816551169e-12,5.110592665936378e-13,0.00015603470877904527,1.311783093357159e-11,3.3691837670423654e-15,8.325062186459937e-05,7.191899343080866e-16,4.601846224888707e-05,3.830812265071388e-16,4.272788149117229e-16,1.7659209412486384e-16
3.924585840377482e-06,0.11266520412394387,0.9,0.0,0.0,0.0,0.0,0.09869621483302757,0.0004642700336909619,2.4377649502980716e-06,1.597339079412756e-05,3.250382654028189e-05,8.532955026107246e-07,3.6255963674785564e-05,3.4415143631965774e-06,6.240475322751797e-06,0.00014657109367339837,0.0007395378001189584,4.661877504606346e-06,4.525190182197393e-05,1.0975856768579373e-08,8.133570218646346e-08,2.55600590080043e-08,4.44608284267004e-09,7.203582653049353e-05,0.00013246361444227563,0.0017548950043859062,0.00019872347096694452,0.00048768635880927193,6.383750015849554e-10,0.0001483703991972462,1.4153783338300455e-11,7.856705718246328e-08,9.570173684993794e-13,1.41763766505034e-12,1.2324724408805865e-12,1.5597957341841684e-11,2.4946862825345307e-13,9.132299617914444e-06,0.00025782533601982605,1.9476636692428956e-13,0.00019284830730445805,5.877953228708993e-12,5.113768222237665e-13,0.0001589957761402534,1.3363399057045621e-11,3.420294653035461e-15,8.547752698705337e-05,7.302149136373139e-16,4.743749600602871e-05,3.8887397380411243e-16,4.401694714908693e-16,1.8279703453154168e-16
3.983119390891359e-06,0.11267158091406736,0.9,0.0,0.0,0.0,0.0,0.09867697245062827,0.00047040329461892283,2.437402207843178e-06,1.5895911928895712e-05,3.250199824282679e-05,8.531447236470084e-07,3.612450230089836e-05,3.4409190991435597e-06,6.23951530452579e-06,0.00014871377609798777,0.0007515762371534063,4.661152033579907e-06,4.527754173158252e-05,1.097422359171032e-08,8.132359939435532e-08,2.5555542495436245e-08,4.445481597215339e-09,7.145191216313324e-05,0.00013443653192628252,0.0017828393373466008,0.00020169250093670282,0.0004952667795025826,6.382982255769457e-10,0.00015061036894568512,1.4337155120576195e-11,7.791055853842392e-08,9.567228124151788e-13,1.4180840940609891e-12,1.2276946837904398e-12,1.5836421690566515e-11,2.473892525393058e-13,9.058079854574327e-06,0.00026160835259981277,1.947562363185249e-13,0.00019631306764951136,5.982052819369841e-12,5.11667465317073e-13,0.00016195570579971162,1.360875334294168e-11,3.471394759959325e-15,8.771852726808418e-05,7.412378820664508e-16,4.886801488712782e-05,3.946655823015608e-16,4.532185773350256e-16,1.8909959882418069e-16
4.041652941405237e-06,0.11267794048304466,0.9,0.0,0.0,0.0,0.0,0.09865776394052979,0.00047652416206201223,2.4370383472311917e-06,1.581933344005951e-05,3.249975698747879e-05,8.529939909784419e-07,3.599381627816402e-05,3.4403237186360936e-06,6.238559140316206e-06,0.000150854501377674,0.0007635848551567048,4.660428023571962e-06,4.530095435153271e-05,1.0972585379682734e-08,8.131145928908784e-08,2.5551027368924436e-08,4.444877520383329e-09,7.087722691810095e-05,0.00013640906169753577,0.0018106881683376637,0.00020466090608822123,0.0005027998477507055,6.382208689962293e-10,0.000152849929017605,1.4520062812279488e-11,7.726448051767021e-08,9.564166325061759e-13,1.4184611224179838e-12,1.2229461603628175e-12,1.6073258756652715e-11,2.4534292035910334e-13,8.984895763491308e-06,0.0002653610104427807,1.9474364420793655e-13,0.00019977625259953063,6.0860544797667935e-12,5.119329540996706e-13,0.0001649143010487207,1.3853877637266576e-11,3.5224841177740357e-15,8.99734347729385e-05,7.52258841102104e-16,5.0309730187574856e-05,4.0045605429321383e-16,4.664252232151102e-16,1.9549921308864553e-16
4.100186491919114e-06,0.11268428304521323,0.9,0.0,0.0,0.0,0.0,0.09863858880017343,0.0004826328512630549,2.4366734843403207e-06,1.5743707621952003e-05,3.249714192293692e-05,8.528433161938158e-07,3.5864074435330134e-05,3.43972828748726e-06,6.237606791486807e-06,0.00015299330174870228,0.000775563968995107,4.659705458250282e-06,4.532228517608395e-05,1.0970942654278079e-08,8.129928573737296e-08,2.5546513975671345e-08,4.444270874822596e-09,7.031188370831392e-05,0.00013838120451193514,0.001838442657275328,0.00020762868809726578,0.0005102860114424089,6.381429802158995e-10,0.0001550890797183099,1.4702513442599932e-11,7.662893732806232e-08,9.56099982735949e-13,1.4187733481721883e-12,1.2182325697704257e-12,1.6308484256531572e-11,2.433299933817016e-13,8.91277820099325e-06,0.0002690837924662883,1.9472882507332281e-13,0.00020323769954222197,6.189953414907941e-12,5.121749325799964e-13,0.00016787137585212177,1.4098756689898502e-11,3.573562755376991e-15,9.224207820276332e-05,7.632777923227536e-16,5.176236835843217e-05,4.062453920168306e-16,4.797885222135054e-16,2.0199531408244567e-16
