Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286)
3.90523381478876e-07,0.11227153008203329,0.9,0.0,0.0,0.0,0.0,0.09988885997032317,4.566061043552118e-05,2.4513808993650253e-06,8.023324211375871e-06,1.5601774163540245e-05,8.615303018511459e-07,1.5673188432898727e-05,3.4660030295711744e-06,5.865295790247138e-06,1.4354651810564077e-05,2.6078027880044617e-05,4.406624460012113e-06,1.9328781184368527e-05,1.10371553404568e-08,8.178998392214166e-08,2.580672675665225e-08,4.462890792400411e-09,3.6929544983342354e-05,1.2595019493908946e-05,7.326088165397585e-05,1.8201501286444145e-05,1.4065663694164085e-05,6.382735762321321e-10,1.2391399671975623e-05,1.4137750653826126e-12,4.087176494902442e-08,4.665476795262305e-13,6.149921764900633e-13,5.411178189150006e-13,4.569030485357004e-13,1.2977788148919668e-13,3.049792869894103e-06,6.186710315635235e-06,9.34760418016413e-14,5.567459099678178e-06,1.723471228670948e-13
3.973574887501431e-07,0.11227210003958288,0.9,0.0,0.0,0.0,0.0,0.0998867957805949,4.660458859154465e-05,2.4513669853398274e-06,8.107778880218899e-06,1.5796497977564552e-05,8.61516083080274e-07,1.5880452730612186e-05,3.466723066470769e-06,5.885587040469378e-06,1.4606601538967174e-05,2.6735345535137474e-05,4.4205995485356595e-06,1.9690931888737766e-05,1.1037092704974636e-08,8.178952038503845e-08,2.5806300830000338e-08,4.462864326106546e-09,3.754645713205106e-05,1.282825533136193e-05,7.525064845944437e-05,1.855312041854216e-05,1.4529062217228828e-05,6.384140966484036e-10,1.265516861073976e-05,1.4429660189624945e-12,4.155425050445608e-08,4.723584441804165e-13,6.264987547994118e-13,5.482595188301346e-13,4.719437411074559e-13,1.319424079790436e-13,3.127988272071146e-06,6.415511389844099e-06,9.464270584806482e-14,5.746254148635483e-06,1.7787735122033142e-13
4.0419159602141023e-07,0.11227267247196138,0.9,0.0,0.0,0.0,0.0,0.09988472786501065,4.755015550585859e-05,2.4513516019339546e-06,8.191930834299329e-06,1.5989018776432936e-05,8.615018854398062e-07,1.6085723118171183e-05,3.4673592601523474e-06,5.904932478168099e-06,1.4858599058192498e-05,2.739862165518942e-05,4.433911392642984e-06,2.0053104232120533e-05,1.1037023454170171e-08,8.178900768048755e-08,2.580587553633171e-08,4.462838647753178e-09,3.8159529816507925e-05,1.3061486142213586e-05,7.725655771482732e-05,1.890473203229805e-05,1.4998519049607197e-05,6.38539304021764e-10,1.2918988513925284e-05,1.472204570513041e-12,4.2232444782778775e-08,4.781030063272165e-13,6.380053906545493e-13,5.553319811984635e-13,4.871804153650415e-13,1.3409332325832759e-13,3.206124644576416e-06,6.648090062611468e-06,9.579617086815462e-14,5.927286849536984e-06,1.8347654932378737e-13
4.1102570329267733e-07,0.11227324735202557,0.9,0.0,0.0,0.0,0.0,0.09988265624734617,4.849723661182888e-05,2.451335051193848e-06,8.275791037853128e-06,1.617936138738218e-05,8.614877088097622e-07,1.628904316454371e-05,3.4679206639525868e-06,5.923375383437129e-06,1.511064528040847e-05,2.806780766793695e-05,4.446591242551536e-06,2.0415295117213335e-05,1.1036948946433072e-08,8.178845591048706e-08,2.5805450872110542e-08,4.462813749536713e-09,3.876877803306154e-05,1.3294711915433428e-05,7.927842362409453e-05,1.925633586011545e-05,1.5473976266850163e-05,6.386508641192975e-10,1.3182853341597715e-05,1.5014884031424482e-12,4.290636458819578e-08,4.837821125891031e-13,6.495119837366767e-13,5.62336714464765e-13,5.026111721616088e-13,1.362306807131038e-13,3.2841807102993e-06,6.884422745929126e-06,9.693658561573708e-14,6.1105335622537785e-06,1.8914397916260345e-13
4.1785981056394443e-07,0.11227382465342704,0.9,0.0,0.0,0.0,0.0,0.09988058095128076,4.9445760755817505e-05,2.451317583585611e-06,8.35936896238615e-06,1.636755035780165e-05,8.614735530099419e-07,1.6490455663185616e-05,3.468415359663269e-06,5.940957096360957e-06,1.5362741096137538e-05,2.8742855376331598e-05,4.458668875725301e-06,2.07775017803229e-05,1.1036870311611261e-08,8.178787345177104e-08,2.5805026831939717e-08,4.4627896234970884e-09,3.9374217394965385e-05,1.3527932640125511e-05,8.131606638173943e-05,1.9607931674749753e-05,1.59553772129146e-05,6.387502636686643e-10,1.3446757705352035e-05,1.5308153059336905e-12,4.3576027413677734e-08,4.893965013399608e-13,6.610184443605036e-13,5.692752001970657e-13,5.182341537137773e-13,1.3835453600987503e-13,3.3621363090514956e-06,7.124485945838091e-06,9.806409715989525e-14,6.29597092984175e-06,1.9487891154809127e-13
4.2469391783521154e-07,0.11227440435056975,0.9,0.0,0.0,0.0,0.0,0.09987850200039403,5.0395660044066096e-05,2.4512994067064457e-06,8.442672708495763e-06,1.6553609958385682e-05,8.61459417816693e-07,1.6690002586408556e-05,3.4688505609935126e-06,5.957717100720112e-06,1.561488737426566e-05,2.9423716958923805e-05,4.470172666284657e-06,2.113972175555287e-05,1.1036788484180725e-08,8.178726724753448e-08,2.5804603409134027e-08,4.462766261444447e-09,3.9975864052436496e-05,1.3761148305513643e-05,8.33693118725798e-05,1.9959519282544414e-05,1.6442666476697462e-05,6.388388296466385e-10,1.371069679837073e-05,1.5601831691078268e-12,4.4241451351685215e-08,4.949469024766411e-13,6.725246923404183e-13,5.761488914723184e-13,5.340475428146349e-13,1.4046494659512875e-13,3.4399723483722834e-06,7.368256265975748e-06,9.917885091668874e-14,6.4835758751315695e-06,2.0068062601321104e-13
4.3152802510647864e-07,0.11227498641857063,0.9,0.0,0.0,0.0,0.0,0.09987641941816267,5.134686969619741e-05,2.4512806925169683e-06,8.525709119675123e-06,1.6737564186251136e-05,8.614453029750044e-07,1.6887725046672782e-05,3.46923270614434e-06,5.9736931043502825e-06,1.5867084962078645e-05,3.0110344969818917e-05,4.481129651144697e-06,2.1501952842808672e-05,1.1036704235963629e-08,8.178664304923242e-08,2.5804180596099945e-08,4.462743655040764e-09,4.057373462173774e-05,1.3994358900930399e-05,8.543799138776271e-05,2.031109851781163e-05,1.693578986733232e-05,6.389177463621321e-10,1.3974666332938543e-05,1.5895899795013736e-12,4.490265501505199e-08,5.004340376217895e-13,6.840306559793342e-13,5.829592115674449e-13,5.500495620243747e-13,1.4256197152664445e-13,3.51767075617399e-06,7.615710410659504e-06,1.0028099066826741e-13,6.6733255973625976e-06,2.065484107048911e-13
4.3836213237774575e-07,0.11227557083322266,0.9,0.0,0.0,0.0,0.0,0.09987433322795798,5.229932790506877e-05,2.4512615833493365e-06,8.608483888564583e-06,1.6919436768020265e-05,8.614312082079696e-07,1.708366326423251e-05,3.469567540620778e-06,5.988921116266513e-06,1.611933468532293e-05,3.080269233825772e-05,4.491565593036468e-06,2.1864193079216802e-05,1.1036618210437311e-08,8.178600561714602e-08,2.5803758384526e-08,4.462721796018285e-09,4.116784612224583e-05,1.422756441580842e-05,8.752194135598956e-05,2.066266923815876e-05,1.743469438844359e-05,6.38988070378385e-10,1.4238662484625655e-05,1.6190338162938124e-12,4.555965746682017e-08,5.058586205041596e-13,6.955362711416014e-13,5.897075528713354e-13,5.662384728595051e-13,1.4464567144075355e-13,3.595214435194555e-06,7.866825187559599e-06,1.0137065856520133e-13,6.865197568859881e-06,2.1248156228160227e-13
4.4519623964901285e-07,0.11227615757095995,0.9,0.0,0.0,0.0,0.0,0.09987224345304371,5.325297570272055e-05,2.451242196917991e-06,8.691001656090962e-06,1.709925116286922e-05,8.614171332240301e-07,1.7277856540600946e-05,3.4698601912939816e-06,6.003435520662181e-06,1.63716373482889e-05,3.150071236786732e-05,4.501505040558232e-06,2.2226440713597063e-05,1.1036530937960833e-08,8.178535888838915e-08,2.580333676566985e-08,4.462700676033431e-09,4.1758215920595296e-05,1.4460764839673764e-05,8.962100308905297e-05,2.10142313205997e-05,1.7939328211537493e-05,6.390507444231561e-10,1.4502681842432815e-05,1.6485128467394562e-12,4.621247815783953e-08,5.112213566329132e-13,7.070414804462417e-13,5.963952759157119e-13,5.826125749005042e-13,1.4671610807101401e-13,3.6725872192192393e-06,8.121577510007463e-06,1.0244799516009956e-13,7.05916953175335e-06,2.1847938581391866e-13
4.5203034692027995e-07,0.11227674660882543,0.9,0.0,0.0,0.0,0.0,0.09987015011657402,5.4207756832172357e-05,2.4512226304821075e-06,8.7732661039122e-06,1.7277030565542475e-05,8.614030777220947e-07,1.7470343237338197e-05,3.4701152326223293e-06,6.017269147890575e-06,1.662399373391469e-05,3.220435873562304e-05,4.510971385396609e-06,2.258869418366537e-05,1.103644285284904e-08,8.178470611615618e-08,2.580291573055991e-08,4.462680286662152e-09,4.23448616811008e-05,1.4693960162140997e-05,9.17350225408475e-05,2.1365784658321126e-05,1.844964064869311e-05,6.39106609712341e-10,1.4766721364268971e-05,1.6780253221982e-12,4.6861136871434705e-08,5.165229434462804e-13,7.185462325547248e-13,6.030237086691357e-13,5.991702048899815e-13,1.4877334412298403e-13,3.7497738310298123e-06,8.379944398980443e-06,1.0351313943031836e-13,7.2552194947384825e-06,2.245411946799119e-13
4.656985614628141e-07,0.11227793149598121,0.9,0.0,0.0,0.0,0.0,0.0998659528510281,5.612050689669807e-05,2.4511832630379148e-06,8.937045466917497e-06,1.762657586894859e-05,8.613750239292349e-07,1.785034555568938e-05,3.4705283563282435e-06,6.0430180216443384e-06,1.7128870698937902e-05,3.362834705169774e-05,4.5285728673704804e-06,2.33132132116605e-05,1.1036265629497043e-08,8.178339265703323e-08,2.5802075374501535e-08,4.462641666753102e-09,4.350705298736988e-05,1.516033546176371e-05,9.600734029876003e-05,2.2068864738663694e-05,1.9487104147809566e-05,6.392008307334326e-10,1.5294850352495104e-05,1.7371440123337275e-12,4.814604888685933e-08,5.26945420753908e-13,7.415541862892166e-13,6.161078496751217e-13,6.32829576176553e-13,1.528484704140668e-13,3.903531637641586e-06,8.907430507938195e-06,1.0560739903903621e-13,7.653466769543621e-06,2.368540628766905e-13
4.779999545510948e-07,0.11227900554197573,0.9,0.0,0.0,0.0,0.0,0.09986216336150376,5.784534486873875e-05,2.4511478838084085e-06,9.083600751134358e-06,1.793443434901841e-05,8.61349839032442e-07,1.818687625465981e-05,3.4708080839588376e-06,6.064163635134586e-06,1.7583451120931004e-05,3.492872149381485e-05,4.5430090398261805e-06,2.3965287816131488e-05,1.1036106360810483e-08,8.178221218746186e-08,2.5801320957182525e-08,4.462609324757662e-09,4.454047080524141e-05,1.5580055682159092e-05,9.990212352163153e-05,2.2701606077863368e-05,2.043975601557319e-05,6.39269059341808e-10,1.5770211122519687e-05,1.7904492653767505e-12,4.9288439392613134e-08,5.361233585893792e-13,7.622593679354463e-13,6.276934429876112e-13,6.637347191514254e-13,1.5647158473228552e-13,4.041140504155499e-06,9.394301556569261e-06,1.0745189724962707e-13,8.018780805977295e-06,2.4814775253755947e-13
4.903013476393756e-07,0.11228008670807241,0.9,0.0,0.0,0.0,0.0,0.09985836268747714,5.957309143398404e-05,2.451112808922023e-06,9.229357190697189e-06,1.8236048404682836e-05,8.613247124215707e-07,1.851842999010309e-05,3.4710174835151962e-06,6.083549991575555e-06,1.8038216819378582e-05,3.624662176172754e-05,4.5562287673175175e-06,2.4617363730008347e-05,1.1035948456980516e-08,8.178104182461654e-08,2.5800568286339235e-08,4.462579222099226e-09,4.556210689811072e-05,1.5999759216256012e-05,0.00010384316329683977,2.3334317921115646e-05,2.141006744451046e-05,6.393246962697733e-10,1.6245602995214688e-05,1.843839146814263e-12,5.0417663313459786e-08,5.451136675162279e-13,7.82962483702522e-13,6.391060565430437e-13,6.952102280823635e-13,1.6005293915304242e-13,4.177945117963456e-06,9.892531505198307e-06,1.0925898303230712e-13,8.390497403528999e-06,2.596384457188316e-13
5.026027407276564e-07,0.11228117487893861,0.9,0.0,0.0,0.0,0.0,0.09985455095985732,6.130350156793322e-05,2.451078207985274e-06,9.374311631403144e-06,1.8531544131399632e-05,8.61299642286326e-07,1.884519527820699e-05,3.471169752568235e-06,6.101320714847722e-06,1.8493171608052676e-05,3.758179098413659e-05,4.5683332547582144e-06,2.5269436442550345e-05,1.1035792697963093e-08,8.177988724156098e-08,2.5799817307585325e-08,4.462551312249294e-09,4.6572070267867724e-05,1.6419446006368065e-05,0.00010782970161588552,2.3966999964228334e-05,2.239778032612011e-05,6.393701640990042e-10,1.672101721374598e-05,1.8973060370931167e-12,5.1533842714549006e-08,5.539201407333065e-13,8.036633811372041e-13,6.503522162967136e-13,7.272476255162282e-13,1.6359292154014716e-13,4.313883576377265e-06,1.0401990403526886e-05,1.1102941184325404e-13,8.768497535060771e-06,2.713224256477443e-13
5.149041338159372e-07,0.11228226994329574,0.9,0.0,0.0,0.0,0.0,0.09985072830832707,6.303635025818816e-05,2.4510441961531865e-06,9.518456302278586e-06,1.8821045077735457e-05,8.612746268344735e-07,1.916735046372775e-05,3.471275621424085e-06,6.117607844840628e-06,1.894831909018679e-05,3.893397605911659e-05,4.579415281242118e-06,2.592150228333716e-05,1.1035639591344062e-08,8.177875229156932e-08,2.579906796732426e-08,4.462525548728449e-09,4.757047060960672e-05,1.683911599559588e-05,0.00011186101387988469,2.459965194812613e-05,2.3402646247824972e-05,6.394074322659928e-10,1.7196446662396146e-05,1.950842937391869e-12,5.2637100437567005e-08,5.625464934111552e-13,8.243619347253233e-13,6.614380960247604e-13,7.598387499900732e-13,1.670919212206525e-13,4.448900502813958e-06,1.0922549510995878e-05,1.1276392393710532e-13,9.152664726907798e-06,2.831960551635677e-13
5.27205526904218e-07,0.11228337179415801,0.9,0.0,0.0,0.0,0.0,0.09984689486133723,6.477143088611117e-05,2.451010850086697e-06,9.661779723482372e-06,1.9104672296837784e-05,8.612496642993393e-07,1.9485063889736892e-05,3.4713438152508364e-06,6.132532752914042e-06,1.940366266262524e-05,4.030292760858597e-05,4.589559902901538e-06,2.6573558264336456e-05,1.1035489470001572e-08,8.177763954060522e-08,2.5798320212754334e-08,4.462501885694169e-09,4.855741798403921e-05,1.7258769127811078e-05,0.00011593640606726869,2.5232273646400914e-05,2.4424425959722503e-05,6.394381011976726e-10,1.7671885558125403e-05,2.0044434197640496e-12,5.372755973512166e-08,5.709963656800896e-13,8.450580408342133e-13,6.723695234388633e-13,7.929757387513017e-13,1.7055032881435927e-13,4.5829465041799936e-06,1.1454081302859372e-05,1.144632446211004e-13,9.542885004099621e-06,2.952557750036879e-13
5.395069199924988e-07,0.1122844803280855,0.9,0.0,0.0,0.0,0.0,0.09984305074610429,6.650855373789796e-05,2.4509782194283045e-06,9.804267494052112e-06,1.93825443968522e-05,8.612247529433341e-07,1.9798494130587297e-05,3.4713814305842673e-06,6.146206987127619e-06,1.9859205520211642e-05,4.1688399930566506e-05,4.598845096582007e-06,2.722560195136713e-05,1.1035342581838953e-08,8.177655064925208e-08,2.5797573991596874e-08,4.462480278804546e-09,4.9533022553606635e-05,1.767840534764341e-05,0.00012005521215998893,2.586486485633487e-05,2.5462888852403496e-05,6.394634700868359e-10,1.81473291995418e-05,2.058101581412162e-12,5.4805343976385056e-08,5.792733259642028e-13,8.657516135560323e-13,6.831519885031343e-13,8.266510108950133e-13,1.7396853652550983e-13,4.715977670619755e-06,1.1996459472990571e-05,1.1612808447484188e-13,9.93904683678123e-06,3.074981021317987e-13
5.518083130807796e-07,0.1122855954451335,0.9,0.0,0.0,0.0,0.0,0.09983919608861094,6.824754463291277e-05,2.450946334855651e-06,9.945902974545973e-06,1.9654777590329168e-05,8.611998910582135e-07,2.0107790275132676e-05,3.4713942414326683e-06,6.1587330534806196e-06,2.0314950660355838e-05,4.309015094978832e-05,4.607342350245177e-06,2.7877631359719115e-05,1.1035199056552515e-08,8.177548664525639e-08,2.5796829252730667e-08,4.4624606837057274e-09,5.049739437080646e-05,1.8098024600472387e-05,0.00012421679180070355,2.649742539265865e-05,2.6517812448137795e-05,6.394845959492214e-10,1.8622773763044145e-05,2.1118120011924596e-12,5.587057641041763e-08,5.873808688795165e-13,8.864425814749364e-13,6.937906528328228e-13,8.608572505505871e-13,1.7734693497278018e-13,4.84795511390436e-06,1.2549558934020801e-05,1.177591397945747e-13,1.034104108777649e-05,3.1991962812001687e-13
5.641097061690603e-07,0.11228671704847244,0.9,0.0,0.0,0.0,0.0,0.09983533101360814,6.99882436640616e-05,2.450915213329592e-06,1.0086667872502546e-05,1.992148574261543e-05,8.611750769642795e-07,2.041309225192432e-05,3.4713869443903238e-06,6.170205135708228e-06,2.077090088775089e-05,4.450794216702869e-05,4.615117202776804e-06,2.8529644870672e-05,1.10350589496198e-08,8.177444809831873e-08,2.5796085946038925e-08,4.462443056396064e-09,5.145064321140887e-05,1.851762683241863e-05,0.00012842052816773946,2.7129955083424685e-05,2.7588981907688822e-05,6.395023380610793e-10,1.9098216139782876e-05,2.165569700836313e-12,5.6923379979857704e-08,5.953224179186972e-13,9.071308849935697e-13,7.042903611509666e-13,8.955873908916379e-13,1.80685913446381e-13,4.978844542964671e-06,1.311325581519527e-05,1.1935709284104366e-13,1.0748760961293623e-05,3.32517017542265e-13
5.764110992573411e-07,0.11228784504419483,0.9,0.0,0.0,0.0,0.0,0.09983145564461966,7.173050403887499e-05,2.450884861793531e-06,1.0226542744892437e-05,2.0182780419266975e-05,8.611503090102173e-07,2.071453118402249e-05,3.4713633577377177e-06,6.180709759431356e-06,2.122705881919296e-05,4.594153860775137e-05,4.6222297387323325e-06,2.9181641163732303e-05,1.1034922323426049e-08,8.177343524072253e-08,2.5795344021784093e-08,4.4624273546486296e-09,5.239287844096722e-05,1.8937211990334268e-05,0.00013266582604172546,2.7762453767052666e-05,2.8676189555022264e-05,6.395173920307811e-10,1.9573653803319915e-05,2.2193701098158285e-12,5.7963877172140024e-08,6.031013300283921e-13,9.278164740743867e-13,7.146556539652849e-13,9.308345989018695e-13,1.8398586155791314e-13,5.1086158731428275e-06,1.3687427458549762e-05,1.2092261198469376e-13,1.1162101952725236e-05,3.4528700640267523e-13
5.887124923456219e-07,0.1122889793410794,0.9,0.0,0.0,0.0,0.0,0.09982757010394712,7.347419101290705e-05,2.4508552801321974e-06,1.0365507428098698e-05,2.04387709325047e-05,8.611255855730745e-07,2.1012229764283145e-05,3.471326584617188e-06,6.190326404978311e-06,2.1683426888468848e-05,4.739070877042423e-05,4.628735042094044e-06,2.983361916111595e-05,1.1034789172330259e-08,8.177244807004713e-08,2.5794603431350486e-08,4.4624135361805185e-09,5.332420890700221e-05,1.9356780021795255e-05,0.00013695211004497658,2.8394921290059923e-05,2.977923442154801e-05,6.395303232198115e-10,2.004908470119828e-05,2.273209031057648e-12,5.899218989869393e-08,6.107208924020187e-13,9.484993065844052e-13,7.248907800068681e-13,9.665922602301886e-13,1.8724716574471126e-13,5.237242866560318e-06,1.4271952413807616e-05,1.2245635217192984e-13,1.1580961799513482e-05,3.582264006256339e-13
6.010138854339027e-07,0.11229011985040563,0.9,0.0,0.0,0.0,0.0,0.09982367451267665,7.521918090787717e-05,2.4508264633523927e-06,1.0503541404317251e-05,2.0689564386735187e-05,8.611009050581245e-07,2.130630264411876e-05,3.4712791470547268e-06,6.19912807286346e-06,2.2140007351280617e-05,4.8855224574750695e-05,4.6346836126293575e-06,3.0485577982166444e-05,1.103465944067044e-08,8.177148642223256e-08,2.579386412727328e-08,4.46240155867318e-09,5.424474285198877e-05,1.9776330875092683e-05,0.00014127882303756903,2.9027357505327017e-05,3.089792181075149e-05,6.39541591257011e-10,2.0524507165918524e-05,2.32708261064005e-12,6.000843939749117e-08,6.181843245303746e-13,9.691793468509872e-13,7.349997098125778e-13,1.0028539650415918e-12,1.9047020944228435e-13,5.364702801144162e-06,1.4866710432254439e-05,1.2395895518235046e-13,1.200524043305131e-05,3.713320745486658e-13
6.133152785221835e-07,0.11229126648577063,0.9,0.0,0.0,0.0,0.0,0.09981976899068579,7.696536020865055e-05,2.4507984030195857e-06,1.0640624111081552e-05,2.0935265723151807e-05,8.610762658985223e-07,2.159685683076516e-05,3.4712230949880292e-06,6.207181805068806e-06,2.2596802290184796e-05,5.033486130995414e-05,4.640121747607026e-06,3.1137516906296985e-05,1.103453312933483e-08,8.17705500150301e-08,2.5793126062306773e-08,4.462391381926898e-09,5.515458784424294e-05,2.0195864499223214e-05,0.00014564542465802456,2.965976227087657e-05,3.2032062883621976e-05,6.395515661439359e-10,2.0999919842565466e-05,2.380987311073806e-12,6.101274615619584e-08,6.254947845103451e-13,9.898565643317176e-13,7.449861500791593e-13,1.0396134948919982e-12,1.936553761867021e-13,5.490976166344644e-06,1.5471582459745286e-05,1.254310496809014e-13,1.2434839931599289e-05,3.8460096944083157e-13
6.256166716104643e-07,0.11229241916292879,0.9,0.0,0.0,0.0,0.0,0.09981585365665177,7.871262473318908e-05,2.4507710883651437e-06,1.0776735200378277e-05,2.1175977763433362e-05,8.610516665544413e-07,2.1883992088477268e-05,3.471160094385646e-06,6.214549165268933e-06,2.305381361952659e-05,5.182939758325448e-05,4.6450918916001585e-06,3.1789435343060216e-05,1.1034410192184453e-08,8.176963848918765e-08,2.579238919023511e-08,4.4623829657425095e-09,5.605385072374063e-05,2.0615380843882555e-05,0.00015005138999658218,3.0292135449058047e-05,3.318147426510889e-05,6.39560548565268e-10,2.1475321630348148e-05,2.4349198840713422e-12,6.200522985125698e-08,6.326553646312137e-13,1.0105309327954184e-12,7.548535568405599e-13,1.0768648095435194e-12,1.9680304554254577e-13,5.616046383600052e-06,1.6086450629000737e-05,1.2687325171036927e-13,1.2869664474196238e-05,3.9803009209389174e-13
6.379180646987451e-07,0.1122935777996431,0.9,0.0,0.0,0.0,0.0,0.09981192862805965,8.046087886969348e-05,2.450744506991722e-06,1.091185475361462e-05,2.1411801252558608e-05,8.610271055124388e-07,2.2167801339336504e-05,3.471091498588438e-06,6.221286681094911e-06,2.3511043090350884e-05,5.333861526867962e-05,4.649632957059148e-06,3.2441332807928694e-05,1.1034290523497028e-08,8.176875143360614e-08,2.579165346616018e-08,4.462376269327106e-09,5.6942637559809625e-05,2.1034879859457894e-05,0.00015449620838916755,3.0924476905977434e-05,3.434597767174328e-05,6.395687838641948e-10,2.195071163529523e-05,2.4888773467423716e-12,6.2986009300164e-08,6.396690922140384e-13,1.0312024295980679e-12,7.646051493277416e-13,1.1146020347799715e-12,1.9991359267547566e-13,5.739899549646861e-06,1.6711198251352888e-05,1.2828616498421867e-13,1.3309620295540807e-05,4.1161651340981226e-13
6.502194577870258e-07,0.11229474231555245,0.9,0.0,0.0,0.0,0.0,0.09980799402121136,8.221003487537636e-05,2.4507186452644444e-06,1.104596345826781e-05,2.1642834900755577e-05,8.610025812854082e-07,2.2448371059887995e-05,3.471018406479198e-06,6.227446251434657e-06,2.3968492295274514e-05,5.4862299456331786e-05,4.653780618217375e-06,3.309320890255127e-05,1.1034174108112907e-08,8.17678883920194e-08,2.5790918845207965e-08,4.4623712543768365e-09,5.782105361805057e-05,2.1454361497017794e-05,0.0001589793823207812,3.1556786511054656e-05,3.5525399560373634e-05,6.395764669403806e-10,2.2426089131697694e-05,2.5428569617817837e-12,6.39552024248929e-08,6.465389383239046e-13,1.051871034838934e-12,7.742439245959284e-13,1.1528194515175253e-12,2.029873932597467e-13,5.862524200832163e-06,1.734570980808054e-05,1.296703808197831e-13,1.3754615641820882e-05,4.2535736699973865e-13
6.625208508753066e-07,0.11229591263204955,0.9,0.0,0.0,0.0,0.0,0.09980404995123483,8.396001223188207e-05,2.4506934888410705e-06,1.117904275120872e-05,2.1869175424603975e-05,8.609780924121076e-07,2.2725781670684204e-05,3.470941710064506e-06,6.23307552148458e-06,2.4426162673306306e-05,5.640023840218772e-05,4.657567580599064e-06,3.374506329860552e-05,1.1034060897026434e-08,8.176704888486429e-08,2.5790185283375915e-08,4.462367882811973e-09,5.868920333464542e-05,2.1873825708305758e-05,0.0001635004264284712,3.218906413667142e-05,3.671957079773753e-05,6.395837556789464e-10,2.290145353056513e-05,2.596856215726883e-12,6.49129262229067e-08,6.532678122188415e-13,1.072536730995851e-12,7.837726701475062e-13,1.1915114846168857e-12,2.0602481878192788e-13,5.98391109674914e-06,1.7989870941430585e-05,1.3102647865320744e-13,1.4204560727469176e-05,4.3924984787088475e-13
6.748222439635874e-07,0.1122970886721706,0.9,0.0,0.0,0.0,0.0,0.09980009653209325,8.571073705290718e-05,2.4506690230194153e-06,1.1311074932934067e-05,2.209091758730744e-05,8.609536374565143e-07,2.3000107916557025e-05,3.4708621332716475e-06,6.238218227998051e-06,2.4884055514604386e-05,5.795222347848206e-05,4.661023828129926e-06,3.439689572463561e-05,1.1033950752090507e-08,8.176623242463382e-08,2.578945273824007e-08,4.462366115214863e-09,5.954719029681769e-05,2.2293272445733486e-05,0.0001680588665953249,3.282130965790947e-05,3.792832635040508e-05,6.39590780610932e-10,2.3376804353915e-05,2.6508727999193854e-12,6.585929674461534e-08,6.598585601179993e-13,1.09319950261782e-12,7.931939768406737e-13,1.2306726925779561e-12,2.0902623485323034e-13,6.104053021679336e-06,1.864356844539171e-05,1.323550264057636e-13,1.4659367692824926e-05,4.532912111054129e-13
6.871236370518682e-07,0.11229827036049447,0.9,0.0,0.0,0.0,0.0,0.09979613387659482,8.746214153995605e-05,2.4506452327358506e-06,1.144204325642921e-05,2.230815423815202e-05,8.609292150077325e-07,2.3271419235912737e-05,3.4707802634218173e-06,6.242914516979389e-06,2.5342171965161975e-05,5.9518049124711516e-05,4.6641768496674395e-06,3.5048705955380525e-05,1.1033843657218768e-08,8.176543850741173e-08,2.5788721167231227e-08,4.462365915020247e-09,6.0395117228426273e-05,2.2712701662370396e-05,0.00017265423912771758,3.3453522952368726e-05,3.915150499452999e-05,6.395976425401636e-10,2.3852141213934065e-05,2.704904596409368e-12,6.679442907771397e-08,6.663139771012109e-13,1.1138593356876466e-12,8.025102529670983e-13,1.2702977588608079e-12,2.119920083897535e-13,6.222944602452563e-06,1.930669025627469e-05,1.336565802682294e-13,1.511895056268259e-05,4.674787705301042e-13
6.99425030140149e-07,0.11229945762305085,0.9,0.0,0.0,0.0,0.0,0.09979216209640242,8.921416348241108e-05,2.450622102822585e-06,1.157193199405684e-05,2.2520976351167125e-05,8.609048236795202e-07,2.3539780117635363e-05,3.470696576729386e-06,6.247201235941911e-06,2.5800513031414582e-05,6.10975127992949e-05,4.667051846652305e-06,3.570049380313073e-05,1.103373958126316e-08,8.176466662491401e-08,2.5787990528388118e-08,4.462367246354521e-09,6.123308597971312e-05,2.3132113311937468e-05,0.00017728609000853274,3.408570390003734e-05,4.0388949044787216e-05,6.39604422167318e-10,2.4327463796090396e-05,2.758949660511987e-12,6.771843733561181e-08,6.72636800716488e-13,1.134516217498261e-12,8.117237356269075e-13,1.3103814825977324e-12,2.1492250243925802e-13,6.340582141423038e-06,1.997912544315034e-05,1.3493168522438272e-13,1.55832252057087e-05,4.818098974935183e-13
