Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313)
1.1151571531950311e-07,0.11225094897729676,0.9,0.0,0.0,0.0,0.0,0.09996966508428635,1.0106286103920372e-05,2.3324650787479977e-06,3.7266135300396384e-06,5.427930314118534e-06,8.572022392003653e-07,5.046736810618337e-06,2.767326616465512e-06,3.3055510469875996e-06,4.095682605871548e-06,5.234760333365504e-06,2.5664216918882234e-06,4.499233612243972e-06,1.0501745455209489e-08,7.781287052147263e-08,2.5676318218301543e-08,4.439122138220493e-09,8.724023657028202e-06,3.0730760263456715e-06,9.497350480524286e-06,3.932228488015202e-06,1.1909289913301179e-06,5.094251678672605e-10,2.0821194730573854e-06,3.1322827740144924e-13,9.632759232253941e-09,1.6247520151115807e-13,1.4329612144232566e-13,1.744118162467561e-13,3.872402002096952e-14,3.0689963448327424e-14,2.870607451751026e-07,3.5391274359845183e-07,3.25207439979836e-14,5.08958174161837e-07,1.5771022186949225e-14,5.0841777343071565e-14,2.760616286232217e-07,2.358873822920023e-14
1.1339630138662587e-07,0.11225106549758533,0.9,0.0,0.0,0.0,0.0,0.09996914459191619,1.0309520227278343e-05,2.3384186669266147e-06,3.7701290673275483e-06,5.5134394983634054e-06,8.57609333959789e-07,5.1328551930974046e-06,2.787852295358666e-06,3.34347890056695e-06,4.164740236835458e-06,5.3456192442965835e-06,2.594675853253067e-06,4.581743775108353e-06,1.052855104169471e-08,7.80119828510281e-08,2.568857626549851e-08,4.4412424770858e-09,8.923143546295743e-06,3.136957747143709e-06,9.774241225530448e-06,4.024448187566459e-06,1.2320670384943533e-06,5.132050085487282e-10,2.140281056069468e-06,3.195252013012984e-13,9.853405512901704e-09,1.6503373277371416e-13,1.45923077191221e-13,1.773869019999257e-13,4.0061406877322304e-14,3.139019713059907e-14,2.9808670437428125e-07,3.6883335577519857e-07,3.303306127664227e-14,5.260249669766427e-07,1.6299766987082947e-14,5.1774150306529096e-14,2.858773585681932e-07,2.4427314133866446e-14
1.1527688745374864e-07,0.11225118251048909,0.9,0.0,0.0,0.0,0.0,0.09996862376500006,1.0513590529333762e-05,2.3440765756646214e-06,3.8132166280455275e-06,5.598687793412389e-06,8.579821258563478e-07,5.2188529021505285e-06,2.8078137268020717e-06,3.380942353309344e-06,4.2337977304154045e-06,5.457259307786959e-06,2.622556922269116e-06,4.664292396384766e-06,1.0554025353618843e-08,7.820120649135923e-08,2.5699801472556503e-08,4.44318451781312e-09,9.122607665128462e-06,3.200868600888693e-06,1.0054060429031085e-05,4.1168969946090805e-06,1.273900647688742e-06,5.168809686306597e-10,2.1988666032725713e-06,3.2584795972789977e-13,1.0074436067849916e-08,1.6758442163002744e-13,1.4855122382146948e-13,1.803577788510035e-13,4.142139319220571e-14,3.2091632698758117e-14,3.093013650283354e-07,3.8409096366987483e-07,3.354381547227462e-14,5.433582429054216e-07,1.6836762429152045e-14,5.270695785493076e-14,2.9587149467416134e-07,2.52811235214862e-14
1.171574735208714e-07,0.11225130000979823,0.9,0.0,0.0,0.0,0.0,0.0999681026030134,1.071848675888349e-05,2.3494534645001385e-06,3.855884337558512e-06,5.683675508571311e-06,8.583234758564229e-07,5.3047252997466136e-06,2.827224728091757e-06,3.417946732155484e-06,4.30285510484441e-06,5.569680341947535e-06,2.650069822251881e-06,4.746873422098562e-06,1.0578234394457019e-08,7.838103171521551e-08,2.571007998154563e-08,4.444963137342202e-09,9.322389932314344e-06,3.2648061292690233e-06,1.0336778461849546e-05,4.209563522941309e-06,1.3164288247315078e-06,5.204555921805801e-10,2.25786444175215e-06,3.321962343514539e-13,1.0295821737147372e-08,1.7012727743421828e-13,1.5118036844728037e-13,1.8332428653428728e-13,4.280394618602465e-14,3.279417837306051e-14,3.207027703533638e-07,3.996861266169951e-07,3.4053008438067075e-14,5.609571996114978e-07,1.7381983485264445e-14,5.364013157777701e-14,3.060441134306492e-07,2.6150172623380804e-14
1.1903805958799416e-07,0.11225141798948311,0.9,0.0,0.0,0.0,0.0,0.09996758110547375,1.0924198782399182e-05,2.35456326625731e-06,3.898140188052795e-06,5.768402994144807e-06,8.586360063331648e-07,5.390467891823746e-06,2.8460988727471397e-06,3.4544973113417255e-06,4.371912378702443e-06,5.682882109841537e-06,2.677219411545478e-06,4.829480958066492e-06,1.0601240895708073e-08,7.855192449116819e-08,2.571949075062951e-08,4.446591971921069e-09,9.522465364207798e-06,3.328768078961612e-06,1.0622366300062333e-05,4.302436950759717e-06,1.3596505385379246e-06,5.239313783870288e-10,2.3172631854217673e-06,3.3856971049683283e-13,1.0517534589478717e-08,1.726623107680191e-13,1.5381032327704028e-13,1.8628626976403026e-13,4.4209031879267577e-14,3.349774623684716e-14,3.322889461599282e-07,4.156193607774007e-07,3.456064227284445e-14,5.788210360379714e-07,1.7935405167511683e-14,5.4573604870228086e-14,3.163952784200172e-07,2.703446656728313e-14
1.2091864565511692e-07,0.11225153644368674,0.9,0.0,0.0,0.0,0.0,0.09996705927193865,1.113071658286071e-05,2.359419223071127e-06,3.939992040077653e-06,5.8528706378091295e-06,8.589221209641274e-07,5.476076325378234e-06,2.864449488844635e-06,3.490599312709338e-06,4.440969570908982e-06,5.796864321760882e-06,2.704010484380063e-06,4.912109266930784e-06,1.0623104479094665e-08,7.871432768841868e-08,2.572810615317208e-08,4.448083520574195e-09,9.722810022792095e-06,3.3927523845367538e-06,1.0910795506612286e-05,4.395506992680851e-06,1.4035647222721457e-06,5.273107812519151e-10,2.37705172990029e-06,3.4496807710741507e-13,1.0739547863933936e-08,1.7518953333254393e-13,1.5644090551871648e-13,1.8924357813368843e-13,4.5636615130017807e-14,3.420225205394308e-14,3.440579028901578e-07,4.3189114095004654e-07,3.506671929934101e-14,5.969489525253987e-07,1.84970025316104e-14,5.550731289958634e-14,3.269250406595146e-07,2.7934009406617102e-14
1.2467981778936244e-07,0.1122517747530455,0.9,0.0,0.0,0.0,0.0,0.09996601459530405,1.15461300221483e-05,2.368419316462653e-06,4.022514542030094e-06,6.0210281179966264e-06,8.594237280533954e-07,5.646873993146275e-06,2.899632215171603e-06,3.5614782092747548e-06,4.579083787698351e-06,6.02716866768969e-06,2.7565359420604895e-06,5.077406020187384e-06,1.0663626728519257e-08,7.901532799884162e-08,2.5743210563458597e-08,4.450699611571176e-09,1.01242162110434e-05,3.520780651617011e-06,1.1496067107812227e-05,4.582198304457672e-06,1.4934660601151043e-06,5.337900260557528e-10,2.4977551813082967e-06,3.5783825537425935e-13,1.1184374168036971e-08,1.8022059798352939e-13,1.6170324549804941e-13,1.9514359247229834e-13,4.855912814211627e-14,3.5613758000335623e-14,3.6813613523166856e-07,4.6545204179487654e-07,3.60742132242641e-14,6.339938346399166e-07,1.964462476527798e-14,5.737518249716506e-14,3.4852050012349493e-07,2.9778852784038755e-14
1.280648727101834e-07,0.1122519907988603,0.9,0.0,0.0,0.0,0.0,0.09996507323355631,1.192265972850432e-05,2.3757711279185896e-06,4.095479335658502e-06,6.17148573360098e-06,8.598050804743967e-07,5.800092190339458e-06,2.929634852510852e-06,3.6237864039791725e-06,4.703386500048599e-06,6.237107785517833e-06,2.802629540373534e-06,5.226189689963365e-06,1.0696727711632119e-08,7.926120308225086e-08,2.5754694041933554e-08,4.452689865296436e-09,1.048618212139168e-05,3.636065149746181e-06,1.2032255157634665e-05,4.750799793843227e-06,1.5767341162350378e-06,5.39315403070176e-10,2.607615592438833e-06,3.695034935010129e-13,1.1585498903593148e-08,1.847219802912257e-13,1.664397624666175e-13,2.0043620490042588e-13,5.12659564385269e-14,3.688654554243017e-14,3.9041144696801315e-07,4.968186555208456e-07,3.697566068997713e-14,6.682293923493684e-07,2.0705196370614286e-14,5.905645262845861e-14,3.6856748250110617e-07,3.149138271694262e-14
1.3144992763100437e-07,0.11225220829820162,0.9,0.0,0.0,0.0,0.0,0.099964130777972,1.2301649570689187e-05,2.382478298944127e-06,4.167251568924095e-06,6.3211088753139464e-06,8.601300063673751e-07,5.952814164685621e-06,2.958137243354834e-06,3.684720055471711e-06,4.827689256812361e-06,6.449568844282838e-06,2.8476332631304165e-06,5.374958289849137e-06,1.072692624945257e-08,7.948551883845256e-08,2.576447854829289e-08,4.454386947038226e-09,1.0848690920631136e-05,3.751397022641673e-06,1.2577232026606025e-05,4.919900197388453e-06,1.6622276663285475e-06,5.445645837259542e-10,2.7185785922743412e-06,3.8124470077811557e-13,1.1987228808339978e-08,1.8919827914051734e-13,1.711756879458426e-13,2.0571154433501313e-13,5.404508096981554e-14,3.816121292704158e-14,4.13247517524041e-07,5.292878261152992e-07,3.787210851658515e-14,7.033082073339552e-07,2.179187156578366e-14,6.073755247236207e-14,3.891933738869211e-07,3.325333598425702e-14
1.3483498255182533e-07,0.1122524272223407,0.9,0.0,0.0,0.0,0.0,0.09996318722722125,1.2683045191004774e-05,2.388597220937802e-06,4.23787252936144e-06,6.4699007764141465e-06,8.604066962322668e-07,6.105019262128948e-06,2.9852081911722903e-06,3.7443077652587508e-06,4.9519921796196545e-06,6.6645485114061055e-06,2.891572860970314e-06,5.523683638510619e-06,1.0754476240039859e-08,7.969016121816131e-08,2.577281069383575e-08,4.455833446623136e-09,1.121163492739113e-05,3.8667692316575515e-06,1.3130850933340316e-05,5.089455713487073e-06,1.7499393393554055e-06,5.495502364312132e-10,2.8305889248854574e-06,3.930601892618826e-13,1.2389443538301685e-08,1.9364959188370664e-13,1.7591012417828805e-13,2.1096889729968217e-13,5.689625942711752e-14,3.943738125260942e-14,4.3663241865521693e-07,5.628610368171527e-07,3.8763576075986266e-14,7.39225678507796e-07,2.2904506825575828e-14,6.24181635771e-14,4.103980602131712e-07,3.5064701035959534e-14
1.382200374726463e-07,0.11225264754382103,0.9,0.0,0.0,0.0,0.0,0.09996224258028148,1.3066793364210546e-05,2.3941793514160067e-06,4.307382246572484e-06,6.617864861163559e-06,8.606421502396081e-07,6.256688092173026e-06,3.010913940253064e-06,3.8025776108462733e-06,5.076295393068363e-06,6.882043050180309e-06,2.934473476072599e-06,5.6723389649265085e-06,1.0779609367012748e-08,7.987685116362371e-08,2.5779901249720938e-08,4.45706576412331e-09,1.1574914162532388e-05,3.9821757608266134e-06,1.369297003289984e-05,5.259426372413806e-06,1.8398614730144723e-06,5.542845584131758e-10,2.9435938797481126e-06,4.0494830617832845e-13,1.2792031366246862e-08,1.9807602159234667e-13,1.8064221836352775e-13,2.1620759402029908e-13,5.981924003470356e-14,4.0714698727512616e-14,4.605541888038747e-07,5.975394548284107e-07,3.965008388433457e-14,7.759772257257758e-07,2.4042959277229983e-14,6.40979834275734e-14,4.3218132056552744e-07,3.6925457187920044e-14
1.4160509239346726e-07,0.1122528692364876,0.9,0.0,0.0,0.0,0.0,0.09996129683641561,1.3452841976708211e-05,2.3992716465571007e-06,4.375819521443481e-06,6.765004713229359e-06,8.608423518856174e-07,6.4078024800862936e-06,3.0353182076560195e-06,3.859557152171976e-06,5.200599024584264e-06,7.102048348711902e-06,2.9763596565413533e-06,5.820898853903309e-06,1.0802537047052581e-08,8.004715907460033e-08,2.5785930375622416e-08,4.458115012866739e-09,1.1938435746465633e-05,4.0976114676640795e-06,1.4263452176719813e-05,5.429775700392815e-06,1.9319861317919437e-06,5.587792815945558e-10,3.057543195867117e-06,4.1690743327630853e-13,1.3194888506522788e-08,2.024776761105414e-13,1.8537116092065837e-13,2.214270067707538e-13,6.281376213749154e-14,4.199283854796676e-14,4.850008563405436e-07,6.333239538815598e-07,4.053165341284326e-14,8.135582907006442e-07,2.5207086728915322e-14,6.57767248296727e-14,4.545428325659072e-07,3.883557508240749e-14
1.4499014731428822e-07,0.11225309227532165,0.9,0.0,0.0,0.0,0.0,0.09996034999515181,1.3841140005988975e-05,2.40391695548388e-06,4.443221955188306e-06,6.911324048739329e-06,8.610124162809208e-07,6.558345420509813e-06,3.05848222304937e-06,3.915273438119441e-06,5.324903204282334e-06,7.3245599467146e-06,3.0172553704450955e-06,5.969339192516805e-06,1.0823452205135747e-08,8.020251799472532e-08,2.5791052084618974e-08,4.4590077905396995e-09,1.2302113351074934e-05,4.213071955764897e-06,1.4842164688863454e-05,5.600470413381706e-06,2.0263051243145808e-06,5.630456799239042e-10,3.172388967290731e-06,4.289359861886518e-13,1.3597918501166858e-08,2.0685466724591467e-13,1.9009618378045963e-13,2.2662654826729301e-13,6.5879556765894e-14,4.3271496967506324e-14,5.099604604998184e-07,6.702151350369457e-07,4.14083069263428e-14,8.519643377574332e-07,2.6396747693195316e-14,6.745411530506372e-14,4.774821775419087e-07,4.079501713030452e-14
1.4837520223510918e-07,0.11225331663641441,0.9,0.0,0.0,0.0,0.0,0.09995940205626488,1.4231637500340465e-05,2.4081543802479005e-06,4.509625978178644e-06,7.056826693273347e-06,8.611567168908413e-07,6.708301032411332e-06,3.080464775091015e-06,3.969753013101878e-06,5.4492080648295916e-06,7.549573060371417e-06,3.0571840195272554e-06,6.11763711757837e-06,1.084253089532426e-08,8.034423565079901e-08,2.5795398059271622e-08,4.4597668382439925e-09,1.2665866699920328e-05,4.328553465914469e-06,1.542897915694164e-05,5.7714801374928774e-06,2.1228100200429977e-06,5.670945779126329e-10,3.288085550225907e-06,4.4103241380193177e-13,1.4001031660177816e-08,2.11207110084034e-13,1.9481655870991297e-13,2.318056701100116e-13,6.901634717909187e-14,4.455039154025785e-14,5.354210702547301e-07,7.082133458938187e-07,4.228006734543527e-14,8.911908544500702e-07,2.7611801406025934e-14,6.912989649755133e-14,5.009988454917185e-07,4.2803737935804273e-14
1.5176025715593015e-07,0.11225354229687544,0.9,0.0,0.0,0.0,0.0,0.09995845301975914,1.4624285558821143e-05,2.412019603361972e-06,4.575066878520615e-06,7.201516562389623e-06,8.612789929236895e-07,6.857654515393106e-06,3.1013222635246846e-06,4.023021923707894e-06,5.57351374130977e-06,7.777082605364423e-06,3.0961684525869977e-06,6.265770964242614e-06,1.0859933775461609e-08,8.047350540676758e-08,2.5799080885023636e-08,4.460411598919681e-09,1.3029621113542733e-05,4.444052783825734e-06,1.602377123693407e-05,5.942777154618259e-06,2.221492165307544e-06,5.709363602231001e-10,3.404589471980347e-06,4.5319519763424627e-13,1.4404144552369636e-08,2.1553512240458754e-13,1.9953159567349974e-13,2.3696386127071367e-13,7.222384938700812e-14,4.582925951995886e-14,5.613708012452567e-07,7.47318698300513e-07,4.314695812982151e-14,9.312333520545294e-07,2.885210784208033e-14,7.08038235923375e-14,5.250922398438034e-07,4.486168470359941e-14
1.551453120767511e-07,0.11225376923477859,0.9,0.0,0.0,0.0,0.0,0.09995750288585223,1.5019036311501233e-05,2.4155451865957083e-06,4.639578830336923e-06,7.3453976450172785e-06,8.613824410257696e-07,7.006392107306197e-06,3.1211087557002775e-06,4.075105725397129e-06,5.697820371090027e-06,8.00708321827653e-06,3.134230978543657e-06,6.4137202158573535e-06,1.08758074524867e-08,8.059141625662398e-08,2.5802196811085714e-08,4.460958694157574e-09,1.339330709388906e-05,4.559567161359194e-06,1.6626420470348206e-05,6.114336170372337e-06,2.3223426987176252e-06,5.745809820713473e-10,3.52185934194383e-06,4.654228512209122e-13,1.4807179540101313e-08,2.1983882418053354e-13,2.0424064123430838e-13,2.4210064662585033e-13,7.550177265186351e-14,4.710785639486329e-14,5.877978309907722e-07,7.875310847363937e-07,4.400900317878977e-14,9.720873659623643e-07,3.011752772707086e-14,7.247566474932481e-14,5.49761682019082e-07,4.696879762913487e-14
1.5853036699757207e-07,0.1122539974291004,0.9,0.0,0.0,0.0,0.0,0.0999565516549606,1.541584289997198e-05,2.4187608437706064e-06,4.7031949217193815e-06,7.488473989241917e-06,8.614697938739773e-07,7.154501043143657e-06,3.1398760465426795e-06,4.1260294892358255e-06,5.822128093689898e-06,8.239569276511883e-06,3.171393379192797e-06,6.5614654551391e-06,1.0890285710657763e-08,8.069896194774853e-08,2.5804828116813874e-08,4.461422332887373e-09,1.375685994355911e-05,4.675094248999914e-06,1.723681011259648e-05,6.286134102228209e-06,2.4253525659644307e-06,5.780379802679537e-10,3.6398557647813207e-06,4.777139195092605e-13,1.5210064353053393e-08,2.2411833715669468e-13,2.0894307699690578e-13,2.4721558553452083e-13,7.884981996985203e-14,4.838595455063867e-14,6.146904125535216e-07,8.288501934900796e-07,4.486622674605951e-14,1.0137484559914777e-06,3.140792254723242e-14,7.414520055139475e-14,5.750064158006475e-07,4.9125010272360845e-14
1.6191542191839303e-07,0.11225422685966832,0.9,0.0,0.0,0.0,0.0,0.09995559932768583,1.5814659458124096e-05,2.4216936899434083e-06,4.765947182325037e-06,7.630749690125868e-06,8.615433876271202e-07,7.301969515182065e-06,3.1576737211764e-06,4.175817808663349e-06,5.9464370506527065e-06,8.474534916859346e-06,3.207676921662131e-06,6.708988316725295e-06,1.0903490633485723e-08,8.079704931458414e-08,2.5807045142629845e-08,4.461814662128898e-09,1.4120219416343791e-05,4.790632037906599e-06,1.7854826971644916e-05,6.458149885991466e-06,2.5305125340374703e-06,5.813164847461384e-10,3.7585412559494485e-06,4.900669782615234e-13,1.5612731697075243e-08,2.283737844851065e-13,2.1363831809450574e-13,2.5230827045913253e-13,8.226768853386179e-14,4.9663342040265774e-14,6.420368867957154e-07,8.712755227397093e-07,4.5718653366812694e-14,1.0562122066268804e-06,3.2723154556797665e-14,7.581222346823815e-14,6.008256115169317e-07,5.133024991559539e-14
1.65300476839214e-07,0.11225445750711027,0.9,0.0,0.0,0.0,0.0,0.0999546459048017,1.621544109319702e-05,2.424368468804108e-06,4.827866610594046e-06,7.772228879316185e-06,8.616052195877405e-07,7.448786634349292e-06,3.174549219611468e-06,4.224494806282083e-06,6.0707473854194935e-06,8.711974052791577e-06,3.243102370573131e-06,6.8562714411381925e-06,1.091553362759193e-08,8.088650588372324e-08,2.580890802618659e-08,4.4621460668297315e-09,1.448332939647657e-05,4.906178810371359e-06,1.8480361256233725e-05,6.630364299193428e-06,2.637813204870261e-06,5.844252304684686e-10,3.877880159614012e-06,5.02480633465506e-13,1.6015118895218176e-08,2.326052904084806e-13,2.183258117215004e-13,2.573783256281229e-13,8.575507017762262e-14,5.093982145145156e-14,6.698256933374549e-07,9.148063936140429e-07,4.65663077954171e-14,1.0994742272002107e-06,3.406308678374621e-14,7.747653733614765e-14,6.272183700430969e-07,5.358443790580075e-14
1.6868553176003496e-07,0.11225468935280898,0.9,0.0,0.0,0.0,0.0,0.09995369138724268,1.661814386710005e-05,2.4268077600895915e-06,4.888983200569919e-06,7.912915716202594e-06,8.616569973758089e-07,7.594942392793196e-06,3.1905479029293803e-06,4.272084140663274e-06,6.195059243205673e-06,8.951880390591588e-06,3.2776899999148606e-06,7.003298430185791e-06,1.0926516356552838e-08,8.096808681063472e-08,2.5810468182959948e-08,4.462425425573744e-09,1.4846137604066218e-05,5.021733097572062e-06,1.9113306432975126e-05,6.80275980000511e-06,2.74724502843186e-06,5.873725696138567e-10,3.997838569028552e-06,5.14953520754686e-13,1.6417167558117147e-08,2.3681298000053185e-13,2.2300503571109456e-13,2.624254057413485e-13,8.931165180162223e-14,5.2215208873533804e-14,6.98045380321579e-07,9.594419623124874e-07,4.7409214952458584e-14,1.1435301520164617e-06,3.542758303354697e-14,7.913795685404468e-14,6.541837266260025e-07,5.5887489981707464e-14
1.7207058668085592e-07,0.112254922378859,0.9,0.0,0.0,0.0,0.0,0.09995273577609273,1.7022724778005747e-05,2.4290321687799384e-06,4.949325968304155e-06,8.052814380392858e-06,8.617001808872239e-07,7.740427627624214e-06,3.2057131204325986e-06,4.318609013161434e-06,6.319372770880403e-06,9.194247444397873e-06,3.3114596046368154e-06,7.150053803819495e-06,1.0936531592743004e-08,8.104248120713463e-08,2.5811769569594365e-08,4.462660328771177e-09,1.5208595324219957e-05,5.1372936435236475e-06,1.9753559091641512e-05,6.97532038029949e-06,2.8587983152815584e-06,5.901664839400827e-10,4.118384249423507e-06,5.274843048366149e-13,1.6818823280912865e-08,2.409969789421035e-13,2.276754971597683e-13,2.6744919471553543e-13,9.293711578170007e-14,5.348933294489587e-14,7.266846130900458e-07,1.0051812313611233e-06,4.824739987966742e-14,1.1883756404361676e-06,3.681650789167137e-14,8.079630709595951e-14,6.817206545383399e-07,5.823931658641844e-14
1.7545564160167688e-07,0.11225515656802762,0.9,0.0,0.0,0.0,0.0,0.0999517790725753,1.7429141742215745e-05,2.431060497758206e-06,5.008922977829816e-06,8.191929065295745e-06,8.617360181855682e-07,7.88523398580337e-06,3.220086277270226e-06,4.36409217473031e-06,6.4436881168488425e-06,9.439068550254647e-06,3.3444305119678575e-06,7.2965229584589775e-06,1.094566399474623e-08,8.11103179158128e-08,2.581284976458423e-08,4.462857265290127e-09,1.5570657157526504e-05,5.252859374241708e-06,2.0401018817992622e-05,7.1480314315566914e-06,2.972463248604497e-06,5.928145972317077e-10,4.239486563437905e-06,5.40071678928757e-13,1.7220035364101625e-08,2.451574133212553e-13,2.3233673109911797e-13,2.7244940446863033e-13,9.663114036080518e-14,5.476203396940594e-14,7.557321818711282e-07,1.052023060077841e-06,4.90808877014523e-14,1.2340063769204826e-06,3.8229726725258613e-14,8.245142304010399e-14,7.098280685678223e-07,6.063982316587508e-14
1.7884069652249785e-07,0.11225539190371783,0.9,0.0,0.0,0.0,0.0,0.09995082127804371,1.7837353576298714e-05,2.4329099054133693e-06,5.067801366691668e-06,8.330263972644841e-06,8.617655762398581e-07,8.029353890148116e-06,3.233706902135463e-06,4.408555932733858e-06,6.568005430937294e-06,9.68633687924248e-06,3.3766215924678764e-06,7.442692126784442e-06,1.0953990816927059e-08,8.117217078089273e-08,2.5813740893769938e-08,4.463021782296228e-09,1.5932280789916057e-05,5.368429371334157e-06,2.1055588073576496e-05,7.320879622462962e-06,3.0882298957450168e-06,5.953241877664476e-10,4.3611163991053975e-06,5.527143642040212e-13,1.762075655609797e-08,2.4929440947505317e-13,2.369882992135148e-13,2.774257737443125e-13,1.0039340002413574e-13,5.603316311063939e-14,7.851770085641045e-07,1.0999661743101993e-06,4.9909703592097824e-14,1.2804180710450635e-06,3.966710568332895e-14,8.410314911452307e-14,7.385048283472327e-07,6.308891045361483e-14
1.822257514433188e-07,0.11225562836993414,0.9,0.0,0.0,0.0,0.0,0.09994986239397234,1.824731997950022e-05,2.4345960494824796e-06,5.125987371023176e-06,8.46782330783229e-06,8.617897672246743e-07,8.17278050642946e-06,3.2466127147046883e-06,4.452022157746327e-06,6.692324864281302e-06,9.936045449755026e-06,3.408051270818416e-06,7.588548338987731e-06,1.0961582557064317e-08,8.122856345888057e-08,2.5814470422218872e-08,4.46315862202149e-09,1.6293426780216312e-05,5.484002849405458e-06,2.1717172082015086e-05,7.493852787196832e-06,3.206088219253678e-06,5.977022007323064e-10,4.48324610038907e-06,5.654111092448e-13,1.8020942815615097e-08,2.534080938535635e-13,2.4162978860457423e-13,2.8237806697377706e-13,1.0422356585861628e-13,5.730258164649626e-14,8.150081526969334e-07,1.1490091755011941e-06,5.0733872747823445e-14,1.3276064574873622e-06,4.112851169627843e-14,8.575133875921834e-14,7.677497415309972e-07,6.558647474252124e-14
1.8561080636413977e-07,0.1122558659512509,0.9,0.0,0.0,0.0,0.0,0.09994890242194852,1.8659001516424073e-05,2.436133218303628e-06,5.183506350162702e-06,8.604611275941705e-06,8.618093709894827e-07,8.315507711534285e-06,3.2588396925378045e-06,4.4945122903358945e-06,6.816646569216746e-06,1.0188187138981211e-05,3.4387375363582932e-06,7.734079385467986e-06,1.0968503547342046e-08,8.127997380818536e-08,2.5815061830764703e-08,4.463271838597846e-09,1.6654058363908114e-05,5.59957913675213e-06,2.2385678721332277e-05,7.666939823492515e-06,3.3260280874633054e-06,5.99955260541348e-10,4.605849400248018e-06,5.781606895038958e-13,1.8420553092181424e-08,2.5749859289023704e-13,2.4626081060264535e-13,2.8730607317311206e-13,1.0812130589718833e-13,5.857016027097041e-14,8.45214816625208e-07,1.1991505491328342e-06,5.155342036298994e-14,1.3755672959912336e-06,4.261381247515813e-14,8.73958540046112e-14,7.975615668238652e-07,6.813240814391365e-14
1.8899586128496074e-07,0.11225610463278218,0.9,0.0,0.0,0.0,0.0,0.09994794136366474,1.9072359599984247e-05,2.437534450573333e-06,5.2403828108025865e-06,8.740632078379475e-06,8.618250542480358e-07,8.457530062666649e-06,3.270422137192315e-06,4.536047347826601e-06,6.940970699173908e-06,1.044275469364887e-05,3.4686979533701932e-06,7.879273780953324e-06,1.0974812493520614e-08,8.132683789427452e-08,2.581553519378973e-08,4.463364897842721e-09,1.701414127168769e-05,5.715157658876197e-06,2.3061018421909162e-05,7.840130599631303e-06,3.448039284609275e-06,6.020896830052489e-10,4.72890135621046e-06,5.909619067753288e-13,1.881954912324215e-08,2.6156603290703865e-13,2.508809996225144e-13,2.9220960487853283e-13,1.1208628544789952e-13,5.983577846006342e-14,8.757863500364512e-07,1.2503886725943182e-06,5.236837160992141e-14,1.4242963713123988e-06,4.412287650974928e-14,8.90365650661211e-14,8.279390168672547e-07,7.072659883431722e-14
1.923809162057817e-07,0.11225634440015456,0.9,0.0,0.0,0.0,0.0,0.09994697922091156,1.9487356474626573e-05,2.4388116446251655e-06,5.296640430666394e-06,8.875889910014666e-06,8.618373869799929e-07,8.598842767561715e-06,3.281392739335061e-06,4.5766479310336796e-06,7.065297408574574e-06,1.069974074008235e-05,3.4979496711241647e-06,8.024120730026275e-06,1.0980562966940726e-08,8.13695536443807e-08,2.581590767306698e-08,4.4634407625582675e-09,1.7373643561547936e-05,5.830737924393756e-06,2.374310406967803e-05,8.013415869571172e-06,3.5721115205090714e-06,6.041114873254317e-10,4.852378288420615e-06,6.038135886739883e-13,1.9217895246397805e-08,2.656105400360525e-13,2.5549001206397147e-13,2.9708849711638597e-13,1.1611816740881342e-13,6.109932388552383e-14,9.067122538195514e-07,1.3027218225185498e-06,5.3178751621794824e-14,1.4737894931479198e-06,4.565557306614484e-14,9.067334995458521e-14,8.588807609887782e-07,7.336893129067779e-14
1.9576597112660266e-07,0.11225658523948054,0.9,0.0,0.0,0.0,0.0,0.09994601599557087,1.990395519981893e-05,2.439975658157001e-06,5.352302081710992e-06,9.010388956751325e-06,8.618468564615206e-07,8.739441655686365e-06,3.291782642670769e-06,4.616334230967605e-06,7.189626852732111e-06,1.0959137793622097e-05,3.526509433683814e-06,8.168610094026621e-06,1.0985803853586289e-08,8.140848418277935e-08,2.5816193940214343e-08,4.463501965483282e-09,1.7732535463221237e-05,5.946319512980615e-06,2.4431850914199972e-05,8.186787195494358e-06,3.6982344398157403e-06,6.060264078586163e-10,4.976257720118681e-06,6.167145881213875e-13,1.96155582254741e-08,2.696322401322093e-13,2.6008752525776793e-13,3.0194260640528106e-13,1.2021661256931813e-13,6.236069185713219e-14,9.379821833539756e-07,1.3561481816269139e-06,5.3984585478063714e-14,1.5240424960523415e-06,4.721177218466231e-14,9.230609410226298e-14,8.903854278203838e-07,7.605928651436423e-14
