Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011),CHO2(367)
1.0257505326693863e-06,0.11233384106525933,0.9,0.0,0.0,0.0,0.0,0.09968534351396069,0.00013177071950542445,2.4498523935776824e-06,1.4229093369899117e-05,2.682808764464006e-05,8.602228052116702e-07,2.8711771456195126e-05,3.4680498322719675e-06,6.287338246044438e-06,3.7992688340846106e-05,0.00012745791764873975,4.69542213599357e-06,3.14688061137468e-05,1.1030274764804296e-08,8.173898556630207e-08,2.576756126313635e-08,4.462030221961579e-09,7.405120701207964e-05,3.4251792147450656e-05,0.0003092725891924374,5.073491108535904e-05,7.538900608264877e-05,6.396796854295823e-10,3.69313276153804e-05,4.069404076588395e-12,8.179921906171819e-08,8.001751399434718e-13,9.98662363847251e-13,9.887073463962744e-13,2.442559454211659e-12,2.5960412736474335e-13,8.479816526733146e-06,3.935156230654346e-05,1.6073763946383583e-13,2.8594243334826533e-05,8.828743710587274e-13,3.5560120431344186e-13,2.15005493615541e-05,1.8305892302678086e-12,8.681542466737872e-16,4.024248923808923e-06,1.818002602292801e-16,1.171780350194284e-06,1.0056298718906481e-16,2.159503063284628e-17,4.685085965865795e-18,6.476423835434438e-16,3.883176730998822e-16,7.299986490578863e-07,3.6424921405854895e-17,2.669271396831964e-16,2.1812794003657503e-17,1.5999109553386806e-16,3.3790253049317664e-13,9.698814567896393e-18,1.3203962485733153e-08,1.4050209521788805e-16,1.7963737309535434e-06,6.11080371888129e-13,7.900774186125103e-18,5.790558917094409e-17,4.2663198972629195e-13,6.437345747508625e-11,1.1373868178982393e-13,7.330983040423983e-14,2.908231074720089e-16,1.5199297327288734e-13,7.250781939734003e-18,2.617340463033343e-17,2.7591952203912147e-13,1.6349231990696898e-17,1.1985510515682408e-16,1.1445231836385333e-13,1.1400560822724666e-07,4.711123071440933e-14
1.0435421342928585e-06,0.11233574347014724,0.9,0.0,0.0,0.0,0.0,0.09967939060836714,0.00013411809219362707,2.4498182412075593e-06,1.4348669909734016e-05,2.7001981413331375e-05,8.601860980758574e-07,2.8961988972332155e-05,3.4679118993467884e-06,6.287605477481491e-06,3.866115240187927e-05,0.00013073921146950534,4.695603595764886e-06,3.176427485178076e-05,1.1030121040992577e-08,8.173784609707937e-08,2.5766461731632072e-08,4.4620274402769156e-09,7.464741626507745e-05,3.485768191755325e-05,0.0003170186694853381,5.164398331478547e-05,7.752244666373322e-05,6.396873944894123e-10,3.761817178130183e-05,4.141579242098484e-12,8.245202935070554e-08,8.052999677405779e-13,1.0079617954199495e-12,9.972472934120978e-13,2.5114891522229366e-12,2.6167495242074393e-13,8.575277768017976e-06,4.054086067733679e-05,1.6177953431709855e-13,2.9368893394112992e-05,9.067229198132809e-13,3.589400643027323e-13,2.2145347531962154e-05,1.8853437971310164e-12,8.837095366749407e-16,4.218022313987275e-06,1.8518079734754557e-16,1.2406834600637818e-06,1.0234174740804686e-16,2.254519317241006e-17,4.9358076426111725e-18,6.709794214998734e-16,4.064546498780117e-16,7.722558409008637e-07,3.776265122834583e-17,2.7648337645508775e-16,2.2846840723082644e-17,1.6742608048359597e-16,3.5007850149039236e-13,1.024668269619225e-17,1.4231676219336582e-08,1.4689169627488397e-16,1.8689128559502146e-06,6.220297648465748e-13,8.2655931832535e-18,6.052534919791828e-17,4.342770056051983e-13,6.552699523099686e-11,1.1905103902142302e-13,7.664373686046492e-14,3.049070169228038e-16,1.593536810521915e-13,7.647790553032467e-18,2.6642381805853272e-17,2.8086347280350465e-13,1.715243189184784e-17,1.2563114740156616e-16,1.1647310048325041e-13,1.181141294436594e-07,4.8712314711930913e-14
1.0613337359163306e-06,0.11233765195152955,0.9,0.0,0.0,0.0,0.0,0.09967342876325003,0.00013646044359396205,2.4497839474948834e-06,1.4465179484009487e-05,2.717076150481091e-05,8.601493206776826e-07,2.9206895100264584e-05,3.4677738091695114e-06,6.287802535740058e-06,3.932987922237072e-05,0.00013404082021251538,4.6957376206663704e-06,3.2053716075768024e-05,1.1029966680698094e-08,8.17367019188157e-08,2.5765360096052803e-08,4.462024239153581e-09,7.522283445607109e-05,3.546353377104694e-05,0.0003248095984881166,5.2552916103352704e-05,7.967217118303258e-05,6.396950826346726e-10,3.8304982560028516e-05,4.213587653422391e-12,8.308175328617129e-08,8.102713887494091e-13,1.0170683920103516e-12,1.0056029045773032e-12,2.5809353984704815e-12,2.6367256184638413e-13,8.66785631095562e-06,4.1739537565425145e-05,1.6279079228643246e-13,3.0147909612236567e-05,9.307024591189145e-13,3.622108140008682e-13,2.279602718788608e-05,1.9405903557362525e-12,8.992624302264028e-16,4.416777233959222e-06,1.885611552012565e-16,1.3120759801948026e-06,1.0412039262173535e-16,2.3517827863628252e-17,5.19459489692705e-18,6.947016745201816e-16,4.250705304048611e-16,8.159889057741308e-07,3.912299575151395e-17,2.8619665928679535e-16,2.3908676014903387e-17,1.7505656991671486e-16,3.6245545548770627e-13,1.0813935905344412e-17,1.5317749202024817e-08,1.5343928770109405e-16,1.9426801818348548e-06,6.329774782992617e-13,8.639604088808005e-18,6.32096010784371e-17,4.4192084883155714e-13,6.668035604826014e-11,1.2450366846631292e-13,8.006007801014013e-14,3.193845318149579e-16,1.6692010050637614e-13,8.058217846868293e-18,2.7111287045904195e-17,2.8580666522487563e-13,1.7978463042298732e-17,1.3156795227379762e-16,1.184925790468515e-13,1.222945317616035e-07,5.0326590650720203e-14
1.0791253375398027e-06,0.11233956631015825,0.9,0.0,0.0,0.0,0.0,0.09966745830887148,0.00013879776801036534,2.4497494723611155e-06,1.457864619597654e-05,2.7334576582453985e-05,8.601124698730856e-07,2.944653427879008e-05,3.467635543791325e-06,6.287937660638908e-06,3.999885923183463e-05,0.00013736214288965928,4.695829760100378e-06,3.233725166881383e-05,1.1029811503862409e-08,8.173555169362325e-08,2.576425626219749e-08,4.46202052899106e-09,7.577779006845771e-05,3.606934766051555e-05,0.00033264420275890054,5.346170941708952e-05,8.183774451308689e-05,6.397027328104724e-10,3.899175990696243e-05,4.285429161820331e-12,8.368875915625003e-08,8.150938731559888e-13,1.0259860664222482e-12,1.0137757538503833e-12,2.6508839607164507e-12,2.655981238993574e-13,8.757591327841449e-06,4.2947263872471976e-05,1.6377230407722543e-13,3.093113708059004e-05,9.548081707486879e-13,3.6541483070837256e-13,2.3452462940052742e-05,1.9963181040016395e-12,9.148129269372277e-16,4.620505290885217e-06,1.919413339623531e-16,1.3859830076836386e-06,1.05898922706267e-16,2.4512945185049582e-17,5.461512672117288e-18,7.188076769111884e-16,4.441673714366172e-16,8.612098298065813e-07,4.0505870829657145e-17,2.9606642020477947e-16,2.4998428939560316e-17,1.8288340558106997e-16,3.7503263209059016e-13,1.1400808799809655e-17,1.6464247906846494e-08,1.601451887744431e-16,2.0176531313677598e-06,6.439235118343794e-13,9.022828659234563e-18,6.595847655714401e-17,4.495635191198288e-13,6.78335398837601e-11,1.300971727484509e-13,8.355902071568656e-14,3.342580670824434e-16,1.746934939617218e-13,8.482201452624301e-18,2.7580120332759282e-17,2.907490991178817e-13,1.882747336051065e-17,1.3766650702852753e-16,1.205107681878458e-13,1.2654676900315182e-07,5.195320581072287e-14
1.0969169391632749e-06,0.11234148635028081,0.9,0.0,0.0,0.0,0.0,0.09966147957016706,0.00014113006347204568,2.449714777009401e-06,1.4689095960337674e-05,2.7493570987770573e-05,8.600755426509108e-07,2.968095105233332e-05,3.4674970852031047e-06,6.28801812319879e-06,4.066808274248101e-05,0.00014070259061649,4.6958849098997646e-06,3.261500104816746e-05,1.1029655335260603e-08,8.173439412726316e-08,2.5763150139841614e-08,4.4620162210664835e-09,7.631261162374611e-05,3.667512354114561e-05,0.00034052132312454127,5.4370363229660945e-05,8.401873620881211e-05,6.397103284924367e-10,3.967850377670465e-05,4.3571037346688845e-12,8.427341520488756e-08,8.197717610985116e-13,1.0347186517404133e-12,1.0217674180844305e-12,2.721320763721673e-12,2.6745280668926657e-13,8.844522466951457e-06,4.4163715765902234e-05,1.647249345018068e-13,3.171842554968643e-05,9.790353820888518e-13,3.685534638724732e-13,2.4114531829240748e-05,2.0525164506729088e-12,9.30361026607575e-16,4.82919600976018e-06,1.9532133349339047e-16,1.462428291241668e-06,1.0767733766711278e-16,2.5530549478410308e-17,5.736622813788935e-18,7.432959108604115e-16,4.637470164957697e-16,9.079297758923455e-07,4.191119524066362e-17,3.0609206887252157e-16,2.6116214744871016e-17,1.9090735766710903e-16,3.878092361448784e-13,1.200752924977757e-17,1.7673262626569746e-08,1.6700966352609003e-16,2.0938087759716158e-06,6.548678651374992e-13,9.415284940362748e-18,6.877209029590916e-17,4.57205016248196e-13,6.898654670399788e-11,1.3583209193696243e-13,8.71407026920484e-14,3.4952989624954473e-16,1.8267504989394065e-13,8.919873396549858e-18,2.80488816530804e-17,2.956907743399217e-13,1.9699601506333023e-17,1.439277524021328e-16,1.2252768214601178e-13,1.3087079549500855e-07,5.359130564782564e-14
1.114708540786747e-06,0.11234341187960573,0.9,0.0,0.0,0.0,0.0,0.09965549286674776,0.00014345733146469398,2.4496798239165674e-06,1.4796556340830987e-05,2.7647884866084754e-05,8.600385361309024e-07,2.9910190237824734e-05,3.4673584155296197e-06,6.288050339656205e-06,4.133753996765005e-05,0.0001440615864347408,4.69590738948599e-06,3.2887081215085315e-05,1.1029498005947871e-08,8.173322796772258e-08,2.576204164268311e-08,4.46201123050411e-09,7.682762753289386e-05,3.728086137066913e-05,0.0003484398146957511,5.527887752214914e-05,8.621472052038268e-05,6.397178538009192e-10,4.036521412298103e-05,4.42861144712547e-12,8.483608946682897e-08,8.243092663592191e-13,1.0432699035453914e-12,1.0295794833177054e-12,2.7922318892882926e-12,2.6923777751862284e-13,8.928689777228426e-06,4.5388574676837414e-05,1.6564952323047988e-13,3.250962929628352e-05,1.003379561935162e-12,3.71628035632777e-13,2.478211327743975e-05,2.1091750109110277e-12,9.459067289637557e-16,5.042836910746702e-06,1.987011537628119e-16,1.541434235379413e-06,1.0945563741520324e-16,2.6570640613410926e-17,6.0199841322384565e-18,7.681649917260523e-16,4.83811235588404e-16,9.561590944474518e-07,4.3338891199543484e-17,3.162730522180571e-16,2.7262144837690036e-17,1.9912915368552026e-16,4.007845430854169e-13,1.2634318241948608e-17,1.894690655165548e-08,1.7403296809939439e-16,2.1711238711074467e-06,6.658105379812691e-13,9.816990615903341e-18,7.165054918260756e-17,4.648453400568585e-13,7.01393764849292e-11,1.417089441573569e-13,9.080525730173888e-14,3.6520224623696884e-16,1.9086593170630898e-13,9.371360083749377e-18,2.851757099711121e-17,3.006316907882344e-13,2.0594983819826508e-17,1.5035260200019715e-16,1.2454333521751544e-13,1.3526656607171714e-07,5.524005297496988e-14
1.150291744033691e-06,0.11234727865381132,0.9,0.0,0.0,0.0,0.0,0.09964349681762219,0.00014809680686838866,2.4496090007302545e-06,1.5002626576270106e-05,2.7943011361775165e-05,8.599642743240056e-07,3.0353317198304517e-05,3.4670803728056217e-06,6.287991987949682e-06,4.26771160239852e-05,0.00015083297309979326,4.695869114040645e-06,3.341469012647801e-05,1.1029179218917147e-08,8.173086506980195e-08,2.5759817198163012e-08,4.461998880342034e-09,7.779955462840949e-05,3.849222271972539e-05,0.0003643964035260989,5.709548750699951e-05,9.064998763122808e-05,6.397326307511995e-10,4.173853405551679e-05,4.571127088567315e-12,8.589696275348427e-08,8.329793743116395e-13,1.059843051967389e-12,1.0446712328697446e-12,2.935422225656045e-12,2.7260324664892597e-13,9.08889472535925e-06,4.7862265559606e-05,1.674178128854517e-13,3.4103221595046513e-05,1.0524013855332723e-12,3.7759015025329614e-13,2.613334316128814e-05,2.223832240136734e-12,9.76990941850945e-16,5.484909770327891e-06,2.0546025698681117e-16,1.707211043266725e-06,1.1301189094053178e-16,2.87182601462076e-17,6.611680933222406e-18,8.190400309447847e-16,5.253998453730036e-16,1.0571832601952378e-06,4.626107528507166e-17,3.370988317573928e-16,2.963884965235505e-17,2.1616893476874327e-16,4.273283242541055e-13,1.394895251698615e-17,2.1696643695089237e-08,1.8855695566338056e-16,2.3291380611102953e-06,6.876908418027537e-13,1.064821379944641e-17,7.760237665354224e-17,4.801224673801642e-13,7.244450487821015e-11,1.5389033750621088e-13,9.838344918110147e-14,3.977570324392869e-16,2.0788012862155067e-13,1.0316255765637211e-17,2.945473373516338e-17,3.1051124714504945e-13,2.2456035488398006e-17,1.6369661216381538e-16,1.2857091628253823e-13,1.4427316137106024e-07,5.856618555023693e-14
1.1823166269559407e-06,0.11235077566432976,0.9,0.0,0.0,0.0,0.0,0.09963267623162333,0.00015225521822772673,2.4495440277137847e-06,1.517817124049451e-05,2.81939420650132e-05,8.598971412468708e-07,3.0734883541516216e-05,3.4668292400674697e-06,6.287824644826618e-06,4.3883434182474e-05,0.00015698510556022885,4.695756701623605e-06,3.387127543707619e-05,1.102888676243087e-08,8.172869736991516e-08,2.5757806289657474e-08,4.461984642487645e-09,7.860984090748985e-05,3.9582317425258734e-05,0.0003788876311384633,5.8729959289154866e-05,9.468882874426475e-05,6.397455371626966e-10,4.297440686151554e-05,4.6988232119887396e-12,8.67802531082363e-08,8.403421774167319e-13,1.0741748694289156e-12,1.0576558244797926e-12,3.065779330599096e-12,2.7540543359235363e-13,9.224034593619534e-06,5.0114251034284365e-05,1.689213051734143e-13,3.554947118577263e-05,1.0968783569216694e-12,3.827496874091239e-13,2.7367140454105754e-05,2.3284975783969677e-12,1.0049585356890968e-15,5.899541398745616e-06,2.115428370598648e-16,1.865365112339867e-06,1.1621212455002058e-16,3.072792657641883e-17,7.17295761967663e-18,8.661159763412348e-16,5.645018373393208e-16,1.1533546879388919e-06,4.896676282648883e-17,3.56367792755384e-16,3.18750973930289e-17,2.321875810526368e-16,4.5188995019087594e-13,1.5202838626986426e-17,2.441407451944044e-08,2.0217371840626302e-16,2.4750777076037443e-06,7.073773675186491e-13,1.1428090775696213e-17,8.318163816418616e-17,4.938678688335681e-13,7.451851489963871e-11,1.653433967812172e-13,1.0548827802877122e-13,4.2844674612441274e-16,2.2391958065155773e-13,1.1215063479993235e-17,3.029793401674379e-17,3.1940025261149227e-13,2.421177989735644e-17,1.7627423988435023e-16,1.3219157175721215e-13,1.526240192904843e-07,6.158789843413484e-14
1.2143415098781903e-06,0.11235428762415249,0.9,0.0,0.0,0.0,0.0,0.09962183456792235,0.00015639749780276593,2.4494776932748934e-06,1.5344519374232987e-05,2.8431708139079103e-05,8.598297123154126e-07,3.110039568777644e-05,3.4665771629038713e-06,6.2875711730928756e-06,4.50903546439204e-05,0.00016318888777930757,4.695585670641231e-06,3.4311206741935695e-05,1.1028588175294906e-08,8.172648426349739e-08,2.5755786520313927e-08,4.4619670089243126e-09,7.936104396691624e-05,4.067228829847166e-05,0.0003934957529187776,6.036397904838619e-05,9.87698423693579e-05,6.397579870369492e-10,4.4210170289945236e-05,4.825984066815511e-12,8.759801952343825e-08,8.473102785511407e-13,1.087974192068115e-12,1.070084003036305e-12,3.197464062147654e-12,2.779998244820175e-13,9.35085427096103e-06,5.23887607297017e-05,1.7034592687850478e-13,3.7006333527301864e-05,1.1416698842377106e-12,3.8772103692028955e-13,2.8617027089450763e-05,2.4345015109095113e-12,1.032918365203139e-15,6.329933862078202e-06,2.176248362944715e-16,2.0321035054273564e-06,1.1941198417029066e-16,3.2810241127556064e-17,7.761751507716856e-18,9.144043700568542e-16,6.051953272864674e-16,1.2545416127386021e-06,5.1743733630989205e-17,3.761316416394499e-16,3.4203915362218665e-17,2.4885616529691834e-16,4.770841598384439e-13,1.652488082168916e-17,2.7374716621414602e-08,2.1630780417501891e-16,2.6244016313695972e-06,7.270584488121251e-13,1.2238136352380363e-17,8.897217116059723e-17,5.076094689138681e-13,7.659195134126072e-11,1.772626103102306e-13,1.1286303066030365e-13,4.604650098579984e-16,2.4065337871671896e-13,1.2160345325333944e-17,3.1140901106514784e-17,3.2828679977129024e-13,2.6044768341220344e-17,1.893946671501714e-16,1.3580836676853524e-13,1.612066490684043e-07,6.463152204906213e-14
1.2463663928004399e-06,0.11235781353304117,0.9,0.0,0.0,0.0,0.0,0.09961097349911818,0.00016052375122251503,2.4494098233076927e-06,1.5501873635253803e-05,2.8656990464024384e-05,8.59761975302498e-07,3.145013729180342e-05,3.4663240535069213e-06,6.287248918264057e-06,4.629781891562669e-05,0.00016944136356548584,4.695367690275138e-06,3.4735085251456026e-05,1.1028282675200446e-08,8.172421993832371e-08,2.5753757523755215e-08,4.4619455937224094e-09,8.005505622394577e-05,4.176213517777951e-05,0.00040821461382184264,6.199754691454461e-05,0.0001028907196716577,6.397699030870433e-10,4.544582403857911e-05,4.9526131209401685e-12,8.835237978578243e-08,8.539041459960265e-13,1.10126031882383e-12,1.0819657758205998e-12,3.3304010656243333e-12,2.8039313701884294e-13,9.469594197656295e-06,5.468412596663499e-05,1.716957574351965e-13,3.847310612139254e-05,1.1867541456433295e-12,3.925109925674493e-13,2.9882379875724846e-05,2.5417904118482407e-12,1.0608704338441438e-15,6.77595170657052e-06,2.2370625526609227e-16,2.207509408437213e-06,1.226114695215953e-16,3.4965050219217674e-17,8.378304774943458e-18,9.638974743847264e-16,6.474861506034344e-16,1.3607766970807733e-06,5.459154659832922e-17,3.9638740086359645e-16,3.662569542787073e-17,2.6617712223187805e-16,5.029069371362176e-13,1.7916131040884872e-17,3.0591599518505403e-08,2.3095981906220565e-16,2.776967255798446e-06,7.467340872354956e-13,1.3078402091870935e-17,9.497424558468325e-17,5.213472687142107e-13,7.866481436778614e-11,1.896496885441675e-13,1.2050802484200697e-13,4.938220420476992e-16,2.580868647760745e-13,1.3152641419500989e-17,3.198363507062648e-17,3.371708893279587e-13,2.7955635945854406e-17,2.0306210760612704e-16,1.3942138600719034e-13,1.7002080589792938e-07,6.769257488615915e-14
1.2783912757226895e-06,0.11236135242445287,0.9,0.0,0.0,0.0,0.0,0.0996000946428968,0.00016463410540879246,2.4493402561809566e-06,1.5650444391923072e-05,2.8870434703991492e-05,8.596939192474649e-07,3.1784399947969755e-05,3.4660698301123278e-06,6.286871720303677e-06,4.7505768683697505e-05,0.0001757396884911391,4.695112070838485e-06,3.5143490459611955e-05,1.1027969532773006e-08,8.17218990021256e-08,2.5751718971517304e-08,4.461920031756717e-09,8.06937578066192e-05,4.285185792405697e-05,0.00042303821246319383,6.363066307867991e-05,0.00010704920418826318,6.397812146263793e-10,4.668136779706594e-05,5.078714505510111e-12,8.904543708808715e-08,8.601431880399707e-13,1.114051848112225e-12,1.0933114164574232e-12,3.464516732451581e-12,2.8259204203023e-13,9.580495017911942e-06,5.699873236916288e-05,1.7297466528717938e-13,3.994912451570095e-05,1.2321105079805794e-12,3.971261027709703e-13,3.116259705445337e-05,2.6503125149550693e-12,1.0888147457052146e-15,7.237444238028018e-06,2.2978709320021346e-16,2.391652757843153e-06,1.258105806932317e-16,3.71921601144031e-17,9.022832752054624e-18,1.0145877842094235e-15,6.913787300044279e-16,1.4720851620307564e-06,5.750979167271951e-17,4.1713211837703317e-16,3.914074073451003e-17,2.84152349092981e-16,5.293543495002025e-13,1.9377575112080873e-17,3.4077918946167363e-08,2.4613009525863924e-16,2.9326312558284944e-06,7.664042851000903e-13,1.394892120244348e-17,1.0118803286726396e-16,5.350812698384231e-13,8.073710422134779e-11,2.0250592626262828e-13,1.2842343288248757e-13,5.285271708503114e-16,2.7622491345469625e-13,1.4192436361693316e-17,3.2826136008412674e-17,3.460525223228379e-13,2.994496160740765e-17,2.1728044334076948e-16,1.430307140220512e-13,1.7906625039182178e-07,7.076669979485666e-14
1.310416158644939e-06,0.11236490336544148,0.9,0.0,0.0,0.0,0.0,0.09958919956245137,0.00016872870609586089,2.449268842468406e-06,1.5790448130252148e-05,2.907265313118139e-05,8.59625534420336e-07,3.2103483138540846e-05,3.465814417219706e-06,6.286450629635404e-06,4.8714146042341226e-05,0.00018208112686971998,4.694826246334818e-06,3.553698092957047e-05,1.1027648074446894e-08,8.171951646941094e-08,2.5749670572011345e-08,4.461889987265584e-09,8.127901414912808e-05,4.3941456419655175e-05,0.00043796070193371367,6.526332778931086e-05,0.00011124309264281174,6.397918561002859e-10,4.7916801247703826e-05,5.204292938785631e-12,8.967927736686747e-08,8.660458079074346e-13,1.1263667061367818e-12,1.1041314656785074e-12,3.5997392242114478e-12,2.846031554632971e-13,9.683796957537214e-06,5.9331019454534715e-05,1.7418631881017164e-13,4.143376032317358e-05,1.2777194646972314e-12,4.0157267941682454e-13,3.2457097533327285e-05,2.760017846282515e-12,1.116751305691818e-15,7.714246796560579e-06,2.3586734950858024e-16,2.5845905560442548e-06,1.2900931770376408e-16,3.949134421045595e-17,9.695525297952042e-18,1.0664681131140033e-15,7.36876414470071e-16,1.588485085591354e-06,6.049807096269463e-17,4.383629605588763e-16,4.174929246704275e-17,3.0278329290476666e-16,5.56422634870506e-13,2.0910134208416607e-17,3.784701952735624e-08,2.6181879755920155e-16,3.0912500901668426e-06,7.860690454051011e-13,1.484971710531157e-17,1.076136317195906e-16,5.48811474373636e-13,8.28088212170654e-11,2.1583230336187705e-13,1.3660933963465822e-13,5.64589078324144e-16,2.950720609432051e-13,1.5280160639539428e-17,3.366840404845706e-17,3.5493170010884044e-13,3.2013287023627627e-17,2.320532858840683e-16,1.466364350865774e-13,1.8834274857166282e-07,7.384970360841308e-14
1.3424410415671887e-06,0.11236846545582076,0.9,0.0,0.0,0.0,0.0,0.09957828976697056,0.00017280771563490054,2.449195444659683e-06,1.592210606867925e-05,2.9264226354184334e-05,8.595568122843061e-07,3.240769390674826e-05,3.465557745648973e-06,6.2859944785204654e-06,4.9922893701604116e-05,0.00018846304878859522,4.694516159320475e-06,3.591609505056025e-05,1.1027317683648372e-08,8.171706774796343e-08,2.5747612069420993e-08,4.461855160904377e-09,8.181267369373633e-05,4.503093056743707e-05,0.00045297639044156244,6.689554134879223e-05,0.0001154702356926315,6.398017649199599e-10,4.9152124066295465e-05,5.329353659332299e-12,9.02559667653521e-08,8.716294559906222e-13,1.1382221741071391e-12,1.114436722454024e-12,3.735998494736147e-12,2.864330311937448e-13,9.779739286157568e-06,6.167948015564635e-05,1.7533419666387047e-13,4.2926419337281406e-05,1.323562576836418e-12,4.058568063759711e-13,3.3765320147598433e-05,2.8708581594816142e-12,1.1446801203046012e-15,8.20618198863601e-06,2.419470250090724e-16,2.786367222823453e-06,1.3220768036535852e-16,4.186234848639414e-17,1.0396548208503947e-17,1.1195313318177438e-15,7.83981639238011e-16,1.7099877116137213e-06,6.35559721793018e-17,4.600772150339538e-16,4.4451544859834004e-17,3.2207100413496845e-16,5.841081058342023e-13,2.2514666789585293e-17,4.191237766015635e-08,2.780259652691997e-16,3.252680500350366e-06,8.057283717741328e-13,1.5780807830009477e-17,1.1425108171690585e-16,5.625378848651131e-13,8.487996573864564e-11,2.296295349307616e-13,1.4506576787924578e-13,6.020159286215115e-16,3.1463257616985933e-13,1.6416192328870896e-17,3.451043934542819e-17,3.6380842432616525e-13,3.416112763338543e-17,2.473840150404419e-16,1.5023863315991302e-13,1.978500718471125e-07,7.693756834700496e-14
1.3744659244894383e-06,0.11237203782774992,0.9,0.0,0.0,0.0,0.0,0.0995673667121911,0.00017687131103832402,2.4491199368501186e-06,1.6045642950353717e-05,2.9445704957510403e-05,8.594877454648338e-07,3.269734632607761e-05,3.465299752458929e-06,6.285510334924383e-06,5.11319551749771e-05,0.00019488292719393083,4.694186566405535e-06,3.628135176762336e-05,1.1026977791821501e-08,8.171454863745674e-08,2.5745543242712888e-08,4.461815269924383e-09,8.22965657035585e-05,4.612028028984834e-05,0.00046807974176066715,6.85273041097811e-05,0.00011972853858974808,6.398108851569938e-10,5.038733592306037e-05,5.45390236104222e-12,9.07775491949791e-08,8.769106789755834e-13,1.149634904756594e-12,1.1242382190025187e-12,3.8732263123411865e-12,2.880881519108769e-13,9.86855984996105e-06,6.404266028091165e-05,1.7642159762516232e-13,4.442653973750309e-05,1.3696224171067449e-12,4.099843478485296e-13,3.508672294817695e-05,2.9827868757104442e-12,1.1726011964613368e-15,8.713060876031906e-06,2.480261188098741e-16,2.997014977648416e-06,1.3540566896098312e-16,4.4304887061260785e-17,1.1126043996824415e-17,1.1737705148132435e-15,8.326955052954574e-16,1.8365977662184962e-06,6.668311844916378e-17,4.822721712646171e-16,4.7247606156868595e-17,3.4201603997635666e-16,6.124071335231814e-13,2.4191970027149577e-17,4.628758468296855e-08,2.9475139123398825e-16,3.4167799767150096e-06,8.253822684648772e-13,1.6742194121981904e-17,1.2110033927245816e-16,5.762605042762929e-13,8.695053823332193e-11,2.438979430845052e-13,1.5379260874284432e-13,6.408150415267063e-16,3.349102845445391e-13,1.7600857933362355e-17,3.535224208204793e-17,3.726826968950119e-13,3.638894413226941e-17,2.6327570671384454e-16,1.538373916177076e-13,2.0758799698633755e-07,8.002641526251912e-14
1.4064908074116879e-06,0.11237561964509053,0.9,0.0,0.0,0.0,0.0,0.09955643180101183,0.0001809196822360573,2.449042204415801e-06,1.6161285997418927e-05,2.9617611054384434e-05,8.594183277084059e-07,3.29727608124974e-05,3.465040380794833e-06,6.285003856380256e-06,5.2341274947248365e-05,0.0002013383350268653,4.693841276274895e-06,3.663325128448618e-05,1.1026627881268724e-08,8.171195531473009e-08,2.5743463904438914e-08,4.461770056195341e-09,8.273249819158475e-05,4.7209505527988063e-05,0.00048326537546034335,7.015861647180416e-05,0.00012401596173777392,6.398191662958446e-10,5.162243648356802e-05,5.577945139701858e-12,9.124604405054004e-08,8.819051665586922e-13,1.1606209478673754e-12,1.133547199597535e-12,4.0113562753453296e-12,2.8957492215586403e-13,9.950494666249044e-06,6.641915791308285e-05,1.774516498859465e-13,4.5933590383659355e-05,1.4158825163815275e-12,4.139609562525379e-13,3.642078251615061e-05,3.0957590233716574e-12,1.20051454147084e-15,9.234684120199609e-06,2.541046298405061e-16,3.216554250296024e-06,1.3860328374151104e-16,4.68186492362574e-17,1.188413320768507e-17,1.2291791246795873e-15,8.830181536665401e-16,1.9683137801530634e-06,6.987915292326576e-17,5.049452339681093e-16,5.013752738039434e-17,3.626185575146588e-16,6.413162835594181e-13,2.5942781385194477e-17,5.0986330360732105e-08,3.11994737951142e-16,3.583407190350305e-06,8.450307403013076e-13,1.773386853772957e-17,1.2816130425832664e-16,5.899793359631803e-13,8.90205392077951e-11,2.5863756742946033e-13,1.627896841790582e-13,6.809931526425747e-16,3.5590870417538054e-13,1.883443406941778e-17,3.619381246522679e-17,3.815545199909057e-13,3.8697162538781263e-17,2.797311954968294e-16,1.5743279313765733e-13,2.1755630607815368e-07,8.311254659903344e-14
