Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011),CHO2(367),S(1123),S(872),S(869),S(1124),S(1122),C4F10(82)
8.295226321316745e-05,0.11818709540484088,0.9,0.0,0.0,0.0,0.0,0.07863633062028315,0.00328583557618397,1.975748647091826e-06,7.099549579918625e-06,2.5931014931116676e-05,6.86304144208667e-07,2.0247738255805468e-05,2.7681497687979033e-06,5.664604668627494e-06,0.002461001831233098,0.012790104388320995,3.953450392042942e-06,3.653134366318016e-05,8.895675732172381e-09,6.592059069275482e-08,2.055791196519156e-08,3.647165169474245e-09,1.364790670684734e-05,0.002511653638616093,0.02776021319374577,0.0031366709576557536,0.0015563003324085387,5.263482693636608e-10,0.0028572240002867236,7.608345219818879e-11,1.130470028984187e-08,5.798922899921369e-13,8.692336788892427e-13,5.22777361902741e-13,3.780619960804097e-11,3.6674083234759294e-14,1.6405187429671583e-06,0.0018492466299910757,1.5757964376112381e-13,0.0010860380937931253,2.514188561502147e-11,4.1401062698953197e-13,0.00044813678722306605,2.8607798732573075e-11,5.3671088012950243e-14,0.005546489077229247,1.406104612301974e-14,0.0022803182968252783,7.373234023473221e-15,5.136041841839404e-14,1.6971953536065636e-14,9.489998380379481e-13,4.710599582583717e-13,0.001914249523702363,6.679061640824314e-14,4.639131022480501e-13,3.311209050725963e-14,2.301962276158628e-13,4.951370655187022e-10,1.928090951073374e-14,0.001597772617050937,3.1358272674722025e-13,0.001933029783999494,3.777988315094817e-11,2.2066121743223003e-14,1.5328650864626e-13,2.6378348511523744e-11,3.980164518352963e-09,1.379749768943366e-10,1.6361841452006e-10,3.562030142666104e-13,1.8616428635040054e-10,1.427637862352632e-14,1.6181630442335217e-15,1.7058603242240038e-11,2.505810975738027e-14,1.7411435506356968e-13,6.87065704766483e-12,0.000630979313322572,8.281446378813594e-13,4.2156121317866085e-16,3.6033837255482326e-12,2.896612244169227e-09,3.583307998008694e-12,4.857281578477585e-09,0.0005332655809718221
8.342086836177078e-05,0.11821489302485867,0.9,0.0,0.0,0.0,0.0,0.07853296719914149,0.0032895039387814446,1.973272612520996e-06,7.088766920254118e-06,2.589693171881071e-05,6.854328011913174e-07,2.022587247266143e-05,2.7646199194478057e-06,5.661984636475487e-06,0.002472152521232885,0.012854258131004815,3.949744780418534e-06,3.648356257812319e-05,8.88452759933362e-09,6.583797813069404e-08,2.0531811302063643e-08,3.6428690597624774e-09,1.3614667916781286e-05,0.0025242289602017648,0.027896091687498258,0.003149044063889144,0.0015558779645963624,5.257376316323326e-10,0.002871574103262274,7.605038652058969e-11,1.1259696467830892e-08,5.782328538395066e-13,8.667518379644785e-13,5.214037522551653e-13,3.773738263307072e-11,3.6530404739171276e-14,1.6359653875693482e-06,0.001855734653169254,1.5738807490087658e-13,0.0010870318120801297,2.5125902704220865e-11,4.1347558648115835e-13,0.0004478184020583717,2.8543183803074102e-11,5.388280226389759e-14,0.005579785029409545,1.413166616097595e-14,0.0022926527098023233,7.410150239061678e-15,5.166351262273069e-14,1.7068675567162136e-14,9.535826987556176e-13,4.726786104020936e-13,0.001924404505575104,6.718520395280627e-14,4.666465764168591e-13,3.326153785628518e-14,2.312315998907546e-13,4.975281559001468e-10,1.9359299961773535e-14,0.0016081173494125074,3.1503366714560805e-13,0.0019457730008022981,3.792891201563605e-11,2.219201872599201e-14,1.541586825031546e-13,2.6482402311748093e-11,3.995864941884821e-09,1.3844908534044658e-10,1.643754733365699e-10,3.5727001648684517e-13,1.8672193945558096e-10,1.434072048917874e-14,1.6245461502460907e-15,1.7125893664102195e-11,2.5160151424778274e-14,1.7482066950981256e-13,6.897821804772452e-12,0.0006374210832097828,8.300762654999236e-13,4.2367845943552e-16,3.621425207837618e-12,2.911115051116436e-09,3.6013048402051952e-12,4.881676838442304e-09,0.0005382392107390185
8.388947351037411e-05,0.11824265448772364,0.9,0.0,0.0,0.0,0.0,0.07842975102700099,0.0032931183495629062,1.970799374543046e-06,7.078023878450979e-06,2.5862897087137767e-05,6.845626108495053e-07,2.02040668673824e-05,2.7610946250679464e-06,5.6593643558094e-06,0.0024832770708771885,0.012918350065590877,3.946043323653207e-06,3.643584813415664e-05,8.873392057614531e-09,6.575545887658103e-08,2.0505745166785704e-08,3.6385776389705074e-09,1.3581671921159853e-05,0.0025367877482407038,0.028031799564672645,0.003161366743544441,0.0015554530007053616,5.251276017413954e-10,0.002885905601406766,7.601603378276175e-11,1.1215011169335976e-08,5.765785425547286e-13,8.642776190356105e-13,5.200349558725545e-13,3.7668644345398186e-11,3.6387731552483975e-14,1.6314433435535478e-06,0.0018622082648857546,1.571967848177017e-13,0.001088017454773353,2.5109735309832492e-11,4.1294129703376314e-13,0.0004475052973935939,2.8479050880705398e-11,5.4093653673753785e-14,0.005613046562451814,1.4202194640600105e-14,0.002304974232161091,7.447017918677968e-15,5.196595512962986e-14,1.7165303545933002e-14,9.58141071032799e-13,4.742872814855064e-13,0.0019345433038314057,6.757883242248227e-14,4.693733434433911e-13,3.341056377526972e-14,2.3226402963844317e-13,4.999064695300829e-10,1.9437658516250594e-14,0.0016184517622807656,3.164788874971147e-13,0.0019585060366683,3.8077333513383764e-11,2.2317756519848236e-14,1.5502973637550372e-13,2.658603204093485e-11,4.011501378374558e-09,1.3892027030175108e-10,1.6512954759758206e-10,3.583331437789076e-13,1.872775673862279e-10,1.4404904694172995e-14,1.6309032419185456e-15,1.7192909843939657e-11,2.5262109340788744e-14,1.7552639470652272e-13,6.92487674920649e-12,0.0006438881561432476,8.319978998818735e-13,4.2579296069403447e-16,3.639442969881225e-12,2.9255987903318604e-09,3.619278348529597e-12,4.90604046864278e-09,0.0005432195573136121
8.435807865897744e-05,0.11827037990090462,0.9,0.0,0.0,0.0,0.0,0.07832668179894499,0.0032966795035586412,1.9683289317575044e-06,7.067319980609429e-06,2.5828910936011427e-05,6.836935712375507e-07,2.0182320758290406e-05,2.757573878882311e-06,5.65674380005404e-06,0.002494375537219363,0.012982380307309952,3.942346014443294e-06,3.6388200202825385e-05,8.862269100712085e-09,6.567303288368411e-08,2.047971350107404e-08,3.6342909051002742e-09,1.3548915097178878e-05,0.002549330026286975,0.02816733716034928,0.0031736391380788247,0.0015550255045067042,5.245181798937435e-10,0.002900218519637584,7.598041592943207e-11,1.1170640064181398e-08,5.749293375012853e-13,8.618109947143667e-13,5.186709389478497e-13,3.7599986190769146e-11,3.624605005589268e-14,1.6269521515152783e-06,0.0018686675344825286,1.5700577292238533e-13,0.001088995144549515,2.5093387136429998e-11,4.124077571996944e-13,0.00044719738543910233,2.8415392397411102e-11,5.430364466296844e-14,0.0056462735532738255,1.4272631684513444e-14,0.0023172829289136556,7.483837131466914e-15,5.226774456571445e-14,1.7261837552297046e-14,9.626749866454041e-13,4.758860168525229e-13,0.0019446660176710405,6.797149970822661e-14,4.720933892551902e-13,3.355916964745039e-14,2.3329352666329666e-13,5.022720229874665e-10,1.9515985236733307e-14,0.0016287758313183645,3.179184010508967e-13,0.0019712288294305843,3.822514934798361e-11,2.2443335145186185e-14,1.5589967053736068e-13,2.668923888869265e-11,4.027074007319316e-09,1.393885450596316e-10,1.6588064421613496e-10,3.593924069787618e-13,1.8783117580559663e-10,1.4468931802982993e-14,1.6372343922265944e-15,1.7259652551059103e-11,2.5363983701286008e-14,1.7623153206203986e-13,6.9518221883284874e-12,0.0006503804289390856,8.339096014734593e-13,4.279047206305703e-16,3.657437045471469e-12,2.940063488979837e-09,3.6372285542351714e-12,4.930372511443758e-09,0.0005482064505089433
8.482668380758077e-05,0.11829806936654427,0.9,0.0,0.0,0.0,0.0,0.07822375921184158,0.003300188086300544,1.9658612818252377e-06,7.056654781075798e-06,2.5794973165535502e-05,6.82825680248538e-07,2.016063346406253e-05,2.754057673415609e-06,5.6541229442559674e-06,0.0025054479771367123,0.013046348970070837,3.9386528455302155e-06,3.6340618655395095e-05,8.851158718096626e-09,6.559070007395159e-08,2.0453716241815602e-08,3.630008852968077e-09,1.3516394233163874e-05,0.002561855817847229,0.028302704808508956,0.0031858613885782172,0.0015545955378852686,5.239093657386704e-10,0.002914512882829459,7.594355448502734e-11,1.1126579368496336e-08,5.732852201189585e-13,8.593519376991285e-13,5.173116682873105e-13,3.7531409533553555e-11,3.6105348361320517e-14,1.6224913956283601e-06,0.0018751125301497624,1.5681503863712623e-13,0.001089965000585791,2.5076861741683214e-11,4.1187496552161275e-13,0.0004468945800635392,2.8352200978197298e-11,5.451277764563888e-14,0.005679465882231189,1.434297741512768e-14,0.002329578864509125,7.520607946434243e-15,5.2568879812867555e-14,1.735827774480382e-14,9.671844818056829e-13,4.774748624621909e-13,0.0019547727452628116,6.836320404632786e-14,4.748067021716256e-13,3.370735691463612e-14,2.343201011743054e-13,5.046248351658395e-10,1.9594280081085717e-14,0.0016390895330598181,3.1935222235576457e-13,0.001983941318235181,3.837236121875624e-11,2.2568754728893273e-14,1.5676848599999746e-13,2.679202404150796e-11,4.042583007745134e-09,1.398539230756346e-10,1.6662877078335407e-10,3.604478151562935e-13,1.8838276945396328e-10,1.4532802403322344e-14,1.6435396739544165e-15,1.732612255274816e-11,2.5465774565297653e-14,1.769360820355561e-13,6.978658428708134e-12,0.0006568977986959145,8.358114103209237e-13,4.300137429152011e-16,3.675407468332745e-12,2.954509174170023e-09,3.655155488521691e-12,4.954673009137465e-09,0.0005531997220234091
8.52952889561841e-05,0.11832572298781399,0.9,0.0,0.0,0.0,0.0,0.0781209829646195,0.0033036447735687673,1.963396424342448e-06,7.046027827356774e-06,2.5761083676932377e-05,6.819589361410054e-07,2.0139004313947594e-05,2.7505460024200123e-06,5.651501764413331e-06,0.0025164944472725118,0.013110256166203683,3.934963809704944e-06,3.629310336503676e-05,8.840060907952947e-09,6.550846043390063e-08,2.0427753336843956e-08,3.6257314838917463e-09,1.3484105787736506e-05,0.0025743651463772,0.028437902841148353,0.003198033635734308,0.001554163161052103,5.233011599837752e-10,0.0029287887158141474,7.590547067725623e-11,1.108282475370776e-08,5.716461719670757e-13,8.56900420891318e-13,5.159571104085668e-13,3.746291570377176e-11,3.596561284909944e-14,1.6180606388262116e-06,0.0018815433190726273,1.5662458138281892e-13,0.0010909271392749473,2.5060162627106976e-11,4.113429205659707e-13,0.000446596796842123,2.8289469375930292e-11,5.472105502911646e-14,0.005712623433197537,1.4413231954642682e-14,0.0023418621025668445,7.557330432436131e-15,5.2869359738943354e-14,1.7454624220723778e-14,9.71669592823244e-13,4.790538634994631e-13,0.0019648635835985144,6.875394367155312e-14,4.775132704985501e-13,3.385512697011835e-14,2.3534376304173397e-13,5.069649250096181e-10,1.9672543043424126e-14,0.0016493928449243863,3.2078036493918016e-13,0.0019966434434792405,3.85189708202739e-11,2.2694015321125426e-14,1.5763618324153841e-13,2.6894388682551876e-11,4.058028558177807e-09,1.4031641758457994e-10,1.6737393435748497e-10,3.6149937796129853e-13,1.889323533746437e-10,1.4596517060550336e-14,1.6498191596828136e-15,1.7392320614150426e-11,2.5567482039380268e-14,1.7764004541566098e-13,7.005385776050841e-12,0.0006634401628057809,8.377034066429297e-13,4.3212003121165993e-16,3.6933542721164006e-12,2.9689358729533552e-09,3.6730591825350164e-12,4.978942003943055e-09,0.0005581992055089616
8.576389410478743e-05,0.11835334086548856,0.9,0.0,0.0,0.0,0.0,0.07801835275784429,0.0033070502316813466,1.9609343560496766e-06,7.035438717893477e-06,2.572724237123434e-05,6.810933366379126e-07,2.0117432666868283e-05,2.7470388580834703e-06,5.648880237135321e-06,0.002527515004116699,0.01317410200687032,3.931278899799971e-06,3.624565420373959e-05,8.828975655607115e-09,6.542631385480795e-08,2.0401824717957342e-08,3.621458788534131e-09,1.3452046887670644e-05,0.00258685803528568,0.028572931589587253,0.003210156019866267,0.0015537284322837146,5.226935616250811e-10,0.0029430460433798556,7.586618544804607e-11,1.1039372938213643e-08,5.700121746705048e-13,8.54456417249238e-13,5.14607232693388e-13,3.739450598702292e-11,3.5826833223334297e-14,1.6136595090320541e-06,0.0018879599672465002,1.564344005738184e-13,0.0010918816732581216,2.5043293198331056e-11,4.108116208888203e-13,0.0004463039529855225,2.8227190460204947e-11,5.492847921437891e-14,0.0057457460934581496,1.4483395425044645e-14,0.0023541327062734387,7.594004658191102e-15,5.316918319195952e-14,1.7550877035988685e-14,9.761303561800259e-13,4.806230644045006e-13,0.001974938628698707,6.91437168129609e-14,4.802130824992301e-13,3.400248116241809e-14,2.3636452182338613e-13,5.092923115531527e-10,1.97507741652027e-14,0.0016596857451709446,3.2220284163856293e-13,0.0020093351468720337,3.866497984262202e-11,2.281911692239319e-14,1.5850276239445706e-13,2.699633399186272e-11,4.0734108366704325e-09,1.4077604160314046e-10,1.6811614163674526e-10,3.6254710574982023e-13,1.8947993298004694e-10,1.466007631974956e-14,1.6560729218004111e-15,1.7458247498383582e-11,2.5669106289721552e-14,1.7834342340488027e-13,7.032004535274898e-12,0.0006700074189481689,8.395856022057485e-13,4.342235891772538e-16,3.711277490406431e-12,2.9833436123266274e-09,3.690939667366384e-12,5.003179538005632e-09,0.0005632047365153862
8.623249925339076e-05,0.11838092310059592,0.9,0.0,0.0,0.0,0.0,0.07791586829420093,0.003310405117612864,1.958475077423094e-06,7.024887005616107e-06,2.5693449151171794e-05,6.802288801936765e-07,2.0095917897094927e-05,2.743536234841546e-06,5.64625834007703e-06,0.002538509703899403,0.013237886601586106,3.927598108696345e-06,3.619827104687156e-05,8.817902963206327e-09,6.534426035253345e-08,2.0375930338852147e-08,3.6171907717858415e-09,1.3420213840771015e-05,0.002599334507930658,0.028707791382723485,0.003222228680901482,0.0015532914085034702,5.220865719588072e-10,0.0029572848902736965,7.582571936567405e-11,1.099621932749496e-08,5.68383210008495e-13,8.520199000012481e-13,5.132620033810208e-13,3.73261816238839e-11,3.568899501433337e-14,1.609287558786523e-06,0.001894362539829143,1.5624449563499567e-13,0.0010928287131058887,2.5026256795428015e-11,4.1028106508078503e-13,0.000446015967316096,2.8165357266643602e-11,5.513505259569973e-14,0.00577883375363763,1.455346794811673e-14,0.002366390737847828,7.630630692268342e-15,5.3468349188631945e-14,1.7647036249147555e-14,9.80566811482514e-13,4.821825095801681e-13,0.00198499797536958,6.95325219347285e-14,4.829061280645934e-13,3.414942084802119e-14,2.3738238713016394e-13,5.11607015460938e-10,1.9828973430040932e-14,0.0016699682128817187,3.23619665364132e-13,0.002022016371264003,3.8810389971167197e-11,2.294405953975085e-14,1.5936822363578405e-13,2.7097861146184083e-11,4.088730020778977e-09,1.4123280813705605e-10,1.6885539935730693e-10,3.635910078799447e-13,1.9002551316105788e-10,1.4723480727510995e-14,1.662301032493717e-15,1.7523903966434616e-11,2.577064740763782e-14,1.790462166858121e-13,7.0585150104208884e-12,0.0006765994650905929,8.414580996509203e-13,4.3632442046322716e-16,3.7291771567139524e-12,2.99773241922805e-09,3.708796974055479e-12,5.027385653400418e-09,0.0005682161524840653
8.670110440199408e-05,0.11840846979082109,0.9,0.0,0.0,0.0,0.0,0.0778135292777513,0.003313710080116271,1.9560185843944968e-06,7.014372293842951e-06,2.5659703918887544e-05,6.793655644106128e-07,2.0074459377706957e-05,2.7400381244583455e-06,5.64363605148521e-06,0.0025494786027334903,0.013301610058907211,3.923921429312923e-06,3.615095376794974e-05,8.806842812434958e-09,6.526229979137292e-08,2.035007012771372e-08,3.6129274216303386e-09,1.338860397543881e-05,0.0026117945876291907,0.028842482549077626,0.0032342517584383243,0.0015528521449469468,5.214801895321408e-10,0.0029715052812040645,7.578409271423985e-11,1.0953360944010937e-08,5.66759259792049e-13,8.495908423720282e-13,5.119213909566739e-13,3.7257943799757305e-11,3.5552088887911814e-14,1.6049444275660907e-06,0.0019007511008554722,1.5605486599048992e-13,0.0010937683659203957,2.5009056640612588e-11,4.0975125171155363e-13,0.0004457327600663551,2.8103962951666837e-11,5.5340777561723276e-14,0.005811886307254448,1.462344964545256e-14,0.00237863625917363,7.667208603117136e-15,5.3766856802775767e-14,1.774310194009641e-14,9.849789995903919e-13,4.837322433496479e-13,0.0019950417175696837,6.992035759079752e-14,4.855923977049943e-13,3.429594738812789e-14,2.383973686042088e-13,5.139090580513332e-10,1.9907140821234382e-14,0.0016802402278545212,3.2503084937473377e-13,0.002034687060673457,3.895520288731313e-11,2.3068843212224258e-14,1.60232567362899e-13,2.7198971319492587e-11,4.103986287641899e-09,1.4168673016872615e-10,1.6959171443723981e-10,3.6463109365108563e-13,1.9056909877789262e-10,1.4786730831366534e-14,1.6685035637795069e-15,1.7589290777501196e-11,2.5872105482295087e-14,1.7974842592658498e-13,7.0849175048444695e-12,0.0006832161994580316,8.433208928408429e-13,4.3842252871511196e-16,3.747053304491348e-12,3.0121023205486213e-09,3.726631133593423e-12,5.051560392136807e-09,0.000573233292533246
8.716970955059741e-05,0.11843598103825587,0.9,0.0,0.0,0.0,0.0,0.07771133541479942,0.0033169657564302594,1.9535648766596696e-06,7.003894188154922e-06,2.5626006577716885e-05,6.7850338761962e-07,2.005305652398951e-05,2.736544520750324e-06,5.641013352375299e-06,0.0025604217564693795,0.013365272485735376,3.920248854615559e-06,3.61037022420492e-05,8.79579520192627e-09,6.518043216114011e-08,2.0324244034537122e-08,3.6086687404114217e-09,1.3357214137578096e-05,0.0026242382976369334,0.028977005415302463,0.003246225391594187,0.0015524106949811774,5.208744151825246e-10,0.002985707240825658,7.574132531093128e-11,1.091079386227317e-08,5.651403059733642e-13,8.47169217807961e-13,5.105853654574241e-13,3.718979363714637e-11,3.541610249114908e-14,1.6006297330307163e-06,0.0019071257132322957,1.5586551107327948e-13,0.0010947007354845735,2.499169584711969e-11,4.092221793631045e-13,0.0004454542534349891,2.804300088125769e-11,5.55456564928636e-14,0.0058449036519775295,1.4693340638380932e-14,0.0023908693313009666,7.703738459006364e-15,5.406470533182658e-14,1.7839074201700218e-14,9.893669652284576e-13,4.852723100144529e-13,0.002005069947938237,7.030722264077856e-14,4.882718840470677e-13,3.444206215549617e-14,2.394094759655564e-13,5.161984626593422e-10,1.9985276236875366e-14,0.0016905017708586253,3.264364071143528e-13,0.002047347160545056,3.909942026667035e-11,2.319346799886044e-14,1.6109579411086485e-13,2.7299665681720025e-11,4.119179813787348e-09,1.4213782067420963e-10,1.703250938912392e-10,3.656673709527283e-13,1.9111069395386746e-10,1.484982718184879e-14,1.674680587426425e-15,1.7654408688165204e-11,2.59734804922455e-14,1.8045005102782945e-13,7.111212320848278e-12,0.0006898575206357372,8.45174068094293e-13,4.405179175705171e-16,3.7649059671029164e-12,3.0264533431085328e-09,3.744442176903982e-12,5.075703796132897e-09,0.0005782559981274369
8.763831469920074e-05,0.11846345693607913,0.9,0.0,0.0,0.0,0.0,0.07760928641298469,0.003320172776758924,1.9511139523221855e-06,6.99345230405716e-06,2.559235703124085e-05,6.776423478507296e-07,2.0031708751796556e-05,2.733055416801114e-06,5.638390222021753e-06,0.0025713392208174366,0.013428873988002746,3.916580377610098e-06,3.6056516344425626e-05,8.784760123143859e-09,6.509865739856678e-08,2.029845200031402e-08,3.6044147240432145e-09,1.3326041391954648e-05,0.0026366656611725987,0.029111360307112952,0.003258149719192258,0.0015519671107814637,5.202692487325672e-10,0.00299989079376026,7.569743688136017e-11,1.0868514589619507e-08,5.635263305747036e-13,8.447549998622129e-13,5.0925389589514e-13,3.712173225920782e-11,3.528102484812869e-14,1.5963431085719056e-06,0.001913486439055616,1.5567643030066506e-13,0.0010956259232835373,2.4974177521299878e-11,4.086938466295889e-13,0.0004451803707826977,2.798246444114484e-11,5.5749691764500856e-14,0.005877885687949536,1.4763141048068903e-14,0.0024030900148087177,7.740220328096521e-15,5.436189381093936e-14,1.7934952995554255e-14,9.937307492491497e-13,4.86802752436847e-13,0.0020150827583081594,7.069311561998708e-14,4.909445774662915e-13,3.4587766420781725e-14,2.404187182243641e-13,5.18475250599601e-10,2.0063379737469343e-14,0.001700752823252807,3.2783634987075117e-13,0.0020599966172780626,3.9243043781305806e-11,2.3317933790375236e-14,1.6195790324660974e-13,2.739994540032401e-11,4.1343107753701495e-09,1.4258609220800675e-10,1.7105554360895278e-10,3.6669985029141063e-13,1.9165030418005083e-10,1.4912770285231753e-14,1.6808321750513408e-15,1.7719258453408506e-11,2.6074772626577556e-14,1.8115109335049818e-13,7.1373997601009954e-12,0.0006965233274343101,8.470176693481394e-13,4.426105906621956e-16,3.782735177859954e-12,3.0407855136853653e-09,3.762230134869631e-12,5.099815907250813e-09,0.0005832841121660516
8.810691984780407e-05,0.11849089758339199,0.9,0.0,0.0,0.0,0.0,0.07750738198190217,0.0033233317621038745,1.948665810172861e-06,6.983046228447431e-06,2.5558755184229914e-05,6.767824432704431e-07,2.0010415475330474e-05,2.7295708063738827e-06,5.635766641558159e-06,0.002582231051256497,0.013492414670173229,3.912915991344271e-06,3.600939595271398e-05,8.773737570645733e-09,6.501697546333277e-08,2.02726939701281e-08,3.600165370377865e-09,1.3295082517774417e-05,0.002649076701404204,0.02924554754829798,0.0032700248796568277,0.0015515214432103685,5.196646903527325e-10,0.0030140559645870915,7.565244674134025e-11,1.0826519270843166e-08,5.619173157423214e-13,8.423481622784048e-13,5.07926952325158e-13,3.7053760732112554e-11,3.514684383190216e-14,1.5920841493677408e-06,0.0019198333395120438,1.5548762310520442e-13,0.0010965440284862276,2.4956504667078366e-11,4.081662521258949e-13,0.00044491103704119686,2.7922347199710005e-11,5.595288574518955e-14,0.005910832318506155,1.4832850995473863e-14,0.002415298369433979,7.776654278399228e-15,5.465842152676217e-14,1.803073834548679e-14,9.980703969626492e-13,4.883236138860701e-13,0.0020250802393351323,7.107803540738864e-14,4.936104707176725e-13,3.473306149782687e-14,2.414251046883788e-13,5.207394455124919e-10,2.014145128493988e-14,0.0017109933671648591,3.2923068999425797e-13,0.0020726353783960057,3.9386075098481935e-11,2.3442240562644574e-14,1.6281889472650335e-13,2.7499811639407547e-11,4.1493793480389605e-09,1.4303155744381382e-10,1.7178307003441227e-10,3.6772854049572734e-13,1.9218793407059438e-10,1.4975560664494697e-14,1.6869583980653374e-15,1.778384082604359e-11,2.617598194530151e-14,1.818515533600299e-13,7.163480123391096e-12,0.0007032135189637969,8.488517510297732e-13,4.447005516166208e-16,3.800540970001023e-12,3.0550988589982365e-09,3.779995038319454e-12,5.1238967672802954e-09,0.000588317479470764
8.85755249964074e-05,0.11851830307441093,0.9,0.0,0.0,0.0,0.0,0.07740562183261289,0.0033264433250490308,1.9462204469648704e-06,6.972675589809557e-06,2.5525200941221443e-05,6.759236716848804e-07,1.9989176113278052e-05,2.7260906817832624e-06,5.633142593488999e-06,0.0025930973031220014,0.01355589463569095,3.909255688903763e-06,3.596234094337711e-05,8.762727529814853e-09,6.493538624711349e-08,2.024696987826364e-08,3.595920670867344e-09,1.3264334952050085e-05,0.0026614714414554845,0.029379567461917187,0.003281851011055977,0.0015510737416092586,5.190607391279266e-10,0.0030282027778441947,7.560637386287553e-11,1.0784804954801494e-08,5.603132436742206e-13,8.399486788358534e-13,5.066045054368374e-13,3.698588006356293e-11,3.5013550180725117e-14,1.5878525155001813e-06,0.0019261664747461603,1.552990889241853e-13,0.0010974551471723787,2.493868016981459e-11,4.0763939445013465e-13,0.0004446461785424476,2.7862642872755684e-11,5.615524079738952e-14,0.005943743449911576,1.4902470601351118e-14,0.0024274944544786874,7.813040377796259e-15,5.495428793384968e-14,1.8126430322222262e-14,1.0023859566180538e-12,4.898349378546049e-13,0.00203506248075733,7.146198111313886e-14,4.962695581562866e-13,3.487794872859284e-14,2.4242864485891067e-13,5.229910725717612e-10,2.0219490784621713e-14,0.0017212233854105713,3.3061944059284324e-13,0.0020852633925603162,3.95285158811707e-11,2.356638835613689e-14,1.6367876895361009e-13,2.7599265560078027e-11,4.1643857069904345e-09,1.4347422912071597e-10,1.7250768000696477e-10,3.687534494328729e-13,1.9272358773719015e-10,1.5038198853419004e-14,1.6930593276957344e-15,1.7848156556945712e-11,2.6277108433759564e-14,1.8255143100421248e-13,7.189453710755345e-12,0.0007099279946101216,8.506763282901927e-13,4.467878040541903e-16,3.818323376701156e-12,3.0693934057151908e-09,3.797736918030887e-12,5.1479464179410846e-09,0.0005933559466111658
8.904413014501073e-05,0.11854567350468577,0.9,0.0,0.0,0.0,0.0,0.07730400567813722,0.0033295080695537635,1.943777863418582e-06,6.96233998245555e-06,2.5491694208301315e-05,6.750660316730996e-07,1.9967990090478872e-05,2.722615037643122e-06,5.630518060976036e-06,0.002603938031500328,0.013619313986508175,3.905599463419839e-06,3.591535119587559e-05,8.75173000389799e-09,6.485388977389486e-08,2.0221279682146184e-08,3.5916806319182197e-09,1.3233795389194561e-05,0.0026738499044005773,0.029513420368636252,0.003293628251069899,0.0015506240542418088,5.184573965449023e-10,0.003042331258029001,7.555923697538446e-11,1.0743367441089617e-08,5.587140967151482e-13,8.375565235917908e-13,5.052865254083846e-13,3.691809125119151e-11,3.488113066149759e-14,1.583647807907028e-06,0.001932485904166034,1.5511082719239362e-13,0.001098359373773922,2.4920706907970845e-11,4.07113272237434e-13,0.00044438572306130874,2.7803345274478818e-11,5.635675927692301e-14,0.005976618991399942,1.4971999986255334e-14,0.002439678328309525,7.849378694023581e-15,5.52494924342522e-14,1.8222028906320635e-14,1.006677475860303e-12,4.913367669015322e-13,0.0020450295711402352,7.184495179341073e-14,4.989218337601799e-13,3.502242939272865e-14,2.4342934780292805e-13,5.252301566360098e-10,2.0297498192169052e-14,0.0017314428615085818,3.3200261329748793e-13,0.0020978806094439995,3.9670367787672155e-11,2.3690377095876702e-14,1.6453752552984953e-13,2.769830832018088e-11,4.179330026929041e-09,1.4391411970441062e-10,1.7322937959534377e-10,3.697745857859591e-13,1.9325726971791999e-10,1.5100685357768334e-14,1.6991350349697463e-15,1.7912206394880628e-11,2.6378152143738237e-14,1.832507266911047e-13,7.215320821366913e-12,0.0007166666540462214,8.524915119191972e-13,4.488723515893095e-16,3.836082431064232e-12,3.0836691804470804e-09,3.8154558047304165e-12,5.171964900883865e-09,0.0005983993619706595
