Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086)
6.219738833862055e-10,0.11224539088111235,0.9,0.0,0.0,0.0,0.0,0.09999983281052809,4.2913000004296775e-08,4.1092823007677595e-08,2.952061726685045e-08,2.964848227789859e-08,2.4612990662447243e-08,2.565556951779535e-08,2.5580351189674408e-08,2.5575668538714602e-08,2.2848249749247825e-08,2.2848249749247825e-08,2.064182808188457e-08,2.073260108696668e-08,1.8501305579779257e-10,1.1804177416915686e-09,6.079071033683182e-10,1.0959110528409644e-10,5.85924560466511e-10,2.314924713069986e-10,4.377026130230624e-10,2.6996131750609037e-10,3.427683538119288e-11,4.603147011134073e-12,8.472674850338598e-11,1.330466948745816e-15,2.559768499638328e-13,8.877718365278713e-16,6.605342197069634e-16,8.869352015602167e-16,1.1148946397173396e-18
6.350575899677789e-10,0.11224539128089467,0.9,0.0,0.0,0.0,0.0,0.09999982929356005,4.3817723081700864e-08,4.194595508275411e-08,3.014021399925709e-08,3.0273490103858184e-08,2.512040777879502e-08,2.619590918750167e-08,2.611750474461969e-08,2.611263010252867e-08,2.332888012369235e-08,2.332888012369235e-08,2.1075071473870423e-08,2.1169701026767172e-08,1.8885428520527165e-10,1.2089319694970673e-09,6.231375744672534e-10,1.1222815516221308e-10,6.120992227360236e-10,2.425942545272595e-10,4.5625755801286647e-10,2.813674641161307e-10,3.5734679760032387e-11,4.702041029034687e-12,8.840872816835974e-11,1.3585172462378247e-15,2.7122407572627393e-13,9.064868481801224e-16,6.744603224460412e-16,9.056156741890116e-16,1.1623134640834289e-18
6.481412965493524e-10,0.11224539168078469,0.9,0.0,0.0,0.0,0.0,0.09999982577659162,4.472252906052074e-08,4.279878307948788e-08,3.075975344087047e-08,3.089855204283634e-08,2.56275122213733e-08,2.6736275722259472e-08,2.6654618790411336e-08,2.6649548754315297e-08,2.380951048123322e-08,2.380951048123322e-08,2.1508274810521166e-08,2.1606841030164807e-08,1.9269400049757557e-10,1.2374385819802374e-09,6.383640649132734e-10,1.1486381288585025e-10,6.388498458087247e-10,2.539599304564219e-10,4.751961852507567e-10,2.930079453169329e-10,3.722290903131721e-11,4.800927777418932e-12,9.216896790336415e-11,1.386570014110512e-15,2.8699786799404585e-13,9.252034700163877e-16,6.88387614658382e-16,9.242966949379765e-16,1.2107206654127542e-18
6.612250031309258e-10,0.11224539208078241,0.9,0.0,0.0,0.0,0.0,0.0999998222596228,4.562741793412831e-08,4.365130705383149e-08,3.1379235596985914e-08,3.152366806150174e-08,2.6134304797735268e-08,2.7276669115261785e-08,2.719169330765484e-08,2.718642449700034e-08,2.4290140821870443e-08,2.4290140821870443e-08,2.1941438095538684e-08,2.2044021094210673e-08,1.9653261269698763e-10,1.2659372238163736e-09,6.535859724454323e-10,1.1749804719162347e-10,6.66176195486087e-10,2.6558935839691255e-10,4.945184162412948e-10,3.048826775591994e-10,3.874152470554438e-11,4.899807252705856e-12,9.60074619542014e-11,1.414625529169031e-15,3.033024242263443e-13,9.439217257226509e-16,7.02316339629862e-16,9.42979338067534e-16,1.2601161676963138e-18
6.743087097124993e-10,0.11224539248088777,0.9,0.0,0.0,0.0,0.0,0.09999981874265354,4.6532389695896684e-08,4.450352808274789e-08,3.199866047289828e-08,3.2148838126615114e-08,2.664078623498634e-08,2.7817089359705424e-08,2.7728728277005872e-08,2.7723257333509537e-08,2.477077114560402e-08,2.477077114560402e-08,2.2374561332624504e-08,2.2481241215954923e-08,2.0036945331198284e-10,1.2944275979323174e-09,6.688027729452443e-10,1.2013083230405957e-10,6.940780346822241e-10,2.7748239437649315e-10,5.1422417262597e-10,3.1699157750005434e-10,4.0290528292790496e-11,4.998679451324939e-12,9.992420456356535e-11,1.4426833366611537e-15,3.2014175788871784e-13,9.626415737959442e-16,7.162460979292409e-16,9.61661840653073e-16,1.310500225070753e-18
6.873924162940727e-10,0.1122453928811007,0.9,0.0,0.0,0.0,0.0,0.09999981522568388,4.7437444339198565e-08,4.5355445796148486e-08,3.261802807390178e-08,3.2774062205022385e-08,2.7146957188873264e-08,2.8357536448784544e-08,2.8265723679165907e-08,2.8260047266768485e-08,2.5251401452433948e-08,2.5251401452433948e-08,2.2807644525479753e-08,2.2918501392445186e-08,2.0420525159748004e-10,1.3229094564897296e-09,6.840140116710624e-10,1.2276214705450836e-10,7.225551238112006e-10,2.896388917127227e-10,5.34313376171792e-10,3.293345618259737e-10,4.1869921302690414e-11,5.097544369715145e-12,1.0391918997088883e-10,1.4707439303978034e-15,3.375196983845549e-13,9.813630572720702e-16,7.301773234443454e-16,9.803461176352367e-16,1.3618726636082532e-18
6.991677522174888e-10,0.1122453932413843,0.9,0.0,0.0,0.0,0.0,0.09999981206041082,4.8252064375587215e-08,4.612191304703365e-08,3.3175409949786487e-08,3.333681002551027e-08,2.7602246169202564e-08,2.8843961774657612e-08,2.8748985692855233e-08,2.8743121527201532e-08,2.5683968714128257e-08,2.5683968714128257e-08,2.3197385164747742e-08,2.3312069795289388e-08,2.0765625171649363e-10,1.3485356375397488e-09,6.976989760200174e-10,1.25129055341356e-10,7.486761140682497e-10,3.0080485812936033e-10,5.527214324421633e-10,3.4064331086206317e-10,4.331735940167498e-11,5.186516568293244e-12,1.0758156895570586e-10,1.4960006233719995e-15,3.5362387887960604e-13,9.982137698126538e-16,7.427164845266031e-16,9.97162617961101e-16,1.4089530715320412e-18
7.109430881409049e-10,0.11224539360175506,0.9,0.0,0.0,0.0,0.0,0.09999980889513743,4.9066751536166167e-08,4.688813539436669e-08,3.3732745440865717e-08,3.389960154758893e-08,2.8057284540974578e-08,2.933040883457163e-08,2.923221562848796e-08,2.922616104035153e-08,2.6116535962130605e-08,2.6116535962130605e-08,2.3587093373691237e-08,2.3705670638086454e-08,2.1110609936248756e-10,1.3741546123771162e-09,7.113788487515951e-10,1.2749474671400956e-10,7.752626978720879e-10,3.121840069558756e-10,5.714399647642857e-10,3.521415446294888e-10,4.478941517685808e-11,5.275482864604049e-12,1.1130731603679886e-10,1.5212593620841503e-15,3.701697500752063e-13,1.0150657867670554e-15,7.552566487253379e-16,1.0139797380572657e-15,1.4568342361031269e-18
7.22718424064321e-10,0.11224539396221284,0.9,0.0,0.0,0.0,0.0,0.0999998057298637,4.9881505816089875e-08,4.7654112968626804e-08,3.4290034551010386e-08,3.446243674712975e-08,2.8512072691846794e-08,2.9816877623552164e-08,2.971541347201274e-08,2.970916580835785e-08,2.6549103196440987e-08,2.6549103196440987e-08,2.397676915501631e-08,2.4099303918674776e-08,2.1455486704158829e-10,1.39976625918842e-09,7.25053386747192e-10,1.298592111953209e-10,8.023146973131758e-10,3.2377622775910584e-10,5.904689160951258e-10,3.6382920238999277e-10,4.6286089731552595e-11,5.364443256056058e-12,1.1509642699595211e-10,1.5465201949604667e-15,3.8715983187486234e-13,1.0319191117418551e-15,7.677978586466465e-16,1.03079766610121e-15,1.505516171262672e-18
7.344937599877371e-10,0.1122453943227577,0.9,0.0,0.0,0.0,0.0,0.09999980256458961,5.0696327210345936e-08,4.841984601518398e-08,3.484727728422465e-08,3.5025315599206144e-08,2.8966610997589624e-08,3.030336813645401e-08,3.0198579208911564e-08,3.0192135833433625e-08,2.698167041705941e-08,2.698167041705941e-08,2.4366412511522218e-08,2.4492969634817342e-08,2.1800250373072699e-10,1.4253704675295679e-09,7.387223631003086e-10,1.322224398926939e-10,8.298319276825449e-10,3.3558140549429656e-10,6.098082274731234e-10,3.7570622136395574e-10,4.7807384206899155e-11,5.453397739972044e-12,1.1894889746763262e-10,1.5717830866106072e-15,4.045966433400972e-13,1.0487737408500832e-15,7.803400832664869e-16,1.047616265321824e-15,1.5549989298765355e-18
7.462690959111531e-10,0.1122453946833895,0.9,0.0,0.0,0.0,0.0,0.09999979939931518,5.151121571398022e-08,4.918533465299622e-08,3.540447364446598e-08,3.558823807921846e-08,2.9420899802552534e-08,3.078988036819186e-08,3.068171282485466e-08,3.067507111776628e-08,2.741423762398586e-08,2.741423762398586e-08,2.4756023445975553e-08,2.4886667784301885e-08,2.2144906629518484e-10,1.4509671444484465e-09,7.523855799013956e-10,1.3458442549522978e-10,8.57814205735486e-10,3.475994256320621e-10,6.294578406741797e-10,3.877725395419169e-10,4.935329973054615e-11,5.542346313709836e-12,1.2286472313471933e-10,1.5970480750002175e-15,4.2248257321226085e-13,1.0656296767527791e-15,7.9288335599879855e-16,1.0644356832769264e-15,1.6052825314162318e-18
7.580444318345692e-10,0.11224539504410834,0.9,0.0,0.0,0.0,0.0,0.0999997962340404,5.2326171322121104e-08,4.995057908323132e-08,3.5961623635625935e-08,3.615120416300303e-08,2.98749394265012e-08,3.1276414313765536e-08,3.116481430576469e-08,3.115797166350691e-08,2.784680481722035e-08,2.784680481722035e-08,2.5145601961096843e-08,2.5280398364952043e-08,2.2489451545842095e-10,1.4765562094955176e-09,7.660428609122986e-10,1.369451618063503e-10,8.862613508462942e-10,3.5983017500510183e-10,6.494176984797997e-10,4.0002809598558446e-10,5.092383741121751e-11,5.631288974674044e-12,1.2684389975004709e-10,1.622315132724629e-15,4.4081989443913376e-13,1.082486916296522e-15,8.05427652837703e-16,1.0812558142307964e-15,1.6563670240802324e-18
7.698197677579853e-10,0.11224539540491413,0.9,0.0,0.0,0.0,0.0,0.09999979306876525,5.314119402994565e-08,5.0715579419579885e-08,3.651872726155701e-08,3.6714213826669705e-08,3.032873016447799e-08,3.176296996822499e-08,3.164788363772184e-08,3.1640837472785154e-08,2.8279371996762866e-08,2.8279371996762866e-08,2.5535148059579296e-08,2.5674161374612005e-08,2.2833888555266504e-10,1.5021375952271443e-09,7.796940526423218e-10,1.3930464379044772e-10,9.15173183730096e-10,3.7227354098740984e-10,6.696877442878089e-10,4.12472830400851e-10,5.2518998346332716e-11,5.7202257202985874e-12,1.3088642310663832e-10,1.6475842826275502e-15,4.596107648032213e-13,1.0993454608160666e-15,8.1797299390652165e-16,1.0980767470220474e-15,1.7082524331775748e-18
7.815951036814014e-10,0.11224539576580687,0.9,0.0,0.0,0.0,0.0,0.09999978990348976,5.395628383263763e-08,5.1480335844224655e-08,3.707578452610631e-08,3.727726704638915e-08,3.078227229312454e-08,3.224954732662749e-08,3.213092080684021e-08,3.212366854772773e-08,2.8711939162613415e-08,2.8711939162613415e-08,2.5924661744112353e-08,2.6067956811127837e-08,2.317821323218676e-10,1.5277112441345585e-09,7.933390193607704e-10,1.4166286729752605e-10,9.445495250093598e-10,3.8492941064743607e-10,6.902679216119815e-10,4.251066826155595e-10,5.4138783631607465e-11,5.809156548023843e-12,1.3499228900108998e-10,1.6728554938882687e-15,4.788572547257574e-13,1.1162053068626668e-15,8.30519352203429e-16,1.1148983627730034e-15,1.7609388080172205e-18
7.933704396048175e-10,0.1122453961267865,0.9,0.0,0.0,0.0,0.0,0.09999978673821389,5.477144072537289e-08,5.2244848436712056e-08,3.763279543312713e-08,3.78403637983172e-08,3.123556607494167e-08,3.273614638402226e-08,3.26139257992241e-08,3.260646489046494e-08,2.9144506314771994e-08,2.9144506314771994e-08,2.6314143017389797e-08,2.6461784672340994e-08,2.352243066735121e-10,1.553277106280438e-09,8.069776393483769e-10,1.4401982884763763e-10,9.743901947683228e-10,3.977976705276332e-10,7.111581739067863e-10,4.379295923821559e-10,5.578319436436126e-11,5.898081455288551e-12,1.3916149322109087e-10,1.6981288008078885e-15,4.985613625570433e-13,1.1330664567946291e-15,8.430667579088291e-16,1.1317207945946287e-15,1.8144261687673973e-18
8.051457755282336e-10,0.11224539648785303,0.9,0.0,0.0,0.0,0.0,0.09999978357293769,5.5586664703322305e-08,5.300911737483637e-08,3.818975998647671e-08,3.840350405860707e-08,3.1688611759899024e-08,3.3222767135453844e-08,3.3096898600975186e-08,3.308922650312938e-08,2.9577073453238593e-08,2.9577073453238593e-08,2.670359188210816e-08,2.6855644956089678e-08,2.386653548507275e-10,1.5788351381861436e-09,8.206098032507593e-10,1.4637552552667128e-10,1.0046950127278226e-09,4.108782067736248e-10,7.323584445974987e-10,4.5094149942327847e-10,5.745223164288811e-11,5.987000439531113e-12,1.4339403154787138e-10,1.7234041659830345e-15,5.187250169519418e-13,1.1499289065748576e-15,8.556151782474445e-16,1.148543898259089e-15,1.8687145677617475e-18
8.169211114516496e-10,0.1122453968490064,0.9,0.0,0.0,0.0,0.0,0.09999978040766112,5.6401955761656433e-08,5.3773142714573816e-08,3.874667819001244e-08,3.896668780343247e-08,3.214140958617712e-08,3.370940957596654e-08,3.357983919820634e-08,3.357195338785373e-08,3.000964057801322e-08,3.000964057801322e-08,2.709300834096408e-08,2.7249537660210868e-08,2.421053390405409e-10,1.6043853022242054e-09,8.342354132190519e-10,1.487299549281584e-10,1.0354637984477309e-09,4.241709052865039e-10,7.538686771359579e-10,4.6414234347681904e-10,5.914589656535194e-11,6.0759134981921036e-12,1.4768989976040344e-10,1.7486816316178371e-15,5.393500759951405e-13,1.166792659267971e-15,8.681646503313645e-16,1.1653678373152178e-15,1.9238040216599604e-18
8.286964473750657e-10,0.11224539721024665,0.9,0.0,0.0,0.0,0.0,0.0999997772423842,5.721731389554732e-08,5.453692463719619e-08,3.9303550047590415e-08,3.9529915008995106e-08,3.259395978106148e-08,3.4196073700606716e-08,3.406274757704592e-08,3.4054645546770195e-08,3.044220768909587e-08,3.044220768909587e-08,2.7482392396653284e-08,2.7643462782541195e-08,2.455441908242351e-10,1.6299275660118756e-09,8.47854381990379e-10,1.510831150966232e-10,1.0666963714380816e-09,4.376756517973686e-10,7.756888150188651e-10,4.775320643318426e-10,6.086419022940812e-11,6.164820628715087e-12,1.5204909363682386e-10,1.7739611501386105e-15,5.604383279528886e-13,1.1836577099301965e-15,8.807151324640297e-16,1.1821924283490235e-15,1.979694587325819e-18
8.404717832984818e-10,0.11224539757157366,0.9,0.0,0.0,0.0,0.0,0.09999977407710688,5.8032739100167986e-08,5.5300463173564526e-08,3.9860375563065904e-08,4.00931856515216e-08,3.304626256204354e-08,3.468275950442164e-08,3.454562372363636e-08,3.453730298201052e-08,3.087477478648655e-08,3.087477478648655e-08,2.7871744051870922e-08,2.803742032091658e-08,2.489819875694496e-10,1.6554619017519261e-09,8.614666318241766e-10,1.5343500446680545e-10,1.098392551158414e-09,4.5139233189392996e-10,7.97818801781569e-10,4.911106018040381e-10,6.260711373229895e-11,6.253721828546303e-12,1.5647160895406495e-10,1.799242774382671e-15,5.819914936186154e-13,1.200524062577422e-15,8.932666710828027e-16,1.199017875844753e-15,2.036386276633576e-18
8.522471192218979e-10,0.11224539793298748,0.9,0.0,0.0,0.0,0.0,0.09999977091182921,5.884823137069186e-08,5.606375851347706e-08,4.0417154740293766e-08,4.0656499707259475e-08,3.349831813790061e-08,3.516946698245969e-08,3.5028467624131854e-08,3.50199256957064e-08,3.1307341870185246e-08,3.1307341870185246e-08,2.826106330931187e-08,2.843141027317216e-08,2.5241864370008857e-10,1.6809882856068146e-09,8.75072093464518e-10,1.5578562180668815e-10,1.1305521570444863e-09,4.653208310392653e-10,8.202585809892418e-10,5.048778957469084e-10,6.437466817099895e-11,6.342617095134248e-12,1.6095744148730355e-10,1.824526444803091e-15,6.040112289907216e-13,1.2173917111977515e-15,9.058192139913517e-16,1.215843950310692e-15,2.0938791517792405e-18
8.64022455145314e-10,0.11224539829448808,0.9,0.0,0.0,0.0,0.0,0.09999976774655119,5.966379070229245e-08,5.682681066104331e-08,4.097388758312865e-08,4.1219857152475246e-08,3.395012670963456e-08,3.5656196129769155e-08,3.551127926469738e-08,3.550251368998947e-08,3.1739908940191956e-08,3.1739908940191956e-08,2.865035017167084e-08,2.8825432637141965e-08,2.5585425588164113e-10,1.7065066971667113e-09,8.886707052281926e-10,1.5813496616902173e-10,1.1631750085030068e-09,4.794610345954593e-10,8.43008096233225e-10,5.188338860254286e-10,6.616685464226429e-11,6.431506425929483e-12,1.6550658700977645e-10,1.849812227776327e-15,6.264991276571608e-13,1.23426066101775e-15,9.183728194988787e-16,1.2326709083173903e-15,2.152173218567455e-18
8.757977910687301e-10,0.11224539865607536,0.9,0.0,0.0,0.0,0.0,0.09999976458127276,6.047941709014357e-08,5.7589619821135036e-08,4.153057409542496e-08,4.178325796345388e-08,3.440168847127451e-08,3.6142946941399344e-08,3.599405863150862e-08,3.598506696699136e-08,3.2172475996506675e-08,3.2172475996506675e-08,2.903960464164238e-08,2.921948741065916e-08,2.592887169945515e-10,1.7320171190000807e-09,9.022624122176398e-10,1.6048303685095026e-10,1.1962609249599544e-09,4.938128278487671e-10,8.660672911306205e-10,5.329785125412541e-10,6.79836742426209e-11,6.520389818384605e-12,1.7011904129282836e-10,1.8751000486605635e-15,6.49456722894566e-13,1.2511309046780035e-15,9.309274221742845e-16,1.2494984623271053e-15,2.211268545927674e-18
8.875731269921461e-10,0.11224539901774933,0.9,0.0,0.0,0.0,0.0,0.099999761415994,6.129511052941925e-08,5.8352185968193534e-08,4.2087214281036784e-08,4.234670211649866e-08,3.485300361058441e-08,3.6629719412399574e-08,3.647680571075201e-08,3.646758552884365e-08,3.260504303912942e-08,3.260504303912942e-08,2.942882672192083e-08,2.961357459155586e-08,2.627221477356332e-10,1.7575195362729154e-09,9.15847165625816e-10,1.6282983335970202e-10,1.2298097258527904e-09,5.08376096031765e-10,8.894361093244174e-10,5.473117152046894e-10,6.982512806834624e-11,6.609267269954239e-12,1.747948001059829e-10,1.90038999073836e-15,6.728854896461241e-13,1.268002448916819e-15,9.434830951479691e-16,1.2663269338949985e-15,2.2711651320924853e-18
8.993484629155622e-10,0.11224539937951,0.9,0.0,0.0,0.0,0.0,0.09999975825071485,6.21108710152939e-08,5.911450932911053e-08,4.264380814381788e-08,4.2910189587930726e-08,3.5304072309700835e-08,3.7116513537820355e-08,3.695952048862446e-08,3.695006937767779e-08,3.303761006806018e-08,3.303761006806018e-08,2.9818016415200285e-08,3.000769417766342e-08,2.661544140430472e-10,1.7830139364114665e-09,9.294249221104085e-10,1.6517535538286815e-10,1.2638212306780486e-09,5.231507243414132e-10,9.131144944829984e-10,5.61833433966129e-10,7.169121721546303e-11,6.698138778095008e-12,1.7953385921696737e-10,1.925681960418969e-15,6.967868464601393e-13,1.2848752846824836e-15,9.560397563781582e-16,1.2831559626752538e-15,2.3318630544430808e-18
9.111237988389783e-10,0.1122453997413573,0.9,0.0,0.0,0.0,0.0,0.09999975508543532,6.292669854294209e-08,5.987658984396689e-08,4.320035568762169e-08,4.347372035408849e-08,3.575489474570962e-08,3.760332931271208e-08,3.7442202951333345e-08,3.74325185156252e-08,3.3470177083298955e-08,3.3470177083298955e-08,3.020717372417459e-08,3.040184616681207e-08,2.6958566668446116e-10,1.8085003088116575e-09,9.42995643228792e-10,1.6751960276256808e-10,1.2982952589682447e-09,5.381365979539274e-10,9.371023902994234e-10,5.765436087800001e-10,7.358194277974102e-11,6.7870043402654834e-12,1.8433621439170815e-10,1.950976062200037e-15,7.211621573902911e-13,1.3017494206104813e-15,9.68597497590468e-16,1.2999859517052023e-15,2.393362301716341e-18
9.228991347623944e-10,0.11224540010329119,0.9,0.0,0.0,0.0,0.0,0.09999975192015542,6.374259310666535e-08,6.06384277557916e-08,4.375685691699888e-08,4.4037294387049e-08,3.620547112168022e-08,3.8090166731230565e-08,3.79248530826025e-08,3.791493294520308e-08,3.390274408484573e-08,3.390274408484573e-08,3.059629865202509e-08,3.0796030556438174e-08,2.73015767580948e-10,1.833978643235959e-09,9.56559289467378e-10,1.6986257548867477e-10,1.3332315976910792e-09,5.533335812465255e-10,9.613997303042391e-10,5.914421687797392e-10,7.549730605500815e-11,6.875863953466686e-12,1.8920186062705858e-10,1.9762721993555204e-15,7.460129622435547e-13,1.3186248472426774e-15,9.811562340183443e-16,1.3168165288936303e-15,2.455662959108002e-18
9.346744706858106e-10,0.11224540046531174,0.9,0.0,0.0,0.0,0.0,0.09999974875487515,6.45585547028377e-08,6.140002304517344e-08,4.431331183484491e-08,4.460091166905777e-08,3.6655801563520836e-08,3.857702578965702e-08,3.840747087208338e-08,3.8397312668013146e-08,3.433531107270052e-08,3.433531107270052e-08,3.0985391200775923e-08,3.119024734490951e-08,2.7644480170934853e-10,1.8594489343738637e-09,9.70115838883787e-10,1.7220427364560787e-10,1.3686301113404424e-09,5.687415879234151e-10,9.860064722206842e-10,6.065290688779028e-10,7.743730786435033e-11,6.9647176157918574e-12,1.9413079473788588e-10,2.0015704308581282e-15,7.713401987605441e-13,1.335501569324034e-15,9.937160174305955e-16,1.333647921627975e-15,2.5187650268524818e-18
9.464498066092268e-10,0.11224540082741885,0.9,0.0,0.0,0.0,0.0,0.0999997455895945,6.53745833266777e-08,6.216137585264942e-08,4.486972044497794e-08,4.516457217671164e-08,3.7105886234894814e-08,3.9063906483088124e-08,3.889005630613541e-08,3.887965768616759e-08,3.476787804686332e-08,3.476787804686332e-08,3.1374451373096297e-08,3.1584496530073085e-08,2.7987271413274785e-10,1.884911176056966e-09,9.836652648375844e-10,1.745446974065281e-10,1.4044906212838044e-09,5.843605041916138e-10,1.0109225603113461e-09,6.218042496405025e-10,7.940194929304756e-11,7.053565324727688e-12,1.99123012522566e-10,2.026870717875671e-15,7.971450708768364e-13,1.3523795826983673e-15,1.0062768138353057e-15,1.3504799808628283e-15,2.582668557520574e-18
9.58225142532643e-10,0.11224540118961247,0.9,0.0,0.0,0.0,0.0,0.09999974242431348,6.61906789731686e-08,6.29224861957354e-08,4.542608275140389e-08,4.5728275885469644e-08,3.755572530442256e-08,3.955080880637924e-08,3.93726093704555e-08,3.936196800188257e-08,3.520044500733413e-08,3.520044500733413e-08,3.17634791717867e-08,3.1978778109668936e-08,2.832995760634021e-10,1.910365362882754e-09,9.972075423682329e-10,1.7688384703121058e-10,1.4408129401639687e-09,6.001902106724647e-10,1.0361479361148436e-09,6.372676487177747e-10,8.139123147959504e-11,7.14240707763882e-12,2.0417850957084577e-10,2.0521731098345007e-15,8.234287971155715e-13,1.369258891059783e-15,1.0188386666374802e-15,1.3673128971781692e-15,2.6473735658280834e-18
9.700004784560591e-10,0.1122454015518926,0.9,0.0,0.0,0.0,0.0,0.09999973925903205,6.700684163734501e-08,6.368335423091868e-08,4.598239875808769e-08,4.629202277105737e-08,3.8005318935562975e-08,4.003773275443893e-08,3.985513005089677e-08,3.984424361735171e-08,3.563301195411293e-08,3.563301195411293e-08,3.215247459961892e-08,3.2373092081459024e-08,2.86725317645605e-10,1.9358114906590003e-09,1.0107426500892402e-09,1.7922172285969062e-10,1.4775968826378483e-09,6.162305892278776e-10,1.061682541788089e-09,6.529192044254904e-10,8.340515555065381e-11,7.231242871918706e-12,2.09297281515127e-10,2.0774775573346733e-15,8.501925306454514e-13,1.3861394892817697e-15,1.0314015325868268e-15,1.3841464809942652e-15,2.712880110424579e-18
9.817758143794753e-10,0.11224540191425922,0.9,0.0,0.0,0.0,0.0,0.09999973609375026,6.7823071314331e-08,6.444397999495131e-08,4.653866846892257e-08,4.6855812809651027e-08,3.8454667286395087e-08,4.052467832226763e-08,4.03376183335757e-08,4.0326484534729056e-08,3.6065578887199744e-08,3.6065578887199744e-08,3.254143765931469e-08,3.27674384432447e-08,2.901499863907418e-10,1.9612495560604565e-09,1.0242705693389194e-09,1.8155832528130823e-10,1.5148422667767022e-09,6.324815238749154e-10,1.0875263205487483e-09,6.687588562006535e-10,8.544372261238045e-11,7.320072705009335e-12,2.1447932406479695e-10,2.102784093342939e-15,8.774373636627764e-13,1.4030213796099103e-15,1.0439654406474912e-15,1.4009808594432705e-15,2.7791882123322844e-18
9.935511503028915e-10,0.11224540227671229,0.9,0.0,0.0,0.0,0.0,0.0999997329284681,6.863936799930696e-08,6.52043636118636e-08,4.7094891887756916e-08,4.7419645977716274e-08,3.890377051040588e-08,4.1011645504923863e-08,4.082007420477849e-08,4.0808690756143935e-08,3.649814580659456e-08,3.649814580659456e-08,3.2930368353564326e-08,3.31618171928515e-08,2.9357354065292995e-10,1.9866795566780457e-09,1.0377912843341817e-09,1.8389365474127e-10,1.5525489128502577e-09,6.489428999988115e-10,1.1136792162885314e-09,6.847865442022429e-10,8.750693375799003e-11,7.40889657438399e-12,2.1972463297632182e-10,2.128092688122517e-15,9.051643271176056e-13,1.4199045586952738e-15,1.0565303648148243e-15,1.4178159186848221e-15,2.846297920310796e-18
9.999999999999999e-10,0.11224540263925181,0.9,0.0,0.0,0.0,0.0,0.09999973119497776,6.908644730420456e-08,6.562069070553901e-08,4.739949213478839e-08,4.7728451646487584e-08,3.914962137960623e-08,4.127834583793182e-08,4.10842809856294e-08,4.1072759851982186e-08,3.6735044269358904e-08,3.6735044269358904e-08,3.314335540582777e-08,3.3377815353107105e-08,2.9544802290699466e-10,2.0006030659444845e-09,1.0451929457875812e-09,1.851720758744719e-10,1.5733946511509636e-09,6.580472366971636e-10,1.1281330242854132e-09,6.936438928725415e-10,8.864731096462793e-11,7.457539094257532e-12,2.2262407546259456e-10,2.1419540132877124e-15,9.205538813352214e-13,1.4291513035804875e-15,1.0634120810822957e-15,1.4270361048925356e-15,2.883390769156074e-18
1.0053264862263077e-09,0.11224540263925181,0.9,0.0,0.0,0.0,0.0,0.09999972976318554,6.945573168746287e-08,6.596450510817979e-08,4.765106901843121e-08,4.798352225178026e-08,3.935262875846186e-08,4.149863429747611e-08,4.1302497650828185e-08,4.129086228372144e-08,3.693071271229737e-08,3.693071271229737e-08,3.331926668505265e-08,3.355622832810814e-08,2.9699603540495586e-10,2.012101490811769e-09,1.0513047815374604e-09,1.8622771173070942e-10,1.590716641580244e-09,6.65614603252319e-10,1.1401411730310336e-09,7.010022087210681e-10,8.959479007830032e-11,7.497714477522752e-12,2.250332040125257e-10,2.153403380015548e-15,9.33374405668023e-13,1.4367890292748814e-15,1.0690963387582294e-15,1.4346518063922356e-15,2.91420925248459e-18
1.0171018221497239e-09,0.11224540300187774,0.9,0.0,0.0,0.0,0.0,0.0999997265979026,7.0272162373981e-08,6.672440462600541e-08,4.820719986479208e-08,4.85474416083451e-08,3.980124217980266e-08,4.1985644694985506e-08,4.1784888658034285e-08,4.177299911959015e-08,3.736327960430818e-08,3.736327960430818e-08,3.370813265646876e-08,3.3950671846838886e-08,3.0041740959725483e-10,2.0375153573021846e-09,1.06481104917329e-09,1.885604967763244e-10,1.6293452734989332e-09,6.824965191424077e-10,1.166912134726705e-09,7.174057899753894e-10,9.170729266570818e-11,7.58652641190322e-12,2.3040503292736184e-10,2.1787161255145704e-15,9.620685462248143e-13,1.4536747867695315e-15,1.0816633244077433e-15,1.4514883559255107e-15,2.9829222637589118e-18
1.02887715807314e-09,0.11224540336459003,0.9,0.0,0.0,0.0,0.0,0.09999972343261927,7.108866005403789e-08,6.748406217928165e-08,4.876328443069059e-08,4.911140402389771e-08,4.024961092219824e-08,4.247267669250728e-08,4.226724721269851e-08,4.225510126588122e-08,3.7795846482626986e-08,3.7795846482626986e-08,3.40969662705049e-08,3.434514774686433e-08,3.038377299654992e-10,2.0629211554502663e-09,1.0783100770155157e-09,1.9089201043389266e-10,1.6684346290114172e-09,6.995885330825496e-10,1.1939920452767645e-09,7.339972281205136e-10,9.384444261371764e-11,7.675332375001573e-12,2.3584011546778276e-10,2.2040309714188435e-15,9.91247659427911e-13,1.470561834671975e-15,1.0942313628372151e-15,1.4683257472869242e-15,3.0524369685542225e-18
