Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086)
1.0849718698328579e-07,0.11225063448697045,0.9,0.0,0.0,0.0,0.0,0.09997083008891952,9.781848622416886e-06,2.3222565988818304e-06,3.604037157935606e-06,5.772350308854333e-06,8.564710787240408e-07,4.899860287225609e-06,2.7331693849131505e-06,3.2436674824520005e-06,3.9850730290004486e-06,3.9850730290004486e-06,2.5201579316147685e-06,4.627419024151613e-06,1.0455782537357749e-08,7.747145650203364e-08,2.565430185696972e-08,4.4353181587497e-09,8.735365018648383e-06,2.9706089554950213e-06,8.988145160085928e-06,3.784717012587527e-06,1.1256224847758181e-06,5.031354178972616e-10,1.9896817972886516e-06,3.031772348798017e-13,9.642746722814519e-09,1.7278728230265734e-13,1.473808287152352e-13,1.6933831017230156e-13,3.66010549933756e-14
1.1093892064036535e-07,0.11225077825024554,0.9,0.0,0.0,0.0,0.0,0.09997017362764264,1.0044120509099743e-05,2.3305826681008033e-06,3.6575157833868305e-06,5.905526352640132e-06,8.570720995035273e-07,5.01105841226361e-06,2.7609198670392747e-06,3.29380204830108e-06,4.0747438845013805e-06,4.0747438845013805e-06,2.5575551815695422e-06,4.7468627702499565e-06,1.0493270042630214e-08,7.774991416777729e-08,2.5672399074643532e-08,4.43844805512764e-09,9.011903058757082e-06,3.0534909954268607e-06,9.336246915766503e-06,3.9039926408577985e-06,1.1776260643505296e-06,5.082456969326165e-10,2.0643685229349393e-06,3.113036104817242e-13,9.94910046251375e-09,1.767723352046039e-13,1.511838623042011e-13,1.7317993924899219e-13,3.8291717581634536e-14
1.1338065429744491e-07,0.11225092267428828,0.9,0.0,0.0,0.0,0.0,0.0999695171693429,1.0307824933429936e-05,2.3383759684807903e-06,3.7100790367159152e-06,6.038712941523314e-06,8.576082998888925e-07,5.12200486035091e-06,2.787688072400353e-06,3.343141816041005e-06,4.164414151175506e-06,4.164414151175506e-06,2.5943123873138253e-06,4.866685535173459e-06,1.052835879606741e-08,7.801055393630039e-08,2.5688544585441952e-08,4.441241028906601e-09,9.289649010761202e-06,3.1364281715604452e-06,9.689031894990792e-06,4.0236811703888264e-06,1.230795265244751e-06,5.131751356318388e-10,2.1397964669486916e-06,3.194742558213305e-13,1.0256798136757412e-08,1.807576401339793e-13,1.5499890664422767e-13,1.7701280920515234e-13,4.002025447841638e-14
1.1582238795452448e-07,0.11225106774403021,0.9,0.0,0.0,0.0,0.0,0.09996886071408595,1.0572939155642208e-05,2.3456705404558677e-06,3.761742572950759e-06,6.171908854762073e-06,8.580866107415562e-07,5.232686685851133e-06,2.813504856201126e-06,3.391698580336141e-06,4.254083829025527e-06,4.254083829025527e-06,2.6304404939263416e-06,4.986873856108987e-06,1.0561202062167786e-08,7.825451425389591e-08,2.5702947073645288e-08,4.443733120813419e-09,9.568544255082651e-06,3.2194145290131016e-06,1.0046424471583357e-05,4.1437561623540225e-06,1.285127378029409e-06,5.17929415174435e-10,2.2159393379163826e-06,3.276884649773036e-13,1.0565774200850579e-08,1.847431604992872e-13,1.5882553263203699e-13,1.8083647281457999e-13,4.1786576667656386e-14
1.1826412161160404e-07,0.11225121344495674,0.9,0.0,0.0,0.0,0.0,0.0999682042619338,1.0839440773778644e-05,2.352498249862502e-06,3.812521779382473e-06,6.305113002140516e-06,8.58513221956019e-07,5.343091344605865e-06,2.8384003873972483e-06,3.4394839852113323e-06,4.343752918054197e-06,4.343752918054197e-06,2.665950259319897e-06,5.107414695140553e-06,1.0591943314489544e-08,7.848286083974546e-08,2.5715792913449684e-08,4.445956518525783e-09,9.84853332381645e-06,3.3024447495078767e-06,1.0408350801992055e-05,4.264192866812705e-06,1.3406195595358274e-06,5.225140904031971e-10,2.2927716741344473e-06,3.3594554252109476e-13,1.0875966638574946e-08,1.8872886361618526e-13,1.6266332471120957e-13,1.846504967410493e-13,4.359059078696938e-14
1.2070585526868361e-07,0.11225135976307754,0.9,0.0,0.0,0.0,0.0,0.09996754781294526,1.1107307719362634e-05,2.3588889268572467e-06,3.862431780144266e-06,6.438324410014568e-06,8.58893661674823e-07,5.453206685188609e-06,2.862404140781775e-06,3.486509525177226e-06,4.433421418264332e-06,4.433421418264332e-06,2.7008522574419875e-06,5.2282954296348925e-06,1.0620716861085813e-08,7.86965913318705e-08,2.5727248554082188e-08,4.4479399685912005e-09,1.0129563706231042e-05,3.3855140833156002e-06,1.0774738757481315e-05,4.384968114820779e-06,1.3972688370228505e-06,5.269345883659764e-10,2.3702688248387587e-06,3.4424480338273144e-13,1.1187316744091648e-08,1.927147202924114e-13,1.665118805651257e-13,1.8845446123558912e-13,4.543219926325145e-14
1.2314758892576318e-07,0.11225150668489937,0.9,0.0,0.0,0.0,0.0,0.09996689136717596,1.137651825310556e-05,2.364870495969104e-06,3.911487440712055e-06,6.571542208846104e-06,8.592328670550779e-07,5.56302094032786e-06,2.885544891657724e-06,3.5327865463775607e-06,4.52308932965879e-06,4.52308932965879e-06,2.7351568814207186e-06,5.3495038425357724e-06,1.0647648430044298e-08,7.8896639636592e-08,2.5737462650522643e-08,4.449709144414062e-09,1.0411585668217986e-05,3.468618288455463e-06,1.114551786011382e-05,4.506060217426607e-06,1.4550721122531137e-06,5.311962073333514e-10,2.448406931255426e-06,3.5258557271756775e-13,1.149976891950953e-08,1.9670070445593311e-13,1.703708108072965e-13,1.9224795983968963e-13,4.731130044539544e-14
1.2558932258284274e-07,0.11225165419740046,0.9,0.0,0.0,0.0,0.0,0.09996623492467864,1.1647050960646873e-05,2.370469097840615e-06,3.959703372328083e-06,6.704765622071526e-06,8.595352474595917e-07,5.672522718496321e-06,2.907850712853137e-06,3.5783262477568868e-06,4.612756652240488e-06,4.612756652240488e-06,2.7688743466569026e-06,5.4710281126004304e-06,1.0672855717667073e-08,7.908388000004035e-08,2.5746567966170007e-08,4.451286974851963e-09,1.0694552084577124e-05,3.5517535764040226e-06,1.1520619222255485e-05,4.627448871121711e-06,1.5140261654801662e-06,5.353041162454633e-10,2.5271629075382652e-06,3.6096718577323126e-13,1.1813270486868527e-08,2.0068679281672509e-13,1.742397386703076e-13,1.9603059909378725e-13,4.9227788734227507e-14
1.280310562399223e-07,0.11225180228800619,0.9,0.0,0.0,0.0,0.0,0.09996557848550323,1.1918884748328105e-05,2.375709203185573e-06,4.007093936348896e-06,6.837993956163192e-06,8.598047408763701e-07,5.781700995663202e-06,2.929348973849797e-06,3.6231396822472475e-06,4.702423386012378e-06,4.702423386012378e-06,2.8020146938632764e-06,5.592856804608983e-06,1.0696448901521726e-08,7.925913081934784e-08,2.5754683071606474e-08,4.452693937598047e-09,1.0978418283098261e-05,3.634916563622088e-06,1.1899975489355224e-05,4.749115069336417e-06,1.5741276593481707e-06,5.392633545509566e-10,2.60651442165313e-06,3.69388987758558e-13,1.2127771513369827e-08,2.0467296457214958e-13,1.7811829969313773e-13,1.9980199825178766e-13,5.1181554709378335e-14
1.3047278989700186e-07,0.11225195094456714,0.9,0.0,0.0,0.0,0.0,0.09996492204969717,1.2191998839001343e-05,2.3806137194645514e-06,4.053673248518915e-06,6.971226591754111e-06,8.600448643020736e-07,5.890545107206624e-06,2.9500663418112637e-06,3.667237757972377e-06,4.792089530977466e-06,4.792089530977466e-06,2.8345877920517407e-06,5.714978859575009e-06,1.0718531120713616e-08,7.942315821029189e-08,2.576191386159139e-08,4.453948321175346e-09,1.1263141899474198e-05,3.7181042282675355e-06,1.228352078576712e-05,4.871041019591173e-06,1.6353731427058785e-06,5.430788323959007e-10,2.6864398762642595e-06,3.778503337137245e-13,1.2443224648765491e-08,2.086592011441768e-13,1.8200614140875635e-13,2.0356178900133962e-13,5.3172485253418943e-14
1.3291452355408143e-07,0.11225210015533807,0.9,0.0,0.0,0.0,0.0,0.09996426561730541,1.2466372767872672e-05,2.385204090747616e-06,4.099455183170946e-06,7.10446297571045e-06,8.60258758744979e-07,5.999044739983138e-06,2.9700287843127552e-06,3.7106312394680285e-06,4.88175508713879e-06,4.88175508713879e-06,2.8666033414695145e-06,5.8373835849826835e-06,1.0739198925578937e-08,7.957667934710672e-08,2.5768354910088412e-08,4.455066458954428e-09,1.1548682742167864e-05,3.801313871530769e-06,1.2671190663402192e-05,4.993210065938882e-06,1.6977590543365673e-06,5.467553311227342e-10,2.7669183896721404e-06,3.863505883802098e-13,1.2759584973922152e-08,2.1264548593534024e-13,1.8590292303331187e-13,2.0730961518887635e-13,5.52004636734646e-14
1.35356257211161e-07,0.11225224990895807,0.9,0.0,0.0,0.0,0.0,0.0999636091883706,1.2741986378380984e-05,2.3895003912000298e-06,4.144453377354865e-06,7.237702614050485e-06,8.60449229422716e-07,6.107189924551472e-06,2.9892615735927657e-06,3.753330748917128e-06,4.971420054499436e-06,4.971420054499436e-06,2.8980708764850886e-06,5.960060645072863e-06,1.075854269856178e-08,7.97203655890137e-08,2.5774090680610645e-08,4.4560629381825765e-09,1.1835002666445662e-05,3.884543083098611e-06,1.3062922053016983e-05,5.115606616359983e-06,1.7612817266055752e-06,5.502975040527079e-10,2.847929776846748e-06,3.9488912607295443e-13,1.3076809859674604e-08,2.1663180411953993e-13,1.8980831515589715e-13,2.110451325504171e-13,5.726536981981882e-14
1.3779799086824055e-07,0.11225240019443256,0.9,0.0,0.0,0.0,0.0,0.09996295276293325,1.3018819818112613e-05,2.3935214125963525e-06,4.188681234895676e-06,7.370945065620477e-06,8.606187816631826e-07,6.214971027547708e-06,3.007789292161776e-06,3.7953467673984644e-06,5.061084433062519e-06,5.061084433062519e-06,2.9289997684248275e-06,6.083000051198047e-06,1.0776647048190541e-08,7.985484540702755e-08,2.5779196607150072e-08,4.456950786668244e-09,1.212206545686504e-05,3.967789710309882e-06,1.345865321796332e-05,5.238216074795331e-06,1.8259373890270311e-06,5.537098775194232e-10,2.9294545305950018e-06,4.034653305540994e-13,1.3394858835167048e-08,2.2061814245797348e-13,1.937219994306091e-13,2.1476800844803082e-13,5.93670802020007e-14
1.4023972452532011e-07,0.11225255100111574,0.9,0.0,0.0,0.0,0.0,0.0999622963410318,1.329685353475214e-05,2.397284746242835e-06,4.232151930382182e-06,7.5041899364470996e-06,8.607696529646939e-07,6.322378744209094e-06,3.025635839616382e-06,3.836689636147733e-06,5.150748222831197e-06,5.150748222831197e-06,2.9593992283610653e-06,6.20619215226391e-06,1.0793591178019162e-08,7.998070712377345e-08,2.578374005949693e-08,4.4577416394957985e-09,1.2409836717564606e-05,4.051051830610729e-06,1.3858323710237116e-05,5.3610247775217244e-06,1.891722171751343e-06,5.56996852119514e-10,3.011473802897106e-06,4.1207859490605927e-13,1.3713693464949412e-08,2.246044891212751e-13,1.9764366827251598e-13,2.184779216105304e-13,6.150546810250979e-14
1.4268145818239968e-07,0.1122527023186945,0.9,0.0,0.0,0.0,0.0,0.09996163992270285,1.357606827206971e-05,2.400806859665759e-06,4.274878413087431e-06,7.637436874693956e-06,8.609038416268411e-07,6.4294040910437504e-06,3.0428244405187556e-06,3.877369557829734e-06,5.240411423808658e-06,5.240411423808658e-06,2.9892783098525174e-06,6.329627625273279e-06,1.0809449231880613e-08,8.009850147825038e-08,2.5787781205322284e-08,4.458445887907198e-09,1.2698283769757302e-05,4.134327726956289e-06,1.4261874328676177e-05,5.484019933592519e-06,1.9586321089750037e-06,5.601627041629706e-10,3.0939693864426565e-06,4.2072832140693044e-13,1.4033277234156686e-08,2.2859083354056284e-13,2.015730245556771e-13,2.2217456187961607e-13,6.368040368772452e-14
1.4512319183947924e-07,0.11225285413717315,0.9,0.0,0.0,0.0,0.0,0.09996098350798108,1.3856445065945176e-05,2.4041031684008287e-06,4.3168734108221175e-06,7.770685566157214e-06,8.610231323209099e-07,6.536038398643625e-06,3.059377653212591e-06,3.917396597820619e-06,5.3300740359981216e-06,5.3300740359981216e-06,3.0186459116378327e-06,6.4532974659864555e-06,1.0824290617030494e-08,8.020874402673821e-08,2.5791373780061982e-08,4.45907281226727e-09,1.29873755558774e-05,4.21761586584172e-06,1.4669247079168147e-05,5.607189569082994e-06,2.026663142274215e-06,5.632115872986343e-10,3.1769236963938436e-06,4.2941392140806334e-13,1.4353575441153279e-08,2.325771662811862e-13,2.0550978131469672e-13,2.258576299617175e-13,6.589175411625622e-14
1.475649254965588e-07,0.11225300644685923,0.9,0.0,0.0,0.0,0.0,0.09996032709689956,1.4137965240429343e-05,2.4071881031967066e-06,4.358149433722074e-06,7.903935730242562e-06,8.611291189278449e-07,6.6422733046380035e-06,3.0753173794575283e-06,3.956780685499124e-06,5.419736059402836e-06,5.419736059402836e-06,3.0475107802830845e-06,6.577192979710192e-06,1.083818030684414e-08,8.031191739035705e-08,2.579456577455087e-08,4.4596307008226945e-09,1.3277082549880597e-05,4.300914877680876e-06,1.5080385136741061e-05,5.730522474897144e-06,2.095811123863838e-06,5.661475342838346e-10,3.2603197523996607e-06,4.38134815210325e-13,1.4674555097078767e-08,2.365634789111893e-13,2.094536614520694e-13,2.295268371834973e-13,6.813938364534077e-14
1.5000665915363836e-07,0.11225315923834987,0.9,0.0,0.0,0.0,0.0,0.09995967068948959,1.4420610403842515e-05,2.4100751729258152e-06,4.398718777971007e-06,8.037187116372162e-06,8.612232249352302e-07,6.748100746785032e-06,3.0906648747741904e-06,3.995531615545717e-06,5.5093974940260816e-06,5.5093974940260816e-06,3.075881512783989e-06,6.701305772225911e-06,1.0851179124052797e-08,8.04084733590599e-08,2.5797400049196863e-08,4.460126955767978e-09,1.3567376673240663e-05,4.384223539282102e-06,1.5495232809419055e-05,5.8540081579084835e-06,2.1660718197831246e-06,5.689744588881371e-10,3.344141160881864e-06,4.4689043194270467e-13,1.4996184831783376e-08,2.4054976389401197e-13,2.1340439744854764e-13,2.331819052524226e-13,7.042315373445646e-14
1.5244839281071793e-07,0.11225331250251921,0.9,0.0,0.0,0.0,0.0,0.0999590142857811,1.4704362444910653e-05,2.4127770234763135e-06,4.43859352945955e-06,8.17043950077576e-06,8.613067216534979e-07,6.853512956198682e-06,3.105440759401176e-06,4.033659049248699e-06,5.599058339871167e-06,5.599058339871167e-06,3.1037665591236225e-06,6.82562774086633e-06,1.086334400577041e-08,8.049883486119644e-08,2.5799914882437785e-08,4.4605681879683865e-09,1.3858231216224764e-05,4.467540758197695e-06,1.591373550373469e-05,5.977636795222135e-06,2.237440913009656e-06,5.716961579147691e-10,3.4283720976106218e-06,4.556802094439485e-13,1.531843480568406e-08,2.4453601450562986e-13,2.1736173107759422e-13,2.368225660232257e-13,7.27429231464081e-14
1.548901264677975e-07,0.11225346623050624,0.9,0.0,0.0,0.0,0.0,0.09995835788580247,1.4989203528939218e-05,2.4153054928814877e-06,4.477785567381739e-06,8.303692683624931e-06,8.613807444842834e-07,6.958502450708682e-06,3.119665029773687e-06,4.071172515816324e-06,5.6887185969414225e-06,5.6887185969414225e-06,3.131174224786407e-06,6.950151065748403e-06,1.0874728251855806e-08,8.058339780726317e-08,2.5802144460555462e-08,4.46096030155636e-09,1.4149620764063902e-05,4.550865558746888e-06,1.63358396917976e-05,6.1013991913588835e-06,2.309914006502911e-06,5.74316313309555e-10,3.512997290585245e-06,4.645035941420934e-13,1.5641276627108998e-08,2.485222247353256e-13,2.2132541312721695e-13,2.4044856126744053e-13,7.509854804678394e-14
1.5733186012487705e-07,0.11225362041370368,0.9,0.0,0.0,0.0,0.0,0.09995770148958073,1.527511609402494e-05,2.417671662927394e-06,4.51630656777e-06,8.436946486473666e-06,8.614463074494344e-07,7.063062028350931e-06,3.133357070441213e-06,4.108081413694013e-06,5.778378265240209e-06,5.778378265240209e-06,3.1581126732290928e-06,7.074868201169235e-06,1.0885381757287458e-08,8.066253281587885e-08,2.5804119315174867e-08,4.4613085694846704e-09,1.444152112766593e-05,4.634197069533143e-06,1.6761492879826072e-05,6.22528673817446e-06,2.3834866261788333e-06,5.768384943530789e-10,3.598002003233069e-06,4.733600409361293e-13,1.5964683274735165e-08,2.525083892060247e-13,2.2529520312545478e-13,2.4405964244749943e-13,7.748988210074714e-14
1.5977359378195661e-07,0.11225377504374721,0.9,0.0,0.0,0.0,0.0,0.09995704509714162,1.5562082847305616e-05,2.419885907463955e-06,4.554168006969651e-06,8.570200749972592e-06,8.615043161670108e-07,7.167184760986044e-06,3.1465356663489635e-06,4.144395011885769e-06,5.868037344770907e-06,5.868037344770907e-06,3.1845899283094985e-06,7.199771867170573e-06,1.0895351229486544e-08,8.073658682948022e-08,2.5805866713950168e-08,4.461617700999985e-09,1.4733909278547641e-05,4.717534512295756e-06,1.7190643578055407e-05,6.349291377339231e-06,2.458154223816771e-06,5.792661599280065e-10,3.6833720179374175e-06,4.822490130819246e-13,1.6288629024756578e-08,2.564945031252173e-13,2.2927086906984474e-13,2.4765557049710274e-13,7.991677656721891e-14
1.6221532743903618e-07,0.11225393011250537,0.9,0.0,0.0,0.0,0.0,0.09995638870850967,1.585008676124805e-05,2.4219579376295535e-06,4.591381165054004e-06,8.703455331827504e-06,8.615555794402659e-07,7.270863988043588e-06,3.1592190154144746e-06,4.180122451279009e-06,5.957695835536919e-06,5.957695835536919e-06,3.2106138766737145e-06,7.324855041276469e-06,1.0904680392109703e-08,8.080588462681234e-08,2.5807411009471207e-08,4.461891901905749e-09,1.5026763287689037e-05,4.80087719195317e-06,1.7623241271943004e-05,6.473405565214726e-06,2.5339121799000913e-06,5.816026608301679e-10,3.769093619903596e-06,4.91169982075147e-13,1.6613089382448743e-08,2.604805622084344e-13,2.332521871656944e-13,2.512361156040878e-13,8.237908039180972e-14
1.6465706109611574e-07,0.11225408561207005,0.9,0.0,0.0,0.0,0.0,0.09995573232370822,1.6139111069974198e-05,2.4238968441866494e-06,4.627957129181057e-06,8.83671010497612e-06,8.616008196076523e-07,7.374093310389743e-06,3.171424741337075e-06,4.2152727459719794e-06,6.047353737541672e-06,6.047353737541672e-06,3.2361922701024797e-06,7.450110950407744e-06,1.0913410175729856e-08,8.087073023881732e-08,2.580877395093736e-08,4.4621349283851706e-09,1.5320062268036843e-05,4.884224487710657e-06,1.8059236394595804e-05,6.5976222399739075e-06,2.610755806391816e-06,5.838512421229938e-10,3.855153581370101e-06,5.001224275357303e-13,1.6938041017822912e-08,2.6446656261605935e-13,2.37238941568485e-13,2.5480105699715184e-13,8.48766402972338e-14
1.6954052841027486e-07,0.11225439787305087,0.9,0.0,0.0,0.0,0.0,0.09995441956568464,1.672015509486306e-05,2.4274087765974927e-06,4.699240879216232e-06,9.103219783900029e-06,8.616757396817346e-07,7.579177915945743e-06,3.194471025793648e-06,4.283877331683354e-06,6.226667775281201e-06,6.226667775281201e-06,3.286042738648914e-06,7.701115081618375e-06,1.0929222392500191e-08,8.098818494855404e-08,2.581103131800432e-08,4.462540505228941e-09,1.5907916490431945e-05,5.050930771081841e-06,1.8941225242164273e-05,6.8463370340794605e-06,2.767680991903045e-06,5.880971119327301e-10,4.028238015545141e-06,5.181197063014542e-13,1.7589330274494078e-08,2.724383741134639e-13,2.452279341663118e-13,2.6188328953441474e-13,8.997690464680034e-14
1.739356489930181e-07,0.11225468030622036,0.9,0.0,0.0,0.0,0.0,0.09995323809677606,1.7246421501680866e-05,2.430194076023364e-06,4.761324442858454e-06,9.3430781324462e-06,8.617283508060017e-07,7.762156333580134e-06,3.213744716227705e-06,4.343735504468439e-06,6.388048395718038e-06,6.388048395718038e-06,3.329459447706006e-06,7.927546436784852e-06,1.094176299832657e-08,8.108133797808888e-08,2.581261681264173e-08,4.462828974802884e-09,1.6438317042664116e-05,5.200977243532747e-06,1.9746155648477648e-05,7.070468828881948e-06,2.9125783128585432e-06,5.916481844313147e-10,4.185047928761845e-06,5.344198486740372e-13,1.8176958512419246e-08,2.7961277311981523e-13,2.524346082890794e-13,2.6820189720449485e-13,9.468613823595295e-14
1.7833076957576132e-07,0.11225496402149922,0.9,0.0,0.0,0.0,0.0,0.09995205664059395,1.7775744823505747e-05,2.4326650100419065e-06,4.821507451086205e-06,9.582935666036863e-06,8.61769608044572e-07,7.943588866798236e-06,3.231720129249674e-06,4.4018582613170455e-06,6.5494271086225455e-06,6.5494271086225455e-06,3.3715471900134773e-06,8.154442701139004e-06,1.0952888197665665e-08,8.116397736626224e-08,2.5813860442517994e-08,4.463058876480631e-09,1.6969876694447608e-05,5.351031657594245e-06,2.0561363491885634e-05,7.2948418247777974e-06,3.060917445923146e-06,5.949602868736557e-10,4.3427690749354585e-06,5.508142414481395e-13,1.8765862859891473e-08,2.86786938685003e-13,2.596558765272326e-13,2.7446690711158527e-13,9.950712526228313e-14
1.8272589015850455e-07,0.112255248979799,0.9,0.0,0.0,0.0,0.0,0.09995087519723951,1.8308036272566058e-05,2.4348568367496266e-06,4.8798480106048854e-06,9.822792015925715e-06,8.61801610838431e-07,8.123446883916887e-06,3.248481012686928e-06,4.458293763233484e-06,6.710803914015354e-06,6.710803914015354e-06,3.4123465923640115e-06,8.38177239263145e-06,1.096275673705969e-08,8.123728228281193e-08,2.5814825420632274e-08,4.463241127352065e-09,1.750250486487922e-05,5.501092208396066e-06,2.1386590721198917e-05,7.519428629807589e-06,3.2126689160310544e-06,5.980488398937626e-10,4.5013399688375976e-06,5.673001289837011e-13,1.9355942162025454e-08,2.939608596735128e-13,2.668907356446921e-13,2.806773321757806e-13,1.0443890259399984e-13
1.8712101074124778e-07,0.11225553514368221,0.9,0.0,0.0,0.0,0.0,0.09994969376680568,1.884320952807471e-05,2.436800860709463e-06,4.936402451539559e-06,1.0062646881725037e-05,8.618260706039846e-07,8.301704048918517e-06,3.2641061350144315e-06,4.513088946250809e-06,6.872178811917249e-06,6.872178811917249e-06,3.451897039541767e-06,8.609506065651304e-06,1.0971509563223654e-08,8.130229967575527e-08,2.581556327674587e-08,4.463384626752272e-09,1.803611834558363e-05,5.651157424443077e-06,2.2221587389583628e-05,7.74420492250504e-06,3.367802729039291e-06,6.009283472654065e-10,4.660703102137394e-06,5.83874832241349e-13,1.9947103501872864e-08,3.0113452694049517e-13,2.741382473171077e-13,2.8683226469656594e-13,1.0948049027977717e-13
1.91516131323991e-07,0.11225582247740377,0.9,0.0,0.0,0.0,0.0,0.09994851234937777,1.938118067329419e-05,2.438524877471887e-06,4.991225381786671e-06,1.0302500018702952e-05,8.61844382842222e-07,8.478336224614898e-06,3.2786695289788334e-06,4.566289546372131e-06,7.0335518023491615e-06,7.0335518023491615e-06,3.4902367123156975e-06,8.837616189167362e-06,1.097927182385654e-08,8.135995913790094e-08,2.5816116028571707e-08,4.463496631232734e-09,1.857064065628217e-05,5.8012261056622745e-06,2.30661112910493e-05,7.96914910666315e-06,3.526288414211853e-06,6.036124407723611e-10,4.8208047054364745e-06,6.005357468328951e-13,2.0539261479721752e-08,3.083079330061977e-13,2.8139753424088207e-13,2.9293087300323325e-13,1.146308929295839e-13
1.9591125190673424e-07,0.11225611094669817,0.9,0.0,0.0,0.0,0.0,0.09994733094503434,1.9921868133911845e-05,2.4400535678070386e-06,5.044369739680584e-06,1.0542351227425582e-05,8.61857685936626e-07,8.65332137931749e-06,3.292240730228534e-06,4.6179401243795255e-06,7.194922885332157e-06,7.194922885332157e-06,3.5274026242550112e-06,9.066077031011574e-06,1.098615464168255e-08,8.141108609148996e-08,2.5816517952224212e-08,4.463583060311919e-09,1.9106001462778344e-05,5.951297272886181e-06,2.39199276209168e-05,8.19424200515711e-06,3.688095064882421e-06,6.06113924171508e-10,4.9815945222973595e-06,6.172803411175528e-13,2.113233756229345e-08,3.1548107183698347e-13,2.886677764357324e-13,2.989723982296279e-13,1.1988910103542913e-13
2.0030637248947746e-07,0.11225640051874711,0.9,0.0,0.0,0.0,0.0,0.09994614955384762,2.0465192617688145e-05,2.441408847905326e-06,5.095886845062062e-06,1.0782200345328499e-05,8.618669089986208e-07,8.826639496824197e-06,3.304885010170615e-06,4.668084090487045e-06,7.356292060887416e-06,7.356292060887416e-06,3.5634306574276455e-06,9.29486454801466e-06,1.0992256692905556e-08,8.145641350034954e-08,2.5816797022718513e-08,4.463648745276947e-09,1.9642136049913657e-05,6.101370126746225e-06,2.4782808657842254e-05,8.419466587961928e-06,3.853191377398774e-06,6.084448160228335e-10,5.143025594698988e-06,6.341061543081466e-13,2.172625949347458e-08,3.2265393843488675e-13,2.959482077582613e-13,3.049561511912075e-13,1.2525409224291165e-13
2.047014930722207e-07,0.1122566911620628,0.9,0.0,0.0,0.0,0.0,0.09994496817588401,2.101107705539799e-05,2.4426101788317787e-06,5.145826448756326e-06,1.1022047239958546e-05,8.618728102309936e-07,8.998272489698624e-06,3.3166636022370488e-06,4.71676372881226e-06,7.517659329036238e-06,7.517659329036238e-06,3.5983555969871085e-06,9.523956281980462e-06,1.0997665600039228e-08,8.149659221924805e-08,2.5816976069068404e-08,4.463697628676497e-09,2.0178984845660443e-05,6.2514440147126e-06,2.5654533466290882e-05,8.644807731817017e-06,4.021545688365121e-06,6.106163913597823e-10,5.305054059893105e-06,6.510107946402948e-13,2.232096076227483e-08,3.2982652867531743e-13,3.032381125808895e-13,3.1088150938478934e-13,1.3072483256162465e-13
2.0909661365496392e-07,0.11225698284641975,0.9,0.0,0.0,0.0,0.0,0.09994378681120471,2.155944654303656e-05,2.4436748411459727e-06,5.194236780537233e-06,1.1261891803473563e-05,8.618760081501656e-07,9.168204115673192e-06,3.3276339207759943e-06,4.764020221641536e-06,7.67902468980002e-06,7.67902468980002e-06,3.632211164701175e-06,9.753331261241295e-06,1.1002459166750791e-08,8.153220017820647e-08,2.581707371448837e-08,4.46373292667628e-09,2.0716492989253413e-05,6.401518404269347e-06,2.6534887617178895e-05,8.870252006945534e-06,4.19312601027446e-06,6.126392220363553e-10,5.467638958158607e-06,6.679919375950162e-13,2.2916380120075262e-08,3.369988392945354e-13,3.1053682263925677e-13,3.167479141034154e-13,1.363002775203703e-13
2.1349173423770715e-07,0.11225727554277613,0.9,0.0,0.0,0.0,0.0,0.09994260545986611,2.21102282852778e-05,2.4446181790009316e-06,5.241164595626949e-06,1.1501733948124268e-05,8.618770072332815e-07,9.336419897064965e-06,3.3378497720031994e-06,4.809893673466229e-06,7.840388143200262e-06,7.840388143200262e-06,3.6650300514569373e-06,9.982969907603514e-06,1.1006706479050996e-08,8.156375054621036e-08,2.5817105148511487e-08,4.4637572624281636e-09,2.125460993829425e-05,6.551592860879576e-06,2.7423662925054788e-05,9.095787487474772e-06,4.367900065592776e-06,6.145232155147586e-10,5.630742051081395e-06,6.850473241187906e-13,2.3512461141488824e-08,3.4417086755531717e-13,3.178437140862397e-13,3.22554867638224e-13,1.4197937328158075e-13
2.1788685482045038e-07,0.11225756922320869,0.9,0.0,0.0,0.0,0.0,0.09994142412192011,2.266335154016973e-05,2.4454538172910407e-06,5.2866552197806705e-06,1.1741573602535256e-05,8.618762190289012e-07,9.50290704309334e-06,3.347361556738805e-06,4.854423134771154e-06,8.001749689258538e-06,8.001749689258538e-06,3.6968439487768674e-06,1.0212853948460855e-05,1.1010468882834554e-08,8.159169899348562e-08,2.5817082762576667e-08,4.463772775849031e-09,2.1793289110738987e-05,6.70166702984812e-06,2.8320657200444296e-05,9.321403582789591e-06,4.545835319356309e-06,6.162776521942237e-10,5.794327649925508e-06,7.021747589057366e-13,2.4109151824231763e-08,3.5134261114534547e-13,3.251582046881967e-13,3.283019305894163e-13,1.4776105770117347e-13
